molecula|NaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14ae_a23|0|0.0|2|7.423568444|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|5.351858133|-0.029948314|0.7338690390000001|-0.4448081789999999|10.31321689|0.0289586779999999|2|0.009675528|-0.143336826|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.872362051|-0.065169397|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|110.5716332|-1.480271319|-19.28284095|71.53368511|3212.850883|-1060.556252|2575.36078|0.46959234|8.123993885|0.919603093|7308.981869|36.35475577|0.034488074|-43.57178809|770.8206617000001|0.0|1.0|1.0|3.74|3.76|0.12|26.0|-7.6|3.48|4.03|123.48|2.42|1.0|7.0|34.0|6.0|0.0|0.0|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|-0.07122|3.6036|3.6036|-1858.967022|-1858.952529|344.06|627.57|-0.14537|7.0211|-0.21659|0.01449323|9.5944|2.0|8.6038|8.6038
12f_a40|0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|0.807254372|-0.235838511|10.31197207|-0.172869148|2|0.006841832|-0.033224348|-0.397377446|0.679527138|0.777316288|-0.160218113|0.909993912|-0.067004323|3.43e-05|0.021549915|-37.02024147|-45.41519509|11.90644165|62.72992556|0.090006088|49.72883796|-0.032879466|-25.09213464|61.55859085|-1.150781297|-18.16607804|48.92668311|2383.68369|-635.8127312999999|628.5604981|0.268555948|8.404802652999999|0.962404834|5326.217734000001|24.83590915|0.0201199619999999|-255.7481174|384.1423925|0.0|0.0|0.0|3.24|3.61|0.06|20.0|-7.32|5.35|5.44|67.66|3.99|1.0|3.0|24.0|3.0|0.0|1.0|-5.99|0.0001|1.02e-06|0.0003819999999999|5.4|0.0|1.8100000000000003e-05|-0.07761|4.3313|2.8374|-2212.359379|-2212.348599|436.97|487.85|-0.11765|3.2818|-0.19526|0.01077929|4.8562|0.38|6.4202|6.4202
12_a4|0|0.0|1|7.535296702|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|1.587386096|-0.113938738|10.31168324|0.028152112|1|0.009024784|-0.051501982|-0.220286906|0.5687812560000001|0.8157155359999999|-0.036425699|0.805238097|-0.070256284|0.636722126|0.01168879|-41.69390404|-44.33087544|6.936764267999999|15.80191019|0.194761903|115.5823166|-0.025916226|-26.30835499|7.519189887|-1.269895089|-15.38009964|48.6306683|2927.48584|-753.6248824|1962.933988|0.282227427|6.223583758999999|0.889574393|6390.233612|21.42753878|0.015603795|-258.476202|608.4548423|0.0|1.0|1.0|3.41|2.94|0.23|21.0|-7.84|3.69|4.98|86.12|2.17|1.0|4.0|29.0|5.0|0.0|1.0|-4.33|0.0266|4.64e-05|0.0188|2.72|0.0|5.85e-06|-0.06898|4.8592|3.8083|-1617.861623|-1617.826064|325.57|503.28|-0.16224|7.8701|-0.2312199999999999|0.03555871|10.1971|9.29|5032.0|5032.0
7a_a8|1|0.0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|0.0|-0.482688615|10.94671402|-0.019054799|1|0.002028046|-0.019499132|-0.412963751|0.7168594159999999|0.764224152|0.033708575|0.718410375|-0.102174163|0.238462711|0.035405618|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|-0.042647654|-35.14198015|71.85980901|-1.833849114|-25.04740346|80.80201312|2715.360649|-1077.038349|1702.719465|0.266115601|7.699041907000001|0.914283468|5907.9340090000005|34.12990316|0.0265990589999999|-274.7254012|488.0169522|0.0|1.0|1.0|3.34|3.06|0.05|23.0|-7.27|3.96|3.49|92.93|2.01|1.0|3.0|29.0|5.0|0.0|1.0|-4.64|0.00522|2.29e-05|0.00874|3.24|0.0|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|-1291.287017|403.8|494.48|-0.12889|9.9646|-0.20505|0.0269461|12.8748|24.73|4.6068|4.6068
12a_a30|0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|0.0|-0.3557214489999999|10.31162903|-0.094932667|1|0.005458948|-0.053309522|-0.454270252|0.8421237309999999|0.7885597609999999|-0.031179517|0.836214716|-0.07699057|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|101.5505506|-0.037665934|-37.34272719|0.0|-1.845630786|-23.35372432|57.83766054|2722.217443|-1144.332492|2256.680391|0.194809798|7.362386058999999|0.88607758|5936.682602000001|29.00398472|0.014884556|-378.4495438|620.9195447000001|0.0|1.0|0.0|4.65|0.0|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|1.0|5.0|29.0|4.0|0.0|0.0|-4.85|0.00208|1.4e-05|0.0056|3.87|0.0|9.21e-05|-0.05184|5045.0|3.4885|-1575.7783980000002|-1575.745502|355.41|507.17|-0.1481|4.1875|-0.19994|0.03289568|4.7368|11.0|7.9469|7.9469
47t_a18|0|0.0|0|7.03438793|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0.0|-0.756664598|10.94702032|-0.04785474|0|-0.004985656|-0.068787175|-0.600890268|0.704602886|0.750103977|0.005590928|0.67203319|-0.119202068|0.240001773|0.014067024|-79.78154029|-69.13537385|9.415011332|280.622476|0.32796681|219.5070758|-0.040580402|-46.27207168|78.43695402|-2.272502492|-27.16032544|89.19655162|2872.533415|-1520.978225|1326.524873|0.195468477|8.780037801|0.991199259|6603.597038|33.75918118|0.016238994|-407.6438346000001|747.6927426|0.0|1.0|0.0|3.86|0.0|0.15|18.0|-7.51|2.6|2.93|110.56|1.64|1.0|7.0|33.0|4.0|0.0|0.0|-4.77|0.00117|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|1.36e-05|-0.06822|3.1164|3.1164|-1470.873743|-1470.836067|397.84|601.36|-0.12692|7.7656|-0.19514|0.03767603|9.6938|782.0|6.1068|6.1068
6e_a31|1|0.0|0|7.773594467000001|1|0.61015618|0.0|0.06650322|-0.016012184|5.733341277|-0.178758575|0.0|-0.784597028|10.31165994|-0.0462850729999999|2|-0.008439437|-0.002840672|-0.579941248|0.838789705|0.78240875|-0.071378445|0.623340994|-0.122985602|0.177030306|0.032627586|-74.99224589|-79.81721349|19.89514173|159.9587946|0.376659006|229.6732654|-0.046541668|-48.66969791|99.0823033|-2.0943750530000003|-28.37945369|94.88738762|2776.836977|-1277.075416|2188.417358|0.239502096|7.513687859|0.916695963|6053.812282|37.31693873|0.022744048|-317.6847132|536.6368656000001|1.0|1.0|1.0|3.55|2.62|0.1|22.0|-7.33|5.19|4.0|131.36|1.36|1.0|4.0|29.0|5.0|0.0|1.0|-4.66|0.000947|2.18e-05|0.00883|3.2|0.0|1.89e-05|-0.05426|3.3083|3.3083|-1652.669408|-1652.63264|374.76|490.75|-0.13418|5.8193|-0.18844|0.03676794|8.3583|0.37|6.4318|6.4318
2_a20 (SB-505124)|1|-0.09011519|0|7.434257382|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|-0.076310057|0.0|-0.498602014|10.95129567|-0.137383329|1|0.003789399|-0.150708132|-0.520284161|0.827730504|0.725030162|0.082053195|0.7694360659999999|-0.083565835|0.214264156|0.02856542|-45.98170774|-64.55966745|15.71798823|122.8758934|0.230563934|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|-1.759933279|-21.05206547|61.69969596|2195.369524|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|0.908167636|4762.83693|25.30541763|0.011470204|-365.2740749|477.95809620000006|1.0|1.0|1.0|3.4|3.1|0.3|17.0|-7.22|5.16|4.47|60.03|2.06|1.0|3.0|25.0|4.0|1.0|1.0|-4.91|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|0.0|2.03e-05|-0.03717|3.6404|3.6404|-1089.371784|-1089.358727|340.58|505.82|-0.14928|2.5584|-0.18645|0.01305739|3.9392|169.0|6.7721|6.7721
22_a10|0|0.0|1|7.535296702|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|1.880539113|-0.332316729|10.92966136|-0.020475007|1|0.008903905|-0.129989728|-0.356699217|0.670763832|0.747363443|-0.02603707|0.8698299140000001|-0.053881447|0.775071808|0.016720696|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|101.3847763|-0.022372463|-39.42279832|60.10354816|-1.3647202319999998|-17.4251029|54.98945848|3241.833491|-1062.931277|2668.5420940000004|0.435676666|8.84228648|0.730649641|7414.102179|30.87787063|0.026340252|-100.1982412|916.8601445|1.0|1.0|1.0|3.74|4.14|0.17|27.0|-9.37|4.64|5.6|73.14|2.8|1.0|6.0|36.0|5.0|0.0|0.0|-5.53|0.00217|2.95e-06|0.0014|4.1|0.0|2.03e-07|-0.05712|4.8251|3.8517|-1544.237634|-1544.203968|321.89|602.93|-0.16095|4.8409|-0.2180699999999999|0.03366599|6.5841|1.1|5.9586|5.9586
3_a4|0|0.0|1|7.535296702|1|1.343866299|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2.180369373|-0.0502208409999999|10.92992985|0.050638298|1|0.011276682|-0.048796855|-0.133874898|0.637819558|0.773786787|-0.0862461019999999|0.919804716|-0.052578183|0.462670692|0.010568144|-25.5405205|-31.92506825|5.133610255|12.23442244|0.080195284|38.95587796|-0.024645574|-15.5080075|40.30885999|-0.985822953|-11.97190059|30.67413075|2159.04913|-478.8760237|1602.411021|0.280312336|4.832514477|0.7560922609999999|4677.30755|16.63485592|0.015358792|-213.4321476|409.0289917|1.0|1.0|1.0|2.99|2.86|0.15|21.0|-7.19|4.02|4.11|43.6|2.44|1.0|2.0|24.0|3.0|1.0|1.0|-4.26|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|2.03e-05|-0.04964|4.9088|4.0639|-990.6395508|-990.6149055|305.09|350.36|-0.17005|2681.0|-0.21969|0.024645265|3205.0|104.0|6983.0|6983.0
12bi_a36|1|0.0|0|7.412764017000001|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|0.0|-0.559678363|10.95958518|0.041834838|1|0.002872872|-0.176729938|-0.37220074|0.884226781|0.812921349|0.0997949019999999|0.7850011179999999|-0.082914301|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|150.12481100000002|-0.027831043|-52.46851415|0.0|-1.614200516|-19.43326441|82.05687954|3044.149713|-1127.129336|2660.0547690000003|0.500339677|8.454426643|0.85865094|6572.410403|38.89295091|0.037590587|0.474365004|766.4854363|0.0|1.0|1.0|4.97|0.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|7.0|33.0|6.0|0.0|0.0|-4.15|0.0342|7.13e-05|0.0315|2.62|0.0|7.11e-05|-0.0510199999999999|3.8855|3.6851|-1461.997992|-1461.966152|336.45|603.92|-0.15078|7.0514|-0.2018|0.0318395999999999|8.8903|14.0|7.8539|7.8539
9s_a24|1|0.0|0|6.605297921|1|1.4275963180000002|0.0|-0.222173285|-0.003599664|4.59511985|-0.00570386|0.0|-0.190782186|10.96129902|0.013901071|1|0.007695726|-0.204128966|-0.248704391|0.799076569|0.773544454|0.030228027|0.8833498320000001|-0.049825449|0.483170382|0.016792118|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|-0.019465646|-24.51900941|0.695462853|-0.953816666|-12.08741583|41.36694069|2747.809842|-592.2833757999999|969.5210193|0.554839231|9.124394347|0.889829339|5767.9102490000005|27.15292246|0.03496522|68.10609672|604.8829955|1.0|1.0|1.0|3.43|2.78|0.04|29.0|-8.11|3.15|4.29|77.21|0.81|1.0|4.0|30.0|4.0|0.0|0.0|-4.06|171.0|8.71e-05|0.0343|2.11|0.0|3.04e-06|-0.03597|3.0726|2.6707|-1271.031372|-1270.994965|464.24|521.4|-0.10865|4.6141|-0.14462|0.03640642|7.0312|32.0|7.4949|7.4949
12_a1|1|0.0|0|7.423568444|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|0.0|-0.516204114|10.94945122|-0.051772288|1|-0.001416381|-0.104622651|-0.487073772|0.8016064479999999|0.749817035|-0.045776997|0.765121385|-0.0964711209999999|0.210514881|0.033770552|-55.99493147|-60.78517756|19.60151089|133.6600817|0.234878615|136.3310784|-0.039894864|-35.28166588|477.1158679|-1.675584287|-23.15625812|75.59644237|2592.245875|-972.562841|1825.150911|0.275333347|7.679719277999999|0.867391557|5468.378562|31.95435864|0.024485753|-260.8074567|473.040639|1.0|1.0|1.0|3.29|2.72|0.05|23.0|-8.2|4.87|4.41|83.82|1.67|1.0|3.0|28.0|5.0|0.0|1.0|-4.75|0.00379|1.77e-05|0.00649|3.54|0.0|2.3e-06|-0.07042|3734.0|3.1744|-1216.12881|-1216.099134|390.57|482.51|-0.12874|7.7454|-0.19916|0.0296752|10.1801|2.95|5.5302|5.5302
47a_a18|0|0.0|0|7.03438793|1|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|-0.18843247|0.0|-0.464122017|10.35082811|0.052572636|0|-0.000633273|-0.232940071|-0.369841706|0.842412605|0.766261502|-0.008965701|0.778790861|-0.082855697|0.371382587|0.014124484|-67.93456546|-81.42570819|11.58086543|100.7293848|0.2212091389999999|181.3725215|-0.036234741|-66.76209701|110.0917322|-2.681370849|-29.70938001|79.51543089|3612.105567|-2198.494121|2250.179086|0.2063806289999999|10.20255289|0.934960691|8405.670404|37.435301|0.014835962|-481.4854016|1225.939287|1.0|1.0|1.0|4.97|0.0|0.28|18.0|-8.27|0.48|3.35|123.06|1.85|1.0|12.0|39.0|5.0|0.0|0.0|-5.58|9.9e-05|2.62e-06|0.00143|4.44|0.0|2.95e-06|-0.05191|3.1947|3.1947|-2098.807018|-2098.773074|388.09|813.01|-131.0|2.6271|-0.18291|0.0339441|3.0133|1.0|9.0|9.0
18_a10|0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2.026949641|-0.1859075939999999|10.92966688|-0.0280813039999999|1|0.010573165|-0.091730492|-0.220292492|0.7155022459999999|0.785539083|0.048377088|0.885552955|-0.0575419659999999|0.656664457|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|-0.024889861|-30.63863373|123.3621791|-1.368942347|-15.79795381|48.64284759|2788.499133|-868.8874593|2137.914113|0.358384456|7.204851347999999|0.876275815|6213.631543|24.62214943|0.020666062|-179.7708584|713.2632062000001|1.0|1.0|1.0|4.07|3.41|0.32|21.0|-7.88|4.65|4.66|62.06|2.14|1.0|5.0|31.0|5.0|1.0|1.0|-4.77|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|5.44e-06|-0.0495699999999999|5.7687|3.7977|-1336.433782|-1336.404041|326.47|504.61|-0.15735|4.7596|-0.20692|0.02974086|5.9029|0.13|6.8861|6.8861
17_a15|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|0.0|-0.442454151|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.170008473|-0.461493931|0.769376831|0.721188086|0.001376853|0.880459235|-0.052869016|0.605886597|0.012890299|-40.50376584|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|-0.027065991|-46.86345493|58.47512431|-1.596893495|-20.73567196|50.37922222|2852.085573|-1223.4046460000002|2104.883413|0.346792631|7.967418828|0.90173781|6352.266784|31.74439379|0.0217385279999999|-234.74904|822.8625688|1.0|1.0|1.0|3.63|3.99|0.15|24.0|-9.72|4.89|6.0|67.35|2.53|1.0|7.0|33.0|4.0|0.0|1.0|-5.65|0.00052|2.26e-06|0.00099|4.78|0.0|8.43e-08|-0.03936|4.1461|3.8006|-1413.897695|-1413.857182|326.22|663.81|-0.15573|5.1268|-0.19509|0.04051306|7.1743|12.0|7.9208|7.9208
12aj_a36|1|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|0.0|-0.402433117|10.95354213|-0.042227364|1|0.003962098|-0.104118159|-0.43462267|0.90414347|0.812278823|0.091113865|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|0.173013687|110.89910559999998|-0.0368515929999999|-42.23511741|0.0|-1.953134451|-23.62130319|58.52715472|2710.647462|-1251.929069|2275.825451|0.22507266|8.056502837|0.905958957|5763.333098|30.48195872|0.016684569|-352.4483722|662.0530478999999|0.0|1.0|0.0|4.84|0.0|0.17|17.0|-6.97|3.24|2.19|69.2|2.24|1.0|5.0|30.0|4.0|1.0|0.0|-4.3|0.0274|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|-1272.241135|344.24|539.55|-0.14818|5.8554|-0.20093|0.03225532|7.8393|17.0|7.7696|7.7696
12d_a30|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.041181359|-0.006335328|5.351858133|-0.033312179|0.0|-0.354778373|10.31162861|-0.075816941|1|0.005965451|-0.053644471|-0.4562256979999999|0.8414737059999999|0.8017873000000001|-0.0430927579999999|0.843009925|-0.073829724|0.366319099|0.015567102|-47.69710881|-60.88281322|10.05700314|85.1932288|0.156990075|101.4221952|-0.036246039|-39.33285959|0.0|-1.884794029|-23.41646662|57.75411196|2784.836855|-1217.656264|2323.480646|0.185610786|7.557073995|0.84254817|6120.329513000001|28.75340957|0.013424098|-406.2173266|686.039456|0.0|1.0|0.0|4.75|0.0|0.17|17.0|-7.01|4.35|2.93|81.65|3.04|1.0|5.0|30.0|4.0|0.0|1.0|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|4.02e-05|-0.05119|3.4821|3.4821|-1615.095823|-1615.063947|356.06|545.94|-0.1479099999999999|4434.0|-0.1991|0.03187624|4.8843|11.0|7.9508|7.9508
8m_a46|0|0.2148468989999999|1|7.727094485|1|1.160371261|2.126524943|-0.044830187|-0.00517896|5.533389489|-0.085284636|0.0|-0.248590088|10.94650201|-0.064176245|1|0.005865049|0.010184776|-0.380393836|0.783187801|0.7699708959999999|-0.084989948|0.876210355|-0.0911455|0.280198209|0.007059399|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|65.63194084|-0.032188531|-23.9511632|0.0|-1.448483903|-17.06601365|52.0671834|2045.330306|-767.9706141|1913.813025|0.114510313|5.684332261000001|0.7415609409999999|4439.758321|19.27296714|0.006689855|-408.7649869|463.1469765|1.0|1.0|1.0|3.24|2.92|0.3|17.0|-6.46|4.16|4.21|50.94|2.62|1.0|2.0|24.0|3.0|1.0|1.0|-4.56|0.0105|2.78e-05|0.0088799999999999|3.72|0.0|0.000112|-0.01818|5.3062|4.2881|-1014.126693|-1014.091966|289.14|489.57|-0.17897|2.0174|-0.19715|0.03472717|3.1675|229.0|6.6402|6.6402
4S4k_a46|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0|-0.252970193|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|0.891734458|-0.089589915|0.199356973|0.007749296|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|0.0|-1.46291223|-16.15576699|51.59865384|2105.538282|-775.4768155|1729.18312|0.132090036|5.523352655|0.858684076|4719.2906570000005|18.61456563|0.007182108|-390.0516264|519.5743695|1.0|1.0|1.0|3.8|3.03|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|2.0|25.0|3.0|1.0|1.0|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|-0.02074|5.2854|4.0774|-1053.441953|-1053.415665|304.07|487.43|-0.17396|2.2655|-0.1947|0.02628818|2.5693|197.0|6.7055|6.7055
12am_a36|1|-4.723487246|0|7.412764017000001|2|1.240140551|0.0|0.088482802|-0.015884751|5.351858133|-0.297354748|0.0|-0.921315581|10.9602097|-0.037654321|1|-0.007897954|-0.1187503719999999|-0.6080522279999999|0.647732719|0.8344566859999999|-0.0147665219999999|0.814986544|-0.091472759|0.305015372|0.017590648|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|-56.3667958|1.038361162|-2.480134939|-31.72964526|75.34643812|3230.6292780000003|-1713.4008440000002|2603.072527|0.211665165|8.772646622|0.940085891|7238.033439|40.24894481|0.020179019|-398.3921535|672.4630346|0.0|1.0|0.0|4.81|0.0|0.17|17.0|-7.14|3.31|4.04|78.43|2.04|1.0|7.0|34.0|8.0|0.0|0.0|-5.07|0.00291|8.6e-06|4.0|3.86|1.0|3.37e-05|-0.0569799999999999|5.2317|3.8606|-1645.205296|-1645.169789|321.15|562.14|-0.15658|5.9258|-0.21356|0.03550681|8.0872|0.06|7.2218|7.2218
14a_a22|0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|1.614660505|-0.280236463|10.9464374|-0.015194063|1|0.005757758|-0.097476465|-0.360663314|0.6819423609999999|0.7392451729999999|-0.09744639|0.864077619|-0.062215607|0.490491034|0.021268761|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|92.61079081|-0.031338217|-37.82586486|60.38977977|-1.629587269|-21.35231162|56.88212098|2885.858295|-1110.320204|2169.870866|0.299209593|8.052850876|0.8069597009999999|6348.976909|30.46889826|0.021742777|-273.61731430000003|684.5377542|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|3.87|4.31|85.59|1.73|1.0|6.0|32.0|5.0|0.0|1.0|-4.68|0.00945|2.1e-05|0.00881|3.18|0.0|2.56e-07|-0.06145|5.0653|3.5707|-1368.35698|-1368.321586|347.23|534.87|-0.15029|4.9775|-0.21174|0.03539365|6603.0|38.0|7.4202|7.4202
25c_a34|0|0.0|1|7.412764017000001|2|1.377881974|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|0.0|-0.834326082|10.95957635|-0.041629027|1|0.001433865|-0.3609280379999999|-0.5404076879999999|0.809687672|0.80135608|0.118901861|0.683231623|-0.088513496|0.478421157|0.043815478|-59.0359041|-75.6298008|29.22363765|183.6812574|0.316768377|211.2752099|-0.031498055|-50.44285726|93.28638171|-1.7008949569999998|-21.008278|88.25954175|2884.104654|-1134.447012|2439.174137|0.4625715629999999|7.484891117|0.77182656|6306.980593|39.09037289|0.037538004|-49.9273377|648.0187526000001|1.0|1.0|1.0|3.64|3.17|0.32|17.0|-5.71|2.18|1.98|90.74|1.0|2.0|6.0|31.0|6.0|0.0|0.0|-3.28|659.0|0.000523|0.22|1.3|0.0|0.0008289999999999|-0.03272|4.2095|4.2095|-1426.704645|-1426.666471|294.54|561.29|-0.17424|7.12|-0.2069599999999999|0.03817361|9.8087|1.78|5.7496|5.7496
19_a20|1|0.0|0|6.842683282|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|1.622562232|-0.539158264|10.94899558|-0.063133522|1|-0.004654742|-0.049177437|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|0.754452534|-0.091725453|0.25624423|0.013643765|-60.26825633|-65.49811346|8.964643162|339.8339889|0.245547466|161.33709|-0.038340404|-43.03556944|88.19441661|-1.993700989|-25.1915821|69.23289949|2849.084477|-1309.962269|1818.518838|0.203929412|7.950138729|0.935398401|6325.747732|31.64490997|0.0159602|-389.0666676|684.5377542|1.0|1.0|1.0|3.49|2.49|0.08|27.0|-9.63|4.97|4.08|110.44|1.33|1.0|5.0|32.0|5.0|0.0|1.0|-4.57|0.00541|2.6600000000000003e-05|0.0112|2.91|0.0|9.86e-08|-0.06767|3.3616|3.3616|-1368.413151|-1368.378274|368.83|519.34|-0.13903|4.2507|-0.2067|0.03487615|6.3327|2.6|5585.0|5585.0
47d_a18|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|0.0|-0.480899596|10.94702255|0.016324953|0|0.005144085|-0.272202025|-0.417659275|0.7640994990000001|0.7430748709999999|-0.002494715|0.836999127|-0.06394156|0.445704576|0.015270278|-52.14267013|-71.20388424|12.45251265|64.92967228|0.163000873|132.9229494|-0.028722356|-58.06490563|58.93717545|-2.182899066|-23.42233034|64.59518279|3304.705347|-1780.097106|1947.023498|0.30185619|9.940531282|0.927940864|7780.945962999999|33.54943497|0.018506261|-323.1621908|1255.618298|1.0|1.0|1.0|4.73|0.0|0.32|18.0|-8.83|2.81|3.21|88.97|2.6|1.0|12.0|39.0|4.0|0.0|0.0|-5.28|0.000968|5.23e-06|0.00276|4.16|1.0|7.790000000000001e-07|-0.04561|3.1079|3.1079|-1704.061013|-1704.0327519999998|398.94|817.06|-0.12844|3.7605|-0.17405|0.02826074|4.2225|8.0|8.0969|8.0969
5_a47|0|0.0|0|0.0|0|1.304329328|0.0|0.019688132|-0.009295857|0.0|-0.188550227|1.284688504|-0.390426|10.9367109|0.045246333|0|-0.011237954|-0.019811664|-0.454659897|0.7063295709999999|0.795032176|0.065981732|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|0.192042245|101.3974575|-0.038537768|-27.93318665|0.0|-1.502972943|-20.34777119|51.58499074|2368.870941|-793.5630764|1349.003107|0.218428796|5.861037845|0.8997183470000001|5501.708422|26.03444329|0.017501741|-297.3367046|416.1194472|1.0|1.0|1.0|2.67|2.79|0.0|22.0|-8.68|4.73|5.96|58.04|3.26|1.0|3.0|26.0|4.0|0.0|1.0|-5.5|0.000824|3.18e-06|0.00116|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.369195|-1569.333281|334.35|401.16|-0.15419|2.9121|-0.20954|0.03591467|3.8816|0.02|7.7|7.7
