molecula|SddssS|NaasN|nARing|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
14_a4|0.0|1|1|-0.2248919089999999|-0.001935612|5.4161004020000005|1|-0.0135414919999999|-0.069682036|-0.08389836|10.94612798|0.117232935|1|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.158051825|0|0.8510382459999999|-0.065776751|0.218112446|-29.91067393|-32.31961528|5.933038407000001|12.12963775|0.148961754|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|39.49511556|35.84371234|0.40126838|1911.448021|386.9927769|-452.4746139|1378.961008|-6.23496557|0.231542789|5.304461808|8.859498364|3944.638539|105.2894945|-205.7538638|17.84270058|-244.1511936|1.0|0.0|0.0|3.14|2.39|0.06|17.0|-5.71|4.09|30.71|0.0|0.0|-3.4|-5.8|3.2|-3.97|0.000396|0.000106|0.0295|0.0|0.000539|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|293.02|0.1864|353.16|0.53298|0.1067|-0.2102|0.020300099|5.8794|5.8794
21_a10|0.0|1|1|0.036507898|-0.009308076|5.4161004020000005|2|-0.032405474|-0.549176498|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|1|0.7747854129999999|-0.091053776|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|75.80259699|77.676969|0.391384102|3104.255496|547.3834282|-1255.975247|2701.142106|-16.4322688|0.295893365|8.388036625|13.78215169|7048.414464|209.0477207|-887.342515|33.03306591|-288.401376|1.0|1.0|1.0|3.5|3.17|0.11|27.0|-8.71|5.6|90.13|2.0|0.0|-5.77|-6.07|4.04|-5.51|1.69e-06|3.12e-06|0.0014|0.0|8.68e-07|5.9596|5.57|3.8599|-1485.499561|-1485.461532|716.1|321.21|0.2574|517.44|0.4226399999999999|0.1489|-0.2226|0.03802869|5.3188|5.3188
15b_a10|0.0|1|1|-0.197213588|-0.002413027|5.4161004020000005|2|-0.111812184|-0.149607679|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|0.791078367|-0.058258414|1|0.921918974|-0.046334564|0.697099355|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|7.505718446|118.6253241|0.670236374|-1.398090862|-21.77253505|62.53159836|42.7113409|0.414077981|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|0.329763626|6.6940006620000005|11.42472965|6105.426726|226.0501037|-656.9605906|24.65365821|-233.3911134|0.0|1.0|0.0|3.61|3.89|0.32|21.0|-8.18|4.44|56.07|1.0|0.0|-4.35|-6.34|3.66|-4.64|4.46e-05|2.28e-05|0.00943|0.0|2.73e-06|5.7620000000000005|2.74|3.7625|-1317.766641|-1317.736865|721.17|329.52|0.3575|587.53|0.46711|0.1595|-0.20313|0.02977516|7.0706|7.0706
23_a10|0.0|1|1|-0.12979844|-0.00264793|5.4161004020000005|2|-0.031558374|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|1|0.915208645|-0.049653973|0.535680357|-35.17017083|-51.27837225|6.81095873|72.17779806|0.084791355|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|41.98112956|0.485561757|3103.831885|648.2471057|-1179.402562|1945.384475|-13.47382337|0.238800348|8.755988318|17.02048484|7034.375112000001|169.14354509999998|-835.377049|24.9903188|-370.018179|1.0|1.0|0.0|3.8|4.13|0.21|27.0|-9.84|5.81|56.07|2.0|0.0|-5.38|-5.93|4.5|-5.7|4.19e-06|2e-06|0.000923|0.0|6.66e-08|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|325.98|0.2089|606.18|0.67647|0.2089|-0.21158|0.02986448|6.1249|6.1249
35_a18|0.0|0|2|0.068150325|-0.00622005|4.844187086|1|-0.069149293|-0.44784362|0.027469086|10.94702087|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|0.737094825|-0.032017257|0|0.800765945|-0.081822342|0.3888901179999999|-60.302584200000005|-62.06945887|6.525195505|118.7214377|0.199234055|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|67.9315105|66.82777970000001|0.465531336|3038.429834|590.1597827|-1675.875389|1761.858479|-18.16338657|0.125426193|9.184536969|17.18442554|6995.248058|92.43836482|-1235.110287|28.17969862|-552.1173777|1.0|1.0|3.0|4.3|0.0|0.3|18.0|-9.55|3.35|85.29|3.0|0.0|-6.06|-6.0|3.07|-5.53|8.629999999999999e-07|2.96e-06|0.0014199999999999|0.0|1.35e-07|3.2146|8.09|3.2146|-1533.002975|-1532.976969|796.47|385.69|0.4981|657.07|0.69279|0.4981|-0.18079|0.02600607|7.6198|7.6198
8e_a46|0.0|1|1|-0.205882192|-0.001015139|5.533389489|2|-0.126773923|-0.046696417|-0.184317354|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|0.789844634|-0.241393458|0|0.921352352|-0.053352779|0.281227001|-27.16690715|-33.59778824|4.876083942|7.389496216|0.078647648|2.482871976|53.05984592|0.7492419109999999|-0.989734694|-13.83322216|39.62167507|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|5.504080656|9.911785304|4239.252176|127.6844779|-256.61680930000006|15.64268965|-253.8248986|0.0|1.0|0.0|3.21|2.93|0.32|17.0|-6.67|3.9|43.6|0.0|0.0|-3.59|-6.02|3.21|-4.04|0.0002569999999999|9.15e-05|0.0279|0.0|6.57e-05|4.5092|3.0|4.5092|-954.9296396|-954.9056294|552.99|274.96|0.2162|457.96|0.6967|0.2162|-0.2201|0.024010215|6.3915|6.3915
7d_a10|0.0|1|1|-0.117302383|-0.00179944|5.4161004020000005|2|-0.042667459|-0.0845736919999999|-0.071185424|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|2|0.531023495|0.809056885|0.0658971929999999|1|0.841052067|-0.059327943|0.421731106|-31.47566249|-37.61597161|5.567989142999999|12.32220006|0.158947933|2.9540236560000004|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.270414577|6.100927672|11.82615475|5174.981962|143.4649092|-299.34991010000005|17.98535187|-243.607074|1.0|1.0|0.0|3.21|3.21|0.19|21.0|-7.83|4.97|43.6|1.0|0.0|-4.22|-5.83|3.95|-4.72|5.98e-05|1.9e-05|0.00654|0.0|5.04e-06|5.8433|3.49|3.8856|-1129.198363|-1129.175857|574.87|319.09|0.2593|417.68|0.32059|0.0941|-0.21965|0.02250617|6.0325|6.0325
14b_a3|0.0|0|0|0.143500839|-0.009130444|4.727387819|3|-0.1551678719999999|-0.356087317|-0.008040839|10.31162234|-0.102362298|1|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|3|0.882394075|0.7809478329999999|-0.133815639|1|0.786476513|-0.090994113|0.379746504|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|3.067822725|82.79166784|0.766915433|-1.312913604|-21.76034149|57.87172082|50.77131401|0.487615651|2160.565755|384.6023764|-642.0403962|1289.104749|-8.721397057|0.233084567|4.989782639|9.738358819|4803.535505|113.9829058|-313.9702941|23.25478753|-261.0537205|0.0|1.0|1.0|3.18|2.5|0.06|21.0|-6.89|3.71|105.82|0.0|0.0|-4.45|-6.42|2.82|-3.99|3.54e-05|0.000103|0.0327|0.0|4.08e-05|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|403.54|0.2276|368.39|0.70123|0.2276|-0.19618|0.02844675|6.4202|6.4202
12i_a36|0.0|0|2|0.043792895|-0.016027043|5.351858133|2|0.048138468|-0.929568494|0.128325344|10.96020192|-0.009876543|1|1|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|0.820041835|0.141564781|0|0.830964232|-0.0850745409999999|0.332782117|-54.81607619|-75.66036485|12.71877085|108.3973956|0.169035768|8.195085212|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|67.53484704|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|-18.95842684|0.230870141|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|38.2555363|-346.8168661|1.0|0.0|2.0|4.8|0.0|0.17|17.0|-7.14|4.04|78.43|2.0|0.0|-5.2|-6.4|2.65|-5.07|6.26e-06|8.6e-06|4.0|0.0|3.37e-05|5.2297|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|330.66|0.5402|504.47|0.34255|0.1516|-0.20475|0.03165678|7.9208|7.9208
9_a1|0.0|0|0|0.020428974|-0.00614716|4.727387819|1|-0.110185988|-0.282769361|-0.079063236|10.94877277|0.016589221|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0|0.755276458|-0.080888063|0.166794384|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|3.745117974|0.0|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|13.91191974|5063.330971|125.865476|-455.910309|23.52578164|-324.81308110000003|1.0|1.0|1.0|2.78|2.66|0.05|23.0|-8.98|5.57|58.64|2.0|0.0|-4.68|-5.81|4.12|-4.79|2.07e-05|1.62e-05|0.0057799999999999|0.0|3.7100000000000003e-07|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|370.88|0.5409|487.19|0.70296|0.5409|-0.21015|0.03294951|5.2218|5.2218
1c_a5|0.0|0|0|-0.268536978|-0.001983746|4.59511985|2|-0.080321049|-0.085301064|-0.228971551|10.9433337|-0.058823529|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|0.128385959|0|0.88631419|-0.068062282|0.436308619|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|2.185709046|0.0|0.753027268|-1.12554131|-17.81716094|43.86175561|39.09545876|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|0.246972732|6.063350238|11.580409800000002|4387.398857|126.3615674|-294.64117410000006|19.11862892|-258.918642|1.0|1.0|1.0|2.78|2.09|0.05|23.0|-8.41|4.51|54.46|0.0|0.0|-4.25|-5.77|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|0.0|1.21e-06|4.8783|3.17|4.5088|-990.6223073|-990.5931502|556.84|274.99|271.0|410.52|0.4444899999999999|0.1076|-0.22684|0.029157178|5.4|5.4
17b_a50|0.0|2|1|-0.145258626|-0.002181823|5.82008293|1|0.035558152|-0.144000296|-0.152660972|10.94500663|-0.15040528|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|1|0.931849183|-0.047785496|0.4220781729999999|-33.25475672|-52.58062823|8.976922737999999|9.9094658|0.068150817|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|16.11918162|6059.076348|136.82673369999998|-805.0189948|23.22374317|-422.2639022|1.0|1.0|0.0|4.17|3.57|0.35|20.0|-7.54|4.92|51.77|3.0|0.0|-4.75|-6.09|3.87|-4.91|1.7899999999999998e-05|1.22e-05|0.0052|0.0|1.22e-05|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|306.75|0.1817|647.75|0.6269899999999999|0.1758|-0.19879|0.02640483|6.9136|6.9136
7_a3|0.0|0|0|0.198126776|-0.008855374|4.727387819|2|-0.047419994|-0.327648836|0.054347129|10.3116226|0.030246987|1|1|-0.006696449|-0.084462575|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.790667152|-0.224253635|1|0.782294598|-0.1034274319999999|0.5999725029999999|-51.18177092|-47.72824381|4.804535747|230.9407974|0.217705402|2.377557323|76.07607751|0.7992146109999999|-1.253831681|-25.32764885|55.15105143|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|5.198046584|8.644978051|5055.700186|99.36002106|-307.0424158|22.83370969|-296.13678660000005|1.0|1.0|1.0|3.02|2.61|0.0|21.0|-7.48|4.66|92.93|1.0|0.0|-5.44|-5.68|3.63|-4.87|3.67e-06|1.34e-05|0.00455|0.0|1.11e-05|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|360.06|0.1926|362.61|0.3456|0.1262|-0.21219|0.03103579|5.9901|5.9901
12a_a40|0.0|1|0|0.021610099|-0.00431394|5.4161004020000005|0|0.17758258|-0.14667395|0.100414476|10.31197265|-0.226763788|2|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|1|0.940879765|-0.064340227|0.000279043|-32.81611621|-38.17175304|6.001293955|107.5277007|0.059120235|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.14863036|7.563170499|14.43505064|4873.458436|75.8074911|-272.5679167|20.24838026|-358.4254366|1.0|0.0|0.0|3.2|3.39|0.0|20.0|-7.21|5.43|58.43|1.0|0.0|-6.41|-4.56|4.78|-5.95|3.86e-07|1.13e-06|0.00039|1.0|2.13e-05|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|0.3701|429.21|0.6998800000000001|0.3701|-0.2091|0.0104658999999999|5.7501|5.7501
12l_a36|0.0|0|2|-0.0944961519999999|-0.0076430169999999|5.351858133|2|0.128666217|-0.4203659179999999|-0.05158636|10.95423322|-0.0452558729999999|1|1|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|0|0.84381923|-0.079972189|0.3827446779999999|-52.05361632|-70.17688229|14.33450402|39.27257375|0.15618077|9.330278191|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|7.471134223|13.88638723|6121.6555530000005|170.5619816|-822.2019402000001|33.56329135|-309.7725155|1.0|0.0|2.0|4.78|0.0|0.13|17.0|-6.66|1.76|92.99|1.0|0.0|-4.57|-6.68|1.77|-4.29|2.72e-05|5.08e-05|0.0206|0.0|8.97e-05|3.8619|2.98|3.8619|-1325.194654|-1325.15957|686.83|321.05|0.4524|530.75|0.6925|0.4524|-0.20973|0.03508404|7699.0|7699.0
4q_a46|0.0|1|1|-0.2520920439999999|-0.001250008|5.587248657999999|2|-0.012611536|-0.066250447|-0.155661124|10.96363644|-0.081623022|1|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|0.807871283|-0.15266708|0|0.913550004|-0.052170875|0.258420996|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|4.520667361|72.14599138|0.61955726|-1.050531344|-16.25388148|49.37907349|37.21920695|0.487775649|2234.596293|509.9138517|-586.3723734|1491.412605|-6.545879136|0.38044274|6.038093227999999|11.78798551|4992.497361|212.350744|-327.2939568|18.92875482|-133.46593529999998|1.0|1.0|0.0|3.95|3.16|0.38|17.0|-6.94|4.09|52.83|0.0|0.0|-3.41|-6.54|3.15|-3.89|0.000389|0.000129|0.0449|0.0|3.97e-05|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|273.72|0.1432|510.13|0.69002|0.1432|-0.2207199999999999|0.02185677|6129.0|6129.0
18_a47|0.0|0|0|-0.141396999|-0.004337918|4.59511985|3|-0.026357805|-0.2342475789999999|0.018164141|10.93838451|-0.016728205|1|1|0.0015586929999999|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|0.792196273|-0.059779939|1|0.777824025|-0.078937385|0.454324931|-49.44908758|-52.88049505|9.234746417|70.55642796|0.222175975|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|2184.962887|-11.9254166|0.267251553|7.018342267|12.35791568|6261.441874|167.41554630000002|-596.2708299|25.98023687|-291.6032324|1.0|1.0|2.0|3.47|2.5|0.08|27.0|-10.36|6.0|79.38|2.0|0.0|-5.5|-5.87|4.16|-5.37|3.13e-06|4.29e-06|0.00176|0.0|1.78e-08|4.2668|3.32|4.2222|-1354.221126|-1354.180815|652.12|293.65|0.4335|487.81|0.4659|0.0516|-0.22313|0.04031146|8.6|8.6
12aa_a36|0.0|0|2|0.033952382|-0.011588438|5.351858133|2|0.03597264|-0.672129428|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.156337925|0|0.688945241|-0.1066659309999999|0.4679233379999999|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|11.04423694|109.0001157|0.731335741|-2.228140982|-49.88002793|96.18613736|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|6438.603019|183.7216658|-1041.942197|38.58180913|-316.3903377|0.0|0.0|3.0|4.83|0.0|0.13|17.0|-6.14|0.98|112.29|1.0|0.0|-3.52|-7.79|1.15|-3.45|0.000304|0.000359|152.0|0.0|0.000305|3.8899|3.88|3.8899|-1401.662677|-1401.617177|701.99|318.73|0.4446|520.19|0.6931|0.4446|-0.20829|0.04550032|8.0458|8.0458
9d_a31|0.0|0|1|0.036844743|-0.012442213|5.733341277|0|-0.057650507|-0.696763933|-0.0938310919999999|10.31169788|-0.021171445|2|2|0.000127275|-0.091744753|-0.134504227|-0.214049412|-0.550392027|0|0.8066174070000001|0.8343242820000001|-0.030275712|0|0.6943358040000001|-0.098210975|0.3655337879999999|-66.96024848|-81.53295088|19.79432796|154.8767865|0.305664196|13.49577391|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|97.84665015|86.75457645|0.457506946|2654.377004|473.3981899|-1222.994263|1932.363213|-15.732784099999998|0.336380477|9.436176796|17.39409698|5748.743284|229.34422830000003|-833.8375571|34.77197803|-223.1115993|1.0|1.0|2.0|3.8|3.35|0.38|16.0|-7.63|4.09|117.37|2.0|0.0|-5.61|-6.36|3.65|-4.39|2.48e-06|4.06e-05|0.0167|0.0|9.69e-06|3.8478|5.0|3.8478|-1657.471475|-1657.428165|727.27|322.22|0.2611|630.49|0.7006899999999999|0.2611|-0.19426|0.04331056|6.2218|6.2218
21_a4|0.0|1|1|-0.164057585|-0.003068098|5.4161004020000005|1|0.019346682|-0.131928225|-0.2897937889999999|10.94593332|-0.104638158|1|1|0.012094249|0.030586117|-0.063064908|-0.099702401|-0.228430899|1|0.6952936|0.777866961|0.090847781|0|0.932146735|-0.0571545999999999|0.239652988|-28.99048719|-38.7880598|10.23237244|63.37635587|0.067853265|5.190159022|66.03320922|0.7231676229999999|-1.147056976|-14.70482428|47.69702403|39.22285963|0.401240904|2045.488184|472.812128|-581.8208971|1584.866567|-7.377915035|0.276832377|5.961506745|9.956436217|4277.396118|140.4174905|-295.1166014|20.11362507|-226.3943104|1.0|1.0|0.0|3.37|2.92|0.16|17.0|-5.94|3.85|39.94|0.0|0.0|-3.88|-5.76|3.23|-4.19|0.000133|6.51e-05|0.0197|0.0|0.000352|5.1623|3.31|4.0245|-973.5683008|-973.5481197|549.71|308.08|0.2016|446.0|0.5260600000000001|0.1457|-0.19588|0.020181098|6.9172|6.9172
13m_a6|0.0|0|0|0.031719435|-0.010840005|4.727387819|2|0.021526267|-0.628720289|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|0.156982046|1|0.715612461|-0.0989137669999999|0.429009107|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|9.035018118|95.67846949|0.7362989999999999|-2.045251|-48.09294654|89.65257305|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|2574.030011|-18.41524497|0.263701|8.435961541000001|16.2526769|6412.592679|183.8755989|-994.4232282|35.8683143|-329.5370141|1.0|1.0|3.0|3.59|2.18|0.08|27.0|-9.67|3.76|122.47|1.0|0.0|-4.64|-7.23|2.67|-4.28|2.27e-05|5.24e-05|0.0228|0.0|9.35e-08|3.9127|4.27|3.3359|-1423.762467|-1423.712909|726.28|371.67|275.0|546.69|0.66475|0.1924|-0.20954|0.04955777|8.0|8.0
12h_a40|0.0|1|0|0.104392974|-0.008044548|5.4161004020000005|0|0.208938531|-0.289603712|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|1|0.839481749|-0.0954337969999999|0.006997021|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|3.274152035|59.68939644|0.844008584|-1.280284432|-26.67382585|54.9311782|56.64687411|0.4958138139999999|2270.834041|443.8158546|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|15.84593062|5087.343024|82.46928995|-357.8405665|24.30173133|-363.7398044|1.0|0.0|1.0|3.19|3.0|0.0|20.0|-6.84|5.02|84.45|2.0|0.0|-6.25|-5.13|4.22|-5.58|5.58e-07|2.61e-06|0.000942|0.0|5.2e-05|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|469.0|0.3985|435.95|0.6503899999999999|0.3693|-0.18432|0.02044063|6.0846|6.0846
12aq_a36|0.0|0|2|0.0332421529999999|-0.0116333169999999|5.351858133|2|0.076517478|-0.674732412|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|0|0.681470612|-0.1093001919999999|0.162384515|-73.0277723|-81.56528598|14.29132551|86.6958382|0.318529388|9.548598682|112.415579|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|-19.17486584|0.238023252|8.596645087999999|14.98931431|6296.75201|159.03272990000002|-1035.442755|37.66374367|-350.0740123|0.0|0.0|3.0|4.83|0.0|0.13|17.0|-6.14|0.98|112.29|1.0|0.0|-3.52|-7.79|1.15|-3.45|0.000304|0.000359|152.0|0.0|0.000305|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|367.26|0.4988|534.96|0.6933199999999999|0.0059|-0.19967|0.03228003|7.2596|7.2596
47u_a18|0.0|0|1|0.039883149|-0.010219187|4.844187086|0|0.008108241|-0.633589579|0.031337464|10.94702032|-0.033209663|0|0|0.00082284|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|0|0.664796402|0.7517870059999999|-0.0112778039999999|0|0.741066474|-0.090364489|0.33777918|-62.99873374|-64.32800179|14.42377665|86.37253771|0.258933526|10.0557163|77.59162925|0.721837463|-2.029965788|-43.92035521|79.06741651|77.42251040000001|0.483819806|2965.254516|516.6437614|-1415.216039|1415.590236|-16.72263667|0.278162537|9.18142206|17.78724206|6837.350959|193.9244919|-986.6355633|33.23007431|-309.31352410000005|0.0|0.0|2.0|3.98|0.0|0.19|18.0|-8.2|3.02|99.56|3.0|0.0|-5.69|-6.31|2.6|-4.98|2.05e-06|1.04e-05|0.00472|0.0|2.89e-06|3.1186|9.34|3.1186|-1510.182477|-1510.153552|738.53|397.57|0.5849|646.45|0.69143|0.5849|-0.19109|0.02892505|5.7055|5.7055
3k_a32|0.0|0|1|-0.001009768|-0.005745086|5.973809612|0|-0.047167919|-0.270019022|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|1|0.8777482409999999|-0.0711378679999999|0.31016741|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|58.16707081|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|-9.40163104|0.21942773|6.153598893|11.6688363|5259.698672|123.7157466|-404.2701347|21.36272325|-316.3794102|1.0|1.0|1.0|3.47|3.48|0.32|19.0|-7.23|5.78|110.94|2.0|0.0|-7.04|-5.01|4.75|-5.61|9.16e-08|2.47e-06|0.000904|0.0|2.15e-05|3.5363|3.81|3.5363|-1750.164914|-1750.1383649999998|611.65|350.6|0.3082|452.36|0.70268|0.3082|-0.19988|0.02654958|8.0605|8.0605
8a_a12|0.0|0|1|0.082323047|-0.00771093|0.0|3|-0.205012437|-0.362413703|-0.050603335|10.95472846|-0.084035283|0|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|-0.1261547959999999|0|0.892656426|-0.05926895|0.221703535|-30.69873711|-48.195997|5.354053791|46.32568673|0.107343574|2.773166902|0.0|0.791430726|-1.4888045019999998|-15.90061008|55.45388635|36.0527909|0.46777503|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|9.607296424|4806.044707999999|108.02980890000002|-399.41487|22.14447395|-301.89687089999995|1.0|1.0|1.0|4.06|3.06|0.15|18.0|-7.89|2.5|50.17|0.0|0.0|-3.9|-6.04|3.1|-4.21|0.000125|6.19e-05|0.0203|0.0|4.2e-06|3.9091|3.41|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|317.17|0.2486|424.14|0.6309100000000001|0.2486|-0.2194199999999999|0.02180654|6.7011|6.7011
