molecula|SddssS|NaasN|nARing|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12e_a31|0.0|0|1|0.052663358|-0.011519192|5.733341277|0|0.0113193469999999|-0.70267073|-0.107630327|10.3116965|-0.015755876|2|2|-0.000231353|0.01824365|-0.08867626|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.039273975|0|0.721526766|-0.0939597569999999|0.2642991189999999|-68.32948993|-79.96257188|19.38343763|166.1479229|0.2784732339999999|14.09603901|595.9853231000001|0.725120432|-2.089171358|-49.6906263|95.1187282|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|1899.851187|-19.38348182|0.274879568|10.24381236|19.50674899|6557.418968999999|199.8981394|-1104.858464|36.75829484|-327.4245209|1.0|1.0|2.0|3.87|3.72|0.24|22.0|-9.31|5.4|117.37|3.0|0.0|-6.66|-5.93|4.5|-5.42|2.16e-07|3.83e-06|0.00176|0.0|2.27e-07|5.3264|6.33|3.8391|-1809.899887|-1809.85374|781.61|322.95|0.3831|640.03|0.55114|0.2627|-0.19379|0.04614662|6.7696|6.7696
15_a47|0.0|0|0|-0.164258919|-0.00516949|4.59511985|2|-0.130885389|-0.21194909|0.086682657|10.9497222|0.0506476009999999|1|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.644280611|0.830688568|-0.131424138|1|0.791753677|-0.084413593|0.429825305|-45.1562696|-48.36220049|8.917011222000001|61.0548099|0.208246323|4.770072524|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|869.1027727|-9.531388265|0.288369895|6.984778596|13.37174753|5075.773767000001|154.260803|-362.1927541|25.03780079|-226.4191275|1.0|1.0|2.0|2.89|2.1|0.06|21.0|-8.49|5.28|66.49|2.0|0.0|-4.89|-5.76|3.74|-4.85|1.29e-05|1.41e-05|0.00499|0.0|1.14e-06|4.3312|3.33|4.0594|-1527.4104|-1527.376145|552.16|305.43|0.2828|419.75|0.67203|0.0759|-0.2268|0.03425526|7.8|7.8
17e_a50|0.0|2|2|-0.153175103|-0.0020746479999999|5.82008293|2|-0.011278897|-0.141076059|-0.086639125|10.94500663|-0.114420412|2|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7596299459999999|0.7409645029999999|-0.1710526319999999|1|0.930108205|-0.046347299|0.4239465089999999|-32.24487658|-50.7956915|8.950665784|10.68364489|0.069891795|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|57.93079973|41.19554236|0.489797496|2883.936138|647.0975667|-1168.300905|1981.934841|-12.90180444|0.196328886|8.52101688|16.70124474|6301.28046|136.5904997|-812.8136797000001|23.07468625|-422.5418889|0.0|1.0|0.0|4.18|4.23|0.37|20.0|-7.33|4.68|51.77|2.0|0.0|-4.87|-6.08|4.03|-5.18|1.34e-05|6.58e-06|0.00288|0.0|2.03e-05|4.2373|3.8|4.0298|-1375.295877|-1375.268259|757.34|307.67|0.1809|602.89|0.6322800000000001|0.1785|-0.19805|0.02761851|6.8097|6.8097
14a_a22|0.0|1|0|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|-0.280236463|-0.057308195|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|1|0.864077619|-0.062215607|0.490491034|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|9.873779458|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|70.33046351|56.88212098|0.446584227|2885.858295|588.739773|-1110.320204|2169.870866|-14.54840956|0.299209593|8.052850876|14.55117701|6348.976909|203.8666248|-756.5172972|30.46889826|-273.61731430000003|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|4.31|85.59|1.0|0.0|-4.65|-6.61|3.19|-4.68|2.25e-05|2.1e-05|0.00881|0.0|2.56e-07|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|347.23|0.3051|534.87|0.45928|0.0578|-0.21174|0.03539365|7.4202|7.4202
1i_a5|0.0|0|0|-0.145964178|-0.006494891|4.59511985|2|0.018196138|-0.279280326|-0.174016111|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|0|0.8876055620000001|-0.091178745|0.4729402929999999|-50.81756452|-46.82694838|4.621144795|201.1526326|0.112394438|2.575548983|0.213644964|0.759459597|-1.428316788|-28.32266298|57.78921354|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|0.240540403|7.314842247|13.79450888|5432.586961|134.0627959|-443.6750585|26.20475553|-289.21443910000005|1.0|1.0|1.0|2.83|2.04|0.05|23.0|-8.88|6.37|54.46|2.0|0.0|-4.79|-5.73|4.12|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|0.0|4.86e-07|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|283.08|0.7585|443.05|0.4571199999999999|0.0207|-0.23674|0.03383899|7.6198|7.6198
20b_a10|0.0|1|1|0.048567614|-0.007463406|5.4161004020000005|2|-0.030238422|-0.447804373|-0.042013549|10.92966143|-0.013623188|1|1|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|2|0.725009545|0.761071345|0.052265135|1|0.75259177|-0.094975935|0.6741049840000001|-60.68950774|-56.53849503|8.331370518|81.39248686|0.24740823|5.323735696|91.02309592|0.7616213270000001|-1.85807612|-38.78052212|67.46831286|69.02087825|0.454087415|3085.433676|480.905232|-1187.308396|2257.777328|-13.79433873|0.238378673|7.554743755|13.838742600000002|7173.225184999999|152.3236842|-758.6886304|28.34404003|-334.3514234|1.0|1.0|1.0|3.54|3.15|0.11|27.0|-8.93|5.0|95.92|2.0|0.0|-5.22|-6.53|3.66|-5.09|6.05e-06|8.13e-06|0.00364|0.0|5.26e-07|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|317.8|0.2782|482.93|0.3246|0.1382|-0.2217199999999999|0.03930765|5.9586|5.9586
9i_a40|0.0|1|0|0.074116257|-0.0071562119999999|5.4161004020000005|0|0.187127708|-0.279092262|0.201624407|10.31197226|-0.1788455119999999|2|2|0.004019925|0.333430103|0.105172175|0.187399127|-0.542471361|0|0.831946443|0.762774506|-0.154977678|1|0.830980762|-0.092881258|0.006324687|-46.80087537|-44.58600513|5.548036224|213.7117392|0.169019238|2.795536563|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|49.81256531|52.34891159|0.477626156|2056.370683|418.7133986|-668.7900768999999|335.9672843|-9.360805225|0.140977546|7.700852478|14.74203307|4201.058793|71.03556427|-336.98898810000003|21.62632891|-361.8074422|1.0|1.0|1.0|3.25|2.9|0.06|20.0|-6.03|4.02|84.45|1.0|0.0|-5.32|-5.44|3.52|-4.71|4.79e-06|1.97e-05|0.00603|0.0|0.000285|4.3611|3.2|2.8936|-1273.334714|-1273.31399|534.44|428.48|0.5012|417.75|0.56118|0.3362|-0.17956|0.02072395|5.9031|5.9031
19i_a38|0.0|0|2|-0.125335237|-0.008447598|5.351858133|2|0.08414367|-0.4561702689999999|-0.074033381|10.96052467|-0.053762162|1|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|1|0.653741315|0.836170906|-0.040954326|0|0.747158407|-0.08347616|0.4748744179999999|-51.15830416|-69.40536597|13.83587388|137.7658863|0.252841593|8.479305267|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|64.99417804|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|0.258076158|6.690507557999999|12.04523072|6744.7785650000005|158.161786|-765.6305068|33.67721904|-296.5257022|1.0|1.0|3.0|4.8|2.88|0.14|17.0|-7.12|3.11|81.23|1.0|0.0|-4.25|-6.81|3.04|-4.33|5.68e-05|4.67e-05|0.0196|0.0|3.19e-05|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|343.17|0.2156|457.26|0.4342|0.1886|-0.2052|0.03110827|7.9031|7.9031
12ax_a36|0.0|0|2|-0.0943348109999999|-0.007681676|5.351858133|2|0.075802407|-0.414810497|-0.057017299|10.958822|-0.034663063|1|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|0|0.846837721|-0.073739612|0.375647684|-49.32384393|-72.11700812|12.79462904|36.17982162|0.153162279|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|84.58859134|62.11847297|0.488501696|2926.929456|566.4430628|-1298.106146|2471.295987|-17.36585896|0.235146956|7.563197245|14.78635841|6741.969187999999|157.28794140000002|-868.2929481000001|33.94393618|-354.3162187|1.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.76|3.19|69.2|2.0|0.0|-5.08|-6.26|2.82|-5.18|8.27e-06|6.55e-06|0.00295|0.0|7.83e-06|5.2372|4.42|3.8889|-2152.130959|-2152.100515|699.67|318.82|0.5236|552.0|0.39564|0.4167|-0.21324|0.03044421|7.9208|7.9208
3b_a49|0.0|1|1|-0.003115526|-0.0057605869999999|5.4161004020000005|2|-0.090939066|-0.322592863|-0.010613212|10.92976559|0.00361222|1|1|0.001356445|-0.151131362|0.000511959|0.000850823|-0.405529602|2|0.7745859279999999|0.794997634|0.021506499|1|0.749104358|-0.0883601469999999|0.482434361|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|5.07982433|81.60358988|0.656865946|-1.439043207|-33.06194987|64.91785551|62.35407961|0.477583842|2660.339607|458.224537|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|13.85181805|5934.158315|209.89391040000004|-538.4506046|25.77091035|-191.9087104|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|3.2|98.72|1.0|0.0|-3.53|-7.42|2.38|-3.59|0.000293|0.000256|102.0|0.0|1.05e-05|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|322.72|0.1978|480.08|0.5798|0.0759|-0.21985|0.0368692|7.6021|7.6021
11c_a31|0.0|0|1|0.069254998|-0.0184155389999999|5.733341277|0|-0.031640011|-0.847114804|-0.137912959|10.31169916|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.825336018|0.839810365|0.013528742|0|0.564143263|-0.138002689|0.3608415239999999|-80.82023592|-82.24513417|20.06220362|264.7428792|0.435856737|11.74927853|70.98337779|0.676089232|-1.825664624|-47.33176279|99.31985763|100.8824395|0.47997061|2470.585429|330.3862551|-1069.186744|1770.045716|-14.56188764|0.323910768|7.259183801|13.95917988|5329.481371|189.6959033|-626.1611682999999|36.77740577|-206.2506659|1.0|0.0|2.0|3.51|2.66|0.28|16.0|-5.84|3.64|125.57|1.0|0.0|-5.11|-6.56|3.04|-3.98|7.68e-06|0.000105|39.0|0.0|0.000537|3.8551|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|321.61|0.2627|512.9|0.7005899999999999|0.2627|-0.19526|0.04465349|6.8861|6.8861
12aa_a30|0.0|0|2|-0.101407312|-0.008848121|5.351858133|2|-0.014017531|-0.539735362|0.059360681|10.31162784|-0.007369513|1|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|0|0.8126513129999999|-0.078042288|0.418522684|-54.50378741|-70.79444906|21.58471858|55.0567406|0.1873486869999999|15.0745057|0.0|0.630759573|-1.925999268|-38.06478415|91.51563481|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|-16.48066156|0.369240427|8.65813938|16.21199661|6944.511023|257.8730361|-939.3977091|37.41227352|-182.6418006|1.0|0.0|1.0|4.86|0.0|0.21|17.0|-6.83|2.63|100.11|2.0|0.0|-5.61|-6.39|2.52|-5.0|2.47e-06|9.94e-06|0.00456|0.0|6.720000000000001e-05|5.1925|3.34|3.4642|-1804.818818|-1804.784381|748.78|357.9|0.1667|605.07|0.30341|0.1506|-0.19687|0.03443621|8.1135|8.1135
8a_a31|0.0|0|1|-0.039027368|-0.015034136|5.733341277|0|-0.1480271209999999|-0.586331322|-0.135144546|10.31170053|-0.01861065|2|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|0|0.594139864|-0.122293189|0.272259026|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|9.179668678|465.4559302|0.666437359|-1.501053781|-29.89286568|82.32407724|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|1443.955093|-10.19199103|0.333562641|5.83708559|10.63792161|4538.505909|164.9149565|-366.9116769|30.93264504|-164.57484340000002|0.0|1.0|2.0|3.34|2.05|0.2|16.0|-5.33|2.54|114.29|0.0|0.0|-3.57|-7.11|2.13|-3.11|0.000269|0.000773|243.0|0.0|0.00145|3.8097|1.53|3.8097|-1347.541429|-1347.507102|538.75|325.45|0.2604|396.15|0.7027100000000001|0.2604|-0.18869|0.03432763|6.1024|6.1024
3e_a32|0.0|0|0|0.015619823|-0.006553709|5.733341277|0|-0.057366352|-0.275255791|-0.114649277|10.31100276|-0.080731823|3|3|0.002004382|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|1|0.8681696109999999|-0.073411249|0.290874543|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|60.86894767|46.25723848|0.4513338939999999|2212.661182|467.865447|-647.0582188|1732.3689949999998|-8.941186293|0.224744634|5.863649531|10.68709999|4827.877259000001|121.1171726|-348.70626539999995|21.40099522|-296.6758413|1.0|1.0|1.0|3.33|3.04|0.24|19.0|-6.92|5.24|110.94|1.0|0.0|-6.52|-5.2|4.3|-5.18|3.02e-07|6.6e-06|0.00225|0.0|4.13e-05|3.5589|3.52|3.5589|-1672.748189|-1672.722302|578.77|348.38|0.2914|456.76|0.7025399999999999|0.2914|-0.20098|0.02588637|8.0862|8.0862
47f_a18|0.0|0|1|-0.005500039|-0.005817448|4.844187086|0|-0.048472184|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|0|0.838156881|-0.063824969|0.375218907|-54.18475173|-72.03501774|11.75478965|111.1889928|0.161843119|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|86.11217859|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|-20.90098811|0.273449343|10.55465562|20.44855806|7870.103594|232.14715330000004|-1651.17806|33.88554232|-384.6642262|1.0|1.0|2.0|4.87|0.0|0.34|18.0|-9.22|3.6|88.97|3.0|1.0|-6.11|-6.4|2.83|-5.52|7.76e-07|3.01e-06|0.00163|1.0|3.27e-07|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|400.42|0.5741|874.24|0.6984600000000001|0.5741|-0.1724099999999999|0.02902413|8.0458|8.0458
19j_a38|0.0|0|2|-0.089207643|-0.007976154|5.351858133|2|0.105682345|-0.438688445|0.003554228|10.95429182|-0.036248822|1|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|0|0.8071763829999999|-0.0844479869999999|0.625966089|-57.80349365|-73.92901683|17.15233756|131.29876370000002|0.192823617|11.74054073|29.18585028|0.714369845|-1.944118135|-39.565701700000005|90.05233553|74.95583121|0.408533267|2969.234865|552.5012068|-1330.722303|3109.238056|-17.86002424|0.285630155|7.506210369|12.69084117|6704.612831|195.5099392|-910.8612362|36.5253298|-293.4664598|1.0|0.0|3.0|4.81|2.34|0.13|17.0|-6.92|2.42|105.02|1.0|0.0|-4.35|-7.13|2.44|-4.12|4.46e-05|7.55e-05|0.0322|0.0|5.14e-05|6.0361|3.23|3.6886|-1424.426858|-1424.390074|686.26|336.13|354.0|533.97|0.30419|0.2625|-0.21629|0.03678378|8.1146|8.1146
13n_a6|0.0|0|0|0.030890422|-0.010884884|4.727387819|2|0.058267173|-0.631323273|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|-0.57091314|2|0.870730542|0.7767360059999999|-0.064779873|1|0.70890216|-0.100363599|0.307384948|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|8.36448634|103.012404|0.748967057|-2.078466222|-47.27287681|88.73738138|81.06784641|0.47066442|2952.259627|486.5239262|-1426.464192|2535.307313|-18.12946621|0.251032943|8.872063579|16.76075427|6386.381394|172.28545730000002|-978.9911754|35.2699138|-341.7352549|1.0|1.0|3.0|3.55|1.9|0.08|27.0|-9.67|3.76|122.47|1.0|0.0|-4.64|-7.23|2.62|-4.28|2.27e-05|5.24e-05|0.0228|0.0|9.35e-08|4.8185|4.27|3.3510000000000004|-1423.765005|-1423.714738|727.69|369.99|0.9117|548.09|0.55028|0.1945|-0.20994|0.05026727|7.1249|7.1249
7_a4|0.0|1|1|-0.237954652|-0.001729561|5.4161004020000005|2|-0.07290303|-0.076100699|-0.125778587|10.92992954|0.04206117|1|1|0.008242591|-0.162314698|-0.042220092|-0.094000778|-0.174410426|2|0.527072036|0.8046449179999999|0.022270259|1|0.825830607|-0.0650223009999999|0.470973822|-32.72992462|-35.88407105|7.402610584|14.01468959|0.174169393|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|40.13253521|0.437317462|2286.169166|415.6938929|-538.2610657|1915.566579|-6.773539148999999|0.282008333|5.512905888|9.797542165|5022.496714|141.9530115|-270.9415659|18.74189807|-219.4585767|1.0|1.0|0.0|3.05|2.7|0.15|21.0|-7.46|4.67|43.6|0.0|0.0|-3.81|-6.03|3.56|-4.41|0.000156|3.92e-05|13.0|0.0|1.15e-05|4.0379|2.91|4.0379|-1089.870249|-1089.847072|538.92|307.05|0.0697|365.73|0.59702|0.0697|-0.2219199999999999|0.02317758|6821.0|6821.0
17_a4|0.0|1|1|-0.188642713|-0.006491052|5.4161004020000005|1|-0.01849014|-0.25315101|-0.3948966229999999|10.94611837|-0.094767116|1|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|0.49887819|0.772721853|0.0147116789999999|0|0.888791225|-0.0887214819999999|0.332034943|-45.75108579|-46.06264282|5.472562628|17.08736223|0.111208775|2.822041259|0.0|0.861696586|-1.5185362180000002|-23.59250328|52.67753395|51.22364842|0.4440629029999999|2351.601697|458.3237652|-783.0649279|1658.726841|-11.21677197|0.138303414|5.923504372999999|10.65499029|5322.773303|71.31904507|-403.8037909|25.24299609|-373.0328031|1.0|0.0|0.0|3.31|2.94|0.11|17.0|-6.56|6.26|30.71|1.0|0.0|-4.36|-5.56|4.29|-4.81|4.39e-05|1.5399999999999998e-05|0.00532|0.0|9.44e-05|4.3363|4.44|4.3363|-1255.994721|-1255.968357|527.39|285.92|0.2045|413.28|0.47353|0.2045|-0.21745|0.02636403|6057.0|6057.0
1a_a18 (SB-431542)|0.0|0|1|0.043282217|-0.015636898|5.351858133|1|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0|0.5940412860000001|-0.126408788|0.210046675|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|94.56841061|0.472443977|2678.82389|352.3666367|-1235.8353619999998|1890.195809|-16.29019397|0.2468003389999999|7.52384981|14.26170773|5748.422847|146.3942108|-733.0587287000001|36.46179023|-300.3801761|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|3.63|103.12|1.0|0.0|-4.52|-6.73|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0218|0.0|7.81e-06|3.8208|4.57|3295.0|-1292.588031|-1292.553086|620.23|376.27|0.5767|464.08|0.55409|0.3347|-193.0|0.03494548|6.9031|6.9031
2_a1|0.0|1|1|-0.049975995|-0.004621682|5.4161004020000005|1|-0.1056298369999999|-0.175623923|-0.0619710709999999|10.9520472|0.101798469|1|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.079586368|0|0.808210065|-0.0622285999999999|0.220315042|-28.32386891|-35.17029414|5.135384136|6.281701359|0.191789935|2.337413146|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|3920.383175|139.0945801|-192.096651|17.36508791|-176.9692239|1.0|1.0|0.0|2.91|2.69|0.18|17.0|-6.18|4.12|30.71|0.0|0.0|-3.06|-6.04|3.21|-3.78|0.000871|0.000167|0.0466|0.0|0.000185|4.0877|3.31|4.0877|-920.2093796|-920.184721|489.42|303.31|0.2991|355.79|0.7007899999999999|0.2991|-0.19826|0.024658671|5.2366|5.2366
16f_a32|0.0|0|0|0.1767304639999999|-0.014558301|5.733341277|0|0.008658653|-0.77158995|-0.081644236|10.31100265|-0.000291262|3|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|-0.697693907|0|0.801401734|0.852938445|0.085125293|1|0.8072754790000001|-0.08168632|0.522247991|-56.53102601|-76.92280867|16.90955989|89.03402347|0.192724521|11.7022626|47.24868477|0.69473708|-1.778433296|-39.12230215|92.82839829|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|3414.006186|-17.03501995|0.30526292|8.79158776|14.28728752|6235.040893|211.2572338|-851.7509977|35.43109972|-269.5356315|1.0|1.0|2.0|3.76|3.4|0.3|19.0|-7.77|4.99|149.27|3.0|1.0|-6.95|-5.99|4.05|-4.97|1.12e-07|1.07e-05|0.00457|0.0|7.26e-06|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|341.82|0.2931|603.12|0.70204|0.2931|-0.2|0.02889673|8041.0|8041.0
3b_a32|0.0|0|0|0.046791596|-0.007388108|5.733341277|0|-0.0411430079999999|-0.265971895|-0.1113575119999999|10.31100281|0.10614163|3|3|0.00020567|-0.078754696|-0.0791178979999999|-0.151445075|-0.536470812|0|0.833920105|0.800396027|0.094335058|1|0.8407393809999999|-0.073068133|0.2719741|-35.8437493|-49.22963237|7.180211702|74.63320519|0.159260619|3.522270202|0.0|0.764128338|-1.103910485|-17.58323784|56.82775081|43.023961|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|-265.6468664|21.47528975|-259.1375886|1.0|1.0|1.0|3.11|2.57|0.13|19.0|-6.5|4.43|110.94|1.0|0.0|-5.73|-5.57|3.68|-4.65|1.86e-06|2.23e-05|0.00697|0.0|9.97e-05|3.5545|2.45|3.5545|-1594.121087|-1594.095192|524.46|348.81|0.2905|396.83|0.70257|0.2905|-0.20137|0.02589511|8.2366|8.2366
12ab_a36|0.0|0|2|-0.064515677|-0.007034881|5.351858133|2|0.035377607|-0.408023082|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|0|0.8410557559999999|-0.079202413|0.452078227|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|-15.90828969|0.320974676|7.821826146|15.18764075|6314.697413|221.4026852|-859.0476432|33.96451406|-246.9770378|1.0|0.0|2.0|4.86|0.0|0.17|17.0|-7.05|1.95|92.99|1.0|0.0|-3.92|-7.21|1.8|-3.91|0.0001199999999999|0.000122|0.0515|0.0|3.76e-05|3.8845|3.23|3.8845|-1364.509957|-1364.468283|712.73|319.17|0.4451|564.58|0.69294|0.4451|-0.2093699999999999|0.04167456|7.9586|7.9586
16_a20|0.0|0|0|-0.014660441|-0.004705049|4.727387819|2|0.126359252|-0.254072625|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|1|0.915005572|-0.066137353|0.382481746|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|60.02453683|51.14820251|0.464473378|2722.728332|602.0075202|-972.4623811|2161.751186|-12.79619894|0.219891897|8.166385503999999|15.24926152|5896.394536|144.672972|-639.8099471|24.9314775|-368.5817657|0.0|1.0|1.0|3.5|3.13|0.08|27.0|-10.52|5.46|78.25|2.0|0.0|-6.06|-5.42|4.37|-5.66|8.68e-07|2.17e-06|0.0008699999999999|0.0|1.22e-08|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|347.26|0.3431|554.41|0.32553|0.1958|-0.20722|0.03385502|7585.0|7585.0
14_a1|0.0|0|1|0.043282217|-0.015636898|5.351858133|1|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0|0.593170871|-0.12658238|0.206941175|-74.96297518|-72.59355177|19.5711254|161.1772893|0.406829129|11.59015807|104.2594419|0.753357398|-2.083883365|-44.39360096|87.02320758|94.53410059|0.47517581|2678.985809|351.2799603|-1234.09038|1876.042189|-16.24082222|0.246642602|7.46120838|14.21658628|5748.712211|146.0634832|-730.8369997000001|36.40268318|-300.0800645|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|3.63|103.12|1.0|0.0|-4.52|-6.73|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0218|0.0|7.81e-06|3.8344|4.57|3.3061|-1292.588129|-1292.55322|621.08|375.01|0.4442|464.08|0.6572600000000001|0.3497|-0.19322|0.03490867|7.0269|7.0269
