molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA5|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|P-gp substrate|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
16_a4|0.0|0|0|0.0|0.0|7.535296702|1|1|1.843196334|-0.219944434|-0.00228637|1|0.04501634|0.007101649|0.0|-0.089168424|10.94592242|0.019290123|1|0.006466406|0.020218035|-0.0513920109999999|-0.214481956|0.490768328|0.774455255|0.0293772029999999|0.482473457|0|-0.080093659|-36.11951685|-39.44800181|13.51923899|103.5057102|-0.033372358|-19.42906425|74.430775|-1.201404885|45.11883447|42.88070889|0.455802506|-591.7200271|0.167538305|10.19502391|0.837568182|4520.2597670000005|82.51653675|-291.4359638|0.0115138339999999|710.807513|1.0|17.0|4.49|30.71|3.44|1.0|85.02|0.0|1.0|2.0|-3.92|23.0|4.0|-5.64|309.31|0.0|1.0|3.91|-4.43|0.0001199999999999|0.0114|0.0|-0.03965|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|0.2213|274.85|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|-1057.429593|1.9873|343.0|6.4647
14_a4|0.0|0|0|0.0|0.0|7.535296702|1|1|1.947126795|-0.2248919089999999|-0.001935612|1|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.039321879|-0.199315317|0.507307223|0.77505994|0.204594017|0.500893739|0|-0.071074269|-29.91067393|-32.31961528|12.12963775|67.73740575|-0.03015272|-14.69670456|85.72299913|-0.995039765|39.49511556|35.84371234|0.40126838|-452.4746139|0.231542789|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|0.015779688|588.8091192|1.0|17.0|3.59|30.71|2.82|0.0|80.09|0.0|2.0|2.0|-3.4|21.0|3.0|-5.8|277.3|0.0|1.0|3.2|-3.97|0.000396|0.0295|0.0|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|0.1864|274.1|-918.851356|0.1067|-0.17381|2.3797|-0.2102|-918.896242|3.3312|1.32|5.8794
1f_a5|0.0|1|0|2.824395738|-4.398485453999999|6.605297921|0|0|0.0|-0.139907335|-0.00645569|2|0.029105691|-0.118028278|0.0|-0.277594656|10.94527671|-0.000625|1|-0.000700145|-0.389011185|0.004923698|-0.401165734|0.525406088|0.771487328|-0.000969932|0.513260607|0|-0.083857856|-50.98614411|-46.77243802|201.7057715|62.42799372|-0.035639589|-26.08772825|0.21377016|-1.425583552|57.83835135|55.67318607|0.4670794829999999|-795.1314464|0.242477611|13.35549635|0.8764524309999999|5474.331675|135.2439659|-443.4913802|0.01983997|1049.647453|1.0|23.0|5.48|54.46|2.73|2.0|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|0.0|4.23|-4.97|1.6100000000000002e-05|0.00396|0.0|-0.05346|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|0.6959|261.1|-1288.209882|0.0228|-0.18224|3.7852|-0.2357|-1288.263745|4.9879|0.24|6.6198
12ah_a36|0.0|1|0|3.456839001|0.0|7.412764017000001|2|2|0.0|-0.050415481|-0.007648622|2|0.043848238|0.078459408|0.0|-0.41302559|10.95983779|-0.050147748|1|0.0010871589999999|0.133939811|-0.177407665|-0.444563583|0.8941919290000001|0.835013502|-0.0861053359999999|0.8065052890000001|0|-0.1059368909999999|-49.0084977|-68.45222166|82.70705743|110.8777131|-0.038137281|-44.23111357|0.0|-1.906864035|80.02464883|60.9481085|0.468162246|-1232.13999|0.231093575|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|0.017909528|1602.457659|1.0|17.0|3.35|69.2|2.51|1.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|0.0106|0.0|-0.05637|5.2259|3.79|3.7792|-1692.545871|-1692.512868|682.21|1148.39|0.6729|237.25|-1692.3109559999998|0.0485|-0.15434|5.4979|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586
8c_a32|0.0|1|1|3.46252244|0.0|7.765993078999999|0|0|0.0|0.080016722|-0.0093793719999999|0|0.036711712|-0.026467635|2.143746338|-0.459589251|10.31100269|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.1534110109999999|-0.578242111|0.788133615|0.845443342|-0.11492754|0.7507116140000001|1|-0.097480366|-46.47597924|-58.93213925|126.6561213|119.85432240000002|-0.027548799|-35.6276568|78.19443734|-1.267244762|74.36515033|56.29419869|0.447542891|-766.1178102000001|0.399315117|12.81496717|0.8100952690000001|5773.240734|241.4075262|-463.1595384|0.025527931|1275.407176|1.0|19.0|6.49|140.04|1.1|1.0|110.47|1.0|1.0|7.0|-5.82|27.0|4.0|-6.45|397.52|1.0|0.0|3.56|-4.39|1.5e-06|0.0164|0.0|-0.04161|3.5673|4.28|3.5673|-1880.764533|-1880.733377|646.97|1090.0|0.3272|347.56|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|-1880.597039|10.2656|37.0|7.4318
12u_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.0|0.028039604|-0.006935447|2|0.043383838|-0.091507428|0.0|-0.367578706|10.31162873|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|0.8149999040000001|0.83236194|-0.105767484|0.711738503|0|-0.097867106|-51.83732031|-65.55148142|78.15130994|100.8445957|-0.03794847|-43.90644499|0.0|-1.859475018|75.26051582|62.26136323|0.443167712|-1245.478147|0.189537132|14.01586754|0.7958728709999999|7133.515802|126.9521524|-834.2224549|0.014495402|1536.749179|1.0|17.0|5.11|81.65|3.79|2.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|0.0|3.59|-6.04|2.64e-07|0.0004269999999999|0.0|-0.0528299999999999|3.5003|5.08|3.5003|-2494.962309|-2494.927579|705.15|1202.06|0.1502|354.21|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|-2494.7995530000003|7.0553|34.0|7.4647
16_a47|0.0|1|1|2.890539668|0.0|6.605297921|0|0|0.0|-0.134455235|-0.0056780519999999|2|0.042285714|-0.08282926|1.491023983|-0.23280014|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.0574194159999999|-0.3379683979999999|0.591929006|0.812131575|0.081171071|0.57616624|1|-0.092995116|-48.30620628|-48.19609034|63.13219447|159.6978638|-0.034261359|-24.97833451|0.0|-1.301931629|60.36423869|57.9827944|0.473257697|-674.7452647999999|0.302070079|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|0.0234786339999999|966.7808252999998|1.0|21.0|4.47|66.49|2.72|0.0|91.55|0.0|1.0|3.0|-4.34|25.0|5.0|-6.04|337.33|0.0|0.0|3.52|-4.42|4.56e-05|13.0|0.0|-0.05717|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|0.3182|279.29|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|-1166.951551|3.8601|1.0|9.0
11g_a5|0.0|1|0|2.9590700880000003|0.0|7.139660336|0|0|1.984996534|-0.204002571|-0.004593347|2|0.020943152|-0.083337229|0.0|-0.252634073|10.94877951|-0.007175378|2|0.006964153|-0.14133011|-0.233590516|-0.267507083|0.777565622|0.814159231|-0.01453517|0.73551511|0|-0.076326887|-44.19305139|-50.16001519|68.77977167|106.4990972|-0.025442296|-32.96383785|0.0|-1.297557078|71.21847290000001|59.4498014|0.485790997|-852.7202582999998|0.456418686|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|0.03204398|1568.70782|1.0|28.0|4.17|81.51|1.06|1.0|118.35|0.0|1.0|7.0|-4.12|31.0|5.0|-6.84|408.46|0.0|0.0|2.96|-4.31|7.65e-05|0.0199|0.0|-0.04322|4.5106|2.3|4.2083|-1330.189793|-1330.144218|693.48|1180.25|0.4609|274.87|-1329.927772|0.2403|-0.1714|3.2282|-0.2146199999999999|-1329.988893|4314.0|0.03|7.5229
12v_a36|0.0|1|0|3.468871488|0.0|7.412764017000001|2|2|0.0|-0.077763989|-0.008411281|2|0.041767677|0.073329354|0.0|-0.487854327|10.96020642|-0.023932402|1|0.003077071|0.123026459|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|-0.041914045|0.84179881|0|-0.105200486|-51.4172081|-69.20675352|113.7463918|130.0637965|-0.033118671|-45.52806671|0.462992841|-1.788408258|88.07013157|69.27488156|0.461799225|-1176.51481|0.372344602|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|0.02867403|1874.459798|1.0|17.0|2.77|78.43|1.72|1.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|35.0|0.0|-0.05219|3.8847|2.65|3.7035|-1347.475543|-1347.442792|671.56|1150.38|0.4247|319.16|-1347.2000369999998|0.0223|-0.15185|6.1869|-0.20404|-1347.260743|7.9237|14.0|7.8539
4a_a49|0.0|0|0|0.0|0.0|7.535296702|1|1|2.085628989|-0.076526919|-0.006602016|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|10.92777282|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.032396301|0.731643066|1|-0.087863033|-57.79201133|-53.88810275|313.22432680000003|149.0098632|-0.0292876779999999|-33.05061877|60.11195021|-1.4936715669999998|68.37721704|68.30645049|0.4716382|-916.0977468|0.349698461|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|0.023624093|1408.727632|1.0|21.0|3.4|92.93|1.25|1.0|114.08|0.0|1.0|6.0|-3.28|30.0|5.0|-7.52|399.45|0.0|0.0|2.42|-3.52|0.000528|122.0|0.0|-0.06461|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|1128.22|0.1935|262.35|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|-1312.98289|4.8706|32.0|7.4949
15c_a22|0.0|0|0|0.0|0.0|6.842683282|0|0|1.596256692|-0.134137693|-0.005236206|2|0.038137255|-0.026986769|1.568396937|-0.298463715|10.9464374|0.006275578|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|0.667111824|0.773044788|0.010828071|0.639264982|1|-0.080088202|-48.58045253|-57.66130245|36.22825261|96.05497587|-0.0302219629999999|-41.51455167|78.22334636|-1.60176404|75.52188549|66.26407672|0.462157867|-1153.226049|0.338224886|16.03890406|0.859281634|6882.442370999999|243.5126145|-830.2910335|0.0248073129999999|1742.625289|1.0|27.0|3.9|109.38|1.08|1.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.0107|0.0|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|0.5082|216.15|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|-1460.387718|9.0393|737.0|6.1325
16a_a10|0.0|0|0|0.0|0.0|7.535296702|1|1|2.041062372|-0.187414728|-0.00230615|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.254024476|-0.1948324069999999|0.748039584|0.772481675|-0.008879187|0.72613292|1|-0.076950669|-36.408063|-53.28817038|77.68598956|58.06685151|-0.026063936|-36.90194151|99.81657855|-1.615964058|63.53441386|46.01490333|0.4629532229999999|-1119.0515779999998|0.272940681|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|0.014796066|1539.147561|1.0|21.0|4.73|56.07|2.47|3.0|133.66|0.0|1.0|9.0|-5.22|33.0|5.0|-5.91|439.55|0.0|1.0|4.24|-5.17|6e-06|0.00297|0.0|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|760.0|1310.44|0.3843|221.33|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|-1394.861824|4.6574|47.0|7.3279
4p_a46|0.0|0|0|0.0|0.122217892|7.825245291|1|1|2.102855253|-0.060700883|-0.004413243|0|0.046533816|-0.164311513|0.0|-0.233901882|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.101602982|-0.369670745|0.7471162309999999|0.747019097|-0.1623103719999999|0.751334374|0|-0.083274013|-56.55658053|-47.22779946|175.10295019999998|53.32991189|-0.029978645|-26.78464688|0.0|-1.498932241|51.05047787|60.7522985|0.423511708|-850.1003902999998|0.12579435|10.10955243|0.734640605|5167.091582|71.34266847|-482.1236438|0.006740305|972.4260993|1.0|17.0|4.85|61.84|3.2|2.0|107.89|0.0|1.0|2.0|-5.8|27.0|3.0|-5.09|357.45|0.0|1.0|4.25|-5.4|1.59e-06|0.00144|0.0|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|0.2363|226.26|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|-1129.4459470000002|5.3996|341.0|6.4672
2_a3|0.0|0|0|0.0|0.0|6.823286122000001|0|0|0.0|0.176032668|-0.008422099|2|0.034166667|-0.103423993|2.058239271|-0.311617665|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|0.032450556|-0.568019422|0.899733837|0.769486995|0.065162907|0.841871246|1|-0.09392632|-49.07072207|-44.07280196|228.178656|117.2099151|-0.033150466|-20.68016573|74.89956423|-1.127115845|53.05538527|54.67257594|0.458202525|-528.8736235|0.272015731|9.016533738|0.845708123|4446.904467|127.637231|-248.1619888|0.019143348|726.4904564|1.0|21.0|4.34|92.93|1.6|0.0|90.49|0.0|1.0|2.0|-4.75|22.0|3.0|-5.93|304.37|0.0|0.0|3.06|-4.27|1.7800000000000002e-05|0.0162|0.0|-0.06423|5.4397|1.97|3.3354|-1272.143337|-1272.114086|503.34|841.85|0.1824|227.92|-1272.001389|0.0962|-0.14605|4.0121|-0.21028|-1272.04778|5.4999|3981.0|5.4
12l_a30|0.0|0|0|0.0|-4.712037416|7.412764017000001|2|2|0.0|0.157020295|-0.015371073|2|0.044036281|-0.102468864|0.0|-0.876151158|10.31162828|-0.02588969|1|-0.004395528|-0.300262845|-0.226973911|-0.640870513|0.613786308|0.830875659|-0.0395239879999999|0.593245722|0|-0.109810463|-63.31694493|-76.82494797|103.5499036|115.9404641|-0.045581702|-53.74781658|1.697908189|-2.415830189|88.64610824|74.10578426|0.462727396|-1690.148855|0.178184921|17.23248653|0.861252543|7576.362669|124.6606826|-1182.451965|0.016896687|2056.604824|1.0|17.0|4.43|90.88|2.82|2.0|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|-5.92|1.99e-07|0.000579|0.0|-0.0545299999999999|5.0454|5.52|3.5245|-1988.033039|-1987.998976|729.17|1223.54|0.2294|245.74|-1987.782294|0.1574|-0.14944|2.5031|-0.20397|-1987.848331|2.9851|61.0|7.2154
3l_a32|0.0|1|1|3.672194822|0.0|7.773594467000001|0|1|0.0|-0.003342759|-0.0054004|0|0.035643275|-0.039331295|2.259257465|-0.270019992|10.31100268|-0.107818594|3|0.002942329|-0.068876714|-0.087213805|-0.524711546|0.820540279|0.751853889|-0.184582641|0.776480242|1|-0.088417589|-40.30321333|-51.41835077|61.72183119|66.55229892|-0.028831823|-29.90181954|0.0|-1.326263838|58.10243176|47.42414825|0.453630671|-771.2752615|0.211763281|11.74082324|0.8302637909999999|5429.531532999999|123.148785|-448.5272931|0.011493763|978.4817724|1.0|19.0|7.34|110.94|2.64|2.0|110.16|0.0|1.0|3.0|-7.6|26.0|3.0|-4.71|380.53|1.0|0.0|5.04|-6.01|2.52e-08|0.0003689999999999|0.0|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|0.2876|351.04|-1789.242839|0.2876|-0.14664|3.3955|-0.19962|-1789.298086|5.7721|12.0|7.9208
4g_a46|0.0|0|0|0.0|0.171759574|7.825245291|1|1|2.156712018|-0.153373738|-0.001702489|2|0.046415344|-0.093447672|0.0|-0.088529411|10.96333695|-0.138341481|1|0.010608122|-0.144064904|-0.121452903|-0.2455749539999999|0.662386484|0.74106323|-0.193115055|0.635494818|0|-0.070153728|-32.64186634|-40.24987057|7.38470955|30.50581108|-0.024339048|-23.0928866|72.82863401|-1.192613373|44.72726697|37.24073329|0.448462961|-684.2477996|0.1731389069999999|10.60062169|0.8131148579999999|5176.321714|99.33639766|-392.5790722|0.007803902|827.5244845|1.0|17.0|5.19|43.6|3.06|2.0|106.55|0.0|1.0|3.0|-5.38|26.0|3.0|-5.18|366.89|0.0|1.0|4.39|-5.38|4.22e-06|0.00153|0.0|-0.03985|4.4163|4.65|4.4163|-1493.154666|-1493.132001|615.33|1064.92|0.1294|280.74|-1492.923098|0.1294|-0.18602|3.5526|-0.22587|-1492.979142|3.7113|2745.0|5.5615
18_a20|0.0|1|0|3.463603867|0.0|6.842683282|0|0|0.0|0.1160337319999999|-0.008841844|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.090732503|0.778639593|1|-0.095227339|-61.73239771|-63.36348363|318.5587088|158.7879106|-0.035934845|-42.1615378|82.70867776|-1.904546783|72.31812218|68.92770059|0.483668611|-1267.269673|0.1890889589999999|15.51556677|0.936740671|6206.896662|125.81822920000002|-843.230756|0.013457694|1562.772745|1.0|27.0|5.54|97.55|2.06|2.0|125.07|0.0|0.0|5.0|-5.59|32.0|4.0|-6.13|419.48|0.0|0.0|3.78|-5.16|2.54e-06|0.0029|0.0|-0.05604|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|0.2991|207.41|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|-1352.135304|8.0505|34.0|7.4685
12be_a36|0.0|1|0|3.466734143|0.0|7.412764017000001|2|2|0.0|-0.148313814|-0.009368126|2|0.043854875|0.118420241|0.0|-0.580823835|10.95957887|0.00430921|1|0.002872872|0.19405344|-0.289604649|-0.3825349939999999|0.884226781|0.812921349|0.00734728|0.8350231859999999|0|-0.108962668|-54.15309606|-75.59805505|63.31681179|140.1361326|-0.031937334|-52.44976141|0.0|-1.852365352|99.62604537|77.57811183|0.4564615729999999|-1285.166936|0.433925602|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|0.034632557|2270.314539|1.0|17.0|2.83|87.66|1.42|1.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0315|0.0|-0.0518799999999999|5.2184|2.68|3.3487|-1462.0007349999998|-1461.968283|739.48|1256.67|0.7034|237.59|-1461.68274|0.0018|-0.13781|7.7861|-0.18969|-1461.747501|10.3044|44.0|7.3565
23_a10|0.0|0|0|0.0|0.0|7.535296702|1|1|2.140123457|-0.12979844|-0.00264793|2|0.036666667|-0.031558374|1.981673861|-0.17741132|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.207994181|-0.233801237|0.7338945809999999|0.754150918|-0.043248272|0.706648116|1|-0.072395864|-35.17017083|-51.27837225|72.17779806|60.05816353|-0.02685653|-36.32074126|53.00900704|-1.6651048819999998|60.76548004|41.98112956|0.485561757|-1179.402562|0.238800348|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|0.013394095|1549.399766|1.0|27.0|5.11|56.07|2.99|2.0|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|-5.93|461.56|0.0|0.0|4.5|-5.7|4.19e-06|0.000923|0.0|-53.0|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|0.2089|325.98|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|-1469.902562|4.8954|0.75|6.1249
9h_a24|0.0|1|0|2.916716427|0.0|7.153833802|0|0|1.726213624|-0.203768024|-0.002864393|2|0.023854167|0.078066659|0.0|-0.105982525|10.96661419|-0.002471577|2|0.012380829|0.144624936|-0.047269812|-0.207206943|0.687815726|0.78742035|-0.004960317|0.656172477|0|-0.0687348109999999|-28.52000725|-32.48899638|167.2085719|54.93613103|-0.026280957|-15.35662744|1.773520599|-0.8935525440000001|47.51520531|37.24443236|0.477589721|-422.3569529|0.427628742|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|0.031789952|737.9073405|1.0|22.0|2.42|72.28|1.07|0.0|82.17|0.0|1.0|3.0|-2.83|22.0|4.0|-6.85|288.31|0.0|1.0|1.97|-3.24|0.00147|166.0|0.0|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|0.3844|239.63|-945.153352|0.0073|-0.18239|5.6654|-0.22593|-945.200628|7.7741|77.0|7.1135
18c_a25|0.0|0|0|0.0|0.0|6.842683282|0|0|1.959418462|-0.087958541|-0.002704524|2|0.043274232|0.007241543|2.069766482|-0.162271435|10.31285373|0.006360768|1|0.007488918|0.01222181|-0.064145547|-0.282103688|0.7644072209999999|0.748718056|0.0114970419999999|0.7357918440000001|1|-0.0719340379999999|-31.96445203|-47.27625541|26.54367263|34.1639413|-0.026975264|-31.07074762|0.0|-1.510614788|56.83666555|38.26446885|0.484730247|-992.8013635|0.2520795489999999|14.65844196|0.940731034|6736.25597|165.67090530000002|-652.4856999|0.014546814|1327.415719|1.0|27.0|6.29|87.72|3.08|2.0|138.65|0.0|0.0|7.0|-6.05|33.0|3.0|-5.85|449.57|1.0|0.0|4.77|-5.6|8.86e-07|0.00113|0.0|-0.0622|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|1243.76|0.3558|226.01|-1714.280779|0.0041|-0.13312|6.1775|-0.19532|-1714.342386|7.9283|88.0|7.0555
6d_a40|0.0|0|0|0.0|0.0|8.421342866|1|2|1.695192271|0.12627602|-0.015362927|0|0.039160494|-0.104206961|0.683786612|-0.722057579|10.30179973|-0.205140551|2|-0.00448098|-0.249967637|-0.0603134|-0.624951805|0.6224555620000001|0.8361555479999999|-0.289988439|0.604211552|1|-0.119563634|-73.59650182|-76.51205671|192.5638526|215.22657540000003|-0.050049893|-48.96216855|38.04267542|-2.15214542|85.47607798|84.70509846|0.428134701|-1377.2170210000002|0.13994759|12.08146906|0.7486635420000001|7436.576348|89.55631|-881.3190339|0.01400787|1601.317552|0.0|14.0|4.8|173.43|2.01|2.0|120.09|1.0|2.0|5.0|-7.21|30.0|6.0|-6.36|460.52|1.0|0.0|3.43|-5.15|6.18e-08|0.00327|0.0|-0.09462|2.9559|7.98|2.9559|-2470.82949|-2470.793925|656.5|1111.69|0.3518|419.45|-2470.62267|0.3518|-0.11938|7.8884|-214.0|-2470.684323|10.9021|1.0|8.9208
8_a10|0.0|0|0|0.0|0.0|7.535296702|1|1|2.071128354|-0.075368755|-0.00560152|2|0.035828092|-0.000315856|1.546251312|-0.296880569|10.92578782|-0.106100115|1|0.009056935|-0.000504277|-0.132343104|-0.368590322|0.6357042860000001|0.809386132|-0.167376069|0.616731847|1|-0.086233061|-32.63117642|-47.16908772|32.98071169999999|68.45976606|-0.029917593|-25.80127401|9.35593124|-1.465962037|56.7864899|41.25082928|0.431797417|-801.8744912000001|0.277350551|10.75705296|0.7599356820000001|6289.86818|151.7094758|-438.6216583|0.017582236|1109.631361|1.0|21.0|4.46|69.9|2.46|1.0|111.36|0.0|1.0|4.0|-4.52|29.0|5.0|-6.25|384.43|0.0|1.0|3.55|-4.62|3.05e-05|0.00926|0.0|-0.0623299999999999|4.6964|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|0.1596|264.0|-1257.59269|0.0916|-0.15556|1.2052|-0.21789|-1257.648047|1.5482|526.0|6279.0
10_a47|0.0|0|0|0.0|0.0|0.0|0|0|0.0|-0.003570214|-0.008013899|2|0.042276423|-0.169242585|1.329777427|-0.384667159|10.93671036|0.007193585|0|-0.0065562469999999|-0.349569106|-0.045289209|-0.45272733|0.7027461220000001|0.754096463|0.011239977|0.6913602740000001|1|-0.0936757959999999|-40.80144983|-50.08559665|103.41137940000002|84.97451737|-0.035388634|-26.77924406|0.0|-1.592488524|57.59863288|45.89037038|0.411647394|-851.455143|0.198117368|10.66897998|0.699661037|5482.319019|105.9273263|-455.247149|0.014051737|1061.820157|1.0|22.0|5.12|58.04|3.21|2.0|106.43|0.0|1.0|3.0|-5.75|27.0|4.0|-5.08|359.4|1.0|0.0|4.41|-5.5|1.77e-06|0.00114|0.0|-0.0486399999999999|5.7693|4.37|3.7236|-1188.405988|-1188.3744|579.86|997.16|231.0|214.9|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|-1188.244739|2.8795|13.0|7.9
1i_a5|0.0|1|0|2.843224727|-4.358943904|6.605297921|0|0|0.0|-0.145964178|-0.006494891|2|0.0253888889999999|0.018196138|0.0|-0.279280326|10.94550053|-0.003198529|1|-0.000700145|0.059972925|0.004923698|-0.403861432|0.525406088|0.780175595|-0.00496377|0.513260607|0|-0.084018635|-50.81756452|-46.82694838|201.1526326|62.64191946|-0.03570792|-26.09853285|0.213644964|-1.428316788|57.78921354|55.43870932|0.4697279689999999|-796.0581225|0.240540403|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|0.0196689|1048.190221|1.0|23.0|5.48|54.46|2.73|2.0|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|0.0|4.12|-4.97|1.6100000000000002e-05|0.00396|0.0|-0.05729|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|957.58|0.7585|262.44|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|-1288.264271|2.8939|24.0|7.6198
