molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA5|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|P-gp substrate|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13h_a6|0.0|1|0|3.464247528|0.0|6.842683282|0|0|0.0|-0.094781725|-0.006619944|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|10.95053423|-0.090944829|1|-0.000644109|0.105918119|-0.215607882|-0.468842137|0.836982172|0.780222427|-0.164411111|0.789769968|1|-0.091977068|-51.85624128|-64.32173453|77.20799814|92.37313621|-0.032362302|-44.98170701|0.0|-1.747564296|76.78735663|64.05338768|0.461667017|-1222.112956|0.263081412|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|0.017825256|1658.40973|1.0|27.0|5.41|103.17|1.13|2.0|128.63|0.0|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|0.0|3.61|-5.06|2.77e-06|0.0038|0.0|-0.07435|4.8701|3.83|3392.0|-1386.613707|-1386.569017|738.61|1253.92|1.0978|254.58|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|-1386.3651|10.0322|47.0|7.3279
2_a4|0.0|0|0|0.0|0.0|6.605297921|1|1|0.0|-0.072708147|-0.00708265|1|0.037777778|0.08246129|0.0|-0.269140683|10.95268469|0.076479666|0|-0.0016168089999999|0.127695325|0.228655117|-0.3881618|0.930871261|0.802438682|0.1355918559999999|0.912872667|0|-0.105102755|-49.45826819|-44.27948986|166.102249|108.4760726|-0.0379537729999999|-18.65482233|0.0|-1.366335816|48.93681624|52.12536246|0.3961813179999999|-575.6333682|0.156892292|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|0.011054731|682.7518749|1.0|12.0|2.12|45.15|1.63|0.0|79.59|0.0|2.0|2.0|-2.18|19.0|4.0|-6.69|253.3|0.0|1.0|1.24|-2.77|0.0066|434.0|0.0|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|0.1315|210.28|-819.771754|0.0008|-0.14614|1.7717|-0.16226|-819.8174190000001|3.0946|31.0|7.5086
6_a47|0.0|0|0|0.0|0.0|0.0|0|0|0.0|0.011739916|-0.008723045|2|0.042276423|-0.14404966|1.291219116|-0.392537045|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.04324355|-0.459934519|0.701994505|0.786041178|0.062425042|0.672308592|1|-0.096689626|-43.43026699|-52.41283988|101.7290544|85.6917678|-0.036834143|-28.411587800000003|0.0|-1.547034008|60.76103606|48.75381069|0.4059072379999999|-838.6054381|0.205609194|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|0.0154005|1055.658539|1.0|22.0|5.24|58.04|3.48|2.0|106.47|0.0|1.0|3.0|-6.02|27.0|4.0|-5.02|379.81|1.0|0.0|4.59|-5.79|9.53e-07|0.000619|0.0|-0.05354|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|990.85|0.2536|224.66|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|-1608.554019|4.2153|13.0|7.9
13i_a6|0.0|1|0|3.399318783|0.0|7.412764017000001|1|1|0.0|0.0359494989999999|-0.0149593219999999|1|0.042560386|0.035242754|0.0|-0.852681372|10.95129557|-0.032549318|1|-0.007703306|0.057038772|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|-0.054229558|0.830577798|0|-0.129526268|-80.75190740000001|-86.83156133|181.1128483|252.0312146|-0.046433945|-58.20996912|116.5456632|-2.460999087|100.2320567|101.6533459|0.429711323|-1649.799665|0.216402237|14.54375165|0.753497905|6306.951561999999|145.07130039999998|-1105.989413|0.019989461|2105.416507|1.0|23.0|4.16|115.15|1.18|1.0|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|0.0|2.91|-4.48|9.32e-06|14.0|0.0|-0.0481399999999999|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|0.2903|338.12|-1426.269916|19.0|-0.1464|7.8342|-0.19454|-1426.332492|10.1375|21.0|7.6778
14s_a23|0.0|0|1|0.0|0.0|7.423568444|0|0|3.336763335|0.020458621|-0.005854379|2|0.045277778|0.049317519|0.740898446|-0.298573309|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|-0.1050445769999999|0.659570836|1|-0.080500435|-35.30692476|-51.64162341|30.34480575|46.42188642|-0.034255504|-33.12848261|82.55990607|-1.610008704|62.75905983|48.11843993|0.470919749|-1032.832468|0.2251838339999999|14.26730044|0.890072438|6938.271179|144.457092|-662.5696522999999|0.017330177|1333.003252|0.0|26.0|4.0|105.02|3.51|2.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|0.0|4.01|-5.55|7.49e-07|0.00126|0.0|-0.07783|3.6828|4.1|3.6828|-2089.521231|-2089.500101|668.66|1164.32|0.3669|336.66|-2089.2914530000003|0.3669|-0.1515|4.7032|-0.22933|-2089.352478|6.4428|3.0|8.5482
16i_a32|0.0|1|1|3.352437091|0.0|7.765993078999999|0|0|0.0|0.175604846|-0.0146198339999999|0|0.0439583329999999|-0.056414399|2.078707411|-0.7748511779999999|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.211019184|-0.700853898|0.801401734|0.836966894|0.009897928|0.761506727|1|-0.114771536|-56.03343427|-75.01027196|90.08098301|129.7354415|-0.036726892|-49.02383532|32.3175507|-1.836344582|88.80827938|70.6307405|0.455596751|-1200.164351|0.281035887|12.57892808|0.836873682|6355.471589|183.6742715|-784.3813651|0.021112022|1669.296604|1.0|19.0|6.25|149.27|1.34|3.0|116.75|1.0|1.0|8.0|-7.03|29.0|5.0|-5.93|427.54|1.0|0.0|3.96|-5.09|9.25e-08|0.0035|0.0|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|1175.51|0.2857|342.72|-1995.055356|0.2857|-0.14976|3353.0|-0.2002|-1995.11813|4.0568|6.0|8.2596
12h_a36|0.0|1|0|3.468184524|0.0|7.412764017000001|2|2|0.0|-0.128701804|-0.0086750619999999|2|0.039061728|0.059920602|0.0|-0.503153567|10.96020037|-0.051080247|1|0.003077071|0.100530266|-0.239932418|-0.410826531|0.8913597320000001|0.820041835|-0.089459459|0.84179881|0|-0.10720355|-48.17643878|-70.19826261|82.11195464|118.1187282|-0.035734517|-45.96672487|1.413982241|-1.929663894|87.85958486|66.44902736|0.464544951|-1263.568727|0.3347454589999999|13.87400978|0.8675704009999999|6159.17335|219.1956304|-827.4010477|0.026971557|1899.376328|1.0|17.0|2.77|78.43|1.72|1.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|35.0|0.0|-0.05013|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|0.5756|238.44|-1347.199963|0.0056|-0.14247|6754.0|-0.1926|-1347.260478|8.7377|14.0|7.8539
12j_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.0|0.04148877|-0.006336585|2|0.043848238|-0.02473642|0.0|-0.354848778|10.31162861|-0.075816941|1|0.005965451|-0.0431311459999999|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|-0.130412856|0.7991060659999999|0|-0.094132698|-47.76354083|-60.832977500000005|88.51817261|101.9784021|-0.036204884|-39.31313154|0.0|-1.882653966|69.55167701|57.85371764|0.476658597|-1216.65955|0.1865388989999999|15.41574553|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|0.01349128|1495.657934|1.0|17.0|4.35|81.65|3.04|2.0|132.24|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|0.0|2.91|-5.15|2.21e-06|0.00291|0.0|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|0.2163|238.56|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|-1614.894278|5.1081|9.0|8058.0
EW7203_a60|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.0|0.025672274|-0.00698487|2|0.041767677|-0.092774356|0.0|-0.377182982|10.31162855|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.090115975|-0.458129101|0.80330079|0.822401103|-0.089945913|0.760234689|0|-0.096226348|-49.19385637|-62.23028092|80.48638339|73.67602619|-0.036566012|-40.24477665|0.0|-1.828300603|73.82739839|62.22940284|0.497298165|-1182.375337|0.233162923|16.53092404|0.989250745|6403.777228|150.7881632|-764.6507562999999|0.01793256|1541.885979|1.0|17.0|3.87|117.47|2.17|2.0|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|-6.35|425.51|0.0|0.0|3.09|-4.82|1.81e-06|0.0065|0.0|-0.06188|5.0166|3.64|3.5192|-1668.025575|-1667.993536|678.83|1166.44|0.2385|247.15|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|-1667.848192|2.5159|9.0|8.0334
8_a47|0.0|0|0|0.0|0.0|7.252053952000001|0|1|0.0|0.003732288|-0.007835945|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|10.93671024|-0.14203855|0|-0.007648516|-0.177626636|-0.003223628|-0.4497577479999999|0.686795267|0.7847248109999999|-0.223459904|0.659210804|1|-0.091482011|-44.09728708|-53.11155658|90.32612351|87.2263982|-0.035797309|-30.83488674|0.0|-1.646676195|60.62152862|49.14108595|0.414302597|-956.0080185|0.180297967|11.08581716|0.707366287|6219.278078|104.6752861|-555.0279614|0.012935553|1166.287236|1.0|22.0|5.67|58.04|3.9|2.0|113.97|0.0|1.0|4.0|-6.59|29.0|4.0|-4.79|405.85|1.0|0.0|5.03|-6.19|2.56e-07|0.000263|0.0|-0.05495|3.6696|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|0.2249|337.87|-1685.8518170000002|0.2249|-0.15357|3585.0|-0.2085199999999999|-1685.908004|4.6281|0.05|7.3
14l_a23|0.0|0|1|0.0|0.0|7.423568444|0|0|3.402752757|0.060717916|-0.005344736|2|0.046283951|0.042748013|0.758109562|-0.288615723|10.313217800000002|-0.061788679|2|0.01180744|0.07815878|-0.136106024|-0.448622017|0.725800261|0.778602826|-0.1010279259999999|0.6906097959999999|1|-0.078204688|-35.3275485|-51.59307331|40.34135162|51.94117061|-0.0328459689999999|-34.03690099|81.90812552|-1.642298442|61.54673359|47.64388017|0.492922575|-1083.45454|0.210373806|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|0.01508774|1372.110688|1.0|26.0|3.88|105.02|3.24|2.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|3.78|-5.25|1.43e-06|0.0023899999999999|0.0|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|0.4239|341.8|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|-1669.04569|8.2422|7.0|8.1798
47g_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|0.0|-0.005500039|-0.005817448|0|0.031179487|-0.048472184|0.0|-0.477030713|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.014370598|0.745431271|0|-0.08547236|-55.35188184|-72.53379954|111.5517627|140.5114492|-0.029212072|-61.55384106|47.07867403|-2.307753726|86.33162323|66.72693367|0.4913566339999999|-1958.412588|0.268129223|20.32265524|0.966014041|7870.887027|227.5405903|-1661.953709|0.016259076|2675.8994190000003|1.0|18.0|3.22|88.97|2.79|3.0|164.47|1.0|1.0|13.0|-6.11|40.0|4.0|-6.4|541.68|0.0|0.0|2.83|-5.52|7.76e-07|0.00163|1.0|-0.04413|3.0965|8.13|3.0965|-1743.375845|-1743.346243|905.71|1604.37|0.5955|400.4|-1742.7686640000002|0.5955|-0.12789|4966.0|-0.17202|-1742.847918|5.9864|9.0|8.0458
14d_a23|0.0|0|1|0.0|0.0|7.423568444|0|0|3.405551724|0.058368697|-0.005343003|2|0.043538647|0.03253552|0.758207139|-0.288522152|10.313217800000002|-0.054430189|2|0.01180744|0.059486662|-0.136106024|-0.4483522929999999|0.725800261|0.772008792|-0.088996384|0.6906097959999999|1|-0.078282292|-35.40917327|-51.58357156|39.26987634|51.59888942|-0.032878563|-33.99063559|83.40396369|-1.6439281280000002|61.49227899|47.66288948|0.454495683|-1083.255003|0.209653392|14.358677900000002|0.833166062|6459.554383|138.1496441|-713.8033475|0.015037275|1370.607518|1.0|26.0|3.88|105.02|3.24|2.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|3.8|-5.25|1.43e-06|0.0023899999999999|0.0|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|-1669.224874|696.21|1186.17|0.3807|336.18|-1668.983743|336.18|-0.14894|5.6156|-0.22152|-1669.045136|8.1555|4.0|8.4001
7c_a8|0.0|1|0|3.17138259|0.0|7.05012252|0|0|1.4416758790000002|-0.244222944|-0.007509694|1|0.043533333|0.0493777859999999|0.0|-0.382994379|10.94670214|-0.118915929|1|0.004301963|0.079425146|-0.077006275|-0.328286221|0.718994164|0.740795639|-0.196826366|0.6881348629999999|0|-0.089778346|-50.34151168|-56.2991566|49.43944876|94.73836511|-0.03366688|-35.30467154|75.43825735|-1.6160102369999998|76.40286308|69.53125754|0.492823119|-1013.384819|0.373097855|15.18314943|0.971698707|6013.168519|233.9661552|-635.4840877|0.032058696|1616.4960130000002|0.0|23.0|4.22|92.93|1.82|1.0|112.76|0.0|1.0|5.0|-5.0|30.0|5.0|-6.34|398.41|0.0|0.0|3.26|-4.67|1e-05|0.00851|0.0|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|1116.53|275.0|269.17|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|-1331.625743|15.7056|18.59|4.7307
17_a4|0.0|0|0|0.0|-4.533317957|7.535296702|1|1|1.690442177|-0.188642713|-0.006491052|1|0.043084795|-0.01849014|0.0|-0.25315101|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|-0.392770755|0.49887819|0.772721853|-0.12969185|0.484393047|0|-0.08932566|-45.75108579|-46.06264282|17.08736223|57.34712812|-0.042181562|-23.75316417|0.0|-1.5185362180000002|52.67753395|51.22364842|0.4440629029999999|-783.0649279|0.138303414|10.65499029|0.798764653|5322.773303|71.31904507|-403.8037909|0.012827738|908.7478594|1.0|17.0|4.59|30.71|3.66|1.0|85.09|0.0|1.0|3.0|-4.36|25.0|6.0|-5.56|345.29|1.0|0.0|4.29|-4.81|4.39e-05|0.00532|0.0|-0.04186|4.3363|4.44|4.3363|-1255.994721|-1255.968357|527.39|873.5|0.2045|285.92|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|-1255.932407|6.3221|877.0|6057.0
3o_a32|0.0|1|1|3.644417045|0.0|7.773594467000001|1|1|0.0|-0.022603806|-0.006253394|1|0.035643275|-0.064818511|2.240993002|-0.306416317|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.11221537|-0.483580522|0.90022001|0.8214857240000001|-0.154436834|0.840991936|1|-0.095457829|-42.51640563|-55.03672286|62.67187821|93.52833522|-0.031819276|-31.73171751|0.0|-1.4318674340000002|62.56936516|49.73468603|0.455089918|-825.5508427999999|0.214905181|11.73098001|0.835165165|5488.777096|123.9047338|-475.9757626|0.0130649069999999|1051.530112|1.0|19.0|6.39|122.97|1.58|1.0|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|0.0|3.74|-4.73|1.89e-06|0.00714|0.0|-0.05413|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|1049.14|0.2851|350.9|-1805.277864|0.2851|-0.14652|3.2729|-0.20065|-1805.333039|5.8476|0.24|6.6198
17c_a50|0.0|0|1|0.0|0.0|7.934155233999999|2|2|4.349159921|-0.212075666|-0.002676029|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|10.94500663|-0.120904775|2|0.012222674|0.034485992|-0.373205592|-0.2256811219999999|0.762883243|0.774994313|-0.212611846|0.728169863|1|-0.073693343|-35.70979598|-50.69922125|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|94.15397246|-1.32648017|66.7258111|50.6217864|0.49503436|-912.5859825|0.430249571|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|0.0232952879999999|1601.729346|1.0|20.0|3.59|61.0|1.91|1.0|134.28|0.0|1.0|6.0|-3.8|33.0|5.0|-6.96|440.54|0.0|1.0|3.1|-4.43|0.000158|0.0165|0.0|-0.03121|4.2397|2.74|4.0432|-1411.187392|-1411.157813|746.5|1289.05|0.1814|292.44|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|-1410.902767|8.5146|69.0|7.1612
47t_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|0.0|0.1115820769999999|-0.0128248239999999|0|0.03672956|0.018018036|0.0|-0.756664598|10.94702032|-0.04785474|0|-0.004985656|0.027313444|-0.104274108|-0.600890268|0.704602886|0.750103977|-0.074774521|0.688453085|0|-0.103295568|-79.78154029|-69.13537385|280.622476|219.5070758|-0.040580402|-46.27207168|78.43695402|-2.272502492|80.00407742|89.19655162|0.49779009|-1520.978225|0.195468477|17.48280476|0.991199259|6603.597038|130.8263901|-1017.985577|0.016238994|1890.514146|1.0|18.0|2.6|110.56|1.64|2.0|129.21|0.0|1.0|7.0|-5.58|33.0|4.0|-6.46|441.48|0.0|0.0|2.15|-4.77|2.65e-06|0.0075299999999999|0.0|-0.06822|3.1164|9.4|3.1164|-1470.873743|-1470.836067|703.76|1218.95|0.5502|397.84|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|-1470.593659|9.6938|782.0|6.1068
13e_a6|0.0|1|0|3.433539068|0.0|6.842683282|0|0|0.0|-0.089778965|-0.006882528|2|0.044021739|0.018376555|1.643912856|-0.378539035|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.841211811|0.765593573|-0.067328767|0.790249345|1|-0.093298845|-49.62570093|-62.36320497|66.59852278|92.4587065|-0.032929004|-41.68507499|0.0|-1.679379203|75.42629799|61.91072885|0.4442079679999999|-1122.537689|0.277469482|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|-750.3313497|0.019543118|1553.619759|1.0|27.0|5.01|103.17|0.92|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|0.0|3.31|-4.78|7.74e-06|0.00688|0.0|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|0.8312|207.04|-1347.014564|0.0104|-0.1327|10.1884|-0.20804|-1347.074898|13.2999|12.0|7.9208
3c_a32|0.0|1|1|3.452148526|0.0|7.765993078999999|0|0|0.0|0.025890116|-0.006923974|0|0.043817204|-0.0522536959999999|2.224112182|-0.270034997|10.31100278|-0.01180891|3|0.00124359|-0.097512832|-0.145525719|-0.5427297289999999|0.831186295|0.839409251|-0.019130435|0.774363061|1|-0.0943910459999999|-34.91603827|-48.52416391|59.72163595|57.18235134|-0.0288417079999999|-24.94510426|0.0|-1.038301506|57.94025396|42.68833949|0.423167668|-533.7658031000001|0.306047878|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|0.018316536|769.1680542|1.0|19.0|6.61|110.94|1.7|1.0|93.05|0.0|1.0|3.0|-6.18|22.0|3.0|-5.35|326.44|0.0|0.0|4.02|-4.91|6.65e-07|0.00399|0.0|-0.05487|3.5169|3.02|3.5169|-1633.443791|-1633.419633|544.22|903.81|0.5017|352.54|-1633.297494|0.5017|-0.14219|3123.0|-0.1970599999999999|-1633.348356|5.0659|9.0|8.0458
12p_a36|0.0|1|0|3.392386149|0.0|7.412764017000001|2|2|0.0|-0.0494658159999999|-0.008017607|2|0.042804233|0.114716581|0.0|-0.432950771|10.96052769|-0.0433009009999999|1|-0.000673716|0.2461794139999999|-0.217394466|-0.440709431|0.724208473|0.828371596|-0.074349074|0.698414933|0|-0.108380023|-51.98017377|-68.22905781|83.24921731|158.3666517|-0.039016808|-42.95260501|0.0|-1.950840419|80.40682298|64.698131|0.475504684|-1228.123041|0.240873847|14.3885803|0.906594718|5922.775161|151.63860559999998|-773.1468902|0.019344052|1617.811526|1.0|17.0|3.13|69.2|2.4|1.0|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|0.0|1.0|2.15|-4.16|0.000129|0.0278|0.0|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|-1332.148901|660.71|1113.05|0.3015|232.12|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|-1332.006106|6.7199|9.0|8.0458
14f_a23|0.0|0|1|0.0|0.0|7.423568444|0|0|3.366063739|-0.002304087|-0.006791105|2|0.04255787|0.056215377|0.745818086|-0.373510774|10.3132176|-0.041351617|2|0.010508236|0.101910723|-0.199540201|-0.399688849|0.756252127|0.796412133|-0.06885759|0.71381683|1|-0.084419703|-40.51498423|-57.07376861|96.47955427|71.55380685|-0.031450478|-38.58595734|96.60179161|-1.603974359|74.08536976|58.85981824|0.478733036|-1084.401604|0.334221706|15.58565565|0.918402793|6768.918745|225.9578225|-733.1331894|0.025162423|1628.77284|1.0|26.0|3.42|114.25|2.72|2.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|3.46|-5.02|2.32e-06|0.0042299999999999|0.0|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|1210.19|0.2462|213.09|-1744.182678|0.1699|-0.1458|6.3534|-0.21743|-1744.2443850000002|9.1089|2.0|8.6459
6_a4|0.0|0|0|0.0|0.0|7.535296702|1|1|2.170234316|-0.19701009|-0.001221193|2|0.035283951|0.042096749|2.186806868|-0.064723237|10.92992785|-0.208689928|1|0.01098094|0.0671397079999999|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.340860215|0.664247086|1|-0.0670158929999999|-29.18838891|-37.33240845|14.1731579|30.33467048|-0.024618083|-20.7966895|45.93422613|-1.206286076|42.27020924|33.5125766|0.423084148|-671.9833521|0.1855291969999999|9.981741408|0.733355042|5256.215815|103.3523757|-374.340411|0.008863911|825.0551765|1.0|21.0|5.1|43.6|3.09|2.0|109.7|0.0|1.0|3.0|-4.91|27.0|3.0|-5.42|354.45|0.0|1.0|4.23|-5.11|1.24e-05|0.00274|0.0|-0.04867|4.8714|4.11|4.0354|-1108.585859|-1108.563418|613.83|1057.7|0.1235|254.51|-1108.338577|0.0772|-0.16959|2.8026|-0.2182599999999999|-1108.392115|3.2192|1.3|5.8861
27c_a34|0.0|0|0|0.0|0.0|7.412764017000001|1|1|1.996958431|0.02583752|-0.014036512|1|0.041728395|-0.08157574|0.0|-0.80008116|10.95447877|-0.014364543|1|-0.004694534|-0.132026575|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0239323839999999|0.804740647|0|-0.12597014|-76.84420762|-84.73908278|176.7076265|248.17931940000005|-0.042782312|-57.00328784|119.8660257|-2.26746252|100.1948155|97.35782216|0.424716257|-1525.30349|0.261802571|15.31184469|0.738272657|6308.331369|176.1124482|-1026.059181|0.022975949|2066.254135|1.0|23.0|3.11|104.29|1.71|1.0|119.71|0.0|1.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|0.0|2.83|-4.45|1.7800000000000002e-05|0.0151|0.0|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|1203.69|0.2385|289.89|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|-1426.31053|9.6148|0.8|6.0969
6c_a31|0.0|1|0|3.423005244|0.0|7.78113851|1|1|0.0|0.047405064|-0.015192833|0|0.038901235|0.137523742|0.0|-0.790027307|10.31169965|-0.107687565|2|-0.00668344|0.2301743489999999|-0.009333123|-0.582545668|0.831901219|0.790900932|-0.172780048|0.7905201209999999|0|-0.126324613|-76.54198229|-79.97295595|163.6316745|227.1490414|-0.044739967|-50.62888027|105.7632176|-2.147518413|93.4208388|96.63311186|0.4463376229999999|-1359.540251|0.234676081|14.63492011|0.8061548709999999|6283.091868|148.5675636|-860.6909647|0.0212421629999999|1776.424619|1.0|22.0|5.58|131.36|1.58|2.0|114.5|0.0|1.0|5.0|-6.09|30.0|5.0|-6.27|418.47|0.0|0.0|3.64|-4.94|8.179999999999999e-07|0.0048|0.0|-0.0581799999999999|3.2974|5.08|3.2974|-1691.984862|-1691.948653|667.01|1125.85|0.5028|376.01|-1691.734564|0.5028|-0.13351|5.9253|-0.19169|-1691.794585|8.8847|0.34|6.4685
35_a18|0.0|0|0|0.0|0.0|7.03438793|2|2|0.0|0.068150325|-0.00622005|1|0.03531746|-0.069149293|0.0|-0.44784362|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.117857059|-0.5009599889999999|0.737701788|0.737094825|-0.017913121|0.7277482059999999|0|-0.084219749|-60.302584200000005|-62.06945887|118.7214377|146.8343246|-0.033440195|-45.74482543|74.92670772|-2.273933228|67.9315105|66.82777970000001|0.465531336|-1675.875389|0.125426193|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|0.007954001|1916.219506|1.0|18.0|4.13|85.29|3.33|3.0|151.05|0.0|1.0|8.0|-6.06|36.0|3.0|-6.0|480.6|0.0|0.0|3.07|-5.53|8.629999999999999e-07|0.0014199999999999|0.0|-0.04879|3.2146|8.09|3.2146|-1533.002975|-1532.976969|796.47|1400.62|0.4981|385.69|-1532.557542|0.4981|-132.0|2.0432|-0.18079|-1532.627182|2.7788|24.0|7.6198
