molecula|n9FaRing|Gibbs Free Energy|AATSC1s|MATS7i|ATSC1c|AATSC8d|AATSC1pe|SIC2|GATS1pe|RASA|TPSA_x|RPCS|FNSA2|WNSA4|GeomDiameter|PPSA5|CYP2D6 inhibitor|Fraction Csp3|TPSA_y|Molar refractivity|Heavy atom count|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Area (grid)|pIC50
47j_a18|0|1625.053346|-0.068902246|-0.048528478|-0.569931053|0.0033281|0.002317206|0.77844379|0.757001264|0.80651845|150.5035248|99.50526447|-2.368604851|-20.47428768|18.50538303|12.6177344|1.0|0.28|97.76|149.96|37.0|0.0|0.0|-5.14|7.32e-06|839.37|7.4559
12g_a31|0|-1578.66792|-0.1044685569999999|0.045747231|-0.7501734859999999|-0.082116813|-0.0054114869999999|0.8639814490000001|0.7983388929999999|0.58271093|256.26669530000004|548.1594997999999|-1.835775276|-14.73099143|15.28679013|15.44590447|1.0|0.32|131.36|103.26|27.0|0.0|0.0|-3.79|0.0001629999999999|664.44|6.9586
1c_a5|0|-990.516371|-0.006491037|-0.080321049|-0.085301064|-0.058823529|0.007357977|0.821309592|0.6977404359999999|0.88631419|58.16640976|0.0|-1.12554131|-7.366029352999999|11.580409800000002|7.869633359|1.0|0.05|54.46|95.45|24.0|0.0|1.0|-4.45|3.5600000000000005e-05|556.84|5.4
5a_a49|0|-1311.799168|0.007039248|-0.072902329|-0.493952547|0.076610236|0.008623164|0.855876084|0.632463498|0.800090055|116.9370825|54.35929907|-1.338267206|-9.345067946|11.91885068|15.84324998|0.0|0.22|73.14|116.62|30.0|0.0|1.0|-4.29|5.09e-05|625.06|7.3665
12g_a30|0|-1743.029147|0.024086432|-0.037395048|-0.574592016|-0.049719762|0.0026474159999999|0.886776351|0.770326886|0.783662781|146.623137|237.7754135|-2.068986201|-18.63502363|16.07139949|13.18447384|0.0|0.13|114.67|133.52|32.0|0.0|0.0|-5.01|9.71e-06|717.55|8.0334
14_a47|1|-1127.6593779999998|-0.136491228|0.017068634|-0.2306964|0.0295267039999999|-0.006335783|0.8467634620000001|0.579833096|0.681598464|160.57883|0.0|-1.223721666|-8.892848121|13.15643085|14.15018248|1.0|0.0|66.49|86.58|24.0|0.0|1.0|-4.13|7.46e-05|519.55|8.1
12e_a40|0|-2248.206714|-0.262526337|0.174870826|-0.556620974|-0.192362496|-0.014780739|0.858770467|0.8096582170000001|0.7798787840000001|119.4966772|0.0|-1.596791495|-14.26008524|15.75963228|11.46456937|0.0|0.0|98.89|95.8|24.0|0.0|0.0|-5.64|2.27e-06|552.91|5.9318
20_a4|0|-934.150871|-0.00123671|-0.061689675|-0.124135414|-0.059498265|0.012025268|0.8404413829999999|0.665774148|0.918147288|39.3981702|68.49419443|-1.010636274|-6.32818424|9.58599918|11.71277006|1.0|0.11|39.94|86.62|22.0|0.0|1.0|-3.87|0.000134|517.72|6.1898
12b_a40|0|-3016.980996|-0.011794908|0.1744506639999999|-0.158107422|-0.1537981269999999|0.004452418|0.7818091140000001|0.522580798|0.955647156|25.26281742|48.17000329|-1.048903063|-10.97726831|16.09989085|5.872257692000001|0.0|0.0|58.43|101.78|24.0|1.0|0.0|-7.11|7.82e-08|576.38|7.3979
17_a20|0|-1291.752049|0.00038506|0.065447136|-0.28924577|-0.072863159|0.000922796|0.812578598|0.71987165|0.912053544|57.67438055|10.50834496|-1.5466805119999998|-13.57480888|15.05121151|11.012753300000002|1.0|0.08|91.14|119.48|31.0|0.0|0.0|-5.08|8.35e-06|673.68|5.6478
12w_a30|0|-2494.807027|-0.0316452179999999|-0.0999572419999999|-0.372029919|-0.04950715|0.001805829|0.889479916|0.711738503|0.8522163970000001|101.3366249|0.0|-1.824621925|-17.50883211|14.70077638|9.923109661|0.0|0.14|81.65|137.3|31.0|0.0|0.0|-6.04|9.14e-07|716.83|7821.0
14a_a5|0|-1390.352729|-0.005002101|-0.132625457|-0.316624785|0.024793388|0.003668464|0.847379958|0.71006207|0.7909255559999999|141.38542919999998|55.04914434|-1.494946644|-12.42997952|15.89694877|16.50789498|1.0|0.2|92.79|123.0|32.0|0.0|0.0|-4.22|6.02e-05|692.8|6.9508
16_a3|0|-1371.297964|-0.186717242|0.027762972|-0.371147877|-0.018884246|-0.008409607|0.838125715|0.640070307|0.6974791290000001|149.4199775|82.16042286|-1.401937796|-10.05903863|11.22152755|7.107249553|1.0|0.0|92.93|90.44|23.0|0.0|0.0|-4.49|3.2200000000000003e-05|520.28|7.3768
11b_a31|0|-1519.967224|-0.172248605|-0.078907688|-0.838727032|-0.046362952|-0.010716217|0.889561759|0.7943850720000001|0.545458754|253.1028809|87.78853803|-1.784511651|-13.83270059|12.96936635|17.50115151|0.0|0.24|125.57|92.51|25.0|0.0|0.0|-3.75|0.000178|589.56|6.2757
6a_a31|0|-1613.198178|-0.181987023|0.08881108|-0.779425376|-0.026103465|-0.010591881|0.848080284|0.803505125|0.57216168|251.216265|98.49408082|-1.896464366|-15.56795422|14.408653400000002|18.29245122|1.0|0.05|131.36|104.73|28.0|0.0|0.0|-4.34|4.55e-05|607.79|5.9586
11_a47|0|-1395.980918|-0.156077888|-0.0586047379999999|-0.427212659|0.046339015|-0.00580273|0.770028429|0.686454722|0.796863393|124.4421556|1.882633323|-1.833244617|-13.48990542|11.22841564|7.881596968999999|1.0|0.04|70.93|124.7|32.0|1.0|0.0|-6.03|9.32e-07|654.49|7.4
12aj_a36|0|-1272.060325|-0.045035034|0.064171987|-0.402433117|-0.042227364|0.003962098|0.8632656809999999|0.856274847|0.8269863129999999|110.89910559999998|0.0|-1.953134451|-15.14089115|15.35536375|10.69455126|0.0|0.17|69.2|128.72|30.0|0.0|1.0|-4.3|5.05e-05|682.84|7.7696
14y_a23|1|-2548.953933|-0.022719307|0.041892637|-0.2996475999999999|-0.031435038|0.007229683|0.8668730109999999|0.64069202|0.925252932|51.68445972|82.29531392|-1.612264842|-16.40099384|16.00209862|11.42772654|0.0|0.05|105.02|130.3|32.0|0.0|0.0|-6.13|7.37e-07|713.1|8.4225
12v_a30|0|-2494.802821|-0.029548782|-0.099831334|-0.369659818|-0.04950715|0.001805829|0.889479916|0.711738503|0.8501212029999999|101.4008026|0.0|-1.845664126|-17.2408622|15.56114504|10.01399667|0.0|0.14|81.65|137.3|31.0|0.0|0.0|-6.04|9.14e-07|715.58|7.6596
19f_a38|0|-1332.004601|-0.084341564|-0.008118156|-0.4228801179999999|-0.054832432|-0.000673716|0.8741648479999999|0.698414933|0.750875987|159.14822980000002|12.14075726|-1.892229356|-15.44458393|11.28936331|13.24517938|1.0|0.14|81.23|125.69|30.0|0.0|0.0|-4.17|6.77e-05|653.22|7.1397
16_a31|0|-1308.161433|-0.186617888|-0.050076586|-0.726543099|0.06214876|-0.0125582419999999|0.8948140790000001|0.8944757390000001|0.546450126|213.694252|467.7901274|-1.653466811|-11.12287666|9.649327262|13.04390063|1.0|0.14|114.29|80.57|21.0|0.0|0.0|-3.6|0.000254|503.18|7.0458
GW6604_a52|0||-0.005328809|-0.0778992459999999|-0.085995143|-0.028376521|0.0070554269999999|0.7550228990000001|0.689009112|0.87346455|62.55188751|0.2386028039999999|-1.081038779|-7.13996301|11.6571716|8.744745933999999|1.0|0.0|54.46|90.49|23.0|0.0|1.0|-4.16|6.929999999999999e-05||6.9706
9_a47|0|-1148.949486|-0.1789147139999999|-0.043270202|-0.382556052|0.045804989|-0.007880155|0.853035126|0.689770023|0.805149969|101.9336202|0.0|-1.550867715|-10.10553715|10.93281031|8.262317504|1.0|0.05|58.04|101.46|26.0|0.0|0.0|-5.2|6.3e-06|566.1|7.6
3c_a12|0|-1327.4004710000002|-0.058516436|-0.14679559|-0.379362977|-0.056537396|-0.001825446|0.888353608|0.859899236|0.843855494|79.00277721|0.0|-1.291260406|-8.698843907999999|10.88288188|10.90754815|1.0|0.12|78.41|98.16|23.0|0.0|0.0|-4.0|9.940000000000002e-05|544.65|7699.0
2_a49|0|-1045.8595810000002|-0.03981057|-0.100166139|-0.189189114|0.005918367|0.004580676|0.851413454|0.7701578720000001|0.81348014|95.04720801|0.0|-1.187641272|-7.34284831|10.38394173|8.91679918|1.0|0.15|69.62|99.52|25.0|0.0|1.0|-3.89|0.000129|553.52|7.2291
19c_a38|0|-1424.247603|-0.04575843|0.02192428|-0.449745181|-0.0431896509999999|-0.002443797|0.908721232|0.6885713729999999|0.7591916240000001|151.612258|4.848162625|-1.949429829|-15.15175311|13.36189552|14.55670345|0.0|0.13|105.02|130.41|32.0|0.0|0.0|-4.12|7.55e-05|652.09|8.0348
3q_a32|1|-1919.883144|-0.04718311|0.02785755|-0.419780649|-0.098400506|0.002487149|0.901790225|0.716172604|0.84993799|92.62226328|53.27315741|-1.371465184|-10.6629646|11.93494358|13.90366881|0.0|0.3|131.25|115.37|28.0|0.0|0.0|-4.62|2.4100000000000003e-05|666.16|7.5528
47p_a18|0|-1493.407248|-0.04760181|0.025217016|-0.3775970529999999|-0.049428094|0.003537135|0.7611910209999999|0.710266593|0.832954548|123.6411353|48.48855261|-2.0645242|-16.88114242|19.41290064|8.070036862|1.0|0.28|76.5|144.53|35.0|0.0|1.0|-5.27|5.34e-06|795.43|7.1938
37_a18|0|-1532.622404|-0.018808538|-0.018268775|-0.385273662|-0.011713125|0.003512954|0.761336899|0.699483099|0.831783747|123.0060763|60.1335413|-1.946306811|-15.30451633|18.49074823|10.41657856|1.0|0.3|76.5|151.14|36.0|0.0|1.0|-5.47|3.35e-06|794.5|7.4559
19_a34|0|-1046.509891|-0.169170251|-0.189862762|-0.5357267960000001|-0.014196676|-0.0042364759999999|0.8582665429999999|0.818710955|0.6399024520000001|179.6256831|470.4453529|-1.506964829|-9.86770272|10.31797048|14.74262256|1.0|0.18|69.4|83.95|23.0|0.0|1.0|-3.15|0.000704|538.96|6.0044
17b_a6|0|-1349.892156|-0.0265090529999999|0.139594234|-0.6869226490000001|-0.0791229359999999|-0.00194781|0.8370824240000001|0.8013954109999999|0.753949098|161.4509401|557.7093661|-2.074717455|-17.86570631|16.46390151|13.06809384|1.0|0.12|95.85|116.79|31.0|0.0|0.0|-5.17|6.69e-06|690.98|6.8153
11_a33|1|-1669.251123|-0.039406316|0.055664124|-0.32219686|-0.008908194|-0.00103193|0.921896958|0.781083337|0.857287241|69.3240686|0.0|-1.048814353|-7.278840251|9.837729137|17.16740584|1.0|0.13|120.17|89.77|22.0|0.0|0.0|-4.38|4.13e-05|506.55|8.3188
12as_a36|0|-1385.384524|-0.073735973|0.096454203|-0.452697599|-0.025398105|0.0018565629999999|0.869455765|0.770400825|0.77043791|154.6869148|0.0|-2.080363362|-17.17446921|16.08155469|11.75468972|0.0|0.17|86.27|133.95|32.0|0.0|0.0|-3.95|0.000112|712.04|7.2291
18d_a25|0|-1806.582751|0.024310576|-0.031867489|-0.180590503|0.016982601|0.0062422|0.838260077|0.696372329|0.937813705|46.80695276|0.389087507|-1.602893201|-15.93166285|18.11893325|10.70318668|1.0|0.11|111.51|143.37|35.0|1.0|0.0|-5.54|2.86e-06|792.79|6.6345
13p_a6|0|-1462.804694|-0.1144898999999999|0.072850973|-0.634109842|-0.072853186|-0.005708558|0.837659336|0.8244206940000001|0.7265205579999999|194.0233618|107.5669533|-2.14743793|-18.9628865|14.91957306|12.99897644|1.0|0.12|122.47|132.01|34.0|0.0|0.0|-4.55|2.79e-05|752.82|7.0362
11b_a5|0|-1564.621301|0.008093965|-0.067519041|-0.1833048739999999|-0.0536971829999999|0.005685558|0.8645824520000001|0.682032125|0.8737310509999999|75.80248447|1.880682804|-1.290636432|-10.5712171|16.43091298|13.73773299|1.0|0.1|63.69|106.58|27.0|0.0|1.0|-4.69|2.04e-05|635.55|7.7212
17b_a25|0|-1483.630939|-0.002108117|-0.026412432|-0.266456625|0.016982601|0.005244553|0.838260077|0.636746066|0.882170399|89.34443096|87.61586206|-1.6672437880000002|-16.81707305|18.52147096|13.32894629|1.0|0.11|96.49|135.78|35.0|0.0|0.0|-5.07|8.59e-06|781.08|6.9957
10_a32|1|-1916.519894|-0.087497559|-0.020186906|-0.771023817|-0.047619048|-0.00369116|0.915639476|0.764217655|0.7622839570000001|146.8439966|52.24660367|-1.7133436169999998|-14.85891856|12.86809583|15.50900878|0.0|0.22|149.27|107.14|27.0|1.0|0.0|-4.41|3.89e-05|654.7|8.1427
17f_a50|1|-1219.02507|0.022892513|-0.167275895|-0.125733326|-0.132773563|0.0129274519999999|0.8314734309999999|0.7241275009999999|0.911458734|54.44410182|82.90209608|-1.422331714|-10.14694362|13.65716648|9.947921993|1.0|0.26|51.77|116.81|29.0|0.0|1.0|-4.12|7.57e-05|653.63|6.4001
7a_a8|0|-1291.156661|-0.0407248439999999|-0.017706371|-0.482688615|-0.019054799|0.002028046|0.831914523|0.681200974|0.718410375|165.38046830000002|71.85980901|-1.833849114|-14.71059634|14.73814865|15.62189947|0.0|0.05|92.93|105.83|29.0|0.0|0.0|-4.64|2.29e-05|605.72|4.6068
12b_a5|0|-1276.9984029999998|0.023224044|-0.021265946|-0.1214831359999999|-0.016614746|0.00751901|0.819417554|0.8121510009999999|0.827613693|108.7155967|0.0|-1.165974822|-8.135654442|16.16438947|16.27715102|1.0|0.33|50.28|123.46|30.0|0.0|1.0|-3.45|0.000359|669.05|7.3768
22_a47|1|-1374.914437|-0.150248628|-0.029311184|-0.507802654|0.002716049|-0.004332497|0.890264057|0.591185263|0.698649132|177.81209280000002|54.21581266|-1.42848671|-11.05201291|12.91589555|18.60690504|1.0|0.1|84.73|104.64|29.0|0.0|0.0|-4.38|4.16e-05|605.12|9.0
12o_a30|0|-2035.199757|-0.028326022|-0.089996613|-0.364378536|-0.087019298|0.003603419|0.870930234|0.7463962120000001|0.844344883|100.1600333|0.0|-1.852599578|-15.65480256|13.95467208|9.131836103|0.0|0.14|81.65|132.29|30.0|0.0|0.0|-5.44|3.61e-06|687.92|7.8097
19_a47|1|-1335.634976|-0.227538423|0.027033021|-0.4380552029999999|0.0604168609999999|-0.010153352|0.8873627890000001|0.614975047|0.639642891|199.6541807|66.13355777|-1.566899206|-11.45202794|13.17443625|18.25682461|1.0|0.05|98.72|99.2|28.0|0.0|0.0|-3.66|0.000217|571.23|7.3
12t_a36|0|-1311.349439|-0.034194893|0.035510516|-0.404180985|-0.0288761339999999|0.0045625|0.878510663|0.857993338|0.8337556420000001|110.727965|0.417511887|-2.012310282|-15.94144641|15.36435856|10.30792105|0.0|0.21|69.2|133.52|31.0|0.0|1.0|-4.57|2.6600000000000003e-05|713.6|8.0969
25c_a34|0|-1426.48597|-0.047513652|-0.16034464|-0.834326082|-0.041629027|0.001433865|0.844690266|0.760055383|0.683231623|211.2752099|93.28638171|-1.7008949569999998|-14.01190479|13.26192888|25.03674677|1.0|0.32|90.74|116.0|31.0|0.0|0.0|-3.28|0.000523|704.43|5.7496
12h_a36|0|-1347.260478|-0.041228471|0.059920602|-0.503153567|-0.051080247|0.003077071|0.87043328|0.84179881|0.819614525|118.1187282|1.413982241|-1.929663894|-15.32224162|13.87400978|17.66132225|0.0|0.17|78.43|130.24|31.0|0.0|0.0|-4.07|8.499999999999999e-05|697.29|7.8539
1_a15|0|-1509.851127|-0.043374667|0.06459652|-0.541427319|-0.000905902|0.003816011|0.74357498|0.795437721|0.875723465|80.34898605|63.14412039|-1.899685524|-13.01770443|11.7078005|18.15414234|1.0|0.19|74.73|132.94|34.0|1.0|0.0|-5.97|1.08e-06|697.35|7.3565
12r_a30|0|-1774.070699|-0.093024002|-0.093079817|-0.400352091|-0.0646674999999999|-0.001131023|0.889479916|0.591758164|0.72072745|180.5098625|0.0|-1.979828309|-16.88017015|13.94386247|10.96881384|0.0|0.14|81.65|127.19|31.0|0.0|0.0|-5.17|6.71e-06|679.64|7.5317
12af_a36|0|-1440.740243|-0.081537769|0.091263447|-0.6038322939999999|0.00146554|-0.000472698|0.8631180940000001|0.817582774|0.755275519|169.9519197|127.6527374|-2.003750775|-16.95376516|15.59375751|18.01667275|0.0|0.17|98.3|138.06|33.0|0.0|0.0|-3.64|0.000227|737.4|7.8239
4S4l_a46|0|-1092.543641|-0.075241716|-0.067419714|-0.255755434|-0.161358058|0.006162668|0.762625193|0.7936534740000001|0.894782107|57.30330315|0.0|-1.523935543|-8.862913904|10.68377935|3.496670823|1.0|0.36|50.94|105.77|26.0|0.0|1.0|-5.11|7.78e-06|583.76|6.5834
14p_a23|1|-1721.994023|0.006191846|0.041987653|-0.310730878|-0.053921569|0.009266617|0.8683808959999999|0.669357479|0.923455749|51.64167457|84.65359899|-1.615689464|-15.32117727|16.84664803|12.86362369|0.0|0.04|128.81|125.0|32.0|0.0|0.0|-4.9|1.27e-05|699.61|8.5302
13a_a5|0|-1312.968936|-0.033436214|-0.007871499|-0.328417593|-0.025324157|0.003196482|0.857293078|0.720100768|0.7667501609999999|150.1663914|39.93934134|-1.426736914|-11.59515363|15.89940424|18.10134317|1.0|0.13|92.79|114.18|30.0|0.0|0.0|-3.74|0.000184|688.18|7041.0
11a_a31|0|-1441.37897|-0.259732443|-0.087576474|-0.8792402579999999|-0.019865299|-0.017433557|0.910334509|0.819138461|0.486754956|259.0291941|71.03772901|-1.932331673|-14.47606937|10.5643234|15.96146849|0.0|0.13|125.57|83.12|23.0|0.0|0.0|-3.79|0.000161|529.63|6.7212
9o_a24|0|-1387.945865|-0.044044637|-0.087807028|-0.387865233|-0.000236595|0.002019902|0.846075714|0.7086274779999999|0.770273808|133.0106596|44.8382925|-1.678495905|-11.03321234|11.83284872|15.09096602|0.0|0.04|92.79|120.73|32.0|0.0|0.0|-4.4|3.9500000000000005e-05|611.03|6.3507
6_a27|0|-1043.728133|-0.072298665|-0.237047381|-0.330715016|0.081320966|0.0058042269999999|0.849515128|0.650575651|0.785047616|106.4156743|61.10118428|-1.35037664|-8.486272674|9.500048379|8.095338503999999|0.0|0.11|76.46|92.65|24.0|0.0|1.0|-3.82|0.000153|526.9|9.0
17b_a50|1|-1336.899093|0.013050204|0.035558152|-0.144000296|-0.15040528|0.012686493|0.799772151|0.748900413|0.931849183|47.42733742|86.9549829|-1.662228695|-12.98417734|16.11918162|7.077456382|1.0|0.35|51.77|131.39|32.0|0.0|1.0|-4.91|1.22e-05|752.09|6.9136
23_a10|0|-1469.902562|0.012558932|-0.031558374|-0.17741132|-0.0253481679999999|0.010662507|0.800727358|0.706648116|0.915208645|60.05816353|53.00900704|-1.6651048819999998|-13.47382337|17.02048484|9.487107794|1.0|0.21|56.07|139.11|35.0|0.0|0.0|-5.7|2e-06|768.3|6.1249
12ar_a36|0|-1364.2977050000002|0.000258844|0.083451772|-0.40866901|-0.036002609|0.002112069|0.89459881|0.8196353679999999|0.8365428659999999|110.9204982|0.0|-1.875916952|-15.99689556|16.68371115|15.17578458|0.0|0.17|92.99|133.27|32.0|0.0|0.0|-3.91|0.000122|717.19|7.6021
34_a47|1|-1162.33788|-0.064842466|-0.094313757|-0.191253079|0.078153957|0.0047106|0.89234354|0.609110565|0.8260556609999999|96.32577107|0.0|-1.261976347|-9.000096143|12.96364153|12.74960652|1.0|0.16|68.52|99.09|26.0|0.0|1.0|-3.9|0.000125|585.79|8.7
7l_a46|0|-915.493986|0.017668261|-0.203375108|-0.038903382|0.050638298|0.0125870169999999|0.825629852|0.6539666829999999|0.907148114|44.79605077|51.39110437|-0.880544835|-5.1237682730000005|9.825660656|7.878766604|1.0|0.28|43.6|86.96|22.0|0.0|1.0|-3.72|0.0001889999999999|517.29|5.7122
16_a15|0|-1770.281427|-0.463771194|-0.003882928|-0.4898555739999999|-0.011969556|-0.00379317|0.77948108|0.72660548|0.723597405|188.9479321|17.68542055|-2.131515106|-18.44568161|11.720499900000002|6.687758643|1.0|0.08|115.58|124.45|32.0|1.0|0.0|-5.21|6.14e-06|716.79|7.6778
A7701_a51|0||-0.0162614089999999|0.070581466|-0.0927335619999999|-0.0299823629999999|0.00740235|0.8092075540000001|0.688876851|0.865114773|62.31656919|0.0|-1.09384371|-6.485314917999999|8.863149921|5.776909381|1.0|0.06|54.46|87.52|22.0|0.0|1.0|-4.17|6.790000000000001e-05||7.6021
12b_a50|1|-1006.550688|-0.0016330379999999|-0.08032584|-0.125985651|-0.115659308|0.011790103|0.8718949979999999|0.660148928|0.925916085|37.24447201|86.49656508|-0.926182858|-6.002164865|10.05480253|13.86849326|1.0|0.11|48.53|94.69|24.0|0.0|1.0|-3.84|0.000144|539.15|5.3242
11_a27|0|-1122.242519|-0.003527607|-0.080272515|-0.344117757|-0.027287578|0.005111147|0.8629676709999999|0.7146215429999999|0.7645505|124.5410133|72.60399149|-1.611956546|-9.595877966|9.562117063|6.714661907000001|0.0|0.35|61.88|106.33|26.0|0.0|1.0|-4.02|9.45e-05|571.4|8301.0
6d_a40|0|-2470.684323|-0.091548968|-0.104206961|-0.722057579|-0.205140551|-0.00448098|0.8988141140000001|0.604211552|0.663670372|215.22657540000003|38.04267542|-2.15214542|-20.49579149|12.08146906|8.964021265|0.0|0.21|173.43|120.09|30.0|1.0|0.0|-5.15|7.1e-06|656.5|8.9208
12ac_a36|0|-1385.382927|-0.073735973|0.03586247|-0.450737917|-0.0121300989999999|0.0018565629999999|0.863165958|0.770400825|0.779673368|152.9742102|20.70356046|-1.98344149|-17.38437788|14.63702516|14.03055543|0.0|0.17|86.27|133.95|32.0|0.0|0.0|-3.95|0.000112|711.77|7.8861
26_a47|1|-1695.993821|-0.200192886|-0.110530752|-0.544056455|0.0081426509999999|-0.008325552|0.910081385|0.651797437|0.7104381999999999|168.2587945|60.07342336|-1.626876095|-13.07911017|13.22794532|14.3059247|1.0|0.05|98.72|104.8|28.0|0.0|0.0|-4.56|2.77e-05|592.84|7.9
19a_a22|0|-1536.823574|-0.144269652|-0.020553065|-0.548716971|0.016501913|-0.001355145|0.834033833|0.699744887|0.744354735|190.7541925|106.645364|-1.967744721|-19.56380872|15.30120355|19.31738094|1.0|0.08|128.68|132.15|35.0|0.0|0.0|-4.11|7.69e-05|740.07|7.3188
9a_a40|0|-1217.873686|-0.020455825|0.168990628|-0.136162501|-0.1720337089999999|0.011966382|0.749764251|0.61091688|0.937600185|30.17155594|51.49564873|-1.093314022|-7.51786994|13.33684703|4.213574358|0.0|0.06|58.43|86.7|21.0|0.0|1.0|-5.08|8.33e-06|515.96|6.6696
12c_a5|0|-1316.305277|0.020594766|-0.086795626|-0.16115723|0.0072946769999999|0.00586291|0.8446264459999999|0.782051277|0.841092921|104.5338363|13.26856229|-1.25559373|-9.702606135|13.53008071|15.92875034|1.0|0.24|75.72|121.26|31.0|0.0|0.0|-4.33|4.64e-05|694.24|7.3279
7f_a8|0|-1285.071664|-0.073219554|0.034392285|-0.234880498|0.0260356679999999|0.00084936|0.7677336090000001|0.507325475|0.770229267|130.7330978|55.49953831|-1.670259798|-13.18808857|14.04331892|5.839092213|0.0|0.0|61.58|101.89|28.0|0.0|0.0|-5.5|3.16e-06|584.99|4.4479
12bc_a36|0|-2151.971485|-0.042515909|0.068351685|-0.413738077|-0.027636036|-0.00097037|0.892249657|0.771220556|0.834305498|111.3483497|0.0|-1.927943855|-17.41308622|15.54183457|11.99358509|0.0|0.14|69.2|133.77|31.0|0.0|1.0|-5.18|6.55e-06|705.12|8.0969
3_a27|0|-1081.794829|-0.096132106|-0.172132163|-0.27868256|0.024154412|0.00955169|0.8759548629999999|0.610158103|0.862115922|71.40072181|57.97805043|-1.292309364|-8.663302268999999|11.64968556|9.707911187|0.0|0.05|65.6|97.71|25.0|0.0|1.0|-3.99|0.000103|547.92|8.3979
13_a47|1|-1067.71601|-0.0777650159999999|-0.047120094|-0.20197533|0.038682232|-0.000211465|0.8582665429999999|0.626280497|0.781675563|112.453046|0.0|-1.23380515|-8.613918003|13.33103985|11.99338291|1.0|0.06|66.49|91.59|24.0|0.0|1.0|-4.27|5.41e-05|542.62|7.8
14m_a23|1|-1966.785519|-0.272389934|0.028217372|-0.482182526|-0.050626415|0.001951778|0.8581143859999999|0.5415996160000001|0.9258118|51.59888942|0.0|-1.964289314|-19.00406438|16.42895711|12.51739962|0.0|0.09|105.02|125.29|34.0|1.0|0.0|-5.79|1.61e-06|707.56|8.5171
1n_a5|0|-1179.073189|-0.0533837329999999|0.002508727|-0.3365350029999999|-0.047910067|0.004754079|0.8402078140000001|0.656280207|0.785210014|123.2912732|55.29041202|-1.311215832|-10.04713747|15.27080096|16.53002342|1.0|0.05|80.76|101.77|27.0|0.0|0.0|-4.18|6.56e-05|607.15|7.5686
2_a33|1|-1919.890628|-0.064926835|-0.049900189|-0.476784502|-0.05997501|-0.000810928|0.8799816220000001|0.753434785|0.8195154109999999|110.28338390000002|44.34034244|-1.56070672|-11.89228027|11.60906093|11.8727102|0.0|0.3|140.04|115.28|28.0|1.0|0.0|-4.78|1.6800000000000002e-05|655.74|8.2596
12be_a36|0|-1461.747501|-0.0419484829999999|0.118420241|-0.580823835|0.00430921|0.002872872|0.858971809|0.8350231859999999|0.798015877|140.1361326|0.0|-1.852365352|-15.37320593|16.14074295|24.02799032|0.0|0.21|87.66|136.74|33.0|0.0|0.0|-4.15|7.13e-05|739.48|7.3565
10_a15|0|-1280.862627|-0.0435725659999999|-0.0869138469999999|-0.384887119|0.010152859|0.0034254209999999|0.7585998270000001|0.7933685340000001|0.933136945|38.90530741|0.0|-1.928396745|-12.31872585|10.08767698|6.751174337|1.0|0.12|56.27|119.95|30.0|1.0|0.0|-5.83|1.47e-06|631.2|8.1549
8m_a46|0|-1013.962913|-0.085284636|-0.134230003|-0.248590088|-0.064176245|0.005865049|0.8142050040000001|0.77612204|0.876210355|65.63194084|0.0|-1.448483903|-9.04821721|9.899611044|3.546889545|1.0|0.3|50.94|96.16|24.0|0.0|1.0|-4.56|2.78e-05|570.72|6.6402
47a_a18|0|-2098.359766|-0.18843247|0.043161338|-0.464122017|0.052572636|-0.000633273|0.7991211029999999|0.792293789|0.778790861|181.3725215|110.0917322|-2.681370849|-24.3591435|19.74153879|12.16421601|1.0|0.28|123.06|158.24|39.0|0.0|0.0|-5.58|2.62e-06|874.47|9.0
12b_a36 (EW-7197)|0|-1332.005651|-0.082283951|0.027495626|-0.439429998|-0.056994595|-0.000673716|0.8741648479999999|0.698414933|0.7635183720000001|147.9542111|5.958751634|-1.956014468|-15.31305729|12.52485821|12.96977113||||||||||659.48|8.1549
13_a1|0|-1238.22919|-0.144782061|0.1129747169999999|-0.597786194|-0.084271845|-0.005924486|0.825117597|0.833702788|0.6794604670000001|186.4137189|528.3795274|-1.813613202|-13.63090514|14.33466671|15.51600461|1.0|0.09|80.26|104.88|28.0|0.0|0.0|-4.34|4.58e-05|613.52|6585.0
12_a1|0|-1215.975876|-0.02164054|0.076867966|-0.516204114|-0.051772288|-0.001416381|0.817998205|0.7534284040000001|0.765121385|136.3310784|477.1158679|-1.675584287|-13.44063462|14.34104294|14.21231622|1.0|0.05|83.82|103.47|28.0|0.0|0.0|-4.75|1.77e-05|607.42|5.5302
4b_a49|0|-1332.8586269999998|-0.077626337|-0.064060521|-0.402986655|0.02907541|0.002557204|0.852400617|0.6967593559999999|0.7581492670000001|148.84640819999998|64.87087098|-1.534835437|-11.62716177|14.53457293|15.73185141|1.0|0.22|90.13|112.36|30.0|0.0|0.0|-3.88|0.000132|664.86|7.1024
7c_a8|0|-1331.625743|-0.025233184|0.0493777859999999|-0.382994379|-0.118915929|0.004301963|0.795846675|0.6881348629999999|0.848923958|94.73836511|75.43825735|-1.6160102369999998|-13.23925183|15.18314943|20.10370648|1.0|0.09|92.93|112.76|30.0|0.0|0.0|-4.67|2.14e-05|662.05|4.7307
