molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
6b_a31|0.0|1|0|0|0.0|0|1|0.610136262|0.0|0.052690797|-0.016070861|-0.178758575|0.11647286|-0.787472195|-0.011483229|-0.032090772|10.31169819|2|0.1978523089999999|-0.57983695|0|0.838789705|-0.068433069|0.841537966|0.795570315|0|0.627853074|-0.12081047|0.146652651|-78.37648097|0.372146926|227.0509355|-0.045675611|-47.81835367|101.4993391|2776.92804|-1254.023695|-17.0020813|0.254079586|7.513612533|14.46878435|0.925676135|6099.567787|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|3.55|2.73|22.0|-7.33|5.19|4.0|131.36|1.0|109.69|4.0|29.0|5.0|0.0|0.0|-4.66|2.18e-05|0.00883|0.0|4.67e-08|1.89e-05|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|5.9085|-0.1918|7.2676|7.2676
9_a15|0.0|0|0|0|0.0|0|0|1.419941378|0.0|-0.217598467|-0.009923019|-0.042227775|0.096418279|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0|0.140072812|-0.344978312|1|0.85357243|0.088615068|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|0.416635119|-65.07462414|0.153843684|85.79894134|-0.028575549|-36.29225274|54.69975317|2392.3164920000004|-780.8954896|-8.88789863|0.48742253|5.485176331|10.00547485|0.8240935659999999|5375.400861|31.09118831|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|3.16|3.37|18.0|-7.57|3.9|4.95|61.84|2.0|104.74|7.0|27.0|5.0|0.0|1.0|-4.81|1.53e-05|0.00562|0.0|2.69e-08|9.86e-06|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|0.2693|285.37|507.33|0.6512399999999999|0.70552|-1223.463757|1.4625|-0.1824|6.9706|6.9706
28_a34|0.0|0|0|0|0.0|1|1|1.454781307|1.767685185|0.000561166|-0.016942875|-0.206909349|-0.201047053|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|1|-0.33032879|-0.5437894289999999|1|0.8318609690000001|0.092890802|0.8582665429999999|0.7829667309999999|0|0.545935562|-0.1306693569999999|0.316156689|-72.11491331|0.4540644379999999|232.4555747|-0.048190604|-36.91879876|88.32197602|2252.098123|-937.4938731|-12.63011537|0.270129894|5.613534285|10.28760365|0.832642882|4803.256974|33.80175623|0.0271102189999999|-235.3612529|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|3.02|2.55|17.0|-4.78|1.99|2.07|92.26|0.0|85.92|3.0|24.0|5.0|0.0|0.0|-3.25|0.000565|182.0|0.0|1.66e-05|0.00535|4.11|4.2857|-1100.797628|-1100.760824|544.24|896.02|0.2043|289.3|417.28|0.69263|0.69263|-1100.6525880000002|6.4596|-0.21698|5.4179|5.4179
6_a1|0.0|0|0|0|0.0|1|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|0.021203156|-0.114683042|-0.230035376|0.005054086|-0.00983397|10.95180041|1|-0.180874123|-0.353456514|1|0.781885145|0.13761072|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|0.212044989|-37.41011914|0.121740384|58.82435931|-0.0238222729999999|-18.076387|95.13138767|1956.144556|-448.9214297|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|19.95772445|0.025250885|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|0.0|1.0|2.94|2.54|17.0|-6.02|3.61|3.57|39.94|0.0|86.31|3.0|22.0|3.0|0.0|1.0|-3.68|0.00021|0.0613|0.0|9.51e-07|0.000277|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|0.3399|305.12|405.23|0.69818|0.69818|-935.330989|5.8386|-0.1899799999999999|5.2924|5.2924
18c_a22|0.0|0|0|0|0.0|1|0|1.194229067|1.804590026|-0.191807441|-0.003749104|0.013131848|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|1|-0.081550274|-0.305378181|2|0.7290394929999999|-0.032031791|0.8287956870000001|0.6922232890000001|1|0.931073539|-0.057956428|0.5003904610000001|-52.84635017|0.068926461|47.68404831|-0.028825841|-36.55965924|15.22791009|3090.601885|-1056.927003|-13.79609783|0.317309976|7.332936064|14.04085897|0.914766316|7101.057047|29.21094233|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|3.56|3.3|27.0|-9.46|5.36|4.98|124.4|1.0|136.36|6.0|34.0|5.0|0.0|0.0|-5.1|7.98e-06|0.0036799999999999|0.0|3.4299999999999995e-10|1.58e-07|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|1.2938|-0.22365|7585.0|7585.0
15a_a50|0.0|0|1|1|0.0|2|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|-0.06317118|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|2|-0.072976638|-0.325638639|1|0.797917311|-0.051676609|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|0.4349386739999999|-50.56454577|0.162210104|97.06405493|-0.029316925|-30.25705388|0.0|2503.770258|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|3.7|2.63|20.0|-6.09|3.23|3.57|68.76|1.0|110.43|5.0|28.0|4.0|0.0|1.0|-3.92|0.0001189999999999|0.0444|0.0|8.070000000000001e-07|0.0003|2.66|4.0408|-1199.818129|-1199.784983|644.4|1091.64|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|6.6307|-0.19948|7.3872|7.3872
12q_a36|0.0|1|0|0|0.0|0|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|-0.043678703|0.068040097|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|1|0.1161527719999999|-0.441747876|1|0.8941919290000001|-0.017640538|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.07607684|0.324924033|-68.5549152|0.17088073|110.4712541|-0.038175515|-44.31949385|0.0|2786.514757|-1233.988474|-15.95501778|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|32.10617123|0.017949083|-347.4093916|1605.308562|629.5017194000001|11.60375275|1.0|0.0|1.0|4.74|0.0|17.0|-7.18|3.35|2.54|69.2|1.0|128.76|5.0|30.0|4.0|0.0|1.0|-4.59|2.55e-05|0.0106|0.0|6.65e-08|2.77e-05|3.79|3.8653|-1692.544456|-1692.5102989999998|683.51|1148.35|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|4.6718|-0.2126199999999999|8.2218|8.2218
12_a47|0.0|1|1|1|0.0|0|0|1.304330736|0.0|-0.155854903|-0.005522244|-0.078935336|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|1|0.003417588|-0.326846977|2|0.6505449670000001|0.055943216|0.90246604|0.618808977|1|0.7840710409999999|-0.084846808|0.266995634|-47.83891561|0.2159289589999999|112.4599133|-0.034116917|-24.91541818|0.0|2266.78114|-621.9059029|-9.25429818|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|0.0|1.0|2.73|1.67|21.0|-8.11|4.19|4.98|66.49|0.0|91.63|3.0|24.0|4.0|0.0|1.0|-4.56|2.77e-05|0.00943|0.0|7.69e-09|2.61e-06|3.01|3.9538|-1488.101254|-1488.064043|537.79|886.46|0.2306|288.96|400.09|0.66387|0.68557|-1487.974738|2.1019|-0.2256|8.2|8.2
12_a3|0.0|0|0|0|0.0|0|0|0.605020506|0.0|0.167987916|-0.009093383|-0.118456941|-0.120694579|-0.336455156|-0.006049098|-0.045382017|10.31163031|1|-0.218774634|-0.604704476|2|0.899733837|-0.039834906|0.784451598|0.841871246|1|0.829399708|-0.092838926|0.101891875|-45.63945658|0.170600292|80.99228663|-0.039584548|-21.667278|76.23910943|2056.502939|-638.9523922000001|-8.921820355|0.169581355|5.6343192|10.50748861|0.864908294|4400.493202000001|22.63041363|0.01374218|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|3.2|2.17|21.0|-6.89|4.34|4.01|92.93|1.0|90.49|2.0|22.0|3.0|0.0|0.0|-4.84|1.44e-05|0.0044|0.0|1.3e-07|3.9500000000000005e-05|2.94|3263.0|-1272.152002|-1272.125792|515.23|847.25|0.5056|379.97|361.95|0.69784|0.69784|-1272.010995|2.3762|-0.19514|5.45|5.45
12bd_a36|0.0|1|0|0|0.0|0|2|1.297043358|0.0|-0.051990612|-0.006695407|-0.045630197|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|0.042808724|-0.436345273|1|0.902377067|-0.011529973|0.833398429|0.857993338|0|0.832478093|-0.071083327|0.279020022|-65.65179884|0.167521907|110.578217|-0.035521445|-43.33557909|0.0|2772.776922|-1313.035977|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|5957.939097|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|1.0|0.0|1.0|4.95|0.0|17.0|-7.34|3.76|2.5|69.2|1.0|133.68|5.0|31.0|4.0|0.0|1.0|-4.6|2.5e-05|0.0102|0.0|4.55e-08|1.86e-05|3.79|3544.0|-1311.591775|-1311.560669|706.26|1200.23|0.4467|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|5.7533|-0.19826|7.7696|7.7696
12ae_a36|-3.3501500230000003|1|0|0|0.0|0|2|0.299253957|0.0|0.069118289|-0.009867085|-0.351827031|0.087069205|-0.611759277|-0.006862238|-0.083959343|10.31810353|1|0.151620635|-0.513686975|1|0.8183043390000001|-0.0931249669999999|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.085851235|0.439268891|-78.71102033|0.2837586789999999|211.4077529|-0.036430555|-58.64180087|19.97715962|3486.122819|-1574.220407|-20.22131065|0.315002436|8.676756505|16.22570287|0.870019385|7331.209763|39.62310606|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|1.0|5.03|0.0|17.0|-6.87|1.28|2.15|123.75|1.0|142.02|7.0|34.0|6.0|0.0|0.0|-3.72|0.0001889999999999|0.0897|0.0|1.36e-07|6.45e-05|6.24|3.8664|-1876.203168|-1876.152311|754.15|1281.69|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|6.7458|-0.21149|7.8239|7.8239
12_a4|-3.2834578760000004|0|0|0|0.0|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|-0.271149771|-0.0334644329999999|-0.113938738|0.005795666|-0.093414896|10.31168324|1|-0.055590089|-0.220286906|2|0.5687812560000001|-0.036425699|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|0.636722126|-44.33087544|0.194761903|115.5823166|-0.025916226|-26.30835499|7.519189887|2927.48584|-753.6248824|-9.127388465|0.282227427|6.223583758999999|11.7599245|0.889574393|6390.233612|21.42753878|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|1.0|1.0|3.41|2.94|21.0|-7.84|3.69|4.98|86.12|1.0|113.02|4.0|29.0|5.0|0.0|0.0|-4.33|4.64e-05|0.0188|0.0|1.45e-08|5.85e-06|6.12|3.8083|-1617.861623|-1617.826064|640.67|1101.33|0.1194|255.16|503.28|0.63967|0.68825|-1617.57796|7.8701|-0.2312199999999999|5032.0|5032.0
9i_a40|0.0|0|0|0|0.0|1|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|-0.105556952|0.187127708|-0.279092262|0.004532692|0.201624407|10.31197226|2|0.333430103|-0.542471361|0|0.831946443|-0.154977678|0.824009442|0.7947633409999999|1|0.830980762|-0.092881258|0.006324687|-44.58600513|0.169019238|85.16517222|-0.036869006|-22.46593254|62.68854553|2056.370683|-668.7900768999999|-9.360805225|0.140977546|7.700852478|14.74203307|0.91433781|4201.058793|21.62632891|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|3.25|2.9|20.0|-6.03|3.84|4.02|84.45|1.0|91.11|2.0|22.0|2.0|0.0|0.0|-4.71|1.97e-05|0.00603|0.0|9.31e-07|0.000285|3.2|2.8936|-1273.334714|-1273.31399|534.44|883.84|0.5012|284.3|417.75|0.56118|0.70339|-1273.167389|2.0895|-0.17956|5.9031|5.9031
12j_a36|0.0|1|0|0|0.0|0|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|-0.0446165029999999|0.091496219|-0.41101009|0.00285431|0.039869055|10.33556498|1|0.161289379|-0.436310965|1|0.906423012|-0.1241793309999999|0.87043328|0.855081905|0|0.852586292|-0.069970795|0.362692602|-69.66341599|0.147413708|97.35760604|-0.037113558|-46.00836307|2.098786266|2881.20453|-1323.6049039999998|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|1.0|1.0|4.86|0.0|17.0|-7.05|3.33|2.61|94.5|1.0|135.47|6.0|31.0|4.0|0.0|0.0|-4.51|3.09e-05|0.0132|0.0|8.95e-08|3.83e-05|3.37|3.7807|-1670.448063|-1670.420129|694.28|1198.96|0.4981|238.1|536.01|0.37116|0.69967|-1670.184251|6.4451|-0.20593|8.0|8.0
8g_a12|0.0|1|1|1|0.0|0|1|1.28383574|0.0|0.10205033|-0.0084227909999999|-0.029907264|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|1|-0.068810076|-0.532504083|1|0.804158158|-0.04981165|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|0.274352085|-57.6443411|0.142374631|78.53214058|-0.042752517|-31.79592789|0.0|2506.427441|-1037.59814|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|5327.736626|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|4.07|2.51|21.0|-8.0|3.31|2.07|78.85|1.0|109.93|3.0|27.0|5.0|0.0|0.0|-4.34|4.61e-05|0.0163|0.0|9.98e-09|3.53e-06|3.68|3731.0|-1154.321531|-1154.281986|590.93|989.66|0.3786|294.8|418.41|462.0|0.55027|-1154.121362|2.9986|-0.21633|5.43|5.43
21a_a23|0.0|0|1|1|0.0|2|0|1.197963603|3.43622302|0.1049806919999999|-0.005708466|-0.038876045|0.071115216|-0.3082571839999999|0.01269616|-0.133417036|10.31321782|2|0.130024255|-0.484404194|2|0.725800261|0.1022509819999999|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|0.224766417|-54.35891011|0.073461531|48.49696614|-0.03458322|-35.88602363|82.08958626|2880.257677|-1141.537112|-15.07212993|0.157878617|7.950891003|15.66066298|0.969673962|6464.524241|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|1.0|1.0|3.53|3.48|26.0|-7.78|3.88|4.33|105.02|2.0|125.25|5.0|31.0|4.0|0.0|0.0|-5.28|5.29e-06|0.00225|0.0|1.65e-08|7.03e-06|3.75|3.6993|-1669.250866|-1669.23053|701.01|1189.63|0.3692|335.16|558.61|0.60824|0.60824|-1668.989671|5.3733|-0.2226699999999999|6.9914|6.9914
12v_a36|0.0|1|0|0|0.0|0|2|1.297043692|0.0|-0.077763989|-0.008411281|-0.04314418|0.073329354|-0.487854327|0.00127667|-0.086194201|10.96020642|1|0.123026459|-0.401336708|1|0.8913597320000001|0.024751559|0.8792981679999999|0.84179881|0|0.802291339|-0.078158778|0.334379501|-69.20675352|0.197708661|130.0637965|-0.033118671|-45.52806671|0.462992841|2846.057239|-1176.51481|-14.33290989|0.372344602|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|1.0|4.82|0.0|17.0|-6.69|2.77|1.89|78.43|1.0|130.24|6.0|31.0|5.0|0.0|0.0|-4.07|8.499999999999999e-05|35.0|0.0|2.03e-07|8.340000000000001e-05|2.65|3.7035|-1347.475543|-1347.442792|671.56|1150.38|0.4247|319.16|502.83|0.69298|0.7016100000000001|-1347.2000369999998|6.1869|-0.20404|7.8539|7.8539
47p_a18|0.0|0|0|0|0.0|0|1|1.25117677|0.0|-0.001819106|-0.005394244|-0.04760181|0.025217016|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|0.037961877|-0.441700685|0|0.72025564|0.030970815|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|0.278332428|-61.12351185|0.1670454519999999|123.6411353|-0.030813794|-45.24146169|48.48855261|2933.069245|-1528.087796|-16.88114242|0.181540558|9.923659881|19.41290064|0.956223901|6726.61969|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|0.0|1.0|4.29|0.0|18.0|-9.03|3.65|3.34|76.5|3.0|144.53|9.0|35.0|3.0|0.0|1.0|-5.27|5.34e-06|0.0025|0.0|9.35e-10|4.38e-07|7.98|3.2036|-1493.759811|-1493.731375|795.43|1391.71|595.0|387.01|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|3.6452|-0.18746|7.1938|7.1938
12as_a36|0.0|1|0|0|0.0|0|2|1.297043209|0.0|-0.051208473|-0.007672841|-0.073735973|0.096454203|-0.452697599|0.000584134|-0.114290948|10.95347588|1|0.162571317|-0.4358775279999999|1|0.8058720979999999|-0.0389138329999999|0.869455765|0.770400825|0|0.77043791|-0.082748367|0.291030086|-73.78005999|0.22956209|154.6869148|-0.037824788|-49.71556877|0.0|2904.092809|-1401.82114|-17.17446921|0.231874606|8.768282531|16.08155469|0.834059821|6224.698969|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|11.75468972|1.0|0.0|1.0|4.86|0.0|17.0|-6.89|3.16|2.09|86.27|1.0|133.95|6.0|32.0|5.0|0.0|0.0|-3.95|0.000112|0.0476|0.0|1.29e-07|5.4600000000000006e-05|4.84|3851.0|-1385.601917|-1385.5651710000002|712.04|1207.35|0.5902|274.29|568.52|0.53815|0.68211|-1385.322633|4.8580000000000005|-0.21419|7.2291|7.2291
3t_a32|0.0|1|1|1|0.0|0|0|0.609420752|0.0|0.028840888|-0.006089333|-0.0338714389999999|0.028527045|-0.304466646|9.83e-05|0.012069208|10.31100267|3|0.049606573|-0.496165036|0|0.710773544|0.0466380209999999|0.870628579|0.687253845|1|0.828676243|-0.080203824|0.217914628|-61.58101978|0.171323757|108.2086749|-0.026967947|-38.89478416|0.0|2530.60497|-800.5532571|-10.75813179|0.315525518|8.107111779|15.64252992|0.929482453|5525.861115|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|3.58|3.41|19.0|-8.01|7.65|5.42|128.01|2.0|112.48|7.0|27.0|4.0|0.0|0.0|-4.93|1.16e-05|0.00462|0.0|9.86e-09|3.91e-06|5.5|3.5487|-1864.708995|-1864.678788|677.16|1129.24|0.2906|349.38|575.45|0.70286|0.70286|-1864.472646|1.2641|-0.20246|8.0458|8.0458
12y_a30|0.0|0|0|0|0.0|0|2|0.604984019|0.0|0.048343649|-0.005996863|-0.037335306|-0.089502772|-0.353814891|0.00604028|0.061944378|10.31162818|1|-0.153680104|-0.4579359229999999|1|0.842068099|-0.05346283|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|0.374181804|-61.25585229|0.151081489|101.4221952|-0.034840345|-41.1215369|0.0|2847.362782|-1286.372898|-15.70095045|0.179891855|8.067590558|14.55517927|0.804154433|6301.067405|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|8.299049218|1.0|1.0|1.0|4.86|0.0|17.0|-7.38|4.87|3.23|81.65|2.0|137.21|5.0|31.0|4.0|0.0|0.0|-5.46|3.48e-06|0.00148|0.0|4.12e-08|1.76e-05|4.45|3.4718|-1654.41361|-1654.382468|728.75|1227.82|0.2173|238.56|585.59|0.30617|0.6864399999999999|-1654.125015|4.7043|-0.19815|7.6576|7.6576
16g_a32|0.0|1|1|1|0.0|0|0|0.609420729|0.0|0.1739995319999999|-0.013775701|-0.0429252429999999|-0.049658216|-0.771439265|-0.002456725|-0.029193403|10.31100263|3|-0.085591073|-0.696926204|0|0.79965447|-0.026098259|0.8821580379999999|0.762429418|1|0.8206422409999999|-0.078387439|0.542303725|-77.75914881|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|43.37912747|2833.521937|-1321.90553|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|36.34043182|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|3.87|3.42|19.0|-8.16|6.81|5.38|149.27|3.0|121.56|10.0|30.0|5.0|1.0|0.0|-5.32|4.83e-06|0.00213|0.0|6.890000000000001e-09|3.04e-06|5.38|3.6161|-2034.621991|-2034.593036|752.29|1245.25|0.2879|342.86|639.49|0.70222|0.70222|-2034.342619|3.7346|-0.19968|7.9586|7.9586
12am_a36|0.0|1|0|0|-4.723487246|0|2|1.240140551|0.0|0.088482802|-0.015884751|-0.297354748|0.122824831|-0.921315581|-0.011700732|-0.050505733|10.9602097|1|0.345949079|-0.6080522279999999|1|0.647732719|-0.0147665219999999|0.885733922|0.624142499|0|0.814986544|-0.091472759|0.305015372|-81.59051640000001|0.185013456|127.81651770000002|-0.045928425|-56.3667958|1.038361162|3230.6292780000003|-1713.4008440000002|-21.92042059|0.211665165|8.772646622|17.01968794|0.940085891|7238.033439|40.24894481|0.020179019|-398.3921535|2173.44302|672.4630346|13.94067198|1.0|1.0|1.0|4.81|0.0|17.0|-7.14|3.31|4.04|78.43|2.0|130.43|7.0|34.0|8.0|0.0|0.0|-5.07|8.6e-06|4.0|0.0|7.24e-08|3.37e-05|4.86|3.8606|-1645.205296|-1645.169789|714.21|1206.77|0.4894|236.99|562.14|0.40752|0.6805100000000001|-1644.952145|5.9258|-0.21356|7.2218|7.2218
14x_a23|0.0|0|1|1|0.0|2|0|1.197963189|3.101221922|0.0944818319999999|-0.0065692219999999|-0.111315218|0.05740118|-0.335030301|0.003379755|-0.075184011|10.31321817|2|0.160327487|-0.443633823|2|0.5788469970000001|-0.035031888|0.8668730109999999|0.558482531|1|0.7768288609999999|-0.0708831479999999|0.229141189|-55.83053941|0.223171139|147.90081730000003|-0.034056109|-37.00022522|87.28077098|3071.48868|-1060.780249|-14.95753786|0.277788677|7.777802167999999|14.62325432|0.880126802|6989.569075|31.25095356|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|1.0|1.0|3.42|3.42|26.0|-7.93|4.2|5.14|105.02|2.0|120.2|5.0|32.0|6.0|0.0|0.0|-5.27|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|3.97|3.6941|-1828.393372|-1828.371718|675.21|1149.42|0.3184|305.07|537.48|0.6757|0.62836|-1828.168422|5.7933|-0.23475|8.4949|8.4949
1j_a5|0.0|1|0|0|0.0|0|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|-0.010620031|-0.115553003|-0.175183967|0.00683534|-0.07622096|10.9487794|1|-0.190920568|-0.2470489089999999|2|0.74740095|-0.084090414|0.848473695|0.717355058|0|0.847163872|-0.073803258|0.35883584|-40.01980349|0.152836128|82.09385267|-0.027258236|-21.49609451|1.471030887|2242.805131|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|23.74961767|0.026739895|-125.1415813|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|2.66|23.0|-8.14|4.5|4.21|63.69|0.0|96.98|4.0|25.0|4.0|0.0|1.0|-4.2|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|2.61|4.1205|-1065.849941|-1065.817476|572.47|959.39|0.5115|279.68|445.81|0.66182|0.6449|-1065.671975|2.2503|-0.20645|7.6198|7.6198
19_a15|-3.694652026|0|0|0|0.0|0|0|0.300209223|0.0|0.156105985|-0.009832375|-0.558905888|0.037722611|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|0|0.060683674|-0.571686169|1|0.7981860159999999|0.042424078|0.770451673|0.7358168620000001|0|0.691069123|-0.0946599869999999|0.355677322|-64.78818183|0.308930877|178.5363184|-0.042351319|-37.44217335|15.76831619|2625.952212|-1101.399091|-14.14482104|0.077864438|6.10227122|10.26331993|0.681885245|5417.777463|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|3.321475588|1.0|1.0|0.0|2.99|2.17|18.0|-7.14|2.36|4.96|102.69|1.0|101.22|5.0|26.0|5.0|0.0|0.0|-4.39|4.1200000000000005e-05|0.0152|0.0|7.28e-08|2.69e-05|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|0.4895|297.03|519.04|0.68945|0.68945|-1523.196562|6.7515|-0.20742|7.1427|7.1427
12g_a40|0.0|0|0|0|0.0|1|0|0.604990688|1.687211672|0.037440516|-0.01011728|-0.129331216|0.167050952|-0.354104815|-0.001011175|0.075327376|10.31197254|2|0.280045216|-0.512657141|0|0.777835705|0.020185301|0.8396782220000001|0.6941475490000001|1|0.8702014570000001|-0.0951493559999999|0.289122732|-52.24208444|0.129798543|68.1355805|-0.0435406|-27.42361099|0.0|2287.970776|-731.3891821000001|-11.99782981|0.147968773|7.692740528|14.39849078|0.871698484|5211.675486|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|1.0|0.0|3.24|3.2|20.0|-6.63|4.83|5.14|78.66|2.0|93.78|2.0|23.0|3.0|0.0|0.0|-5.79|1.62e-06|0.000586|0.0|2.37e-07|8.57e-05|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|1.9175|-0.20615|6.1403|6.1403
