molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|DPSA5|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
8a_a50|0.0|1|1|1|3.139870661|0.0|1|1|2.03117465|-0.0737162059999999|1|0.03904321|-0.0224366579999999|-0.188998337|0.007671336|10.94501357|2|2|0.007801731|-0.038971589|-0.352654037|0.75162266|0.804535572|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|0.278028663|0.018809422|-41.48493288|9.480859015|133.8183888|0.139123262|70.12485884|-0.031655181|-1.234552044|-17.58335405|50.06249379|1503.563342|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|0.017017336|388.171611|8.577560914|1.0|1.0|0.0|1.0|1.0|1.0|3.34|3.71|59.39|2.02|0.0|0.0|94.75|24.0|3.0|-6.12|1.0|2.87|0.0433|0.0234|0.0|0.000151|-0.0280699999999999|5.622000000000001|2.69|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|0.3462199999999999|0.60625|0.1217|-0.17244|3.5509|-0.20051|0.03479985|47.0|7.3279|7.3279
35_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|0.068150325|1|0.03531746|-0.069149293|-0.44784362|-7.44e-05|10.94702087|0|0|0.00113101|-0.104482176|-0.5009599889999999|0.737701788|0.737094825|-0.017913121|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-62.06945887|6.525195505|118.7214377|0.199234055|146.8343246|-0.033440195|-2.273933228|-44.44264921|67.9315105|1761.858479|9.184536969|17.18442554|0.87101708|6995.248058|-1235.110287|28.17969862|0.007954001|1056.535856|5.862051629|1.0|1.0|0.0|1.0|1.0|3.0|4.3|3.35|85.29|3.33|3.0|1.0|151.05|36.0|3.0|-6.0|0.0|3.07|0.000415|0.0014199999999999|0.0|1.35e-07|-0.04879|3.2146|8.09|-1533.002975|-1532.976969|796.47|1400.62|385.69|0.4981|0.69279|0.69279|0.4981|-132.0|2.0432|-0.18079|0.02600607|24.0|7.6198|7.6198
13p_a6|0.0|1|0|0|3.449535594|0.0|0|0|0.0|0.024837222|2|0.042959184|0.072850973|-0.634109842|-0.008008339|10.95053423|1|1|-0.005708558|0.123575608|-0.573014008|0.865935935|0.784414352|-0.125636943|0.837659336|0.8244206940000001|1|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|0.01730144|-76.17631587|12.27472016|80.30786544|0.273479442|194.0233618|-0.03767435|-2.14743793|-50.03427239|89.17529231|3833.042283|8.760340755|14.91957306|0.703081362|6590.216479|-1080.8845310000002|35.16646396|0.018322293|794.5462391|12.99897644|1.0|1.0|1.0|1.0|1.0|3.0|3.64|4.01|122.47|1.01|1.0|0.0|132.01|34.0|5.0|-7.01|0.0|2.96|0.00365|0.0125|0.0|3.92e-08|-0.0746|4.7973|4.73|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|0.4132|0.47508|0.7056600000000001|0.0029|-0.12251|9.0546|-0.1971099999999999|0.03807447|92.0|7.0362|7.0362
19f_a38|0.0|1|0|0|3.3320764830000003|0.0|0|2|0.0|-0.036714749|2|0.041808786|-0.008118156|-0.4228801179999999|-0.002526241|10.96083376|1|1|-0.000673716|-0.017421394|-0.4288343429999999|0.724208473|0.819222745|-0.094149094|0.8741648479999999|0.698414933|0|0.750875987|-0.085318318|-0.111307609|0.488059925|0.02107583|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|-0.037844587|-1.892229356|-34.81887413|84.35196967|2846.860803|6.164440995|11.28936331|0.8313685409999999|6115.273372|-772.2291966|32.91812709|0.020733452|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|1.0|3.0|4.82|2.55|81.23|2.4|1.0|0.0|125.69|30.0|4.0|-6.77|0.0|2.67|29.0|0.0272|0.0|5.610000000000001e-05|-0.05735|5.3197|3.41|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.3205|0.38086|0.7056100000000001|0.0019|-0.14369|5.3152|-0.20104|0.02936908|73.0|7.1397|7.1397
6b_a40|0.0|0|0|0|0.0|0.0|1|1|1.710647518|0.135693438|0|0.039863946|-0.137534783|-0.698480566|-0.003851208|10.30179924|2|2|-0.004728928|-0.248560671|-0.630957955|0.691778838|0.842573207|-0.307881994|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|-0.049599889|-2.132795227|-48.31476032|87.29061302|4049.386572|6.976123351|12.51342818|0.793750992|8482.600495|-956.7829293|37.83107469|0.011838681|618.8882797|7.929311055|1.0|0.0|1.0|0.0|1.0|1.0|4.02|4.38|173.43|2.61|2.0|2.0|130.16|31.0|5.0|-5.85|0.0|4.21|1.98e-06|0.000335|1.0|0.00318|-0.09533|3.1026|8.98|-3290.775349|-3290.745084|687.2|1183.07|399.62|0.4962|0.69429|0.69429|0.4962|-0.1237099999999999|8193.0|-0.21904|0.03026498|0.03|7.5229|7.5229
4b_a46|0.0|0|0|0|0.0|0.206072846|1|1|2.189591837|-0.155670183|2|0.047736111|-0.082722572|-0.058945144|0.012332859|10.96200942|1|1|0.011806162|-0.128843936|-0.16915334|0.6901151990000001|0.7306307590000001|-0.153841155|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-38.30877966|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|-1.123779397|-15.59093155|42.65239101|1750.333702|5.76401157|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|538.4165208|4.343611349|1.0|0.0|0.0|1.0|1.0|0.0|3.9|4.77|43.6|2.58|1.0|0.0|101.7|25.0|3.0|-5.67|1.0|3.76|0.0149|0.00782|0.0|2.12e-05|-0.02729|4.5515|3.98|-1033.556797|-1033.535029|588.79|1020.9|272.4|0.1784|0.68682|0.68682|0.1784|-0.19082|3127.0|-0.21811|0.02176759|548.0|6.2612|6.2612
8b_a50|0.0|1|1|1|3.1324050960000003|0.0|1|1|2.021915391|-0.115740384|1|0.035718954|-0.096039086|-0.1812055289999999|0.006841944|10.945024|2|2|0.007057361|-0.170496134|-0.332085641|0.753629415|0.809463375|-0.031953774|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|0.267094693|0.021513107|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|-0.030360051|-1.092961836|-16.66636363|49.02840043|1401.458274|5.292277178|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|0.024280552|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|1.0|3.21|3.41|59.39|1.79|0.0|0.0|89.78|23.0|3.0|-6.32|1.0|2.51|108.0|46.0|0.0|0.000347|-0.02903|4.5256|2.11|-967.3527447|-967.3160428|515.81|857.53|296.58|0.1717|0.5533|0.59283|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|68.0|7.1675|7.1675
9s_a24|0.0|1|0|0|2.9568988810000003|0.0|0|1|0.0|-0.222173285|4|0.023585859|-0.050919714|-0.190782186|0.006748865|10.96129902|1|1|0.007695726|-0.0897306019999999|-0.248704391|0.799076569|0.773544454|0.0256742079999999|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|-0.019465646|-0.953816666|-19.21235005|61.19761205|969.5210193|9.124394347|17.24354813|0.889829339|5767.9102490000005|-367.7851412|27.15292246|0.03496522|604.8829955|21.71205366|0.0|1.0|1.0|1.0|1.0|1.0|3.43|4.29|77.21|0.81|1.0|0.0|115.67|30.0|4.0|-7.2|0.0|2.63|171.0|0.0343|0.0|3.04e-06|-0.03597|3.0726|1.82|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|0.69475|0.6907300000000001|0.0839|-0.10865|4.6141|-0.14462|0.03640642|32.0|7.4949|7.4949
6_a15|0.0|0|0|0|0.0|0.0|0|0|0.0|-0.199979249|1|0.042926829|0.106485923|-0.513693384|0.001080419|10.95880677|0|0|0.003942615|0.153430865|-0.35221474|0.8511056929999999|0.691316481|-0.015484797|0.7248900659999999|0.810779115|0|0.859308431|-0.07051817|-0.123000073|0.398681391|0.02948637|-71.76572566|17.20414198|105.4415725|0.140691569|82.0880213|-0.0307500179999999|-1.599000943|-24.00625743|88.94853813|1971.005637|6.110075236|10.02135591|0.640136254|5589.043165|-544.3423775|30.82854077|0.029449813|592.4420375|17.18281248|1.0|1.0|1.0|0.0|1.0|1.0|3.29|5.26|61.84|2.18|2.0|0.0|109.7|28.0|5.0|-5.33|1.0|4.11|0.000823|0.00278|0.0|4.3e-06|-0.02419|4.3423|3.94|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|0.2616|0.65191|0.70554|0.0113|-0.15714|1.3789|-0.18133|0.01711539|35.0|7.4559|7.4559
12w_a36|0.0|1|0|0|3.3131307480000003|-4.750262163|0|2|0.0|0.081390556|2|0.041555556|0.041058884|-0.917874106|-0.011700732|10.96020797|1|1|-0.007897954|0.115646674|-0.604676196|0.647732719|0.828393514|-0.016393443|0.8792981679999999|0.624142499|0|0.828363244|-0.086826396|-0.111267166|0.532980165|0.021104445|-79.88912835|15.15285952|112.947763|0.171636756|123.23411609999998|-0.041210062|-2.225343322|-44.76031023|99.51883498|2602.5207|8.365472166|15.701847400000002|0.8769828040000001|7418.252264|-1147.197876|41.94801097|0.0273396629999999|672.4630346|19.62970663|1.0|0.0|1.0|1.0|0.0|2.0|4.82|4.04|78.43|2.04|2.0|0.0|130.43|34.0|8.0|-6.4|0.0|2.65|0.00291|4.0|0.0|3.37e-05|-0.05326|3.8881|4.86|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|0.69466|0.69466|0.4508|-0.15708|5043.0|-0.21034|0.0328886|23.0|7.6383|7.6383
21a_a23|0.0|0|1|1|0.0|0.0|2|0|3.43622302|0.1049806919999999|2|0.042862319|0.071115216|-0.3082571839999999|0.01269616|10.31321782|2|2|0.01180744|0.130024255|-0.484404194|0.725800261|0.7367638240000001|-0.137122549|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|-0.082341001|0.224766417|0.011564247|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|-0.03458322|-1.729161021|-22.45408125|61.73864319|2272.736256|7.950891003|15.66066298|0.969673962|6464.524241|-753.6064963|27.11098744|0.011178565|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|1.0|1.0|3.53|4.33|105.02|3.24|2.0|1.0|125.25|31.0|4.0|-6.07|0.0|3.78|0.000552|0.00225|0.0|7.03e-06|-0.07243|3.6993|3.75|-1669.250866|-1669.23053|701.01|1189.63|335.16|0.3692|0.60824|0.60824|0.3692|-0.15024|5.3733|-0.2226699999999999|0.0203361|102.0|6.9914|6.9914
26_a47|0.0|0|1|1|0.0|0.0|1|0|1.06819297|0.11828578|2|0.045681818|-0.110530752|-0.544056455|-0.0098410169999999|10.94972213|1|1|-0.008325552|-0.24731748|-0.5899218279999999|0.6850994429999999|0.845040087|0.0120097289999999|0.910081385|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|0.020884606|-59.08415114|12.13564316|9.608109253|0.2895618|168.2587945|-0.038735145|-1.626876095|-33.13315474|73.39007585|1341.904566|6.945070057000001|13.22794532|0.90465254|5994.406615|-549.3226272|31.36429668|0.024619511|457.1122177|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|3.13|4.68|98.72|2.59|1.0|0.0|104.8|28.0|5.0|-6.51|0.0|3.18|0.00545|11.0|0.0|2.37e-05|-0.06279|4.7963|4.37|-1696.096597|-1696.075481|592.84|1006.59|310.58|0.3197|0.50921|0.68707|77.0|-0.16642|3.6825|-0.22921|0.02111593|13.0|7.9|7.9
17b_a6|0.0|1|0|0|3.375166525|0.0|0|1|0.0|0.1012747369999999|1|0.042739018|0.139594234|-0.6869226490000001|-0.00460563|10.949638|1|1|-0.00194781|0.231025646|-0.563310199|0.850080948|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|-71.65078895|20.48861696|155.8689396|0.246050902|161.4509401|-0.041494349|-2.074717455|-41.0971443|84.71888279|2207.972178|8.974770742|16.46390151|0.834464855|5985.963521|-893.2853154999999|35.32951798|0.019915748|627.4287311|13.06809384|1.0|1.0|1.0|1.0|1.0|2.0|3.53|4.32|95.85|1.7|2.0|0.0|116.79|31.0|5.0|-5.89|0.0|3.6|0.000637|0.00274|0.0|4e-07|-0.05736|3.5444|4.04|-1350.102764|-1350.078181|690.98|1168.62|413.78|0.3949|0.69615|0.7016100000000001|0.0033|-0.12545|5.3385|-0.18281|0.02458322|153.0|6.8153|6.8153
6a_a40|0.0|0|0|0|0.0|0.0|1|1|1.78213955|0.117890918|0|0.035707071|-0.146542353|-0.68730803|-0.001347823|10.30179985|2|2|-0.001171195|-0.272320301|-0.620787469|0.682273668|0.801647855|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-73.33687786|10.24294396|185.06174|0.266249007|166.2999483|-0.049149867|-2.113444291|-42.542782200000005|81.37714586|2536.88262|6.945713476|11.8691482|0.708845065|7059.617542|-824.5159087000001|35.37373259|0.012872604|557.4018948|8.040268001|1.0|0.0|1.0|0.0|1.0|1.0|3.99|3.07|173.43|1.62|2.0|2.0|120.14|29.0|5.0|-6.32|0.0|3.17|3.47e-05|0.00457|0.0|0.0396|-0.0926|2.9836|7.73|-2371.579899|-2371.560378|649.48|1103.4|415.55|0.4015|0.6782699999999999|0.6782699999999999|0.4015|-0.11995|6.9379|-0.21255|0.01952089|0.04|7.3979|7.3979
37_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.0013530679999999|1|0.036746032|-0.018268775|-0.385273662|0.002300582|10.94702064|0|0|0.003512954|-0.0276034839999999|-0.44541772|0.7100921609999999|0.725028151|-0.020149364|0.761336899|0.699483099|0|0.831783747|-0.068500679|-0.074857954|0.385121249|0.009098426|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|-1.946306811|-36.62790634|65.15554136|1571.7484060000002|9.460456975|18.49074823|0.954530133|7035.839448000001|-1040.70711|27.36337253|0.0142451319999999|1056.535856|10.41657856|0.0|1.0|0.0|1.0|1.0|2.0|4.31|3.3|76.5|3.33|2.0|1.0|151.14|36.0|3.0|-6.14|1.0|2.93|0.000999|0.00161|0.0|7.27e-07|-0.04925|3.2127|8.11|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|0.69305|0.69305|499.0|-0.13194|2.2872|-0.18119|0.02274574|35.0|7.4559|7.4559
12ae_a36|-3.3501500230000003|1|0|0|3.412870974|0.0|0|2|0.0|0.069118289|2|0.041555556|0.087069205|-0.611759277|-0.006862238|10.31810353|1|1|-0.001160331|0.151620635|-0.513686975|0.8183043390000001|0.831101086|0.010209009|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|-78.71102033|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|-2.11297219|-47.65297933|97.76153993|2634.745208|8.676756505|16.22570287|0.870019385|7331.209763|-1172.836017|39.62310606|0.025570256|805.2286932|19.05051961|0.0|0.0|0.0|1.0|0.0|3.0|5.03|2.15|123.75|0.84|1.0|0.0|142.02|34.0|6.0|-8.03|0.0|1.18|0.0668|0.0897|0.0|6.45e-05|-0.0548899999999999|5235.0|6.24|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|0.40141|0.68591|0.3366|-0.1566|6.7458|-0.21149|0.0508577|15.0|7.8239|7.8239
13a_a5|0.0|1|0|0|2.931642415|0.0|0|0|0.0|-0.154076582|2|0.023989899|-0.007871499|-0.328417593|0.002355511|10.94530369|1|1|0.003196482|-0.012798693|-0.367284642|0.746303189|0.8045357209999999|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|-1.426736914|-36.90128585|72.13276165|1314.232685|8.571729592999999|15.89940424|0.854865353|5628.9694|-591.3528349999999|30.07803494|0.02811638|620.5697596|18.10134317|1.0|1.0|1.0|1.0|1.0|2.0|3.07|3.58|92.79|0.95|2.0|0.0|114.18|30.0|5.0|-7.18|0.0|2.71|0.0675|0.0734|0.0|5.02e-07|-0.05534|4.6285|3.81|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|0.41806|0.50037|0.1992|-0.17364|3.3414|-0.22898|0.04138695|91.0|7041.0|7041.0
17b_a25|0.0|0|0|0|0.0|0.0|1|0|1.785120622|0.001256821|2|0.042843137|-0.026412432|-0.266456625|0.005120507|10.93106294|1|1|0.005244553|-0.044260194|-0.366585181|0.653180996|0.780221059|0.029728702|0.838260077|0.636746066|1|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|-60.19950116|12.04068508|99.61874923|0.1178296009999999|89.34443096|-0.029249891|-1.6672437880000002|-39.21569422|73.52844745|2514.295488|9.700133933|18.52147096|0.909403632|6674.061446|-958.573164|30.59704545|0.0175785369999999|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|3.56|5.18|96.49|2.0|2.0|0.0|135.78|35.0|5.0|-6.53|0.0|3.78|0.00218|0.00394|0.0|4.16e-08|-0.05531|5.4236|5.89|-1483.873254|-1483.830524|781.08|1329.35|313.02|0.4635|0.31395|0.6594800000000001|0.1741|-0.16408|3.5074|-0.21939|0.04272963|101.0|6.9957|6.9957
14aa_a23|0.0|0|1|1|0.0|0.0|2|0|3.4143268310000003|0.066582026|2|0.046678487|0.031136154|-0.287870566|0.013012022|10.313217300000002|2|2|0.012103325|0.055934795|-0.4506138879999999|0.725358161|0.75434493|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|-51.83122853|12.26959478|40.49537336|0.075891958|51.68445972|-0.03159178|-1.6743643259999998|-24.18971469|61.21989213|2263.821505|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|0.013786041|733.3886349999999|9.388663605|0.0|0.0|1.0|1.0|1.0|1.0|3.63|4.63|105.02|3.45|2.0|1.0|130.22|32.0|4.0|-5.92|0.0|4.1|0.000259|0.00123|0.0|3.07e-06|-0.0708299999999999|3.5934|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|0.6805899999999999|0.6805899999999999|0.4157|-0.1449|5.8286|-0.21573|0.02033777|4.0|8451.0|8451.0
3b_a49|0.0|0|0|0|0.0|0.0|1|1|2.104186262|-0.003115526|2|0.034155556|-0.090939066|-0.322592863|0.000607064|10.92976559|1|1|0.001356445|-0.151131362|-0.405529602|0.7745859279999999|0.794997634|0.006213385|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-51.77986692|8.304484449|325.6896751|0.250895642|153.4719941|-0.0276739079999999|-1.439043207|-33.06194987|64.91785551|1796.6760370000002|7.236413572000001|13.85181805|0.914182753|5934.158315|-538.4506046|25.77091035|0.021477952|641.1445234|13.13798859|1.0|1.0|1.0|1.0|1.0|2.0|3.37|3.2|98.72|1.25|1.0|0.0|116.94|30.0|5.0|-7.42|0.0|2.38|0.1169999999999999|102.0|0.0|1.05e-05|-0.06115|4.6669|3.4|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|0.1978|0.5798|0.6632|0.0759|-0.1587|3.0055|-0.21985|0.0368692|25.0|7.6021|7.6021
16i_a32|0.0|1|1|1|3.352437091|0.0|0|0|0.0|0.175604846|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.003511776|10.31100265|3|3|-0.001202032|-0.098841478|-0.700853898|0.801401734|0.836966894|0.009897928|0.8829894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-1.836344582|-36.62130242|88.80827938|3450.514629|6.848009314|12.57892808|0.836873682|6355.471589|-784.3813651|33.38593207|0.021112022|636.0251562999999|13.79800742|1.0|0.0|1.0|1.0|1.0|2.0|3.75|4.85|149.27|1.34|3.0|0.0|116.75|29.0|5.0|-5.93|0.0|3.96|3.96e-05|0.0035|0.0|1.7100000000000002e-05|-0.05044|3.6176|4.99|-1995.307733|-1995.279632|692.96|1175.51|342.72|0.2857|0.70222|0.70222|0.2857|-0.14976|3353.0|-0.2002|0.02810109|6.0|8.2596|8.2596
12e_a31|0.0|1|0|0|3.483599061|0.0|0|1|0.0|0.052663358|0|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|10.3116965|2|2|-0.000231353|0.01824365|-0.543945776|0.7968154940000001|0.7761616020000001|-0.028502695|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-79.96257188|19.38343763|166.1479229|0.2784732339999999|202.5115275|-0.036652129|-2.089171358|-49.6906263|95.1187282|1899.851187|10.24381236|19.50674899|0.904247004|6557.418968999999|-1104.858464|36.75829484|0.020841203|798.7285626|15.15615632|1.0|1.0|1.0|1.0|1.0|2.0|3.87|5.4|117.37|2.21|3.0|0.0|129.38|33.0|5.0|-5.93|0.0|4.5|9.96e-05|0.00176|0.0|2.27e-07|-0.03445|5.3264|6.33|-1809.899887|-1809.85374|781.61|1308.13|322.95|0.3831|0.55114|0.7006600000000001|0.2627|-0.15934|2.6024|-0.19379|0.04614662|0.17|6.7696|6.7696
8_a4|0.0|0|0|0|0.0|0.0|1|1|2.126514848|-0.208165266|2|0.038726287|-0.072752231|-0.056197036|0.010647563|10.9295757|1|1|0.009595591|-0.1193184819999999|-0.150276481|0.619844116|0.813333185|0.097165358|0.879500982|0.576540652|1|0.925132446|-0.05397993|-0.065595042|0.546157592|0.0103751219999999|-33.90618946|5.362918401|11.02158946|0.074867554|38.69916707|-0.024598141|-0.983925625|-14.42275611|41.57817329|1737.932042|5.695730546|9.972991122|0.750959081|5162.482272|-262.8925116|17.50981094|0.0148422489999999|434.9654405|7.671983829|1.0|1.0|1.0|1.0|1.0|0.0|2.99|4.76|43.6|2.93|1.0|0.0|100.13|25.0|3.0|-5.76|1.0|3.85|0.0156|0.00506|0.0|5.72e-06|-0.05864|5.3544|3.29|-1450.239105|-1450.21384|561.6|949.09|311.03|0.1687|0.30471|0.57675|0.0642|-0.16821|4.5781|-0.22685|0.0252645|54.0|7.2676|7.2676
8_a1 (SB-202620)|0.0|1|0|0|3.296085365|0.0|0|0|0.0|0.106916453|1|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|10.94957568|1|1|-0.0106277489999999|-0.095271547|-0.612004804|0.674381582|0.743088715|0.063001656|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|-59.72618401|8.809217494|208.2071465|0.351032497|199.1596945|-0.041081545|-1.684343335|-37.88089785|70.8721358|1736.664204|7.432247389|13.67402758|0.839824062|5170.286136|-542.1742393|30.104091200000003|0.019645498|433.2550452|11.1459518|1.0|1.0|0.0|1.0|0.0|2.0|2.74|5.06|78.87|2.78|2.0|0.0|99.61|27.0|5.0|-5.94|0.0|3.7|0.0041|0.00713|0.0|3.42e-06|-0.0736899999999999|3.4052|5.32|-1223.279021|-1223.117248|586.27|977.87|364.11|0.5339|0.7026600000000001|0.7026600000000001|0.5339|-0.13683|3.4563|-0.2105199999999999|0.16177304|0.4|6.3979|6.3979
18_a3|0.0|1|0|0|2.897754472|0.0|0|0|0.0|-0.256375952|3|0.034712644|0.08269134|-0.122072724|0.0057881999999999|10.96965878|1|1|0.005799063|0.150826737|-0.2495754869999999|0.7226687409999999|0.714658751|-0.051083228|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|0.013796397|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|-1.016105994|-13.82537222|48.19055867|703.8534116000001|5.293627315|10.24658906|0.935646099|3928.183499|-201.1487809|20.70048575|0.02363555|270.539096|10.51610501|0.0|1.0|0.0|1.0|1.0|1.0|2.62|3.08|67.35|0.93|0.0|0.0|80.35|21.0|4.0|-6.7|1.0|2.21|411.0|147.0|0.0|4.07e-05|-0.05769|3.9765|1.85|-889.9619321|-889.9402005000001|482.41|784.04|311.79|0.3326|0.6671699999999999|0.6671699999999999|0.3326|-0.1641099999999999|2.6366|-0.2218|0.02173162|0.03|7.5229|7.5229
7f_a10|0.0|0|0|0|0.0|-4.8022906380000006|1|1|1.924772416|0.103083789|2|0.037386831|-0.104120245|-0.5663456689999999|0.00189949|10.92948443|1|1|0.0030999659999999|-0.309622111|-0.5846516820000001|0.5371733989999999|0.796084921|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|0.00797443|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|-1.713529756|-19.93012491|60.16185231|2375.702381|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|0.012813716|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|1.0|0.0|3.37|6.57|52.83|2.64|2.0|0.0|106.77|30.0|7.0|-5.47|0.0|4.39|0.00119|0.00103|0.0|3.03e-06|-0.0613|5.7757|4.93|-1442.216293|-1442.200124|597.28|1034.38|341.96|348.0|0.34467|0.6833600000000001|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|141.0|6.8508|6.8508
