molecula|SddssS|n9FaHRing|SaaNH|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8s|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RPSA|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9b_a36|0.0|0|3.513187594|0.62670079|0.0|-0.053019801|5.351858133|2|0.040166667|0.082806042|-0.308862918|0.005050384|-0.077361324|-0.06502499|1|0.146828453|-0.094526372|-0.4060950789999999|0.7885597609999999|-0.034830997|0|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|0.017007854|-46.58565720000001|10.68084402|0.154620539|6.707514535|0.78242217|-1.769430355|71.70079424|0.453252346|2715.020034|530.8939077|-1111.193067|-14.24129533|0.21757783|13.80758516|136.63774650000002|-697.8234711|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.14|-6.64|2.76|2.82|1.0|0.0|0.0|1.0|-4.6|4.0|-6.46|0.0|0.0|2.48|0.00992|3.71e-05|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.82|3.8535|-1575.7800140000002|-1575.751975|666.01|321.74|321.74|0.69763|0.69763|0.5392|-0.15833|6.2846|-0.20979|0.02803905|-1575.616432|8.4288|21.0|7.6778|7.6778
22_a10|0.0|0|0.0|1.343837143|2.113627059|-0.067641834|5.4161004020000005|2|0.036101695|-0.026750502|-0.332316729|0.008350227|0.01204992|-0.020475007|1|-0.042831367|-0.208132084|-0.356699217|0.747363443|-0.02603707|1|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|0.016720696|-41.96631248|13.023146|0.130170086|10.14325785|0.564323334|-1.3647202319999998|71.13124588|0.422182297|3241.833491|677.4790907|-1062.931277|-13.57178303|0.435676666|15.30289992|339.3328129|-827.8787647|0.026340252|-100.1982412|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|1.0|0.0|3.74|4.14|0.17|-9.37|5.6|2.8|2.0|0.0|0.0|1.0|-5.34|5.0|-6.29|0.0|0.0|4.26|0.00217|2.95e-06|0.0|4.27e-10|2.03e-07|-0.05712|5.65|3.8517|-1544.237634|-1544.203968|770.92|321.89|256.95|0.4483899999999999|0.6834100000000001|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586|5.9586
13g_a6|0.0|0|3.457632039|1.424099171|0.0|-0.0961994219999999|4.727387819|2|0.043020833|0.03536788|-0.381325604|-0.002407131|0.073394284|-0.080022038|1|0.061423911|-0.215607882|-0.46487852|0.774238891|0.095969451|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|12.28038897|0.128027951|8.550546653|0.7357333540000001|-1.747038966|76.50577593|0.444443571|2929.039254|607.1336751|-1216.422234|-15.68456028|0.264266646|14.34268783|184.0026638|-846.9662551000001|0.017929016|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|-10.57|4.79|1.13|2.0|0.0|0.0|0.0|-5.56|5.0|-6.31|0.0|1.0|3.47|0.0012|8.8e-06|0.0|2.67e-11|1.15e-08|-0.07536|3.83|3.2472|-1386.611265|-1386.573241|739.55|381.82|207.09|0.38325|0.7034100000000001|0.0105|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245|6.9245
EW7203_a60|0.0|0|0.0|0.604984431|0.0|0.025672274|5.351858133|2|0.041767677|-0.092774356|-0.377182982|0.003099827|0.03824498|-0.051413084|1|-0.1696249719999999|-0.090115975|-0.458129101|0.822401103|0.002441966|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|-49.19385637|13.03554647|0.113924842|8.430183|0.766837077|-1.828300603|73.82739839|0.497298165|2913.880231|573.0312689|-1182.375337|-15.29301513|0.233162923|16.53092404|150.7881632|-764.6507562999999|0.01793256|-345.1309687|1541.885979|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|2.0|4.75|3.21|0.13|-6.7|2.6|2.17|2.0|0.0|0.0|1.0|-5.74|4.0|-6.35|0.0|0.0|3.09|0.000768|1.53e-05|0.0|2e-07|8.51e-05|-0.06188|3.64|3.5192|-1668.025575|-1667.993536|678.83|352.3|247.15|0.40883|0.69857|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|2.5159|9.0|8.0334|8.0334
8e_a46|0.0|0|0.0|1.160371308|2.161814059|-0.205882192|5.533389489|2|0.043238095|-0.126773923|-0.046696417|0.012911107|-0.184317354|-0.016857659|1|-0.203086023|-0.135984209|-0.132524216|0.789844634|-0.241393458|0|0.921352352|-0.053352779|-0.065982313|0.281227001|0.009576086|-27.16690715|4.876083942|0.078647648|2.482871976|0.7492419109999999|-0.989734694|39.62167507|0.444693313|1982.950764|469.146955|-503.9668235|-5.967832774|0.2507580889999999|9.911785304|127.6844779|-256.61680930000006|0.011830243|-253.8248986|672.6356549999999|426.71841|6.023886838999999|0.0|1.0|1.0|1.0|0.0|3.21|2.93|0.32|-6.67|3.9|2.13|0.0|0.0|0.0|1.0|-3.59|3.0|-6.02|1.0|1.0|3.21|0.0782|9.15e-05|0.0|2.16e-07|6.57e-05|-0.03175|3.0|4.5092|-954.9296396|-954.9056294|552.99|274.96|274.96|0.6967|0.6967|0.2162|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915|6.3915
4p_a46|0.0|0|0.0|1.134636977|2.102855253|-0.060700883|5.587248657999999|0|0.046533816|-0.164311513|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|-0.251219946|0.101602982|-0.369670745|0.747019097|-0.078703563|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|0.007398064|-56.55658053|4.195717966|0.094033511|2.379548177|0.87420565|-1.498932241|51.05047787|0.423511708|2257.769185|513.8073925|-850.1003902999998|-9.642472876|0.12579435|10.10955243|71.34266847|-482.1236438|0.006740305|-424.4519674|972.4260993|585.8536976|3.822678404|1.0|0.0|1.0|0.0|1.0|3.89|3.2|0.3|-7.05|5.25|3.2|2.0|0.0|0.0|1.0|-5.8|3.0|-5.09|1.0|1.0|4.25|0.000567|4.03e-06|0.0|8.95e-08|3.2e-05|-0.0393|4.89|3.9958|-1129.65844|-1129.618646|598.19|310.28|226.26|0.43709|0.70138|0.0763|-0.16819|3.6961|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
5_a47|0.0|0|0.0|1.304329328|0.0|0.019688132|0.0|2|0.037492877|0.003858593|-0.390426|-0.012670377|-0.002627182|0.045246333|0|0.0083528919999999|-0.0428873159999999|-0.454659897|0.795032176|0.065981732|1|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|-46.33853208|5.246458665|0.192042245|2.770107005|0.781571204|-1.502972943|62.14504725|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|-10.74353333|0.218428796|11.13432113|115.3294396|-418.9977997|0.017501741|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|1.0|1.0|1.0|2.0|2.67|2.79|0.0|-8.68|5.96|3.26|2.0|0.0|0.0|1.0|-5.65|4.0|-5.19|0.0|1.0|4.29|0.000824|3.18e-06|0.0|2.07e-09|7.590000000000001e-07|-0.05535|4.37|3.7083|-1569.369195|-1569.333281|561.61|334.35|334.35|0.69291|0.69291|0.2108|-0.15419|2.9121|-0.20954|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
11f_a5|0.0|0|2.967866825|1.370797007|0.0|-0.251797205|4.59511985|3|0.021060606|-0.083432989|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|-0.1323098|-0.203228986|-0.230681941|0.756843253|-0.008110526|0|0.847356138|-0.068361657|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|15.41338844|0.152643862|10.72733576|0.5109475960000001|-1.268406334|73.05195434|0.463183664|2853.401015|589.7388387999999|-882.7793242999999|-10.77881574|0.489052404|18.03905985|340.3683339|-614.3924972|0.030351311|-15.23851001|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|-8.67|3.53|1.03|1.0|0.0|0.0|1.0|-3.95|6.0|-6.99|1.0|0.0|2.95|0.0477|5.479999999999999e-05|0.0|2.12e-09|9.06e-07|-0.03862|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|299.8|278.47|0.6593600000000001|0.64937|0.1834|-0.1691|2.1313|-0.20772|0.03804804|-1391.50739|2.9697|12.0|7.9208|7.9208
3f_a32|0.0|1|3.553167045|0.6094207770000001|0.0|0.0067550119999999|5.733341277|0|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.113189563|-0.110286539|3|-0.112493266|-0.133675401|-0.5487283829999999|0.820782305|-0.110248899|1|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|6.707989266|0.125973316|3.78194259|0.78919828|-1.265867765|61.47296003|0.435176082|2273.466801|492.7734095|-713.6921402|-9.580412233|0.21080172|10.89495051|118.8493262|-402.3773138|0.011659458|-326.0981041|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|3.9|3.31|0.28|-7.31|5.63|2.18|2.0|0.0|0.0|1.0|-6.89|3.0|-5.03|0.0|1.0|4.63|4.53e-05|3.96e-06|0.0|4.89e-08|1.73e-05|-0.05315|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|348.58|348.58|0.70255|0.70255|293.0|-0.1474599999999999|3.4678|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
12al_a36|0.0|0|3.469383582|1.297043737|0.0|-0.06777947|5.351858133|2|0.042739018|0.1030147719999999|-0.4908576189999999|0.00127667|-0.074215038|-0.031635802|1|0.172830414|-0.239932418|-0.404703593|0.8344566859999999|0.125005134|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|17.71943397|0.198820783|11.65999569|0.671084645|-1.906487074|86.77628559|0.456856406|2843.740855|527.2034213000001|-1254.533926|-15.28752554|0.328915355|16.15533063|216.4375922|-825.5263792000001|0.025956027|-225.1591357|1869.412355|679.7230552999999|17.07995636|1.0|0.0|1.0|0.0|2.0|4.81|0.0|0.17|-6.69|1.89|1.72|1.0|0.0|0.0|1.0|-3.95|5.0|-6.93|0.0|0.0|1.81|0.0464|8.499999999999999e-05|0.0|2.03e-07|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.479819|-1347.445127|702.95|349.14|319.71|0.6945399999999999|0.70417|0.0095|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188|7.3188
11c_a31|0.0|0|3.336985072|0.6101368770000001|0.0|0.069254998|5.733341277|0|0.037731481|-0.031640011|-0.847114804|-0.011679927|-0.137912959|-0.085216451|2|-0.0512371409999999|-0.16065803|-0.572548808|0.839810365|0.013528742|0|0.564143263|-0.138002689|-0.14043574|0.3608415239999999|0.034256743|-80.82023592|20.06220362|0.435856737|11.74927853|0.676089232|-1.825664624|99.31985763|0.47997061|2470.585429|330.3862551|-1069.186744|-14.56188764|0.323910768|13.95917988|189.6959033|-626.1611682999999|0.029155542|-206.2506659|1581.428448|449.7512005|17.07472346|1.0|0.0|1.0|1.0|2.0|3.51|2.66|0.28|-5.84|3.64|1.03|1.0|0.0|0.0|2.0|-5.11|6.0|-6.56|0.0|1.0|3.04|0.00285|0.000105|0.0|1.45e-06|0.000537|-0.03532|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|321.61|321.61|0.7005899999999999|0.7005899999999999|0.2627|-0.15994|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
7_a1|0.0|0|0.0|1.348826331|2.307091837|-0.055291895|5.777652323|1|0.035718954|-0.048878707|-0.421687222|0.0021597079999999|-0.07233584|-0.024096172|1|-0.077833285|-0.391298966|-0.441054548|0.801577133|-0.048198584|0|0.710959153|-0.083362936|-0.098295453|0.289201649|0.035937867|-40.16416679|17.31482297|0.289040847|8.342261787|0.603382856|-1.179545431|61.72628137|0.452829665|2150.215999|342.53930230000003|-568.3036318|-7.205474633|0.396617144|9.278054953|191.0896839|-273.8080361|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|1.0|1.0|1.0|0.0|3.09|2.83|0.22|-5.64|3.29|1.6|0.0|0.0|0.0|2.0|-3.16|4.0|-6.4|1.0|1.0|2.72|213.0|0.000195|0.0|2.29e-06|0.000698|-0.02433|2.76|4.0504|-1009.509475|-1009.48087|515.2|306.1|306.1|0.69902|0.69902|0.2961|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|0.46|6.3372|6.3372
7c_a8|0.0|0|3.17138259|1.400027586|1.4416758790000002|-0.244222944|4.844187086|1|0.043533333|0.0493777859999999|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|0.079425146|-0.077006275|-0.328286221|0.740795639|0.0092411059999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|19.18974586|0.151076042|12.03370912|0.626902145|-1.6160102369999998|76.40286308|0.492823119|2716.5013510000003|532.3522286|-1013.384819|-13.23925183|0.373097855|15.18314943|233.9661552|-635.4840877|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|0.0|1.0|1.0|3.44|3.1|0.09|-7.76|3.78|1.82|1.0|0.0|0.0|1.0|-5.0|5.0|-6.34|0.0|0.0|3.26|0.00399|2.14e-05|0.0|1.73e-08|6.91e-06|-0.07472|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|394.78|269.17|0.62361|0.70321|0.1779|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
12g_a40|0.0|0|0.0|0.604990688|1.687211672|0.037440516|5.4161004020000005|0|0.036630824|0.167050952|-0.354104815|-0.001011175|0.075327376|-0.211162861|2|0.280045216|0.106286677|-0.512657141|0.769016155|0.020185301|1|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|-49.94706785|6.670206427999999|0.129798543|3.501413627|0.852031227|-1.393299206|59.29860462|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|14.39849078|77.67373972|-383.9305539|0.013442698|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|0.0|0.0|0.0|1.0|3.24|3.2|0.0|-6.63|5.14|3.76|2.0|0.0|0.0|1.0|-6.46|3.0|-4.91|0.0|1.0|4.4|0.000124|1.62e-06|0.0|2.37e-07|8.57e-05|-0.07424|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|392.64|308.23|0.67055|0.6988|0.2682|-0.13191|1.9175|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403|6.1403
8_a47|0.0|0|0.0|1.24688044|0.0|0.003732288|5.476463552|2|0.0363475179999999|-0.087101663|-0.391797226|-0.008756|-0.153669322|-0.14203855|0|-0.177626636|-0.003223628|-0.4497577479999999|0.7847248109999999|-0.035681436|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|-44.09728708|5.043798869|0.150243126|2.928269795|0.819702033|-1.646676195|60.62152862|0.414302597|2621.772106|493.3419136|-956.0080185|-12.06582525|0.180297967|11.08581716|104.6752861|-555.0279614|0.012935553|-371.2177396|1166.287236|559.4973856|7.509972037000001|1.0|1.0|1.0|1.0|2.0|3.02|3.21|0.13|-9.25|6.77|3.9|2.0|0.0|0.0|1.0|-6.59|4.0|-4.79|0.0|1.0|5.03|0.000104|6.490000000000001e-07|0.0|5.62e-10|2.28e-07|-0.05495|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|337.87|337.87|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
12aa_a30|0.0|0|0.0|0.604983643|0.0|-0.101407312|5.351858133|2|0.043854875|-0.014017531|-0.539735362|0.003529389|0.059360681|-0.007369513|1|-0.023695642|-0.207153446|-0.394520145|0.809127478|0.024991407|0|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|0.030906491|-54.50378741|21.58471858|0.1873486869999999|15.0745057|0.630759573|-1.925999268|91.51563481|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|-16.48066156|0.369240427|16.21199661|257.8730361|-939.3977091|0.029670025|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|-6.83|2.63|2.2|2.0|0.0|0.0|1.0|-5.61|6.0|-6.39|0.0|0.0|2.52|0.00113|9.94e-06|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|748.78|357.9|238.78|0.30341|0.68642|0.1506|-0.1472099999999999|5.8962|-0.19687|0.03443621|-1804.582558|6.4878|8.0|8.1135|8.1135
15_a3|0.0|0|0.0|0.619596467|0.0|0.079167398|4.727387819|3|0.045993266|-0.182934001|-0.289938297|-0.006419472|0.126641951|0.021805556|0|-0.325227172|-0.039798975|-0.505519936|0.813015336|-0.103599654|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-47.26593592|4.04445331|0.221091166|2.070175472|0.850327497|-1.50667999|60.30684851|0.461565365|2116.88728|398.6887321|-771.2023653|-9.868603355|0.149672503|9.975434973|76.61068671|-394.7441342|0.010200078|-358.6340772|906.9474625|402.781061|5.220965278|1.0|1.0|1.0|1.0|1.0|4.12|0.0|0.24|-5.78|1.56|0.96|0.0|0.0|0.0|2.0|-2.77|5.0|-7.35|0.0|0.0|1.2|547.0|0.000951|0.0|1.66e-06|0.000535|-0.06319|2.33|3.7072|-1328.688126|-1328.665275|553.81|334.44|206.37|0.2843199999999999|0.67902|0.0173|-0.1576|1.9539|-0.22079|0.0228507|-1328.581677|2.3271|25.0|7.6021|7.6021
14e_a25|0.0|0|0.0|1.4200152069999998|1.5926486519999998|0.039261746|4.727387819|2|0.0389622639999999|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|0.011176663|1|0.010976703|0.025802692|-0.50909623|0.776960216|-0.144369439|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|0.448918026|0.015024526|-73.99302943|10.99497534|0.275949567|8.046143033|0.806446896|-2.2100168680000003|84.60373462|0.491527882|3126.080106|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|16.63781964|141.642515|-1183.53898|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|1.0|2.0|3.62|2.72|0.07|-9.14|4.02|1.69|1.0|0.0|0.0|1.0|-5.14|5.0|-6.96|0.0|0.0|3.02|0.00337|1.86e-05|0.0|7.31e-10|3.38e-07|-0.0538|6.51|3.9613|-1521.012915|-1520.964156|760.96|312.99|212.19|0.31019|0.69958|0.0007|-0.15787|5.3651|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249|7.1249
47k_a18|0.0|0|0.0|1.25117623|0.0|0.029145635|4.844187086|0|0.033777778|-0.017736343|-0.5135996820000001|0.003047962|-0.02822032|-0.008576013|0|-0.026672956|-0.421027889|-0.451417954|0.721697829|0.022512501|0|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|11.91029894|0.169064596|9.406543039|0.7153044209999999|-2.208671853|84.23875372|0.467246896|3245.964586|656.2580564|-1744.369889|-18.87222501|0.284695579|18.35217454|224.8475227|-1377.672426|0.018313855|-340.0872332|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|1.0|2.0|4.66|0.0|0.3|-8.44|3.17|2.82|3.0|2.0|1.0|1.0|-5.84|4.0|-6.41|0.0|0.0|2.53|0.000742|4.65e-06|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|8.45|3.0948|-1664.756029|-1664.728002|842.29|400.63|400.63|0.69823|0.69823|0.5920000000000001|-0.1277599999999999|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
5_a4|0.0|0|0.0|1.343864516|2.166832955|-0.196773454|5.4161004020000005|2|0.035994832|0.012532807|-0.0607990979999999|0.011630756|-0.050389825|-0.134215501|1|0.0202481919999999|-0.076189222|-0.164263889|0.767615203|-0.165454845|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|4.324106888|0.056851498|2.323516519|0.807351587|-1.159259431|41.76764149|0.413773331|2282.291204|506.7916175|-622.9167106000001|-7.276482574|0.192648413|9.823391314|103.5177395|-334.71819839999995|0.009538616|-330.3047347|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|0.0|3.27|3.08|0.23|-7.96|4.67|2.88|1.0|0.0|0.0|1.0|-4.57|3.0|-5.57|1.0|1.0|3.89|0.00925|1.4499999999999998e-05|0.0|1.09e-08|3.71e-06|-0.04892|3.71|4.0239|-1069.27374|-1069.251223|595.55|308.12|255.2|0.60407|0.6019899999999999|67.0|-0.16965|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
12_a47|0.0|1|2.903215905|1.304330736|0.0|-0.155854903|4.59511985|2|0.036632997|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|0.0295267039999999|1|0.003417588|-0.015039637|-0.326846977|0.8288334490000001|0.055943216|1|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|0.018014416|-44.18983348|9.382250925|0.2159289589999999|4.886454935|0.680723821|-1.1940921|61.09751253|0.4792593739999999|2266.78114|408.3591283|-621.9059029|-9.25429818|0.319276179|13.52358352|166.28511369999998|-323.9004363|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|1.0|1.0|1.0|2.0|2.73|1.67|0.0|-8.11|4.98|2.6|0.0|0.0|0.0|1.0|-4.51|4.0|-5.94|1.0|1.0|3.37|0.0106|2.77e-05|0.0|7.69e-09|2.61e-06|-0.0623|3.01|3.9538|-1488.101254|-1488.064043|537.79|313.58|288.96|0.66387|0.68557|0.2241|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
14x_a23|0.0|1|0.0|1.197963189|3.101221922|0.0944818319999999|5.351858133|2|0.04314059|0.05740118|-0.335030301|0.003379755|-0.075184011|-0.0229244|2|0.160327487|-0.206574435|-0.443633823|0.802520527|-0.035031888|1|0.7768288609999999|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-46.97594633|14.64350681|0.223171139|9.704599953|0.722211323|-1.6006371069999998|70.40248829|0.468120981|3071.48868|514.8229467|-1060.780249|-14.95753786|0.277788677|14.62325432|184.0971574|-703.0042792|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|0.0|1.0|3.42|3.42|0.05|-7.93|5.14|3.78|2.0|1.0|0.0|1.0|-5.68|6.0|-6.35|0.0|0.0|4.06|0.0009369999999999|5.41e-06|0.0|1.17e-08|5.23e-06|-0.08216|3.97|3.6941|-1828.393372|-1828.371718|675.21|335.63|305.07|0.6757|0.62836|0.3057|-0.15259|5.7933|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
3h_a32|0.0|1|3.579396967|0.609420752|0.0|0.01077056|5.733341277|0|0.037731481|0.014517903|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|0.025035542|-0.122769653|-0.531669815|0.7926338540000001|-0.169197453|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|6.98327435|0.12119737|4.372100625|0.7734940029999999|-1.324325944|62.63332945|0.4089962629999999|2398.020434|550.2022886|-829.1363044|-10.81473143|0.226505997|13.71739929|141.8112711|-519.1071084|0.011751781|-342.4592076|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|1.0|3.65|3.88|0.35|-8.47|6.24|2.64|2.0|0.0|0.0|1.0|-8.23|3.0|-4.29|0.0|1.0|5.4|2.24e-06|7.140000000000001e-07|0.0|3.37e-09|1.29e-06|-0.05318|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|348.74|348.74|0.70257|0.70257|0.2926|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
13a_a30|0.0|0|0.0|0.604984129|0.0|0.113424769|5.351858133|2|0.042560386|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|-0.0351777|1|-0.065043716|0.006103754|-0.5640209589999999|0.8303425640000001|0.019603815|0|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-74.02777574|12.53013554|0.303605444|8.456950359|0.799862466|-2.27014041|88.22659517|0.4661332179999999|3002.811441|470.0167988|-1532.183327|-19.5115996|0.2001375339999999|15.1104742|135.07860209999998|-1034.114779|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|-6.19|1.72|2.06|1.0|0.0|0.0|1.0|-5.01|5.0|-7.05|0.0|0.0|1.91|0.00427|5e-05|0.0|6.520000000000001e-07|0.000288|-0.0555|4.54|3.5288|-1744.491614|-1744.4457100000002|721.66|351.35|245.34|0.26119|0.6845600000000001|0.1603|-0.14953|0.7158|-0.20503|0.04590378|-1744.281248|1.4855|14.0|7.8665|7.8665
