molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12v_a36|0|0.0|0|7.412764017000001|2|0.0|-0.008411281|-0.04314418|0.041767677|0.0|1|1|0.003077071|0.123026459|-0.401336708|0.828393514|-0.041914045|0.84179881|-0.105200486|0.334379501|0.027145269|-51.4172081|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|88.07013157|-21.78731129|2846.057239|527.7920397|-1176.51481|2328.221818|8.456596706000001|15.71271745|6065.593390999999|244.9490697|34.71221847|0.02867403|-167.9576969|1.0|0.0|0.0|1.0|2.0|4.82|0.0|0.17|17.0|2.77|1.72|1.0|0.0|0.0|1.0|6.0|-3.95|-6.93|0.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|35.0|2.65|0.0|0.0|2.03e-07|-0.05219|3.8847|2.65|-1347.475543|-1347.442792|671.56|1150.38|334.77|0.4247|0.69298|0.7016100000000001|-1347.2000369999998|0.0223|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
15_a3|0|0.0|0|6.823286122000001|1|0.0|-0.006742751|-0.092127078|0.045993266|1.809035179|0|0|-0.004459728|-0.325227172|-0.505519936|0.813015336|0.036380489|0.911346861|-0.107619999|0.451058529|0.007901554|-47.26593592|-0.037667|-28.19600959|2.070175472|0.0|0.850327497|60.30684851|-19.28005913|2116.88728|398.6887321|-771.2023653|1433.713715|5.371119692000001|9.975434973|4617.470007|76.61068671|22.67368656|0.010200078|-358.6340772|1.0|1.0|0.0|1.0|1.0|4.12|0.0|0.24|16.0|2.21|0.96|0.0|0.0|0.0|2.0|2.0|-2.77|-7.35|0.0|0.0|0.0|1.2|-3.02|0.0017|547.0|306.0|1.28|0.0|0.0|1.66e-06|-0.06319|6.0077|2.33|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.1576|1.9539|-0.22079|0.0228507|-1328.581677|2.3271|25.0|7.6021|7.6021
16a_a10|0|0.0|1|7.535296702|1|2.041062372|-0.00230615|0.023926176|0.0334858389999999|2.009832665|1|1|0.011558506|-0.133979603|-0.1948324069999999|0.772481675|-0.008879187|0.72613292|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-0.026063936|-36.90194151|6.652715932|99.81657855|0.7270593190000001|63.53441386|-18.049219|2862.681038|634.4309626|-1119.0515779999998|1823.310808|8.531706024|15.88633689|6366.0631060000005|189.0108247|24.82496066|0.014796066|-314.4761648|1.0|1.0|1.0|1.0|0.0|4.11|4.46|0.3|21.0|4.73|2.47|3.0|0.0|0.0|1.0|9.0|-5.22|-5.91|0.0|1.0|1.0|4.24|-5.17|6e-06|0.00264|0.00297|4.33|0.0|0.0|3.18e-09|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|760.0|1310.44|320.22|0.3843|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
3b_a49|0|0.0|1|7.535296702|1|2.104186262|-0.0057605869999999|-0.055724324|0.034155556|1.844602991|1|1|0.001356445|-0.151131362|-0.405529602|0.794997634|0.006213385|0.749565191|-0.0846496|0.482434361|0.013576151|-54.04959517|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|0.656865946|64.91785551|-16.92803342|2660.339607|458.224537|-880.2577376|1796.6760370000002|7.236413572000001|13.85181805|5934.158315|209.89391040000004|25.77091035|0.021477952|-191.9087104|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|21.0|3.16|1.25|1.0|0.0|0.0|1.0|6.0|-3.53|-7.42|0.0|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|102.0|1.84|0.0|0.0|2.64e-08|-0.06115|4.6669|3.4|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|0.1978|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|0.0368692|-1293.106236|3.1637|25.0|7.6021|7.6021
12q_a36|0|0.0|0|7.412764017000001|2|0.0|-0.00761082|-0.043678703|0.042804233|0.0|1|1|0.0010871589999999|0.1161527719999999|-0.441747876|0.828371596|-0.074349074|0.8065052890000001|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|-0.038175515|-44.31949385|7.758093617|0.0|0.768692389|80.15866795|-24.67976947|2786.514757|536.0103834|-1233.988474|2380.245597|7.546533709|14.69971555|6040.52496|149.536123|32.10617123|0.017949083|-347.4093916|1.0|0.0|0.0|1.0|2.0|4.74|0.0|0.14|17.0|3.35|2.51|1.0|0.0|0.0|1.0|5.0|-4.44|-6.49|0.0|1.0|1.0|2.34|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|-0.05602|5.2375|3.79|-1692.544456|-1692.5102989999998|683.51|1148.35|320.77|0.4239|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218|8.2218
1b_a5|0|0.0|0|6.605297921|0|0.0|-0.00279809|-0.061874543|0.0248765429999999|0.0|1|1|0.003708988|-0.220946861|-0.231956531|0.759794937|-0.054153474|0.558485747|-0.077221824|0.341795323|0.010803163|-39.38248661|-0.031306145|-19.56938257|2.737713392|0.769931305|0.7324812509999999|48.55415504|-15.75970652|2171.716467|407.1693177|-583.1091414|919.9167129|6.11909445|11.64312636|4577.125071|134.6705884|21.51550842|0.019229427|-234.0649914|1.0|1.0|0.0|1.0|1.0|2.75|1.81|0.0|23.0|4.88|2.29|0.0|0.0|0.0|1.0|3.0|-3.97|-5.99|0.0|1.0|1.0|3.38|-4.3|0.000106|0.0336|0.0157|3.16|0.0|0.0|4.99e-09|-0.04135|4789.0|3.1|-1050.538976|-1050.506509|536.59|892.61|266.74|0.3101|0.5153800000000001|0.43728|-1050.413506|87.0|-0.1892|2891.0|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
14aa_a23|1|0.0|2|7.423568444|0|3.4143268310000003|-0.005050361|-0.026892547|0.046678487|0.758549568|2|2|0.012103325|0.055934795|-0.4506138879999999|0.75434493|-0.070471939|0.693959193|-0.076107469|0.204831806|0.018016316|-35.51947393|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|61.21989213|-21.51484958|2941.302235|629.3423691|-1140.287028|2263.821505|8.000512184|15.78173785|6651.23042|138.4803717|27.00633206|0.013786041|-404.0660854|0.0|0.0|1.0|1.0|1.0|3.63|3.68|0.12|26.0|4.4|3.45|2.0|1.0|0.0|1.0|5.0|-6.23|-5.92|0.0|0.0|0.0|4.1|-5.55|5.9e-07|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
12bg_a36|0|0.0|0|7.412764017000001|2|0.0|-0.0076819|-0.044573523|0.044197531|0.0|1|1|-0.00097037|0.097928606|-0.4459167329999999|0.836170906|-0.033696875|0.771220556|-0.102664465|0.543472602|0.019606406|-51.74990566|-0.036959207|-48.31008346|9.22604612|14.85588272|0.747867728|83.78068847|-25.35312333|2925.402039|576.6383913|-1267.656166|2915.548359|7.549463377|14.04434294|6753.439903|172.9566471|33.900544700000005|0.01946912|-340.0625449|1.0|0.0|1.0|1.0|2.0|4.75|0.0|0.14|17.0|3.99|2.99|2.0|0.0|0.0|1.0|5.0|-5.08|-6.26|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|-0.0542299999999999|3.8944|4.42|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.4409|0.69395|0.69395|-2151.914954|0.4409|-0.15743|6.6844|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
15b_a50|1|0.0|2|7.934155233999999|1|4.112770601|-0.0045393|-0.05484142|0.032843915|2.018777006|2|2|0.005203263|-0.17223348|-0.310946931|0.8259784720000001|-0.216393362|0.764606364|-0.080700307|0.447220762|0.020083792|-47.20879251|-0.028069672|-26.37622116|6.564219549|0.0|0.639017342|60.03646705|-16.04745006|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|6.89125222|13.22671714|5205.2135960000005|206.3740238|25.11269883|0.024313507|-158.95261259999998|1.0|1.0|1.0|1.0|1.0|3.56|2.11|0.19|20.0|2.71|1.66|1.0|0.0|0.0|2.0|5.0|-3.18|-6.98|0.0|1.0|1.0|2.37|-3.6|0.000654|0.2339999999999999|0.0891|2.11|0.0|0.0|1.92e-06|-0.0333399999999999|4.0561|2.08|-1160.4989460000002|-1160.463663|613.37|1035.3|305.67|0.1796|0.65917|0.65917|-1160.275856|0.1796|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
12b_a30|0|0.0|0|7.412764017000001|2|0.0|-0.007353271|-0.06631353|0.042804233|0.0|1|1|0.002064369|-0.165287712|-0.468842459|0.824373792|-0.1240820219999999|0.64876559|-0.09915679|0.383979687|0.017341789|-53.05077947|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|73.02913136|-24.41577808|2849.095245|485.6272203|-1196.373126|2347.979099|7.393647884|13.88809428|6275.380072|127.9443353|30.57626261|0.01584525|-379.1359902|1.0|0.0|1.0|1.0|1.0|4.63|0.0|0.14|17.0|4.25|3.2|2.0|0.0|0.0|1.0|5.0|-5.39|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|-0.05351|5.0567|4.07|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|0.2079|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543|8.1543
5b_a40|0|0.0|1|8.149890544|0|1.616656116|-0.0049439079999999|0.064329005|0.044946237|0.7222376540000001|2|2|0.006372485|-0.164084255|-0.389789991|0.817071232|0.029485257|0.503365018|-0.091267779|0.313503463|0.019116586|-38.64461938|-0.036507111|-22.96968039|4.811137897|49.25022097|0.829018186|52.08187888|-18.31454812|2126.9310920000003|442.1045286|-549.4364437|764.9528181|6.521443259|12.47657231|4813.179854|85.77656597|22.09185326|0.012549086|-330.1175669|1.0|0.0|1.0|0.0|0.0|3.13|2.82|0.21|14.0|4.93|2.89|1.0|1.0|0.0|2.0|3.0|-5.43|-5.42|0.0|0.0|1.0|3.83|-4.84|3.69e-06|0.00125|0.00488|4.14|0.0|0.0|5.65e-06|-0.07069|3.9759|5.62|-2096.782087|-2096.767375|515.23|847.01|311.84|0.3005|0.59928|0.59928|-2096.707754|0.3005|-0.15999|7.2947|-0.23068|0.01471235|-2096.757832|9.3069|64.0|7.1938|7.1938
9b_a31|0|0.0|0|7.765993078999999|1|0.0|-0.0141390689999999|-0.070525429|0.03995614|0.0|2|2|-0.001981487|-0.075191042|-0.554573699|0.852813666|-0.154083843|0.77051712|-0.131125311|0.241728566|0.034595809|-63.73317225|-0.039058603|-49.30281875|13.00794571|552.0968813|0.689175183|95.78862992|-23.95020956|2534.356888|410.2957125|-1125.659849|1711.969694|8.097516252|15.2652837|5524.468603|190.5935925|34.75199071|0.025089192|-231.99935|1.0|1.0|1.0|1.0|2.0|3.58|2.76|0.32|16.0|5.26|0.86|1.0|0.0|0.0|1.0|7.0|-4.76|-6.77|0.0|0.0|1.0|3.0|-3.86|1.76e-05|0.00675|0.0527|2.64|0.0|0.0|1.44e-07|-0.0422899999999999|5.5119|4.69|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|0.41622|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
47k_a18|0|0.0|0|7.03438793|1|0.0|-0.0067578909999999|-0.0605329409999999|0.033777778|0.0|0|0|0.00493127|-0.026672956|-0.451417954|0.721697829|-0.014398731|0.737517943|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|-0.030255779|-55.10689702|9.406543039|58.77865447|0.7153044209999999|84.23875372|-23.89547793|3245.964586|656.2580564|-1744.369889|2009.418849|9.777177947|18.35217454|7575.637462000001|224.8475227|33.40602576|0.018313855|-340.0872332|1.0|1.0|1.0|1.0|2.0|4.66|0.0|0.3|18.0|2.39|2.82|3.0|2.0|1.0|1.0|11.0|-5.84|-6.41|0.0|0.0|0.0|2.53|-5.33|1.44e-06|0.000742|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|-0.04359|3.0948|8.45|-1664.756029|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
11_a3|0|0.0|0|6.823286122000001|0|0.0|-0.01008647|-0.127546771|0.042795699|1.710245969|1|1|-0.005959152|-0.194041982|-0.577616902|0.724492061|-0.04179402|0.834020779|-0.099420732|0.175996916|0.014376713|-45.19136777|-0.0391657429999999|-22.2443844|3.216644354|80.34769756|0.752484736|57.08178682|-18.52584757|2097.896727|367.9098016|-611.3529698|1105.41974|5.475372235|10.29352296|4487.967272999999|117.0775712|24.61956593|0.021256639|-238.8563772|0.0|1.0|1.0|1.0|1.0|3.19|2.07|0.0|21.0|3.79|0.8|0.0|0.0|0.0|1.0|2.0|-4.08|-6.59|0.0|0.0|1.0|2.46|-3.71|8.37e-05|0.0256|0.0601|2.22|0.0|0.0|3.06e-07|-69.0|3.2232|2.12|-1288.195105|-1288.165162|508.58|834.82|384.66|0.4441|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
13a_a5|0|0.0|0|6.605297921|0|0.0|-0.006081807|-0.033436214|0.023989899|0.0|1|1|0.003196482|-0.012798693|-0.367284642|0.8045357209999999|-0.048575318|0.720100768|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|-0.0279752339999999|-34.78546088|6.938219155|39.93934134|0.598791539|72.13276165|-18.01047283|2657.14588|493.6342317|-918.5341141|1314.232685|8.571729592999999|15.89940424|5628.9694|258.29825730000005|30.07803494|0.02811638|-127.2041084|1.0|1.0|1.0|1.0|2.0|3.07|2.46|0.13|23.0|4.39|0.95|2.0|0.0|0.0|1.0|8.0|-3.77|-7.18|0.0|0.0|1.0|2.71|-3.74|0.000169|0.0675|0.0734|2.19|0.0|0.0|1.26e-09|-0.05534|4.6285|3.81|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|0.41806|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0|7041.0
20b_a10|0|0.0|1|7.535296702|1|2.103422978|-0.007463406|-0.073703704|0.035818182|1.854149459|1|1|0.002637529|-0.049452599|-0.450145946|0.761071345|-0.022843761|0.6980623109999999|-0.088479815|0.6741049840000001|0.013038163|-60.68950774|-0.033783202|-36.12803002|5.323735696|91.02309592|0.7616213270000001|67.46831286|-21.58742537|3085.433676|480.905232|-1187.308396|2257.777328|7.554743755|13.838742600000002|7173.225184999999|152.3236842|28.34404003|0.0171045989999999|-334.3514234|1.0|1.0|1.0|1.0|1.0|3.54|3.15|0.11|27.0|4.23|2.41|2.0|0.0|0.0|1.0|5.0|-5.22|-6.53|0.0|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|0.00364|3.52|0.0|0.0|1.1699999999999999e-09|-0.0578399999999999|5.9354|4.88|-1465.62724|-1465.587932|687.84|1218.74|317.8|0.2782|0.3246|669.0|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
23_a10|0|0.0|1|7.535296702|1|2.140123457|-0.00264793|0.012558932|0.036666667|1.981673861|1|1|0.010662507|-0.0502296329999999|-0.233801237|0.754150918|-0.043248272|0.706648116|-0.072395864|0.535680357|0.009615852|-35.17017083|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|60.76548004|-19.02262196|3103.831885|648.2471057|-1179.402562|1945.384475|8.755988318|17.02048484|7034.375112000001|169.14354509999998|24.9903188|0.013394095|-370.018179|1.0|1.0|1.0|1.0|0.0|3.8|4.13|0.21|27.0|5.11|2.99|2.0|0.0|0.0|1.0|6.0|-5.38|-5.93|0.0|0.0|1.0|4.5|-5.7|4.19e-06|0.00193|0.000923|4.48|0.0|0.0|1.44e-10|-53.0|3.8034|3.9|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
8e_a46|0|0.252655541|1|7.727094485|1|2.161814059|-0.001015139|0.000950213|0.043238095|0.0|1|1|0.0123581919999999|-0.203086023|-0.132524216|0.789844634|-0.024620704|0.668786636|-0.065982313|0.281227001|0.009576086|-27.16690715|-0.023017086|-17.10778729|2.482871976|53.05984592|0.7492419109999999|39.62167507|-11.72015869|1982.950764|469.146955|-503.9668235|1415.320228|5.504080656|9.911785304|4239.252176|127.6844779|15.64268965|0.011830243|-253.8248986|0.0|1.0|0.0|1.0|0.0|3.21|2.93|0.32|17.0|4.09|2.13|0.0|0.0|0.0|1.0|2.0|-3.59|-6.02|0.0|1.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|0.0279|3.01|0.0|0.0|2.16e-07|-0.03175|4.5092|3.0|-954.9296396|-954.9056294|552.99|933.3|274.96|0.2162|0.6967|0.6967|-954.743261|0.2162|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915|6.3915
4k_a46|0|0.173180233|1|7.825245291|1|2.145043462|-0.0049602|-0.088084767|0.0510113959999999|0.0|1|1|0.006050983|-0.158788415|-0.3860697829999999|0.7477594870000001|-0.141706595|0.784722915|-0.086581945|0.260665072|0.007038271|-49.65634024|-0.0306644389999999|-25.25406274|2.052909907|0.0|0.8732380740000001|50.48291318|-16.56101615|2104.876032|474.67574630000007|-794.928775|1912.936687|5.726809252000001|9.829220349|4685.0322320000005|68.46061366|18.96506421|0.006892404|-403.1511415|1.0|1.0|0.0|1.0|1.0|3.8|3.03|0.33|17.0|4.26|2.84|1.0|0.0|0.0|1.0|2.0|-4.82|-5.46|0.0|1.0|1.0|3.79|-4.83|1.5e-05|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.01712|5.4228|4.52|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|0.39943|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
22_a47|1|0.0|1|6.86171134|0|1.202720059|-0.010579222|-0.150248628|0.043695652|1.016903613|1|1|-0.004332497|-0.077468004|-0.538310301|0.831122912|0.004104478|0.591185263|-0.089280419|0.573087958|0.022154032|-47.64347429|-0.031744149|-31.08378631|7.713126784|54.21581266|0.6096864479999999|71.28682035|-18.73063655|2692.510471|412.2379505|-842.8786448999999|1494.441201|6.9553262170000005|12.91589555|6107.923371|230.3045281|30.72175314|0.031534452|-129.440987|0.0|1.0|1.0|1.0|2.0|3.31|3.16|0.1|21.0|3.07|2.97|1.0|0.0|0.0|1.0|5.0|-4.44|-6.58|0.0|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|0.0164|3.0|0.0|0.0|2.06e-08|-0.0612399999999999|4.7954|4.4|-1375.05033|-1375.021925|605.12|1027.32|308.65|0.3367|0.50316|0.68312|-1374.857521|0.0799|-0.16704|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
11a_a31|0|0.0|0|7.773594467000001|1|0.0|-0.02376325|-0.259732443|0.044949495|0.0|2|2|-0.017433557|-0.149933348|-0.563537536|0.8433024170000001|-0.030335912|0.819138461|-0.161027639|0.271818874|0.041435152|-76.64827023|-0.056833284|-41.01552988|10.55399384|71.03772901|0.735254945|97.23036756|-28.68314085|2288.9694010000003|245.6599349|-975.2267888|1769.346573|5.791411901|10.5643234|4940.657452|133.6139513|39.01114987|0.031626337|-237.4612264|0.0|0.0|1.0|0.0|2.0|3.26|2.16|0.13|16.0|3.93|0.57|0.0|0.0|0.0|2.0|3.0|-4.81|-6.51|0.0|0.0|1.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.0531|2.53|0.0|0.0|2.22e-05|-0.05074|3.8042|3.97|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|0.04099365|-1441.37897|8.9667|0.19|6.7212|6.7212
6_a47|0|0.0|0|0.0|0|0.0|-0.008723045|-0.1738997619999999|0.042276423|1.291219116|0|0|-0.0094242819999999|-0.302730533|-0.459934519|0.786041178|0.062425042|0.672308592|-0.096689626|0.446564415|0.009820713|-43.43026699|-0.036834143|-28.411587800000003|2.885749555|0.0|0.7943908059999999|60.76103606|-19.96679614|2431.668154|456.3812788|-838.6054381|1577.98246|6.480620646|10.90843226|5766.962611999999|111.4552019|25.13472712|0.0154005|-319.1626428|1.0|1.0|0.0|1.0|2.0|2.82|2.91|0.05|22.0|5.24|3.48|2.0|0.0|0.0|1.0|3.0|-6.02|-5.02|1.0|0.0|1.0|4.59|-5.79|9.53e-07|0.000362|0.000619|5.06|0.0|0.0|8.71e-10|-0.05354|5.5188|4.69|-1608.684886|-1608.652005|576.56|990.85|333.32|0.2536|0.30468|0.69305|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|0.03288085|-1608.554019|4.2153|13.0|7.9|7.9
3c_a12|0|0.0|0|6.555356892000001|1|0.0|-0.009252756|-0.058516436|0.039605735|0.0|1|1|-0.001825446|-0.267255164|-0.545592465|0.826033688|-0.10295082|0.859899236|-0.099327724|0.242114395|0.013219706|-36.28720467|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|61.16334136|-17.19277136|2186.344105|426.9566009|-653.3253118|1139.340748|6.231995392999999|10.88288188|4629.005722|148.9927848|24.36878988|0.02155815|-207.9738085|1.0|1.0|1.0|0.0|1.0|3.94|2.78|0.12|17.0|4.01|1.82|0.0|0.0|0.0|1.0|3.0|-4.22|-6.18|0.0|0.0|1.0|2.76|-4.0|6.06e-05|0.0194|0.0318|2.91|0.0|0.0|1.67e-07|-0.07463|3.9848|2.56|-1327.498519|-1327.471862|544.65|894.36|345.72|0.4687|0.43415|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
4n_a46|0|0.126268818|1|7.825245291|1|2.093595994|-0.004696854|-0.036492128|0.045335917|0.0|1|1|0.0042595609999999|-0.349865095|-0.369211845|0.722331115|-0.088858764|0.7427183759999999|-0.085838139|0.371438024|0.008424451|-56.80797266|-0.031047837|-25.91889741|2.543769935|0.0|0.863203663|51.4039205|-17.06080312|2195.786424|496.2788787|-801.8577467|2116.313581|5.666371466|9.921794991|4955.374473|75.1696593|19.76451658|0.0077084869999999|-399.1612105|1.0|0.0|1.0|1.0|1.0|3.75|2.84|0.27|17.0|4.33|2.99|1.0|0.0|0.0|1.0|2.0|-5.43|-5.26|0.0|1.0|1.0|3.9|-5.1|3.75e-06|0.00129|0.00273|4.41|0.0|0.0|2.14e-07|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|578.83|1011.66|313.65|253.0|0.41625|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|8773.0|5194.0|5.2845|5.2845
14p_a23|1|0.0|2|7.423568444|0|3.3252287430000003|-0.005975594|0.006191846|0.045165485|0.733042138|2|2|0.009266617|0.080581604|-0.4510651779999999|0.799506006|-0.090287278|0.669357479|-0.080784473|0.223758613|0.0221104079999999|-42.52653933|-0.033660197|-36.77082544|10.06403753|84.65359899|0.751638299|67.36602512|-22.70933393|3010.721939|623.0226425|-1090.0480289999998|2170.5738260000003|9.014073839|16.84664803|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|0.0|0.0|1.0|1.0|1.0|3.48|3.28|0.04|26.0|3.4|2.39|1.0|1.0|0.0|1.0|5.0|-5.68|-6.62|0.0|0.0|0.0|3.25|-4.9|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|0.0|3.39e-08|-0.09046|3.5752|3.29|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
5d_a40|0|0.0|1|8.149890544|0|1.601200869|-0.005662681|0.0418378229999999|0.044526749|0.716041667|2|2|0.006642869|-0.259985037|-0.399968083|0.8092726020000001|0.0451110059999999|0.483934049|-0.094277694|0.049855551|0.022027556|-39.55506228|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|49.97858532|-17.30589257|1974.583878|346.0207917|-519.1767771000001|511.3769101|6.288958592999999|12.09256826|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|1.0|0.0|1.0|0.0|0.0|3.02|2.56|0.21|14.0|4.08|2.25|0.0|1.0|0.0|2.0|3.0|-4.23|-5.94|0.0|1.0|1.0|3.1|-3.82|5.9e-05|17.0|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|-0.06796|3.7374|4.61|-1276.833831|-1276.817151|473.48|765.69|331.74|0.4493|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|9.2439|19.0|7.7212|7.7212
