molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13d_a6|0|0.0|0|7.412764017000001|1|0.0|-0.010665225|-0.0122495089999999|0.041728395|0.0|1|1|-0.000899678|0.126028544|-0.49314765|0.786837131|-0.187174391|0.7995080809999999|-0.110731261|0.19992155|0.030793771|-63.04181168|-0.039696112|-51.34295409|14.27820079|564.780402|0.769432845|88.02705449|-27.03045032|2882.382522|536.999346|-1432.613867|3075.022992|9.086171078|15.47559904|6185.117192000001|157.0011174|35.13035671|0.018542644|-366.9322097|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.16|23.0|5.38|1.5|2.0|0.0|0.0|1.0|6.0|-5.95|-5.88|0.0|0.0|1.0|3.74|-5.27|1.11e-06|0.000471|0.00229|4.23|0.0|0.0|3.96e-10|-0.05252|4.85|4.5|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437|6.4437
12f_a31|0|0.0|0|7.765993078999999|1|0.0|-0.011835152|-0.033056721|0.03703252|0.0|2|2|0.000889251|0.068054139|-0.551471017|0.8167107029999999|-0.029803241|0.7730604259999999|-0.118239376|0.262896936|0.027617942|-68.14417693|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|0.686882955|97.53070764|-23.56842919|2710.311963|489.0460499|-1319.832035|1805.921786|9.859605078|19.05849748|5845.744358|218.4455813|34.31214739|0.021559868|-260.7571603|1.0|1.0|1.0|1.0|2.0|3.86|3.78|0.41|16.0|6.43|1.53|3.0|0.0|0.0|1.0|10.0|-5.98|-6.19|0.0|0.0|1.0|4.01|-4.63|1.05e-06|0.0004469999999999|0.0101|3.82|0.0|0.0|9.53e-09|-0.03317|3.8305|5.39|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|0.7006600000000001|0.7006600000000001|-1696.466804|0.2664|-0.15894|1.8803|-0.19211|0.04363832|-1696.53373|3.3538|0.13|6.8861|6.8861
7s_a46|0|0.218897825|1|7.727094485|1|2.117265684|-0.005351046|-0.076841616|0.044509804|0.0|1|1|0.005577925|-0.327656845|-0.3638523629999999|0.770312275|-0.030371026|0.768056188|-0.083011849|0.249893305|0.008871171|-48.61321955|-0.031623562|-20.9694955|2.240932895|0.0|0.8198874559999999|47.36217237|-15.894055599999998|1982.695462|431.6285339|-667.5503351|1619.4591|5.565371272|9.829721631|4245.390306|90.5248694|19.38565529|0.01122216|-321.55195330000004|0.0|1.0|0.0|1.0|1.0|3.08|2.33|0.26|17.0|3.65|2.39|0.0|0.0|0.0|1.0|2.0|-4.07|-5.81|0.0|1.0|1.0|3.12|-4.24|8.590000000000001e-05|0.0262|0.0176|3.32|0.0|0.0|8.39e-07|-0.02024|5.2972|3.54|-974.8067569|-974.7707066|539.99|916.7|288.81|0.4164|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|3.6655|1985.0|5.7022|5.7022
12ak_a36|0|0.0|0|7.412764017000001|2|0.0|-0.006465433|-0.0407717229999999|0.041728395|0.0|1|1|0.005035022|0.198260132|-0.439326642|0.815627016|-0.0265703679999999|0.860667615|-0.091761476|0.537460657|0.019931266|-49.87483724|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|79.17567486|-23.5478668|2830.816014|611.9003905000001|-1389.324141|2735.7986920000003|7.98672125|13.86156772|6240.396899|189.3013851|31.93194362|0.018055095|-342.3783571000001|1.0|0.0|1.0|1.0|2.0|5.05|0.0|0.24|17.0|3.85|2.66|2.0|0.0|0.0|1.0|6.0|-4.95|-6.19|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|0.0|4.2e-08|-0.04929|3.8734|4.21|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
9g_a40|0|0.0|1|7.515889085|0|1.849105962|-0.0054957819999999|-0.0220464379999999|0.043730159|0.895670535|2|2|0.0115573539999999|0.133954053|-0.383703998|0.764275277|-0.242405063|0.665414608|-0.079033043|0.002717414|0.021367335|-33.47455057|-0.031197254|-21.93596333|5.930596229|64.08637519|0.740240206|51.16627179|-16.43578193|2169.234651|476.5434822|-624.5597134|349.4421673|8.180261533|15.62271835|4435.743087|136.8503571|22.20330888|0.018087202|-253.1335385|0.0|1.0|0.0|1.0|1.0|2.8|1.78|0.06|22.0|2.91|0.64|0.0|0.0|0.0|1.0|3.0|-2.49|-7.17|0.0|1.0|0.0|1.93|-3.09|0.00323|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.0624|3.0778|3.83|-1332.487689|-1332.476347|559.04|923.42|402.84|0.3563|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
17b_a6|0|0.0|0|7.412764017000001|1|0.0|-0.01272079|-0.0265090529999999|0.042739018|0.0|1|1|-0.00194781|0.231025646|-0.563310199|0.7788169070000001|-0.138423611|0.8013954109999999|-0.109195656|0.318652397|0.03122461|-62.63196368|-0.041494349|-47.0150166|13.44399246|557.7093661|0.7706671740000001|84.71888279|-27.2272998|2816.0632920000003|494.7179214|-1361.36499|2207.972178|8.974770742|16.46390151|5985.963521|150.48105900000002|35.32951798|0.019915748|-355.2067434|1.0|1.0|1.0|1.0|2.0|3.53|2.89|0.12|23.0|4.98|1.7|2.0|0.0|0.0|1.0|5.0|-5.81|-5.89|0.0|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|-0.05736|3.5444|4.04|-1350.102764|-1350.078181|690.98|1168.62|413.78|0.3949|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|5.3385|-0.18281|0.02458322|-1349.892156|7.3188|153.0|6.8153|6.8153
4a_a46|0|0.210988875|1|7.825245291|1|2.180332577|-0.001042349|-0.008364558|0.0473245609999999|0.0|1|1|0.0120924389999999|-0.216904465|-0.143806973|0.764741337|-0.06611606|0.683616517|-0.067863141|0.264863483|0.00935578|-28.50561609|-0.022129285|-18.30276019|2.523263761|55.05332552|0.742626378|41.15334508|-11.49234623|2042.529911|479.8368017|-528.6479264|1427.844961|5.613813876|9.831485239|4481.754309|133.66119809999998|15.47527339|0.011380391|-252.0050978|1.0|1.0|0.0|1.0|0.0|3.76|2.8|0.35|17.0|4.18|2.35|0.0|0.0|0.0|1.0|2.0|-3.93|-5.87|0.0|1.0|1.0|3.43|-4.31|0.000117|0.0372|0.0156|3.34|0.0|0.0|1.53e-07|-0.02921|4.5454|3.4|-994.237445|-994.2146342|560.87|967.0|272.77|0.1694|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
14m_a23|1|-4.405643132|2|7.423568444|0|3.1160758160000004|-0.008929306|-0.272389934|0.0431917209999999|0.665608656|2|2|0.001951778|0.0879380709999999|-0.527662006|0.798384929|-0.072906704|0.5415996160000001|-0.089285878|0.268552591|0.017992415|-50.63012925|-0.039285786|-43.19105542|8.703631619|0.0|0.7958339090000001|74.61692699|-27.32379205|3255.247038|643.9145427|-1366.189602|2263.262957|8.595073462|16.42895711|7588.823133|142.0002583|34.33353583|0.017997351|-411.5129154|1.0|0.0|1.0|1.0|1.0|3.51|3.17|0.09|26.0|4.42|3.82|2.0|1.0|0.0|1.0|6.0|-6.38|-6.06|1.0|0.0|0.0|4.41|-5.79|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|0.0|5.94e-09|-0.08347|3.6774|4.2|-1966.968005|-1966.945041|707.56|1209.21|337.15|0.3335|0.65552|0.65552|-1966.721362|0.3335|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
14a_a22|0|0.0|1|6.842683282|0|1.646649187|-0.0050042229999999|-0.052476637|0.038167849|1.614660505|1|1|0.005757758|0.036467904|-0.360663314|0.7392451729999999|-0.027029438|0.655865336|-0.081479363|0.490491034|0.021268761|-42.39063895|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|70.33046351|-21.35231162|2885.858295|588.739773|-1110.320204|2169.870866|8.052850876|14.55117701|6348.976909|203.8666248|30.46889826|0.021742777|-273.61731430000003|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|3.87|1.73|1.0|0.0|0.0|1.0|6.0|-4.65|-6.61|0.0|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|0.00881|3.18|0.0|0.0|6.1e-10|-0.06145|5.0653|4.98|-1368.35698|-1368.321586|695.62|1191.81|347.23|0.3051|0.45928|0.63156|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|0.03539365|-1368.13858|6603.0|38.0|7.4202|7.4202
13l_a6|0|0.0|0|7.412764017000001|1|0.0|-0.0143011819999999|-0.132667824|0.0408037829999999|0.0|1|1|-0.006280295|0.144180269|-0.564860904|0.7908110340000001|-0.1470289659999999|0.827754203|-0.126521431|0.210844002|0.030012523|-82.24617981|-0.0451862259999999|-61.3913735|14.56282911|118.3485042|0.793671137|100.8610837|-31.47586631|2967.923804|447.9705372|-1762.648513|3127.831037|8.810095892|15.34147837|6462.086665999999|143.7247666|39.65857501|0.018273048|-409.1314702|1.0|1.0|1.0|1.0|3.0|3.64|2.22|0.16|23.0|4.55|1.39|1.0|0.0|0.0|1.0|7.0|-5.49|-6.59|0.0|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|0.0075599999999999|3.39|0.0|0.0|1.29e-09|-0.04885|3.6675|5.41|-1465.865882|-1465.834958|735.52|1249.13|349.26|0.3115|0.7002|0.70515|-1465.560303|0.0165|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145|6.4145
22_a10|0|0.0|1|7.535296702|1|2.113627059|-0.005035102|-0.017163935|0.036101695|1.880539113|1|1|0.008903905|-0.042831367|-0.356699217|0.747363443|-0.033474297|0.646474494|-0.0649866779999999|0.775071808|0.016720696|-41.96631248|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|71.13124588|-17.4251029|3241.833491|677.4790907|-1062.931277|2668.5420940000004|8.84228648|15.30289992|7414.102179|339.3328129|30.87787063|0.026340252|-100.1982412|1.0|1.0|1.0|1.0|0.0|3.74|4.14|0.17|27.0|4.64|2.8|2.0|0.0|0.0|1.0|6.0|-5.34|-6.29|0.0|0.0|0.0|4.26|-5.53|4.55e-06|0.00217|0.0014|4.1|0.0|0.0|4.27e-10|-0.05712|4.8251|5.65|-1544.237634|-1544.203968|770.92|1339.48|321.89|0.2624|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586|5.9586
4o_a46|0|0.160026534|1|7.825245291|1|2.138144369|-0.000627744|0.042766097|0.043320988|0.0|1|1|0.010144781|-0.376106593|-0.096073163|0.7699448320000001|-0.09492635|0.6418406720000001|-0.06570509|0.372146122|0.00972341|-35.54402423|-0.021901697|-19.76117845|2.9243708|31.19780621|0.7510206490000001|42.00638612|-12.01115223|2195.436986|521.3931342|-576.535307|1705.3950960000002|5.527567399|10.25486577|4966.476822|136.5432529|15.99310518|0.0108913189999999|-275.3254498|1.0|0.0|1.0|1.0|0.0|3.73|3.12|0.32|17.0|4.77|2.72|1.0|0.0|0.0|1.0|2.0|-4.91|-5.51|0.0|1.0|1.0|3.92|-4.87|1.23e-05|0.00422|0.0045899999999999|4.06|0.0|0.0|5.5e-08|-0.04627|4.3255|3.76|-1070.456878|-1070.428722|581.59|1022.29|286.64|0.1598|0.6843|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|0.02815574|-1070.276387|4.8244|162.0|6.7905|6.7905
12aa_a36|0|0.0|0|7.412764017000001|2|0.0|-0.011588438|-0.135770278|0.042560386|0.0|1|1|-0.004569485|0.0620143779999999|-0.53315493|0.833911317|-0.023185884|0.849217847|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|-0.04126187|-54.83906299|11.04423694|109.0001157|0.731335741|96.18613736|-28.21625599|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|8.05947774|14.60824604|6438.603019|183.7216658|38.58180913|0.023386634|-316.3903377|0.0|0.0|0.0|1.0|3.0|4.83|0.0|0.13|17.0|1.92|1.28|1.0|0.0|0.0|1.0|6.0|-3.52|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|152.0|1.55|0.0|0.0|7.19e-07|-0.05111|3.8899|3.88|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|0.6931|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-0.20829|0.04550032|-1401.45065|4.7433|9.0|8.0458|8.0458
9s_a24|0|0.0|0|6.605297921|1|0.0|-0.003599664|-0.00570386|0.023585859|0.0|1|1|0.007695726|-0.0897306019999999|-0.248704391|0.773544454|0.0256742079999999|0.748077475|-0.063587778|0.483170382|0.016792118|-30.93968263|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|61.19761205|-12.08741583|2747.809842|548.5261887|-592.2833757999999|969.5210193|9.124394347|17.24354813|5767.9102490000005|344.5337711|27.15292246|0.03496522|68.10609672|0.0|1.0|1.0|1.0|1.0|3.43|2.78|0.04|29.0|3.15|0.81|1.0|0.0|0.0|1.0|4.0|-3.36|-7.2|0.0|0.0|0.0|2.63|-4.06|0.000434|171.0|0.0343|2.11|0.0|0.0|7.73e-09|-0.03597|3.0726|1.82|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|0.69475|0.6907300000000001|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|0.03640642|-1270.796154|7.0312|32.0|7.4949|7.4949
9n_a24|0|0.0|0|6.605297921|0|0.0|-0.003323852|0.001099755|0.024179894|0.0|1|1|0.008809179|-0.22754075|-0.225226606|0.7584388259999999|-0.058520736|0.755793189|-0.0777274979999999|0.331008994|0.017608478|-35.21502941|-0.026905672|-35.50139138|8.042526681|24.72120326|0.652126509|67.36550766|-18.18357165|2542.730334|611.3234977000001|-945.545726|1361.307012|8.232847909|14.52410167|5356.5828|235.1021924|27.88350328|0.021951174|-205.6223122|1.0|1.0|1.0|1.0|1.0|3.17|2.6|0.17|23.0|4.41|1.42|1.0|0.0|0.0|1.0|7.0|-4.14|-6.47|0.0|1.0|0.0|3.13|-4.29|7.2e-05|0.0278|0.0198|3.07|0.0|0.0|2.31e-09|-0.03818|4.9139|2.59|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|0.2522|0.44042|0.63085|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|19.0|7.7212|7.7212
12t_a36|0|0.0|0|7.412764017000001|2|0.0|-0.00673635|-0.034194893|0.041767677|0.0|1|1|0.0045625|0.059266516|-0.436022708|0.829598864|-0.050788309|0.857993338|-0.100615514|0.318666358|0.017627553|-48.97252784|-0.035934112|-44.63604995|7.820109571000001|0.417511887|0.78316808|77.32343502|-23.93411213|2771.211293|555.3275093999999|-1340.3102789999998|2320.375227|7.960344391|15.36435856|5936.009091|144.422087|30.56063281|0.01547607|-377.2113003|1.0|0.0|0.0|1.0|2.0|4.94|0.0|0.21|17.0|3.62|2.45|1.0|0.0|0.0|1.0|6.0|-4.61|-6.33|0.0|1.0|0.0|2.4|-4.57|2.48e-05|0.0102|0.0109|3.47|0.0|0.0|4.38e-08|-0.05302|3.8844|3.87|-1311.585049|-1311.552739|713.6|1208.04|337.89|0.4297|0.69297|0.70313|-1311.287803|0.0155|-0.15088|5.9081|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969|8.0969
12ay_a36|0|0.0|0|7.412764017000001|2|0.0|-0.006733838|-0.043778345|0.043383838|0.0|1|1|0.0045625|0.1689021819999999|-0.438622276|0.78699829|-0.111814717|0.857993338|-0.098945129|0.419950383|0.018016934|-48.12939044|-0.035337546|-41.57269314|7.569978132|8.677627506|0.778164805|74.29343346|-22.90568368|2766.899844|537.618563|-1282.718286|3238.138932|6.466730436000001|11.82248632|6204.216872999999|143.79285900000002|29.43551742|0.015670425|-360.6110621|1.0|0.0|0.0|1.0|2.0|4.96|0.0|0.21|17.0|3.76|2.45|1.0|0.0|0.0|1.0|5.0|-4.54|-6.38|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|0.0|4.55e-08|-0.0526|3.9348|3.79|-1311.576473|-1311.547668|674.33|1184.45|339.12|0.2939|0.6727|0.6914|-1311.282556|0.1464|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|9.1844|18.0|7.7447|7.7447
15a_a50|1|0.0|2|7.934155233999999|1|4.126145086|-0.004429392|-0.06317118|0.035694444|2.020652006|2|2|0.005828749|-0.072976638|-0.325638639|0.821868651|-0.207610131|0.76745052|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|-0.029316925|-30.25705388|6.450390922|0.0|0.705410595|61.78266878|-17.54280159|2503.770258|501.3207109|-859.5972780999999|1754.903963|8.095541483|14.65582885|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|0.0|1.0|1.0|1.0|1.0|3.7|2.63|0.23|20.0|3.23|1.87|1.0|0.0|0.0|1.0|5.0|-3.6|-6.78|0.0|1.0|1.0|2.76|-3.92|0.000251|0.0933|0.0444|2.51|0.0|0.0|8.070000000000001e-07|-0.03255|4.0408|2.66|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.1767|0.66132|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
12q_a30|0|-4.76444841|0|7.412764017000001|2|0.0|-0.015322396|-0.27228842|0.0438779959999999|0.0|1|1|-0.004395528|-0.0483777279999999|-0.636798458|0.816138015|-0.032887649|0.593245722|-0.115589613|0.596557166|0.014790072|-59.52322773|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|90.06607753|-31.21009417|3305.289025|576.3319634|-1654.134991|2844.418547|7.346842839|13.96052394|7990.060758|122.2240555|38.03137394|0.016579022|-437.0000797|1.0|0.0|1.0|1.0|1.0|4.73|0.0|0.17|17.0|4.43|2.82|2.0|0.0|0.0|1.0|7.0|-6.7|-5.66|0.0|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|0.0|6.61e-08|-0.05105|5.0573|5.52|-1988.033527|-1987.999444|713.16|1214.92|355.93|0.1817|0.34138|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
1n_a5|0|0.0|0|6.605297921|0|0.0|-0.007315978|-0.0533837329999999|0.024388889|0.0|1|1|0.004754079|0.004115733|-0.393928416|0.77828693|-0.087019366|0.656280207|-0.081950989|0.428980979|0.023129277|-47.1725036|-0.030493391|-27.00168194|7.620766672|55.29041202|0.627751746|63.57058627|-17.50346525|2437.279452|450.71720610000006|-752.6490056|889.4388375|7.881746117|15.27080096|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|1.0|1.0|1.0|1.0|1.0|2.88|2.67|0.05|23.0|4.41|1.72|1.0|0.0|0.0|1.0|5.0|-4.27|-6.41|0.0|0.0|1.0|3.14|-4.18|5.41e-05|0.0193|0.0234|2.91|0.0|0.0|8.43e-09|-0.06186|4.3838|4.19|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
8d_a12|1|0.0|0|6.580639137|1|0.0|-0.0076893469999999|-0.048642535|0.038347953|2.075171777|1|1|0.001575111|0.0479437859999999|-0.484923957|0.751098108|-0.080872311|0.8405406040000001|-0.103548595|0.266886187|0.011348654|-43.27410838|-0.039118358|-32.00762818|3.507952014|0.0|0.8338637040000001|64.53435462|-21.74879802|2466.513191|477.4206699|-978.6959108|1288.818257|6.93584319|12.96695233|5255.11762|92.36749461|26.08195789|0.012525773|-371.2392138|1.0|1.0|1.0|1.0|2.0|4.06|2.23|0.1|21.0|3.87|2.83|2.0|0.0|0.0|1.0|3.0|-4.58|-5.96|0.0|1.0|1.0|3.02|-4.61|2.64e-05|0.0093|0.0085799999999999|3.51|0.0|0.0|4.23e-09|-0.05488|4.2383|3.53|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021|7.6021
19_a3|0|0.0|0|6.605297921|0|0.0|-0.003417504|-0.030657|0.0386379929999999|1.744747103|1|1|0.006731579|-0.015805561|-0.270506095|0.758995484|0.064690027|0.687139108|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|48.55416845|-15.17188084|2000.66399|397.1650228|-531.0158295|869.7868956|5.342307798999999|10.21110415|4138.413977|112.6836188|20.01615321|0.016552404|-240.2326308|1.0|1.0|0.0|1.0|1.0|2.81|1.6|0.06|21.0|3.9|1.18|0.0|0.0|0.0|1.0|2.0|-3.24|-6.5|0.0|1.0|1.0|2.45|-3.58|0.000578|166.0|0.0764|2.19|0.0|0.0|6.18e-08|-0.05757|3945.0|2.43|-929.2818523|-929.2608626|499.93|832.23|314.28|0.3006|0.67351|0.67351|-929.14689|0.3006|-0.16303|2191.0|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383|7.6383
4b_a46|0|0.206072846|1|7.825245291|1|2.189591837|-0.00113356|-0.022119857|0.047736111|0.0|1|1|0.011806162|-0.128843936|-0.16915334|0.7306307590000001|-0.153841155|0.69830739|-0.070236212|0.27128814|0.007568202|-28.58477842|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|0.8104680259999999|42.65239101|-12.50898928|2105.172229|510.1086157|-612.9404746|1750.333702|5.76401157|10.09436488|4681.895329999999|103.3759991|15.43427855|0.007963679|-338.6757579|1.0|0.0|0.0|1.0|0.0|3.9|3.03|0.38|17.0|4.69|2.58|1.0|0.0|0.0|1.0|2.0|-4.35|-5.67|0.0|1.0|1.0|3.76|-4.63|4.49e-05|0.0149|0.00782|3.74|0.0|0.0|6.38e-08|-0.02729|4.5515|3.98|-1033.556797|-1033.535029|588.79|1020.9|272.4|0.1784|0.68682|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
5b_a49|0|0.0|1|7.853604813|2|2.119588967|-0.007610481|0.006327273|0.034466231|1.926253727|1|1|0.006696215|-0.12209302|-0.515894968|0.7843021|0.099724518|0.666573331|-0.076494119|0.615864196|0.020319986|-41.03213895|-0.026008|-26.42668087|7.020013952999999|69.07083505|0.608694741|59.85065205|-15.28671785|2764.188493|468.4133145|-764.3358925|1956.050085|6.270195553|11.94760614|6225.302624|229.9974239|25.1139312|0.025332565|-127.7749783|0.0|1.0|1.0|1.0|1.0|3.34|2.9|0.22|21.0|2.98|2.07|1.0|0.0|0.0|1.0|3.0|-3.3|-7.24|0.0|1.0|1.0|2.58|-3.93|0.000496|0.1969999999999999|0.0468|2.08|0.0|0.0|5.79e-08|-0.04453|5.1653|3.92|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|0.39241|0.65269|-1291.873941|0.0747|-0.1624799999999999|4.3767|-0.20701|0.03937634|-1291.929428|6.1996|28.0|7.5528|7.5528
12f_a36|0|0.0|0|7.412764017000001|2|0.0|-0.006773586|-0.032343041|0.039061728|0.0|1|1|0.0045625|0.182557897|-0.438198895|0.821599443|-0.1188384119999999|0.857993338|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|76.51015325|-23.629013600000004|2770.818472|556.5681681|-1323.224761|2380.393255|7.416874811|13.84366076|6000.985822|144.9540437|30.28188764|0.015685228|-369.879252|1.0|0.0|0.0|1.0|2.0|4.94|0.0|0.21|17.0|3.62|2.45|1.0|0.0|0.0|1.0|6.0|-4.61|-6.33|0.0|1.0|0.0|2.4|-4.57|2.48e-05|0.0102|0.0109|3.47|0.0|0.0|4.38e-08|-0.05035|5.2106|3.87|-1311.57896|-1311.550167|699.88|1195.77|339.27|0.4374|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586|7.9586
1i_a5|0|-4.358943904|0|6.605297921|0|0.0|-0.006494891|-0.31059482|0.0253888889999999|0.0|1|1|-0.000700145|0.059972925|-0.403861432|0.780175595|-0.00496377|0.513260607|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|57.78921354|-19.90145306|2482.831286|494.6981114|-796.0581225|942.1618767|7.314842247|13.79450888|5432.586961|134.0627959|26.20475553|0.0196689|-289.21443910000005|1.0|1.0|0.0|1.0|1.0|2.83|2.04|0.05|23.0|5.48|2.73|2.0|0.0|0.0|1.0|4.0|-4.79|-5.73|1.0|0.0|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|-0.05729|4.7243|3.58|-1288.356212|-1288.322373|569.42|957.58|283.08|0.7585|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
