molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomShapeIndex|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
14a_a10|0.0|0|0|0.0|0.0|1|2|2|1.3438495730000002|0.035660377|0.027446544|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|1|1|0.012272222|0.042968756|-0.344811314|-0.168193178|-0.011977878|-0.007680215|0.740051323|0.911549451|-0.044416218|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-0.018970051|-37.18086445|7.140714112|134.15514270000003|0.542015878|0.469029865|3075.550631|661.4615097|0.457984122|0.8833450959999999|-669.2555601|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|1.0|0.0|3.98|0.39|21.0|4.16|3.36|59.31|1.94|1.0|0.0|146.76|1.0|7.0|-4.21|35.0|-6.82|468.59|0.0|3.43|-4.8|6.159999999999999e-05|0.0288|0.00743|3.29|0.0|3.07e-06|-46.0|2.25|3802.0|-1489.655581|-1489.803158|800.01|1380.89|326.1|0.2835|222.16|0.19621|-1489.487381|4.8004|7.1308
13e_a6|0.0|1|0|3.433539068|0.0|0|0|0|1.429020445|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.102257199|-0.067328767|0.790249345|0.861676601|-0.074242826|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|66.59852278|92.4587065|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|0.4442079679999999|2868.489025|575.965487|0.277469482|0.799234143|-750.3313497|0.019543118|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|-6.52|417.47|0.0|3.31|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|2.75e-08|-0.07534|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|-0.20804|-1347.074898|13.2999|7.9208
3c_a49|0.0|0|0|0.0|0.0|1|1|1|1.343850149|0.036335697|-0.04696024|1.879769411|-0.248722888|0.006218639|-0.05815918|10.92976555|1|1|0.006470561|-0.0780996759999999|-0.101919761|-0.384874446|0.005559828|0.0211518929999999|0.64702083|0.7963363840000001|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|89.34479838|116.4686425|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|0.637222556|0.4791465279999999|2521.794855|455.3990518|0.362777444|0.919925763|-387.9176903|0.021783913|-156.9462939|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|1.0|1.0|1.0|3.18|0.18|21.0|3.63|3.87|72.7|1.84|1.0|0.0|109.43|1.0|4.0|-3.45|28.0|-6.93|369.42|0.0|2.86|-3.86|0.0003509999999999|0.13|0.0505|2.29|0.0|1.07e-05|-0.0606|3.99|3842.0|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|240.36|-0.21913|-1198.484646|3.7789|7.0605
47i_a18|0.0|0|0|0.0|0.0|0|1|1|1.251177255|0.037484277|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|0|0|0.000427479|-0.057689282|-0.162274487|-0.499939719|-0.064085904|-0.068524374|0.727767462|0.8030751740000001|-0.0780255879999999|0.279553995|0.009745543|-54.34379065|-62.41153158|6.787641686000001|72.81110823|137.1555392|-0.035256027|-43.46880696|4.727502734|82.81385171|0.8608685909999999|0.487446923|2795.907966|559.3312455|0.139131409|0.951017454|-1043.251367|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|0.0|1.0|1.0|3.0|4.05|0.22|18.0|3.28|2.8|85.29|2.74|3.0|1.0|134.83|1.0|8.0|-5.18|33.0|-6.36|440.54|0.0|2.5|-4.78|6.58e-06|0.0029|0.00735|3.7|0.0|4.6e-07|-0.05062|7.37|3.2321|-1416.260696|-1416.233978|744.95|1297.7|383.61|0.5085|383.61|-0.18299|-1415.944522|3.5235|7.7212
1b_a5|0.0|1|0|2.881451247|0.0|0|0|0|1.4258024619999998|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|1|1|0.003708988|-0.220946861|0.045204303|-0.231956531|0.122747292|-0.054153474|0.558485747|0.808828623|-0.07823203|0.341795323|0.010803163|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|96.23685048|-0.031306145|-19.56938257|2.737713392|0.769931305|0.7324812509999999|0.474445758|2171.716467|407.1693177|0.267518749|0.90275317|-293.5407385|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|1.0|0.0|1.0|1.0|1.0|2.75|0.0|23.0|4.88|4.76|54.46|2.29|0.0|0.0|90.44|1.0|3.0|-3.97|24.0|-5.99|316.33|0.0|3.38|-4.3|0.000106|0.0336|0.0157|3.16|0.0|1.58e-06|-0.04135|3.1|4.6481|-1050.538976|-1050.506509|536.59|892.61|266.74|0.3101|258.89|-0.23055|-1050.462425|4.3687|7.2291
14z_a23|0.0|0|1|0.0|0.0|2|0|0|1.197960872|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|2|2|0.007229683|0.0708381429999999|-0.125978901|-0.46459002|0.10796308|-0.035965909|0.64069202|0.925301102|-0.0582387179999999|0.228957475|0.018337664|-40.56245532|-55.54823244|12.77192721|40.18308023|52.02674091|-0.03393829|-38.68856944|8.895469235|79.960755|0.785604449|0.474697407|3094.698027|644.4593172|0.214395551|0.903664694|-773.7713888999999|0.01612263|-397.8390333|1414.152695|665.6233736|11.22918692|0.0|0.0|1.0|0.0|1.0|1.0|3.42|0.05|26.0|4.64|5.32|105.02|3.99|2.0|1.0|130.3|1.0|5.0|-6.77|32.0|-5.8|480.37|0.0|4.49|-6.13|1.7e-07|8.18e-05|0.000354|4.83|0.0|1.29e-06|-0.08503|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|1221.92|338.46|0.3201|307.5|-0.23698|-2548.957384|7.9877|8.2941
12p_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984421|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|10.31162861|1|1|0.005965451|-0.109773594|-0.09353607|-0.456474815|-0.051402518|-0.2210072669999999|0.7991060659999999|0.843381594|-0.074356395|0.371591982|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|0.0|0.8199554720000001|0.469983155|2783.628159|539.2411292|0.180044528|0.886732486|-775.6774321|0.0130197619999999|-409.146112|1479.558007|686.039456|8.3245726|1.0|0.0|1.0|1.0|0.0|1.0|4.76|0.17|17.0|4.35|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|30.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|4.02e-05|-0.05169|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|238.79|-0.19992|-1614.890598|4.6103|7.7721
12be_a36|0.0|1|0|3.466734143|0.0|0|2|2|1.297042758|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|1|1|0.002872872|0.19405344|-0.289604649|-0.3825349939999999|0.132962547|0.00734728|0.8350231859999999|0.798015877|-0.0780531429999999|0.330453338|0.033763464|-54.15309606|-75.59805505|23.42501577|63.31681179|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|0.4564615729999999|3039.9167260000004|553.6616295|0.433925602|0.839796323|-891.645944|0.034632557|-91.68453892|2270.314539|766.4854363|24.02799032|1.0|0.0|0.0|1.0|1.0|2.0|4.96|0.21|17.0|2.83|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|-4.11|33.0|-7.13|441.49|0.0|1.75|-4.15|7.75e-05|0.0342|0.0315|2.62|0.0|7.11e-05|-0.0518799999999999|2.68|3.3487|-1462.0007349999998|-1461.968283|739.48|1256.67|370.25|0.7034|237.59|-0.18969|-1461.747501|10.3044|7.3565
16_a20|0.0|1|0|3.485659565|0.0|0|0|0|1.401259527|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|1|0.001157852|0.211127741|-0.117308016|-0.458484451|-0.085041518|-0.10978034|0.724665638|0.915005572|-0.066137353|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|69.28224942|55.92018945|-0.029561375|-33.67420774|5.023018225|3.46788153|0.780108103|0.464473378|2722.728332|602.0075202|0.219891897|0.8673208|-639.8099471|0.013439632|-368.5817657|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|6.38|5.46|78.25|2.2|2.0|0.0|121.69|0.0|4.0|-6.06|31.0|-5.42|401.46|0.0|4.37|-5.66|8.68e-07|0.000349|0.0008699999999999|4.69|0.0|1.22e-08|-0.05909|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|0.3431|207.2|-0.20722|-1275.6960869999998|6.5609|7585.0
9_a1|0.0|1|0|3.358585365|0.0|0|0|0|1.432397289|0.037578348|-0.110185988|0.0|-0.282769361|-0.00314411|-0.079063236|10.94877277|1|1|-0.0018191779999999|-0.232860777|-0.093062585|-0.483335578|-0.053460262|0.02778394|0.572272366|0.755276458|-0.080888063|0.166794384|0.011266799|-46.63553015|-49.42275468|6.495805626|63.73880199|141.093898|-0.031896718|-28.49439431|3.745117974|0.0|0.7816897429999999|0.452572261|2387.143654|435.4501351|0.2183102569999999|0.826725116|-455.910309|0.014186995|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|1.0|2.78|0.05|23.0|5.86|5.57|58.64|2.74|2.0|0.0|102.84|1.0|4.0|-4.68|27.0|-5.81|357.38|0.0|4.12|-4.79|2.07e-05|0.00739|0.0057799999999999|3.76|0.0|3.7100000000000003e-07|-0.07602|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|370.88|-0.21015|-1187.065335|6.4447|5.2218
9g_a24|0.0|1|0|2.931798469|0.0|1|0|0|1.427608366|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|0.013119312|-0.292600863|-0.049325609|-0.079421802|0.13372961|-0.045107345|0.657503038|0.8671367529999999|-0.064835725|0.383340003|0.01876163|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|65.73938109|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|0.427531635|2123.257348|429.0504306|0.518073552|0.746821416|-192.9198181|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|2.91|2.93|72.28|0.64|0.0|0.0|87.53|1.0|3.0|-2.49|23.0|-7.17|302.33|0.0|1.93|-3.09|0.00323|977.0|247.0|1.37|0.0|0.000113|-0.03585|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|-0.21391|-984.497752|4.4131|7.1675
16e_a32|0.0|1|1|3.343660084|0.0|0|0|0|0.609420752|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|3|3|-0.002310082|-0.079817994|-0.219947482|-0.698621582|0.096017785|-0.022651598|0.7619492790000001|0.7903051590000001|-0.087117996|0.504569498|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|134.6906051|-0.037448344|-48.41036206|9.961663868|39.27920316|0.702226562|0.458956284|2710.157931|507.6266039|0.297773438|0.848279482|-726.1554308999999|0.023323257|-259.78720209999994|1609.914378|573.3529948|14.98092934|1.0|0.0|1.0|1.0|1.0|2.0|3.64|0.26|19.0|6.03|4.6|149.27|1.12|3.0|0.0|111.95|1.0|8.0|-6.59|28.0|-6.15|413.52|1.0|3.77|-4.75|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|1.73e-05|-0.0505899999999999|4.59|3.6214|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.2858|342.37|-0.2005|-1955.827194|3.9389|8.1367
8b_a12|0.0|0|0|0.0|0.0|0|1|1|1.283836078|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0|-0.007926474|0.047425677|0.006468729|-0.659952678|-0.010950243|-0.183648492|0.856390139|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|6.513753986|319.0086845|149.9096134|-0.045608374|-39.02494133|3.769098814|76.80174559999999|0.888936354|0.480938153|2388.888334|428.7273481000001|0.111063646|0.926552694|-702.4489440000001|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|4.11|0.1|18.0|3.11|1.9|80.37|2.23|1.0|0.0|110.58|1.0|4.0|-4.1|27.0|-6.51|355.39|0.0|2.51|-4.01|7.890000000000001e-05|28.0|0.0346|2.76|0.0|1.26e-05|-0.0589|5.11|3.7446|-1159.405202|-1159.365835|611.93|1020.47|331.1|0.3179|293.37|-0.21184|-1159.2425119999998|6.1286|6.58
12d_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984421|0.042804233|-0.092984185|0.0|-0.354778373|0.005613018|0.036688757|10.31162861|1|1|0.005965451|-0.162129948|-0.09353607|-0.4562256979999999|-0.0430927579999999|-0.130412856|0.7991060659999999|0.843009925|-0.073829724|0.366319099|0.015567102|-47.69710881|-60.88281322|10.05700314|85.1932288|101.4221952|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|0.4572733479999999|2784.836855|544.6198897999999|0.185610786|0.84254817|-786.6571918999999|0.013424098|-406.2173266|1495.177298|686.039456|8.672532296|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.17|17.0|4.35|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|30.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|4.02e-05|-0.05119|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|356.06|-0.1991|-1614.894406|4.8843|7.9508
12s_a36|0.0|1|0|3.486136149|0.0|0|2|2|1.297044029|0.042804233|0.037454164|0.0|-0.4023692|0.002951176|0.0056370119999999|10.95352614|1|1|0.003962098|0.063448144|-0.1763783589999999|-0.434472457|-0.118671653|-0.086791463|0.856274847|0.8303378090000001|-0.07216709|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|12.55883918|110.6090028|109.5085883|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|0.4604765839999999|2710.355028|535.942162|0.245801617|0.853487672|-791.9759303|0.018222417|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|1.0|0.0|2.0|4.85|0.17|17.0|3.24|2.19|69.2|2.24|1.0|0.0|128.72|1.0|5.0|-4.16|30.0|-6.55|395.46|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|4.270000000000001e-05|-0.04908|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|-0.20467|-1272.061111|8.7738|8.0458
5a_a49|0.0|0|0|0.0|0.0|1|2|2|1.343848751|0.034466231|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|10.92976459|1|1|0.008623164|-0.1205081119999999|-0.26176436|-0.51958118|0.001251171|0.127914587|0.632463498|0.800090055|-0.072109357|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|16.71687776|124.92862240000002|116.9370825|-0.027311576|-26.93578408|9.77851757|54.35929907|0.6069287529999999|0.490453006|2797.737637|468.0117167|0.393071247|0.962527525|-457.9083293000001|0.0270848489999999|-125.09569170000002|1289.801795|592.5885712|15.84324998|0.0|0.0|1.0|1.0|1.0|0.0|3.37|0.22|21.0|3.3|3.68|73.14|2.07|1.0|0.0|116.62|1.0|3.0|-3.84|30.0|-6.84|397.43|0.0|2.93|-4.29|0.000146|0.0578|0.0202|2.65|0.0|4.72e-05|-0.05062|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|236.42|-0.21238|-1311.799168|7.0102|7.3665
9a_a31|0.0|1|0|3.348289714|0.0|0|1|1|0.6101356720000001|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|2|2|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0.045292529|-0.001313433|0.76226755|0.691768132|-0.100906991|0.235442032|0.033245595|-64.75697831|-78.6954713|21.33533299|163.6011874|197.8075471|-0.043430228|-50.50275387|13.69193237|95.14995868|0.737758755|0.484502446|2855.751316|443.941629|0.262241245|0.939873412|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|5.51|4.02|117.37|1.58|1.0|0.0|113.64|1.0|6.0|-5.62|30.0|-6.39|418.47|0.0|3.47|-4.77|2.42e-06|0.00101|0.00715|3.47|0.0|3.07e-06|-0.04275|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|-0.20032|-1691.7777600000002|6.2203|6.8239
20_a4|0.0|0|0|0.0|0.0|1|1|1|1.399905568|0.039635417|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|1|1|0.012025268|-0.098992154|-0.103098674|-0.211751813|0.246357638|-0.105783279|0.665774148|0.918147288|-0.060595472|0.210083785|0.022933651|-29.16642156|-34.74640079|11.03865532|63.27373076|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|0.421704107|1982.961908|441.9318823|0.356414753|0.729218575|-234.1428169|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|1.0|0.0|3.23|0.11|17.0|3.2|3.54|39.94|2.09|0.0|0.0|86.62|2.0|3.0|-3.46|22.0|-5.96|289.33|0.0|2.97|-3.87|0.000346|0.1|0.0388|2.96|0.0|0.000806|-0.03048|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|239.45|-0.19747|-934.150871|5.5779|6.1898
13c_a6|0.0|1|0|3.441255118|0.0|0|1|1|1.424213869|0.040821256|0.049627353|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|1|1|-0.000899678|0.081059709|-0.174259072|-0.490486317|0.085414885|-0.167542194|0.7995080809999999|0.786809832|-0.093635525|0.22875443|0.030547186|-63.73961873|-75.71763296|20.79409503|157.60887419999997|145.12291069999998|-0.039875482|-51.54254258|14.15496611|567.1031411|0.772032541|0.466844407|2880.850692|535.5975578|0.2279674589999999|0.875625075|-979.308309|0.018354398|-370.3562372|1863.438327|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|1.0|2.0|3.61|0.16|23.0|5.38|4.57|95.85|1.5|2.0|0.0|121.6|1.0|6.0|-5.95|32.0|-5.88|423.47|0.0|3.64|-5.27|1.11e-06|0.000471|0.00229|4.23|0.0|1.68e-07|-0.05015|4.5|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|0.5471|206.92|-0.1999|-1389.184603|9.2467|7.1367
11f_a5|0.0|1|0|2.967866825|0.0|0|1|1|1.370797007|0.021060606|-0.083432989|0.0|-0.227966183|0.00722997|-0.178881726|10.94877949|1|1|0.008309782|-0.1323098|-0.203228986|-0.230681941|-0.008110526|-0.016518403|0.750555185|0.847356138|-0.068361657|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|15.41338844|70.39517801|106.23633909999998|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|0.463183664|2853.401015|589.7388387999999|0.489052404|0.8628345190000001|-614.3924972|0.030351311|-15.23851001|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|1.0|3.35|0.24|23.0|4.61|3.53|76.16|1.03|1.0|0.0|126.79|1.0|7.0|-3.95|32.0|-6.99|427.5|0.0|2.95|-4.26|0.000112|0.0477|0.0234|2.7|0.0|9.06e-07|-0.03862|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|299.8|0.5834|278.47|-0.20772|-1391.50739|2.9697|7.9208
17e_a50|0.0|0|1|0.0|0.0|2|2|2|1.320916122|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|10.94500663|2|2|0.012372059|-0.017965698|-0.310566368|-0.229030473|-0.1710526319999999|-0.202197068|0.736221185|0.930108205|-0.046347299|0.4239465089999999|0.012865274|-32.24487658|-50.7956915|8.950665784|10.68364489|48.62532158|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|0.489797496|2883.936138|647.0975667|0.196328886|0.960006062|-812.8136797000001|0.010255676|-422.5418889|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|1.0|0.0|4.18|0.37|20.0|4.23|4.68|51.77|2.91|2.0|0.0|138.0|1.0|6.0|-4.87|33.0|-6.08|438.57|0.0|4.03|-5.18|1.34e-05|0.00589|0.00288|4.08|0.0|2.03e-05|-0.03156|3.8|4.0298|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|-0.19805|-1374.992422|8.8326|6.8097
1a_a5|0.0|0|0|0.0|0.0|0|1|1|1.189701889|0.021346801|-0.075791863|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|0|0|0.00549829|-0.123867037|0.114184614|-0.179831877|0.11504495|-0.008431181|0.808272639|0.833638233|-0.071887159|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|4.047117885|83.60943679|83.77332129999999|-0.027665419|-19.17495143|2.037971304|0.0|0.7256546770000001|0.455258786|1940.139869|419.7878208000001|0.274345323|0.835734058|-287.62427139999994|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|3.54|0.16|18.0|3.08|1.42|37.81|2.09|0.0|0.0|93.49|1.0|3.0|-2.6|23.0|-6.58|298.34|0.0|1.75|-3.44|0.00253|755.0|109.0|2.17|0.0|2.13e-05|-0.1040099999999999|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|265.45|-0.2262699999999999|-951.226623|6.7017|6.9706
41_a47|0.0|0|1|0.0|0.0|1|0|0|1.420292383|0.042537538|-0.080388467|1.601942802|-0.187859623|0.003530307|0.024881402|10.98214139|1|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|0.08640454|0.123676975|0.609110565|0.823168463|-0.061101947|0.245948366|0.018348892|-34.50740631|-50.81597048|10.36256127|54.15850042|99.86584673|-0.02929561|-28.69838714|5.852270304|0.0|0.653147815|0.447046066|2374.594252|464.8854878|0.346852185|0.8084689140000001|-401.77742|0.023067788|-172.98086630000003|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|1.0|1.0|1.0|3.18|0.16|21.0|3.34|4.52|68.52|1.75|0.0|0.0|99.09|1.0|4.0|-3.57|26.0|-6.66|348.38|0.0|3.06|-3.9|0.000267|0.0929|0.0436|2.49|0.0|1.17e-05|-0.05053|2.41|3.7144|-1162.492089|-1162.462261|603.1|995.43|333.8|0.2849|308.67|-0.2026099999999999|-1162.342476|6.8546|8.0
5b_a50|0.0|0|1|0.0|0.0|2|1|1|1.397278957|0.034845679|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|2|0.012290091|-0.0873662269999999|-0.175158017|-0.140506919|0.019856551|-0.1866330389999999|0.6642694929999999|0.958606481|-0.041157676|0.271653991|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|21.02890062|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|0.4462435279999999|2183.545404|486.9950914|0.411250953|0.8058479690000001|-221.0035589|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|1.0|1.0|0.0|3.37|0.1|20.0|3.15|4.02|35.64|2.4|0.0|0.0|96.89|2.0|2.0|-3.48|24.0|-6.03|312.37|0.0|3.11|-4.19|0.000335|105.0|0.0202|3.06|0.0|0.0004269999999999|-0.0256899999999999|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|-0.19252|-990.487545|6.1284|4.9126
21_a4|0.0|0|0|0.0|0.0|1|1|1|1.399863887|0.042924837|0.019346682|0.0|-0.131928225|0.012362563|-0.2897937889999999|10.94593332|1|1|0.012094249|0.030586117|-0.099702401|-0.228430899|0.090847781|-0.174578783|0.674434042|0.932146735|-0.0571545999999999|0.239652988|0.020173071|-28.99048719|-38.7880598|10.23237244|63.37635587|34.4171635|-0.028676424|-19.67444009|5.190159022|66.03320922|0.7231676229999999|0.401240904|2045.488184|472.812128|0.276832377|0.670120767|-295.1166014|0.017563978|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|1.0|0.0|3.37|0.16|17.0|3.7|3.85|39.94|2.32|0.0|0.0|91.59|2.0|3.0|-3.88|23.0|-5.76|303.36|0.0|3.23|-4.19|0.000133|0.0403|0.0197|3.36|0.0|0.000352|-0.02956|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|308.08|0.2016|240.17|-0.19588|-973.449892|2.9409|6.9172
