molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
19g_a38|0.0|1|0|0|3.229090845|0.0|7.412764017000001|2|2|-0.077355838|-0.117921811|2|-0.037579797|-0.458841138|-0.006877664|-0.009881824|1|1|0.653741315|0.836170906|-0.063110203|0|0.7200062690000001|-0.086314802|-54.62049927|-72.29378538|137.56612280000002|0.279993731|-0.038842708|-45.74791999|9.191644336|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|69.14572278|455.6240763999999|-1228.994351|2506.378649|-15.5542928|6.327835378|0.836356715|177.2223055|34.14148263|1707.074131|1.0|1.0|1.0|3.0|4.82|0.14|-7.12|3.55|81.23|2.78|1.0|0.0|125.65|0.0|5.0|31.0|0.0|1.0|5.68e-05|0.0238|0.0196|2.88|0.0|-0.05479|5.2766|-1431.419426|-1431.386981|638.82|1104.29|336.12|234.97|0.3937|-1431.186566|-0.15269|5.0677|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
LY580276_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.156842923|-0.020236527|1|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|1|1|0.5162208110000001|0.7921620090000001|0.035666446|0|0.8685269959999999|-0.057317455|-27.6229776|-34.22831819|11.22286434|0.131473004|-0.028035586|-16.49563923|2.027582675|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|5.456603642999999|0.7764939829999999|73.32703409|15.93586849|605.5630025|1.0|0.0|1.0|0.0|3.01|0.22|-6.56|4.49|30.71|3.13|0.0|0.0|84.74|0.0|2.0|22.0|0.0|1.0|0.000213|0.0624|0.0181|3.35|0.0|-0.0225|5.2983|-959.4958788|-959.4723321|519.23|865.23|276.03|234.01|0.36903|-959.356125|-0.18746|2.5355|-0.2099599999999999|0.023546627|-959.404416|3.2891|175.0|6757.0|6757.0
47g_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|1|-0.005500039|-0.034211867|0|-0.048472184|-0.477030713|0.0036509859999999|0.033759227|0|0|0.765824398|0.750610215|-0.009917608|0|0.834424154|-0.065225536|-55.35188184|-72.53379954|111.5517627|0.165575846|-0.029212072|-61.55384106|9.653129118|0.731870777|-2.307753726|-46.97287277|86.33162323|-24.79003275|66.72693367|708.1114197|-1958.412588|2268.439188|-21.03738872|10.33698377|0.966014041|227.5405903|33.87214455|2675.8994190000003|1.0|0.0|1.0|2.0|4.87|0.34|-9.22|3.22|88.97|2.79|3.0|2.0|164.47|1.0|13.0|40.0|0.0|0.0|7.76e-07|0.000421|0.00163|4.52|1.0|-0.04413|3.0965|-1743.375845|-1743.346243|905.71|1604.37|400.4|400.4|0.69828|-1742.7686640000002|-0.12789|4966.0|-0.17202|0.02960182|-1742.847918|5.9864|9.0|8.0458|8.0458
14m_a23|0.0|0|1|1|0.0|-4.405643132|7.423568444|0|0|0.05521348|-0.272389934|2|0.028217372|-0.482182526|0.001027627|-0.034213923|2|2|0.560094237|0.798384929|0.0266555739999999|1|0.9258118|-0.072795329|-50.63012925|-62.09952738|47.23604193|0.0741882|-0.039285786|-43.19105542|8.703631619|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|-27.32379205|63.1440955|643.9145427|-1366.189602|2263.262957|-19.00406438|8.595073462|0.911438824|142.0002583|34.33353583|1716.6767920000002|1.0|1.0|1.0|1.0|3.51|0.09|-8.23|4.42|105.02|3.82|2.0|1.0|125.29|0.0|6.0|34.0|1.0|0.0|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|-0.08347|3.6774|-1966.968005|-1966.945041|707.56|1209.21|337.15|337.15|0.65552|-1966.721362|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
23_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.12979844|0.012558932|2|-0.031558374|-0.17741132|0.010305237|-0.000458688|1|2|0.7338945809999999|0.754150918|-0.149057824|1|0.915208645|-0.049653973|-35.17017083|-51.27837225|72.17779806|0.084791355|-0.02685653|-36.32074126|4.824237957|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|-19.02262196|41.98112956|648.2471057|-1179.402562|1945.384475|-13.47382337|8.755988318|0.943867925|169.14354509999998|24.9903188|1549.399766|1.0|1.0|1.0|0.0|3.8|0.21|-9.84|5.11|56.07|2.99|2.0|0.0|139.11|0.0|6.0|35.0|0.0|1.0|4.19e-06|0.00193|0.000923|4.48|0.0|-53.0|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|325.98|0.67647|-1469.838069|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
3h_a32|0.0|1|1|1|3.579396967|0.0|7.765993078999999|0|0|0.01077056|-0.008243901|0|0.014517903|-0.269379119|0.002101838|-0.003152613|3|0|0.84279263|0.7926338540000001|-0.169197453|1|0.87880263|-0.07183387|-44.97387528|-55.27575363|76.38838542|0.12119737|-0.027590124|-34.60714056|4.372100625|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|550.2022886|-829.1363044|2911.160989|-10.81473143|8.107034244|0.692036677|141.8112711|22.33200639|1071.936307|1.0|1.0|1.0|1.0|3.65|0.35|-8.47|8.11|110.94|2.64|2.0|0.0|112.28|0.0|7.0|26.0|1.0|1.0|5.8700000000000014e-09|2.24e-06|0.000273|6.12|0.0|-0.05318|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|348.74|0.70257|-1790.440663|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
11_a47|0.0|0|0|0|0.0|0.0|0.0|0|0|0.035230036|-0.156077888|3|-0.0586047379999999|-0.427212659|-0.007419345|0.081235787|0|3|0.702719047|0.715054643|-0.058523885|1|0.796863393|-0.08164597|-50.01659041|-59.10798423|119.4035378|0.203136607|-0.035945973|-36.20974614|3.175899139|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|488.1611434|-1123.0517|2201.328597|-13.48990542|5.966142027|0.8820228529999999|112.34605729999998|26.96593732|1375.2628029999998|1.0|0.0|1.0|2.0|3.28|0.04|-10.55|5.58|70.93|3.0|2.0|0.0|124.7|0.0|4.0|32.0|1.0|1.0|5.110000000000001e-07|0.000216|0.000394|5.06|0.0|-0.05094|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|332.82|0.6915399999999999|-1395.922861|-0.1546|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
12h_a36|0.0|1|0|0|3.468184524|0.0|7.412764017000001|2|2|-0.128701804|-0.041228471|2|0.059920602|-0.503153567|0.00127667|-0.003014954|1|1|0.8913597320000001|0.820041835|-0.10861416|0|0.819614525|-0.073572836|-48.17643878|-70.19826261|82.11195464|0.180385475|-0.035734517|-45.96672487|11.96512593|0.665254541|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|536.6941285|-1263.568727|2391.856014|-15.32224162|7.428908584|0.8675704009999999|219.1956304|35.1736357|1899.376328|1.0|0.0|1.0|2.0|4.8|0.17|-6.69|2.77|78.43|1.72|1.0|0.0|130.24|0.0|6.0|31.0|0.0|0.0|0.000113|0.0464|35.0|2.65|0.0|-0.05013|5.1998|-1347.481013|-1347.451759|697.29|1177.89|358.81|238.44|0.34589|-1347.199963|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|8.7377|14.0|7.8539|7.8539
19_a34|0.0|0|0|0|0.0|0.0|7.412764017000001|1|1|-0.068004837|-0.169170251|1|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|1|1|0.866604574|0.8022000659999999|0.08178394|0|0.6399024520000001|-0.112877411|-56.30608209|-62.64265252|131.5318459|0.360097548|-0.039656969|-31.24772528|9.850795895|0.662289492|-1.506964829|-28.08688512|77.38527508|-19.78189027|76.05407906|319.1993829|-751.7118302|1537.244187|-9.86770272|5.495780422|0.877434994|168.4584665|29.86894781|1135.020017|0.0|0.0|1.0|1.0|3.07|0.18|-5.03|2.69|69.4|1.08|0.0|0.0|83.95|0.0|3.0|23.0|0.0|1.0|0.00186|574.0|218.0|1.66|0.0|-0.02901|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|297.18|0.6897300000000001|-1046.458335|-0.1735|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
35_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|2|0.068150325|-0.020425504|1|-0.069149293|-0.44784362|-7.44e-05|0.027469086|0|0|0.737701788|0.737094825|-0.032017257|0|0.800765945|-0.081822342|-60.302584200000005|-62.06945887|118.7214377|0.199234055|-0.033440195|-45.74482543|4.809030636|0.874573807|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|590.1597827|-1675.875389|1761.858479|-18.16338657|9.184536969|0.87101708|92.43836482|28.17969862|1916.219506|1.0|0.0|1.0|3.0|4.3|0.3|-9.55|4.13|85.29|3.33|3.0|1.0|151.05|0.0|8.0|36.0|0.0|1.0|8.629999999999999e-07|0.000415|0.0014199999999999|4.55|0.0|-0.04879|3.2146|-1533.002975|-1532.976969|796.47|1400.62|385.69|385.69|0.69279|-1532.557542|-132.0|2.0432|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198|7.6198
10_a15|0.0|0|0|0|0.0|0.0|0.0|0|0|-0.137104477|-0.0435725659999999|2|-0.0869138469999999|-0.384887119|0.001740635|-0.077096984|0|2|0.8310685940000001|0.713794823|0.0107135269999999|0|0.933136945|-0.052826735|-30.73805622|-59.05618983|6.497096666|0.066863055|-0.036384844|-34.36276159|3.550143186|0.8301726490000001|-1.928396745|-17.88541558|65.80736417|-21.17108692|36.83936823|542.9602292000001|-1122.067607|2305.991259|-12.31872585|5.555044294|0.815948972|98.81668286|25.50202895|1351.607534|1.0|1.0|1.0|1.0|3.58|0.12|-9.82|5.32|56.27|2.87|2.0|0.0|119.95|0.0|6.0|30.0|1.0|1.0|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|-0.03581|4.4682|-1281.088565|-1281.061184|631.2|1136.48|340.17|277.48|0.66799|-1280.804272|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
12h_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|0|0.104392974|-0.107711573|0|0.208938531|-0.289603712|-0.000134504|0.189869851|2|0|0.809398262|0.7769829840000001|0.116873629|1|0.839481749|-0.0954337969999999|-50.45378559|-48.34705035|208.6717565|0.160518251|-0.038796498|-25.56004046|3.274152035|0.844008584|-1.280284432|-26.67382585|54.9311782|-20.51086984|56.64687411|443.8158546|-676.8587047999999|603.6697997|-10.84365353|7.989299324|0.983394285|82.46928995|24.30173133|801.957134|1.0|1.0|1.0|1.0|3.19|0.0|-6.84|4.59|84.45|3.76|2.0|1.0|96.16|0.0|2.0|23.0|0.0|1.0|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|-0.07512|4.1508|-2153.207198|-2153.186757|548.82|910.77|469.0|298.7|0.6503899999999999|-2153.072091|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846|6.0846
1c_a5|0.0|1|0|0|2.955525321|0.0|6.605297921|0|0|-0.268536978|-0.006491037|2|-0.080321049|-0.085301064|0.008031558|-0.228971551|1|2|0.71274658|0.7595197290000001|0.128385959|0|0.88631419|-0.068062282|-34.82350689|-35.99212225|160.5407184|0.11368581|-0.0281385329999999|-18.41507338|2.185709046|0.753027268|-1.12554131|-17.81716094|43.86175561|-14.3968489|39.09545876|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|6.063350238|0.909902834|126.3615674|19.11862892|764.7451566000001|1.0|0.0|1.0|1.0|2.78|0.05|-8.41|4.99|54.46|2.13|0.0|0.0|95.45|0.0|3.0|24.0|0.0|1.0|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|-0.03965|4.8783|-990.6223073|-990.5931502|556.84|929.31|274.99|254.15|0.4444899999999999|-990.467026|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4|5.4
7f_a10|0.0|0|0|0|0.0|-4.8022906380000006|7.535296702|1|1|0.103083789|-0.2347037789999999|2|-0.104120245|-0.5663456689999999|0.00189949|-0.000498274|1|2|0.5371733989999999|0.796084921|-0.009545801|1|0.931773786|-0.064238302|-35.78096407|-53.02456669|15.96885516|0.068226214|-0.03645808|-29.53487321|2.474090768|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|-20.30728086|40.22275023|519.0013298|-954.4422004|2375.702381|-11.31122804|6.115784565|0.6738319429999999|99.26552746|24.71113795|1161.423484|1.0|1.0|1.0|0.0|3.37|0.23|-8.13|5.07|52.83|2.64|2.0|0.0|106.77|0.0|4.0|30.0|1.0|0.0|2.9e-06|0.00119|0.00103|4.7|0.0|-0.0613|5.7757|-1442.216293|-1442.200124|597.28|1034.38|341.96|214.67|0.34467|-1442.001311|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
14i_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|0.142566578|-0.130330047|2|0.040408197|-0.558153376|0.002243702|-0.018541856|2|2|0.77007911|0.8025091329999999|0.158023239|1|0.777952733|-0.0889593869999999|-60.8283953|-66.02703063|324.811841|0.222047267|-0.039760909|-45.14777443|10.01786784|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|-27.18760085|75.47917433|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|0.915894552|151.7330992|34.94120504|1782.001457|0.0|1.0|1.0|2.0|3.56|0.04|-6.96|2.57|148.11|2.28|1.0|1.0|128.38|1.0|6.0|33.0|1.0|0.0|6.11e-06|0.00278|0.0183|2.46|0.0|-0.08025|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|335.72|0.55606|-1798.371346|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|7.535296702|1|1|0.050460026|-0.080432741|2|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|1|2|0.702976795|0.8099394329999999|-0.041794304|1|0.754313773|-0.092570349|-52.90108631|-51.11565158|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|4.060137052|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|431.0669496|-868.9660769|1686.693134|-10.56568487|6.54753874|0.949475478|122.2274724|23.51893991|1105.390176|0.0|1.0|1.0|1.0|3.27|0.18|-7.13|3.69|86.69|1.84|1.0|0.0|108.18|0.0|3.0|28.0|0.0|1.0|0.0001409999999999|52.0|0.0375|2.39|0.0|-0.06|4.65|-1198.683473|-1198.64695|617.61|1048.31|327.69|266.68|0.4|-1198.442536|-0.16|5.9043|-0.22|0.03652312|-1198.49738|7.6529|69.0|7.1586|7.1586
5_a27|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0|0.126882432|-0.068518519|2|-0.149034787|-0.286030638|0.00991794|-0.125237927|1|2|0.639413469|0.760083119|0.180356685|1|0.8531787759999999|-0.055979434|-29.50048722|-44.83538435|10.48961936|0.146821224|-0.030385206|-23.6277072|4.709432444|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|449.6149323|-672.5307653|1254.531539|-8.438466859|6.160679036|0.7827415529999999|136.2361487|21.59546513|907.0095354|0.0|1.0|0.0|0.0|3.07|0.16|-6.22|2.94|65.6|2.66|0.0|0.0|97.55|0.0|2.0|25.0|0.0|1.0|0.000248|0.0821|0.0324|2.58|0.0|-0.04554|4.0989|-1083.143246|-1083.124207|566.68|955.22|302.48|302.48|0.64548|-1082.967639|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|3.0|8.5229|8.5229
26_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|0|0.11828578|-0.200192886|2|-0.110530752|-0.544056455|-0.0098410169999999|-0.046771537|1|2|0.6850994429999999|0.845040087|-0.11288313|1|0.7104381999999999|-0.098127284|-57.01987795|-59.08415114|9.608109253|0.2895618|-0.038735145|-34.3326642|7.0517889060000005|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|412.8219782|-945.3464183|1341.904566|-13.07911017|6.945070057000001|0.90465254|164.0744453|31.36429668|1317.300461|0.0|1.0|0.0|2.0|3.13|0.05|-7.22|2.84|98.72|2.59|1.0|0.0|104.8|0.0|4.0|28.0|0.0|1.0|1.3699999999999998e-05|0.00545|11.0|3.12|0.0|-0.06279|4.7963|-1696.096597|-1696.075481|592.84|1006.59|310.58|258.5|0.50921|-1695.9387359999998|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|13.0|7.9|7.9
14aa_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|0.066582026|-0.026892547|2|0.031136154|-0.287870566|0.013012022|-0.029037128|2|2|0.725358161|0.75434493|0.055269665|1|0.924108042|-0.052155763|-35.51947393|-51.83122853|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|629.3423691|-1140.287028|2263.821505|-14.65218978|8.000512184|0.972590939|138.4803717|27.00633206|1431.335599|0.0|1.0|1.0|1.0|3.63|0.12|-8.16|4.4|105.02|3.45|2.0|1.0|130.22|0.0|5.0|32.0|0.0|0.0|5.9e-07|0.000259|0.00123|4.31|0.0|-0.0708299999999999|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|345.03|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
12n_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.0304762079999999|-0.064217094|2|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|1|1|0.669561738|0.815003426|-0.015189554|0|0.7781502140000001|-0.083120674|-52.4873066|-66.48079820000001|85.87072848|0.221849786|-0.038674741|-41.97990569|6.804436105|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|491.3700419|-1196.654368|2349.172094|-15.42118984|7.385790169|0.887350282|126.6686716|30.54968688|1496.934657|1.0|1.0|1.0|1.0|4.66|0.14|-6.9|4.25|81.65|3.2|2.0|0.0|127.24|0.0|5.0|30.0|0.0|0.0|4.12e-06|0.00171|0.00405|3.97|0.0|-0.05076|5.1999|-1675.011418|-1674.978015|669.57|1131.65|355.67|238.43|0.27009|-1674.777231|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|6.32|0.01|7983.0|7983.0
11b_a5|0.0|1|0|0|2.943854668|0.0|6.605297921|0|0|-0.2023158669999999|0.008093965|2|-0.067519041|-0.1833048739999999|0.006121601|-0.118167947|1|2|0.735954089|0.805760343|-0.0497097529999999|0|0.8737310509999999|-0.07633373|-45.82509318|-48.42513182|55.25128526|0.126268949|-0.029332646|-29.07084703|5.900883275|0.66824472|-1.290636432|-27.50997723|62.16286481|-17.60913884|55.65456427|524.5231302|-774.8021092|913.0178976|-10.5712171|8.936258446|0.83867925|199.1611925|26.35133256|1159.458633|1.0|1.0|1.0|1.0|2.99|0.1|-9.15|5.38|63.69|2.01|2.0|1.0|106.58|0.0|6.0|27.0|0.0|1.0|2.26e-05|0.00853|0.00767|3.62|0.0|-0.0418399999999999|4.4995|-1564.761898|-1564.72614|635.55|1063.35|295.32|275.55|0.61027|-1564.56504|-0.17107|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212|7.7212
16h_a32|0.0|1|1|1|3.340888605|0.0|7.765993078999999|0|0|0.217139852|-0.098975084|0|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|3|0|0.804503712|0.832040698|-0.003188883|1|0.7991915079999999|-0.081151869|-51.56009529|-77.17316899|70.02855767|0.200808492|-0.038765425|-49.03221545|8.461051377999999|0.7359051059999999|-1.821974989|-32.75886858|90.15529448|-24.62973479|64.87717961|507.7688359|-1157.597535|3282.554439|-15.6485794|6.710057805|0.850995852|167.7935207|33.46862873|1573.02555|1.0|1.0|1.0|2.0|3.61|0.26|-7.0|5.86|149.27|1.12|2.0|0.0|111.95|1.0|7.0|28.0|1.0|1.0|3.28e-07|0.000136|0.0073599999999999|3.66|0.0|-0.05028|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|342.67|0.70219|-1955.772465|-0.14972|3516.0|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655|8.0655
14l_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|0.060717916|-0.026530366|2|0.042748013|-0.288615723|0.01269616|-0.060692376|2|2|0.725800261|0.778602826|0.156652778|1|0.921267667|-0.053549434|-35.3275485|-51.59307331|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|8.125310915|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|607.777253|-1083.45454|2176.038061|-14.29549842|8.006380163|0.972085426|138.7874759|27.44221375|1372.110688|0.0|1.0|1.0|1.0|3.51|0.09|-7.78|3.88|105.02|3.24|2.0|1.0|125.25|0.0|5.0|31.0|0.0|0.0|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|-0.07191|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|341.8|0.67242|-1668.983787|-0.14639|6.0563|-0.2183|0.01168219|-1669.04569|8.2422|7.0|8.1798|8.1798
12l_a30|0.0|0|0|0|0.0|-4.712037416|7.412764017000001|2|2|0.157020295|-0.274237737|2|-0.102468864|-0.876151158|-0.00695299|0.154540315|1|1|0.613786308|0.830875659|-0.045411075|0|0.834279405|-0.0905026719999999|-63.31694493|-76.82494797|103.5499036|0.165720595|-0.045581702|-53.74781658|7.548024079|0.8218150790000001|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|583.6736326|-1690.148855|2394.793539|-22.31041443|9.258542907|0.861252543|124.6606826|38.8038646|2056.604824|1.0|1.0|1.0|1.0|4.72|0.17|-7.18|4.43|90.88|2.82|2.0|0.0|133.96|0.0|7.0|34.0|0.0|0.0|1.99e-07|9.63e-05|0.000579|5.05|0.0|-0.0545299999999999|5.0454|-1988.033039|-1987.998976|729.17|1223.54|351.78|245.74|0.39486|-1987.782294|-0.14944|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|61.0|7.2154|7.2154
19l_a38|0.0|1|0|0|3.280796643|0.0|7.412764017000001|2|2|-0.086107169|-0.10490608|2|0.103904811|-0.426895387|-0.001197042|-0.02967593|1|1|0.723755855|0.839953955|-0.032569307|0|0.799611189|-0.079681862|-51.6277901|-65.35669452|133.9992534|0.200388811|-0.037359603|-42.34617024|9.195687319|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|-24.20618316|65.82033039|518.0872716|-1307.13389|2934.313773|-15.68376675|6.568874137999999|0.754730276|170.13821069999997|32.82593886|1772.6006989999998|1.0|1.0|1.0|3.0|4.94|0.12|-7.28|4.03|81.23|2.75|2.0|0.0|135.78|0.0|6.0|32.0|0.0|1.0|1.15e-05|0.0049|0.00807|3.55|0.0|-0.0603299999999999|3.6709|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|337.75|0.69413|-1409.309206|-0.13977|6.5627|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
13d_a6|0.0|1|0|0|3.447870607|0.0|7.412764017000001|1|1|-0.045686501|-0.0122495089999999|1|0.077158715|-0.607917822|-0.003346018|-0.042531782|1|1|0.845481322|0.786837131|-0.027209556|0|0.78862121|-0.092581323|-63.04181168|-75.40072983|156.67194009999997|0.21137879|-0.039696112|-51.34295409|14.27820079|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|536.999346|-1432.613867|3075.022992|-18.40596467|9.086171078|0.703203572|157.0011174|35.13035671|1861.908905|1.0|1.0|1.0|2.0|3.64|0.16|-9.4|5.38|95.85|1.5|2.0|0.0|121.6|0.0|6.0|32.0|0.0|1.0|1.11e-06|0.000471|0.00229|4.23|0.0|-0.05252|4.85|-1389.403308|-1389.374844|723.61|1219.11|341.57|255.64|0.58381|-1389.125098|-0.14894|11.0994|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437|6.4437
14c_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|0|-0.134137693|-0.018518519|2|-0.026986769|-0.298463715|0.003784292|-0.023927419|1|2|0.667111824|0.773044788|-0.096749121|1|0.866576459|-0.067475189|-48.57709197|-57.64986681|36.22825261|0.133423541|-0.030217952|-41.50359456|12.73426132|0.66168729|-1.60155147|-34.9718749|75.5139152|-21.75466672|66.26540251|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|8.626337592|0.8592469290000001|243.5598613|32.87756477|1742.5109329999998|0.0|1.0|1.0|1.0|3.49|0.08|-9.28|3.9|109.38|1.08|1.0|0.0|128.77|0.0|6.0|34.0|0.0|0.0|1.39e-05|0.00618|0.0107|2.9|0.0|-0.07399|5.7361|-1460.602657|-1460.571156|715.52|1241.55|337.45|216.15|0.3078|-1460.324494|-0.15408|7.3824|-0.22807|0.03150011|-1460.38772|9.04|153.0|6.8153|6.8153
8_a27|0.0|1|0|0|2.599100867|0.0|6.605297921|0|0|0.188762686|-0.077396262|2|-0.14212377|-0.329319041|0.0040883959999999|0.093450172|1|2|0.6812785379999999|0.8000360390000001|0.141900468|1|0.776384028|-0.078709803|-37.50265703|-43.96130162|122.0597403|0.223615972|-0.035880862|-20.94612822|4.960882344|0.751701834|-1.291711016|-17.86879446|53.20197882|-17.09606174|47.91445451|369.9216992|-615.4582227000001|989.0070768|-8.145716531|5.016799703|0.92208134|118.305988|22.74314225|818.753121|0.0|0.0|0.0|1.0|2.79|0.06|-6.28|2.98|76.46|2.19|0.0|0.0|87.68|0.0|2.0|23.0|0.0|1.0|0.000586|178.0|0.0907|2.0|0.0|-0.05015|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|300.38|0.64893|-1004.385302|-0.16958|3.0415|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218|8.2218
