molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|7.412764017000001|2|2|-0.109305298|-0.046964839|2|0.095192109|-0.41624054|0.0034852859999999|-0.078488872|1|1|0.839235677|0.7885597609999999|-0.019008343|0|0.826559623|-0.073689118|-45.04449811|-66.44342306|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|505.25728260000005|-1195.981615|2167.77208|-14.91993116|7.546661564|0.828482664|144.36259840000002|31.95428497|1565.759963|1.0|0.0|1.0|1.0|4.69|0.14|-6.28|3.04|66.4|2.02|1.0|0.0|120.94|0.0|5.0|29.0|0.0|0.0|0.000197|0.0753|0.0391|2.66|0.0|-0.05044|3.8677|-1252.802159|-1252.77514|648.41|1092.66|320.56|320.56|0.68682|-1252.578886|-0.15925|5.7274|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
8g_a12|0.0|1|1|1|2.897921027|0.0|6.580639137|1|1|0.10205033|-0.029907264|2|-0.038463841|-0.40429396|0.005898773|-0.094550033|1|1|0.804158158|0.7475224290000001|-0.04981165|1|0.8576253690000001|-0.076856227|-42.39297373|-57.6443411|84.95000993|0.142374631|-0.042752517|-31.79592789|2.7111119089999995|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|473.055878|-1037.59814|1356.883205|-13.00742505|6.882798206|0.864880588|54.23932676|26.15353224|1150.7554189999998|0.0|1.0|1.0|2.0|4.07|0.1|-8.0|3.31|78.85|2.89|1.0|0.0|109.93|0.0|3.0|27.0|0.0|0.0|4.15e-05|0.0146|0.0163|3.06|0.0|-0.06432|4.2057|-1154.321531|-1154.281986|590.93|989.66|332.31|294.8|462.0|-1154.121362|-0.1520099999999999|2.9986|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
9c_a31|0.0|1|0|0|3.410619646|0.0|7.765993078999999|1|1|0.031715924|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|2|0|0.8083148840000001|0.842823186|-0.000533581|0|0.6746901059999999|-0.103325018|-65.84728287|-81.63444414|153.5739377|0.325309894|-0.035867334|-52.02424796|12.30439782|0.670716706|-1.7933667130000002|-41.96335759|97.22026028|-22.85764436|85.15486955|429.9685721|-1142.882218|2242.189942|-14.56678943|8.188627935|0.837843885|209.8466636|34.07943198|1703.9715989999995|1.0|1.0|1.0|2.0|3.66|0.35|-7.24|5.64|117.37|1.08|2.0|0.0|108.16|0.0|8.0|28.0|0.0|1.0|5.85e-06|0.00233|0.0277|3.1|0.0|-0.03249|3849.0|-1618.157698|-1618.115927|691.3|1147.93|322.12|322.12|0.7007399999999999|-1617.892493|-0.15975|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
14b_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|2|2|-0.092558007|0.0228205129999999|2|-0.068176984|-0.255822608|0.010215823|0.037777505|2|1|0.74726683|0.7887047979999999|0.030057537|1|0.904076348|-0.050362464|-33.02344264|-50.27694576|25.31245624|0.095923652|-0.025558317|-32.9673668|9.64109526|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|592.81677|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|0.8030515570000001|237.8403928|26.29763086|1577.857852|1.0|1.0|1.0|0.0|4.64|0.35|-6.86|3.72|66.99|2.32|2.0|0.0|128.39|0.0|7.0|33.0|0.0|0.0|2.51e-05|0.0111|0.0074099999999999|3.51|0.0|-0.02486|5.2834|-1431.068494|-1431.037684|718.64|1253.87|304.07|234.67|0.55594|-1430.72987|-0.16874|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
8c_a31|0.0|1|0|0|3.435435563|0.0|7.765993078999999|1|1|-0.012583838|-0.104377029|0|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|2|0|0.922486359|0.847752299|0.006000201|0|0.626072761|-0.1170607269999999|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|6.820988495|0.90508624|152.7489054|30.23944586|1270.056726|1.0|1.0|1.0|2.0|3.51|0.29|-6.13|4.89|114.29|0.85|0.0|0.0|93.45|0.0|5.0|24.0|0.0|1.0|3.79e-05|13.0|0.0811|2.38|0.0|-0.03222|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|322.11|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
12b_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.047132642|-0.06631353|2|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|1|1|0.669561738|0.824373792|-0.009146339|0|0.764737577|-0.08354129|-53.05077947|-62.96700664|86.84905288|0.235262423|-0.038448551|-39.98560202|6.99318589|0.798520682|-1.883979001|-33.68855323|73.02913136|-24.41577808|64.06324295|485.6272203|-1196.373126|2347.979099|-15.50462119|7.393647884|0.878381889|127.9443353|30.57626261|1498.236868|1.0|1.0|1.0|1.0|4.63|0.14|-6.9|4.25|81.65|3.2|2.0|0.0|127.24|0.0|5.0|30.0|0.0|0.0|4.12e-06|0.00171|0.00405|3.97|0.0|-0.05351|5.0567|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|245.19|0.3159099999999999|-1674.7778119999998|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543|8.1543
15_a47|0.0|1|1|1|2.9226792460000004|0.0|6.605297921|0|0|-0.164258919|-0.072588375|2|-0.130885389|-0.21194909|-0.0026314909999999|0.086682657|1|2|0.644280611|0.830688568|-0.131424138|1|0.791753677|-0.084413593|-45.1562696|-48.36220049|61.0548099|0.208246323|-0.033307714|-25.87091101|4.770072524|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|423.5412927|-677.0708068|869.1027727|-9.531388265|6.984778596|0.914412511|154.260803|25.03780079|951.4364299|1.0|0.0|1.0|2.0|2.89|0.06|-8.49|4.69|66.49|2.83|2.0|0.0|96.6|0.0|3.0|25.0|0.0|1.0|1.29e-05|0.00455|0.00499|3.8|0.0|-0.0591799999999999|4.3312|-1527.4104|-1527.376145|552.16|930.51|305.43|286.26|0.67203|-1527.265523|-0.16762|2.2271|-0.2268|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
14s_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|0.020458621|-0.022580082|2|0.049317519|-0.298573309|0.010682694|-0.044305947|2|2|0.722187957|0.7837821840000001|0.096014944|1|0.92763624|-0.055037441|-35.30692476|-51.64162341|30.34480575|0.07236376|-0.034255504|-33.12848261|8.218681552|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|-21.9751589|48.11843993|595.0854952000001|-1032.832468|2316.634024|-14.09722664|7.548546899|0.890072438|144.457092|28.36177131|1333.003252|0.0|1.0|0.0|1.0|3.45|0.05|-7.99|4.0|105.02|3.51|2.0|1.0|125.29|0.0|5.0|31.0|0.0|0.0|7.49e-07|0.000334|0.00126|4.21|0.0|-0.07783|3.6828|-2089.521231|-2089.500101|668.66|1164.32|336.66|336.66|0.60323|-2089.2914530000003|-0.1515|4.7032|-0.22933|0.02112956|-2089.352478|6.4428|3.0|8.5482|8.5482
47r_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|1|0.029358241|-0.216996268|0|0.041686585|-0.40455848|-0.005176133|-0.02952923|0|0|0.806477847|0.7698681909999999|0.017110504|0|0.769578222|-0.083915825|-62.75220741|-65.12700692|13.30156885|0.230421778|-0.031669652|-48.70193962|8.669825595|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|575.4901675|-1563.048166|1504.28892|-17.70979622|9.819988422|0.976088187|233.2574532|34.41856352|2271.625192|1.0|1.0|1.0|2.0|4.55|0.22|-7.46|0.43|111.03|2.23|3.0|1.0|145.82|0.0|9.0|36.0|0.0|0.0|2.26e-07|0.0001139999999999|0.00117|4.59|1.0|-0.0522799999999999|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|391.06|0.69545|-1964.443758|-0.13021|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
14f_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|0|-0.002304087|-0.027380305|2|0.056215377|-0.373510774|0.010561248|-0.0555907109999999|2|2|0.756252127|0.796412133|0.070514687|1|0.894162392|-0.059927056|-40.51498423|-57.07376861|96.47955427|0.105837608|-0.031450478|-38.58595734|12.40242234|0.665778294|-1.603974359|-27.39103254|74.08536976|-21.26277654|58.85981824|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|8.124287407|0.918402793|225.9578225|31.93672236|1628.77284|0.0|1.0|1.0|1.0|3.57|0.09|-7.51|3.42|114.25|2.72|2.0|1.0|126.78|0.0|6.0|32.0|0.0|0.0|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|-0.07163|5.8184|-1744.452086|-1744.429532|711.98|1210.19|346.78|213.09|0.60917|-1744.182678|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459|8.6459
3f_a32|0.0|1|1|1|3.553167045|0.0|7.773594467000001|0|0|0.0067550119999999|-0.0434359079999999|0|-0.062954205|-0.275173181|0.001276735|-0.113189563|3|0|0.833981748|0.820782305|-0.110248899|1|0.874026684|-0.073433055|-41.40131823|-54.8993954|47.97543149|0.125973316|-0.030139709|-30.95210106|3.78194259|0.78919828|-1.265867765|-23.34192893|61.47296003|-16.99267001|48.1093075|492.7734095|-713.6921402|2130.756016|-9.580412233|6.153728636|0.770463268|118.8493262|21.53155987|904.3255145|1.0|1.0|1.0|1.0|3.9|0.28|-7.31|7.18|110.94|2.18|2.0|0.0|102.66|0.0|4.0|24.0|0.0|1.0|1.28e-07|4.53e-05|0.0014|4.83|0.0|-0.05315|3.5569|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|348.58|0.70255|-1711.863611|-0.1474599999999999|3.4678|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
4_a47|0.0|0|0|0|0.0|0.0|0.0|0|0|0.004633887|-0.121159855|2|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|0|2|0.893350891|0.783871003|-0.095209424|1|0.874200878|-0.07804769|-42.46254967|-50.35610033|96.20929041|0.1257991219999999|-0.03525955|-27.39669054|2.300808176|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|475.6168721|-805.6976052|1528.797085|-10.43683449|6.468023748999999|0.67265584|105.2186243|23.78275706|998.8757964|1.0|0.0|1.0|2.0|2.75|0.05|-8.79|4.83|58.04|3.1|2.0|0.0|106.52|0.0|3.0|26.0|0.0|1.0|1.21e-06|0.0004379999999999|0.0008359999999999|4.96|0.0|-0.05606|5.7708|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|214.85|0.45947|-1509.262887|-0.1547|4.2607|-0.21076|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
12a_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.033691224|-0.02919335|2|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|1|1|0.8421237309999999|0.7885597609999999|-0.031179517|0|0.836214716|-0.07699057|-47.73588073|-60.22802588|85.47365107|0.163785284|-0.037665934|-37.34272719|6.263330101|0.805190202|-1.845630786|-29.59731695|69.45678454|-23.35372432|57.83766054|518.4718832|-1144.332492|2256.680391|-14.47983299|7.362386058999999|0.88607758|120.786445|29.00398472|1421.195251|1.0|1.0|1.0|1.0|4.65|0.14|-6.64|3.84|81.65|2.82|2.0|0.0|127.28|0.0|5.0|29.0|0.0|0.0|5.23e-06|0.00208|0.0056|3.87|0.0|-0.05184|5045.0|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|245.76|0.35338|-1575.538241|-0.1481|4.1875|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
3c_a49|0.0|0|0|0|0.0|0.0|7.535296702|1|1|0.034009672|-0.016347266|2|-0.04696024|-0.248722888|0.006218639|-0.05815918|1|2|0.666785606|0.802792677|0.005559828|1|0.7963363840000001|-0.071786669|-41.0524769|-42.3959176|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|0.637222556|-1.186174159|-23.47658531|54.85343388|-14.4326528|49.52988301|455.3990518|-678.3346816000001|1667.1178220000002|-8.253567879|6.567311051|0.919925763|207.4607002|22.64931248|1064.517686|0.0|1.0|1.0|1.0|3.18|0.18|-7.54|3.63|72.7|1.84|1.0|0.0|109.43|0.0|4.0|28.0|0.0|1.0|0.0003509999999999|0.13|0.0505|2.29|0.0|-0.0606|5.1584|-1198.668772|-1198.634822|613.33|1046.53|322.71|240.36|0.32539|-1198.430306|-0.15853|3.6122|-0.21913|0.03394942|-1198.484646|3.7789|87.0|7.0605|7.0605
2_a47|0.0|0|0|0|0.0|0.0|0.0|0|0|-0.002024001|-0.13117284|2|-0.004557357|-0.3581612489999999|-0.007479445|0.107297513|0|2|0.916092248|0.671819147|0.115527282|1|0.847324011|-0.083455669|-41.57671973|-47.65477123|99.5619537|0.152675989|-0.036790752|-23.74109633|2.112397382|0.784978115|-1.4348393119999998|-20.71307621|55.81329383|-18.32875817|45.81686991|422.1277419|-714.8215685|1242.745585|-9.131190896|5.308758149|0.764993595|107.1215986|23.34938746|910.626111|1.0|0.0|1.0|2.0|2.58|0.0|-7.82|3.7|58.04|2.39|1.0|0.0|96.54|0.0|3.0|24.0|0.0|1.0|3.46e-06|0.00109|0.00243|4.52|0.0|-0.05285|3.7181|-1010.540464|-1010.505024|536.13|902.07|333.46|333.46|0.69102|-1010.364507|-0.15446|2.1266|-0.20731|0.03544055|-1010.412694|3.1004|631.0|6.2|6.2
15a_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.214195114|0.022297552|2|-0.125297206|-0.144512841|0.011418154|-0.060539141|1|2|0.7408341359999999|0.77630271|-0.0232534929999999|1|0.915137224|-0.0458501609999999|-29.50952422|-49.47045259|42.41151044|0.084862776|-0.025155581|-31.83957238|6.503087289|0.676473201|-1.3835569680000002|-18.99256188|60.98047923|-16.19032994|39.61363829|588.9895149|-890.4681466|2413.560937|-10.42022369|6.71451044|0.68815941|208.2243923|23.93343877|1316.339132|0.0|1.0|1.0|0.0|3.5|0.29|-7.79|3.95|56.07|1.93|1.0|0.0|118.92|0.0|6.0|30.0|0.0|1.0|0.000108|0.0432|0.0157|3.12|0.0|-0.04742|5.7646|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|215.08|0.47484|-1278.141052|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
25d_a34|0.0|0|0|0|0.0|0.0|7.412764017000001|1|1|0.128783829|-0.089654563|1|-0.163072107|-0.8576484190000001|-0.005017781|-0.1266965|1|1|0.8265507809999999|0.7498681140000001|0.14554928|0|0.674282353|-0.100582621|-66.52770588|-82.09024497|174.9700398|0.325717647|-0.044492794|-54.29641443|12.8082206|0.7772035959999999|-2.358118108|-44.00298587|95.24066462|-29.42857839|85.89233572|445.9861716|-1559.714654|2564.887803|-19.46475234|6.933980884|0.916843118|147.36277019999997|37.86469665|2006.828923|1.0|1.0|1.0|2.0|3.58|0.12|-8.08|3.05|90.3|2.26|1.0|0.0|119.81|0.0|7.0|32.0|0.0|1.0|2.44e-05|0.0104|0.0141|3.05|0.0|-0.03521|4.2732|-1426.496796|-1426.468726|706.21|1198.19|290.15|290.15|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223|6.0223
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|6.605297921|1|1|-0.064667223|-0.044044637|3|-0.087807028|-0.387865233|0.0012214139999999|-0.097596429|1|2|0.738419215|0.785672769|-0.0062180169999999|0|0.770273808|-0.088586421|-51.29122728|-51.14964436|32.50178358|0.229726192|-0.032911684|-29.61546471|6.1994599720000005|0.668046377|-1.678495905|-29.69744072|66.24061038|-19.05574986|61.99847688|445.9858336|-971.8432428|1906.512273|-11.03321234|6.080741586|0.945954873|192.1999837|28.52459128|1454.754155|1.0|1.0|1.0|2.0|3.96|0.04|-7.91|3.75|92.79|1.23|1.0|0.0|120.73|0.0|6.0|32.0|0.0|0.0|3.2500000000000004e-05|0.0137|0.0167|2.88|0.0|-0.04527|5.8802|-1388.147972|-1388.094657|611.03|1126.94|290.75|210.85|0.41688|-1387.887227|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507|6.3507
11b_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|1|-0.154649459|-0.014702942|1|-0.007722567|-0.13377846|0.011959339|-0.218953127|2|1|0.701976536|0.800774662|-0.146696566|1|0.931316325|-0.0445367309999999|-23.23499995|-36.43643854|7.949039772000001|0.068683675|-0.02494328|-19.0090431|5.295379767|0.642051995|-1.047617742|-12.12179711|47.72173991|-13.01301376|33.38515735|485.8716402|-546.5465781|1650.235214|-6.788943965|5.697537591000001|0.751545111|186.7429782|20.26785036|851.2497152000001|0.0|1.0|1.0|0.0|3.44|0.15|-5.87|3.09|48.53|2.25|0.0|0.0|99.65|0.0|2.0|25.0|0.0|1.0|0.000263|0.0862|0.0228|2.9|0.0|-0.02817|4.6471|-1045.98235|-1045.961211|560.06|955.4|311.03|266.8|0.53885|-1045.798634|-0.16684|2.7805|-0.19501|0.02113855|-1045.849774|3.7922|1.7|5.7696|5.7696
15a_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|1|1|-0.113976703|-0.06317118|1|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|2|1|0.797917311|0.821868651|-0.051676609|1|0.837789896|-0.0783960279999999|-46.91098865|-50.56454577|275.287923|0.162210104|-0.029316925|-30.25705388|6.450390922|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|501.3207109|-859.5972780999999|1754.903963|-10.49734522|8.095541483|0.8103580690000001|176.277812|24.86892274|1218.577214|0.0|1.0|1.0|1.0|3.7|0.23|-6.09|3.23|68.76|1.87|1.0|0.0|110.43|0.0|5.0|28.0|0.0|1.0|0.000251|0.0933|0.0444|2.51|0.0|-0.03255|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|306.83|0.66132|-1199.572081|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
9_a47|0.0|0|0|0|0.0|0.0|0.0|0|0|0.00410268|-0.1789147139999999|2|-0.043270202|-0.382556052|-0.009607222|0.022031244|0|2|0.7033922579999999|0.792070785|0.046690958|1|0.805149969|-0.084368438|-44.13640712|-50.70744657|107.3271659|0.194850031|-0.036925422|-26.52703503|2.611122094|0.790651977|-1.550867715|-23.08946904|58.96976407|-19.3171225|49.12766732|421.2052248|-811.319145|1333.091472|-10.10553715|5.653392499|0.93384951|109.5180831|24.43189048|1026.1394|1.0|0.0|1.0|2.0|2.87|0.05|-8.47|4.61|58.04|2.99|1.0|0.0|101.46|0.0|3.0|26.0|0.0|1.0|4.29e-06|0.00148|0.00218|4.43|0.0|-0.05037|5.7429|-1149.090086|-1149.055456|566.1|959.59|333.44|215.89|0.3885099999999999|-1148.896866|-0.1545099999999999|2.2966|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6|7.6
17b_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|0|0.001256821|-0.002108117|2|-0.026412432|-0.266456625|0.005120507|-0.100018134|1|2|0.653180996|0.780221059|0.068812225|1|0.882170399|-0.068207754|-51.71860811|-60.19950116|99.61874923|0.1178296009999999|-0.029249891|-45.64634114|9.129863339|0.724866184|-1.6672437880000002|-39.21569422|73.52844745|-22.17876359|63.75929319|668.9067217|-1264.189524|2514.295488|-16.81707305|9.700133933|0.909403632|208.6205329|30.59704545|1744.031591|1.0|1.0|1.0|1.0|3.56|0.11|-10.04|4.88|96.49|2.0|2.0|0.0|135.78|0.0|7.0|35.0|0.0|1.0|4.75e-06|0.00218|0.00394|3.61|0.0|-0.05531|5.4236|-1483.873254|-1483.830524|781.08|1329.35|313.02|228.6|0.31395|-1483.563965|-0.16408|3.5074|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
11_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0|0.119431379|-0.127546771|3|-0.101436441|-0.363112913|-0.008037672|0.044912659|1|3|0.8947911009999999|0.724492061|0.132535663|1|0.777803048|-0.0955396769999999|-45.19136777|-47.02715152|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|367.9098016|-611.3529698|1105.41974|-8.76293931|5.475372235|0.8799677029999999|117.0775712|24.61956593|812.4456757999999|0.0|1.0|1.0|1.0|3.19|0.0|-6.51|3.79|105.82|0.8|0.0|0.0|88.28|0.0|2.0|22.0|0.0|1.0|8.37e-05|0.0256|0.0601|2.22|0.0|-69.0|3.2232|-1288.195105|-1288.165162|508.58|834.82|384.66|384.66|0.6966600000000001|-1288.058926|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
18_a31|0.0|1|0|0|3.281949877|0.0|7.401841579|0|0|0.0690370959999999|-0.138136629|0|-0.051184519|-0.640807491|-0.009923585|-0.001973566|2|0|0.868704545|0.8595579409999999|0.022160691|0|0.72588713|-0.11789212|-69.19879619|-75.99442464|238.9516432|0.27411287|-0.040279446|-44.60622732|4.984491996|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|-23.64270989|77.69074057|426.0718665|-1063.9219449999998|1935.374782|-13.87749294|7.076684189|0.8155571290000001|130.6137795|30.40953623|1368.42913|1.0|1.0|1.0|3.0|3.41|0.28|-6.54|4.9|119.14|0.75|1.0|0.0|99.32|0.0|7.0|25.0|0.0|1.0|2.42e-05|0.00862|86.0|2.47|0.0|-0.03702|5.0092|-1465.528656|-1465.4803960000002|630.26|1041.21|317.05|247.51|0.51842|-1465.300904|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861|6.8861
46_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|2|-0.001181461|-0.018808538|1|-0.046124025|-0.3872848129999999|0.002300582|-0.0669031009999999|0|0|0.7100921609999999|0.729629263|-0.015124585|0|0.8265445990000001|-0.069742249|-49.54738918|-54.33831169|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|0.782232748|-1.988633091|-35.20023815|63.70285871|-20.77641329|55.92367899|587.2068577|-1412.796104|1848.661552|-14.76030741|8.980343774|0.8342358790000001|154.7096476|26.56039822|1806.107079|0.0|0.0|1.0|2.0|4.27|0.3|-8.82|3.68|76.5|3.33|2.0|1.0|151.14|0.0|7.0|36.0|0.0|0.0|2.08e-06|0.000999|0.00161|4.36|0.0|-0.04995|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|384.45|0.69181|-1532.493789|-0.13224|2656.0|-0.18219|0.0239301|-1532.562476|3.2533|186.0|6.7305|6.7305
11a_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|1|-0.156121881|-0.014702942|1|-0.04339705|-0.134056065|0.011959339|-0.108592708|2|1|0.701976536|0.792574879|-0.158172459|1|0.917127112|-0.048213112|-25.48858279|-37.63057389|7.53108119|0.0828728879999999|-0.025421565|-19.89396594|5.167341939|0.6543614329999999|-1.067705728|-13.47492066|48.67321197|-13.43949068|35.26290548|484.8529701000001|-564.4586084|1550.320581|-7.104987834|5.965221997|0.864799282|182.7270002|20.53832944|862.6098364|0.0|1.0|1.0|0.0|3.44|0.15|-5.87|3.09|48.53|2.25|0.0|0.0|99.65|0.0|2.0|25.0|0.0|1.0|0.000263|0.0862|0.0228|2.9|0.0|-0.03284|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|305.11|0.65485|-1045.794689|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291|7.2291
13_a1|0.0|1|0|0|3.409865599|0.0|7.423568444|1|1|-0.046530797|-0.144782061|1|0.1129747169999999|-0.597786194|-0.008672236|-0.0594321759999999|1|1|0.87703849|0.76714213|-0.051729721|0|0.6794604670000001|-0.111667908|-64.94184903|-62.04288975|148.7311076|0.320539533|-0.040302516|-36.08180773|11.41059871|0.7082629840000001|-1.813613202|-37.76773325|77.55889436|-23.43842502|84.56244352|395.1486144|-1054.729126|1786.445642|-13.63090514|7.493979856|0.912824292|169.6632599|33.09282789|1489.177255|1.0|1.0|1.0|2.0|3.35|0.09|-7.94|4.75|80.26|1.74|1.0|0.0|104.88|0.0|4.0|28.0|0.0|1.0|5.16e-05|0.0192|17.0|2.94|0.0|-0.04962|4.0783|-1238.395767|-1238.367298|613.52|1035.04|359.55|304.01|0.65363|-1238.174491|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0|6585.0
19k_a38|0.0|1|0|0|3.218103741|0.0|7.412764017000001|2|2|0.0100827|-0.17467835|2|0.098947776|-0.6888696990000001|-0.011156837|0.016990252|1|1|0.7581164340000001|0.853092207|0.04833864|0|0.658700057|-0.112748779|-71.54314527|-80.54577161|157.4834779|0.341299943|-0.044662847|-51.10918191|9.369654226|0.75964689|-2.411793744|-45.3966925|94.38036132|-28.3401789|86.30929885|417.968819|-1530.369661|2929.493496|-17.9828603|6.744851799999999|0.911726848|152.51267140000002|37.3070426|2014.5803|0.0|0.0|1.0|4.0|4.89|0.13|-6.41|2.34|124.32|1.65|1.0|0.0|133.79|0.0|6.0|33.0|0.0|0.0|0.000134|0.0594|107.0|1.65|0.0|-0.05534|5.1869|-1500.8984380000002|-1500.852284|677.64|1172.22|350.45|239.03|0.38269|-1500.618667|-0.14568|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666|7.9666
