molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|nARing|SaasN|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
16_a4|0.0|0|0|1|1|1|1.843196334|1|0.007101649|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.006466406|0.020218035|-0.0513920109999999|1|0.490768328|0.774455255|0.0293772029999999|0.482473457|-0.073335635|0.013727656|-36.11951685|6.761192037000001|0.210153891|-0.033372358|-19.42906425|3.330045338|74.430775|-17.789707500000002|45.11883447|-16.43666742|0.455802506|389.0176968|-591.7200271|0.167538305|5.548106463|10.19502391|0.837568182|4520.2597670000005|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|322.8922084|0.0|1.0|0.0|0.0|3.08|0.11|4.49|1.0|85.02|2.0|-3.92|4.0|-5.64|0.0|1.0|-4.43|0.0001199999999999|3.59|0.0|0.0|4.33e-07|-0.03965|4511.0|-1057.494456|-1057.478071|856.55|293.41|274.85|0.51149|0.54061|0.1006|-0.17375|1863.0|0.01638524|-1057.429593|343.0|6.4647|6.4647
20_a4|0.0|0|0|1|1|1|2.017439295|1|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.098992154|-0.103098674|1|0.691307598|0.7797803109999999|-0.105783279|0.665774148|-0.060595472|0.022933651|-29.16642156|11.03865532|0.081852712|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|-14.03867522|46.45917085|-13.14728679|0.421704107|441.9318823|-486.4496111|0.356414753|5.543543957000001|9.58599918|0.729218575|4085.683488|-234.1428169|20.4281979|0.024334176|-138.2237887|338.71903330000004|1.0|1.0|1.0|0.0|3.06|0.11|3.2|0.0|86.62|3.0|-3.46|3.0|-5.96|0.0|1.0|-3.87|0.000346|2.96|0.0|0.0|2.79e-06|-0.03048|5.1778|-934.2489802|-934.2266312|861.05|306.74|239.45|0.5152|0.66028|0.1415|-0.16699|4.0681|0.022349042|-934.150871|646.0|6.1898|6.1898
1_a1 (SKF-104365)|0.0|0|0|1|1|1|2.196347317|1|-0.091086986|-0.218014497|0.000663414|-0.10236005|10.33812228|0.11172918|1|0.002250781|-0.221214316|-0.300426726|1|0.57031697|0.7926983559999999|0.194988905|0.551667506|-0.067997692|0.0133681239999999|-31.45099608|6.18316314|0.186844249|-0.029524467|-17.369816|2.859900586|63.42504103|-14.547040099999998|46.32985169|-13.65596178|0.416807085|376.1092109|-450.6467387|0.290255081|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|-208.4377919|19.24066156|0.018973797|-194.0267797|297.2783688|1.0|1.0|1.0|0.0|2.68|0.12|3.93|0.0|81.72|2.0|-3.8|3.0|-6.01|0.0|1.0|-4.02|0.000159|2.96|0.0|0.0|9.93e-07|-0.03482|3.8901|-1279.084677|-1279.060907|809.96|318.72|318.72|0.70081|0.70081|0.2178|-0.16142|4.5773|0.02377006|-1279.017667|1.6|5.7959|5.7959
3a_a49|0.0|0|0|1|1|1|2.09865947|2|-0.044367345|-0.337858497|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.000521532|-0.074886415|0.003978478|2|0.775818577|0.8145214209999999|0.008391259|0.7476073409999999|-0.094437035|0.016205613|-55.30832478|9.491036042|0.27109473|-0.030698626|-30.35026007|5.558553447|59.40691577|-32.39206742|64.2037853|-17.97906469|0.474653816|426.893216|-880.9741697000001|0.310225187|6.566343333|12.49907878|0.903506738|5792.106924000001|-515.9544212000001|26.06512204|0.021141449|-222.2883651|578.2841135|0.0|1.0|1.0|2.0|2.11|0.18|2.77|1.0|112.14|5.0|-3.06|5.0|-7.67|0.0|0.0|-3.3|0.000878|1.38|0.0|0.0|6.52e-08|-0.05732|5.1647|-1254.012043|-1253.973708|1082.21|320.04|240.06|0.53794|0.66614|0.0793|-0.15978|3801.0|0.03833529|-1253.8126619999998|64.0|7.1938|7.1938
1m_a5|0.0|0|0|0|0|0|0.0|2|-0.07112464|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.07132816|2|0.691858366|0.7824502320000001|-0.022280685|0.63664685|-0.070959368|0.009030414|-37.380714700000006|4.7571353730000006|0.117604448|-0.028977918|-19.83596661|2.506013299|0.235629561|-19.69180207|46.74648368|-15.26528941|0.482646195|464.8375158|-564.8157081|0.26152627|6.911100301|13.35855701|0.932913201|4584.808374|-297.5394992|20.67140479|0.0172594319999999|-251.2513491|383.4128238|0.0|1.0|1.0|1.0|2.11|0.0|5.11|1.0|95.5|3.0|-4.52|3.0|-5.71|0.0|1.0|-4.74|2.99e-05|3.69|0.0|0.0|2.35e-09|-0.0507699999999999|4.6678|-1410.912452|-1410.88022|926.13|281.89|265.61|0.4527899999999999|0.45426|0.2373|-0.1778|1939.0|0.03223201|-1410.833395|43.0|7.3665|7.3665
18_a47|0.0|1|1|0|0|0|0.0|3|-0.026357805|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|0.0015586929999999|-0.056674151|-0.053119347|3|0.646771311|0.792196273|-0.027351545|0.630969651|-0.078937385|0.014741763|-49.44908758|9.234746417|0.222175975|-0.0303894239999999|-33.12615721|5.784962137000001|3.684585007|-30.97660579|63.72933669|-19.03697822|0.432077184|487.2556678|-951.8489108|0.267251553|7.018342267|12.35791568|0.7608026529999999|6261.441874|-596.2708299|25.98023687|0.017318402|-291.6032324|628.5247532999999|0.0|1.0|1.0|2.0|2.5|0.08|5.53|2.0|119.78|4.0|-5.5|5.0|-5.87|1.0|0.0|-5.37|3.13e-06|4.13|0.0|0.0|4.34e-11|-0.04964|4.2668|-1354.221126|-1354.180815|1130.76|293.65|290.58|0.4659|0.63359|0.0516|-0.17349|3.4464|0.04031146|-1354.037606|3.0|8.6|8.6
13b_a5|0.0|0|0|0|1|1|0.0|2|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|0.0066003869999999|-0.010368468|-0.091464693|2|0.6700114770000001|0.765309977|-0.0330907489999999|0.653356347|-0.0694958329999999|0.0138892369999999|-44.93506461|8.980592802|0.168442764|-0.02636836|-31.23446039|5.806729729|46.77748445|-29.05440446|62.24204745|-17.04942469|0.455921715|537.6736515|-869.5206594|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|-562.2202871000001|26.06641209|0.021552174|-199.2474147|638.8437454|1.0|1.0|1.0|1.0|2.64|0.17|4.64|1.0|119.8|5.0|-4.24|4.0|-6.58|0.0|1.0|-4.43|5.69e-05|3.01|0.0|0.0|4.36e-09|-0.05177|4.6733|-1276.066049|-1276.030896|1138.73|296.66|265.31|0.32779|0.57482|0.3064|-0.17274|3.5881|0.035153|-1275.865034|0.11|6.9586|6.9586
12w_a30|0.0|0|0|0|2|2|0.0|2|-0.0999572419999999|-0.372029919|0.002431329|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.173643543|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.080971844|0.711738503|-0.076611264|0.015446225|-52.53307388|10.59162334|0.147783603|-0.037237182|-45.15435649|7.262777048999999|0.0|-36.02242934|75.77366969|-25.53389062|0.451478593|584.3729039|-1251.160641|0.192202301|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|0.014471302|-422.1196298|685.6665849999999|1.0|1.0|0.0|1.0|0.0|0.14|5.11|2.0|137.3|5.0|-6.58|4.0|-5.52|0.0|0.0|-6.04|2.64e-07|5.12|0.0|0.0|1.58e-08|-0.05682|5.0632|-2494.966575|-2494.932002|1211.28|348.42|244.87|0.31353|0.68423|0.1614|-0.15073|2.4229|0.0345723|-2494.807027|15.0|7821.0|7821.0
3m_a32|0.0|1|1|0|0|1|0.0|0|-0.0370712179999999|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|0.000822186|-0.065422345|-0.086806406|0|0.6943636479999999|0.817967125|-0.126422018|0.6672533589999999|-0.084626325|0.013428623|-50.60363458|8.029854976000001|0.201976727|-0.027127559|-33.57626169|4.801577352|0.0|-30.25923462|67.1606709|-16.22134838|0.4687361229999999|477.1904954|-729.9606772999999|0.325531778|7.0752395770000005|13.31775015|0.882303773|5724.714257|-436.4914018999999|24.05057475|0.018412178|-208.6520032|554.9424306|1.0|1.0|1.0|1.0|2.93|0.3|7.02|2.0|110.36|3.0|-5.94|4.0|-6.17|0.0|0.0|-4.86|1.14e-06|3.57|0.0|0.0|4.190000000000001e-08|-0.05731|3.5749|-1863.502681|-1863.46877|1073.31|346.82|346.82|0.7026600000000001|0.7026600000000001|0.2952|-0.14835|5082.0|0.0339106999999999|-1863.337677|23.0|7.6383|7.6383
13d_a5 (GW788388)|0.0|0|0|0|1|1|0.0|3|-0.092509033|-0.33442223|0.002956745|-0.086484275|10.94530363|0.024793388|1|0.003668464|-0.14893897|-0.016337128|2|0.7333482170000001|0.78479342|0.047169811|0.71006207|-0.086824482|0.014571846|-57.42492153|9.637686167|0.2258962769999999|-0.0291837579999999|-36.95444874|6.374277851|44.69922692|-37.98032007|70.45205183|-19.30187193|0.488398052|511.985152|-1061.602956|0.330817879|8.077599766|15.788837|0.954644629|6122.792779|-702.1345259999999|28.84397435|0.022041749|-223.7910275|723.0631751|1.0|1.0|1.0|2.0|2.74|0.2|4.56|1.0|121.68|6.0|-4.35|5.0|-6.94|0.0|0.0|-4.35|4.429999999999999e-05|2.75|0.0|0.0|1.45e-09|-0.05542|4.6091|-1390.589662|-1390.548362|1206.73|297.28|269.0|0.42515|0.48848|0.1549|-0.17299|2.4867|0.04130059|-1390.355751|18.0|7.7447|7.7447
31_a47|0.0|1|1|1|0|0|1.441825189|2|-0.086842911|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|-0.006265667|-0.188419195|-0.076351692|2|0.677766155|0.856640117|0.001622323|0.6463892179999999|-0.10715233|0.021401336|-66.4670426|13.27533898|0.303979962|-0.037580665|-40.66927863|8.234748813|81.01707367|-41.22978713|80.58054906|-23.31144534|0.4741051329999999|431.7441681|-1049.01504|0.29335997|8.214180216|15.6194341|0.901520747|6019.5391740000005|-650.7084581|32.98913783|0.024209265|-256.3593656|513.2159236|1.0|1.0|1.0|2.0|2.38|0.1|3.23|1.0|109.21|5.0|-4.59|5.0|-6.78|0.0|0.0|-4.39|2.56e-05|2.86|0.0|0.0|2.42e-08|-0.0532|3.9744|-1735.435432|-1735.400941|1079.4|340.91|311.96|0.68276|0.69894|83.0|-0.15143|6.4248|0.03449081|-1735.284957|16.0|7.8|7.8
47n_a18|0.0|0|0|0|1|1|0.0|0|0.017491759|-0.609196374|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0.001705837|0.026244774|-0.258092915|0|0.722991132|0.696612213|-0.083719099|0.711628292|-0.079299822|0.0106152389999999|-65.43887366|8.759783644|0.207570604|-0.031974244|-62.09468789|7.228646444|47.476904100000006|-54.00070374|86.44740177|-26.38541222|0.482565384|653.9193397999999|-2031.676741|0.216078071|10.43689152|20.17045476|0.932611327|7909.580851999999|-1676.556573|33.65821422|0.01357247|-468.58948260000005|1306.125688|0.0|1.0|1.0|3.0|0.0|0.31|3.67|3.0|162.18|13.0|-6.02|4.0|-6.68|0.0|0.0|-5.24|9.48e-07|4.1|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|-1743.3283440000002|-1743.299948|1565.37|387.11|387.11|0.6914600000000001|0.6914600000000001|0.5056|-0.13138|2.4754|0.02839695|-1740.663577|64.0|7.1938|7.1938
24_a20|0.0|0|0|1|0|0|1.959359883|2|0.087887688|-0.083539572|0.009265667|-0.060940703|10.93106245|-0.04104|1|0.008780074|0.1468474119999999|-0.060582944|2|0.616352201|0.74131936|-0.07179846|0.607038752|-0.061437722|0.012814211|-38.76683848|8.085691548|0.047972705|-0.02714795|-27.02262995|5.102023479|406.1522673|-24.46164548|51.30386873|-17.13019562|0.457794721|600.7235847000001|-856.5097809|0.228967757|6.852820269|12.63879297|0.844319927|6109.1040920000005|-540.4525990000001|22.21722343|0.013436544|-342.0394805|664.4562602999999|1.0|1.0|1.0|0.0|3.21|0.08|4.76|2.0|119.42|4.0|-4.89|5.0|-6.26|0.0|0.0|-4.93|1.29e-05|3.52|0.0|0.0|4.82e-10|-0.06748|5.3396|-1291.896802|-1291.867578|1169.35|345.59|232.2|0.46668|0.44916|0.0108|-0.15687|3.6107|0.02922392|-1291.706729|318.0|6.4976|6.4976
11a_a31|0.0|0|0|0|1|1|0.0|0|-0.087576474|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|2|-0.017433557|-0.149933348|-0.1829166189999999|0|0.861302755|0.8433024170000001|-0.030335912|0.819138461|-0.151872243|0.041435152|-76.64827023|20.91187076|0.513245044|-0.056833284|-41.01552988|10.55399384|71.03772901|-38.68354874|97.23036756|-28.68314085|0.451795285|245.6599349|-975.2267888|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|-492.1863586|39.01114987|0.031626337|-237.4612264|302.14325319999995|1.0|0.0|1.0|2.0|2.16|0.13|3.93|0.0|83.12|3.0|-4.81|6.0|-6.51|0.0|0.0|-3.79|1.5399999999999998e-05|2.53|0.0|0.0|2.22e-05|-0.05074|3.8042|-1441.452616|-1441.411622|860.74|325.92|325.92|0.69222|0.69222|0.2797|-0.15515|6.4691|0.04099365|-1441.37897|0.19|6.7212|6.7212
10_a32|0.0|1|1|0|0|0|0.0|0|-0.020186906|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|-0.229450999|0|0.809370315|0.8607827790000001|-0.079818594|0.764217655|-0.088310158|0.02575778|-54.55170955|15.91131724|0.237716043|-0.038939628|-46.69945835|9.828875607|52.24660367|-33.69815077|91.10767604|-24.0541214|0.449853016|470.8845962|-1058.381342|0.305365257|7.079344111|12.86809583|0.81769605|5842.926058|-653.7924168|34.62844557|0.025106509|-240.4628923|513.9156315|1.0|1.0|1.0|2.0|3.12|0.22|5.64|1.0|107.14|7.0|-6.04|5.0|-6.44|1.0|0.0|-4.41|9.17e-07|3.23|0.0|0.0|1.0300000000000001e-07|-0.05434|3.6441|-1916.668776|-1916.631761|1086.09|340.24|340.24|0.70228|0.70228|0.2983|-0.15088|2.4919|0.03701539|-1916.519894|7.0|8.1427|8.1427
12n_a30|0.0|0|0|0|2|2|0.0|2|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|0.002064369|-0.254279374|-0.120380857|1|0.669561738|0.815003426|-0.149451598|0.64876559|-0.083120674|0.017064818|-52.4873066|10.77573511|0.221849786|-0.038674741|-41.97990569|6.804436105|0.0|-33.14358793|76.16725916|-24.42151771|0.4701566479999999|491.3700419|-1196.654368|0.200596792|7.385790169|13.93957316|0.887350282|6353.890039|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|618.6004214|1.0|1.0|0.0|1.0|0.0|0.14|4.25|2.0|127.24|5.0|-5.39|5.0|-6.02|0.0|0.0|-5.01|4.12e-06|3.97|0.0|0.0|1.26e-07|-0.05076|5.1999|-1675.011418|-1674.978015|1131.65|355.67|238.43|0.27009|0.6854|0.1489|-148.0|5.3143|0.0334036|-1674.83759|0.01|7983.0|7983.0
8_a4|0.0|0|0|1|1|1|2.126514848|2|-0.072752231|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|0.009595591|-0.1193184819999999|-0.078942941|2|0.619844116|0.813333185|0.097165358|0.576540652|-0.05397993|0.0103751219999999|-27.90231822|5.362918401|0.074867554|-0.024598141|-17.52616744|2.772101712|37.17889653|-14.42275611|41.57817329|-12.71482105|0.428884426|478.2025467|-508.5928419|0.273845898|5.695730546|9.972991122|0.750959081|5162.482272|-262.8925116|17.50981094|0.0148422489999999|-233.7988862|434.9654405|1.0|1.0|1.0|0.0|3.19|0.15|4.63|1.0|100.13|2.0|-4.35|3.0|-5.76|0.0|1.0|-4.84|4.49e-05|3.74|0.0|0.0|1.65e-08|-0.05864|5.3544|-1450.239105|-1450.21384|949.09|311.03|231.56|0.30471|0.57675|0.0642|-0.16821|4.5781|0.0252645|-1450.121028|54.0|7.2676|7.2676
12q_a36|0.0|0|0|0|2|2|0.0|2|0.068040097|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.177407665|1|0.8941919290000001|0.828371596|-0.074349074|0.8065052890000001|-0.07607684|0.018562763|-49.18227989|12.00048565|0.17088073|-0.038175515|-44.31949385|7.758093617|0.0|-31.79544084|80.15866795|-24.67976947|0.486620426|536.0103834|-1233.988474|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|0.017949083|-347.4093916|629.5017194000001|0.0|1.0|0.0|2.0|0.0|0.14|3.35|1.0|128.76|5.0|-4.44|4.0|-6.49|0.0|1.0|-4.59|3.64e-05|3.31|0.0|0.0|6.65e-08|-0.05602|5.2375|-1692.544456|-1692.5102989999998|1148.35|320.77|236.72|0.39919|0.6863199999999999|0.3419|-0.1566|4.6718|0.03415678|-1692.370918|6.0|8.2218|8.2218
12y_a30|0.0|0|0|0|2|2|0.0|2|-0.089502772|-0.353814891|0.00604028|0.061944378|10.31162818|-0.058184644|1|0.006346396|-0.153680104|-0.0922059569999999|1|0.842068099|0.768409873|-0.095969764|0.803183654|-0.070903795|0.0149823289999999|-47.598277|10.05775555|0.151081489|-0.034840345|-41.1215369|6.751850651|0.0|-31.95309886|69.55490151|-23.38859815|0.445723724|569.8856940000001|-1286.372898|0.179891855|8.067590558|14.55517927|0.804154433|6301.067405|-863.552275|28.51891948|0.012362508|-429.782246|754.3941655|1.0|1.0|0.0|1.0|0.0|0.21|4.87|2.0|137.21|5.0|-6.04|4.0|-5.64|0.0|0.0|-5.46|9.14e-07|4.6|0.0|0.0|4.12e-08|-0.05065|5.1973|-1654.41361|-1654.382468|1227.82|357.11|238.56|0.30617|0.6864399999999999|0.1489|-0.1475|4.7043|0.0311422|-1654.190369|22.0|7.6576|7.6576
14_a15|0.0|0|0|0|0|0|0.0|2|-0.033982971|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0|0.0034254209999999|-0.051908601|-0.184255041|2|0.8310685940000001|0.719993769|-0.028227917|0.7933685340000001|-0.063809873|0.014672137|-40.89540491|9.403293601|0.112910954|-0.032888795|-37.68282812|6.026520371|2.923143027|-26.20964538|68.59458198|-21.0782518|0.406717767|568.5306056|-1117.1473460000002|0.229690275|6.040010666000001|10.18067005|0.685538423|5861.387612|-715.9737342999999|27.36334635|0.015286995|-346.4801021|673.7288405|0.0|1.0|1.0|1.0|3.72|0.12|5.32|2.0|119.95|6.0|-6.22|4.0|-4.97|1.0|0.0|-5.83|5.99e-07|5.29|0.0|0.0|1.51e-10|-0.0338199999999999|4.4518|-1281.105795|-1281.0669369999998|1177.14|342.41|278.5|0.65079|0.7055899999999999|0.0054|-0.14997|3.3596|0.03885834|-1280.87015|0.03|7.5229|7.5229
21_a34|0.0|0|0|1|2|2|1.88614418|1|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.201539853|-0.407759867|1|0.702772307|0.740092842|-0.015568862|0.660871869|-0.09533089|0.034163186|-63.96857813|22.9240533|0.323609157|-0.041572921|-53.03643341|15.38241267|77.34839362|-42.9239565|95.12565978|-27.89610644|0.4688149339999999|453.8692584|-1422.701428|0.271739906|7.253455092999999|13.65523159|0.882583047|7048.305909000001|-954.6558014|38.30514214|0.023973624|-306.332473|659.7484451|1.0|1.0|1.0|0.0|3.52|0.12|3.64|1.0|122.59|4.0|-4.5|6.0|-6.83|0.0|0.0|-4.71|3.14e-05|3.02|0.0|0.0|2.07e-08|-0.07534|4.3011|-1483.3359380000002|-1483.305698|1182.6|401.11|288.26|0.6893199999999999|0.69292|0.0002|-0.13338|5.3432|0.03023936|-1483.12009|3.36|5.4737|5.4737
1g_a5|0.0|0|0|0|0|0|0.0|2|-0.011534568|-0.172437603|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.019057802|-0.0178558139999999|2|0.74740095|0.7778380309999999|-0.067172264|0.717355058|-0.070108797|0.020418692|-37.59983870000001|10.9506874|0.134079034|-0.027205531|-21.388323|5.8729303|0.589719781|-20.16505667|54.34919851|-14.59051668|0.4713154089999999|464.3994751|-598.211184|0.38606657|7.312498266|13.83149499|0.891486942|4639.260975|-320.82484500000004|23.76563316|0.02697793|-122.2065919|422.96706330000006|1.0|1.0|1.0|1.0|2.12|0.05|4.5|0.0|96.98|4.0|-4.03|4.0|-6.15|0.0|1.0|-4.2|9.27e-05|3.03|0.0|0.0|7.190000000000001e-09|-0.0393|4.7822|-1065.846194|-1065.818889|961.17|297.09|259.26|0.4386899999999999|0.66164|0.0504|-0.17042|3.4883|0.02730461|-1065.727193|115.0|6.9393|6.9393
8_a27|0.0|0|0|1|0|0|1.7626247169999998|2|-0.14212377|-0.329319041|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|0.004801929|-0.24946295|-0.187486926|2|0.6812785379999999|0.8000360390000001|0.11158995|0.64927069|-0.078709803|0.021852066|-37.50265703|10.41179748|0.223615972|-0.035880862|-20.94612822|4.960882344|61.18801154|-17.86879446|53.20197882|-17.09606174|0.479730655|369.9216992|-615.4582227000001|0.248298166|5.016799703|9.642697094|0.92208134|4522.989286999999|-293.2457951|22.74314225|0.019394143|-239.8554499|326.3351007|0.0|0.0|0.0|1.0|2.28|0.06|2.98|0.0|87.68|2.0|-3.23|4.0|-6.73|0.0|1.0|-3.52|0.000586|2.0|0.0|0.0|5.2e-07|-0.05015|4.1276|-1004.515654|-1004.489001|848.58|300.38|300.38|0.64893|0.64893|0.2336|-0.16958|3.0415|0.02665292|-1004.432889|6.0|8.2218|8.2218
13_a10|0.0|0|0|1|1|1|2.091672336|2|-0.093280469|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|0.003791547|-0.154121136|-0.02811323|2|0.761923976|0.78472614|-0.002671425|0.736686715|-0.094726989|0.0122005|-47.88975806|6.168030793|0.181972309|-0.030119651|-21.04167667|3.118282386|0.0|-24.21093442|51.21590298|-15.22715739|0.449563457|413.5584641|-624.3134531000001|0.285505651|5.069505473|9.209972585|0.816739845|4941.066161|-315.62515|21.31179541|0.018979132|-216.8776303|422.96706330000006|0.0|1.0|1.0|1.0|2.58|0.15|3.52|0.0|97.14|2.0|-3.76|4.0|-6.34|0.0|1.0|-4.1|0.000176|2.76|0.0|0.0|2.49e-07|-0.05022|5.8308|-1065.874094|-1065.839441|926.41|322.72|212.63|0.34881|0.68386|0.1514|-0.15937|3.6904|0.0346535|-1065.732389|0.16|6.7959|6.7959
15a_a10|0.0|0|0|1|1|1|2.141907675|2|-0.125297206|-0.144512841|0.011418154|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|2|0.7408341359999999|0.77630271|-0.1074837719999999|0.713078124|-0.0458501609999999|0.0156991769999999|-29.50952422|10.10411407|0.084862776|-0.025155581|-31.83957238|6.503087289|122.7715002|-18.99256188|60.98047923|-16.19032994|0.407638879|588.9895149|-890.4681466|0.323526799|6.71451044|11.33516398|0.68815941|5929.563906|-573.1123029|23.93343877|0.017883602|-227.1590805|697.5493042|1.0|1.0|1.0|0.0|3.58|0.29|3.95|1.0|118.92|6.0|-3.97|5.0|-6.52|0.0|1.0|-4.4|0.000108|3.12|0.0|0.0|1.63e-08|-0.04742|5.7646|-1278.452284|-1278.4225210000002|1179.28|329.41|215.08|0.47484|0.68863|0.1583|-0.1559299999999999|4.7512|0.02976259|-1278.200428|24.0|7.6198|7.6198
14aa_a23|0.0|1|1|2|0|0|3.4143268310000003|2|0.031136154|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|0.012103325|0.055934795|-0.13397874|2|0.725358161|0.75434493|-0.070471939|0.693959193|-0.052155763|0.018016316|-35.51947393|12.26959478|0.075891958|-0.03159178|-35.2984572|8.355923226|83.27171526|-24.18971469|61.21989213|-21.51484958|0.4930525229999999|629.3423691|-1140.287028|0.203340553|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|0.013786041|-404.0660854|733.3886349999999|1.0|1.0|1.0|1.0|3.68|0.12|4.4|2.0|130.22|5.0|-6.23|4.0|-5.92|0.0|0.0|-5.55|5.9e-07|4.31|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|-1708.5626|-1708.5422620000002|1231.11|345.03|345.03|0.6805899999999999|0.6805899999999999|0.4157|-0.1449|5.8286|0.02033777|-1708.338059|4.0|8451.0|8451.0
14s_a23|0.0|1|1|2|0|0|3.336763335|2|0.049317519|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|2|0.722187957|0.7837821840000001|-0.1050445769999999|0.659570836|-0.055037441|0.019970955|-35.30692476|12.81151517|0.07236376|-0.034255504|-33.12848261|8.218681552|82.55990607|-22.64965286|62.75905983|-21.9751589|0.470919749|595.0854952000001|-1032.832468|0.2251838339999999|7.548546899|14.26730044|0.890072438|6938.271179|-662.5696522999999|28.36177131|0.017330177|-352.5931977|633.3278634|1.0|0.0|1.0|1.0|3.66|0.05|4.0|2.0|125.29|5.0|-6.13|4.0|-6.03|0.0|0.0|-5.55|7.49e-07|4.21|0.0|0.0|1.02e-08|-0.07783|3.6828|-2089.521231|-2089.500101|1164.32|336.66|336.66|0.60323|0.60323|0.3669|-0.1515|4.7032|0.02112956|-2089.352478|3.0|8.5482|8.5482
