molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|WNSA3|PNSA4|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4a_a49|0.0|0|0|0|1|1|1.343847746|-0.076526919|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|1|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|1|-0.087863033|0.433367368|0.017143497|-53.88810275|0.242956384|149.0098632|-0.0292876779999999|6.448709504|60.11195021|-35.44496163|-17.96270092|2675.628678|1647.61849|-11.01687292|7.934892916|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|-184.3656985|1.0|1.0|1.0|2.0|3.35|21.0|-7.36|3.4|2.83|92.93|1.0|0.0|114.08|6.0|30.0|5.0|0.0|1.0|2.42|0.000528|122.0|1.71|0.0|0.0|1.74e-05|-0.06461|4.7259|3.34|3.7876|504.63|0.68042|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|-1312.98289|4.8706|32.0|7.4949
8e_a46|0.0|0|0|0|1|1|1.160371308|-0.205882192|0.000950213|2|0.043238095|0.0|-0.046696417|0.012911107|10.96411233|1|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|0.789844634|-0.241393458|0|-0.065982313|0.281227001|0.009576086|-33.59778824|0.078647648|40.04689925|-0.023017086|2.482871976|53.05984592|-13.83322216|-11.72015869|1982.950764|1415.320228|-5.967832774|5.504080656|9.911785304|0.8008066970000001|4239.252176|127.6844779|-256.61680930000006|-253.8248986|1.0|0.0|1.0|0.0|3.21|17.0|-6.67|4.09|3.9|43.6|0.0|0.0|91.93|2.0|23.0|3.0|0.0|1.0|3.21|0.0002569999999999|0.0279|3.01|0.0|0.0|6.57e-05|-0.03175|4.5092|3.0|4.5092|457.96|0.6967|-954.743261|0.2162|-0.18835|-0.2201|-954.793305|3.7755|406.0|6.3915
12_a4|-3.2834578760000004|0|0|0|1|1|0.295190368|-0.1494133309999999|-0.271149771|2|0.0381179139999999|1.587386096|-0.113938738|0.005795666|10.31168324|1|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|0.8157155359999999|-0.036425699|1|-0.074699711|0.636722126|0.01168879|-44.33087544|0.194761903|115.5823166|-0.025916226|4.116653575|7.519189887|-24.74343259|-15.38009964|2927.48584|1962.933988|-9.127388465|6.223583758999999|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|-258.476202|0.0|1.0|1.0|0.0|3.41|21.0|-7.84|3.69|4.98|86.12|1.0|0.0|113.02|4.0|29.0|5.0|0.0|1.0|3.3|6.57e-05|0.0188|2.72|0.0|0.0|5.85e-06|-0.06898|4.8592|6.12|3.8083|503.28|0.68825|-1617.57796|0.0464|-0.16224|-0.2312199999999999|-1617.634733|10.1971|9.29|5032.0
47p_a18|0.0|0|0|0|0|1|1.25117677|-0.001819106|-0.04760181|0|0.037575758|0.0|-0.3775970529999999|0.00235332|10.94701988|0|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|0|-0.082580968|0.278332428|0.007989903|-61.12351185|0.1670454519999999|123.6411353|-0.030813794|4.377217987|48.48855261|-37.85569728|-22.80728054|2933.069245|1367.4309119999998|-16.88114242|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|-471.4248324|1.0|0.0|1.0|2.0|4.29|18.0|-9.03|3.65|3.34|76.5|3.0|1.0|144.53|9.0|35.0|3.0|0.0|0.0|2.9|2.13e-06|0.0025|4.35|0.0|0.0|4.38e-07|-0.05628|3.2036|7.98|3.2036|732.84|0.6937800000000001|-1493.338659|595.0|-0.13118|-0.18746|-1493.407248|4.6652|64.0|7.1938
12d_a40|0.0|0|0|0|1|0|0.60499064|0.1028826769999999|-0.107711573|0|0.043185185|0.794852923|-0.288158151|-0.000134504|10.31197256|2|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|1|-0.091630294|0.0913543|0.01171131|-48.54239742|0.159568585|84.53363343|-0.038873458|3.286773518|60.80168183|-26.85139526|-20.59374436|2270.596857|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|5101.479206|82.49291335|-360.0239567|-364.7778083|0.0|1.0|1.0|1.0|3.23|20.0|-6.84|4.59|5.02|84.45|2.0|1.0|96.16|2.0|23.0|2.0|0.0|1.0|4.21|5.58e-07|0.000942|4.75|0.0|0.0|5.2e-05|-0.07765|4.3959|4.14|2.7962|435.41|0.70435|-2153.071733|115.0|-0.11604|-0.19369|-2153.123107|1.9961|19.0|7.7212
16c_a32|0.0|1|1|1|0|0|0.6094207629999999|0.191088217|-0.087497559|0|0.03995614|2.077479142|-0.770338913|-0.0064007569999999|10.31100271|3|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|0.8607827790000001|0.0482801729999999|1|-0.119988297|0.367322508|0.025791147|-71.59058881|0.226956794|135.41296|-0.038178095|9.181311842|37.0285246|-31.62645048|-22.77882371|2649.168528|3143.196853|-13.59090376|6.313526111|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|-220.3256617|0.0|1.0|1.0|2.0|3.5|19.0|-6.99|5.64|4.21|149.27|1.0|0.0|107.14|7.0|27.0|5.0|1.0|1.0|3.41|9.17e-07|0.0155|3.23|0.0|0.0|4.13e-05|-0.0505|3.6264|4.12|3.6264|508.43|0.70198|-1916.478107|0.2955|-0.14997|-0.20047|-1916.536967|5.3459|5.0|8.3468
6b_a40|0.0|0|0|0|1|1|0.604892326|0.135693438|-0.069975812|0|0.039863946|0.6899826|-0.698480566|-0.003851208|10.30179924|2|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|0.842573207|0.003163118|1|-0.118488624|0.417254814|0.014588568|-79.36130196|0.246568426|165.1465831|-0.049599889|6.544506614|34.43877986|-48.31476032|-33.22101012|3214.047452|4049.386572|-22.2507658|6.976123351|12.51342818|0.793750992|8482.600495|81.61884754|-956.7829293|-506.5422338|0.0|1.0|1.0|1.0|4.02|14.0|-5.21|5.67|4.38|173.43|2.0|2.0|130.16|5.0|31.0|5.0|1.0|1.0|4.21|3.86e-09|0.000335|5.03|1.0|1.0|0.00318|-0.09533|3.1026|8.98|3.1026|552.01|0.69429|-3290.583786|0.4962|-0.1237099999999999|-0.21904|-3290.648012|11.3203|0.03|7.5229
5e_a40|0.0|0|0|0|1|0|0.604912776|-0.091305805|0.0601021459999999|0|0.044526749|0.7768055559999999|-0.162528785|0.009890343|10.31198323|2|2|0.008306061|-0.184667138|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|-0.402340487|1|-0.089724264|0.0499188609999999|0.019851304|-42.66853738|0.135577249|64.47400829|-0.035889706|4.489363277|51.7148695|-17.38723451|-17.06741495|1986.384601|512.5703164|-8.116440327000001|6.533857846|12.51197289|0.914944155|4158.984115|84.47727896|-243.4932098|-306.597267|0.0|1.0|0.0|0.0|3.03|14.0|-4.65|4.3|3.74|75.5|1.0|1.0|79.16|3.0|20.0|3.0|0.0|1.0|3.33|1.66e-05|0.0169|3.51|0.0|0.0|0.00678|-0.07231|3.7138|4.99|3.7138|390.33|0.69675|-1637.115238|0.5262|-0.14786|-0.2201699999999999|-1637.162552|10282.0|25.0|7.6021
19a_a22|0.0|0|0|0|1|0|1.422917238|-0.000989685|-0.144269652|2|0.0389622639999999|1.545757986|-0.548716971|-0.002607064|10.9464374|1|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|2|0.72808001|0.777600172|-0.155892259|1|-0.09370213|0.51561501|0.024839714|-69.91748544|0.255645265|190.7541925|-0.035138299|13.82990734|106.645364|-50.18975739|-26.21905704|3167.140147|2607.322873|-19.56380872|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|-275.6435167|1.0|1.0|1.0|2.0|3.61|27.0|-8.76|3.08|3.41|128.68|1.0|0.0|132.15|7.0|35.0|6.0|0.0|0.0|2.36|4.16e-05|0.0356|2.05|0.0|0.0|8e-07|-0.06398|5.0397|5.69|3.5809|567.03|0.66605|-1536.756515|0.0623|-0.1508|-0.21478|-1536.823574|6.5658|48.0|7.3188
17g_a50|0.0|0|1|1|2|2|1.320916184|-0.185924266|0.052557574|2|0.029160757|2.236579664|-0.13328325|0.012079|10.94501702|2|2|0.01245647|-0.090386911|-0.200725906|-0.323333765|-0.213708251|1|0.754575205|0.738521694|-0.10642733|1|-0.0706879109999999|0.442201795|0.014550016|-47.17463902|0.079336825|52.94662161|-0.025918901|6.48022912|85.51402581|-21.45417373|-17.29736764|2821.3922|1975.996014|-11.54365807|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|-333.6136209|1.0|1.0|1.0|0.0|4.04|20.0|-6.96|3.71|4.37|51.77|2.0|0.0|133.03|6.0|32.0|4.0|0.0|0.0|3.63|3.4899999999999995e-05|0.0059|3.68|0.0|0.0|4.6500000000000005e-05|-0.0323|4.0458|3.22|4.0458|559.45|0.6623600000000001|-1335.631756|0.1795|-0.16699|-0.19929|-1335.693266|9.1706|246.0|6.6091
12be_a36|0.0|1|0|0|0|2|1.297042758|-0.148313814|-0.0419484829999999|2|0.043854875|0.0|-0.580823835|0.000482522|10.95957887|1|1|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|1|0.884226781|0.812921349|0.132962547|0|-0.108962668|0.330453338|0.033763464|-75.59805505|0.201984123|140.1361326|-0.031937334|16.25222352|0.0|-37.57129686|-22.15805062|3039.9167260000004|2552.721046|-15.37320593|8.773114043|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|-91.68453892|0.0|0.0|1.0|2.0|4.96|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|7.0|33.0|6.0|0.0|0.0|1.75|7.75e-05|0.0315|2.62|1.0|0.0|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|594.44|0.70465|-1461.68274|0.0018|-0.13781|-0.18969|-1461.747501|10.3044|44.0|7.3565
12q_a30|0.0|0|0|0|0|2|0.60498366|0.144208934|-0.27228842|2|0.0438779959999999|0.0|-0.873376576|-0.00695299|10.31162828|1|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.613786308|0.816138015|0.01661722|0|-0.115589613|0.596557166|0.014790072|-78.7683329|0.154254173|105.1162273|-0.045799658|6.868090132000001|0.732186841|-40.56199584|-31.21009417|3305.289025|2844.418547|-21.2680622|7.346842839|13.96052394|0.900207238|7990.060758|122.2240555|-1127.2072970000002|-437.0000797|0.0|1.0|0.0|1.0|4.73|17.0|-7.18|4.43|4.78|90.88|2.0|0.0|133.96|7.0|34.0|8.0|0.0|0.0|3.42|1.99e-07|0.000579|5.05|0.0|0.0|3.19e-05|-0.05105|5.0573|5.52|3.4834|537.96|0.68516|-1987.781386|0.1515|-0.14792|-0.19897|-1987.847256|6.821000000000001|36.0|7.4449
13c_a6|0.0|1|0|0|0|1|1.424213869|-0.046663393|-0.0122495089999999|1|0.040821256|0.0|-0.605286688|-0.003346018|10.95129637|1|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|0.780680481|0.085414885|0|-0.111231609|0.22875443|0.030547186|-75.71763296|0.213190168|145.12291069999998|-0.039875482|14.15496611|567.1031411|-43.38886312|-27.1440571|2880.850692|3135.546462|-18.47751526|8.038175951|15.07660437|0.875625075|6204.855629|155.1821156|-979.308309|-370.3562372|1.0|1.0|1.0|2.0|3.61|23.0|-9.4|5.38|4.57|95.85|2.0|0.0|121.6|6.0|32.0|5.0|0.0|1.0|3.64|1.11e-06|0.00229|4.23|0.0|0.0|1.68e-07|-0.05015|5.992000000000001|4.5|3.6519|596.15|0.7008800000000001|-1389.122252|0.28|-0.14975|-0.1999|-1389.184603|9.2467|73.0|7.1367
4c_a49|0.0|0|0|0|1|1|1.343847672|-0.048954892|-0.044371138|2|0.03583878|1.78683516|-0.339843311|0.001379959|10.92777281|1|1|0.00202792|-0.163476035|-0.001005604|-0.001647802|-0.412652341|2|0.7745214140000001|0.7796063109999999|-0.052237757|1|-0.086290519|0.407675441|0.012079228|-55.59622798|0.23840176|153.60017230000005|-0.029809452|5.014223225|59.70585149|-36.42732137|-19.20596967|2719.702873|1683.872161|-12.37423857|8.474369008|16.089682800000002|0.898629005|6046.668361|177.78970959999998|-680.5831211|-288.71184960000005|1.0|1.0|1.0|2.0|3.49|21.0|-7.97|3.55|3.19|98.72|1.0|0.0|120.43|7.0|31.0|5.0|0.0|1.0|2.6|0.000314|109.0|1.81|0.0|0.0|4.4e-06|-0.0623299999999999|5.74|3.04|3.8067|533.87|0.67789|-1332.336755|0.0821|-0.15925|-0.22158|-1332.398001|4.9358|255.0|6.5935
4g_a46|0.0|0|0|0|1|1|1.134637064|-0.153373738|-0.010706405|2|0.046415344|0.0|-0.088529411|0.011488768|10.96333695|1|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.200628401|0|-0.070153728|0.318162858|0.00801562|-40.24987057|0.053170267|30.50581108|-0.024339048|2.638545451|72.82863401|-18.72788427|-13.96424081|2242.010126|2285.43285|-8.0118178|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|99.33639766|-392.5790722|-375.0653627|0.0|1.0|1.0|0.0|3.9|17.0|-7.8|5.19|5.37|43.6|2.0|1.0|106.55|3.0|26.0|3.0|0.0|1.0|4.39|4.22e-06|0.00153|4.73|0.0|0.0|5.75e-06|-0.03985|4.4163|4.65|4.4163|530.39|0.6983199999999999|-1492.923098|0.1294|-0.18602|-0.22587|-1492.979142|3.7113|2745.0|5.5615
7b_a8|0.0|1|0|0|1|1|1.395658671|-0.119760914|-0.038810124|1|0.040873016|0.0|-0.4829936279999999|0.002074537|10.9465091|1|1|0.003191529|-0.039357491|-0.021509048|-0.035044152|-0.415894017|1|0.710658316|0.7812177770000001|0.048462902|0|-0.1000685009999999|0.282366236|0.033167971|-59.93853201|0.277652387|166.30684230000003|-0.041332642|11.89970852|75.93423425|-36.39338307|-24.75721974|2776.185773|1780.952171|-14.82895606|7.698000901|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|-304.2022276|0.0|1.0|1.0|1.0|3.49|23.0|-7.65|4.48|3.8|92.93|2.0|0.0|110.8|3.0|30.0|5.0|0.0|1.0|3.5|5.64e-06|0.00454|3.61|0.0|0.0|8.94e-06|-0.06833|4.5945|5.51|3.26|506.21|0.7025100000000001|-1330.392289|139.0|-0.13639|-0.20472|-1330.448193|12.7344|13.53|4.8687
3n_a32|0.0|1|1|1|0|1|0.609420754|-0.0376583329999999|-0.01504795|1|0.035643275|2.22272854|-0.295303659|0.000609539|10.3110027|3|3|0.002379137|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|-0.018016496|1|-0.092745182|0.287402381|0.01889769|-53.32184118|0.159958218|91.96452611|-0.027401986|6.246493173999999|0.0|-24.62805609|-15.75418035|2526.071154|2426.73803|-9.057526067|6.369579712999999|11.72372261|0.840580248|5553.014016|201.8383309|-398.5311469|-171.25176130000003|0.0|1.0|1.0|1.0|3.51|19.0|-6.96|6.71|5.01|120.17|2.0|0.0|106.44|3.0|26.0|4.0|0.0|1.0|4.07|1.11e-06|0.0047|3.74|0.0|0.0|4.19e-05|-0.05535|3.5459|2.57|3.5459|464.67|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|-0.20256|-1825.218291|6.2667|21.0|7.6778
4k_a46|0.0|0|0|0|1|1|1.134637098|-0.050636784|-0.088084767|1|0.0510113959999999|0.0|-0.252970193|0.006550513|10.94631314|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|0|-0.086581945|0.260665072|0.007038271|-46.76051618|0.121088629|65.39662252|-0.0306644389999999|2.052909907|0.0|-26.8180173|-16.56101615|2104.876032|1912.936687|-8.94414722|5.726809252000001|9.829220349|0.7163519709999999|4685.0322320000005|68.46061366|-429.3190666|-403.1511415|1.0|0.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|1.0|0.0|100.96|2.0|25.0|3.0|0.0|1.0|3.79|1.5e-05|0.0049299999999999|4.05|0.0|0.0|8.28e-05|-0.01712|5.4228|4.52|4.4485|500.36|0.68553|-1053.196897|0.1505|-0.18542|-0.20254|-1053.249847|5.7714|0.08|7.0969
3_a47|0.0|0|0|0|0|0|1.304465159|0.013076203|-0.130414103|2|0.03308642|1.416887578|-0.367098851|-0.008828261|10.93671092|0|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|1|-0.0948001|0.4661246329999999|0.008609292|-49.71258151|0.145272519|76.18000386|-0.036461577|2.367459086|1.139378223|-22.85956767|-19.12022366|2243.894237|1280.146703|-10.02652614|6.46319354|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|-298.8724505|1.0|0.0|1.0|2.0|2.59|22.0|-8.42|4.32|5.4|58.04|1.0|0.0|101.55|3.0|25.0|3.0|0.0|1.0|4.02|2.86e-06|0.00156|4.6|0.0|0.0|1.33e-06|-0.05717|5.6998|4.12|3.7284|402.58|0.69138|-1469.969304|0.2182|-0.15473|-0.2119|-1470.0192869999998|5.3274|316.0|6.5
1g_a5|0.0|1|0|0|0|0|1.4275159730000002|-0.203595168|-0.010620031|2|0.027447447|0.0|-0.172437603|0.00683534|10.94875199|1|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|0.030722968|0|-0.074361785|0.39389953|0.020418692|-39.8807456|0.134079034|71.90752413|-0.027205531|5.8729303|0.589719781|-20.16505667|-14.59051668|2243.103668|832.7655896000001|-7.824996219|7.312498266|13.83149499|0.891486942|4639.260975|207.0502037|-320.82484500000004|-122.2065919|1.0|1.0|1.0|1.0|2.79|23.0|-8.14|4.5|4.21|63.69|0.0|0.0|96.98|4.0|25.0|4.0|0.0|1.0|3.09|9.27e-05|0.0206|3.03|0.0|0.0|2.36e-06|-0.0393|4.7822|2.61|4.1733|448.93|0.66164|-1065.675316|0.0504|-0.17042|-0.20972|-1065.727193|5.2707|115.0|6.9393
12g_a36|0.0|1|0|0|0|2|1.2678464|-0.063344124|-0.039008054|2|0.03912037|0.0|-0.409214521|0.0042553209999999|10.95259306|1|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|1|0.901715152|0.8026482070000001|-0.19532883|0|-0.097067302|0.374686587|0.017738779|-66.72829531|0.1457615119999999|100.2028184|-0.034549379|8.382969151000001|5.097410387|-32.74608471|-23.75074918|2829.45056|2476.712654|-16.3273005|7.285010602000001|13.83075477|0.898522257|6223.658545|151.41267150000002|-963.3107298|-384.6182564|0.0|1.0|1.0|2.0|5.06|17.0|-7.38|3.85|3.01|69.2|2.0|0.0|138.33|6.0|32.0|4.0|0.0|1.0|2.66|1.13e-05|0.00589|3.8|0.0|0.0|1.7800000000000002e-05|-0.0505199999999999|5.2092|4.21|3714.0|657.02|0.70097|-1350.571683|45.0|-0.15236|-0.20288|-1350.633209|7.8537|14.0|7.8539
5f_a40|0.0|0|0|0|1|0|0.60491326|-0.004886759|-0.0468504759999999|0|0.042936508|0.769837491|-0.293556526|0.000663516|10.31198329|2|2|0.000706205|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.7039183109999999|0.811339477|-0.465573352|1|-0.10969397|0.0528268609999999|0.020236763|-50.68028366|0.258528569|119.4441339|-0.041135239|4.319700326|63.48466425|-24.23209217|-19.00510637|1932.388838|599.1117195|-8.780648419|5.780627322000001|11.20493646|0.938359946|3963.475837|85.75294257|-280.9807494|-290.5093357|0.0|0.0|1.0|1.0|3.08|14.0|-3.69|2.94|2.68|101.52|0.0|2.0|78.56|3.0|20.0|3.0|0.0|1.0|2.23|0.000108|0.14|2.2|0.0|0.0|0.0587|-0.06227|3.8036|3.5|3.0611|361.03|0.69727|-1232.851443|0.0415|-0.13057|-0.19284|-1232.898044|7.6183|112.0|6.9508
13_a15|0.0|0|0|0|0|1|1.4356889940000002|-0.139434143|-0.031457366|3|0.029206349|0.0|-0.393632585|0.001806571|10.95980212|0|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0.008210506|0|-0.098053528|0.708462114|0.016196467|-61.86632281|0.114512421|72.25096855|-0.033811561|6.447664726|0.0|-27.279882500000003|-21.33321476|3028.485145|3581.589629|-13.46007201|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|-780.6841766|-322.1392954|1.0|1.0|0.0|1.0|4.13|24.0|-8.9|4.33|6.69|59.51|2.0|0.0|138.24|6.0|34.0|4.0|1.0|0.0|4.61|4.77e-07|0.000357|5.32|0.0|0.0|5.7e-07|-0.03946|3942.0|5.04|2.5721|549.33|0.70626|-1450.399387|0.0003|-0.11283|-0.15229|-1450.462642|6.0429|6.0|8.2218
14ae_a23|0.0|0|1|1|2|0|1.1979624290000002|-0.033049777|-0.029948314|2|0.042903564|0.7338690390000001|-0.4448081789999999|0.008996289|10.31321689|2|2|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|2|0.7763406840000001|0.7830067820000001|0.107765697|1|-0.087074783|0.202342743|0.03467374|-62.38566188|0.127637949|91.4475768|-0.0269140239999999|17.79858399|110.5716332|-33.45249142|-19.28284095|3212.850883|2575.36078|-13.81539807|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|-43.57178809|0.0|1.0|1.0|1.0|3.74|26.0|-7.6|3.48|4.03|123.48|2.0|1.0|133.27|7.0|34.0|6.0|0.0|0.0|3.44|1.6e-06|0.0038799999999999|3.52|0.0|0.0|1.17e-05|-0.07122|3.6036|2.99|3.6036|627.57|0.58144|-1858.675325|0.3205|-0.14537|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038
3p_a32|0.0|1|1|1|0|1|0.609420752|0.007752757|-0.028895521|0|0.036666667|2.1365141480000003|-0.419292538|-0.000971341|10.31100269|3|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.737842269|0.8599558070000001|0.058054833|1|-0.098773656|0.366898545|0.021264377|-58.13283248|0.180429124|106.1908248|-0.029183126|7.365688817|57.82331968|-24.56127372|-17.1756096|2650.4178850000003|3037.061498|-10.10863498|6.243062200000001|10.69458635|0.713035367|5960.446219|223.6663527|-444.779939|-141.21321609999998|0.0|1.0|1.0|1.0|3.38|19.0|-6.79|6.06|3.71|131.25|1.0|0.0|112.37|4.0|27.0|4.0|0.0|1.0|3.23|7.78e-06|0.0222|2.7|0.0|0.0|6.4e-05|-0.04963|3.6436|4.26|3.6436|471.04|0.7017100000000001|-1879.350471|0.3083|-0.15055|-0.20018|-1879.406962|5.4496|26.0|7585.0
galu_a46|0.0|0|0|0|1|1|1.343828866|0.048375705|-0.080432741|2|0.039550827|1.721297609|-0.327651527|0.002865697|10.92740177|1|1|0.003107816|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|1|-0.089050651|0.5235416979999999|0.01235603|-49.84028137|0.236203592|132.199522|-0.03220981|3.870487977|68.43088526|-28.50774993|-18.02733582|2501.785113|1755.2047|-10.08962292|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|-474.2122773|-317.0250717|1.0|1.0|1.0|1.0|3.27|21.0|-7.13|3.69|3.51|86.69|1.0|0.0|108.18|3.0|28.0|4.0|0.0|1.0|2.84|0.0001409999999999|0.0375|2.39|0.0|0.0|2.75e-05|||||||||||||51.0|7.2924
12ac_a36|0.0|1|0|0|0|2|1.297043188|-0.050997272|-0.073735973|2|0.042560386|0.0|-0.450737917|0.000584134|10.95345846|1|1|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|0.811459853|0.135371136|0|-0.104391657|0.4712820929999999|0.021508835|-72.4798052|0.220326632|152.9742102|-0.036062573|10.36858115|20.70356046|-38.66245764|-25.03847816|2902.588755|2455.459827|-17.38437788|8.126831024|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|-321.66684580000003|0.0|0.0|0.0|2.0|4.86|17.0|-6.89|3.16|2.09|86.27|1.0|0.0|133.95|6.0|32.0|5.0|0.0|0.0|1.84|0.000154|0.0476|2.36|0.0|0.0|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|3.8594|554.84|0.56357|-1385.3211789999998|0.0249|-0.15675|-0.20949|-1385.382927|5.4387|13.0|7.8861
12e_a40|0.0|0|0|0|1|0|0.604990524|0.061944605|-0.262526337|0|0.04020202|0.665270062|-0.556620974|-0.013162335|10.31197242|2|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.788800541|0.047011204|1|-0.122830115|0.284429447|0.015096495|-66.68049019|0.220121216|119.4966772|-0.048387621|4.4490161310000005|0.0|-38.96782748|-26.26807189|2391.0322170000004|694.2415706|-14.26008524|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|-315.75223450000004|0.0|1.0|0.0|2.0|3.27|20.0|-6.04|4.34|4.84|98.89|2.0|0.0|95.8|2.0|24.0|4.0|0.0|1.0|3.98|2.98e-07|0.00086|4.72|0.0|0.0|0.000346|-0.07296|4.3236|4.66|3.0253|445.12|0.70157|-2248.154966|284.0|-0.12616|-0.19912|-2248.206714|3.7268|1.17|5.9318
