molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
5b_a40|0|0.0|0.0|1|8.149890544|1|0.604912077|0.064329005|0|0.044946237|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|0.179058252|0.020344828|0.006372485|-0.164084255|0.007986879|0.537115914|0.817071232|-0.400500595|0.88618123|1|0.881264402|-0.091267779|-45.78637031|9.59023102|59.56617021|4.811137897|49.25022097|-19.38687321|-18.31454812|0.477304896|2126.9310920000003|442.1045286|-549.4364437|764.9528181|6.521443259|12.47657231|4813.179854|85.77656597|-275.6361647|22.09185326|6.2955085660000005|1.0|1.0|0.0|0.0|0.0|0.21|14.0|-5.25|4.39|75.5|0.0|2.0|3.0|21.0|-5.42|0.0|1.0|3.69e-06|0.00125|1.44e-05|0.0|0.0|0.00191|-0.07069|5.62|3.9759|-2096.782087|515.23|847.01|311.84|0.3005|311.84|411.1|-2096.707754|0.3005|-0.15999|-0.23068|0.01471235|-2096.757832|9.3069|7.1938|7.1938
13_a10|0|0.0|0.0|1|7.535296702|1|1.343837907|-0.055497169|2|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|-0.001592366|0.003791547|-0.154121136|-0.017015286|0.761923976|0.78472614|0.00746881|0.84680169|1|0.818027691|-0.082327045|-41.62089688|6.168030793|91.99711608|3.118282386|0.0|-24.21093442|-15.22715739|0.449563457|2261.82488|413.5584641|-624.3134531000001|1630.880014|5.069505473|9.209972585|4941.066161|144.338975|-315.62515|21.31179541|9.595006108|1.0|0.0|1.0|1.0|1.0|0.15|21.0|-6.6|3.81|63.83|0.0|1.0|2.0|25.0|-6.34|0.0|1.0|0.000176|0.0576|7.87e-05|0.0|0.0|8.170000000000001e-05|-0.05022|2.48|3.8419|-1065.874094|550.83|926.41|322.72|0.3905|212.63|376.77|-1065.68351|0.1514|-0.15937|-0.20959|0.0346535|-1065.732389|5.3726|6.7959|6.7959
6c_a31|1|3.423005244|0.0|0|7.78113851|1|0.6101347220000001|-0.151732713|0|0.038901235|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|-0.107687565|-0.00668344|0.2301743489999999|-0.0055763209999999|0.831901219|0.790900932|-0.078059285|0.846458013|0|0.641197273|-0.126324613|-79.97295595|20.09112958|227.1490414|12.71919216|105.7632176|-48.45681657|-28.32375523|0.4463376229999999|2837.949799|405.9259734|-1359.540251|2357.829685|8.102804662|14.63492011|6283.091868|148.5675636|-860.6909647|37.00884624|13.44788285|1.0|1.0|1.0|1.0|2.0|0.14|22.0|-7.72|4.26|131.36|0.0|1.0|5.0|30.0|-6.27|0.0|1.0|8.179999999999999e-07|0.000343|1.15e-05|0.0|0.0|7.9e-06|-0.0581799999999999|5.08|3.2974|-1691.984862|667.01|1125.85|376.01|0.5028|376.01|524.56|-1691.734564|0.5028|-0.13351|-0.19169|0.03620884|-1691.794585|8.8847|6.4685|6.4685
3m_a32|1|3.575728458|0.0|0|7.773594467000001|1|0.609420748|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|-0.078038283|0.000822186|-0.065422345|-0.04918838|0.6943636479999999|0.817967125|-0.0067207069999999|0.872498916|1|0.798023273|-0.09390309|-56.15082133|8.029854976000001|120.7751424|4.801577352|0.0|-30.25923462|-16.22134838|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|7.0752395770000005|13.31775015|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|11.00984957|1.0|1.0|1.0|1.0|1.0|0.3|19.0|-7.38|5.35|128.01|0.0|1.0|3.0|27.0|-6.17|0.0|1.0|1.14e-06|0.000449|1.39e-05|0.0|0.0|1.65e-05|-0.05731|5.1|3.5749|-1863.502681|641.52|1073.31|346.82|0.2952|346.82|484.34|-1863.279862|0.2952|-0.14835|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|7.6383|7.6383
27c_a34|0|0.0|0.0|1|7.412764017000001|1|1.4335249819999998|-0.1450543259999999|1|0.041728395|-0.08157574|0.0|-0.80008116|-0.008017781|-0.028344637|-0.014364543|-0.004694534|-0.132026575|-0.128393271|0.850511415|0.783333463|-0.0360159139999999|0.8353837409999999|0|0.631065353|-0.12597014|-84.73908278|20.51361454|248.17931940000005|13.79934071|119.8660257|-51.69246989|-28.77931113|0.424716257|2921.328444|424.51250080000005|-1525.30349|2477.818875|8.808655321|15.31184469|6308.331369|176.1124482|-1026.059181|38.98592708|15.45573273|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-7.67|3.34|104.29|0.0|1.0|6.0|32.0|-6.85|0.0|1.0|1.7800000000000002e-05|0.00759|3.52e-05|0.0|0.0|9.1e-06|-0.03792|5.23|3.9186|-1426.521813|709.72|1203.69|316.4|0.2385|289.89|558.04|-1426.246896|0.0093|-0.1589|-0.19682|0.03913684|-1426.31053|9.6148|6.0969|6.0969
14b_a25|0|0.0|0.0|1|6.842683282|0|1.420015222|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|0.004892038|0.0028569959999999|-0.043923908|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|1|0.859628015|-0.084160084|-58.29440389|11.08504021|97.23019209|7.678174472999999|57.85340824|-36.53830946|-22.67004596|0.490638154|3038.600508|595.4307570000001|-1224.182482|2118.281186|8.690235527|17.06102567|6760.594953|157.3797801|-847.9433995999999|29.33534086|10.90684621|1.0|1.0|1.0|1.0|1.0|0.07|27.0|-9.65|4.79|96.49|0.0|1.0|6.0|34.0|-6.26|0.0|1.0|2.49e-06|0.0011099999999999|5.86e-06|0.0|0.0|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|716.14|1257.11|304.7|0.3614|228.59|603.27|-1444.266358|0.0006|-0.16309|-0.22149|0.03876374|-1444.330251|3.2784|7.6576|7.6576
11b_a5|1|2.943854668|0.0|0|6.605297921|0|1.277648917|0.008093965|2|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|0.005685558|-0.108457009|-0.0109928619999999|0.735954089|0.805760343|-0.0497097529999999|0.8645824520000001|0|0.8737310509999999|-0.080664777|-48.42513182|9.829471091|75.80248447|5.900883275|1.880682804|-27.50997723|-17.60913884|0.456131351|2434.505303|524.5231302|-774.8021092|913.0178976|8.936258446|16.43091298|5107.577902|199.1611925|-465.13355250000006|26.35133256|13.73773299|1.0|1.0|1.0|1.0|1.0|0.1|23.0|-9.15|4.82|63.69|0.0|1.0|6.0|27.0|-6.03|0.0|1.0|2.26e-05|0.00853|2.04e-05|0.0|0.0|2.68e-07|-0.0418399999999999|3.31|4.1982|-1564.761898|635.55|1063.35|295.32|0.5806|275.55|511.28|-1564.56504|0.2013|-0.17107|-0.21291|0.03575776|-1564.621301|2.8531|7.7212|7.7212
12w_a30|0|0.0|0.0|0|7.412764017000001|2|0.604983445|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|-0.04950715|0.001805829|-0.173643543|-0.0493878409999999|0.8149999040000001|0.83236194|-0.032835151|0.889479916|0|0.8522163970000001|-0.096032733|-65.85056003|10.59162334|101.3366249|7.262777048999999|0.0|-36.02242934|-25.53389062|0.451478593|2999.810425|584.3729039|-1251.160641|2783.769563|8.063690539|14.70077638|6888.291006999999|131.7949495|-857.9327732|31.60926388|9.923109661|1.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.8|3.92|81.65|0.0|1.0|5.0|31.0|-5.52|0.0|1.0|2.64e-07|0.000123|9.14e-07|0.0|0.0|7.39e-06|-0.05682|5.08|3.5585|-2494.966575|716.83|1211.28|348.42|0.2639|244.87|577.06|-2494.743475|0.1614|-0.15073|-0.20755|0.0345723|-2494.807027|3.0068|7821.0|7821.0
11_a27|1|2.680511093|0.0|0|7.535296702|2|1.1606177359999998|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|-0.027287578|0.005111147|-0.1299181459999999|-0.041662169|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|1|0.7645505|-0.094820973|-50.15555389|8.553922917000001|124.5410133|4.524597532|72.60399149|-22.36099135|-18.14137056|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|1646.903525|5.231762955|9.562117063|5186.240841|101.0845293|-451.0062644|22.42732497|6.714661907000001|1.0|0.0|1.0|0.0|1.0|0.35|16.0|-6.09|1.67|61.88|0.0|1.0|2.0|26.0|-6.47|0.0|0.0|0.000207|0.0716|9.45e-05|0.0|0.0|0.000283|-0.05985|4.54|2.4836|-1122.456105|571.4|974.29|499.21|0.3492|370.92|415.32|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|-1122.242519|4.2894|8301.0|8301.0
16_a20|1|3.485659565|0.0|0|6.842683282|0|1.401259527|0.00695144|2|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|-0.061975089|-0.062750442|0.001157852|0.211127741|-0.070208458|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|1|0.915005572|-0.077793092|-51.18223058|7.634605066000001|55.92018945|5.023018225|3.46788153|-28.6288015|-19.44924762|0.464473378|2722.728332|602.0075202|-972.4623811|2161.751186|8.166385503999999|15.24926152|5896.394536|144.672972|-639.8099471|24.9314775|8.84230625|0.0|1.0|1.0|1.0|1.0|0.08|27.0|-10.52|5.46|78.25|0.0|0.0|4.0|31.0|-5.42|0.0|1.0|8.68e-07|0.000349|2.17e-06|0.0|0.0|1.22e-08|-0.05909|4.45|3.5704|-1275.900951|686.59|1174.61|347.26|0.3431|207.2|554.41|-1275.636924|0.1958|-0.1481299999999999|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0|7585.0
6_a47|0|0.0|0.0|0|0.0|0|1.304328257|-0.1738997619999999|2|0.042276423|-0.14404966|1.291219116|-0.392537045|-0.010708889|0.051455447|0.0402365489999999|-0.0094242819999999|-0.302730533|-0.020576777|0.701994505|0.786041178|-0.149904224|0.84654143|1|0.8419184120000001|-0.096689626|-52.41283988|5.323543706000001|85.6917678|2.885749555|0.0|-23.54237714|-19.96679614|0.4059072379999999|2431.668154|456.3812788|-838.6054381|1577.98246|6.480620646|10.90843226|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|8.348196185|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-9.06|6.27|58.04|0.0|1.0|3.0|27.0|-5.02|1.0|1.0|9.53e-07|0.000362|1.63e-06|0.0|0.0|3.310000000000001e-07|-0.05354|4.69|3.7196|-1608.684886|576.56|990.85|333.32|0.2536|224.66|422.9|-1608.50108|0.2119|-0.1544|-0.20794|0.03288085|-1608.554019|4.2153|7.9|7.9
15a_a22|0|0.0|0.0|1|6.842683282|0|1.4229176680000002|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|0.005757758|0.036467904|-0.097476465|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|1|0.86664032|-0.081705465|-55.4621036|14.43653926|90.52525878|9.799599501|65.53409434|-28.45564196|-21.33157831|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|8.157552588|14.6895113|6322.278103000001|201.7850124|-752.9594081|30.3550786|14.66318798|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.21|4.31|85.59|0.0|1.0|6.0|32.0|-6.61|0.0|1.0|2.25e-05|0.00945|2.1e-05|0.0|0.0|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.35331|696.57|1189.31|339.72|312.0|245.14|541.27|-1368.0755869999998|0.0955|-0.15281|-0.21285|0.03153544|-1368.1368730000002|6.8666|6.8447|6.8447
6_a27|1|2.6137160880000003|0.0|1|6.823286122000001|0|1.404458667|-0.072298665|2|0.042942943|-0.237047381|1.221528093|-0.330715016|0.00526746|0.075248207|0.081320966|0.0058042269999999|-0.406859288|-0.1044763|0.678057835|0.787663648|-0.1322552659999999|0.849515128|1|0.785047616|-0.090025109|-44.56839492|10.17466399|106.4156743|5.03713293|61.10118428|-19.27068071|-17.14169035|0.47262982|2196.1151210000003|388.6505938|-668.5259238|1193.992326|5.010042219|9.500048379|4761.820508|111.4788253|-330.96463430000006|22.12343713|8.095338503999999|0.0|0.0|0.0|0.0|1.0|0.11|21.0|-6.67|2.79|76.46|0.0|1.0|2.0|24.0|-6.55|0.0|1.0|0.000242|0.0768|0.000153|0.0|0.0|6.86e-05|-0.04793|4.27|4.1391|-1043.831559|526.9|896.68|299.55|0.1915|223.61|401.49|-1043.678244|163.0|-0.17007|-218.0|0.02494141|-1043.728133|4.0597|9.0|9.0
9a_a31|1|3.348289714|0.0|0|7.765993078999999|1|0.6101356720000001|-0.093457477|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|-0.0007638889999999|-0.0033853629999999|-0.084652799|-0.093527289|0.8058046320000001|0.782715368|0.045292529|0.837697452|0|0.691768132|-0.122626525|-78.6954713|21.33533299|197.8075471|13.69193237|95.14995868|-41.55773748|-27.87131275|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|7.812278516|15.15483138|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|15.33993762|1.0|1.0|1.0|1.0|2.0|0.14|22.0|-8.13|4.02|117.37|0.0|1.0|6.0|30.0|-6.39|0.0|1.0|2.42e-06|0.00101|1.7100000000000002e-05|0.0|0.0|3.07e-06|-0.04275|5.27|3.7892|-1691.9526239999998|680.72|1145.99|327.21|0.7028|327.21|540.01|-1691.716118|0.7028|-0.15757|-0.20032|0.03885662|-1691.7777600000002|6.2203|6.8239|6.8239
4_a47|0|0.0|0.0|0|0.0|0|1.304464196|-0.121159855|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|0.011775922|-0.006506051|-0.247195952|-0.017555555|0.893350891|0.783871003|-0.095209424|0.84420422|1|0.874200878|-0.092556319|-50.35610033|4.22896799|68.44214684|2.300808176|0.0|-23.10213311|-19.18327632|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|6.468023748999999|10.818777699999998|5254.939281|105.2186243|-438.3470487|23.78275706|7.429930428|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.79|5.71|58.04|0.0|1.0|3.0|26.0|-4.99|0.0|1.0|1.21e-06|0.0004379999999999|2.31e-06|0.0|0.0|5.81e-07|-0.05606|4.44|3.73|-1509.453558|576.9|988.42|332.4|0.2304|214.85|432.89|-1509.262887|0.2221|-0.1547|-0.21076|0.03342033|-1509.3147789999998|5.4892|7.5|7.5
2_a3|0|0.0|0.0|0|6.823286122000001|0|0.605017347|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.311617665|-0.006049098|0.09933632|0.036301827|-0.0045709459999999|-0.18746945|0.017902469|0.899733837|0.769486995|-0.192034735|0.8401405609999999|1|0.750206578|-0.09392632|-44.07280196|5.601853871|117.2099151|2.628543258|74.89956423|-23.02532673|-15.55510657|0.458202525|2056.399995|352.0174726|-528.8736235|1314.679398|4.88513521|9.016533738|4446.904467|127.637231|-248.1619888|21.36736636|8.982583312000001|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-6.89|4.01|92.93|0.0|1.0|2.0|22.0|-5.93|0.0|1.0|1.7800000000000002e-05|0.0054|5.33e-05|0.0|0.0|3.9500000000000005e-05|-0.06423|1.97|3.3354|-1272.143337|503.34|841.85|371.73|0.1824|227.92|340.69|-1272.001389|0.0962|-0.14605|-0.21028|0.02925101|-1272.04778|5.4999|5.4|5.4
3n_a32|1|3.616639267|0.0|0|7.773594467000001|1|0.609420754|-0.01504795|1|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|0.002379137|-0.100681119|-0.086764744|0.810658423|0.816774665|-0.018016496|0.868826775|1|0.840041782|-0.092745182|-53.32184118|10.86481886|91.96452611|6.246493173999999|0.0|-24.62805609|-15.75418035|0.456693072|2526.071154|482.963897|-693.1839353999999|2426.73803|6.369579712999999|11.72372261|5553.014016|201.8383309|-398.5311469|24.27704797|12.0969734|1.0|1.0|1.0|1.0|1.0|0.32|19.0|-6.96|5.01|120.17|0.0|1.0|3.0|26.0|-5.98|0.0|1.0|1.11e-06|0.000424|1.23e-05|0.0|0.0|4.19e-05|-0.05535|2.57|3.5459|-1825.378576|614.67|1036.75|349.65|0.2839|349.65|464.67|-1825.163542|0.2839|-0.1472099999999999|-0.20256|0.02901944|-1825.218291|6.2667|7.6778|7.6778
5e_a40|0|0.0|0.0|1|8.149890544|1|0.604912776|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|0.008306061|-0.184667138|0.005996234|0.535506399|0.8092726020000001|-0.402340487|0.877722972|1|0.864422751|-0.089724264|-42.66853738|9.440323938|64.47400829|4.489363277|51.7148695|-17.38723451|-17.06741495|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|6.533857846|12.51197289|4158.984115|84.47727896|-243.4932098|20.75420252|6.144645946|1.0|1.0|0.0|0.0|0.0|0.21|14.0|-4.65|3.74|75.5|0.0|2.0|3.0|20.0|-5.66|0.0|1.0|1.66e-05|0.00505|5.56e-05|0.0|0.0|0.00678|-0.07231|4.99|3.7138|-1637.197299|493.19|802.38|333.85|0.5262|333.85|390.33|-1637.115238|0.5262|-0.14786|-0.2201699999999999|0.01659566|-1637.162552|10282.0|7.6021|7.6021
36_a18|0|0.0|0.0|0|7.03438793|2|1.25117638|-0.020339784|1|0.036625514|-0.05224259|0.0|-0.442092758|-0.000451777|-0.0077246719999999|0.003321395|0.000825855|-0.079553246|-0.079721028|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0|0.804293867|-0.079805761|-56.82615305|6.722004572|139.3536816|4.786442152|83.34177364|-39.43509046|-22.73046122|0.4751830729999999|2979.013751|572.70209|-1477.479979|1547.485543|9.560644525|18.21710397|6799.65027|133.8265619|-1052.048147|27.99124609|8.767974776|1.0|0.0|1.0|1.0|3.0|0.28|18.0|-9.16|2.96|85.29|0.0|1.0|7.0|35.0|-6.18|0.0|1.0|2.09e-06|0.000975|5.19e-06|0.0|0.0|3.210000000000001e-07|-0.04991|7.75|3.1908|-1493.686737|769.73|1350.57|388.57|0.4674|388.57|636.33|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|2.7547|7.4949|7.4949
18_a15|0|0.0|0.0|0|0.0|0|1.435689019|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|0.002685285|0.000539978|-0.190640601|-0.072506962|0.660075777|0.7162974740000001|-0.0374132629999999|0.765450925|0|0.8362289070000001|-0.090730185|-55.48918283|4.370403779|100.159876|2.672871589|1.833724661|-25.27062952|-21.51621375|0.415796832|2541.440611|511.4247108|-1054.294474|2510.854462|5.990767063|10.2545953|5705.360332|81.07723009|-644.79025|24.80452821|5.370913621000001|1.0|0.0|1.0|1.0|1.0|0.08|24.0|-9.98|6.86|47.04|0.0|1.0|5.0|29.0|-4.8|1.0|1.0|6.86e-07|0.000265|1.18e-06|0.0|0.0|4.01e-08|-0.03581|5.65|3.8232|-1265.810138|650.53|1110.18|324.29|0.2686|272.91|535.02|-1265.556558|0.0066|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|6.8894|6.8894
19b_a38|1|3.26554965|0.0|0|7.412764017000001|2|1.297044256|-0.115864198|2|0.044392765|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|-0.0697981979999999|-0.004358975|0.035216067|-0.098027247|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0|0.7293105670000001|-0.11557289|-71.73053105|13.92699891|168.00390359999997|8.643817972|0.0|-33.13317155|-25.82299118|0.478948837|2897.652112|452.6479704|-1291.149559|2436.66785|7.159317935|13.74014387|6518.872269|149.181772|-801.3543933999999|33.99385836|12.76697997|1.0|1.0|1.0|0.0|3.0|0.14|17.0|-7.12|3.11|81.23|0.0|1.0|5.0|31.0|-6.81|0.0|1.0|5.68e-05|0.0238|4.67e-05|0.0|0.0|3.19e-05|-0.05031|3.66|3.7509|-1431.414099|646.81|1111.29|330.55|0.4634|231.18|485.64|-1431.18309|0.1945|-0.15414|-0.20445|0.03336932|-1431.2418630000002|6.3396|7.9172|7.9172
18c_a22|0|0.0|0.0|1|6.842683282|0|1.194229067|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|0.005597023|-0.081550274|-0.078828791|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|1|0.931073539|-0.076388478|-52.84635017|13.72808419|47.68404831|9.49723261|15.22791009|-27.73804808|-19.94201893|0.4777430589999999|3090.601885|644.1264387|-1056.927003|2574.178324|7.332936064|14.04085897|7101.057047|219.5183688|-731.1931848999999|29.21094233|14.88645273|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.46|4.98|124.4|0.0|1.0|6.0|34.0|-6.63|0.0|1.0|1.6e-06|0.000739|7.98e-06|0.0|0.0|1.58e-07|-0.07207|3.5|3.7222|-1783.562578|707.08|1249.84|333.1|0.2996|219.25|583.88|-1783.277296|0.0817|-0.15158|-0.22365|0.02279458|-1783.340519|1.0733|7585.0|7585.0
13b_a30|0|0.0|0.0|0|7.412764017000001|2|0.604984129|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|-0.002215642|-0.062905093|0.003429114|0.841060094|0.836520136|-0.045844862|0.892104517|0|0.694101802|-0.113554975|-76.67161447|12.52854078|206.54056530000005|8.459192992|105.341977|-50.13056864|-28.93268471|0.454574838|3002.926824|468.6532296|-1533.432289|2319.48655|8.804739699999999|16.1428924|6627.406474|134.8423681|-1035.363967|36.15271139|11.59580043|1.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.19|1.72|124.74|0.0|1.0|6.0|32.0|-7.05|0.0|0.0|9.68e-06|0.00427|5e-05|0.0|0.0|0.000288|-0.05434|4.54|3.5056|-1744.492044|721.48|1210.94|353.68|0.2783|245.51|544.04|-1744.2179010000002|0.1415|-0.14879|-0.20313|0.0455651|-1744.281763|5.3762|7.5901|7.5901
19a_a38|1|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|-0.000673716|0.116434494|-0.101303149|0.724208473|0.819222745|0.031696119|0.8741648479999999|0|0.747152898|-0.108300308|-64.73159672|13.23456869|151.1278869|7.910363161|0.0|-30.69910427|-23.30337482|0.465829126|2774.129458|446.57675660000007|-1165.168741|2304.055966|6.923156054|12.96056449|6115.030149|152.5362948|-696.4267669|31.28824271|12.47635608|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-6.86|2.55|81.23|0.0|1.0|5.0|30.0|-6.77|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|0.0|0.0|5.610000000000001e-05|-0.05271|3.41|3.6504|-1332.186327|628.65|1092.25|339.65|0.2668|316.19|466.55|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|-1332.002093|6.0223|8.0106|8.0106
15_a47|1|2.9226792460000004|0.0|0|6.605297921|0|1.304329657|-0.072588375|2|0.042285714|-0.130885389|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|0.0506476009999999|-0.002377481|-0.299654464|-0.007670908|0.644280611|0.830688568|-0.131424138|0.897881853|1|0.791753677|-0.0904066519999999|-48.36220049|8.917011222000001|111.3994409|4.770072524|0.0|-24.15592798|-17.81765281|0.477646539|2327.320914|423.5412927|-677.0708068|869.1027727|6.984778596|13.37174753|5075.773767000001|154.260803|-362.1927541|25.03780079|11.43190096|1.0|0.0|1.0|1.0|2.0|0.06|21.0|-8.49|5.28|66.49|0.0|1.0|3.0|25.0|-5.76|0.0|1.0|1.29e-05|0.00455|1.41e-05|0.0|0.0|1.14e-06|-0.0591799999999999|3.33|4.0594|-1527.4104|552.16|930.51|305.43|0.2828|286.26|419.75|-1527.265523|0.0759|-0.16762|-0.2268|0.03425526|-1527.316555|3.7709|7.8|7.8
5_a15|0|0.0|0.0|0|0.0|0|1.419941043|-0.044921287|2|0.035982906|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0.003194793|0.1093187759999999|-0.187421793|0.8384601770000001|0.704479781|0.092692253|0.74438723|0|0.8740541479999999|-0.0989946469999999|-73.61131563|24.25353664|93.65193084|18.03465935|64.12413387|-33.88634094|-20.30656983|0.486150431|2940.77098|649.9369163|-1177.78105|2179.757502|7.795174584|15.1701491|6656.720346|365.1095806|-875.7848531999999|39.89581513|27.05181494|1.0|1.0|1.0|1.0|1.0|0.15|24.0|-9.65|6.01|74.73|0.0|1.0|8.0|33.0|-5.55|1.0|1.0|6.86e-07|0.000304|2.18e-06|0.0|0.0|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.816175|737.16|1272.84|341.96|291.0|286.35|629.67|-1470.487858|0.0199|-0.14839|-0.18553|0.03640044|-1470.55517|6.35|7.8861|7.8861
18c_a25|0|0.0|0.0|1|6.842683282|0|1.193723817|-0.008080236|2|0.043274232|0.007241543|2.069766482|-0.162271435|0.007804726|-0.038865826|0.006360768|0.007488918|0.01222181|-0.038006869|0.7644072209999999|0.748718056|0.084188427|0.8005589320000001|1|0.94801724|-0.0719340379999999|-47.27625541|6.300016824|34.1639413|4.140476673999999|0.0|-21.00757374|-17.72859578|0.484730247|2917.369488|623.0528232|-992.8013635|2095.730631|7.553051762000001|14.65844196|6736.25597|165.67090530000002|-652.4856999|23.70385212|9.560410146|1.0|1.0|1.0|1.0|1.0|0.11|27.0|-10.17|6.11|87.72|0.0|0.0|7.0|33.0|-5.85|1.0|1.0|8.86e-07|0.000398|2.51e-06|0.0|0.0|3.0499999999999995e-08|-0.0622|4.75|3.3396|-1714.597797|698.86|1243.76|371.26|0.3558|226.01|547.87|-1714.280779|0.0041|-0.13312|-0.19532|0.02003004|-1714.342386|7.9283|7.0555|7.0555
