molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|WNSA4|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14p_a23|0|1|0.0|7.423568444|0|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|5.351858133|2|0.045165485|0.041987653|0.733042138|-0.310730878|0.009895793|-0.060144819|10.31321773|2|2|0.009266617|0.080581604|-0.0686282459999999|-0.4510651779999999|0.708395022|0.099883916|0.8683808959999999|0.923455749|-0.063033628|-0.080784473|0.223758613|0.0221104079999999|40.58186569|51.64167457|-0.033660197|10.06403753|84.65359899|0.751638299|-1.615689464|-28.69113861|-22.70933393|3010.721939|-15.32117727|9.014073839|16.84664803|167.5607773|-735.4165088|30.21311441|-339.5427625|1450.229492|0.0|0.0|1.0|1.0|1.0|3.48|0.04|26.0|-7.47|2.39|1.0|125.0|1.0|-5.68|32.0|-6.62|436.49|0.0|0.0|3.25|2.09e-06|0.00554|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|-1722.181612|-1722.152257|699.61|1191.08|0.3802|346.79|0.6816|0.6816|-1721.933314|-0.14774|7.4033|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
5_a27|0|0|0.0|6.823286122000001|0|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|2|0.048947368|-0.149034787|1.271687295|-0.286030638|0.00991794|-0.125237927|10.93772408|1|1|0.010329671|-0.250776983|-0.2030237389999999|-0.4982037479999999|0.639413469|0.180356685|0.8149212259999999|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|0.01695771|10.48961936|77.37301579999999|-0.030385206|4.709432444|56.35994804|0.741481472|-1.276178645|-15.54640123|-16.01263727|2273.906133|-8.438466859|6.160679036|10.98289851|136.2361487|-354.41560810000004|21.59546513|-254.5156507|907.0095354|0.0|0.0|1.0|0.0|0.0|3.07|0.16|21.0|-6.22|2.66|0.0|97.55|1.0|-3.61|25.0|-6.49|331.37|0.0|1.0|2.82|0.000248|0.0324|0.0|6.04e-07|0.0002|-0.04554|4.0989|4.9|-1083.143246|-1083.124207|566.68|955.22|0.2448|302.48|0.64548|0.64548|-1082.967639|-0.16952|2.3781|0.01903872|-1083.019748|3.5632|3.0|8.5229|8.5229
47n_a18|0|0|0.0|7.03438793|1|1|1.251175627|0.0|0.0487694459999999|-0.007614955|4.844187086|0|0.032169312|0.017491759|0.0|-0.609196374|0.000271488|-0.003276575|10.94702025|0|0|0.001705837|0.026244774|-0.172015161|-0.529441732|0.722991132|-0.09714337|0.726888951|0.792429396|-0.079299822|-0.091185806|0.288989992|0.0106152389999999|61.29571241|171.2889916|-0.031974244|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|-26.38541222|3349.802294|-21.77346199|10.43689152|20.17045476|178.30942439999998|-1676.556573|33.65821422|-468.58948260000005|2591.682495|1.0|1.0|0.0|1.0|3.0|4.69|0.31|18.0|-9.76|2.72|3.0|162.18|1.0|-6.02|40.0|-6.68|539.67|0.0|0.0|2.76|9.48e-07|0.00308|0.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|9.78|-1743.3283440000002|-1743.299948|879.92|1565.37|0.5056|387.11|0.6914600000000001|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|0.02839695|-1740.663577|3.3568|64.0|7.1938|7.1938
10_a32|1|1|3.294952523|7.765993078999999|0|0|0.6094207629999999|0.0|0.153272514|-0.016404762|5.733341277|0|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|3|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.690879647|0.809370315|0.012125768|0.915639476|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|57.97512956|146.8439966|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|2649.882742|-14.85891856|7.079344111|12.86809583|188.6328503|-653.7924168|34.62844557|-240.4628923|1523.651605|1.0|0.0|1.0|1.0|2.0|3.56|0.22|19.0|-6.99|0.88|1.0|107.14|1.0|-6.04|27.0|-6.44|399.49|1.0|1.0|3.42|9.17e-07|0.0155|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|4.12|-1916.668776|-1916.631761|654.7|1086.09|0.2983|340.24|0.70228|0.70228|-1916.460049|-0.15088|2.4919|0.03701539|-1916.519894|3.2297|7.0|8.1427|8.1427
12am_a36|1|0|3.340519946|7.412764017000001|2|2|1.240140551|0.0|0.088482802|-0.015884751|5.351858133|2|0.044036281|0.122824831|0.0|-0.921315581|-0.011700732|-0.050505733|10.9602097|1|1|-0.007897954|0.345949079|-0.1187503719999999|-0.6080522279999999|0.647732719|-0.0147665219999999|0.885733922|0.814986544|-0.091472759|-0.118101664|0.305015372|0.017590648|128.69607109999998|127.81651770000002|-0.045928425|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|-31.72964526|3230.6292780000003|-21.92042059|8.772646622|17.01968794|146.228847|-1183.702712|40.24894481|-398.3921535|2173.44302|1.0|0.0|1.0|1.0|2.0|4.81|0.17|17.0|-7.14|2.04|2.0|130.43|1.0|-5.2|34.0|-6.4|465.43|0.0|0.0|2.65|6.26e-06|4.0|1.0|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|4.86|-1645.205296|-1645.169789|714.21|1206.77|0.4894|236.99|0.40752|0.6805100000000001|-1644.952145|-0.15658|5.9258|0.03550681|-1645.016323|8.0872|0.06|7.2218|7.2218
12a_a30|0|0|0.0|7.412764017000001|2|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|1|0.005458948|-0.171649606|-0.053309522|-0.454270252|0.8421237309999999|-0.031179517|0.842671963|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|85.47365107|101.5505506|-0.037665934|6.263330101|0.0|0.805190202|-1.845630786|-29.59731695|-23.35372432|2722.217443|-14.47983299|7.362386058999999|13.88603128|120.786445|-709.5118166|29.00398472|-378.4495438|1421.195251|1.0|0.0|1.0|1.0|1.0|4.65|0.14|17.0|-6.64|2.82|2.0|127.28|1.0|-5.28|29.0|-5.98|398.48|0.0|0.0|2.63|5.23e-06|0.0056|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|0.1866|245.76|0.35338|0.68599|-1575.538241|-0.1481|4.1875|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
21c _a23|0|1|0.0|7.525639975|0|0|1.197962776|3.311482916|0.178300778|-0.009944003|5.4161004020000005|2|0.043130342|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|2|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.596546056|0.7641222459999999|0.149511954|0.838980345|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|323.3651097|148.8448086|-0.040210758|7.09164338|94.32302529|0.834557275|-2.171380929|-42.26586935|-28.58195193|3161.1237530000003|-20.31615463|8.945789862|16.83467928|117.597286|-1097.07235|34.24804117|-475.6090385|1849.394223|0.0|0.0|1.0|1.0|2.0|3.68|0.08|26.0|-7.33|2.49|1.0|133.35|1.0|-5.63|34.0|-7.13|468.53|1.0|0.0|3.0|2.35e-06|9.0|0.0|4.69e-08|2.2e-05|-0.07892|3.6649|4.47|-1837.964768|-1837.932192|747.88|1275.12|0.3329999999999999|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|-0.15089|6.0226|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
4g_a49|0|0|0.0|8.228176896|2|2|1.343847279|4.107873566|-0.087219006|-0.003686314|6.107022888|4|0.036761229|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|0.003456679|10.92777048|2|2|0.007845545|-0.146265064|-0.038698906|-0.311927917|0.651833607|-0.027032199|0.81242269|0.8601878270000001|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|151.0705543|139.3194688|-0.0250032489999999|18.81105094|74.95505057|0.6273572239999999|-2.000259924|-61.03291321|-24.91513644|4706.348867000001|-24.82733433|9.28937554|18.19125978|371.3295653|-1986.186746|39.71443299|-253.8168226|3177.154639|0.0|0.0|0.0|1.0|1.0|4.83|0.1|42.0|-13.67|2.87|2.0|198.32|0.0|-7.47|51.0|-6.6|663.73|1.0|0.0|5.23|3.3700000000000004e-08|2.47e-05|0.0|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|-2147.721319|-2147.66293|985.89|1766.47|0.1389|287.56|0.33449|0.69238|-2147.217543|-0.15087|3.4099|0.05838924|-2147.295787|4.5147|106.0|6.9747|6.9747
22_a20|0|0|0.0|6.842683282|0|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|1|1|0.008780074|0.155407313|-0.036258691|-0.177976478|0.616352201|-0.044184455|0.809440795|0.946515026|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|9.022387025|34.8271111|-0.027118811|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|2738.108259|-11.49852068|7.408914181|14.17638345|149.350479|-574.9260339|22.91425458|-352.4559681|1145.712729|1.0|1.0|1.0|1.0|0.0|3.36|0.08|27.0|-9.69|2.61|2.0|121.62|1.0|-5.6|31.0|-5.58|401.46|0.0|1.0|4.24|2.48e-06|0.0012|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|-1275.84854|-1275.816275|694.15|1181.95|0.2636|223.03|0.38233|0.66063|-1275.598059|-0.16176|4.8308|0.03226475|-1275.657902|6141.0|231.0|6.6364|6.6364
9g_a24|1|0|2.931798469|7.273092596000001|0|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.079421802|0.683676657|0.13372961|0.859302479|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|174.88817269999998|65.73938109|-0.021297745|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|2123.257348|-5.214049137|6.124370267000001|10.69818114|256.3375151|-192.9198181|21.8662148|17.88521849|809.0499476|0.0|1.0|0.0|1.0|1.0|2.8|0.06|22.0|-6.43|0.64|0.0|87.53|1.0|-2.49|23.0|-7.17|302.33|0.0|0.0|1.93|0.00323|247.0|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|-984.5891383|-984.5565078|524.03|879.99|0.2444|236.07|0.4227399999999999|0.64993|-984.447764|-0.17806|2.9691|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
16a_a10|0|0|0.0|7.535296702|1|1|1.325756911|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|1|1|0.011558506|-0.133979603|-0.162508526|-0.1948324069999999|0.748039584|-0.068377262|0.813036304|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|77.68598956|58.06685151|-0.026063936|6.652715932|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|2862.681038|-12.4990447|8.531706024|15.88633689|189.0108247|-774.9407716|24.82496066|-314.4761648|1539.147561|1.0|1.0|1.0|1.0|0.0|4.11|0.3|21.0|-8.5|2.47|3.0|133.66|1.0|-5.22|33.0|-5.91|439.55|0.0|1.0|4.24|6e-06|0.00297|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|760.0|1310.44|0.3843|221.33|332.0|0.6852199999999999|-1394.797092|-0.1605|3.8323|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
8_a47|0|0|0.0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.007835945|5.476463552|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|0|0|-0.007648516|-0.177626636|-0.00158075|-0.4497577479999999|0.686795267|-0.035681436|0.842571655|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|90.32612351|87.2263982|-0.035797309|2.928269795|0.0|0.819702033|-1.646676195|-25.60148752|-20.78278301|2621.772106|-12.06582525|6.492934319|11.08581716|104.6752861|-555.0279614|25.35407034|-371.2177396|1166.287236|1.0|1.0|0.0|1.0|2.0|3.02|0.13|22.0|-9.25|3.9|2.0|113.97|1.0|-6.59|29.0|-4.79|405.85|1.0|1.0|5.03|2.56e-07|0.000263|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|-1686.068471|-1686.0356350000002|621.06|1071.62|0.2249|337.87|0.6877800000000001|0.6877800000000001|-1685.8518170000002|-0.15357|3585.0|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
4c_a49|0|0|0.0|7.535296702|1|1|1.343847672|2.102052126|-0.048954892|-0.0057600559999999|5.4161004020000005|2|0.03583878|-0.099764463|1.78683516|-0.339843311|0.001379959|-0.102999091|10.92777281|1|1|0.00202792|-0.163476035|-0.001005604|-0.412652341|0.7745214140000001|-0.052237757|0.826523164|0.76159824|-0.087753156|-0.086290519|0.407675441|0.012079228|82.02101639|153.60017230000005|-0.029809452|5.014223225|59.70585149|0.724053828|-1.639519861|-36.42732137|-19.20596967|2719.702873|-12.37423857|8.474369008|16.089682800000002|177.78970959999998|-680.5831211|26.5256103|-288.71184960000005|1458.908567|1.0|1.0|1.0|1.0|2.0|3.49|0.25|21.0|-7.97|1.47|1.0|120.43|1.0|-3.5|31.0|-7.53|412.49|0.0|1.0|2.6|0.000314|109.0|0.0|1.07e-08|4.4e-06|-0.0623299999999999|5.74|3.04|-1332.647233|-1332.607539|705.55|1199.04|0.2411|216.0|0.4164199999999999|0.67789|-1332.336755|-0.15925|3.4931|0.03969431|-1332.398001|4.9358|255.0|6.5935|6.5935
16b_a32|1|1|3.2902303|7.765993078999999|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|5.733341277|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|3|-0.00180101|-0.023602065|-0.1202046419999999|-0.586122949|0.745820612|0.056127969|0.907055332|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|0.015808858|53.96132589|162.40756509999997|-0.0345657579999999|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|-22.14820988|3037.795494|-14.19159402|6.466656381|11.05406524|161.7035261|-667.0049190000001|29.62431176|-317.3487516|1392.342653|1.0|0.0|1.0|1.0|2.0|3.71|0.28|19.0|-7.6|0.41|1.0|114.43|1.0|-6.28|28.0|-6.72|433.57|1.0|1.0|3.26|5.19e-07|0.0123|0.0|2.54e-08|1.1e-05|-0.05946|3.6211|6.37|-2315.990437|-2315.951437|676.92|1137.73|0.2849|342.39|0.70233|0.70233|-2315.757928|-0.14995|4.4055|0.03900066|-2315.819979|7.0093|17.0|7.7696|7.7696
17f_a50|0|1|0.0|7.934155233999999|1|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.204651539|0.758335704|-0.132153434|0.8314734309999999|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|6.382846132999999|54.44410182|-0.026836447|6.206439227000001|82.90209608|0.721122105|-1.422331714|-17.89709978|-16.50175503|2582.272632|-10.14694362|7.200480876|13.65716648|171.48226169999998|-537.7880119|22.88344084|-271.9363523|1212.822364|1.0|1.0|1.0|1.0|0.0|3.81|0.26|20.0|-6.38|2.09|1.0|116.81|1.0|-3.58|29.0|-6.64|384.48|0.0|1.0|2.92|0.000266|0.0291|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|-1219.2481369999998|-1219.220465|653.63|1146.22|0.1708|304.9|0.6573899999999999|0.6573899999999999|-1218.966516|-0.16784|6.1931|0.0276719|-1219.02507|8.312999999999999|398.0|6.4001|6.4001
13_a4|0|0|0.0|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|5.4161004020000005|1|0.044357639|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|10.94205723|1|1|0.012019888|-0.094404255|-0.0161529719999999|-0.143303992|0.645708528|-0.215746851|0.7986239909999999|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|11.85953992|14.67530603|-0.0279998139999999|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|-13.70920202|1910.137758|-6.7122666220000005|5.663493161|9.917593683|67.30306705|-261.7783983|15.89399858|-355.01146810000006|619.8659446|1.0|0.0|0.0|1.0|0.0|3.39|0.16|17.0|-6.2|2.9|1.0|90.06|1.0|-4.09|22.0|-5.39|287.36|0.0|1.0|3.57|8.18e-05|0.0108|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|-898.3562912999998|-898.3381672|536.09|893.0|0.2133|276.68|0.53815|0.59537|-898.2009630000001|-0.17204|2471.0|0.018124154|-898.2503529999999|3.7228|4.0|5.3979|5.3979
9s_a24|1|0|2.9568988810000003|6.605297921|1|1|1.4275963180000002|0.0|-0.222173285|-0.003599664|4.59511985|4|0.023585859|-0.050919714|0.0|-0.190782186|0.006748865|-0.060407836|10.96129902|1|1|0.007695726|-0.0897306019999999|-0.204128966|-0.248704391|0.799076569|0.030228027|0.8327425070000001|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|33.24649431|72.43525688|-0.019465646|6.474925237000001|0.695462853|0.445160769|-0.953816666|-19.21235005|-12.08741583|2747.809842|-7.505819207999999|9.124394347|17.24354813|344.5337711|-367.7851412|27.15292246|68.10609672|1330.4932|0.0|1.0|1.0|1.0|1.0|3.43|0.04|29.0|-8.11|0.81|1.0|115.67|1.0|-3.36|30.0|-7.2|393.44|0.0|0.0|2.63|0.000434|0.0343|0.0|7.73e-09|3.04e-06|-0.03597|3.0726|1.82|-1271.031372|-1270.994965|654.28|1121.42|0.5112|403.51|0.69475|0.6907300000000001|-1270.738032|-0.10865|4.6141|0.03640642|-1270.796154|7.0312|32.0|7.4949|7.4949
4a_a49|0|0|0.0|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|1|0.000660956|-0.130491035|-0.037142108|-0.403194204|0.7541604690000001|0.0063958109999999|0.856023531|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|313.22432680000003|149.0098632|-0.0292876779999999|6.448709504|60.11195021|0.650301539|-1.4936715669999998|-35.44496163|-17.96270092|2675.628678|-11.01687292|7.934892916|15.01791558|214.47685|-561.8605190000001|27.62211044|-184.3656985|1408.727632|0.0|1.0|1.0|1.0|2.0|3.35|0.22|21.0|-7.36|1.25|1.0|114.08|1.0|-3.28|30.0|-7.52|399.45|0.0|1.0|2.42|0.000528|122.0|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|-1313.19945|-1313.158118|660.19|1128.22|0.1935|262.35|0.35731|0.68042|-1312.924353|-0.1585099999999999|3.9716|0.04133192|-1312.98289|4.8706|32.0|7.4949|7.4949
16a_a32|1|1|3.357452523|7.765993078999999|0|0|0.6094207620000001|0.0|0.205693867|-0.014399612|5.733341277|0|0.03995614|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.707456102|0.859696525|0.039965071|0.909908319|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|92.00611646|151.5123947|-0.037168908|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|2615.514164|-14.39564033|7.183246604|13.08168264|188.6800971|-647.803815|33.19592405|-244.9767673|1493.816582|1.0|0.0|1.0|1.0|3.0|3.53|0.22|19.0|-7.3|0.88|1.0|108.86|1.0|-5.49|27.0|-6.85|398.51|1.0|1.0|3.06|3.2e-06|0.0364|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|3.9|-1896.81177|-1896.770883|664.67|1096.48|0.2859|341.42|0.70245|0.70245|-1896.589348|-0.15045|1.3736|0.04088655|-1896.649286|1.8274|11.0|7.9586|7.9586
32_a47|0|1|0.0|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|1|1|0.002350172|-0.0274939029999999|-0.077485193|-0.2749014|0.6636125860000001|-0.0094137619999999|0.858292442|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|28.55112477|106.9180086|-0.026060474|10.01980854|44.50423685|0.64116122|-1.381205148|-29.9621436|-18.77935151|2808.210157|-13.53252578|8.656942728999999|15.53902041|258.5816152|-717.2238666000001|29.28959351|-203.4434306|1552.348456|1.0|1.0|0.0|1.0|2.0|3.35|0.26|21.0|-8.82|3.11|2.0|125.17|1.0|-4.81|31.0|-6.34|436.91|0.0|1.0|3.94|1.5399999999999998e-05|0.0038799999999999|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|-1778.127634|-1778.0970140000002|692.49|1184.76|0.2969|252.79|0.48011|0.68986|-1777.843462|-0.1509599999999999|4.8234|0.03062031|-1777.90286|6.3139|0.1|7.0|7.0
12u_a36|1|0|3.508898495|7.412764017000001|2|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|1|1|0.005035022|0.055588998|-0.099596099|-0.438988314|0.901715152|0.080270195|0.855176759|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|86.1184622|109.8080843|-0.03452119|8.544435884|5.944854912|0.77938748|-2.036750221|-35.17050511|-24.02645378|2831.106839|-16.72220679|7.65672775|14.90088936|153.5444314|-986.6102007|30.82735404|-388.9026034|1818.813889|1.0|0.0|1.0|1.0|2.0|5.05|0.24|17.0|-7.38|2.66|2.0|138.33|1.0|-4.95|32.0|-6.19|423.51|0.0|1.0|2.66|1.13e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|-1350.8981130000002|-1350.865506|739.12|1254.5|0.4267|319.16|0.69258|0.70272|-1350.575382|-0.15109|5.8702|0.03260752|-1350.638138|7.8877|16.0|7.7959|7.7959
47a_a18|0|0|0.0|7.03438793|1|1|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|0|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0|0|-0.000633273|0.066507683|-0.232940071|-0.369841706|0.842412605|-0.008965701|0.7991211029999999|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|100.7293848|181.3725215|-0.036234741|9.49531639|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|-29.70938001|3612.105567|-24.3591435|10.20255289|19.74153879|169.2144153|-1802.576619|37.435301|-481.4854016|2770.212274|1.0|1.0|1.0|1.0|3.0|4.97|0.28|18.0|-8.27|1.85|3.0|158.24|1.0|-6.74|39.0|-6.49|547.67|0.0|0.0|2.02|1.8100000000000002e-07|0.00143|0.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|-2098.807018|-2098.773074|874.47|1536.87|0.6094|388.09|0.69508|0.69508|2098.280307|-131.0|2.6271|0.0339441|-2098.359766|3.0133|1.0|9.0|9.0
27c_a34|0|0|0.0|7.412764017000001|1|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|5.351858133|1|0.041728395|-0.08157574|0.0|-0.80008116|-0.008017781|-0.028344637|10.95447877|1|1|-0.004694534|-0.132026575|-0.128393271|-0.543350914|0.850511415|-0.0360159139999999|0.8353837409999999|0.631065353|-0.114233896|-0.12597014|0.32643486|0.0304948179999999|176.7076265|248.17931940000005|-0.042782312|13.79934071|119.8660257|0.7381974290000001|-2.26746252|-51.69246989|-28.77931113|2921.328444|-19.35960719|8.808655321|15.31184469|176.1124482|-1026.059181|38.98592708|-320.4669239|2066.254135|1.0|1.0|1.0|1.0|2.0|3.55|0.12|23.0|-7.67|1.71|1.0|119.71|1.0|-4.75|32.0|-6.85|427.46|0.0|1.0|2.83|1.7800000000000002e-05|0.0151|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|-1426.521813|-1426.482676|709.72|1203.69|0.2385|289.89|0.68683|0.70336|-1426.246896|-0.1589|7.6204|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
19h_a38|1|0|3.2723542610000003|7.412764017000001|2|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|2|0.042622739|0.14165187|0.0|-0.420209249|-0.002526241|-0.043452674|10.96083376|1|1|-0.000673716|0.303981987|-0.101303149|-0.420225236|0.724208473|-0.054149342|0.8741648479999999|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|0.021234963|136.81322659999998|132.7728693|-0.03959525|7.370099699|0.0|0.75379331|-1.979762478|-28.533396600000003|-23.32673803|2774.611523|-13.74247449|6.820483788|12.98143834|145.047677|-687.1237247|30.94580137|-299.0343596|1547.290068|1.0|1.0|1.0|1.0|3.0|4.8|0.14|17.0|-6.86|2.4|1.0|125.69|1.0|-4.14|30.0|-6.77|401.44|0.0|1.0|2.66|7.209999999999999e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|-1332.187847|-1332.1538779999998|626.65|1092.17|0.2355|331.65|0.68472|0.69012|-1331.941646|-0.1467099999999999|6.9749|0.03396934|-1331.999352|9.0777|9.0|8.0348|8.0348
