molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
8a_a8|1|0|1|7.535296702|1|1|1.4114120369999998|-0.014658222|-0.1950388569999999|1|0.027531877|-0.0075336219999999|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.044579097|0.055198015|0.089375589|-0.5028388229999999|1|0.76592324|0.762577159|-0.048064085|0.8220300859999999|0.7318727540000001|0|-0.131795179|-0.118763303|0.034374791|-78.93428863|-71.12928513|170.9592896|0.449170525|269.0155755|-0.049054408|0.76420633|-2.256502762|-47.27503672|-29.37948733|99.52191337|0.481294455|2802.374154|1746.6927010000002|-17.59585557|6193.891189|-809.4093564|0.025786572|-316.4749864|1768.444416|15.44399996|0.0|0.0|1.0|1.0|0.0|2.0|3.37|0.05|23.0|-6.76|3.13|2.72|1.9|0.0|1.0|-4.4|30.0|-7.04|0.0|0.0|2.56|-4.14|3.99e-05|7.28e-05|0.0|0.0|-0.06922|4.6017|3.1039|-1367.776863|1061.5|269.43|0.4927399999999999|0.7036899999999999|-0.13015|5.4201|-0.19937|0.03213899|-1367.595683|11.34|4.9454
9g_a40|0|0|1|7.515889085|0|0|1.849105962|-0.0054957819999999|-0.0220464379999999|0|0.07954859|0.011921308|10.31197177|-0.145879501|2|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.242405063|0.821935848|0.665414608|1|-0.063539055|-0.079033043|0.021367335|-33.47455057|-41.63731423|65.74631496|0.09545843|50.29077056|-0.031197254|0.740240206|-1.185495647|-17.63553984|-16.43578193|44.73159432|0.476386801|2169.234651|349.4421673|-8.658932892000001|4435.743087|-329.0394499|0.018087202|-253.1335385|843.7257374|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|-6.43|2.91|2.93|0.64|0.0|1.0|-2.49|23.0|-7.17|0.0|1.0|1.93|-3.09|0.00323|0.0008179999999999|0.0|0.0|-0.0624|3.0778|3.0778|-1332.487689|923.42|402.84|0.70233|0.70233|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|3548.0|5.45
14_a1|1|0|0|7.423568444|1|1|0.0|-0.015636898|-0.175408303|1|0.1008839219999999|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0|-0.12658238|-0.122581374|0.033047776|-74.96297518|-72.59355177|161.1772893|0.406829129|240.9270705|-0.046308519|0.753357398|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|2678.985809|1876.042189|-16.24082222|5748.712211|-730.8369997000001|0.0243658979999999|-300.0800645|1638.120743|14.42965582|1.0|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|3.63|1.54|0.0|1.0|-4.52|29.0|-6.73|0.0|0.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|0.0|0.0|-0.05962|3.8344|3.3061|-1292.588129|1049.56|323.35|0.6572600000000001|0.69894|-0.1336|4.1207|-0.19322|0.03490867|-1292.415211|94.0|7.0269
7b_a10|0|0|0|7.535296702|2|2|0.0|-0.001621737|0.037541178|2|-0.060829392|0.011041815|10.93274506|0.039221939|0|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|0.065705128|0.8200487120000001|0.586354126|1|-0.0590666679999999|-0.0720417159999999|0.009734392|-30.71062112|-37.45675757|13.37827368|0.07558334|39.29815915|-0.027444463|0.781045839|-1.152667458|-15.96741933|-14.26924098|35.77183831|0.446575367|2290.380138|2150.375871|-7.419027879|5212.568172|-311.5991709|0.012428175|-292.2491701|767.3149142000001|6.46179973|1.0|0.0|1.0|1.0|0.0|0.0|3.9|0.25|16.0|-6.99|4.34|3.03|3.04|0.0|1.0|-5.28|25.0|-5.09|0.0|1.0|3.02|-5.28|5.29e-06|5.25e-06|0.0|0.0|-0.05377|6.0231|3.6426|-1450.09312|951.55|205.85|0.4195399999999999|0.66228|-0.1584799999999999|4.2068|-0.21225|0.02946054|-1450.124551|19.8|4.7033
2_a33|1|1|0|7.765993078999999|0|0|0.0|-0.009168933|-0.064926835|0|-0.049900189|-0.002514803|10.31100266|-0.05997501|3|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.096644295|0.8799816220000001|0.753434785|1|-0.0804186|-0.104047115|0.018451635|-49.13901703|-63.57699532|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|0.702597735|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|2632.195388|3245.244678|-11.89228027|6067.635829|-582.7217333|0.019430318|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|3.57|0.3|19.0|-7.67|6.7|4.63|1.33|1.0|1.0|-6.35|28.0|-6.17|1.0|0.0|3.98|-4.78|4.44e-07|1.6800000000000002e-05|0.0|0.0|-0.04967|3.6281|3.6281|-1920.079174|1128.98|341.74|0.70205|0.70205|-0.15012|4.2519|-0.19979|0.02972182|-1919.890628|6.0|8.2596
8d_a12|1|1|0|6.580639137|1|1|0.0|-0.0076893469999999|-0.048642535|2|0.0276482139999999|0.000925796|10.94458983|-0.046326855|1|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|0.751098108|-0.080872311|0.8078610759999999|0.8405406040000001|1|-0.077834742|-0.103548595|0.011348654|-43.27410838|-57.57034769|90.34024296|0.141289888|78.55353315|-0.039118358|0.8338637040000001|-1.760326118|-24.05928792|-21.74879802|49.58366734|0.465113852|2466.513191|1288.818257|-12.09177064|5255.11762|-544.129679|0.012525773|-371.2392138|1173.6881050000002|6.964006932|1.0|1.0|1.0|1.0|1.0|2.0|4.06|0.1|21.0|-8.37|3.87|2.67|2.83|0.0|1.0|-4.58|27.0|-5.96|0.0|1.0|3.02|-4.61|2.64e-05|2.43e-05|0.0|0.0|-0.05488|4.2383|3.7397|-1138.296407|1007.85|292.53|0.6661|0.4997399999999999|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|25.0|7.6021
8c_a32|1|1|0|7.765993078999999|0|0|0.0|-0.0093793719999999|-0.04699673|0|-0.026467635|-0.003484915|10.31100269|-0.0682721729999999|3|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|-0.578242111|0|0.788133615|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.076876481|-0.097480366|0.016240436|-46.47597924|-58.93213925|126.6561213|0.198252488|119.85432240000002|-0.027548799|0.600684883|-1.267244762|-28.09723623|-16.654735000000002|56.29419869|0.447542891|2571.62241|3038.837633|-10.06868562|5773.240734|-463.1595384|0.025527931|-121.7388847|1275.407176|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|6.49|4.19|1.1|1.0|1.0|-5.82|27.0|-6.45|1.0|0.0|3.56|-4.39|1.5e-06|4.11e-05|0.0|0.0|-0.04161|3.5673|3.5673|-1880.764533|1090.0|347.56|0.70135|0.70135|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|37.0|7.4318
12p_a30|0|0|0|7.412764017000001|2|2|0.0|-0.0063403159999999|-0.031328052|2|-0.062956958|0.005613018|10.31162861|-0.128484994|1|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|-0.074356395|-0.094870978|0.015107947|-47.54197452|-60.65858419|75.21136863|0.156618406|100.1386407|-0.0364888379999999|0.8199554720000001|-1.897419563|-30.39737673|-23.33022469|57.20168999|0.469983155|2783.628159|2326.5244390000003|-14.91687369|6166.812731|-775.6774321|0.0130197619999999|-409.146112|1479.558007|8.3245726|1.0|0.0|1.0|1.0|0.0|1.0|4.76|0.17|17.0|-7.01|4.35|2.93|3.04|0.0|1.0|-5.66|30.0|-5.81|0.0|0.0|2.91|-5.15|2.21e-06|7.05e-06|0.0|0.0|-0.05169|5.1922|3.4955|-1615.094336|1167.16|238.79|0.33929|0.68561|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|17.0|7.7721
3n_a32|1|1|0|7.773594467000001|1|1|0.0|-0.00615216|-0.01504795|1|-0.056907012|0.000609539|10.3110027|-0.0711168609999999|3|3|0.002379137|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|-0.121627423|0.868826775|0.762657782|1|-0.074507943|-0.092745182|0.01889769|-42.83673428|-53.32184118|121.6040686|0.159958218|91.96452611|-0.027401986|0.648933114|-1.205687365|-24.62805609|-15.75418035|53.70155314|0.456693072|2526.071154|2426.73803|-9.057526067|5553.014016|-398.5311469|0.0210408339999999|-171.25176130000003|1068.190111|12.0969734|1.0|0.0|1.0|1.0|1.0|1.0|3.51|0.32|19.0|-6.96|6.71|5.01|1.58|0.0|1.0|-5.96|26.0|-5.98|0.0|0.0|4.07|-4.91|1.11e-06|1.23e-05|0.0|0.0|-0.05535|3.5459|3.5459|-1825.378576|1036.75|349.65|0.7028399999999999|0.7028399999999999|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|21.0|7.6778
18c_a25|0|0|1|6.842683282|0|0|1.959418462|-0.002704524|-0.008080236|2|0.007241543|0.007804726|10.31285373|0.006360768|1|1|0.007488918|0.01222181|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.748718056|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|-0.048636087|-0.0719340379999999|0.009585904|-31.96445203|-47.27625541|26.54367263|0.05198276|34.1639413|-0.026975264|0.7479204509999999|-1.510614788|-21.00757374|-17.72859578|38.26446885|0.484730247|2917.369488|2095.730631|-11.65153036|6736.25597|-652.4856999|0.014546814|-325.8749539|1327.415719|9.560410146|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.11|27.0|-10.17|6.29|6.11|3.08|0.0|0.0|-6.05|33.0|-5.85|1.0|0.0|4.77|-5.6|8.86e-07|2.51e-06|0.0|0.0|-0.0622|5.4858|3.3396|-1714.597797|1243.76|226.01|0.31993|0.70516|-0.13312|6.1775|-0.19532|0.02003004|-1714.342386|88.0|7.0555
4f_a49|0|0|1|7.535296702|1|1|2.066693174|-0.008903208|-0.087045007|2|-0.087861524|0.001532832|10.92775957|0.0705130559999999|1|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|0.69044503|0.7927086309999999|0.114367229|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|0.016591015|-55.88123394|-48.83888562|193.615884|0.262938196|142.7551002|-0.033471819|0.718306291|-1.439288231|-30.33918719|-18.1726086|64.88887164|0.437355335|2458.261097|1629.651745|-9.866320682|5422.650822|-424.2517893|0.020905063|-237.0468572|1087.86764|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|3.07|0.14|21.0|-6.54|3.42|3.8|2.03|0.0|1.0|-3.99|27.0|-6.6|0.0|0.0|2.85|-4.09|0.000102|8.120000000000001e-05|0.0|0.0|-0.06954|4.6249|3.7098|-1179.23587|982.46|268.08|0.39584|0.68474|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|0.04|7.3979
EW7203_a60|0|0|0|7.412764017000001|2|2|0.0|-0.00698487|0.0075638519999999|2|-0.092774356|0.003099827|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|1|0.80330079|0.822401103|-0.089945913|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|0.020156795|-49.19385637|-62.23028092|80.48638339|0.113924842|73.67602619|-0.036566012|0.766837077|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|2913.880231|1660.077477|-15.29301513|6403.777228|-764.6507562999999|0.01793256|-345.1309687|1541.885979|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|4.75|0.13|17.0|-6.7|3.87|2.6|2.17|0.0|1.0|-5.74|31.0|-6.35|0.0|0.0|3.09|-4.82|1.81e-06|1.53e-05|0.0|0.0|-0.06188|5.0166|3.5192|-1668.025575|1166.44|247.15|0.40883|0.69857|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|9.0|8.0334
20_a4|0|0|1|7.535296702|1|1|2.017439295|-0.003103385|-0.00123671|1|-0.061689675|0.012265062|10.9459449|-0.059498265|1|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|0|-0.060595472|-0.072188305|0.022933651|-29.16642156|-34.74640079|63.27373076|0.081852712|39.3981702|-0.0273144939999999|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|0.421704107|1982.961908|1379.418733|-6.32818424|4085.683488|-234.1428169|0.024334176|-138.2237887|755.8433223999999|11.71277006|1.0|1.0|1.0|1.0|1.0|0.0|3.23|0.11|17.0|-5.55|3.2|3.54|2.09|0.0|2.0|-3.46|22.0|-5.96|0.0|1.0|2.97|-3.87|0.000346|0.000134|0.0|0.0|-0.03048|5.1778|4.0419|-934.2489802|861.05|239.45|0.5152|0.66028|-0.16699|4.0681|-0.19747|0.022349042|-934.150871|646.0|6.1898
9o_a24|1|0|0|6.605297921|1|1|0.0|-0.007052095|-0.044044637|3|-0.087807028|0.0012214139999999|10.94506726|-0.000236595|1|1|0.002019902|-0.145366976|0.00177843|0.00294424|-0.38043264|2|0.738419215|0.785672769|-0.000453155|0.846075714|0.7086274779999999|0|-0.088586421|-0.08834189|0.018492771|-51.29122728|-51.14964436|32.50178358|0.229726192|133.0106596|-0.032911684|0.668046377|-1.678495905|-29.69744072|-19.05574986|61.99847688|0.4861134689999999|2892.333138|1906.512273|-11.03321234|6697.297449000001|-562.6938294|0.026064002|-194.5965258|1454.754155|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|3.96|0.04|23.0|-7.91|3.75|4.36|1.23|0.0|1.0|-4.49|32.0|-6.83|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|3.9500000000000005e-05|0.0|0.0|-0.04527|5.8802|4.2643|-1388.147972|1126.94|210.85|0.41688|0.65292|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|446.0|6.3507
14a_a25|0|0|1|6.842683282|0|0|1.667057351|-0.004483962|-0.05112778|2|0.051906412|0.006085806|10.93106303|-0.019985937|1|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.035531959|0.792935475|0.653818362|1|-0.069657015|-0.084207356|0.012870836|-45.72658614|-55.27820709|107.22698590000002|0.149573695|98.18816423|-0.033365179|0.8067529940000001|-1.76835447|-30.017374100000005|-21.90268583|54.17569023|0.492236681|2844.993903|2142.5112510000004|-14.37809314|6315.975408|-762.0389362000001|0.01323706|-402.7381076|1438.906775|8.689513304|1.0|1.0|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.59|4.44|4.92|2.47|0.0|1.0|-5.39|32.0|-5.91|0.0|0.0|3.81|-5.29|4.03e-06|5.13e-06|0.0|0.0|-0.05083|5.3631|3.9479|-1352.298438|1202.13|231.18|0.42461|0.6714|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|207.0|6684.0
12ak_a36|1|0|0|7.412764017000001|2|2|0.0|-0.006465433|-0.0407717229999999|2|0.12041792|0.0042553209999999|10.95268014|-0.015708652|1|1|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|1|0.901715152|0.815627016|-0.0265703679999999|0.860939187|0.860667615|0|-0.069176342|-0.091761476|0.019931266|-49.87483724|-66.15829243|113.186508|0.151294857|109.0807368|-0.032660864|0.737439195|-1.926990997|-35.95881638|-23.5478668|64.24490364|0.423822657|2830.816014|2735.7986920000003|-16.97756755|6240.396899|-1001.676485|0.018055095|-342.3783571000001|1883.984673|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|5.05|0.24|17.0|-7.38|3.85|3.01|2.66|0.0|1.0|-4.95|32.0|-6.19|0.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|0.0|0.0|-0.04929|3.8734|3.6895|-1350.900117|1247.89|320.09|0.69463|0.7034699999999999|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|46.0|7.3372
4j_a46|0|0|1|7.825245291|1|1|2.194310043|-0.002284836|-0.012405467|1|-0.0529855709999999|0.011968098|10.94638774|-0.176133068|1|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|-0.258222236|0.763724435|0.728293097|0|-0.05924408|-0.074417476|0.01492164|-34.99059698|-43.95227197|70.56141095|0.0501066629999999|29.59387777|-0.024805825|0.776932317|-1.339514565|-20.66606288|-14.65075732|43.80358011|0.402450715|2260.870095|2563.282153|-8.652995323999999|5077.124695|-467.2617475|0.0106831269999999|-327.122208|1018.288052|6.30964324|0.0|1.0|1.0|1.0|1.0|0.0|4.0|0.39|17.0|-7.69|5.18|5.33|3.28|0.0|1.0|-5.38|27.0|-5.09|0.0|1.0|4.5|-5.31|4.16e-06|4.86e-06|0.0|0.0|-0.01684|5.3949|4.4093|-1132.043677|1112.13|229.82|0.37853|0.69413|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|805.0|6.0942
6c_a31|1|0|0|7.78113851|1|1|0.0|-0.015192833|-0.151732713|0|0.137523742|-0.009477764|10.31169965|-0.107687565|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|0.790900932|-0.172780048|0.846458013|0.7905201209999999|0|-0.120905075|-0.126324613|0.03173578|-76.54198229|-79.97295595|163.6316745|0.358802727|227.1490414|-0.044739967|0.7653239190000001|-2.147518413|-48.45681657|-28.32375523|96.63311186|0.4463376229999999|2837.949799|2357.829685|-17.93106176|6283.091868|-860.6909647|0.0212421629999999|-335.9398876|1776.424619|13.44788285|1.0|1.0|1.0|1.0|1.0|2.0|3.67|0.14|22.0|-7.72|5.58|4.26|1.58|0.0|1.0|-6.09|30.0|-6.27|0.0|0.0|3.64|-4.94|8.179999999999999e-07|1.15e-05|0.0|0.0|-0.0581799999999999|3.2974|3.2974|-1691.984862|1125.85|376.01|0.7014699999999999|0.7014699999999999|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|0.34|6.4685
8e_a46|0|0|1|7.727094485|1|1|2.161814059|-0.001015139|0.000950213|2|-0.126773923|0.012911107|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|0.789844634|-0.024620704|0.837678812|0.668786636|0|-0.053352779|-0.065982313|0.009576086|-27.16690715|-33.59778824|7.389496216|0.078647648|40.04689925|-0.023017086|0.7492419109999999|-0.989734694|-13.83322216|-11.72015869|32.04299109|0.444693313|1982.950764|1415.320228|-5.967832774|4239.252176|-256.61680930000006|0.011830243|-253.8248986|672.6356549999999|6.023886838999999|0.0|1.0|0.0|1.0|1.0|0.0|3.21|0.32|17.0|-6.67|4.09|3.9|2.13|0.0|1.0|-3.59|23.0|-6.02|0.0|1.0|3.21|-4.04|0.0002569999999999|9.15e-05|0.0|0.0|-0.03175|4.5092|4.5092|-954.9296396|933.3|274.96|0.6967|0.6967|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|406.0|6.3915
8b_a8|1|0|1|7.535296702|1|1|1.42474537|-0.013834266|-0.182065125|1|0.019958073|-0.0055544409999999|10.94650923|-0.03443232|1|1|-0.003593429|0.031896755|0.049587543|0.079250224|-0.5058761820000001|1|0.758899977|0.778853499|-0.0527918259999999|0.8354024290000001|0.726912742|0|-0.130159955|-0.11627069|0.032440348|-79.74587194|-71.23625346|172.84152849999998|0.441645347|270.5854753|-0.047457424|0.781454722|-2.325413799|-48.85837649|-29.07602182|99.62129245|0.4835310479999999|2863.095568|1821.324722|-17.8141788|6471.7604200000005|-872.8947609999999|0.022425382|-344.8810688|1823.170337|13.73949201|0.0|0.0|1.0|1.0|0.0|2.0|3.52|0.09|23.0|-7.13|3.65|3.03|2.12|0.0|1.0|-4.77|31.0|-6.87|0.0|0.0|2.9|-4.43|1.6899999999999997e-05|3.69e-05|0.0|0.0|-0.06114|4.5819|3.2992|-1407.0843|1098.17|270.59|0.57234|0.70195|-0.13807|5.8389|-0.19921|0.03204403|-1406.887058|5.08|5.2941
27c_a34|0|0|1|7.412764017000001|1|1|1.996958431|-0.014036512|-0.1450543259999999|1|-0.08157574|-0.008017781|10.95447877|-0.014364543|1|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|0.804740647|0|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|0.368934647|248.17931940000005|-0.042782312|0.7381974290000001|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|2921.328444|2477.818875|-19.35960719|6308.331369|-1026.059181|0.022975949|-320.4669239|2066.254135|15.45573273|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.12|23.0|-7.67|3.11|3.34|1.71|0.0|1.0|-4.75|32.0|-6.85|0.0|0.0|2.83|-4.45|1.7800000000000002e-05|3.52e-05|0.0|0.0|-0.03792|4277.0|3.9186|-1426.521813|1203.69|289.89|0.68683|0.70336|-0.1589|7.6204|-0.19682|0.03913684|-1426.31053|0.8|6.0969
14i_a23|0|1|2|7.423568444|0|0|3.2692375460000003|-0.010148243|-0.130330047|2|0.040408197|0.002243702|10.31321758|-0.026731172|2|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|-0.04255066|0.864206467|0.7333675390000001|1|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|324.811841|0.222047267|151.83084580000002|-0.039760909|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|75.47917433|0.478050606|3097.406945|2447.1741030000003|-18.59026006|7030.347905|-948.103263|0.019276934|-380.3109456|1782.001457|13.18112713|0.0|0.0|1.0|1.0|0.0|2.0|3.56|0.04|26.0|-6.96|2.57|3.12|2.28|1.0|1.0|-5.21|33.0|-7.33|1.0|0.0|2.61|-4.39|6.11e-06|4.03e-05|0.0|0.0|-0.08025|3.6931|3.6931|-1798.64228|1224.02|335.72|0.55606|0.55606|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|3.0|8.4622
6d_a40|0|0|1|8.421342866|1|2|1.695192271|-0.015362927|-0.091548968|0|-0.104206961|-0.005066797|10.30179973|-0.205140551|2|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0|0.6224555620000001|0.8361555479999999|-0.289988439|0.8988141140000001|0.604211552|1|-0.115007564|-0.119563634|0.017359149|-73.59650182|-76.51205671|192.5638526|0.336329628|215.22657540000003|-0.050049893|0.86005241|-2.15214542|-47.09642482|-32.02830281|84.70509846|0.428134701|3063.227702|3212.360755|-20.49579149|7436.576348|-881.3190339|0.01400787|-460.8148719|1601.317552|8.964021265|1.0|0.0|1.0|0.0|1.0|1.0|3.98|0.21|14.0|-4.31|4.8|3.63|2.01|1.0|2.0|-7.21|30.0|-6.36|1.0|0.0|3.43|-5.15|6.18e-08|7.1e-06|1.0|0.0|-0.09462|2.9559|2.9559|-2470.82949|1111.69|419.45|0.6624800000000001|0.6624800000000001|-0.11938|7.8884|-214.0|0.03556489|-2470.684323|1.0|8.9208
1c_a5|1|0|0|6.605297921|0|0|0.0|-0.001983746|-0.006491037|2|-0.080321049|0.008031558|10.9433337|-0.058823529|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|-0.109439124|0.821309592|0.6977404359999999|0|-0.068062282|-0.070346332|0.008349498|-34.82350689|-35.99212225|160.5407184|0.11368581|58.16640976|-0.0281385329999999|0.753027268|-1.12554131|-17.81716094|-14.3968489|39.09545876|0.476413155|2105.8969850000003|873.709445|-7.366029352999999|4387.398857|-294.64117410000006|0.0153811389999999|-258.918642|764.7451566000001|7.869633359|1.0|1.0|0.0|1.0|1.0|1.0|2.78|0.05|23.0|-8.41|4.99|4.51|2.13|0.0|1.0|-4.25|24.0|-5.77|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0|0.0|-0.03965|4.8783|4.5088|-990.6223073|929.31|254.15|0.4444899999999999|0.53838|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|3981.0|5.4
14m_a23|0|1|2|7.423568444|0|0|3.1160758160000004|-0.008929306|-0.272389934|2|0.028217372|0.001027627|10.3132176|-0.050626415|2|2|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|-0.072906704|0.8581143859999999|0.5415996160000001|1|-0.072795329|-0.089285878|0.017992415|-50.63012925|-62.09952738|47.23604193|0.0741882|51.59888942|-0.039285786|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|3255.247038|2263.262957|-19.00406438|7588.823133|-950.2032192|0.017997351|-411.5129154|1716.6767920000002|12.51739962|1.0|0.0|1.0|1.0|1.0|1.0|3.51|0.09|26.0|-8.23|4.42|6.19|3.82|0.0|1.0|-6.38|34.0|-6.06|1.0|0.0|4.41|-5.79|4.1200000000000004e-07|1.61e-06|0.0|0.0|-0.08347|3.6774|3.6774|-1966.968005|1209.21|337.15|0.65552|0.65552|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|3.0|8.5171
