molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12ba_a36|1|0|0|7.412764017000001|2|2|0.0|-0.0075620109999999|0.026411489|2|0.087201747|-0.002123045|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.091676619|-0.168084618|-0.410941182|1|0.844641715|0.8256014690000001|-0.0202572689999999|0.890675195|0.796093405|0|-0.083210415|-0.108410153|0.0246090489999999|-56.0578808|-73.03464847|100.798163|0.150261874|101.229662|-0.037526591|0.7068957840000001|-1.951382748|-37.76553687|-25.28122447|72.63670824|0.49229954|3035.390784|2492.5731100000003|-17.03166444|6722.60947|-885.6465508|0.023797439|-278.7665262|1859.713557|16.03205543|1.0|0.0|1.0|1.0|0.0|2.0|4.8|0.12|17.0|-6.72|2.79|1.63|0.74|0.0|1.0|-4.77|33.0|-7.04|0.0|0.0|1.57|-4.25|1.6800000000000002e-05|5.65e-05|0.0|0.0|-0.08446|5.2506|3.0114|-1417.454721|1187.56|236.13|0.3989999999999999|0.70432|-0.12587|3.1996|-0.21033|0.02839417|-1417.249741|21.0|7.6778
4_a38 (LY-2157299)|0|0|1|7.535296702|1|1|2.0959524330000003|-0.00638266|-0.080432741|2|-0.0501467259999999|0.002865697|10.9277672|-0.020954339|1|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|-0.032369326|0.868207983|0.6848692759999999|1|-0.092570349|-0.089446059|0.01243241|-52.90108631|-51.11565158|260.7739337|0.2456862269999999|140.40206619999998|-0.03235283|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|1686.693134|-10.56568487|5566.495502000001|-496.5871888|0.01379043|-327.0140711|1105.390176|7.880803302999999|0.0|1.0|1.0|1.0|1.0|1.0|3.27|0.18|21.0|-7.13|3.69|3.51|1.84|0.0|1.0|-3.85|28.0|-6.86|0.0|0.0|2.81|-3.99|0.0001409999999999|0.000102|0.0|0.0|-0.06|4.65|3.78|-1198.683473|1048.31|266.68|0.4|0.68|-0.16|5.9043|-0.22|0.03652312|-1198.49738|69.0|7.1586
12bf_a36|1|0|0|7.412764017000001|2|2|0.0|-0.00832865|-0.119979424|2|0.140577067|-0.006877664|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|0.836170906|-0.033696875|0.892249657|0.632625562|0|-0.090461753|-0.110255801|0.0217611939999999|-58.26326838|-71.01192632|87.14111344|0.320859336|206.6543367|-0.037486972|0.7054709690000001|-1.874348624|-37.52534442|-24.14405495|72.27889645|0.474826911|2902.591295|2522.341812|-15.55034592|6271.550446|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|15.27267945|1.0|0.0|0.0|1.0|0.0|2.0|4.72|0.14|17.0|-7.12|3.55|3.0|2.78|0.0|1.0|-3.99|31.0|-6.8|0.0|1.0|2.44|-4.32|0.000102|4.81e-05|0.0|0.0|-0.0571299999999999|5.2319|3874.0|-1431.413697|1120.94|236.98|0.40663|0.69292|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|6.0|8.2218
14ab_a23|0|1|2|7.423568444|0|0|3.4171257980000003|-0.0050415|-0.028841865|2|0.021287386|0.013012022|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|2|0.725358161|0.75434493|-0.05990912|0.8072028240000001|0.693959193|1|-0.051974369|-0.076243539|0.017974612|-35.59605095|-52.21744789|40.23721489|0.07577767|51.89838547|-0.031648261|0.797837067|-1.677357849|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|2941.47118|2332.352369|-14.84482393|6654.62616|-786.7756682999999|0.013710439|-407.9635285|1439.872753|9.389964491|0.0|0.0|1.0|1.0|1.0|1.0|3.63|0.12|26.0|-8.16|4.4|4.63|3.45|0.0|1.0|-6.23|32.0|-5.92|0.0|0.0|4.12|-5.55|5.9e-07|2.81e-06|0.0|0.0|-0.07146|3.6587|3.6587|-1708.563399|1238.27|338.88|0.66532|0.66532|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|4.0|8.4012
27a_a34|0|0|1|7.412764017000001|1|1|1.963136117|-0.012620846|-0.456594848|1|-0.082271189|-0.012495918|10.319282|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|0.779284547|-0.012251785|0.832753533|0.749941528|0|-0.106669294|-0.123191967|0.026573385|-74.78290605|-86.36649751|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|0.764921711|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|2252.433058|-21.30433911|7104.26596|-1150.434312|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|1.0|2.0|3.66|0.13|23.0|-7.61|2.01|3.97|1.06|0.0|1.0|-4.96|33.0|-7.29|0.0|0.0|2.44|-4.47|1.09e-05|3.43e-05|0.0|0.0|-0.03924|5.0012|4.1228|-1861.741982|1247.85|247.91|0.40378|0.69818|-0.16691|10.8591|-0.20615|0.04629882|-1861.534743|0.24|6.6198
12h_a36|1|0|0|7.412764017000001|2|2|0.0|-0.0086750619999999|-0.041228471|2|0.059920602|0.00127667|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|0.820041835|-0.089459459|0.87043328|0.84179881|0|-0.073572836|-0.10720355|0.027905055|-48.17643878|-70.19826261|82.11195464|0.180385475|118.1187282|-0.035734517|0.665254541|-1.929663894|-31.5465515|-23.39942087|66.44902736|0.464544951|2845.467486|2391.856014|-15.32224162|6159.17335|-827.4010477|0.026971557|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|0.0|1.0|0.0|2.0|4.8|0.17|17.0|-6.69|2.77|1.89|1.72|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|1.81|-4.07|0.000113|8.499999999999999e-05|1.0|0.0|-0.05013|5.1998|3.4554|-1347.481013|1177.89|238.44|0.34589|0.7014600000000001|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|14.0|7.8539
47l_a18|0|0|0|7.03438793|1|1|0.0|-0.006400878|-0.0603838109999999|0|-0.0057783619999999|-0.00046896|10.94702063|-0.056270425|0|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|-0.0973326269999999|0.781148177|0.733228144|0|-0.08034939|-0.083884237|0.009199889|-57.15119372|-59.6654726|11.54768766|0.196526687|139.7861865|-0.031456589|0.796109347|-2.0132216990000003|-40.65070014|-22.37455223|63.6949231|0.4897655489999999|2852.093627|1427.032023|-15.91464944|6572.90106|-1018.537564|0.012890098|-421.235376|1798.711882|9.168513486|1.0|1.0|0.0|1.0|1.0|3.0|4.17|0.25|18.0|-9.37|3.69|3.19|2.94|0.0|1.0|-5.26|34.0|-6.39|0.0|0.0|2.72|-4.84|5.44e-06|1.4499999999999998e-05|0.0|0.0|-0.0520399999999999|3.2026|3.2026|-1455.5758039999998|1334.6|387.13|0.69291|0.69291|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|32.0|7.4949
12j_a36|1|0|0|7.412764017000001|2|2|0.0|-0.007086381|-0.0446165029999999|2|0.091496219|0.00285431|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|0.820041835|-0.089459459|0.87043328|0.855081905|0|-0.069970795|-0.105480639|0.018160631|-46.2113679|-69.66341599|26.39145693|0.147413708|97.35760604|-0.037113558|0.7758129420000001|-2.004132137|-30.5197407|-24.51120192|58.20533756|0.457280037|2881.20453|2536.987511|-16.18812775|6352.018345|-874.1588982999999|0.016546717|-364.314663|1706.0876829999995|10.92807939|1.0|0.0|1.0|1.0|1.0|2.0|4.86|0.17|17.0|-7.05|3.33|2.61|2.51|0.0|1.0|-4.85|31.0|-6.64|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|0.0|0.0|-0.05098|5.2072|3.7807|-1670.448063|1198.96|238.1|0.37116|0.69967|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|0.01|8.0
16a_a10|0|0|1|7.535296702|1|1|2.041062372|-0.00230615|0.023926176|2|-0.085711535|0.011207938|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.008879187|0.813036304|0.72613292|1|-0.052574986|-0.076950669|0.013872737|-36.408063|-53.28817038|77.68598956|0.083851314|58.06685151|-0.026063936|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|46.01490333|0.4629532229999999|2862.681038|1823.310808|-12.4990447|6366.0631060000005|-774.9407716|0.014796066|-314.4761648|1539.147561|10.24624348|1.0|1.0|1.0|1.0|1.0|0.0|4.11|0.3|21.0|-8.5|4.73|5.19|2.47|0.0|1.0|-5.22|33.0|-5.91|0.0|1.0|4.24|-5.17|6e-06|6.76e-06|0.0|0.0|-0.04647|5.6019|3.8718|-1395.158387|1310.44|221.33|332.0|0.6852199999999999|-0.1605|3.8323|-0.20697|0.02819643|-1394.861824|47.0|7.3279
8a_a32|1|1|0|7.773594467000001|0|0|0.0|-0.010151321|-0.056633919|0|-0.0281981579999999|-0.003484915|10.31100269|-0.128684642|3|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|0.788133615|0.845443342|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|-0.083474428|-0.109412858|0.018321589|-52.34893512|-68.61558335|73.64907732|0.185446274|116.298071|-0.035678106|0.7490845290000001|-1.641192863|-32.82934751|-22.37464674|63.83886888|0.480024324|2574.085885|3312.822051|-14.03170956|5659.295213|-645.4586397|0.017733503|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|1.0|1.0|2.0|3.48|0.26|19.0|-7.65|6.49|4.65|1.37|1.0|1.0|-6.82|27.0|-5.76|1.0|0.0|4.07|-4.99|1.5199999999999998e-07|1.02e-05|0.0|0.0|-0.06166|3562.0|3562.0|-1880.767206|1110.23|348.07|0.70316|0.70316|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|45.0|7.3468
8m_a46|0|0|1|7.727094485|1|1|2.126524943|-0.00517896|-0.085284636|1|-0.134230003|0.0063680119999999|10.94650201|-0.064176245|1|1|0.005865049|-0.206020062|0.010184776|0.015631887|-0.380393836|1|0.783187801|0.7699708959999999|-0.090247845|0.8142050040000001|0.77612204|0|-0.0911455|-0.085204935|0.007059399|-48.32436573|-45.17474201|166.8508795|0.123789645|65.63194084|-0.032188531|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|52.0671834|0.425802465|2045.330306|1913.813025|-9.04821721|4439.758321|-407.1697745|0.006689855|-408.7649869|867.2835213999999|3.546889545|0.0|1.0|0.0|1.0|1.0|1.0|3.24|0.3|17.0|-6.46|4.16|4.21|2.62|0.0|1.0|-4.48|24.0|-5.61|0.0|1.0|3.53|-4.56|3.3e-05|2.78e-05|0.0|0.0|-0.01818|5.3062|4.2881|-1014.126693|970.82|233.66|0.43001|0.6997800000000001|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|229.0|6.6402
17a_a10|0|0|1|7.535296702|2|2|2.118111229|-0.004333189|0.021150127|3|-0.082914437|0.009206558|10.92970797|0.031632653|1|1|0.01029375|-0.132166258|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|0.673253555|1|-0.055423599|-0.082689376|0.020088947|-39.18491085|-58.46202420000001|51.96456548|0.146175016|103.34686|-0.023625536|0.564726042|-1.488408763|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|3154.628148|1855.293376|-11.80945728|7078.918870999999|-743.9958084|0.0254938|-91.52361858|1863.410498|18.02431251|0.0|1.0|1.0|1.0|1.0|0.0|3.8|0.33|21.0|-7.32|3.31|2.5|1.29|0.0|1.0|-3.68|35.0|-7.43|0.0|1.0|2.64|-4.32|0.00021|4.74e-05|0.0|0.0|-0.04641|5.5285|3.9887|-1524.557372|1326.24|224.26|0.32889|0.67671|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|49.0|7.3098
2_a27|0|0|2|6.605297921|0|0|3.250529415|-0.0065894809999999|-0.0609613559999999|2|-0.196529806|0.009338889|10.93783218|0.017751479|1|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.027777778|0.8585302370000001|0.60904903|1|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|9.194894069|0.153130039|77.08713259|-0.029261411|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|2210.487938|1270.627585|-7.415462877|4774.521748|-289.2030522|0.022639983|-169.6109632|859.4181658|11.39718489|0.0|0.0|1.0|0.0|1.0|0.0|2.9|0.11|21.0|-5.84|2.43|2.49|2.42|0.0|2.0|-3.19|24.0|-6.69|0.0|1.0|2.52|-3.7|0.000644|0.0002009999999999|0.0|0.0|-0.04933|4.1624|4.1624|-1043.821085|906.48|297.87|0.55857|0.55857|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|13.0|7.8861
28_a20|0|0|1|6.842683282|0|0|1.837209467|-0.006492092|-0.114439513|3|0.091462964|0.002234763|10.94963925|-0.039965901|1|1|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|0.755701837|-0.06654421|0.812553182|0.690655217|1|-0.086299346|-0.091179288|0.014682607|-57.59898971|-60.85602167|318.7453661|0.218249263|145.66665480000003|-0.035068957|0.773641727|-1.823585765|-38.44343857|-23.40616218|67.39863895|0.468838001|2865.917291|2449.815677|-15.62203369|6348.941881000001|-812.3457521|0.016673728|-365.2747728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|1.0|1.0|3.45|0.08|27.0|-8.8|3.93|4.01|1.73|0.0|1.0|-4.42|32.0|-6.96|0.0|0.0|3.04|-4.43|3.77e-05|3.72e-05|0.0|0.0|-0.06242|4.7905|3.5798|-1368.363151|1198.32|258.81|0.50352|0.4701899999999999|-0.15572|3.5284|-0.21814|0.03534166|-1368.146882|255.0|6.5935
LY364947_a10|1|0|0|6.605297921|0|0|0.0|-0.00235945|-0.00390904|2|0.0938628109999999|0.007575|10.9303125|-0.006198347|1|1|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.012096774|0.7792035190000001|0.681525895|1|-0.076999385|-0.075303751|0.009678082|-34.01613475|-33.26705198|144.7228349|0.156895451|69.31194102|-0.029665114|0.7234846559999999|-0.978948758|-15.02735938|-13.10520229|38.29163558|0.486715511|1896.845282|839.5356408|-5.78950507|3903.496845|-191.05366730000003|0.018707677|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|0.0|1.0|1.0|1.0|2.46|0.0|21.0|-7.2|3.97|3.69|1.74|0.0|1.0|-3.54|21.0|-6.02|0.0|1.0|2.8|-3.86|0.00029|0.000137|0.0|0.0||||||||||||||59.0|7.2291
3b_a12|0|0|0|0.0|1|1|0.0|-0.007916598|-0.043495794|2|-0.1215705419999999|-0.004028952|10.9540388|-0.003968827|0|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.007397776|0.82914101|0.802482465|0|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|0.096795301|50.46508298|-0.034016616|0.7688221909999999|-1.326648015|-17.50314491|-17.73486237|38.97406803|0.390744506|2186.64676|1935.211747|-9.246226764|4665.346939|-360.6028438|0.0166212889999999|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|3.82|0.05|18.0|-8.1|4.05|3.14|3.99|0.0|1.0|-4.26|24.0|-5.65|0.0|1.0|3.59|-4.64|5.539999999999999e-05|2.28e-05|0.0|0.0|-0.07091|4.2092|3.7741|-1410.971864|915.37|294.55|0.53738|0.6654800000000001|-0.15229|5.9551|-0.2232|0.02444371|-1410.8759220000002|49.0|7.3098
13a_a6|1|0|0|7.412764017000001|1|1|0.0|-0.01115741|-0.0265090529999999|1|0.031837397|-0.00460563|10.95129557|-0.0525259259999999|1|1|-0.00194781|0.05269025|-0.10896749|-0.180339002|-0.488098052|1|0.850080948|0.7722228729999999|-0.091892803|0.8299950709999999|0.8013954109999999|0|-0.094081761|-0.113446379|0.031866842|-61.52313164|-74.18628740000001|154.9639272|0.22549456|147.4582473|-0.040840697|0.759912392|-2.042034827|-40.23198232|-26.70706346|82.36189896|0.467070451|2820.31296|2626.396685|-17.46461983|6019.922535|-873.2309916000002|0.02016134|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|4.98|4.32|1.29|0.0|1.0|-5.51|31.0|-6.1|0.0|0.0|3.52|-4.99|3.11e-06|1.02e-05|0.0|0.0|-0.05018|5.9934|3651.0|-1350.085889|1166.79|206.87|0.4816|0.70072|-0.14969|7.7145|-0.19987|0.02818646|-1349.895534|46.0|7.3372
11a_a50|0|1|2|7.927685046000001|1|1|4.088412042|-0.002914262|-0.014702942|1|-0.04339705|0.011959339|10.94500606|-0.129547471|2|2|0.012037198|-0.0739260509999999|-0.162848233|-0.277408878|-0.267331063|1|0.701976536|0.792574879|-0.200986578|0.8535780190000001|0.667956827|1|-0.048213112|-0.071180382|0.01848869|-25.48858279|-37.63057389|7.53108119|0.0828728879999999|43.81199235|-0.025421565|0.6543614329999999|-1.067705728|-13.47492066|-13.43949068|35.26290548|0.463749257|2286.226222|1550.320581|-7.104987834|4858.670497|-298.409489|0.020887781|-163.21096210000002|862.6098364|11.04263807|0.0|0.0|1.0|1.0|1.0|0.0|3.44|0.15|20.0|-5.87|3.09|3.73|2.25|0.0|2.0|-3.58|25.0|-6.24|0.0|1.0|2.95|-4.16|0.000263|6.97e-05|0.0|0.0|-0.03284|4.0636|4.0636|-1045.978598|963.2|305.11|0.65485|0.65485|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|59.0|7.2291
3c_a49|0|0|1|7.535296702|1|1|2.108416128|-0.004876919|-0.016347266|2|-0.04696024|0.006218639|10.92976555|0.0127926339999999|1|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|2|0.666785606|0.802792677|0.0211518929999999|0.8605470759999999|0.64702083|1|-0.071786669|-0.074135885|0.0148240689999999|-41.0524769|-42.3959176|89.34479838|0.203663616|116.4686425|-0.0252377479999999|0.637222556|-1.186174159|-23.47658531|-14.4326528|49.52988301|0.4791465279999999|2521.794855|1667.1178220000002|-8.253567879|5544.351498|-387.9176903|0.021783913|-156.9462939|1064.517686|12.45751629|0.0|1.0|1.0|1.0|1.0|1.0|3.18|0.18|21.0|-7.54|3.63|3.87|1.84|0.0|1.0|-3.45|28.0|-6.93|0.0|1.0|2.86|-3.86|0.0003509999999999|0.000137|0.0|0.0|-0.0606|5.1584|3842.0|-1198.668772|1046.53|240.36|0.32539|0.6692100000000001|-0.15853|3.6122|-0.21913|0.03394942|-1198.484646|87.0|7.0605
3j_a32|1|1|0|8.234564993|0|1|0.0|-0.006580847|-0.017889768|0|-0.029763115|-0.000202965|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|0.812195122|0.824282683|-0.084553991|0.8884057059999999|0.7557114|1|-0.070289671|-0.095013178|0.013773753|-37.33051857|-50.46105839|47.55031019|0.134898055|71.64373163|-0.030815085|0.7487739999999999|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|1778.1826620000002|-8.691773249|4866.613493|-321.5956102|0.015301673|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|1.0|1.0|3.27|0.24|19.0|-6.69|6.68|4.93|1.94|0.0|1.0|-5.92|23.0|-5.6|0.0|0.0|4.09|-4.8|1.21e-06|1.58e-05|0.0|0.0|-0.05361|3.4982|3.4982|-1671.507439|934.19|354.42|0.7028|0.7028|-0.14498|3.6238|-0.19859|0.02833407|-1671.402462|8.0|8.0969
17_a47|1|1|0|6.605297921|0|0|0.0|-0.003764469|-0.019259259|3|-0.105849578|0.0042378929999999|10.9385382|-0.006331624|1|1|0.004477366|-0.180898239|-0.0184347939999999|-0.031505291|-0.3004189439999999|3|0.8007970640000001|0.75807704|-0.010871607|0.814790949|0.7666613659999999|1|-0.07185129|-0.082994667|0.01291694|-43.82821253|-50.62550618|68.64478326|0.147717593|90.10552332|-0.02987808|0.7457517659999999|-1.493904005|-26.73455447|-18.22518223|51.70735256|0.46147021|2672.497352|1573.836082|-11.11708872|5854.9736840000005|-555.8544359|0.0159160889999999|-299.80980739999995|1221.9335609999998|9.708576558|1.0|1.0|0.0|1.0|1.0|2.0|3.44|0.08|27.0|-10.1|5.12|5.44|2.26|0.0|0.0|-5.4|30.0|-5.83|0.0|0.0|3.85|-5.21|3.98e-06|6.11e-06|0.0|0.0|-0.04873|4.2784|4.2784|-1254.985125|1127.7|289.79|0.6844100000000001|0.6844100000000001|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.0|8.3
8c_a12|0|0|0|0.0|1|1|0.0|-0.0104125509999999|-0.055163114|3|-0.106633503|-0.004211843|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|0.782864175|-0.130288596|0.8425863029999999|0.845077891|0|-0.067004282|-0.101988384|0.019604202|-34.19075142|-52.04233846|83.24714315|0.159602554|81.4415307|-0.038245644|0.764449832|-1.529825767|-17.44675795|-19.51587692|44.19432689|0.472503372|2190.852814|1245.6132289999998|-9.958505349|4610.945152|-398.3402139|0.018855428|-269.8853937|1021.17241|9.621493319|0.0|1.0|0.0|0.0|1.0|1.0|3.91|0.11|18.0|-7.14|2.81|1.59|2.02|0.0|1.0|-3.47|24.0|-6.44|0.0|1.0|2.23|-3.72|0.000339|0.0001899999999999|0.0|0.0|-0.06706|4.3598|3.8341|-1022.77302|909.19|284.38|0.53657|0.67318|-0.15571|1.7305|-0.2227699999999999|0.02263772|-1022.663298|0.04|7.3979
20a_a10|0|0|1|7.535296702|1|1|2.113798134|-0.0034618129999999|0.049376168|2|-0.035536682|0.008214031|10.9296614|0.011011878|1|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.755429696|0.019448804|0.817646497|0.63495222|1|-0.066386563|-0.072821454|0.013618456|-43.19189039|-47.37850712|66.52185003|0.086318664|56.1599532|-0.028008251|0.733451892|-1.456429076|-28.10115947|-18.22250274|52.05222074|0.452402751|2998.608651|2021.669282|-11.8557778|6729.996773999999|-616.5004457|0.016540298|-303.7731758|1291.932235|10.76131538|1.0|0.0|1.0|1.0|1.0|0.0|3.48|0.11|27.0|-9.44|5.06|5.77|2.53|0.0|1.0|-5.68|33.0|-5.82|0.0|0.0|4.27|-5.59|2.07e-06|2.56e-06|0.0|0.0|-0.06611|4.7841|3.8312|-1389.164302|1200.92|259.16|0.50193|0.6864600000000001|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|-1388.957848|1.2|5.9208
17a_a6|1|0|0|7.412764017000001|1|1|0.0|-0.012704951|-0.0265090529999999|1|0.04129257|-0.00460563|10.94948984|-0.060774312|1|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|0.031147305|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|0.77193498|-2.078379577|-41.34573382|-27.26767299|83.46070738|0.483320982|2816.084228|2217.333474|-17.887155899999996|5996.580489|-894.3577948999999|0.019808023|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|1.0|1.0|2.0|3.52|0.12|23.0|-9.01|4.98|4.32|1.7|0.0|1.0|-5.81|31.0|-5.89|0.0|0.0|3.59|-5.17|1.56e-06|6.69e-06|0.0|0.0|-0.05753|3.5421|2.9753|-1350.102634|1167.16|350.03|0.69627|0.7024|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|24.0|7.6198
3_a20 (SB-525334)|1|0|0|6.880384082000001|0|0|0.0|-0.005492814|-0.053897691|2|0.001821898|0.001924142|10.95053359|-0.119584218|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.7186587|-0.17447922|0.76423988|0.7835436240000001|1|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|43.70154849|0.1243352319999999|70.23182172|-0.029269046|0.784910502|-1.375645142|-19.50382741|-16.53287135|41.49386505|0.457398769|2243.481559|1782.992456|-9.33873414|4905.195832|-438.9205046|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|1.0|1.0|3.37|0.24|21.0|-8.39|5.2|4.69|1.69|0.0|1.0|-4.85|26.0|-5.74|0.0|1.0|3.63|-4.73|1.42e-05|1.88e-05|0.0|0.0|-0.0671399999999999|4.9821|3.1728|-1086.585811|1030.31|248.86|0.49443|0.70168|-0.13417|3.7291|-0.20131|0.02096048|-1086.383308|162.0|6.7905
