molecula|SddssS|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12ah_a36|0.0|0|3.456839001|2|2|1.297013411|-0.050415481|5.351858133|-0.043678703|2|0.078459408|-0.41302559|0.0005016269999999|-0.050147748|1|1|0.0010871589999999|-0.177407665|-0.444563583|1|0.8941919290000001|0.835013502|-0.0861053359999999|0|0.828405275|-0.0758457179999999|-0.1059368909999999|-49.0084977|11.93961081|110.8777131|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|-1.906864035|80.02464883|-24.6427998|60.9481085|535.2826672|0.231093575|15.54445187|0.8802726820000001|6015.129321|-796.1600443|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|0.0|0.0|2.0|4.73|0.14|17.0|-7.18|69.2|2.51|128.76|5.0|-4.44|4.0|-6.49|415.88|0.0|1.0|1.0|2.34|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|2.77e-05|-0.05637|5.2259|3.79|3.7792|-1692.512868|682.21|1148.39|0.6729|532.36|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
8a_a31|0.0|0|3.28085223|1|1|0.610138387|-0.039027368|5.733341277|-0.158899731|0|-0.1480271209999999|-0.586331322|-0.013230176|-0.01861065|2|2|-0.009293513|-0.094359203|-0.520051508|0|0.938325481|0.837862749|-0.030149254|0|0.594139864|-0.122293189|-0.136459435|-60.46233433|18.56711239|200.6591816|-0.0416959379999999|-33.35560699|9.179668678|465.4559302|0.666437359|-1.501053781|82.32407724|-20.61467025|79.02944672|293.7455749|0.333562641|10.63792161|0.822471411|4538.505909|-366.9116769|30.93264504|0.030052065|-164.57484340000002|1113.575221|324.7430642|0.0|1.0|0.0|1.0|2.0|3.34|0.2|16.0|-5.33|114.29|0.36|83.83|3.0|-3.57|5.0|-7.11|314.36|0.0|0.0|1.0|2.13|-3.11|0.000269|0.0846|243.0|1.56|0.0|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.507102|538.75|872.11|0.2604|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|-0.18869|0.03432763|-1347.446223|5.3042|0.79|6.1024|6.1024
18_a20|0.0|0|3.463603867|0|0|1.400923654|0.1160337319999999|4.727387819|-0.12050413|2|0.163548857|-0.5039851160000001|-0.005614194|-0.054458882|1|1|-0.004071701|0.003282792|-0.597167441|2|0.809917509|0.7602869659999999|-0.090732503|1|0.76136176|-0.0927760219999999|-0.095227339|-61.73239771|7.195302872999999|158.7879106|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-1.904546783|72.31812218|-23.91074854|68.92770059|506.6038164|0.1890889589999999|15.51556677|0.936740671|6206.896662|-843.230756|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|1.0|1.0|1.0|1.0|2.0|3.48|0.08|27.0|-10.0|97.55|2.06|125.07|5.0|-5.59|4.0|-6.13|419.48|0.0|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|0.0029|3.85|0.0|4.17e-08|-0.05604|5.9778|5.35|3.5355|-1352.32685|703.24|1204.88|0.2991|531.11|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
4_a3|0.0|0|0.0|0|0|0.60501714|0.2122551539999999|4.727387819|-0.161259999|1|-0.08769805|-0.325334256|-0.008407895|0.0248526079999999|1|1|-0.007022144|0.127253753|-0.607238634|1|0.640351067|0.721302096|0.041477445|1|0.74053397|-0.110345083|-0.098695428|-52.4583525|3.806447632|123.350856|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|-1.381735991|51.71950126|-18.76802992|56.26480013|352.05186289999995|0.133023729|8.648209506|0.711897153|4885.093366|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|347.9532383|1.0|1.0|0.0|1.0|1.0|2.94|0.0|21.0|-7.53|80.04|3.07|92.65|2.0|-5.69|3.0|-5.21|321.37|0.0|0.0|1.0|4.09|-5.09|2.02e-06|0.00065|0.00264|4.3|0.0|9.48e-06|-0.0584299999999999|5.9341|3.53|3.4771|-1355.303098|504.29|858.45|0.1776|338.33|0.3809|0.6896|-1355.192416|119.0|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
12q_a36|0.0|0|3.453150038|2|2|1.29701394|-0.0543475329999999|5.351858133|-0.043678703|2|0.068040097|-0.410984299|0.0005016269999999|-0.0433009009999999|1|1|0.0010871589999999|-0.177407665|-0.441747876|1|0.8941919290000001|0.828371596|-0.074349074|0|0.82911927|-0.07607684|-0.1060430969999999|-49.18227989|12.00048565|110.4712541|-0.038175515|-44.31949385|7.758093617|0.0|0.768692389|-1.908775752|80.15866795|-24.67976947|61.18276554|536.0103834|0.231307611|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|0.017949083|-347.4093916|1605.308562|629.5017194000001|1.0|0.0|0.0|0.0|2.0|4.74|0.14|17.0|-7.18|69.2|2.51|128.76|5.0|-4.44|4.0|-6.49|415.88|0.0|1.0|1.0|2.34|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|2.77e-05|-0.05602|5.2375|3.79|3.8653|-1692.5102989999998|683.51|1148.35|0.4239|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218|8.2218
12bg_a36|0.0|0|3.434779148|2|2|1.29692796|-0.040957653|5.351858133|-0.044573523|2|0.057879142|-0.414822602|-0.001012333|-0.0206090089999999|1|1|-0.00097037|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.033696875|0|0.840610352|-0.075439837|-0.102664465|-51.74990566|13.44952052|109.3374477|-0.036959207|-48.31008346|9.22604612|14.85588272|0.747867728|-1.847960372|83.78068847|-25.35312333|65.19942617|576.6383913|0.252132272|14.04434294|0.860310096|6753.439903|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|1.0|0.0|1.0|0.0|2.0|4.75|0.14|17.0|-7.76|69.2|2.99|133.77|5.0|-5.08|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|0.00295|3.93|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|-2152.104584|703.94|1186.75|0.4409|554.7|0.69395|0.69395|-2151.914954|0.4409|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
18_a31|0.0|0|3.281949877|0|0|0.610137226|0.0690370959999999|5.351858133|-0.138136629|0|-0.051184519|-0.640807491|-0.009923585|-0.096301845|2|2|-0.007811355|-0.107017926|-0.604728055|0|0.868704545|0.8595579409999999|-0.1647054359999999|0|0.72588713|-0.11789212|-0.129469649|-69.19879619|8.49194438|160.8952371|-0.040279446|-44.60622732|4.984491996|0.0|0.7774768320000001|-1.81257508|85.81723707|-23.64270989|77.69074057|426.0718665|0.222523168|12.84812443|0.8155571290000001|4856.251645|-624.4871824|30.40953623|0.01673486|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|1.0|1.0|3.0|3.41|0.28|16.0|-6.54|119.14|0.75|99.32|7.0|-4.62|4.0|-6.72|356.44|0.0|0.0|1.0|2.89|-3.62|2.42e-05|0.00862|86.0|2.47|0.0|0.000104|-0.03702|5.0092|4.81|3.9105|-1465.4803960000002|630.26|1041.21|444.0|541.33|0.51842|0.70058|-1465.300904|0.2457|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861|6.8861
8a_a12|0.0|0|0.0|1|1|1.283813597|0.082323047|0.0|-0.052287869|3|-0.205012437|-0.362413703|-0.001510006|-0.084035283|0|0|0.000249868|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|-0.146966854|0|0.892656426|-0.05926895|-0.093050281|-30.69873711|5.354053791|55.59930083|-0.033836466|-24.96342938|2.773166902|0.0|0.791430726|-1.4888045019999998|55.45388635|-17.52581709|36.0527909|462.3571879|0.208569274|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|0.014012546|-301.89687089999995|974.3568539|464.1781753|1.0|1.0|1.0|1.0|1.0|4.06|0.15|18.0|-7.89|50.17|2.89|105.24|3.0|-3.9|4.0|-6.04|327.38|0.0|1.0|1.0|3.1|-4.21|0.000125|0.0408|0.0203|3.18|0.0|4.2e-06|-0.06246|3.9091|3.41|3.9091|-1046.0210880000002|556.3|952.71|0.2486|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
18a_a30|0.0|0|0.0|2|2|0.604987543|0.045071414|5.351858133|-0.02919335|2|-0.041327798|-0.353677943|0.005050384|-0.094932667|1|1|0.005458948|-0.094526372|-0.452377064|1|0.8421237309999999|0.7885597609999999|-0.171895425|0|0.85918121|-0.072474599|-0.095397479|-45.11907802|10.62073502|87.66676984|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|-1.812552105|69.35818061|-23.02866795|55.73981304|534.88346|0.209500834|12.72666325|0.8050400790000001|5942.293347|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|1.0|0.0|1.0|0.0|1.0|4.75|0.14|17.0|-6.64|81.65|2.82|127.28|5.0|-5.28|4.0|-5.98|398.48|0.0|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|0.0056|3.87|0.0|9.21e-05|-0.05605|3.4712|3.82|3.4712|-1575.755101|665.12|1120.46|0.3781|508.08|0.69033|0.69033|-1575.54671|0.3781|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
8e_a46|0.0|0|0.0|1|1|1.160371308|-0.205882192|5.533389489|0.000950213|2|-0.126773923|-0.046696417|0.012911107|-0.016857659|1|1|0.0123581919999999|-0.135984209|-0.132524216|2|0.669602597|0.789844634|-0.024620704|0|0.921352352|-0.053352779|-0.065982313|-27.16690715|4.876083942|40.04689925|-0.023017086|-17.10778729|2.482871976|53.05984592|0.7492419109999999|-0.989734694|39.62167507|-11.72015869|32.04299109|469.146955|0.2507580889999999|9.911785304|0.8008066970000001|4239.252176|-256.61680930000006|15.64268965|0.011830243|-253.8248986|672.6356549999999|426.71841|0.0|1.0|0.0|1.0|0.0|3.21|0.32|17.0|-6.67|43.6|2.13|91.93|2.0|-3.59|3.0|-6.02|304.39|0.0|1.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|0.0279|3.01|0.0|6.57e-05|-0.03175|4.5092|3.0|4.5092|-954.9056294|552.99|933.3|0.2162|457.96|0.6967|0.6967|-954.743261|0.2162|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915|6.3915
3b_a32|0.0|1|3.3653429710000005|0|0|0.609420808|0.046791596|5.733341277|-0.064476472|0|-0.0411430079999999|-0.265971895|-0.001282231|0.10614163|3|3|0.00020567|-0.151445075|-0.536470812|0|0.833920105|0.800396027|0.167519182|1|0.8407393809999999|-0.073068133|-0.100355499|-35.8437493|7.180211702|78.12568166|-0.033451833|-24.14971513|3.522270202|0.0|0.764128338|-1.103910485|56.82775081|-16.40987746|43.023961|412.4267349|0.2358716619999999|10.69254007|0.854431185|4448.251276|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|708.6845618|323.0421997|1.0|1.0|1.0|1.0|1.0|3.11|0.13|19.0|-6.5|110.94|1.45|88.24|2.0|-5.73|3.0|-5.57|312.41|0.0|0.0|1.0|3.68|-4.65|1.86e-06|0.0005809999999999|0.00697|3.71|0.0|9.97e-05|-0.05396|3.5545|2.45|3.5545|-1594.095192|524.46|857.0|0.2905|396.83|0.70257|0.70257|-1594.0008779999998|0.2905|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
4j_a46|0.0|0|0.0|1|1|1.134637093|-0.175292207|5.587248657999999|-0.012405467|1|-0.0529855709999999|-0.130235627|0.011968098|-0.176133068|1|1|0.011684396|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|-0.258222236|0|0.949893337|-0.05924408|-0.074417476|-34.99059698|8.812983129|29.59387777|-0.024805825|-25.95898597|5.205103062|71.98911503|0.776932317|-1.339514565|50.26191521|-14.65075732|43.80358011|561.0237355|0.223067683|10.49957018|0.673502127|5077.124695|-467.2617475|18.85718615|0.0106831269999999|-327.122208|1018.288052|642.1335502000001|0.0|1.0|1.0|1.0|0.0|4.0|0.39|17.0|-7.69|39.94|3.28|110.24|4.0|-5.38|3.0|-5.09|361.48|0.0|1.0|1.0|4.5|-5.31|4.16e-06|0.0015|0.00176|4.81|0.0|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.018764|646.67|1112.13|0.2783|572.31|0.37853|0.69413|-1131.761156|0.1418|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
14a_a3|0.0|0|0.0|0|0|0.6050202020000001|0.111575338|4.727387819|-0.1160619169999999|3|-0.143740653|-0.363198151|-0.00603969|-0.172643335|1|1|-0.004161699|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|-0.287221775|1|0.790894937|-0.091731577|-0.094609848|-45.12132248|6.904918591|102.8554977|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|55.84414456|-18.09776067|52.02624107|389.0288018|0.239123122|10.24853699|0.930491715|4716.423352000001|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|1.0|3.27|0.06|21.0|-6.89|105.82|1.04|93.25|2.0|-4.45|4.0|-6.42|319.38|0.0|0.0|1.0|2.76|-3.99|3.54e-05|0.0113|0.0327|2.58|0.0|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.485188|528.91|822.33|0.4524|373.85|0.69708|0.69708|-1327.354384|0.4524|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
15c_a22|0.0|0|0.0|0|0|1.42291727|-0.134137693|4.727387819|-0.018518519|2|-0.026986769|-0.298463715|0.003784292|0.006275578|1|1|0.004362505|-0.160566657|-0.364626967|2|0.667111824|0.773044788|0.010828071|1|0.8665852140000001|-0.067475429|-0.080088202|-48.58045253|17.68362419|96.05497587|-0.0302219629999999|-41.51455167|12.731723|78.22334636|0.661775114|-1.60176404|75.52188549|-21.75898206|66.26407672|623.9175171|0.338224886|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|0.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|109.38|1.08|128.77|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|0.0107|2.9|0.0|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.571156|715.42|1241.07|0.5082|575.8|0.30831|0.69113|-1460.324493|0.0694|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325|6.1325
1a_a5|0.0|0|0.0|1|1|1.189701889|-0.271170445|4.59511985|0.009305578|2|-0.075791863|-0.078562954|0.005921049|-0.004213083|0|0|0.00549829|0.114184614|-0.179831877|2|0.8309401009999999|0.7427901179999999|-0.008431181|0|0.833638233|-0.071887159|-0.075618812|-36.19957997|4.047117885|83.77332129999999|-0.027665419|-19.17495143|2.037971304|0.0|0.7256546770000001|-1.134282187|46.38422909|-13.93123008|40.24669785|419.7878208000001|0.274345323|11.38004491|0.835734058|4005.068642|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|0.0|1.0|0.0|1.0|1.0|3.54|0.16|18.0|-7.15|37.81|2.09|93.49|3.0|-2.6|4.0|-6.58|298.34|0.0|1.0|0.0|1.75|-3.44|0.00253|755.0|109.0|2.17|0.0|2.13e-05|-0.1040099999999999|4.6707|2.85|2.8332|-951.110826|531.02|882.1|0.2109|386.8|0.44868|0.54123|-951.178584|0.0126|-0.2262699999999999|0.028664612|-951.226623|6.7017|107.0|6.9706|6.9706
14h_a23|0.0|1|0.0|0|0|1.197963488|0.043538466|5.351858133|0.006191846|2|0.0316908439999999|-0.307907256|0.009895793|-0.034313725|2|2|0.009266617|-0.131709531|-0.4460845129999999|2|0.708395022|0.79263722|-0.05745554|1|0.923430574|-0.063825076|-0.081058742|-43.02851162|14.81983413|51.620282|-0.033774476|-36.84086528|9.990985411|86.83095818|0.753100584|-1.621174834|67.44368679|-22.76950546|57.84834575|622.5428245|0.246899416|15.0735214|0.924279155|6722.809649|-736.8173055999999|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|0.0|1.0|1.0|1.0|3.47|0.04|26.0|-7.47|128.81|2.39|125.0|5.0|-5.68|5.0|-6.62|436.49|0.0|0.0|0.0|3.23|-4.9|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|1.4800000000000002e-05|-0.08532|4.0506|3.29|3.6689|-1722.148272|699.86|1190.62|0.3424|569.53|0.67365|0.69933|-1721.9314420000003|0.2727|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
12n_a30|0.0|0|0.0|2|2|0.604984682|0.0304762079999999|5.351858133|-0.064217094|2|-0.1144447669999999|-0.387485343|0.001139238|-0.087019298|1|1|0.002064369|-0.120380857|-0.464204099|1|0.669561738|0.815003426|-0.149451598|0|0.7781502140000001|-0.083120674|-0.10528124|-52.4873066|10.77573511|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|76.16725916|-24.42151771|63.2630417|491.3700419|0.200596792|13.93957316|0.887350282|6353.890039|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|1496.934657|618.6004214|1.0|0.0|1.0|0.0|1.0|4.66|0.14|17.0|-6.9|81.65|3.2|127.24|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|-1674.978015|669.57|1131.65|0.1826|506.94|0.27009|0.6854|-1674.777231|0.1489|-0.19876|0.0334036|-1674.83759|6.32|0.01|7983.0|7983.0
19_a31|0.0|0|3.2411335510000003|0|0|0.61013725|0.062492295|5.351858133|-0.086654127|0|-0.044625452|-0.46087445|-0.005956522|-0.081641954|2|2|-0.0038998559999999|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|-0.138769819|0|0.7312647940000001|-0.0909201569999999|-0.113333675|-53.25742146|8.596058678|157.414423|-0.036060715|-38.88650245|5.035230173|67.42915967|0.776211804|-1.586671445|75.31824576|-21.12293613|61.85348014|428.3459076|0.223788196|12.77501178|0.805382437|4917.329034|-544.4110343|27.21285095|0.0152483439999999|-323.5878356|1197.365442|460.3754405|1.0|1.0|1.0|1.0|2.0|3.44|0.28|16.0|-7.39|98.91|1.68|97.25|7.0|-4.67|4.0|-6.41|358.43|0.0|0.0|1.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0431|2.93|0.0|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.4951640000002|625.93|1028.58|0.3205|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
9c_a31|0.0|0|3.410619646|1|1|0.610135804|0.031715924|5.733341277|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.062737615|2|2|-0.000813398|-0.223856622|-0.546598398|0|0.8083148840000001|0.842823186|-0.108617754|0|0.6746901059999999|-0.103325018|-0.128097622|-65.84728287|19.30758668|207.3144829|-0.035867334|-52.02424796|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|97.22026028|-22.85764436|85.15486955|429.9685721|0.329283294|15.04941978|0.837843885|5658.985169|-728.3394714|34.07943198|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|1.0|1.0|1.0|1.0|2.0|3.66|0.35|16.0|-7.24|117.37|1.08|108.16|8.0|-5.23|5.0|-6.53|398.48|0.0|0.0|1.0|3.32|-4.16|5.85e-06|0.00233|0.0277|3.1|0.0|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.115927|691.3|1147.93|0.2554|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|0.2554|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
8_a47|0.0|0|0.0|0|1|1.24688044|0.003732288|5.476463552|-0.099564745|2|-0.087101663|-0.391797226|-0.008756|-0.14203855|0|0|-0.007648516|-0.003223628|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.223459904|1|0.8497568740000001|-0.075955381|-0.091482011|-44.09728708|5.043798869|87.2263982|-0.035797309|-30.83488674|2.928269795|0.0|0.819702033|-1.646676195|60.62152862|-20.78278301|49.14108595|493.3419136|0.180297967|11.08581716|0.707366287|6219.278078|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|559.4973856|1.0|1.0|0.0|1.0|2.0|3.02|0.13|22.0|-9.25|58.04|3.9|113.97|4.0|-6.59|4.0|-4.79|405.85|1.0|0.0|1.0|5.03|-6.19|2.56e-07|0.000104|0.000263|5.61|0.0|2.28e-07|-0.05495|3.6696|4.91|3.6696|-1686.0356350000002|621.06|1071.62|0.2249|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
34_a47|0.0|1|0.0|0|0|1.40499556|-0.210257395|4.727387819|-0.064842466|3|-0.094313757|-0.191253079|0.003530307|0.078153957|1|1|0.0047106|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.128336294|1|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|10.92238452|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|62.66739933|-16.25230464|45.23285281|457.4477611|0.346006784|12.96364153|0.834499257|5105.274301|-387.0041342|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|1.0|1.0|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|68.52|1.75|99.09|4.0|-3.57|5.0|-6.66|348.38|0.0|1.0|1.0|3.02|-3.9|0.000267|0.0929|0.0436|2.49|0.0|1.17e-05|-0.0545|4.2077|2.41|3.8892|-1162.450678|585.79|980.02|0.2309|436.88|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7|8.7
12a_a50|0.0|1|0.0|1|1|1.397770359|-0.199881787|5.82008293|-0.0016330379999999|1|-0.111689174|-0.126263256|0.01164808|-0.122912558|2|2|0.011790103|-0.291865836|-0.247407423|1|0.699597776|0.795582575|-0.2018898489999999|1|0.904119689|-0.05075501|-0.0663902|-25.57033815|10.58650394|48.30443297|-0.02383238|-16.85074424|5.333473207|69.83817338|0.575218972|-0.929462803|47.2792242|-12.00673599|36.15684209|455.4948605000001|0.4247810279999999|9.648744341|0.885635975|4665.239724|-235.9104193|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|1.0|1.0|0.0|1.0|0.0|3.3|0.11|20.0|-5.49|48.53|2.02|94.69|2.0|-3.16|3.0|-6.44|313.36|0.0|1.0|1.0|2.55|-3.84|0.000685|215.0|45.0|2.5|0.0|0.00101|-0.03366|4.0783|2.47|4.0783|-1006.632973|545.54|908.22|0.1807|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.20172|0.02648238|-1006.546706|7.9123|75.0|7.1249|7.1249
17_a15|0.0|0|0.0|0|0|1.43568899|-0.046866421|0.0|-0.071708785|2|-0.033968088|-0.442454151|0.0016674189999999|-0.0141953639999999|0|0|0.0032452509999999|-0.263401148|-0.461493931|2|0.769376831|0.721188086|-0.023779626|0|0.880459235|-0.052869016|-0.079844675|-40.50376584|9.875456386|91.58201681|-0.027065991|-46.86345493|7.56573889|58.47512431|0.653207369|-1.596893495|77.82445248|-20.73567196|50.37922222|674.5333498|0.346792631|15.15194163|0.90173781|6352.266784|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|1.0|3.63|0.15|24.0|-9.72|67.35|2.53|131.36|7.0|-5.93|4.0|-5.58|438.52|1.0|0.0|1.0|4.44|-5.65|1.19e-06|0.00052|0.00099|4.78|0.0|8.43e-08|-0.03936|4.1461|6.89|3.8006|-1413.857182|752.08|1298.37|0.7247|663.81|0.68787|0.7045100000000001|-1413.559128|0.0377|-0.19509|0.04051306|-1413.624817|7.1743|12.0|7.9208|7.9208
11c_a31|0.0|0|3.336985072|1|1|0.6101368770000001|0.069254998|5.733341277|-0.141329185|0|-0.031640011|-0.847114804|-0.011679927|-0.085216451|2|2|-0.008375297|-0.16065803|-0.572548808|0|0.825336018|0.839810365|-0.139933586|0|0.564143263|-0.138002689|-0.14043574|-80.82023592|20.06220362|255.2562173|-0.042457317|-48.16624372|11.74927853|70.98337779|0.676089232|-1.825664624|99.31985763|-24.864808|100.8824395|330.3862551|0.323910768|13.95917988|0.922968238|5329.481371|-626.1611682999999|36.77740577|0.029155542|-206.2506659|1581.428448|449.7512005|1.0|0.0|1.0|1.0|2.0|3.51|0.28|16.0|-5.84|125.57|1.03|97.32|6.0|-5.11|6.0|-6.56|371.41|0.0|0.0|1.0|3.04|-3.98|7.68e-06|0.00285|39.0|2.82|0.0|0.000537|-0.03532|3.8551|4.47|3.8551|-1559.353434|622.22|1022.77|0.2627|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
