molecula|SddssS|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9o_a24|0.0|0|2.9340792330000003|1|1|1.294229152|-0.064667223|4.59511985|-0.044044637|3|-0.087807028|-0.387865233|0.0012214139999999|-0.000236595|1|1|0.002019902|0.00294424|-0.38043264|2|0.738419215|0.785672769|-0.000453155|0|0.770273808|-0.088586421|-0.08834189|-51.29122728|10.7072496|133.0106596|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|0.668046377|-1.678495905|66.24061038|-19.05574986|61.99847688|445.9858336|0.331953623|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|0.026064002|-194.5965258|1454.754155|663.2688909|1.0|0.0|1.0|1.0|2.0|3.96|0.04|23.0|-7.91|92.79|1.23|120.73|6.0|-4.49|5.0|-6.83|421.45|0.0|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|0.0167|2.88|0.0|5.23e-06|-0.04527|5.8802|4.41|4.2643|-1388.094657|611.03|1126.94|0.1409|432.84|0.41688|0.65292|-1387.887227|0.0288|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507|6.3507
3k_a32|0.0|1|3.644417045|0|1|0.609420759|-0.001009768|5.973809612|-0.001250803|0|-0.047167919|-0.270019022|0.001221534|-0.077097565|3|3|0.002509816|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.129124455|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|6.970844822|68.92687468|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|58.16707081|-16.67514938|47.07915023|494.8840288|0.21942773|11.6688363|0.89626209|5259.698672|-404.2701347|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|1.0|1.0|1.0|1.0|1.0|3.47|0.32|19.0|-7.23|110.94|2.41|105.36|3.0|-7.04|3.0|-5.01|366.5|0.0|0.0|1.0|4.75|-5.61|9.16e-08|3.3600000000000004e-05|0.000904|4.97|0.0|2.15e-05|-0.05321|3.5363|3.81|3.5363|-1750.1383649999998|611.65|1022.89|0.3082|452.36|0.70268|0.70268|-1749.957584|0.3082|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605|8.0605
8g_a12|0.0|1|2.897921027|1|1|1.28383574|0.10205033|4.59511985|-0.029907264|2|-0.038463841|-0.40429396|0.005898773|-0.040257632|1|1|0.005405355|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.070405398|1|0.8576253690000001|-0.076856227|-0.1045061519999999|-42.39297373|4.915102972|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|61.99654413|-23.58177591|47.30807670000001|473.055878|0.09833304|12.83559677|0.864880588|5327.736626|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|1.0|2.0|4.07|0.1|21.0|-8.0|78.85|2.89|109.93|3.0|-4.38|5.0|-6.28|353.38|0.0|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|0.0163|3.06|0.0|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.281986|590.93|989.66|0.3786|418.41|462.0|0.55027|-1154.121362|0.1601|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
6_a3|0.0|0|0.0|0|0|0.605016564|0.155665791|4.727387819|-0.106234254|2|-0.025021661|-0.330577816|-0.007540435|0.032782484|1|1|-0.006696449|0.036673175|-0.594308852|2|0.881253042|0.790667152|0.055002252|1|0.783322023|-0.1042506469999999|-0.098669224|-52.01903278|5.449560482000001|108.118071|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|-1.282699916|56.71997588|-18.8247694|57.46859326|390.8623623|0.19718501|8.982311462|0.633675574|4992.54948|-319.3685142|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|3.05|0.0|21.0|-7.48|92.93|2.11|95.5|2.0|-5.44|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|0.00455|3.79|0.0|1.11e-05|-0.06529|5.8279|3.09|3.3963|-1731.7043199999998|524.88|884.88|0.1997|366.93|0.3369|0.69323|-1731.602363|129.0|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
12g_a30|0.0|0|0.0|2|2|0.6049842529999999|0.096186205|5.351858133|0.024086432|2|-0.037395048|-0.574592016|0.001371944|-0.049719762|1|1|0.0026474159999999|-0.152855196|-0.539112991|1|0.817497287|0.826316772|-0.0885760969999999|0|0.783662781|-0.086195758|-0.10344931|-58.41940906|18.59520651|146.623137|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|-2.068986201|83.29752441|-27.49531395|77.01461557|531.1295763|0.225689271|16.07139949|0.8484671109999999|6688.137428|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|1.0|0.0|1.0|0.0|1.0|4.67|0.13|17.0|-6.42|114.67|2.06|133.52|6.0|-6.0|6.0|-6.22|439.49|0.0|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|0.00427|3.89|0.0|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.174676|717.55|1206.02|0.2449|577.31|0.26238|0.68366|-1742.965961|0.1613|-0.2083699999999999|0.04012224|-1743.029147|5.3027|9.0|8.0334|8.0334
2_a33|0.0|1|3.396444161|0|0|0.609420748|0.047294725|5.733341277|-0.064926835|0|-0.049900189|-0.476784502|-0.002514803|-0.05997501|3|3|-0.000810928|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.096644295|1|0.8195154109999999|-0.0804186|-0.104047115|-49.13901703|11.27469555|110.28338390000002|-0.031851158|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|75.44970552|-19.46234551|60.41371259|500.7570617|0.297402265|11.60906093|0.8867875909999999|6067.635829|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|618.9134881|1.0|0.0|1.0|1.0|2.0|3.57|0.3|19.0|-7.67|140.04|1.33|115.28|7.0|-6.35|4.0|-6.17|411.54|1.0|0.0|1.0|3.98|-4.78|4.44e-07|0.000183|0.0069|3.72|0.0|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.049452|655.74|1128.98|0.2911|525.38|0.70205|0.70205|-1919.830424|0.2911|-0.19979|0.02972182|-1919.890628|5539.0|6.0|8.2596|8.2596
19f_a38|0.0|0|3.3320764830000003|2|2|1.297044434|-0.036714749|5.351858133|-0.084341564|2|-0.008118156|-0.4228801179999999|-0.002526241|-0.054832432|1|1|-0.000673716|-0.217394466|-0.4288343429999999|1|0.724208473|0.819222745|-0.094149094|0|0.750875987|-0.085318318|-0.111307609|-54.50401599|13.4639011|159.14822980000002|-0.037844587|-45.42524686|8.601162122|12.14075726|0.734437553|-1.892229356|84.35196967|-24.1763087|67.96791709|479.6831205|0.265562447|11.28936331|0.8313685409999999|6115.273372|-772.2291966|32.91812709|0.020733452|-299.5321167|1645.906354|595.8790650000001|1.0|1.0|1.0|1.0|3.0|4.82|0.14|17.0|-6.86|81.23|2.4|125.69|5.0|-4.14|4.0|-6.77|401.44|0.0|0.0|1.0|2.67|-4.17|7.209999999999999e-05|29.0|0.0272|2.78|0.0|5.610000000000001e-05|-0.05735|5.3197|3.41|3.4422|-1332.160846|653.22|1105.62|0.3205|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.20104|0.02936908|-1332.004601|7.1655|73.0|7.1397|7.1397
3t_a32|0.0|1|3.4477303|0|0|0.609420752|0.028840888|5.733341277|-0.0338714389999999|0|0.028527045|-0.304466646|9.83e-05|-0.086478322|3|3|0.00139283|-0.122301673|-0.496165036|0|0.710773544|0.822076702|-0.146047869|1|0.828676243|-0.080203824|-0.0974995|-50.65701113|8.995863948|108.2086749|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|72.43498782|-17.03304802|59.65287508|523.3947687|0.315525518|15.64252992|0.929482453|5525.861115|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|1.0|3.58|0.3|19.0|-8.01|128.01|1.74|112.48|7.0|-6.48|4.0|-5.81|396.53|0.0|0.0|1.0|4.46|-4.93|3.28e-07|0.00013|0.00462|4.09|0.0|3.91e-06|-0.05507|3.5487|5.5|3.5487|-1864.678788|677.16|1129.24|0.2906|575.45|0.70286|0.70286|-1864.472646|0.2906|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
12av_a36|0.0|0|3.4520047430000003|2|2|1.297042752|0.049150854|5.351858133|-0.081537769|2|0.06882889|-0.605432791|-0.00233752|-0.039627578|1|1|-0.000472698|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|-0.067408377|0|0.752447733|-0.082283524|-0.105593135|-57.31621925|15.09249582|172.4374372|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|91.5101903|-24.51766365|72.40871507|524.1323793|0.328083083|17.64042914|0.965363947|6460.1184140000005|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|0.0|0.0|3.0|4.96|0.17|17.0|-6.93|98.3|1.49|138.06|7.0|-3.54|5.0|-7.66|438.48|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.0997|1.85|0.0|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.945099|733.21|1247.28|0.6698|588.31|0.43212|0.70455|-1440.67411|0.0027|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
1e_a5|0.0|0|2.953259375|0|0|1.427503886|-0.260066152|4.59511985|-0.009075016|2|-0.080321049|-0.084933308|0.008031558|-0.040441176|1|1|0.007357977|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|-0.075239398|0|0.8805795|-0.06795194|-0.069725333|-35.30075748|4.461204261000001|62.03846573|-0.0278901329999999|-18.81719677|2.317577542|0.0|0.7473936259999999|-1.115605324|44.38364879|-14.48881117|39.76196174|457.4574833|0.2526063739999999|12.39753333|0.932665879|4342.827698|-301.0751483|19.38578369|0.0157106539999999|-257.0399733|775.4313476|409.0289917|1.0|1.0|0.0|1.0|1.0|2.83|0.05|23.0|-8.41|54.46|2.13|95.45|3.0|-4.25|3.0|-5.77|312.37|0.0|1.0|1.0|3.44|-4.45|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|1.21e-06|-0.04186|4746.0|3.17|4.4292|-990.6006645|560.58|935.47|0.5156|427.87|0.56258|0.51802|-990.471803|0.1355|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0|6719.0
14b_a23|0.0|1|0.0|0|0|1.197963628|0.065240838|5.351858133|-0.071396109|2|0.0519489729999999|-0.318684138|0.007671236|-0.047410593|2|2|0.0075222369999999|-0.17267308|-0.4557487779999999|2|0.616699629|0.793551289|-0.077808321|1|0.8462596590000001|-0.063267638|-0.082441268|-41.01458464|13.26014776|99.66542762|-0.03508139|-34.64639496|8.596171261|84.36242964|0.774359705|-1.64882535|64.97993029|-22.74225338|54.274732400000005|548.6057241000001|0.225640295|14.26820636|0.821406493|6622.129837|-692.9278992000001|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|0.0|0.0|1.0|1.0|1.0|3.42|0.05|26.0|-7.67|105.02|3.4|120.24|5.0|-5.58|5.0|-6.31|429.47|0.0|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|0.00332|3.68|0.0|9.18e-06|-0.07803|3706.0|3.72|3706.0|-1729.139722|673.05|1142.37|0.3603|525.66|0.58097|0.58097|-1728.9300010000002|0.3603|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
19l_a38|0.0|0|3.280796643|2|2|1.297043246|-0.086107169|5.351858133|-0.10490608|2|0.103904811|-0.426895387|-0.001197042|-0.032264281|1|1|0.000347207|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.053823023|0|0.799611189|-0.079681862|-0.100870929|-51.6277901|14.19254029|129.8367176|-0.037359603|-42.34617024|9.195687319|19.55998015|0.7374102309999999|-2.017418574|79.04689476|-24.20618316|65.82033039|518.0872716|0.262589769|11.52660233|0.754730276|6705.993411|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|696.3887025|1.0|0.0|1.0|1.0|3.0|4.94|0.12|17.0|-7.28|81.23|2.75|135.78|6.0|-4.94|4.0|-6.39|427.48|0.0|0.0|1.0|3.22|-4.72|1.15e-05|0.0049|0.00807|3.55|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.557954|660.04|1164.34|0.2883|502.31|0.69413|0.7044|-1409.309206|0.0233|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
12i _a30|0.0|0|0.0|2|2|0.604984133|0.04580336|5.351858133|-0.030422458|2|-0.0982344169999999|-0.366470081|0.00372838|-0.072247675|1|1|0.003603419|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.1240820219999999|0|0.8434291340000001|-0.076575246|-0.096489393|-50.00086637|10.32233418|102.235113|-0.037414255|-41.13938837|6.740110893|0.0|0.806299097|-1.833298476|72.59006433|-24.43015511|60.32320054|550.7287204|0.193700903|15.56818082|0.92270764|6362.153853|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|1.0|0.0|1.0|0.0|1.0|4.62|0.14|17.0|-7.22|81.65|3.31|132.29|5.0|-5.93|4.0|-5.75|432.93|0.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|2.61e-05|-0.05465|5.0358|4.45|3.5242|-2035.339603|691.59|1167.27|0.2384|542.74|0.43157|0.68497|-2035.141693|0.1577|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
5b_a40|0.0|0|0.0|0|1|0.604912077|-0.067567502|6.167516491000001|0.064329005|0|-0.096549823|-0.163148971|0.008515162|0.020344828|2|2|0.006372485|0.013573521|-0.389789991|0|0.537115914|0.817071232|0.029485257|1|0.881264402|-0.077031845|-0.091267779|-38.64461938|9.59023102|59.56617021|-0.036507111|-22.96968039|4.811137897|49.25022097|0.829018186|-1.095213344|52.08187888|-18.31454812|48.2348504|442.1045286|0.1709818139999999|12.47657231|0.913161214|4813.179854|-275.6361647|22.09185326|0.012549086|-330.1175669|662.7555978999999|285.9136384|1.0|0.0|1.0|0.0|0.0|3.13|0.21|14.0|-5.25|75.5|2.89|84.17|3.0|-5.43|3.0|-5.42|338.21|0.0|0.0|1.0|3.83|-4.84|3.69e-06|0.00125|0.00488|4.14|0.0|0.00191|-0.07069|3.9759|5.62|3.9759|-2096.767375|515.23|847.01|0.3005|411.1|0.59928|0.59928|-2096.707754|0.3005|-0.23068|0.01471235|-2096.757832|9.3069|64.0|7.1938|7.1938
12h_a40|0.0|0|0.0|0|0|0.60499064|0.104392974|5.4161004020000005|-0.107711573|0|0.208938531|-0.289603712|-0.000134504|-0.21893421|2|2|-0.002126898|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|-0.335801908|1|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|6.193088525|84.86252967|-0.038796498|-25.56004046|3.274152035|59.68939644|0.844008584|-1.280284432|54.9311782|-20.51086984|56.64687411|443.8158546|0.155991416|15.84593062|0.983394285|5087.343024|-357.8405665|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|1.0|0.0|1.0|1.0|1.0|3.19|0.0|20.0|-6.84|84.45|3.76|96.16|2.0|-6.25|2.0|-5.13|361.25|0.0|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.186757|548.82|910.77|0.3985|435.95|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846|6.0846
12ak_a36|0.0|0|3.501132553|2|2|1.270373882|-0.052930979|5.351858133|-0.0407717229999999|2|0.12041792|-0.407322296|0.0042553209999999|-0.015708652|1|1|0.005035022|-0.163978382|-0.439326642|1|0.901715152|0.815627016|-0.0265703679999999|0|0.848705143|-0.069176342|-0.091761476|-49.87483724|14.3700664|109.0807368|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|79.17567486|-23.5478668|64.24490364|611.9003905000001|0.262560805|13.86156772|0.735576751|6240.396899|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|1.0|0.0|1.0|1.0|2.0|5.05|0.24|17.0|-7.38|69.2|2.66|138.33|6.0|-4.95|4.0|-6.19|423.51|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.865407|730.3|1247.89|0.4514|584.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
47o_a18|0.0|0|0.0|1|1|1.251177005|0.052875948|4.844187086|-0.055408687|0|-0.006238734|-0.4339284229999999|-0.00046896|-0.038296569|0|0|0.000787517|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|-0.066242713|0|0.806872998|-0.077288013|-0.088436375|-56.13142962|6.313168526|140.2610102|-0.034545459|-46.6464782|4.585021184|82.54478365|0.872753077|-2.210909375|70.23090572|-25.08909125|62.44459815|586.0020642999999|0.127246923|19.35260972|0.972958142|6462.6049570000005|-1166.161955|28.74706708|0.008265369|-541.4335917000001|1839.812293|931.8364349|1.0|1.0|0.0|1.0|3.0|4.17|0.25|18.0|-9.37|85.29|2.94|139.63|9.0|-5.66|3.0|-6.12|454.56|0.0|0.0|1.0|2.76|-5.08|2.19e-06|0.000996|0.00381|4.16|0.0|1.93e-07|-0.0502|3.22|7.62|3.22|-1455.547304|783.22|1352.29|0.5065|706.49|0.69248|0.69248|-1455.162559|0.5065|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279|7.3279
13b_a30|0.0|0|0.0|2|2|0.604984129|0.112353041|5.351858133|-0.118776867|2|-0.035340334|-0.627919307|-0.003436924|-0.0463169629999999|1|1|-0.002215642|0.006103754|-0.564815317|1|0.841060094|0.836520136|-0.0771674659999999|0|0.694101802|-0.109962789|-0.113554975|-74.24619275|12.52854078|206.54056530000005|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|88.26741491|-28.93268471|86.77473353|468.6532296|0.1997091339999999|16.1428924|0.8334321|6627.406474|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|713.7769663|1.0|0.0|0.0|0.0|2.0|4.76|0.13|17.0|-6.19|124.74|2.06|135.37|6.0|-5.01|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|0.0221|2.74|0.0|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.446479|721.48|1210.94|0.2783|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.20313|0.0455651|-1744.281763|5.3762|26.0|7.5901|7.5901
7f_a10|0.0|0|0.0|1|1|1.240141822|0.103083789|5.4161004020000005|-0.2347037789999999|2|-0.104120245|-0.5663456689999999|0.00189949|-0.0971900919999999|1|1|0.0030999659999999|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.137271684|1|0.931773786|-0.064238302|-0.095196098|-35.78096407|4.441786155|38.0022453|-0.03645808|-29.53487321|2.474090768|0.3440879|0.8217865520000001|-1.713529756|60.16185231|-20.30728086|40.22275023|519.0013298|0.178213448|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|0.012813716|-358.4725202|1161.423484|527.8079877|1.0|0.0|1.0|1.0|0.0|3.37|0.23|21.0|-8.13|52.83|2.64|106.77|4.0|-5.54|7.0|-5.47|410.39|1.0|0.0|0.0|4.39|-5.6|2.9e-06|0.00119|0.00103|4.7|0.0|3.03e-06|-0.0613|5.7757|4.93|3.6256|-1442.200124|597.28|1034.38|348.0|426.07|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
12c_a5|0.0|0|2.977832018|1|1|1.236775191|-0.212798523|4.59511985|0.020594766|3|-0.086795626|-0.16115723|0.0054189009999999|0.0072946769999999|1|1|0.00586291|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.014673577|0|0.841092921|-0.070873852|-0.066083881|-46.62294305|10.77147171|104.5338363|-0.022421317|-28.59715492|7.085796743|13.26856229|0.583585895|-1.25559373|59.40070647|-14.74941369|57.39441476|553.2961182|0.416414105|13.53008071|0.855075538|5877.765289|-543.3459436|25.27376659|0.024214085|-109.9706106|1415.330929|735.3048881|0.0|1.0|0.0|1.0|2.0|3.27|0.24|23.0|-9.31|75.72|1.57|121.26|6.0|-4.09|5.0|-6.79|411.5|0.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|0.0191|2.84|0.0|2.03e-07|-0.04565|4.6671|2.06|4.0116|-1316.5202869999998|694.24|1200.02|0.1513|519.21|0.52074|0.6893600000000001|-1316.244961|105.0|-0.21128|0.02242648|-1316.305277|3.5993|47.0|7.3279|7.3279
25_a47|0.0|1|0.0|0|0|1.30432753|0.037667531|4.727387819|-0.1084905069999999|2|-0.055724653|-0.486951604|-0.003963349|0.002716049|1|1|-0.00269275|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|0.004104478|1|0.786958319|-0.073339312|-0.08797211|-44.52300552|12.27779881|129.3338553|-0.031278972|-32.42203672|7.453635586|51.5831002|0.6238742279999999|-1.407553754|71.17072517|-18.98891362|56.80080434|477.748546|0.376125772|13.26689626|0.908616158|6236.813862|-518.7525876|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|1.0|1.0|2.0|3.26|0.1|21.0|-8.01|84.73|3.08|109.7|5.0|-4.99|5.0|-6.3|410.83|0.0|0.0|1.0|3.62|-4.82|1.01e-05|0.00417|0.00626|3.53|0.0|4.02e-06|-0.06331|4.8002|4.78|3.9878|-1735.385814|626.55|1062.81|287.0|491.7|0.53663|0.68761|-1735.2218059999998|0.0702|-0.22919|0.0285712999999999|-1735.279715|5.1625|16.0|7.8|7.8
12c_a30|0.0|0|0.0|2|2|0.604984133|0.045997203|5.351858133|-0.030422458|2|-0.0983590219999999|-0.3657134279999999|0.00372838|-0.072247675|1|1|0.003603419|-0.090173435|-0.468696709|1|0.8264832879999999|0.824373792|-0.1240820219999999|0|0.8439327120000001|-0.076777688|-0.096482247|-50.12643041|10.36785909|101.8928318|-0.037411484|-41.12547305|6.768942632999999|0.0|0.8061287690000001|-1.833162702|72.5855533|-24.42511853|60.4942895|550.9847369|0.193871231|13.9883503|0.828040991|6403.739746|-781.3839879|30.29927658|0.014695647|-399.7292126|1484.664552|652.8825454|1.0|0.0|1.0|0.0|1.0|4.62|0.14|17.0|-7.22|81.65|3.31|132.29|5.0|-5.93|4.0|-5.75|432.93|0.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|2.61e-05|-0.0542299999999999|5.0582|4.45|3.5286|-2035.339256|695.96|1168.62|0.2155|541.39|0.32037|0.68457|-2035.141497|0.1568|-0.2038599999999999|0.03433522|-2035.202565|4.7893|0.01|7.9914|7.9914
3_a20 (SB-525334)|0.0|0|3.502142227|0|0|1.183765089|-0.048050965|4.727387819|-0.053897691|2|0.001821898|-0.274640708|0.001924142|-0.119584218|1|1|0.0033523629999999|-0.277724429|-0.500412918|2|0.818922083|0.7186587|-0.17447922|1|0.8756647679999999|-0.061128029|-0.0917096759999999|-34.52869143|6.965173618|70.23182172|-0.029269046|-29.26136697|3.934338039|0.0|0.784910502|-1.375645142|58.45718743|-16.53287135|41.49386505|494.6267525|0.215089498|10.9543133|0.8429740729999999|4905.195832|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|1.0|3.37|0.24|21.0|-8.39|67.35|1.69|104.59|3.0|-4.85|4.0|-5.74|343.42|0.0|1.0|1.0|3.63|-4.73|1.42e-05|0.00489|0.00647|3.74|0.0|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|-1086.56485|605.71|1030.31|367.0|498.74|0.49443|0.70168|-1086.329436|0.1171|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
9h_a40|0.0|0|0.0|0|0|0.604992856|0.014753178|5.4161004020000005|-0.126968715|0|0.157606277|-0.343593366|0.003782277|-185.0|2|2|0.003099029|0.08305063|-0.503000695|0|0.778613709|0.740778143|-0.299768519|1|0.864310149|-0.09201708|-0.095803029|-46.04148264|6.199629554|67.89350333|-0.041058441|-23.98506758|3.102034287|0.0|0.863884935|-1.437045429|53.60044379|-20.54391962|52.2411122|432.46450360000006|0.136115065|13.366649|0.930966649|4322.734135|-359.7760137|23.78085181|0.011321157|-364.1454816|832.3298135|336.23227030000004|1.0|1.0|1.0|1.0|0.0|3.3|0.11|20.0|-6.51|67.66|3.22|93.19|3.0|-5.65|3.0|-5.06|321.4|0.0|1.0|1.0|4.06|-5.12|2.23e-06|0.000716|0.00244|4.51|0.0|9.93e-05|-0.05991|4.2372|3.9|3.3675|-1293.151333|526.38|868.84|0.3851|410.18|0.64952|0.69809|-1293.033723|0.2721|-0.20038|0.02291279|-1293.083512|2841.0|3.98|5.4001|5.4001
