molecula|TASA|Num. of Rotatable bonds|NaasN|Oscillator Force (HOMO-LUMO transition)|GATS1pe|Dipole (gas phase)|Log Kp (cm/s)|heavy_atom_count|PNSA3|Mor01p|Log Po/w XLOGP3|Log Po/w MLOGP|Synthetic Accessibility|FNSA1|Fraction Csp3|Log Po/w Silicos-IT Log P|Total Energy (gas phase) (Hartree)|Area (grid)|pIC50
5_a18 (BIBF0775)|636.6978809999999|8.0|0|0.4825|0.7061155790000001|2.3389|-5.96|37.0|-52.09190866|1140.896548|4.73|3.52|4.42|0.8159410579999999|0.32|4.09|-1572.290174|817.02|7.4685
12u_a30|568.9563615000001|5.0|0|0.1502|0.711738503|5.3020000000000005|-5.52|31.0|-51.83732031|685.6665849999999|5.12|3.79|4.63|0.810462868|0.14|5.11|-2494.927579|705.15|7.4647
8a_a50|433.9235497|2.0|1|0.1217|0.7135713840000001|3.5509|-6.12|24.0|-34.88425666|388.171611|2.95|2.02|3.34|0.751415713|0.11|3.63|-1006.637067|548.47|7.3279
13c_a6|535.5975578|6.0|0|0.28|0.7995080809999999|7.7129|-5.88|32.0|-63.73961873|692.8471883999999|4.23|1.5|3.61|0.772032541|0.16|5.38|-1389.371325|719.8|7.1367
IN1166_a11|596.0640225999999|5.0|0|0.1239|0.790249345|3365.0|-6.52|32.0|-51.07061499|676.2770877|3.27|0.92|3.51|0.694302821|0.08|5.01|-1347.256659|704.48|7.9318
47f_a18|711.5604361000001|13.0|0|0.5741|0.745431271|3.8532|-6.4|40.0|-54.18475173|1347.416568|4.52|2.79|4.87|0.726550657|0.34|3.22|-1743.346389|908.66|8.0458
4_a47|475.6168721|3.0|0|0.2221|0.8124901999999999|4.2607|-4.99|26.0|-42.46254967|471.7712484|4.96|3.1|2.75|0.806604393|0.05|4.83|-1509.4201369999998|576.9|7.5
3d_a49|424.6551631|4.0|1|0.0931|0.846953747|2184.0|-6.58|28.0|-57.52001036|549.3593871|2.98|1.07|3.29|0.756622045|0.15|0.72|-1594.552258|615.3|5.6308
47j_a18|627.366638|11.0|0|0.5439|0.757001264|4.1619|-6.46|37.0|-56.816779|1081.726154|4.07|2.63|4.54|0.764425062|0.28|2.43|-1625.413107|839.37|7.4559
12b_a30|485.6272203|5.0|0|0.1525|0.64876559|3.7327|-6.02|30.0|-53.05077947|618.6004214|3.97|3.2|4.63|0.798520682|0.14|4.25|-1674.977262|673.18|8.1543
19_a3|397.1650228|2.0|0|0.3006|0.687139108|2191.0|-6.5|22.0|-31.50932639|314.0966684|2.19|1.18|2.81|0.75798185|0.06|3.9|-929.2608626|499.93|7.6383
14a_a5|534.8590069|6.0|0|0.5853|0.71006207|2.7115|-7.08|32.0|-54.69145586|723.0631751|2.55|1.37|3.24|0.629783335|0.2|4.56|-1390.546425|692.8|6.9508
27c_a34|424.51250080000005|6.0|1|0.0093|0.804740647|7.6204|-6.85|32.0|-76.84420762|673.8038326000001|2.9|1.71|3.55|0.7381974290000001|0.12|3.11|-1426.482676|709.72|6.0969
12f_a30|589.6060704|7.0|0|0.1596|0.593245722|3.6633|-5.66|34.0|-63.81176255|696.6414817000001|5.05|2.82|4.73|0.815175332|0.17|4.43|-1987.998635|729.87|7.7144
12a_a36|503.9367075|5.0|0|0.0012|0.855821486|6.3637|-6.72|29.0|-46.76212019|598.1535763999999|2.68|2.02|4.75|0.755315434|0.14|2.72|-1232.916523|653.94|7.8861
8b_a32|494.8166492|7.0|0|0.2943|0.7507116140000001|846.0|-6.44|27.0|-53.36442734|557.1050635|3.22|1.1|3.46|0.669149204|0.26|6.49|-1880.735397|671.54|7.9208
22_a47|412.2379505|5.0|1|0.0799|0.591185263|4.2485|-6.58|29.0|-47.64347429|482.9384172|3.0|2.97|3.31|0.6096864479999999|0.1|3.07|-1375.021925|605.12|9.0
17g_a50|614.4183967|6.0|2|0.1795|0.7276268779999999|7.0584|-6.28|32.0|-32.14758511|829.3813984|3.68|2.71|4.04|0.749948388|0.35|3.71|-1335.946919|725.92|6.6091
2_a20 (SB-505124)|423.3785776|3.0|0|0.3267|0.790275077|2.5584|-5.31|25.0|-45.98170774|477.95809620000006|4.27|2.06|3.4|0.831919306|0.3|5.16|-1089.358727|593.8|6.7721
2_a3|352.0174726|2.0|0|0.0962|0.841871246|4.0121|-5.93|22.0|-49.07072207|330.4083896|3.13|1.6|2.97|0.727984269|0.0|4.34|-1272.114086|503.34|5.4
14ae_a23|625.0131414|7.0|2|0.3205|0.7317531540000001|7.0211|-6.68|34.0|-46.69131269|770.8206617000001|3.52|2.42|3.74|0.53040766|0.12|3.48|-1858.952529|751.57|8.6038
8_a10|478.5356341|4.0|1|0.0916|0.616731847|1.2052|-6.25|29.0|-32.63117642|583.7217118|3.37|2.46|3.42|0.722649449|0.22|4.46|-1257.819281|594.63|6.279
14ad_a23|634.0697778|7.0|2|0.4106|0.7317531540000001|5.2331|-6.68|34.0|-42.29008971|770.8206617000001|3.52|2.42|3.73|0.575880959|0.12|3.48|-1858.942973|747.83|8.3595
19a_a22|555.4133255|7.0|1|0.0623|0.699744887|4.5288|-7.67|35.0|-67.26339083|781.8210659|2.05|0.98|3.61|0.684706189|0.08|3.08|-1537.0241640000002|740.07|7.3188
12e_a36|533.058116|5.0|0|0.0006|0.856274847|6.5974|-6.55|30.0|-44.83739063|662.0530478999999|3.04|2.24|4.85|0.7610764190000001|0.17|3.24|-1272.23645|673.57|7.8539
LY364947_a10|372.4595738|2.0|0||0.681525895||-6.02|21.0|-34.01613475|287.99188260000005|2.74|1.74|2.46|0.7234846559999999|0.0|3.97|||7.2291
3a_a12|426.6622302|3.0|0|128.0|0.8847197109999999|1.3824|-5.88|23.0|-34.84701355|381.0058252|3.15|3.09|3.84|0.781050096|0.05|3.43|-951.3480023|528.84|6.7122
SB431542_a8|338.38158389999995|4.0|1||0.7318727540000001||-7.04|30.0|-76.82006387|529.053307|2.4|1.9|3.35|0.7608280590000001|0.05|3.13|||4.1019
3h_a32|550.2022886|7.0|0|0.2926|0.8030743229999999|3.5952|-4.29|26.0|-44.97387528|593.0848817000001|6.12|2.64|3.65|0.7734940029999999|0.35|8.11|-1790.663897|676.22|8.1549
19_a20|495.7134289|5.0|0|0.2998|0.7741509329999999|4.2507|-6.8|32.0|-60.26825633|684.5377542|2.91|1.33|3.49|0.796070588|0.08|4.97|-1368.378274|687.79|5.585
12i _a30|550.7287204|5.0|0|0.1577|0.7463962120000001|2.5397|-5.75|30.0|-50.00086637|652.8825454|4.49|3.31|4.62|0.806299097|0.14|4.47|-2035.339603|691.59|7.8013
3l_a32|514.9875423000001|3.0|0|0.2876|0.776480242|3.3955|-4.71|26.0|-40.30321333|565.7000781|5.51|2.64|3.58|0.788236719|0.35|7.34|-1789.4501510000002|629.26|7.9208
26_a20|535.3119506|5.0|1|0.0814|0.690530489|3.8173|-6.28|32.0|-58.21621279|712.1606951|3.63|2.47|3.42|0.7848887259999999|0.08|4.5|-1352.277633|715.27|6.8827
13l_a6|447.9705372|7.0|0|0.0165|0.827754203|7.2582|-6.59|33.0|-82.24617981|741.5222707|3.39|1.39|3.64|0.793671137|0.16|4.55|-1465.834958|735.52|6.4145
14e_a25|529.8614286999999|7.0|1|0.0007|0.6954126970000001|5.3651|-6.96|35.0|-73.99302943|811.3237836|3.04|1.69|3.62|0.806446896|0.07|3.65|-1520.964156|760.96|7.1249
7_a3|387.1238241|2.0|0|0.1262|0.773152968|3.1299|-5.68|23.0|-51.18177092|353.7528308|3.79|2.11|3.02|0.7992146109999999|0.0|4.96|-1731.703107|522.73|5.9901
2_a27|426.3224749|2.0|2|0.3217|0.60904903|4.7049|-6.69|24.0|-29.42169804|373.9912084|2.18|2.42|2.9|0.6684621829999999|0.11|2.43|-1043.7984|538.57|7.8861
2_a33|500.7570617|7.0|0|0.2911|0.753434785|4.2519|-6.17|28.0|-49.13901703|618.9134881|3.72|1.33|3.57|0.702597735|0.3|6.7|-1920.049452|655.74|8.2596
3g_a32|491.89858160000006|3.0|0|0.2859|0.786074011|3.3082|-4.9|24.0|-38.9071564|475.3634141|5.02|2.18|3.43|0.8007401590000001|0.28|7.02|-1712.036238|593.24|7.8539
8c_a32|484.6996147|7.0|0|0.3272|0.7507116140000001|8.4922|-6.45|27.0|-46.47597924|557.1050635|3.21|1.1|3.46|0.600684883|0.26|6.49|-1880.733377|646.97|7.4318
1f_a5|495.3305784|4.0|0|0.0228|0.513260607|3.7852|-5.73|27.0|-50.98614411|403.396385|3.95|2.73|2.9|0.757522389|0.05|5.48|-1288.3196369999998|577.11|6.6198
14c_a23|613.3401089|5.0|2|0.356|0.659570836|7.2704|-6.03|31.0|-37.73933093|633.3278634|4.21|3.51|3.4|0.7834075309999999|0.05|4.0|-2089.501598|693.64|8.6253
3i_a32|471.2508776000001|3.0|0|0.4765|0.54844677|2494.0|-5.53|24.0|-49.17963359|318.0257595|4.23|2.09|3.1|0.77072347|0.13|6.76|-1891.811327|530.5|8.2366
4S4l_a46|487.3122681|3.0|1|0.0614|0.7936534740000001|2.5083|-5.23|26.0|-49.45536962|579.2365607|4.49|3.06|3.92|0.877939134|0.36|4.64|-1092.727031|583.76|6.5834
7c_a8|532.3522286|5.0|1|0.1779|0.6881348629999999|12.0073|-6.34|30.0|-50.34151168|572.8089095|3.37|1.82|3.44|0.626902145|0.09|4.22|-1331.793312|662.05|4.7307
9h_a40|432.46450360000006|3.0|1|0.2721|0.7528137909999999|2.1413|-5.06|23.0|-46.04148264|336.23227030000004|4.51|3.22|3.3|0.863884935|0.11|4.59|-1293.151333|526.38|5.4001
5e_a40|411.0778166|3.0|1|0.5262|0.5087199929999999|7.87|-5.66|20.0|-36.56222854|264.9899736|3.51|2.37|3.03|0.8223594679999999|0.21|4.3|-1637.180703|493.19|7.6021
12b_a40|544.3244990000001|2.0|1|306.0|0.522580798|4.5528|-4.09|24.0|-37.05091872|370.3261123|6.68|5.07|3.26|0.856829717|0.0|6.58|-3016.9868100000003|576.38|7.3979
EW7203_a60|573.0312689|5.0|0|0.0448|0.760234689|1.7676|-6.35|31.0|-49.19385637|666.0036144999999|3.59|2.17|4.75|0.766837077|0.13|3.87|-1667.993536|678.83|8.0334
31_a47|431.7441681|5.0|1|83.0|0.6463892179999999|6.4248|-6.78|29.0|-66.4670426|513.2159236|2.86|2.0|3.18|0.70664003|0.1|3.23|-1735.400941|642.11|7.8
15a_a50|501.3207109|5.0|2|0.1767|0.76745052|6.6307|-6.78|28.0|-46.91098865|569.5267957000001|2.51|1.87|3.7|0.705410595|0.23|3.23|-1199.784983|644.4|7.3872
19j_a38|552.5012068|5.0|0|0.2625|0.6885713729999999|10.8124|-7.13|32.0|-57.80349365|640.025745|2.5|1.76|4.81|0.714369845|0.13|3.17|-1424.390074|686.26|8.1146
1_a1 (SKF-104365)|376.1092109|2.0|1|0.2178|0.551667506|4.5773|-6.01|21.0|-31.45099608|297.2783688|2.96|2.52|2.97|0.709744919|0.12|3.93|-1279.060907|491.18|5.7959
7_a27|477.7488532|3.0|2|0.4179|0.62067794|4.2487|-6.26|26.0|-34.09779211|479.0078184|3.02|2.88|3.24|0.763564713|0.2|3.32|-1122.433757|606.74|9.0
4b_a46|510.1086157|2.0|1|0.1784|0.69830739|3127.0|-5.67|25.0|-28.58477842|538.4165208|3.74|2.58|3.9|0.8104680259999999|0.38|4.69|-1033.535029|588.79|6.2612
11b_a50|485.8716402|2.0|2|0.0711|0.667956827|2.7805|-6.24|25.0|-23.23499995|439.9973344|2.9|2.25|3.44|0.642051995|0.15|3.09|-1045.961211|560.06|5.7696
10_a27|453.4194305|3.0|2|0.4452|0.614205449|4.6684|-6.51|25.0|-32.5969511|424.8821143|2.55|2.25|3.01|0.7453606909999999|0.16|2.81|-1083.1151289999998|573.31|7.1612
8m_a46|464.5573228999999|2.0|1|0.1441|0.77612204|2.0174|-5.61|24.0|-48.32436573|463.1469765|3.72|2.62|3.24|0.8854896870000001|0.3|4.16|-1014.091966|570.72|6.6402
14aa_a23|629.3423691|5.0|2|0.4157|0.693959193|5.8286|-5.92|32.0|-35.51947393|733.3886349999999|4.31|3.45|3.63|0.796659447|0.12|4.4|-1708.5422620000002|715.57|8.451
19_a4|451.8120313999999|3.0|1|0.3806|0.514505012|5.8295|-6.58|25.0|-38.9063534|450.6848883|2.62|2.16|3.46|0.764880253|0.16|2.97|-1446.909868|583.39|4.71
14q_a23|530.8381985000001|6.0|2|0.4943|0.7333675390000001|8375.0|-7.33|33.0|-61.51997721|693.3423458|2.46|2.28|3.52|0.777340899|0.04|2.57|-1798.6108739999995|714.22|7.8069
9_a47|421.2052248|3.0|0|0.2208|0.689770023|2.2966|-5.26|26.0|-44.13640712|442.7664664|4.43|2.99|2.87|0.790651977|0.05|4.61|-1149.055456|566.1|7.6
12d_a40|445.2300015|2.0|1|115.0|0.6948809659999999|1.2683|-5.13|23.0|-50.68561427|350.9435025|4.75|3.76|3.23|0.844283549|0.0|4.59|-2153.180821|552.57|7.7212
17f_a50|560.4567739|6.0|2|0.1708|0.7241275009999999|6.1931|-6.64|29.0|-29.10566644|652.6793116|2.83|2.09|3.81|0.721122105|0.26|2.87|-1219.220465|653.63|6.4001
2_a4|312.82106489999995|2.0|0|0.0008|0.912872667|1.7717|-6.69|19.0|-49.45826819|284.26458360000004|1.62|1.63|3.33|0.843107708|0.27|2.12|-819.8996124|458.73|7.5086
12y_a30|569.8856940000001|5.0|0|0.1489|0.803183654|4.7043|-5.64|31.0|-47.598277|754.3941655|4.6|3.25|4.86|0.820108145|0.21|4.87|-1654.382468|728.75|7.6576
18d_a25|705.8822532|7.0|1|0.0389|0.696372329|3.2353|-6.21|35.0|-46.31109519|883.4030667999999|4.21|2.4|3.66|0.75793699|0.11|6.33|-1806.812778|792.79|6.6345
12bi_a36|548.1337538|7.0|0|0.0252|0.8350231859999999|7.0514|-7.13|33.0|-57.89562053|766.4854363|2.62|1.42|4.97|0.4996603229999999|0.21|2.83|-1461.966152|742.94|7.8539
13e_a6|575.965487|5.0|0|0.0104|0.790249345|10.1884|-6.52|32.0|-49.62570093|676.2770877|3.27|0.92|3.51|0.722530518|0.08|5.01|-1347.25954|713.3|7.9208
7c_a10|529.8395322|4.0|1|0.0921|0.6952665379999999|3.9465|-6.2|29.0|-29.66615908|611.4957509|3.46|1.99|3.48|0.52630639|0.26|4.59|-1258.985004|635.47|5.4191
25b_a34|410.0313565|7.0|1|0.2259|0.787858064|7.0586|-7.07|29.0|-64.37123451|595.8522372|2.29|1.56|3.53|0.76274549|0.29|2.63|-1313.361559|668.48|5.6819
12ae_a36|533.6188092|7.0|0|0.3366|0.750657639|6.7458|-8.03|34.0|-63.96145017|805.2286932|1.64|0.84|5.03|0.6849975640000001|0.17|1.28|-1876.152311|754.15|7.8239
13_a10|413.5584641|2.0|1|0.1514|0.736686715|3.6904|-6.34|25.0|-47.88975806|422.96706330000006|2.76|1.88|3.02|0.7144943490000001|0.15|3.52|-1065.839441|550.83|6.7959
A7701_a51|399.6804233|2.0|0||0.688876851||-5.82|22.0|-32.97926236|332.8814548|3.14|1.98|2.66|0.799046392|0.06|4.46|||7.6021
9_a10|616.4802143999999|7.0|1|0.0041|0.692424727|2.9927|-6.87|33.0|-40.90513782|816.3832816|2.97|1.81|4.0|0.73129178|0.23|3.69|-1410.005954|740.24|6.7144
20_a4|441.9318823|3.0|1|0.1415|0.665774148|4.0681|-5.96|22.0|-29.16642156|338.71903330000004|2.96|2.09|3.23|0.6435852470000001|0.11|3.2|-934.2266312|517.72|6.1898
7_a4|415.6938929|2.0|1|0.0697|0.518356619|3.9832|-6.03|25.0|-32.72992462|407.1471338|3.22|2.82|3.05|0.7179916670000001|0.15|4.42|-1089.847072|538.92|6.821
8a_a12|462.3571879|3.0|0|0.2486|0.862306783|3.6588|-6.04|25.0|-30.69873711|464.1781753|3.18|2.89|4.06|0.791430726|0.15|3.87|-1046.0210880000002|556.3|6.7011
14g_a23|645.7104105000001|7.0|2|0.3478|0.575188253|7.2913|-5.94|35.0|-51.82254036|676.4530574|4.76|3.04|3.61|0.780315815|0.09|3.97|-2042.161409|730.13|8.0
7e_a8|495.8990914|4.0|1|0.1522|0.577394732|9.0006|-5.43|29.0|-51.4880895|519.5762494|4.54|3.54|3.2|0.776001552|0.04|5.16|-1300.467069|622.23|4.4547
15_a3|398.6887321|2.0|0|0.0173|0.911346861|1.9539|-7.35|23.0|-47.26593592|402.781061|1.28|0.96|4.12|0.850327497|0.24|2.21|-1328.665275|553.81|7.6021
47t_a18|449.789539|7.0|0|0.5502|0.688453085|7.7656|-6.46|33.0|-79.78154029|747.6927426|3.57|1.64|3.86|0.804531523|0.15|2.6|-1470.836067|703.76|6.1068
9h_a24|417.7355164|3.0|1|0.0073|0.656172477|5.6654|-6.85|22.0|-28.52000725|295.8603625|1.7|1.07|2.84|0.572371258|0.0|2.42|-945.2337612|506.68|7.1135
11c_a31|330.3862551|6.0|0|0.2627|0.787929678|5289.0|-6.56|26.0|-80.82023592|449.7512005|2.82|1.03|3.51|0.676089232|0.28|5.04|-1559.353434|622.22|6.8861
14_a15|568.5306056|6.0|0|0.0054|0.7933685340000001|3.3596|-4.97|30.0|-40.89540491|673.7288405|5.29|2.87|3.56|0.770309725|0.12|5.32|-1281.0669369999998|689.8|7.5229
7d_a10|446.2091497|2.0|1|0.0941|0.525816226|3.0178|-5.83|26.0|-31.47566249|460.1866123|3.62|3.04|3.21|0.729585423|0.19|4.92|-1129.175857|574.87|6.0325
18_a31|426.0718665|7.0|0|0.2457|0.838968212|3.0607|-6.72|25.0|-69.19879619|477.1857166|2.47|0.75|3.41|0.7774768320000001|0.28|4.9|-1465.4803960000002|630.26|6.8861
17a_a10|603.6608262999999|6.0|1|0.0867|0.673253555|4.1012|-7.43|35.0|-39.18491085|911.2106544|2.43|1.29|3.8|0.564726042|0.33|3.31|-1524.52012|767.6|7.3098
14w_a23|521.1762769999999|5.0|2|0.3855|0.558482531|7.0157|-6.35|32.0|-46.76570273|597.2903597999999|3.78|3.78|3.42|0.743451788|0.05|4.2|-1828.363862|676.92|8.6737
12bb_a36|442.2064275|5.0|0|0.0736|0.632625562|6251.0|-6.8|31.0|-58.19935506|593.6088758|2.88|2.78|4.72|0.719294078|0.14|3.55|-1431.374881|667.88|8.0
12as_a36|519.1478419|6.0|0|0.2402|0.770400825|4.8580000000000005|-7.21|32.0|-55.75872553|716.9974499|2.36|1.59|4.86|0.768125394|0.17|3.16|-1385.5651710000002|712.04|7.2291
16e_a32|507.6266039|8.0|0|0.2858|0.7619492790000001|3.2372|-6.15|28.0|-55.957388|573.3529948|3.76|1.12|3.64|0.702226562|0.26|6.03|-1955.965644|677.82|8.1367
12m_a36|477.48014630000006|6.0|0|0.4718|0.849217847|6.5789|-7.39|32.0|-67.27772044|689.2886595|2.11|1.28|4.83|0.7471181240000001|0.13|1.92|-1401.6158890000002|692.4|7.5229
15_a15|596.1118717|6.0|0|0.0066|0.796300317|1.6365|-5.26|34.0|-41.11675625|830.7967967000001|5.32|2.52|4.04|0.702544178|0.07|4.33|-1450.725355|700.82|6.9626
11_a4|537.5354202000001|4.0|1|0.0403|0.647727179|4187.0|-5.74|27.0|-31.35942689|575.2252237|3.99|3.15|3.31|0.7560913159999999|0.23|4.97|-1467.440475|630.04|6.9586
12ah_a36|535.2826672|5.0|0|0.0485|0.8065052890000001|5.4979|-6.49|30.0|-49.0084977|629.5017194000001|3.31|2.51|4.73|0.768906425|0.14|3.35|-1692.512868|682.21|7.9586
12q_a30|576.3319634|7.0|0|0.1515|0.593245722|5.5755|-5.66|34.0|-59.52322773|696.6414817000001|5.05|2.82|4.73|0.820640722|0.17|4.43|-1987.999444|713.16|7.4449
7_a47|477.8297898|4.0|0|0.2144|0.671549194|3406.0|-4.8|28.0|-45.82735481|526.6144628999999|5.49|3.69|2.96|0.816979353|0.09|5.63|-1647.963177|604.84|7.6
4c_a49|490.6910965|7.0|1|0.0821|0.752601535|3.4931|-7.53|31.0|-56.5385923|707.2397315000001|1.81|1.47|3.49|0.724053828|0.25|3.55|-1332.607539|705.55|6.5935
14a_a3|389.0288018|2.0|0|0.4524|0.8255789570000001|3.5358|-6.42|23.0|-45.12132248|358.3503513|2.58|1.04|3.27|0.7608768779999999|0.06|4.28|-1327.485188|528.91|7.5229
LY580276_a4|418.5688558|2.0|1|0.1842|0.518109998|2.5355|-5.71|22.0|-27.6229776|345.4102548|3.35|3.13|3.01|0.8478469959999999|0.22|4.49|-959.4723321|519.23|6.757
47a_a18|638.5417107999999|12.0|0|0.6094|0.792293789|2.6271|-6.49|39.0|-67.93456546|1225.939287|4.44|1.85|4.97|0.7936193709999999|0.28|0.48|-2098.773074|874.47|9.0
4R4k_a46|473.9155694|2.0|1|0.1008|0.784722915|1.8559|-5.46|25.0|-47.73036108|519.5743695|4.05|2.84|3.8|0.866681099|0.33|4.26|-1053.413412|565.94|7.0132
12h_a40|443.8158546|2.0|1|0.3693|0.6948809659999999|2.5573|-5.13|23.0|-50.45378559|350.9435025|4.75|3.76|3.19|0.844008584|0.0|4.59|-2153.186757|548.82|6.0846
11e_a5|580.8135016|7.0|0|0.2125|0.747366251|2.3124|-6.28|31.0|-41.64560703|735.3048881|3.56|1.83|3.22|0.72163516|0.24|5.03|-1316.512503|717.76|7.3979
8_a47|493.3419136|4.0|0|0.2249|0.659210804|3585.0|-4.79|29.0|-44.09728708|559.4973856|5.61|3.9|3.02|0.819702033|0.13|5.67|-1686.0356350000002|621.06|7.3
12_a47|408.3591283|3.0|0|0.2241|0.618808977|2.1019|-5.94|24.0|-44.18983348|335.1175012|3.43|2.6|2.73|0.680723821|0.0|4.19|-1488.064043|537.79|8.2
19f_a38|479.6831205|5.0|0|0.0019|0.698414933|5.3152|-6.77|30.0|-54.50401599|595.8790650000001|2.78|2.4|4.82|0.734437553|0.14|3.13|-1332.160846|653.22|7.1397
8f_a12|494.2940092|3.0|0|0.2466|0.8409290840000001|0.9092|-5.47|27.0|-41.27611074|524.0516742|4.34|3.1|4.09|0.8381234340000001|0.1|4.99|-1481.115891|606.97|6.1898
25_a47|477.748546|5.0|1|0.0702|0.622598899|3.8832|-6.3|29.0|-44.52300552|513.2159236|3.53|3.08|3.26|0.6238742279999999|0.1|3.29|-1735.385814|626.55|7.8
16h_a32|507.7688359|7.0|0|0.2914|0.7619492790000001|3516.0|-6.22|28.0|-51.56009529|573.3529948|3.66|1.12|3.61|0.7359051059999999|0.26|5.86|-1955.970762|679.82|8.0655
8f_a8|348.0199311|4.0|1|0.1659|0.56916135|5.8283|-5.98|29.0|-71.22071405|485.8626377000001|3.82|4.11|3.14|0.90577048|0.0|4.69|-1361.626748|602.63|4.6428
12e_a31|524.7092721|9.0|0|0.2627|0.76012894|2.6024|-5.93|33.0|-68.32948993|798.7285626|4.48|2.21|3.87|0.725120432|0.24|6.69|-1809.85374|781.61|6.7696
12l_a36|549.2389652|5.0|0|0.4524|0.8212311840000001|5392.0|-6.68|31.0|-52.05361632|642.3830552000001|2.95|1.38|4.78|0.7379583590000001|0.13|2.75|-1325.15957|686.83|7.699
3a_a49|426.893216|5.0|1|0.0793|0.7476073409999999|3801.0|-7.67|29.0|-55.30832478|578.2841135|1.38|1.04|3.25|0.689774813|0.18|2.77|-1253.973708|635.89|7.1938
3d_a12|439.1353855|3.0|0|0.1583|0.8605417409999999|2.2068|-6.22|24.0|-34.34601551|410.9162081|2.81|2.26|3.98|0.77428353|0.11|3.37|-1006.704001|548.21|7.6021
12ar_a36|567.6702443|6.0|0|0.2372|0.8196353679999999|6.4688|-7.21|32.0|-54.80317647|708.5476357999999|2.33|1.59|4.86|0.705591187|0.17|3.14|-1364.467971|717.19|7.6021
12v_a30|575.1512171|5.0|0|0.1601|0.711738503|2.9171|-5.52|31.0|-52.18846092|685.6665849999999|5.12|3.79|4.62|0.806069067|0.14|5.11|-2494.92869|715.58|7.6596
16d_a32|440.9688416|6.0|0|0.2915|0.7689748270000001|3.2048|-6.62|26.0|-53.23914436|457.7130665|2.86|0.65|3.35|0.615749698|0.18|5.26|-1877.332369|621.59|8.1135
4_a27|441.4418013|2.0|2|0.1741|0.614205449|2.7371|-6.51|25.0|-29.89961815|424.8821143|2.55|2.66|3.11|0.682485674|0.16|2.94|-1083.119531|555.75|8.3979
12a_a5|549.7500455|5.0|0|0.0296|0.741588813|2.5642|-6.23|29.0|-36.01436435|650.3600841|3.38|2.17|3.06|0.746785093|0.21|5.12|-1201.990542|667.31|7.7212
8g_a12|473.055878|3.0|0|0.1601|0.7714487940000001|2.9986|-6.28|27.0|-42.39297373|480.0590283|3.06|2.89|4.07|0.90166696|0.1|3.31|-1154.281986|590.93|5.43
38_a18|661.3370874|10.0|0|0.5147|0.7400818459999999|1.9877|-5.55|38.0|-61.25359673|1228.492038|5.43|3.7|4.53|0.880927895|0.34|4.94|-1611.60375|861.93|7.041
8_a4|478.2025467|2.0|1|0.0642|0.576540652|4.5781|-5.76|25.0|-27.90231822|434.9654405|3.74|2.93|2.99|0.7261541020000001|0.15|4.63|-1450.21384|561.6|7.2676
9d_a40|485.2567189|2.0|1|0.4025|0.55759121|6.2032|-4.62|22.0|-31.08478865|346.9019309|5.16|4.07|3.25|0.8664205709999999|0.06|5.2|-1677.540538|542.19|6.9706
12j_a30|544.2686362000001|5.0|0|0.1516|0.7991060659999999|4.6727|-5.81|30.0|-47.76354083|686.039456|4.23|3.04|4.76|0.8134611009999999|0.17|4.35|-1615.064152|695.8|8.058
1a_a5|419.7878208000001|3.0|0|0.0126|0.808272639|4.4956|-6.58|23.0|-36.19957997|403.543273|2.17|2.09|3.54|0.7256546770000001|0.16|3.08|-951.110826|531.02|6.9706
1a_a18 (SB-431542)|352.3666367|4.0|0|0.3347|0.795744863|5.9926|-6.73|29.0|-74.98172333|513.4628663999999|2.7|1.54|3.25|0.7531996609999999|0.05|4.04|-1292.553086|620.23|6.9031
12s_a30|457.6180044|5.0|0|0.1576|0.591758164|3.0335|-6.06|31.0|-58.75255278|616.2856203|4.07|3.58|4.63|0.790481833|0.14|4.67|-1774.202623|677.35|8.129
3_a27|446.4308003|3.0|2|0.2208|0.610158103|2.7811|-6.41|25.0|-31.82136336|401.7540197|2.67|2.18|3.03|0.733853752|0.05|2.8|-1081.88481|547.92|8.3979
17_a47|519.8795281|4.0|0|0.4308|0.7666613659999999|3.4454|-5.83|30.0|-43.82821253|630.8611986000001|4.03|2.26|3.44|0.7457517659999999|0.08|5.12|-1254.943823|656.78|8.3
8h_a8|354.18563860000006|4.0|1|272.0|0.56916135|3.4779|-5.98|29.0|-72.14530885|485.8626377000001|3.82|4.11|3.11|0.918315905|0.0|4.69|-1361.618499|608.39|4.9359
6e_a40|490.3675161000001|5.0|1|0.3625|0.648802794|8.3311|-6.09|30.0|-70.52033811|587.7345677999999|4.4|2.12|3.98|0.866991176|0.21|5.02|-2831.156883|671.95|7.7447
3e_a32|467.865447|3.0|0|0.2914|0.77923808|3.4537|-5.2|23.0|-39.56206964|421.3548777|4.47|1.94|3.33|0.7752553659999999|0.24|6.8|-1672.722302|578.77|8.0862
47g_a18|708.1114197|13.0|0|0.5955|0.745431271|4966.0|-6.4|40.0|-55.35188184|1347.416568|4.52|2.79|4.87|0.731870777|0.34|3.22|-1743.346243|905.71|8.0458
4k_a46|474.67574630000007|2.0|1|0.1505|0.784722915|4.0015|-5.46|25.0|-49.65634024|519.5743695|4.05|2.84|3.8|0.8732380740000001|0.33|4.26|-1053.396715|582.84|7.0969
14d_a23|607.3441532|5.0|2|336.18|0.6906097959999999|5.6156|-6.1|31.0|-35.40917327|666.0036144999999|3.94|3.24|3.52|0.790346608|0.09|3.88|-1669.224874|696.21|8.4001
