molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12a_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.784989449|0.021610099|-0.00431394|5.4161004020000005|0|0.17758258|0.8332127109999999|-0.14667395|0.01039129|10.31197265|2|0.007890601|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|0.7867243829999999|0.525051106|1|-0.064340227|0.000279043|-38.17175304|107.5277007|0.059120235|-0.033799|-19.46913691|3.060902482|0.85136964|-1.047769006|-16.73754566|-17.23885621|38.81741016|0.476055146|-534.4045424999999|-8.792513441|7.563170499|14.43505064|0.908597808|4873.458436|-272.5679167|20.24838026|-358.4254366|5.487955617999999|0.0|0.0|0.0|0.0|3.39|0.0|-7.21|1.0|0.0|91.76|1.0|2.0|-6.41|22.0|-4.56|1.0|1.0|4.78|-5.95|0.000134|1.13e-06|0.00039|5.43|1.0|6.15e-08|3.0966|5.01|3.0966|-2097.826771|875.15|400.39|400.39|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|-2097.779499|3.8054|1778.0|5.7501|5.7501
12am_a36|0.0|1|0|0|-4.723487246|0|7.412764017000001|2|0.0|0.088482802|-0.015884751|5.351858133|2|0.122824831|0.0|-0.921315581|-0.011700732|10.9602097|1|-0.007897954|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|0.885733922|0.624142499|0|-0.091472759|0.305015372|-81.59051640000001|128.69607109999998|0.185013456|-0.045928425|-56.3667958|8.395550408|0.788334835|-2.480134939|-43.65752487|-31.72964526|75.34643812|0.484558903|-1713.4008440000002|-21.92042059|8.772646622|17.01968794|0.940085891|7238.033439|-1183.702712|40.24894481|-398.3921535|13.94067198|0.0|1.0|0.0|2.0|0.0|0.17|-7.14|2.0|0.0|130.43|1.0|7.0|-5.2|34.0|-6.4|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|3.86|0.0|7.24e-08|5.2317|4.86|3.8606|-1645.205296|1206.77|321.15|236.99|0.40752|0.6805100000000001|-1644.952145|0.2987|5.9258|-1645.016323|8.0872|0.06|7.2218|7.2218
16d_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.0|0.170838661|-0.017249763|5.733341277|0|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|10.31100273|3|-0.005427254|-0.239509216|-0.68301199|0|0.816581223|0.8575664540000001|0.107238939|0.916850163|0.7689748270000001|1|-0.091212351|0.41654798|-67.07571683|115.2070109|0.244506926|-0.036437402|-39.15098916|10.90312918|0.615749698|-1.493933474|-31.07481011|-21.26791022|71.91900971|0.4429631189999999|-871.9843187999999|-12.41372827|6.221435089|11.16880283|0.79521327|5768.495166|-508.962859|34.53986301|-135.1223777|19.43393087|0.0|1.0|1.0|2.0|3.01|0.18|-6.59|1.0|0.0|102.33|1.0|6.0|-5.65|26.0|-6.62|0.0|1.0|3.12|-4.18|0.000856|6.659999999999999e-05|0.0257|2.86|0.0|2.55e-07|3.6271|3.78|3.6271|-1877.360551|1023.44|341.83|341.83|0.70217|0.70217|-1877.185022|0.2915|3.2048|-1877.241687|3.8853|8.0|8.1135|8.1135
12k_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.001755273|-0.007818038|5.351858133|2|-0.13882907|0.0|-0.44562817|0.0043261129999999|10.31162844|1|0.0053380919999999|-0.154412059|-0.4186541|1|0.838579475|0.830875659|0.001281277|0.883029843|0.7933543279999999|0|-0.079026221|0.340031035|-65.04897323|106.8195439|0.184916442|-0.035199567|-43.09444587|10.61148425|0.7081361979999999|-1.865577056|-34.68429919|-23.31944323|68.37178540000001|0.47195436|-1235.930491|-15.44895229|8.416930701|15.93977881|0.893775698|6393.133321|-818.7944715|32.93073182|-275.77726980000006|14.9823028|0.0|1.0|1.0|1.0|0.0|0.17|-6.74|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|-6.19|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|5.1958|3.58|3.4715|-1690.302721|1200.31|357.15|238.62|0.39318|0.6864899999999999|-1690.031103|0.1512|4.9516|-1690.094082|5.0736|24.0|7.6144|7.6144
14a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|10.9464374|1|0.005757758|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|-0.062215607|0.490491034|-55.51601021|93.21042936|0.135922381|-0.031338217|-37.82586486|9.873779458|0.7007904070000001|-1.629587269|-28.88288575|-21.35231162|56.88212098|0.446584227|-1110.320204|-14.54840956|8.052850876|14.55117701|0.8069597009999999|6348.976909|-756.5172972|30.46889826|-273.61731430000003|14.81445329|1.0|1.0|1.0|1.0|2.86|0.08|-9.21|1.0|0.0|124.05|1.0|6.0|-4.65|32.0|-6.61|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|5.0653|4.98|3.5707|-1368.35698|1191.81|347.23|244.77|0.45928|0.63156|-1368.075682|0.0578|4.9775|-1368.13858|6603.0|38.0|7.4202|7.4202
8g_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.298078704|-0.000475415|-0.014340328|5.4161004020000005|0|0.000966222|0.0|-0.731356723|-0.009140059|10.94318883|1|-0.007047583|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|0.790058057|0.656457444|0|-0.136742629|0.298992226|-79.46906035|171.26571059999998|0.466064505|-0.052430233|-48.6934008|11.68315869|0.8330608209999999|-2.464220973|-51.33906829|-32.12579035|102.8541256|0.479218966|-1509.912147|-19.68456628|7.440878437999999|14.28792131|0.920192814|6581.432140999999|-925.1746152|38.56355928|-408.1554248|10.80625499|0.0|1.0|0.0|2.0|2.96|0.04|-7.4|2.0|0.0|111.38|1.0|4.0|-5.3|31.0|-6.34|0.0|0.0|3.5|-4.94|0.00209|1.16e-05|0.00483|3.53|0.0|4.01e-08|3.7495|7.17|3.7495|-1450.9549470000002|1083.78|330.67|330.67|0.69221|0.69221|-1450.728709|0.3904|6.0697|-1450.787398|7.5762|4.2|5.3768|5.3768
17g_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|4.377239517|-0.185924266|-0.002050512|5.82008293|2|-0.05611228|2.236579664|-0.13328325|0.012079|10.94501702|2|0.01245647|-0.323333765|-0.213708251|1|0.754575205|0.738521694|-0.10642733|0.7787714459999999|0.7276268779999999|1|-0.048170917|0.442201795|-47.17463902|10.60268439|0.079336825|-0.025918901|-31.48270383|6.48022912|0.749948388|-1.555134042|-21.45417373|-17.29736764|41.85775712|0.467997084|-1037.842058|-11.54365807|8.130878433|15.28352231|0.879688945|6102.424958|-692.6194843|23.06474408|-333.6136209|9.106383854|1.0|1.0|1.0|0.0|3.66|0.35|-6.96|2.0|0.0|133.03|1.0|6.0|-4.46|32.0|-6.28|1.0|0.0|3.63|-4.86|0.0148|1.39e-05|0.0059|3.68|0.0|1.1e-07|4.0458|3.22|4.0458|-1335.976491|1259.05|306.45|306.45|0.6623600000000001|0.6623600000000001|-1335.631756|0.1795|7.0584|-1335.693266|9.1706|246.0|6.6091|6.6091
3m_a32|0.0|1|1|1|0.0|0|7.773594467000001|0|0.0|0.013867955|-0.006290106|5.733341277|0|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|10.31100268|3|0.000822186|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|-0.0067207069999999|0.872498916|0.6672533589999999|1|-0.084626325|0.317009723|-56.15082133|92.61088121|0.201976727|-0.027127559|-33.57626169|4.801577352|0.674468222|-1.220740175|-30.25923462|-16.22134838|58.63348955|0.4687361229999999|-729.9606772999999|-9.699808932|7.0752395770000005|13.31775015|0.882303773|5724.714257|-436.4914018999999|24.05057475|-208.6520032|11.00984957|0.0|1.0|1.0|1.0|2.93|0.3|-7.38|2.0|0.0|110.36|1.0|3.0|-5.94|27.0|-6.17|0.0|1.0|4.12|-4.86|0.000449|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|3.5749|5.1|3.5749|-1863.502681|1073.31|346.82|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|5082.0|-1863.337677|8.0755|23.0|7.6383|7.6383
5b_a40|0.0|0|0|0|0.0|1|8.149890544|0|1.616656116|-0.067567502|-0.0049439079999999|6.167516491000001|0|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|10.31198309|2|0.006372485|0.013573521|-0.389789991|0|0.537115914|0.817071232|-0.400500595|0.88618123|0.503365018|1|-0.077031845|0.313503463|-45.78637031|169.18694230000003|0.118735598|-0.036507111|-22.96968039|4.811137897|0.829018186|-1.095213344|-19.38687321|-18.31454812|48.2348504|0.477304896|-549.4364437|-9.187872156|6.521443259|12.47657231|0.913161214|4813.179854|-275.6361647|22.09185326|-330.1175669|6.2955085660000005|0.0|0.0|0.0|0.0|2.82|0.21|-5.25|1.0|1.0|84.17|2.0|3.0|-5.43|21.0|-5.42|0.0|1.0|3.83|-4.84|0.00125|1.44e-05|0.00488|4.14|0.0|5.65e-06|3.9759|5.62|3.9759|-2096.782087|847.01|311.84|311.84|0.59928|0.59928|-2096.707754|0.3005|7.2947|-2096.757832|9.3069|64.0|7.1938|7.1938
41_a47|0.0|0|1|1|0.0|1|6.842683282|0|1.840145925|-0.225923786|-0.004083905|4.727387819|3|-0.080388467|1.601942802|-0.187859623|0.003530307|10.98214139|1|0.0047106|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.08640454|0.900915114|0.609110565|1|-0.061101947|0.245948366|-50.81597048|54.15850042|0.1768315369999999|-0.02929561|-28.69838714|5.852270304|0.653147815|-1.259711209|-19.48810377|-16.54473457|44.86996758|0.447046066|-711.4235867000001|-9.34366093|7.168742909|12.96444871|0.8084689140000001|5042.636398|-401.77742|25.33076615|-172.98086630000003|13.02756406|1.0|1.0|1.0|1.0|3.18|0.16|-7.47|0.0|0.0|99.09|1.0|4.0|-3.57|26.0|-6.66|1.0|1.0|3.06|-3.9|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|4.0167|2.41|3.7144|-1162.492089|995.43|333.8|308.67|0.6779|0.68638|-1162.288187|0.2504|4.9162|-1162.342476|6.8546|0.01|8.0|8.0
2_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.0|0.176032668|-0.008422099|4.727387819|2|-0.103423993|2.058239271|-0.311617665|-0.006049098|10.31162302|1|-0.0045709459999999|0.032450556|-0.568019422|2|0.899733837|0.769486995|-0.192034735|0.8401405609999999|0.841871246|1|-0.104577702|0.4551292289999999|-44.07280196|228.178656|0.249793422|-0.033150466|-20.68016573|2.628543258|0.727984269|-1.127115845|-23.02532673|-15.55510657|54.67257594|0.458202525|-528.8736235|-7.298882022000001|4.88513521|9.016533738|0.845708123|4446.904467|-248.1619888|21.36736636|-213.9529255|8.982583312000001|1.0|1.0|1.0|1.0|2.22|0.0|-6.89|0.0|0.0|90.49|1.0|2.0|-4.75|22.0|-5.93|0.0|1.0|3.06|-4.27|0.0054|5.33e-05|0.0162|3.13|0.0|1.3e-07|5.4397|1.97|3.3354|-1272.143337|841.85|371.73|227.92|0.37284|0.69543|-1272.001389|0.0962|4.0121|-1272.04778|5.4999|3981.0|5.4|5.4
8b_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.0|-0.01883655|-0.013629145|5.733341277|0|-0.130371116|0.0|-0.57242407|-0.010300564|10.31170011|2|-0.006785954|-0.092604362|-0.510259793|0|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0.8761979520000001|0|-0.120703408|0.281200674|-69.24221375|129.8921115|0.392380774|-0.040792077|-36.1645207|8.823644775|0.703469355|-1.590890986|-32.92631065|-21.30529654|79.93633765|0.479278|-830.906565|-11.12754483|6.142377144|11.79588561|0.920410507|4696.728592|-433.9742484|30.28603362|-212.5400476|12.97217579|1.0|1.0|1.0|2.0|2.71|0.25|-5.73|0.0|0.0|88.64|2.0|4.0|-4.05|23.0|-6.87|0.0|1.0|2.52|-3.4|0.0294|0.000399|131.0|2.02|0.0|1.86e-06|3.8582|1.77|3.8582|-1386.852117|927.61|321.36|321.36|0.70036|0.70036|-1386.681003|0.2643|3.6945|-1386.734257|5.6001|2.2|5.6576|5.6576
12z_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.065211069|-0.007671785|5.351858133|2|0.037307819|0.0|-0.421948174|-0.000143196|10.95429182|1|0.001194592|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|0.886776351|0.8212311840000001|0|-0.081592361|0.492335362|-68.09761735|114.3931487|0.165209595|-0.036238222|-45.16471514|10.28066212|0.712682362|-1.848149347|-35.89088901|-24.03445318|69.61568586|0.4577848329999999|-1225.757112|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|6146.834385|-812.9648725|33.72393432|-282.1167226|14.97465267|0.0|1.0|0.0|2.0|0.0|0.13|-6.66|1.0|0.0|128.47|1.0|5.0|-3.99|31.0|-7.08|0.0|0.0|1.66|-3.95|0.0412|0.000113|0.0458|2.4|0.0|2.21e-07|3.8969|2.98|3.8969|-1325.195958|1153.7|318.16|318.16|0.69397|0.69397|-1324.951498|0.4423|4814.0|-1325.010808|6.5892|5.0|8301.0|8301.0
12n_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.0304762079999999|-0.007311044|5.351858133|2|-0.1144447669999999|0.0|-0.387485343|0.001139238|10.31162898|1|0.002064369|-0.120380857|-0.464204099|1|0.669561738|0.815003426|-0.015189554|0.870930234|0.64876559|0|-0.083120674|0.390449649|-66.48079820000001|85.87072848|0.221849786|-0.038674741|-41.97990569|6.804436105|0.799403208|-1.895062322|-33.14358793|-24.42151771|63.2630417|0.4701566479999999|-1196.654368|-15.42118984|7.385790169|13.93957316|0.887350282|6353.890039|-755.6383024|30.54968688|-378.1217671|9.686460958|0.0|1.0|0.0|1.0|0.0|0.14|-6.9|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|-6.02|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.1999|4.07|3.4859|-1675.011418|1131.65|355.67|238.43|0.27009|0.6854|-1674.777231|0.1489|5.3143|-1674.83759|6.32|0.01|7983.0|7983.0
3e_a32|0.0|1|1|1|0.0|0|7.773594467000001|0|0.0|0.015619823|-0.006553709|5.733341277|0|-0.057366352|2.220794149|-0.275255791|0.000655875|10.31100276|3|0.002004382|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|0.85921771|0.77923808|1|-0.073411249|0.290874543|-53.92151824|47.09895162|0.131830389|-0.030786645|-29.05885545|3.608094688|0.7752553659999999|-1.200679139|-21.32040233|-16.59123638|46.25723848|0.4513338939999999|-647.0582188|-8.941186293|5.863649531|10.68709999|0.822602107|4827.877259000001|-348.70626539999995|21.40099522|-296.6758413|6.94742943|1.0|1.0|1.0|1.0|3.04|0.24|-6.92|1.0|0.0|97.86|1.0|3.0|-6.52|23.0|-5.2|0.0|1.0|4.3|-5.18|0.000103|6.6e-06|0.00225|4.47|0.0|1.2099999999999998e-07|3.5589|3.52|3.5589|-1672.748189|956.67|348.38|348.38|0.7025399999999999|0.7025399999999999|-1672.576776|0.2914|3.4537|-1672.62984|5.6928|8.0|8.0862|8.0862
7_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.0|0.198126776|-0.008855374|4.727387819|2|-0.047419994|1.989724777|-0.327648836|-0.007540435|10.3116226|1|-0.006696449|0.036673175|-0.592753801|2|0.881253042|0.790667152|-0.224253635|0.8632654590000001|0.773152968|1|-0.1034274319999999|0.5999725029999999|-47.72824381|230.9407974|0.217705402|-0.036877402|-23.61864737|2.377557323|0.7992146109999999|-1.253831681|-25.32764885|-18.2490344|55.98630667|0.3987206729999999|-620.4671695000001|-9.030659289|5.198046584|8.644978051|0.663120542|5055.700186|-307.0424158|22.83370969|-296.13678660000005|7.422807617|1.0|1.0|1.0|1.0|2.61|0.0|-7.48|1.0|0.0|95.5|1.0|2.0|-5.44|23.0|-5.68|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|3.79|0.0|3.28e-08|5.8849|3.09|3.4435|-1731.7341420000002|883.88|360.06|210.68|0.3456|0.69224|-1731.602893|0.1262|3.1299|-1731.651178|3.9813|1023.0|5.9901|5.9901
11d_a5|0.0|1|0|0|0.0|0|6.605297921|0|0.0|-0.245058546|-0.003373937|4.59511985|2|-0.125546291|0.0|-0.185566552|0.008307337|10.94877952|1|0.008809179|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.831190148|0.755793189|0|-0.063028408|0.359644732|-53.84338206|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|0.712305422|-1.525335513|-25.44574968|-18.63809379|48.19862797|0.49396568|-969.1808771|-11.84243331|8.920296087|17.62784804|0.976150552|5283.02167|-615.8065323|26.16587381|-269.7929124|11.51307533|1.0|1.0|1.0|1.0|3.37|0.17|-8.64|1.0|0.0|114.29|1.0|7.0|-4.14|29.0|-6.47|1.0|1.0|3.28|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|2.31e-09|4.4175|2.59|4107.0|-1239.127458|1154.67|301.89|280.66|0.66686|0.6533399999999999|-1238.855022|0.2068|2.8731|-1238.914819|3.7008|15.0|7.8239|7.8239
9a_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|0|0.168990628|0.921628874|-0.136162501|0.01310675|10.31197235|2|0.011966382|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|0.749764251|0.61091688|1|-0.060029933|0.002467659|-35.24260989|109.9916614|0.062399815|-0.032156295|-17.0405052|2.579562688|0.868476591|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|-528.6391483|-7.51786994|6.749223592000001|13.33684703|0.976056482|3991.317015|-255.607578|17.90285474|-356.33157|4.213574358|0.0|0.0|1.0|0.0|3.28|0.06|-6.4|1.0|0.0|86.7|1.0|2.0|-5.49|21.0|-4.85|1.0|1.0|4.08|-5.08|0.000944|8.33e-06|0.00243|4.54|0.0|4.02e-07|4.7066|4.07|3.3192|-1217.955997|847.69|373.53|263.42|0.47831|0.69958|-1217.825264|0.3483|3.8656|-1217.873686|5.09|214.0|6.6696|6.6696
12ba_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.090865777|-0.0075620109999999|5.351858133|2|0.087201747|0.0|-0.423472625|-0.002123045|10.9478512|1|-0.000621302|-0.168084618|-0.410941182|1|0.844641715|0.8256014690000001|0.041478447|0.890675195|0.796093405|0|-0.083210415|0.330220757|-73.03464847|100.798163|0.150261874|-0.037526591|-49.20258616|11.16896162|0.7068957840000001|-1.951382748|-37.76553687|-25.28122447|72.63670824|0.49229954|-1314.6236720000002|-17.03166444|7.409667253999999|14.59456478|0.969665341|6722.60947|-885.6465508|35.76372225|-278.7665262|16.03205543|0.0|1.0|0.0|2.0|0.0|0.12|-6.72|1.0|0.0|133.18|1.0|5.0|-4.77|33.0|-7.04|0.0|0.0|1.57|-4.25|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|1.91e-07|5.2506|2.79|3.0114|-1417.454721|1187.56|411.71|236.13|0.3989999999999999|0.70432|-1417.187763|0.0009|3.1996|-1417.249741|4.5448|21.0|7.6778|7.6778
15a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|10.9464374|1|0.005757758|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|-0.061755825|0.410151945|-55.4621036|96.58317516|0.13335968|-0.031425179|-37.6479704|9.799599501|0.702735071|-1.634109304|-28.45564196|-21.33157831|56.35672103|0.444668211|-1109.242072|-14.47998862|8.157552588|14.6895113|0.800725296|6322.278103000001|-752.9594081|30.3550786|-275.2352849|14.66318798|1.0|1.0|1.0|1.0|2.86|0.08|-9.21|1.0|0.0|124.05|1.0|6.0|-4.65|32.0|-6.61|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|5.0577|4.98|3.6496|-1368.35331|1189.31|339.72|245.14|0.41078|0.69076|-1368.0755869999998|0.0955|5.2588|-1368.1368730000002|6.8666|143.0|6.8447|6.8447
12x_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.058295476|-0.007008724|5.351858133|2|0.021670322|0.0|-0.40650598|0.00285431|10.33556641|1|0.003710345|-0.133106642|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|0.8792981679999999|0.855081905|0|-0.0737521679999999|0.3403819629999999|-70.20305027|81.81168174|0.163597165|-0.036722107|-47.22198284|7.974776509|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|-1333.8579550000002|-16.61514211|8.770758009|16.20591229|0.847720832|6193.10485|-897.2176739|31.79630645|-372.4502879|10.94693123|0.0|1.0|1.0|2.0|0.0|0.17|-7.05|1.0|0.0|135.47|1.0|6.0|-4.85|31.0|-6.64|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|0.0132|3.19|0.0|8.95e-08|3.8776|3.37|3.7364|-1670.452834|1209.23|331.83|319.74|0.6853600000000001|0.68112|-1670.182026|0.0199|5.6653|-1670.244307|7.2812|7.0|8.1549|8.1549
13_a47|0.0|1|1|1|0.0|0|6.605297921|0|0.0|-0.174238791|-0.0049262279999999|4.59511985|2|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|10.9452934|1|-0.000211465|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.8582665429999999|0.626280497|1|-0.081148294|0.244975411|-45.39284663|63.12660940000001|0.2183244369999999|-0.032468557|-23.38063458|4.705524762|0.688261242|-1.23380515|-21.52866736|-16.72368034|50.9329486|0.472007922|-635.4998528|-8.613918003|7.038683428|13.33103985|0.8939678120000001|4542.479565|-327.3288841|24.29844849|-193.936606|11.99338291|1.0|1.0|1.0|2.0|1.75|0.06|-7.9|0.0|0.0|91.59|1.0|3.0|-4.24|24.0|-6.0|1.0|1.0|3.19|-4.27|0.0185|5.41e-05|0.0173|3.17|0.0|1.26e-08|4.0302|2.7|4.0302|-1067.820961|895.21|307.63|307.63|0.67466|0.67466|-1067.665127|0.3382|3.5455|-1067.71601|4.8308|16.0|7.8|7.8
12_a4|-3.2834578760000004|0|0|0|0.0|1|7.535296702|1|2.070952433|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|2|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|10.31168324|1|0.009024784|-0.085553511|-0.220286906|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.8749408470000001|0.531333552|1|-0.070256284|0.636722126|-44.33087544|15.80191019|0.194761903|-0.025916226|-26.30835499|4.116653575|0.717772573|-1.269895089|-24.74343259|-15.38009964|48.6306683|0.470780296|-753.6248824|-9.127388465|6.223583758999999|11.7599245|0.889574393|6390.233612|-447.2420348|21.42753878|-258.476202|9.260141177|0.0|1.0|1.0|0.0|2.94|0.23|-7.84|1.0|0.0|113.02|1.0|4.0|-4.18|29.0|-6.84|0.0|1.0|3.3|-4.33|0.0266|4.64e-05|0.0188|2.72|0.0|1.45e-08|4.8592|6.12|3.8083|-1617.861623|1101.33|325.57|255.16|0.63967|0.68825|-1617.57796|0.0464|7.8701|-1617.634733|10.1971|9.29|5032.0|5032.0
14a_a5|0.0|1|0|0|0.0|0|6.605297921|1|0.0|-0.056730193|-0.0053665219999999|4.59511985|3|-0.132625457|0.0|-0.316624785|0.002956745|10.9488747|1|0.003668464|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0.144729708|0.847379958|0.71006207|0|-0.080875277|0.4398855029999999|-53.20786056|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|0.629783335|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|-1010.949351|-12.42997952|8.424031251|15.89694877|0.88709518|6177.303329|-683.6488737000001|29.18606491|-175.53051609999997|16.50789498|1.0|1.0|1.0|2.0|2.41|0.2|-8.84|1.0|0.0|123.0|1.0|6.0|-4.15|32.0|-7.08|0.0|1.0|3.05|-4.22|0.0304|6.02e-05|0.0256|2.55|0.0|1.45e-09|4.1501|4.3|4.1501|-1390.592722|1195.01|298.75|298.75|0.65789|0.65789|-1390.29207|0.5853|2.7115|-1390.352729|2.8163|112.0|6.9508|6.9508
15c_a10|0.0|0|0|0|0.0|1|7.535296702|2|2.154210861|-0.236118846|-0.002218445|5.4161004020000005|3|-0.06400528|2.063253638|-0.153072705|0.01143745|10.92970798|1|0.012271987|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.772328328|0.733973277|1|-0.046967376|0.418835517|-50.32840842|65.41494073|0.095541483|-0.019267867|-34.91899195|7.077912953999999|0.528228415|-1.233143495|-22.60962187|-13.36848349|42.7883594|0.449308156|-855.5829431|-9.275357237|8.639636218|15.6886947|0.8158976029999999|6673.826433|-593.6228632|25.30814911|-39.17102961|16.25826809|1.0|1.0|1.0|0.0|4.09|0.37|-7.79|1.0|0.0|141.96|1.0|6.0|-3.85|34.0|-6.99|1.0|0.0|3.1|-4.57|0.0646|2.68e-05|0.0122|2.94|0.0|1.6100000000000002e-08|5.5913|2.2|3.6709|-1450.241475|1318.35|337.75|221.75|-0.26999|0.70511|-1450.139335|0.0|2.4256|-1450.201574|4.8283|0.1|7.0|7.0
