molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3q_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.0|-0.017280695|-0.008072705|5.733341277|0|0.02785755|2.120544848|-0.419780649|0.000773658|10.31100266|3|0.002487149|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|0.901790225|0.716172604|1|-0.067604132|0.34156046|-60.46462749|41.73511731|0.15006201|-0.027989085|-37.3203761|7.058489861|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|-846.5047848999999|-10.6629646|6.428518903|11.93494358|0.856561949|6079.482066|-522.4852655000001|27.20679986|-166.61896299999998|13.90366881|0.0|1.0|1.0|1.0|3.34|0.3|-7.31|1.0|0.0|115.37|1.0|7.0|-5.91|28.0|-6.35|0.0|1.0|3.86|-4.62|0.000508|2.4100000000000003e-05|0.00992|3.47|0.0|4.88e-08|3.6236|5.15|3.6236|-1920.066488|1136.46|342.16|342.16|0.70216|0.70216|-1919.821707|0.2897|4.1362|-1919.883144|5.2657|28.0|7.5528|7.5528
32_a47|0.0|0|1|1|0.0|1|6.842683282|1|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|3|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|10.95005715|1|0.002350172|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|0.858292442|0.634406338|1|-0.05770007|0.266433793|-52.38450683|28.55112477|0.148372218|-0.026060474|-37.74862456|10.01980854|0.64116122|-1.381205148|-29.9621436|-18.77935151|55.48373932|0.44289006|-995.3056298|-13.53252578|8.656942728999999|15.53902041|0.794977846|6235.398576|-717.2238666000001|29.28959351|-203.4434306|16.38361254|1.0|1.0|1.0|2.0|3.67|0.26|-8.82|2.0|0.0|125.17|1.0|5.0|-4.81|31.0|-6.34|0.0|1.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|1.5e-09|4.9046|2.97|3.6829|-1778.127634|1184.76|336.65|252.79|0.48011|0.68986|-1777.843462|0.2839|4.8234|-1777.90286|6.3139|0.1|7.0|7.0
14c_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.596256692|-0.134137693|-0.005236206|4.727387819|2|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|1|0.004362505|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.8353837409999999|0.639264982|1|-0.067475189|0.6160012029999999|-57.64986681|36.22825261|0.133423541|-0.030217952|-41.50359456|12.73426132|0.66168729|-1.60155147|-34.9718749|-21.75466672|66.26540251|0.462147828|-1152.997336|-15.66173379|8.626337592|16.03849168|0.8592469290000001|6882.45|-830.0718911|32.87756477|-232.8055235|17.86404838|1.0|1.0|1.0|1.0|2.85|0.08|-9.28|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|-6.96|0.0|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|2.9|0.0|5.269999999999997e-10|5.7361|4.79|3.6741|-1460.602657|1241.55|337.45|216.15|0.3078|0.69113|-1460.324494|0.0694|7.3824|-1460.38772|9.04|153.0|6.8153|6.8153
3_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|2|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|10.92992985|1|0.011276682|-0.08121207|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.8367373309999999|0.623172012|1|-0.052578183|0.462670692|-31.92506825|12.23442244|0.080195284|-0.024645574|-15.5080075|2.493716402|0.7196876640000001|-0.985822953|-12.40663231|-11.97190059|30.67413075|0.430553837|-478.8760237|-5.815502811|4.832514477|8.486341272999999|0.7560922609999999|4677.30755|-232.6201124|16.63485592|-213.4321476|7.460728516|1.0|1.0|1.0|0.0|2.86|0.15|-7.19|0.0|0.0|95.12|1.0|2.0|-3.7|24.0|-5.99|1.0|1.0|3.31|-4.26|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|6.49e-08|4.9088|2.66|4.0639|-990.6395508|905.23|305.09|252.57|0.58445|0.58615|-990.467184|0.0871|2681.0|-990.514888|3205.0|104.0|6983.0|6983.0
18a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.854982521|-0.197348157|-0.003488994|4.727387819|2|0.033735832|1.6891461019999998|-0.19538364|0.007066388|10.31286146|1|0.007079018|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|-0.050645213|0.573315195|-51.6464295|29.59800426|0.073464296|-0.029276847|-35.04152115|7.887046626|0.710467198|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|-1032.92859|-13.47750813|7.037677899|13.72951861|0.950859191|6630.646100999999|-700.830423|27.95908297|-285.5992506|13.15449139|1.0|1.0|1.0|1.0|3.17|0.08|-9.4|2.0|1.0|131.64|1.0|6.0|-5.59|32.0|-6.28|0.0|1.0|3.9|-5.16|0.00113|6.98e-06|0.00305|3.78|0.0|3.95e-10|5.0214|3.69|3.4832|-1691.3151059999998|1211.84|355.95|246.91|0.35107|0.68577|-1691.036502|0.0354|3851.0|-1691.097989|5.3946|13.0|7.8861|7.8861
3t_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.0|0.028840888|-0.006089333|5.733341277|0|0.028527045|2.141978747|-0.304466646|9.83e-05|10.31100267|3|0.00139283|-0.122301673|-0.496165036|0|0.710773544|0.822076702|0.0466380209999999|0.870628579|0.687253845|1|-0.080203824|0.217914628|-61.58101978|97.01046154|0.171323757|-0.026967947|-38.89478416|5.681818647999999|0.684474482|-1.267493496|-31.99514268|-17.03304802|59.65287508|0.481726305|-800.5532571|-10.75813179|8.107111779|15.64252992|0.929482453|5525.861115|-505.632194|24.88485469|-233.0294362|10.85396804|1.0|1.0|1.0|1.0|3.41|0.3|-8.01|2.0|0.0|112.48|1.0|7.0|-6.48|27.0|-5.81|0.0|1.0|4.46|-4.93|0.00013|1.16e-05|0.00462|4.09|0.0|9.86e-09|3.5487|5.5|3.5487|-1864.708995|1129.24|349.38|349.38|0.70286|0.70286|-1864.472646|0.2906|1.2641|-1864.534478|2.7003|9.0|8.0458|8.0458
12ay_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.05976542|-0.006733838|5.351858133|2|0.1012005419999999|0.0|-0.404030255|0.003676818|10.9463292|1|0.0045625|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.109624825|0.833398429|0.857993338|0|-0.074251203|0.419950383|-64.13591431|126.7858133|0.170593592|-0.035337546|-41.57269314|7.569978132|0.778164805|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|-1282.718286|-14.84739041|6.466730436000001|11.82248632|0.828201506|6204.216872999999|-831.4538627999999|29.43551742|-360.6110621|10.15751916|0.0|1.0|0.0|2.0|0.0|0.21|-7.34|1.0|0.0|133.68|1.0|5.0|-4.54|31.0|-6.38|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|3.9348|3.79|3.6561|-1311.576473|1184.45|339.12|315.09|0.6727|0.6914|-1311.282556|0.1464|6.2579|-1311.343228|9.1844|18.0|7.7447|7.7447
8f_a8|0.0|1|0|0|0.0|1|7.05012252|0|1.241306689|0.024051247|-0.01032134|4.844187086|0|0.0587545909999999|0.0|-0.485102985|-0.007796225|10.94343488|1|-0.007036544|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|-0.016217844|0.751162751|0.56916135|0|-0.122135295|0.308621017|-62.06002501|317.0847898|0.403186031|-0.048375351|-36.18904175|4.613060521|0.90577048|-2.128515439|-41.53091131|-28.20910228|79.13157981|0.456995667|-1241.2005|-16.44956443|7.504290616|13.81994609|0.8416059290000001|5948.547713|-723.7808349999999|31.14376424|-473.23361|5.380213594|0.0|0.0|0.0|2.0|2.85|0.0|-7.95|2.0|0.0|105.27|1.0|4.0|-5.21|29.0|-5.98|0.0|0.0|4.04|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.7027|7.71|3.4876|-1361.658484|1022.89|355.5|263.65|0.55661|0.69925|-1361.455053|0.1659|5.8283|-1361.510739|7.8014|22.76|4.6428|4.6428
9i_a24|0.0|1|0|0|0.0|1|7.153833802|0|1.865102513|-0.113620183|-0.005148312|5.209486153|2|-0.076024544|0.0|-0.190487553|0.004814196|10.96661275|2|0.005891639|-0.336939175|-0.32068769|2|0.783500303|0.822658951|0.139004845|0.898194715|0.73094562|0|-0.064657333|0.379687415|-33.00219474|10.13249376|0.173910636|-0.024639839|-15.60091656|5.613069697999999|0.499238289|-0.837754515|-14.44881966|-11.64783344|42.43894111|0.468272544|-396.0263368|-5.506205845|5.946747117|11.18382556|0.8806627109999999|4155.922671|-187.2109987|23.33121014|0.720157264|18.05612763|1.0|1.0|1.0|1.0|1.36|0.0|-6.05|0.0|0.0|82.17|1.0|3.0|-2.6|22.0|-7.01|1.0|0.0|1.73|-3.1|716.0|0.000791|228.0|1.48|0.0|8.95e-07|4.6212|1.13|4.1459|-945.286637|825.7|299.06|268.3|0.58977|0.6755800000000001|-945.174716|0.0029|7.1135|-945.222448|9.2818|88.0|7.0555|7.0555
15_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|2|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|10.92966702|1|0.009514122|-0.136323668|-0.208590561|2|0.682616223|0.808676284|-0.079744227|0.863438637|0.635064845|1|-0.059234364|0.710970489|-44.18725043|33.67392858|0.084473199|-0.025240716|-26.33385303|6.61142847|0.646412648|-1.186313662|-21.03820054|-15.04246823|46.39507481|0.434181679|-706.9960069|-8.964715924|6.35937164|11.23924661|0.767351752|5769.347123|-421.3416484|23.27068984|-174.5122907|12.47504566|1.0|1.0|1.0|0.0|3.31|0.23|-8.3|2.0|1.0|111.21|1.0|5.0|-4.48|28.0|-6.07|1.0|1.0|3.83|-4.81|13.0|1.56e-05|0.0061|3.68|0.0|5.01e-09|5.7922|3.12|3.7997|-1604.08794|1086.19|326.3|214.05|0.41458|0.68543|-1603.851644|0.1647|4.5192|-1603.907391|6.1563|33.0|7.4815|7.4815
9h_a24|0.0|1|0|0|0.0|1|7.153833802|0|1.726213624|-0.203768024|-0.002864393|5.209486153|2|0.078066659|0.0|-0.105982525|0.013595277|10.96661419|2|0.012380829|-0.047269812|-0.207206943|2|0.687815726|0.78742035|0.183289617|0.859720539|0.656172477|0|-0.060337884|0.4016070679999999|-32.48899638|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|0.572371258|-0.8935525440000001|-13.48059881|-12.42226332|37.24443236|0.477589721|-422.3569529|-5.871651668999999|5.805547147|11.11300329|0.914204295|4170.098082|-199.6361567|21.70315707|-68.41568372|15.02620893|0.0|1.0|1.0|1.0|1.96|0.0|-6.05|0.0|0.0|82.17|1.0|3.0|-2.83|22.0|-6.85|1.0|1.0|1.97|-3.24|423.0|0.000575|166.0|1.7|0.0|8.95e-07|5.1739|1.16|4.3437|-945.2642633|831.92|285.43|239.63|0.54606|0.61928|-945.153352|0.0073|5.6654|-945.200628|7.7741|77.0|7.1135|7.1135
SB431542_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|1|0.096884952|0.0|-0.721718925|-0.0075336219999999|10.94951956|1|-0.005306541|0.089375589|-0.494976661|1|0.76592324|0.762577159|0.229470029|0.8220300859999999|0.7318727540000001|0|-0.128342313|0.274152231|-74.57768059|170.1252996|0.434670151|-0.048754953|-44.6389196|12.44282236|0.7608280590000001|-2.242727845|-45.98111161|-29.18257067|97.60813043|0.476091179|-1342.398251|-17.46740332|7.360028263999999|14.04829994|0.908729075|6203.505123|-803.5005528|38.35632812|-312.2404091|15.07117296|0.0|1.0|0.0|2.0|2.75|0.05|-6.76|1.0|0.0|109.21|1.0|4.0|-4.4|30.0|-7.04|0.0|0.0|2.58|-4.14|16.0|7.28e-05|0.0292|2.4|0.0|1.74e-07|||||||||||||||79.08|4.1019|4.1019
1i_a5|0.0|1|0|0|-4.358943904|0|6.605297921|0|0.0|-0.145964178|-0.006494891|4.59511985|2|0.018196138|0.0|-0.279280326|-0.0012491689999999|10.94550053|1|-0.000700145|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|0.8436458929999999|0.513260607|0|-0.091178745|0.4729402929999999|-46.82694838|201.1526326|0.112394438|-0.03570792|-26.09853285|2.575548983|0.759459597|-1.428316788|-28.32266298|-19.90145306|55.43870932|0.4697279689999999|-796.0581225|-11.09187646|7.314842247|13.79450888|0.8858245220000001|5432.586961|-443.6750585|26.20475553|-289.21443910000005|10.96226516|1.0|1.0|1.0|1.0|2.04|0.05|-8.88|2.0|0.0|95.49|1.0|4.0|-4.79|27.0|-5.73|0.0|1.0|4.12|-4.97|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.7243|3.58|4.3799|-1288.356212|957.58|283.08|262.44|0.4571199999999999|0.50107|-1288.210207|0.0207|2.6336|-1288.264271|2.8939|24.0|7.6198|7.6198
14a_a10|0.0|0|0|0|0.0|1|7.535296702|2|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|3|0.027446544|2.070512208|-0.147427016|0.011509975|10.92970798|1|0.012272222|-0.344811314|-0.168193178|2|0.76857495|0.7348225290000001|-0.011977878|0.770129205|0.740051323|1|-0.044416218|0.43555903|-51.23835032|67.52851799|0.088450549|-0.018970051|-37.18086445|7.140714112|0.542015878|-1.270993412|-23.38784787|-13.76552695|42.07091945|0.469029865|-922.2903058|-9.988888957|10.0292632|18.88856367|0.8833450959999999|6754.660977|-669.2555601|25.39690722|-60.97724212|15.9041322|1.0|1.0|1.0|0.0|4.4|0.39|-8.18|1.0|0.0|146.76|1.0|7.0|-4.21|35.0|-6.82|1.0|0.0|3.43|-4.8|0.0288|1.58e-05|0.00743|3.29|0.0|6.55e-09|5.5808|2.25|3802.0|-1489.655581|1380.89|326.1|222.16|0.34245|0.7047100000000001|-1489.42155|0.0005|3.1205|-1489.487381|4.8004|74.0|7.1308|7.1308
14aa_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.4143268310000003|0.066582026|-0.005050361|5.351858133|2|0.031136154|0.758549568|-0.287870566|0.013012022|10.313217300000002|2|0.012103325|-0.13397874|-0.4506138879999999|2|0.725358161|0.75434493|0.055269665|0.8072028240000001|0.693959193|1|-0.052155763|0.204831806|-51.83122853|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|0.796659447|-1.6743643259999998|-24.18971469|-21.51484958|47.78906871|0.4930525229999999|-1140.287028|-14.65218978|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|-404.0660854|9.388663605|0.0|1.0|1.0|1.0|3.68|0.12|-8.16|2.0|1.0|130.22|1.0|5.0|-6.23|32.0|-5.92|0.0|0.0|4.1|-5.55|0.000259|2.81e-06|0.00123|4.31|0.0|6.9799999999999995e-09|3.5934|4.1|3.5934|-1708.5626|1231.11|345.03|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|5.8286|-1708.338059|8.3532|4.0|8451.0|8451.0
11g_a5|0.0|1|0|0|0.0|1|7.139660336|0|1.984996534|-0.204002571|-0.004593347|5.209486153|2|-0.083337229|0.0|-0.252634073|0.00599982|10.94877951|2|0.006964153|-0.233590516|-0.267507083|2|0.777565622|0.814159231|-0.075382189|0.8737292720000001|0.73551511|0|-0.067247149|0.396049407|-50.16001519|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|10.02633335|0.543581314|-1.297557078|-29.04250676|-16.72000506|59.4498014|0.485790997|-852.7202582999998|-10.98794595|9.342496899|18.16867625|0.944734523|5817.569415|-560.3852433999999|30.75897687|-57.28097817|21.05845771|1.0|1.0|1.0|1.0|2.34|0.08|-9.04|1.0|0.0|118.35|1.0|7.0|-4.12|31.0|-6.84|0.0|0.0|2.96|-4.31|0.0312|4.88e-05|0.0199|2.75|0.0|9.229999999999999e-10|4.5106|2.3|4.2083|-1330.189793|1180.25|294.62|274.87|0.56924|0.63081|-1329.927772|0.2403|3.2282|-1329.988893|4314.0|0.03|7.5229|7.5229
12ab_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.026189286|-0.008528077|5.351858133|2|0.018023992|0.0|-0.520212725|0.003529389|10.31162784|1|0.005111479|-0.207153446|-0.384942092|1|0.8397577820000001|0.809127478|0.078325164|0.855880335|0.794193541|0|-0.082740301|0.4605456229999999|-71.0035788|119.79740259999998|0.200246511|-0.031859359|-49.97135112|15.64609074|0.603952976|-1.815983471|-40.9825333|-22.42218278|80.46280277|0.461207954|-1278.064418|-15.78042667|8.44310703|15.6704374|0.856003642|6918.884105|-899.4843201|37.1257096|-146.321375|21.48976996|0.0|1.0|1.0|1.0|0.0|0.21|-6.83|2.0|0.0|140.26|1.0|7.0|-5.61|33.0|-6.39|0.0|0.0|2.52|-5.0|0.00113|9.94e-06|0.00456|3.81|0.0|1.47e-07|4.8018|3.34|3.4919|-1804.824495|1275.19|355.06|258.2|0.46561|0.68324|-1804.523449|0.1511|6.9089|-1804.589076|7.4968|17.0|7.7825|7.7825
12aq_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|2|0.076517478|0.0|-0.674732412|-0.006653538|10.95447882|1|-0.004569485|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|0.89459881|0.849217847|0|-0.1093001919999999|0.162384515|-81.56528598|86.6958382|0.318529388|-0.042953452|-54.49698711|9.548598682|0.7619767479999999|-2.319486422|-48.79273723|-28.69889692|87.31909781|0.426481765|-1549.740434|-19.17486584|8.596645087999999|14.98931431|0.743623723|6296.75201|-1035.442755|37.66374367|-350.0740123|13.83147784|0.0|1.0|0.0|3.0|0.0|0.13|-6.14|1.0|0.0|131.85|1.0|6.0|-3.52|32.0|-7.79|0.0|0.0|1.15|-3.45|129.0|0.000359|152.0|1.55|0.0|7.19e-07|3.9049|3.88|3.3759|-1401.669694|1190.22|367.26|317.51|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|6.7649|-1401.452487|8671.0|55.0|7.2596|7.2596
47f_a18|0.0|0|0|0|0.0|0|7.03438793|1|0.0|-0.005500039|-0.005817448|4.844187086|0|-0.048472184|0.0|-0.477030713|0.0036509859999999|10.94702253|0|0.00531392|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0.745431271|0|-0.063824969|0.375218907|-72.03501774|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|9.979328976|0.726550657|-2.290978185|-46.00060733|-24.61956302|65.93954138|0.483843526|-1944.945479|-20.90098811|10.55465562|20.44855806|0.937396993|7870.103594|-1651.17806|33.88554232|-384.6642262|14.07716085|1.0|1.0|1.0|2.0|0.0|0.34|-9.22|3.0|2.0|164.47|1.0|13.0|-6.11|40.0|-6.4|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.0964|8.13|3.0964|-1743.375413|1602.99|400.42|400.42|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|3.8532|-1741.802171|4.4861|9.0|8.0458|8.0458
7f_a10|0.0|0|0|0|-4.8022906380000006|1|7.535296702|1|1.924772416|0.103083789|-0.011104817|5.4161004020000005|2|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|10.92948443|1|0.0030999659999999|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.009545801|0.8499946070000001|0.5209683970000001|1|-0.064238302|0.7359022890000001|-53.02456669|15.96885516|0.068226214|-0.03645808|-29.53487321|2.474090768|0.8217865520000001|-1.713529756|-19.93012491|-20.30728086|40.22275023|0.402568457|-954.4422004|-11.31122804|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|24.71113795|-358.4725202|7.137285626000001|0.0|1.0|1.0|0.0|2.97|0.23|-8.13|2.0|0.0|106.77|1.0|4.0|-5.54|30.0|-5.47|0.0|0.0|4.39|-5.6|0.00119|2.52e-06|0.00103|4.7|0.0|7.38e-09|5.7757|4.93|3.6256|-1442.216293|1034.38|341.96|214.67|0.34467|0.6833600000000001|-1442.001311|0.0191|2.2631|-1442.058773|3.2524|141.0|6.8508|6.8508
4o_a46|0.0|0|0|0|0.160026534|1|7.825245291|1|2.138144369|-0.24479566|-0.000627744|5.587248657999999|1|-0.2363624889999999|0.0|-0.032014955|0.010870588|10.93828256|1|0.010144781|-0.028735607|-0.096073163|1|0.626333846|0.7699448320000001|-0.121466731|0.8176134690000001|0.6418406720000001|0|-0.0648126359999999|0.372146122|-36.03345669|5.821925821000001|0.049267382|-0.021901697|-19.76117845|2.9243708|0.7510206490000001|-1.051281434|-19.49276784|-12.01115223|40.87645867|0.460981009|-576.535307|-6.587059484|5.527567399|10.25486577|0.855222204|4966.476822|-316.1788552|15.99310518|-275.3254498|5.972929428|0.0|1.0|1.0|0.0|3.12|0.32|-7.26|1.0|0.0|103.66|1.0|2.0|-4.91|26.0|-5.51|1.0|1.0|3.92|-4.87|0.00422|1.34e-05|0.0045899999999999|4.06|0.0|5.5e-08|4.3255|3.76|4.3255|-1070.456878|1022.29|286.64|286.64|0.6843|0.6843|-1070.223416|0.1598|3.4494|-1070.276387|4.8244|162.0|6.7905|6.7905
5a_a40|0.0|0|0|0|0.0|1|8.149890544|0|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0|-0.108428634|0.808197279|-0.152120625|0.011345707|10.31198338|2|0.010425818|0.007301856|-0.363338726|0|0.538671739|0.756882266|-0.442215721|0.820901326|0.5263598389999999|1|-0.078132307|0.04987082|-40.27003217|174.99981530000002|0.146821673|-0.036396585|-17.82228195|4.042943749|0.8224652720000001|-1.091897544|-15.30358975|-16.10801287|43.71412865|0.4889874279999999|-483.24038600000006|-7.128912782|5.507689573|10.7779923|0.956899016|3736.248815|-213.8673835|19.58503709|-285.426492|5.795040371|0.0|0.0|1.0|0.0|2.49|0.21|-4.05|0.0|1.0|74.15|2.0|3.0|-4.13|19.0|-5.9|1.0|1.0|2.8|-3.67|0.0202|0.000213|0.0574|2.88|0.0|8.950000000000001e-05|3.7921|4.36|3.7921|-1177.598691|757.45|326.96|326.96|0.69499|0.69499|-1177.51016|0.4461|5.7163|-1177.555706|7.6003|81.0|7.0915|7.0915
14_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|1|-0.0135414919999999|0.0|-0.069682036|0.009588001|10.94612798|1|0.008943549|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.158051825|0.843811017|0.500893739|0|-0.065776751|0.218112446|-32.31961528|12.12963775|0.148961754|-0.03015272|-14.69670456|2.697931638|0.768457211|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|-452.4746139|-6.23496557|5.304461808|8.859498364|0.6701974079999999|3944.638539|-205.7538638|17.84270058|-244.1511936|7.175500282000001|0.0|1.0|0.0|0.0|2.39|0.06|-5.71|0.0|0.0|80.09|2.0|2.0|-3.4|21.0|-5.8|1.0|1.0|3.2|-3.97|0.11|0.000106|0.0295|3.09|0.0|1.95e-06|4.5233|3.22|4.2312|-918.9507745|794.51|293.02|274.1|0.53298|0.55975|-918.851356|0.1067|2.3797|-918.896242|3.3312|1.32|5.8794|5.8794
17b_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.785120622|0.001256821|-0.004368141|4.727387819|2|-0.026412432|1.968416259|-0.266456625|0.005120507|10.93106294|1|0.005244553|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.838260077|0.636746066|1|-0.068207754|0.410780725|-60.19950116|99.61874923|0.1178296009999999|-0.029249891|-45.64634114|9.129863339|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|0.476276266|-1264.189524|-16.81707305|9.700133933|18.52147096|0.909403632|6674.061446|-958.573164|30.59704545|-341.0100868|13.32894629|1.0|1.0|1.0|1.0|3.25|0.11|-10.04|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|-6.53|0.0|1.0|3.78|-5.07|0.00218|8.59e-06|0.00394|3.61|0.0|9.08e-11|5.4236|5.89|3961.0|-1483.873254|1329.35|313.02|228.6|0.31395|0.6594800000000001|-1483.563965|0.1741|3.5074|-1483.630939|5.2142|101.0|6.9957|6.9957
2_a27|0.0|0|0|0|0.0|2|6.605297921|0|3.250529415|0.09890645|-0.0065894809999999|4.59511985|2|-0.196529806|1.267636369|-0.276758209|0.009338889|10.93783218|1|0.00988756|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.8585302370000001|0.60904903|1|-0.058444848|0.408120957|-41.03489597|9.194894069|0.153130039|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|-574.4885436000001|-7.415462877|5.312170441|9.527176544|0.7934621359999999|4774.521748|-289.2030522|22.03636323|-169.6109632|11.39718489|0.0|0.0|1.0|0.0|3.06|0.11|-5.84|0.0|0.0|92.58|2.0|2.0|-3.19|24.0|-6.69|1.0|1.0|2.52|-3.7|204.0|0.0002009999999999|0.0638|2.18|0.0|1.45e-06|4.1624|4.32|4.1624|-1043.821085|906.48|297.87|297.87|0.55857|0.55857|-1043.665151|0.3217|4.7049|-1043.715364|6.8854|13.0|7.8861|7.8861
