molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|GATS1pe|RASA|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
1a_a5|0.0|0|0|0|0.0|0.0|1|1|0.0|-0.271170445|-0.001785522|4.59511985|2|0.021346801|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0|-0.123867037|0.069867374|0.114184614|2|0.8309401009999999|0.11504495|0.808272639|0.833638233|-0.075618812|0.008036994|-38.07869556|4.047117885|83.60943679|0.166361767|-0.027665419|-18.22870183|46.38422909|-13.93123008|0.455258786|1940.139869|419.7878208000001|-571.1804334|-7.015226132|0.274345323|6.199179484|11.38004491|4005.068642|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|0.0|1.0|0.0|1.0|3.54|0.0|0.16|3.08|1.42|0.0|93.49|0.0|3.0|-2.6|23.0|-6.58|298.34|1.0|0.0|1.75|0.00253|755.0|109.0|2.17|0.0|2.13e-05|2.8332|-951.110826|531.02|882.1|0.2109|386.8|0.44868|-0.12226|4.4956|0.028664612|-951.226623|6.7017|6.9706|6.9706
7h_a8|0.0|1|0|0|2.99743835|0.0|0|0|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|0|0.04737037|-0.23505152|0.00112124|-0.0873792009999999|10.94341365|0.0260356679999999|1|1|-0.043606497|0.052081992|0.141285105|0|0.515235986|0.095758228|0.507325475|0.771011027|-0.0934764819999999|0.011647275|-53.88211443|6.71377223|70.28953528|0.228988973|-0.041038456|-30.96107949|58.94376531|-23.65556243|0.4346108389999999|2534.324886|444.4294792|-969.8780597|-13.63564064|0.107169655|7.589672923999999|13.42380338|5657.402114|-559.0612661|26.49502512|0.00878112|-452.8739011|1086.29603|1.0|0.0|1.0|0.0|3.12|3.2|0.0|5.52|5.49|2.0|101.89|0.0|3.0|-5.68|28.0|-5.27|373.35|0.0|1.0|4.63|2.09e-06|0.00078|0.00118|4.66|1.0|1.31e-06|3.9282|-1285.151298|593.53|999.62|0.3885|500.94|0.6963199999999999|-0.16076|7.0847|0.03092828|-1285.0707960000002|9.1188|4.9788|4.9788
19g_a38|0.0|1|0|0|3.229090845|0.0|2|2|0.0|-0.077355838|-0.008497058|5.351858133|2|0.042419753|-0.458841138|-0.006877664|-0.009881824|10.96052467|-0.046735135|1|1|-0.096139701|-0.098027247|-0.250781298|1|0.653741315|-0.063110203|0.632625562|0.7200062690000001|-0.114243258|0.022953686|-72.29378538|14.52522351|137.56612280000002|0.279993731|-0.038842708|-34.56416368|86.78105144|-24.57988703|0.455443492|2897.384301|455.6240763999999|-1228.994351|-15.5542928|0.280058007|6.327835378|11.62016299|6631.17356|-777.7146399000001|34.14148263|0.0228937029999999|-278.3610963|1707.074131|1.0|1.0|1.0|1.0|4.82|2.52|0.14|3.55|3.11|1.0|125.65|0.0|5.0|-4.25|31.0|-6.81|419.43|0.0|1.0|2.97|5.68e-05|0.0238|0.0196|2.88|0.0|3.19e-05|3.6887|-1431.386981|638.82|1104.29|0.2285|475.84|0.3937|-0.15269|5.0677|0.03244515|-1431.244906|6.1765|7.3778|7.3778
4n_a46|0.0|0|0|0|0.0|0.126268818|1|1|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|0.045335917|-0.234842682|0.004988019|-0.144852516|10.94021058|-0.064683066|1|1|-0.349865095|0.070558373|0.109017734|0|0.741742667|-0.06655165|0.7427183759999999|0.903145407|-0.085838139|0.008424451|-47.16810275|4.629240193|172.8490949|0.096854593|-0.031047837|-31.21601103|51.4039205|-17.06080312|0.428896538|2195.786424|496.2788787|-801.8577467|-9.374920341|0.136796337|5.666371466|9.921794991|4955.374473|-440.621256|19.76451658|0.0077084869999999|-399.1612105|928.9322794|1.0|0.0|1.0|1.0|3.75|2.84|0.27|4.33|4.94|1.0|102.92|0.0|2.0|-5.43|26.0|-5.26|343.42|1.0|1.0|3.9|3.75e-06|0.00129|0.00273|4.41|0.0|7.340000000000001e-05|3953.0|-1090.302556|578.83|1011.66|253.0|502.02|0.41625|-0.16641|6.2318|0.04131598|-1090.151267|8773.0|5.2845|5.2845
4_a4|0.0|0|0|0|0.0|0.0|1|1|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|2|0.036775068|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|1|-0.035166634|-0.048056862|-0.078747188|2|0.646069495|-0.168712277|0.636572383|0.933276024|-0.06873731|0.008570112|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|-0.0255766729999999|-13.21145879|40.86951119|-13.17774406|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|-6.78950447|0.2062820269999999|5.326452915|8.855289118|4878.070704|-291.9486922|16.60255217|0.010586293|-302.661743|713.9097433|1.0|1.0|0.0|1.0|3.15|3.09|0.19|4.52|4.41|1.0|100.08|0.0|2.0|-4.12|25.0|-5.79|326.39|1.0|1.0|3.64|7.59e-05|0.0248|0.00877|3.52|0.0|8.85e-06|4.0261|-1029.93716|566.84|960.45|0.1106|394.06|0.55032|-0.1696599999999999|2.6814|0.02323788|-1029.813844|3.1195|7.1079|7.1079
7b_a8|0.0|1|0|0|3.213855584|0.0|1|1|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|1|0.040873016|-0.4829936279999999|0.002074537|-0.052309137|10.9465091|-0.0254956129999999|1|1|-0.039357491|-0.021509048|-0.035044152|1|0.710658316|0.048462902|0.677544268|0.7223476129999999|-0.1000685009999999|0.033167971|-59.93853201|19.86678613|145.0783004|0.277652387|-0.041332642|-36.39338307|73.70461365|-24.75721974|0.4787988|2776.185773|432.6681725|-1138.832108|-14.82895606|0.246064343|7.698000901|14.76972982|6185.0105140000005|-682.1319788|32.83731114|0.022982731|-304.2022276|1510.516312|0.0|0.0|1.0|1.0|3.49|3.37|0.09|4.48|3.8|2.0|110.8|0.0|3.0|-5.25|30.0|-6.15|396.4|0.0|1.0|3.5|5.64e-06|0.00224|0.00454|3.61|0.0|8.94e-06|3.26|-1330.595067|621.4|1067.73|0.2517|506.21|0.44725|-0.13639|9.9463|0.0273745|-1330.448193|12.7344|4.8687|4.8687
13j_a6|0.0|1|0|0|3.409065702|0.0|1|1|0.0|0.0353600779999999|-0.015004989|5.351858133|1|0.041728395|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|-0.047513534|1|1|0.121750719|-0.045418125|-0.073507141|1|0.8744720490000001|-0.063948098|0.830577798|0.6229641429999999|-0.129511589|0.03111288|-86.54032868|20.78979124|180.6709018|0.377035857|-0.046428683|-53.67779048|99.85109065|-31.02389141|0.433600896|2907.3053210000003|416.2679342|-1644.266245|-20.73032827|0.215833159|8.741405506|15.43329684|6276.316063|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|2096.832152|1.0|1.0|1.0|1.0|3.56|2.26|0.12|4.16|3.54|1.0|120.17|0.0|6.0|-5.03|32.0|-6.81|427.46|0.0|1.0|2.82|9.32e-06|0.00398|14.0|2.95|0.0|1.36e-06|3.5599|-1426.520775|712.52|1196.6|0.2857|555.0|0.69993|-0.14602|8.3187|0.03242949|-1426.335207|10.9731|6.5817|6.5817
3_a27|0.0|0|0|0|0.0|0.0|0|0|3.127072625|0.124551908|-0.00648099|4.59511985|2|0.040512821|-0.27868256|0.009082086|0.042659548|10.93782973|0.024154412|1|1|-0.296039263|-0.1984716939999999|-0.341338963|2|0.640545265|0.136381755|0.610158103|0.862115922|-0.086153958|0.019234305|-44.61323499|9.960129259|10.71226495|0.137884078|-0.032307734|-16.47810502|54.32114618|-16.72996312|0.44566003|2294.213272|446.4308003|-669.1985248999999|-8.663302268999999|0.266146248|6.457886343999999|11.64968556|4960.583812|-346.53209080000005|22.79740761|0.018747239|-242.1936891|911.8963045|1.0|0.0|1.0|1.0|3.03|3.11|0.05|2.8|2.94|0.0|97.71|0.0|3.0|-3.7|25.0|-6.41|329.36|1.0|1.0|2.74|0.0002|0.0658|0.0339|2.67|0.0|0.000423|3962.0|-1081.88481|547.92|931.06|0.2305|425.72|0.34864|-0.16457|2.7811|0.02032437|-1081.794829|4.1551|8.3979|8.3979
14x_a23|0.0|0|1|1|0.0|0.0|0|0|3.101221922|0.0944818319999999|-0.0065692219999999|5.351858133|2|0.04314059|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|2|0.160327487|-0.073958723|-0.206574435|2|0.5788469970000001|-0.035031888|0.558482531|0.7768288609999999|-0.084244058|0.022095943|-55.83053941|14.64350681|42.44114495|0.223171139|-0.034056109|-31.13207597|70.40248829|-22.56979253|0.468120981|3071.48868|514.8229467|-1060.780249|-14.95753786|0.277788677|7.777802167999999|14.62325432|6989.569075|-703.0042792|31.25095356|0.0219879679999999|-294.5294492|1468.794817|0.0|0.0|1.0|0.0|3.42|3.42|0.05|4.2|5.14|2.0|120.2|0.0|5.0|-5.68|32.0|-6.35|447.46|0.0|0.0|4.06|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|5.23e-06|3.6941|-1828.371718|675.21|1149.42|0.3184|537.48|0.6757|-0.15259|5.7933|0.02165405|-1828.228912|8.1916|8.4949|8.4949
37_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|-0.0013530679999999|-0.005351023|4.844187086|1|0.036746032|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0|-0.0276034839999999|-0.1483628609999999|-0.224171123|0|0.7100921609999999|0.020848396|0.699483099|0.831783747|-0.074857954|0.009098426|-54.7389628|6.653112344|12.63119843|0.168216253|-0.0286221589999999|-36.62790634|65.15554136|-20.92960342|0.488368082|3055.795406|608.2316837999999|-1423.213033|-15.30451633|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|0.0|1.0|0.0|1.0|4.31|0.0|0.3|3.68|3.3|2.0|151.14|0.0|7.0|-5.68|36.0|-6.14|480.6|1.0|0.0|2.93|2.08e-06|0.000999|0.00161|4.36|0.0|7.27e-07|3.2127|-1532.974371|794.5|1395.35|499.0|673.45|0.69305|-0.13194|2.2872|0.02274574|-1532.622404|3.0375|7.4559|7.4559
14t_a23|0.0|0|1|1|0.0|0.0|0|0|3.410065804|0.04919958|-0.005383494|5.351858133|2|0.045277778|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|2|0.134446672|-0.074441567|-0.136106024|2|0.725800261|0.113493155|0.6906097959999999|0.920956836|-0.079253435|0.017433037|-51.65035498|11.36130649|36.6149406|0.079043164|-0.033286443|-23.52629623|61.0040156|-21.69314909|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|-14.13766923|0.2000541589999999|7.55064865|14.13931199|6523.656379|-706.8834616|27.11827225|0.014352462|-390.9561553|1355.9136119999998|0.0|0.0|1.0|1.0|3.52|3.49|0.09|3.88|4.33|2.0|125.25|0.0|5.0|-5.85|31.0|-6.1|425.51|0.0|0.0|3.78|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|7.03e-06|3.2060000000000004|-1669.21916|692.08|1184.43|0.2061|534.86|0.5824199999999999|-0.15625|5.8672|0.02135191|-1669.040656|8.3062|8.3979|8.3979
14c_a23|0.0|0|1|1|0.0|0.0|0|0|3.349976042|0.06596946|-0.005822256|5.351858133|2|0.043538647|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|2|0.077009731|-0.071484865|-0.13187015|2|0.722187957|0.1114214519999999|0.659570836|0.922935039|-0.0800086929999999|0.018842596|-53.17009158|12.52192141|38.43627129|0.077064961|-0.034046252|-25.07982076|64.05912299|-22.62557089|0.459622824|2955.304496|613.3401089|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|14.49533577|6755.962581999999|-706.6878684999999|28.88097191|0.016385474|-376.6791777|1357.40568|0.0|0.0|1.0|1.0|3.4|3.6|0.05|4.0|4.67|2.0|125.29|0.0|5.0|-6.13|31.0|-6.03|445.93|0.0|0.0|4.0|7.49e-07|0.000334|0.00126|4.21|0.0|4.55e-06|3.7031|-2089.501598|693.64|1177.63|356.0|549.86|0.56781|-0.15143|7.2704|0.02236136|-2089.354057|10.369000000000002|8.6253|8.6253
19_a20|0.0|1|0|0|3.423603867|0.0|0|0|0.0|0.071176085|-0.0096278259999999|4.727387819|3|0.0396875|-0.539158264|-0.006620594|0.077469518|10.94899558|-0.063133522|1|1|0.175308615|-0.049177437|-0.083481481|3|0.811128636|-0.143992458|0.7741509329999999|0.754452534|-0.099685049|0.013643765|-65.49811346|8.964643162|339.8339889|0.245547466|-0.038340404|-39.5992891|75.98477124|-25.1915821|0.483310517|2849.084477|495.7134289|-1309.962269|-16.55214209|0.203929412|7.950138729|15.38668579|6325.747732|-860.7113887|31.64490997|0.0159602|-389.0666676|1645.535318|1.0|1.0|1.0|1.0|3.49|2.49|0.08|4.97|4.08|1.0|122.86|0.0|5.0|-4.89|32.0|-6.8|420.47|0.0|1.0|3.16|1.29e-05|0.00541|0.0112|2.91|0.0|9.86e-08|3.3616|-1368.378274|687.79|1190.68|0.2998|519.34|0.6987399999999999|-0.13903|4.2507|0.03487615|-1368.190746|6.3327|5585.0|5585.0
19_a34|0.0|0|0|0|0.0|0.0|1|1|1.898101852|-0.068004837|-0.013066507|5.351858133|1|0.044107744|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|1|-0.29861864|-0.255220734|-0.401414514|1|0.866604574|0.08178394|0.818710955|0.6399024520000001|-0.1255804019999999|0.039589023|-62.64265252|19.74799697|131.5318459|0.360097548|-0.039656969|-28.08688512|77.38527508|-19.78189027|0.467358389|2127.363207|319.1993829|-751.7118302|-9.86770272|0.3377105079999999|5.495780422|10.31797048|4496.516479|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|0.0|1.0|0.0|1.0|3.07|2.77|0.18|2.69|2.31|0.0|83.95|0.0|3.0|-2.73|23.0|-7.01|309.32|1.0|1.0|2.1|0.00186|574.0|218.0|1.66|0.0|0.00291|4.1721|-1046.5747720000002|538.96|882.87|0.2189|421.62|0.6897300000000001|-0.1735|3.4272|0.03168624|-1046.509891|5.0441|6.0044|6.0044
12t_a36|0.0|1|0|0|3.500121488|0.0|2|2|0.0|-0.058770337|-0.00673635|5.351858133|2|0.041767677|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|1|0.059266516|-0.101854847|-0.169994208|1|0.902377067|-0.009662203|0.857993338|0.8337556420000001|-0.100615514|0.017627553|-67.01551397|11.7409283|86.12920631|0.166244358|-0.035934112|-32.61842026|77.32343502|-23.93411213|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|-15.94144641|0.21683192|7.960344391|15.36435856|5936.009091|-892.7209991000001|30.56063281|0.01547607|-377.2113003|1711.395437|1.0|0.0|0.0|0.0|4.94|0.0|0.21|3.62|2.45|1.0|133.52|0.0|6.0|-4.61|31.0|-6.33|409.49|1.0|0.0|2.4|2.48e-05|0.0102|0.0109|3.47|0.0|1.7899999999999998e-05|3.6694|-1311.552739|713.6|1208.04|0.4297|562.72|0.69297|-0.15088|5.9081|0.03230976|-1311.349439|7.9104|8.0969|8.0969
13a_a6|0.0|1|0|0|3.417162147|0.0|1|1|0.0|-0.042110772|-0.01115741|5.351858133|1|0.041767677|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|1|0.05269025|-0.10896749|-0.180339002|1|0.850080948|0.090839165|0.8013954109999999|0.77450544|-0.113446379|0.031866842|-74.18628740000001|20.83876732|154.9639272|0.22549456|-0.040840697|-40.23198232|87.37044493|-26.70706346|0.467070451|2820.31296|506.474367|-1335.353173|-17.46461983|0.240087608|8.038453162|15.08351934|6019.922535|-873.2309916000002|35.14492428|0.02016134|-339.9303794|1757.246214|1.0|1.0|1.0|1.0|3.53|3.2|0.12|4.98|4.32|2.0|116.79|0.0|5.0|-5.51|31.0|-6.1|409.44|0.0|1.0|3.52|3.11e-06|0.0012699999999999|0.00417|3.8|0.0|4e-07|3651.0|-1350.057702|695.29|1166.79|0.5352|571.9|0.4816|-0.14969|7.7145|0.02818646|-1349.895534|9.2157|7.3372|7.3372
21_a47|0.0|0|1|1|0.0|0.0|0|0|1.2247108|0.072733799|-0.010650348|4.727387819|2|0.037801932|-0.511216716|-0.006808306|-0.004063946|10.95058272|0.057225853|1|1|-0.090969103|-0.1049885469999999|-0.277479519|2|0.612295986|-0.080213904|0.591185263|0.70582155|-0.095249919|0.022739546|-53.76411184|12.83540744|34.75044485|0.29417845|-0.033866638|-26.32173133|70.10126935|-19.11612865|0.463113582|2691.697803|398.4031618|-860.2257893999999|-10.79015808|0.355154704|7.071346534|13.17102891|6103.311635|-485.55711339999993|29.64451905|0.028943339|-163.5167523|1334.003357|0.0|1.0|1.0|1.0|3.29|3.32|0.1|2.94|4.93|1.0|104.49|0.0|6.0|-4.44|29.0|-6.58|394.38|0.0|1.0|3.43|3.6e-05|0.0142|0.0191|3.0|0.0|7.8e-06|3917.0|-1375.028093|583.37|1014.33|0.2249|441.93|0.68296|-0.16158|3.6767|0.03299607|-1374.914223|4.9172|8.3|8.3
15a_a50|0.0|0|1|1|0.0|0.0|1|1|4.126145086|-0.113976703|-0.004429392|5.82008293|1|0.035694444|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|2|-0.072976638|-0.128070491|-0.209259615|1|0.797917311|-0.051676609|0.76745052|0.837789896|-0.084501726|0.018014615|-50.56454577|10.77967103|275.287923|0.162210104|-0.029316925|-28.07082095|61.78266878|-17.54280159|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|5401.219537|-514.369916|24.86892274|0.018747341|-245.8291419|1218.577214|0.0|1.0|1.0|1.0|3.7|2.63|0.23|3.23|3.57|1.0|110.43|0.0|5.0|-3.6|28.0|-6.78|371.44|1.0|1.0|2.76|0.000251|0.0933|0.0444|2.51|0.0|0.0003|4.0408|-1199.784983|644.4|1091.64|0.1767|519.38|0.66132|-0.16693|6.6307|0.03314629|-1199.629702|9.0948|7.3872|7.3872
2_a27|0.0|0|0|0|0.0|0.0|0|0|3.250529415|0.09890645|-0.0065894809999999|4.59511985|2|0.0427777779999999|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|1|-0.337316432|-0.21066171|-0.361571905|2|0.639024713|0.137868605|0.60904903|0.8468699609999999|-0.081513931|0.019809599|-41.03489597|9.972342226|9.194894069|0.153130039|-0.029261411|-14.81116546|52.43208086|-14.73047548|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|-7.415462877|0.331537817|5.312170441|9.527176544|4774.521748|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|0.0|0.0|1.0|1.0|2.9|3.06|0.11|2.43|2.49|0.0|92.58|0.0|2.0|-3.19|24.0|-6.69|317.34|1.0|1.0|2.52|0.000644|204.0|0.0638|2.18|0.0|0.0004599999999999|4.1624|-1043.7984|538.57|906.48|0.3217|420.7|0.55857|-0.16769|4.7049|0.02268519|-1043.715364|6.8854|7.8861|7.8861
14b_a23|0.0|0|1|1|0.0|0.0|0|0|3.2475997860000003|0.065240838|-0.006248709|5.351858133|2|0.043538647|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|2|0.121308009|-0.073945564|-0.17267308|2|0.616699629|-0.00399443|0.5935522360000001|0.8462596590000001|-0.082441268|0.020454632|-53.44429544|13.26014776|40.76245006|0.153740341|-0.03508139|-26.58857202|64.97993029|-22.74225338|0.450973737|2943.803333|548.6057241000001|-1068.885909|-14.74314679|0.225640295|7.833620016|14.26820636|6622.129837|-692.9278992000001|29.36910744|0.01779446|-355.71896410000005|1380.34805|0.0|0.0|1.0|1.0|3.42|3.44|0.05|3.78|4.58|2.0|120.24|0.0|5.0|-5.58|31.0|-6.31|429.47|0.0|0.0|3.78|2.66e-06|0.00114|0.00332|3.68|0.0|9.18e-06|3706.0|-1729.139722|673.05|1142.37|0.3603|525.66|0.58097|-0.15064|6.8752|0.02188578|-1728.9893510000002|9.7544|8.3536|8.3536
14i_a23|0.0|0|1|1|0.0|0.0|0|0|3.2692375460000003|0.142566578|-0.010148243|5.351858133|2|0.0432555559999999|-0.558153376|0.002243702|-0.018541856|10.31321758|-0.026731172|2|2|0.075401108|-0.017918675|-0.033435987|2|0.77007911|0.158023239|0.7333675390000001|0.777952733|-0.096562208|0.0214262489999999|-66.02703063|14.65077903|324.811841|0.222047267|-0.039760909|-41.59306642|79.20815775|-27.18760085|0.478050606|3097.406945|531.9462982|-1386.567643|-18.59026006|0.221904316|8.107659819|15.53342127|7030.347905|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|0.0|0.0|1.0|0.0|3.56|2.64|0.04|2.57|3.12|1.0|128.38|1.0|6.0|-5.21|33.0|-7.33|454.51|0.0|0.0|2.61|6.11e-06|0.00278|0.0183|2.46|0.0|5.03e-05|3.6931|-1798.608335|715.68|1224.02|0.3639|580.74|0.55606|-0.1509599999999999|5.9563|0.03394466|-1798.434186|8.3755|8.4622|8.4622
19b_a38|0.0|1|0|0|3.26554965|0.0|2|2|0.0|-0.122009545|-0.008652352|5.351858133|2|0.044392765|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|0.035216067|-0.098027247|-0.250781298|1|0.653741315|0.019437461|0.632625562|0.7293105670000001|-0.11557289|0.0224393089999999|-71.73053105|13.92699891|120.3048789|0.270689433|-0.041606241|-33.13317155|84.49751102|-25.82299118|0.478948837|2897.652112|452.6479704|-1291.149559|-16.02708787|0.240363041|7.159317935|13.74014387|6518.872269|-801.3543933999999|33.99385836|0.020570275|-322.28833010000005|1699.692918|1.0|0.0|1.0|0.0|4.82|2.37|0.14|3.55|3.11|1.0|125.65|0.0|5.0|-4.25|31.0|-6.81|419.43|0.0|1.0|2.94|5.68e-05|0.0238|0.0196|2.88|0.0|3.19e-05|3.7509|-1431.38073|646.81|1111.29|0.4634|485.64|0.38952|-0.15414|5.5253|0.03336932|-1431.2418630000002|6.3396|7.9172|7.9172
41_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|0.115127295|-0.007587553|4.844187086|1|0.038034188|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|0|0|-0.137860739|-0.005930813|-0.0091068809999999|0|0.759941674|-0.032217299|0.745631286|0.7349388459999999|-0.089139464|0.009550224|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-47.95199341|65.83786886|-25.62671923|0.487248278|2899.29167|503.8398786|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|17.13823195|6605.095612|-1089.246155|28.37200951|0.006896617|-552.8844577000001|1759.064589|1.0|1.0|0.0|1.0|4.07|0.0|0.25|3.26|2.7|2.0|141.34|0.0|6.0|-5.56|34.0|-6.38|452.55|0.0|1.0|2.53|2.76e-06|0.00125|0.0042899999999999|3.78|0.0|1.89e-06|3.2123|-1454.3467460000002|736.59|1294.52|482.0|576.83|0.69308|-0.1319|2.0934|0.0280471999999999|-1454.045308|2721.0|6433.0|6433.0
12o_a36|0.0|1|0|0|3.444418304|0.0|2|2|0.0|0.01340619|-0.0100574069999999|5.351858133|2|0.040770975|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|1|0.065221584|-0.126068378|-0.213993335|1|0.859938421|0.141570244|0.817582774|0.7592112809999999|-0.10624773|0.023402195|-76.51720886|16.85373064|55.47133795|0.2407887189999999|-0.03541591|-42.554984000000005|95.66406176|-25.50573629|0.469699889|3009.981519|546.7667677000001|-1453.826968|-18.36865355|0.333537155|7.322888607|13.80895167|6622.134304|-1047.013252|38.27030489|0.026586303|-239.7655413|2181.407379|0.0|0.0|0.0|0.0|4.97|0.0|0.17|2.38|1.65|1.0|138.06|0.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.0997|1.85|0.0|5.18e-05|3.8726|-1440.926241|728.07|1240.51|0.4075|560.88|0.36719|-0.15695|4.9237|0.04371335|-1440.734965|6.6471|7.3979|7.3979
11c_a5|0.0|1|0|0|2.930680267|0.0|0|0|0.0|-0.2117133739999999|-0.004590583|4.59511985|2|0.027388889|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|1|-0.138950411|-0.011677718|-0.018887528|2|0.679183645|0.030085871|0.658307423|0.80472351|-0.0873419269999999|0.01785211|-53.12487972|10.85837291|31.61751609|0.19527649|-0.0322785379999999|-29.19305715|66.02857181|-19.63310772|0.448016491|2497.685314|489.4652669|-903.1229552|-11.94164728|0.292960365|8.88462927|16.09582374|5202.741647999999|-549.3157749|27.76804404|0.021214793|-251.8596984|1277.330026|1.0|1.0|1.0|1.0|2.96|2.14|0.09|4.79|4.17|1.0|106.79|0.0|6.0|-4.13|28.0|-6.59|370.4|0.0|1.0|3.0|7.38e-05|0.0273|0.0294|2.78|0.0|1.26e-06|4.2087|-1218.454079|636.14|1071.71|0.5327|512.32|0.60118|-0.1713299999999999|2.5278|0.03798847|-1218.336116|3.3827|7.6021|7.6021
25_a12|0.0|0|0|0|0.0|0.0|0|0|0.0|0.00700113|-0.004103693|0.0|2|0.038787879|-0.180562493|0.000864238|-0.025245046|10.93676625|-0.11195017|0|0|-0.141917694|-0.0542354559999999|-0.0861945369999999|2|0.8472746290000001|-0.2430098439999999|0.806844014|0.947937175|-0.080147596|0.004952762|-41.75851719|2.580489093|37.96125329|0.052062825|-0.03323193|-14.85843094|44.42528172|-17.31450713|0.448858246|2067.69985|493.8944271000001|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|4329.321091|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|1.0|1.0|0.0|1.0|2.81|3.43|0.05|4.7|5.35|1.0|99.48|0.0|3.0|-5.28|24.0|-4.82|311.38|1.0|1.0|4.29|5.19e-06|0.00162|0.00175|4.76|0.0|5.12e-07|3.4532|-974.6328337|560.14|945.73|0.4483|442.64|0.63284|-0.14303|1.2494|0.024123749|-974.508059|2.2482|7.6576|7.6576
