molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|RNCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
16b_a32|-3.3094926630000003|1|3.2902303|0.0|0|0|0|0.2980105389999999|0.0873104119999999|-0.008469352|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|-0.018753196|-0.0657820279999999|3|-0.00180101|-0.023602065|-0.222700615|-0.586122949|0|0.745820612|0.056127969|0.907055332|1|0.7465375040000001|-0.1083060409999999|-69.39772428|10.12961779|53.96132589|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|3264.235184|11.05406524|0.709394251|6612.089615999999|161.7035261|29.62431176|0.017136832|10.98052464|1.0|1.0|1.0|3.71|-7.6|5.4|4.88|165.49|1.0|0.0|114.43|1.0|1.0|7.0|-6.28|28.0|433.57|1.0|-4.55|0.000225|2.84e-05|3.14|0.0|0.0|2.54e-08|1.1e-05|3.6211|3.6211|-2315.990437|1137.73|567.01|-2315.757928|0.2849|-0.14995|4.4055|-2315.819979|17.0|7.7696|7.7696
3n_a32|0.0|1|3.616639267|0.0|0|1|1|0.609420754|-0.0376583329999999|-0.00615216|1|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|3|0.002379137|-0.100681119|-0.153506065|-0.435658951|0|0.810658423|-0.018016496|0.868826775|1|0.840041782|-0.092745182|-53.32184118|10.86481886|121.6040686|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|53.70155314|0.456693072|2526.071154|482.963897|-693.1839353999999|2426.73803|11.72372261|0.840580248|5553.014016|201.8383309|24.27704797|0.0210408339999999|12.0969734|1.0|1.0|1.0|3.51|-6.96|6.71|5.01|120.17|2.0|0.0|106.44|0.0|1.0|3.0|-5.96|26.0|382.5|1.0|-4.91|0.000424|1.23e-05|3.74|0.0|0.0|1.1e-07|4.19e-05|3.5459|3.5459|-1825.378576|1036.75|464.67|-1825.163542|0.2839|-0.1472099999999999|3.5849|-1825.218291|21.0|7.6778|7.6778
8a_a31|0.0|0|3.28085223|0.0|0|1|1|0.610138387|-0.039027368|-0.015034136|0|0.043817204|-0.1480271209999999|0.0|-0.586331322|-0.013230176|-0.135144546|-0.01861065|2|-0.009293513|-0.258538098|-0.094359203|-0.520051508|0|0.938325481|0.0502030679999999|0.895174844|0|0.594139864|-0.136459435|-67.46619355|18.56711239|131.2406629|0.666437359|-1.501053781|-29.89286568|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|1443.955093|10.63792161|0.822471411|4538.505909|164.9149565|30.93264504|0.030052065|14.85788369|0.0|1.0|1.0|3.34|-5.33|4.16|2.54|114.29|0.0|0.0|83.83|0.0|2.0|3.0|-3.57|22.0|314.36|1.0|-3.11|0.0846|0.000773|1.56|0.0|0.0|4.62e-06|0.00145|3.8097|3.8097|-1347.541429|872.11|396.15|-1347.3959220000002|0.2604|-0.1587599999999999|3.7141|-1347.446223|0.79|6.1024|6.1024
32_a47|0.0|1|0.0|0.0|1|1|1|1.216307925|-0.1746026239999999|-0.003573735|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|-0.044598914|1|0.002350172|-0.0274939029999999|-0.157688306|-0.2749014|2|0.6636125860000001|-0.0094137619999999|0.858292442|1|0.851627782|-0.0726950079999999|-52.38450683|13.90468487|28.55112477|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|-995.3056298|2255.632049|15.53902041|0.794977846|6235.398576|258.5816152|29.28959351|0.022735861|16.38361254|0.0|1.0|1.0|3.35|-8.82|4.18|5.07|67.66|2.0|0.0|125.17|0.0|1.0|5.0|-4.81|31.0|436.91|1.0|-5.05|0.00674|8.89e-06|3.7|0.0|0.0|1.5e-09|6.55e-07|4.9046|3.6829|-1778.127634|1184.76|548.86|-1777.843462|0.2839|-0.1509599999999999|4.8234|-1777.90286|0.1|7.0|7.0
18_a15|0.0|0|0.0|0.0|0|0|0|1.435689019|-0.020185809|-0.006149666|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|0.002685285|0|0.000539978|-0.190640601|-0.145790726|-0.431836192|2|0.660075777|-0.0374132629999999|0.765450925|0|0.8362289070000001|-0.090730185|-55.48918283|4.370403779|40.37881101|0.867430881|-1.723873519|-25.27062952|60.86009645|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|-1054.294474|2510.854462|10.2545953|0.711733271|5705.360332|81.07723009|24.80452821|0.008781964|5.370913621000001|0.0|1.0|1.0|3.37|-9.98|5.68|6.86|47.04|2.0|0.0|113.42|0.0|1.0|5.0|-6.16|29.0|385.43|1.0|-5.93|0.000265|1.18e-06|5.42|0.0|0.0|1.0399999999999999e-10|4.01e-08|4543.0|3.8232|-1265.810138|1110.18|535.02|-1265.556558|0.0066|-0.1579|4.2476|-1265.614679|129.0|6.8894|6.8894
17_a3|0.0|0|0.0|0.0|0|0|0|0.605019885|0.188373421|-0.009450704|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|-0.0510707059999999|1|-0.006696449|-0.027542873|0.036673175|-0.633373061|2|0.881253042|0.1789147639999999|0.838125715|1|0.803075623|-0.096067661|-48.88298017|5.251911643|234.4907116|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|0.4383349039999999|2196.728425|408.6362608|-684.3617224|1667.279771|11.12358659|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|6.514715538|1.0|1.0|1.0|3.13|-7.48|4.96|4.66|92.93|1.0|0.0|95.5|0.0|1.0|2.0|-5.53|23.0|338.81|1.0|-4.93|1.0|1.18e-05|3.88|0.0|0.0|3.28e-08|1.11e-05|3.2102|3.2102|-1731.75233|891.3|393.58|-1731.6147670000005|0.4062|-0.13155|3.8077|-1731.663157|23.0|7.6383|7.6383
13k_a6|0.0|0|3.423411754|0.0|0|1|1|1.42421381|0.031525207|-0.014257799|1|0.04162037|0.051404465|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|-0.072504783|1|-0.006280295|0.08217847|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.1373649019999999|0.84018367|0|0.641032542|-0.127178105|-88.29427104|20.6185734|183.1261118|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|-31.53366823|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|14.58291125|0.7422570490000001|6492.211639|140.8427117|39.55891914|0.017981419|12.48372364|1.0|1.0|1.0|3.68|-8.89|4.55|3.8|115.15|1.0|0.0|124.98|0.0|1.0|7.0|-5.49|33.0|441.48|1.0|-4.77|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|1.29e-09|5.7e-07|5112.0|3.5476|-1465.862962|1246.69|577.68|-1465.557346|0.0137|-0.14589|8.1639|-1465.621288|46.0|7.3372|7.3372
16j_a32|0.0|1|3.359912013|-0.082980188|0|0|0|0.609420735|0.175152442|-0.0139074189999999|0|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|0.021997616|3|-0.00030659|-0.11512706|-0.202656848|-0.704356423|0|0.79965447|0.168000908|0.839271289|1|0.8259884120000001|-0.106897203|-76.45058155|16.63953228|34.66998636|0.699790508|-1.817252458|-39.13396528|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|3448.428146|13.20372234|0.7944808170000001|6507.757122|214.7033741|35.04175088|0.021655546|15.48758085|1.0|1.0|1.0|3.86|-7.77|6.49|5.24|149.27|3.0|0.0|121.3|1.0|1.0|8.0|-7.45|30.0|441.57|0.0|-5.41|1.57e-05|3.89e-06|4.59|0.0|0.0|1.7e-08|7.5e-06|3629.0|3629.0|-2034.621888|1225.27|631.34|-2034.344833|0.2907|-0.15012|3.4656|-2034.408854|9.0|8.0315|8.0315
12ac_a36|0.0|0|3.4419617660000004|0.0|0|2|2|1.297043188|-0.050997272|-0.007639626|2|0.042560386|0.03586247|0.0|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|1|0.8058720979999999|0.135371136|0.863165958|0|0.779673368|-0.104391657|-72.4798052|14.93372351|118.0445703|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|0.44477577|2902.588755|541.3322795|-1377.116299|2455.459827|14.63702516|0.801074136|6378.288017|186.3198219|34.22211444|0.020208014|14.03055543|0.0|1.0|0.0|4.86|-6.89|3.16|2.09|86.27|1.0|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|423.47|0.0|-3.95|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|3.8843|3.8594|-1385.606133|1200.61|554.84|-1385.3211789999998|0.0249|-0.15675|4.0208|-1385.382927|13.0|7.8861|7.8861
47s_a18|0.0|0|0.0|0.0|0|1|1|1.251176205|0.026229332|-0.0054038509999999|0|0.035632184|-0.026883417|0.0|-0.394481152|0.002573931|0.0134295589999999|-0.031515152|0|0.003686393|-0.040169986|-0.252119673|-0.46304239|0|0.724028067|0.0109557919999999|0.745196689|0|0.84543779|-0.08106112|-61.36410696|6.394119331000001|10.92659868|0.820470855|-2.107589125|-40.26287221|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|-1595.466781|1529.863965|18.65422248|0.901192009|6968.705069|135.90542109999998|27.77963709|0.010481057|7.934268528|0.0|1.0|1.0|4.41|-9.42|4.06|3.93|76.5|3.0|1.0|149.34|0.0|1.0|10.0|-5.95|36.0|482.62|0.0|-5.45|0.000539|3.53e-06|4.62|0.0|0.0|3.8199999999999997e-10|1.84e-07|3218.0|3218.0|-1534.196027|1435.42|736.36|-1533.737579|0.5203|-0.13195|2.3134|-1533.809351|616.0|6.2104|6.2104
3a_a49|0.0|0|0.0|0.0|1|1|1|1.343850114|-0.05210989|-0.006374689|2|0.0355787039999999|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|0.00497674|1|0.000521532|-0.074886415|0.003978478|-0.421478185|2|0.775818577|0.012813604|0.8704151529999999|1|0.72890527|-0.088484274|-51.82200998|9.491036042|107.4001347|0.689774813|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|12.49907878|0.903506738|5792.106924000001|181.6875706|26.06512204|0.021141449|12.38177532|0.0|1.0|1.0|3.25|-7.19|2.77|2.81|98.72|1.0|0.0|112.14|0.0|1.0|5.0|-3.06|29.0|384.43|1.0|-3.3|0.3379999999999999|0.000503|1.38|0.0|0.0|6.52e-08|2.51e-05|5.1647|3874.0|-1254.012043|1082.21|449.68|-1253.756918|0.0793|-0.15978|3801.0|-1253.8126619999998|64.0|7.1938|7.1938
11_a3|0.0|0|0.0|0.0|0|0|0|0.605020608|0.119431379|-0.01008647|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|-0.023103765|1|-0.005959152|-0.194041982|-0.0947326669999999|-0.577616902|3|0.8947911009999999|0.132535663|0.793311683|1|0.777803048|-0.099420732|-47.02715152|6.800350988|253.1353625|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|0.4680759679999999|2097.896727|367.9098016|-611.3529698|1105.41974|10.29352296|0.8799677029999999|4487.967272999999|117.0775712|24.61956593|0.021256639|10.0546353|1.0|1.0|1.0|3.19|-6.51|3.79|3.41|105.82|0.0|0.0|88.28|0.0|1.0|2.0|-4.08|22.0|305.36|1.0|-3.71|0.0256|0.000197|2.22|0.0|0.0|3.06e-07|9.35e-05|3.2232|3.2232|-1288.195105|834.82|346.18|-1288.058926|0.4441|-0.13118|3.3694|-1288.10577|0.04|7.3979|7.3979
7f_a10|0.0|0|0.0|-4.8022906380000006|1|1|1|1.240141822|0.103083789|-0.011104817|2|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|2|0.5371733989999999|-0.009545801|0.8499946070000001|1|0.931773786|-0.095196098|-53.02456669|4.441786155|15.96885516|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|-954.4422004|2375.702381|10.23679556|0.6738319429999999|7070.755931000001|99.26552746|24.71113795|0.012813716|7.137285626000001|1.0|1.0|1.0|3.37|-8.13|5.07|6.57|52.83|2.0|0.0|106.77|0.0|1.0|4.0|-5.54|30.0|410.39|0.0|-5.6|0.00119|2.52e-06|4.7|0.0|0.0|7.38e-09|3.03e-06|5.7757|3.6256|-1442.216293|1034.38|426.07|-1442.001311|0.0191|-0.15627|2.2631|-1442.058773|141.0|6.8508|6.8508
8_a4|0.0|0|0.0|0.0|1|1|1|1.304250488|-0.208165266|-0.001277205|2|0.038726287|-0.072752231|1.987684188|-0.056197036|0.010647563|-0.011835327|0.05775266|1|0.009595591|-0.1193184819999999|-0.078942941|-0.150276481|2|0.619844116|-0.07377839|0.879500982|1|0.925132446|-0.065595042|-33.90618946|5.362918401|11.02158946|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|-12.71482105|33.26523662|0.428884426|2297.5526170000003|478.2025467|-508.5928419|1737.932042|9.972991122|0.750959081|5162.482272|141.55141369999998|17.50981094|0.0148422489999999|7.671983829|1.0|1.0|1.0|2.99|-7.78|4.63|4.76|43.6|1.0|0.0|100.13|0.0|1.0|2.0|-4.35|25.0|346.81|1.0|-4.84|0.0156|1.46e-05|3.74|0.0|0.0|1.65e-08|5.72e-06|5.3544|3.9863|-1450.239105|949.09|391.01|-1450.071352|0.0642|-0.16821|4.5781|-1450.121028|54.0|7.2676|7.2676
3m_a32|0.0|1|3.575728458|0.0|0|0|1|0.609420748|0.013867955|-0.006290106|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|-0.078038283|3|0.000822186|-0.065422345|-0.086806406|-0.49476131|0|0.6943636479999999|-0.0067207069999999|0.872498916|1|0.798023273|-0.09390309|-56.15082133|8.029854976000001|92.61088121|0.674468222|-1.220740175|-30.25923462|67.1606709|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|13.31775015|0.882303773|5724.714257|194.65681730000003|24.05057475|0.018412178|11.00984957|1.0|1.0|1.0|3.51|-7.38|7.02|5.35|128.01|2.0|0.0|110.36|0.0|1.0|3.0|-5.94|27.0|394.51|1.0|-4.86|0.000449|1.39e-05|3.57|0.0|0.0|4.190000000000001e-08|1.65e-05|3.5749|3.5749|-1863.502681|1073.31|484.34|-1863.279862|0.2952|-0.14835|5082.0|-1863.337677|23.0|7.6383|7.6383
7e_a8|0.0|0|3.038052327|0.0|1|0|0|1.394799915|-0.150447714|-0.006027596|0|0.043758865|-0.03633378|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.5897105770000001|-0.023521398|0.790500031|0|0.8291560379999999|-0.0886889709999999|-53.04282692|12.91806855|86.03149870000001|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|-22.39586026|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|2032.501296|14.654025199999998|0.902163597|5808.479788000001|133.9683023|28.86058693|0.018708212|11.18895001|1.0|0.0|0.0|3.2|-8.29|5.16|4.94|70.81|2.0|0.0|108.43|0.0|1.0|4.0|-5.75|29.0|385.39|1.0|-5.41|0.000686|3.87e-06|4.54|0.0|0.0|5.07e-09|1.95e-06|3.8142|3.2363|-1300.495519|1060.05|544.55|-1300.271093|0.1522|-0.13577|9.0006|-1300.327213|35.1|4.4547|4.4547
9h_a40|0.0|0|0.0|0.0|1|0|0|0.604992856|0.014753178|-0.009041931|0|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|0.133376308|-185.0|2|0.003099029|0.270048551|0.08305063|-0.503000695|0|0.778613709|-0.160855189|0.8022014000000001|1|0.864310149|-0.095803029|-47.93581245|6.199629554|132.6583116|0.863884935|-1.437045429|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|418.2915223|13.366649|0.930966649|4322.734135|68.10626265|23.78085181|0.011321157|5.664631335|1.0|0.0|1.0|3.3|-6.51|4.59|4.44|67.66|1.0|0.0|93.19|0.0|1.0|3.0|-5.65|23.0|321.4|1.0|-5.12|0.000716|7.6e-06|4.51|0.0|0.0|3.09e-07|9.93e-05|4.2372|3.3675|-1293.174246|868.84|410.18|-1293.033723|0.2721|-0.14047|2.1413|-1293.083512|3.98|5.4001|5.4001
4S4l_a46|0.0|0|0.0|0.171853072|1|1|1|1.134637095|-0.058870177|-0.004736212|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|-0.001318857|0.762625193|0|0.894782107|-0.084663086|-46.10883478|3.888872426|178.19783940000002|0.877939134|-1.523935543|-26.93416438|49.6055056|-16.27370639|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|1744.8220399999998|10.68377935|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|3.496670823|1.0|1.0|1.0|3.92|-7.0|4.64|5.02|50.94|1.0|0.0|105.77|0.0|1.0|3.0|-5.28|26.0|347.45|1.0|-5.11|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|5.2929|4.1414|-1092.753999|1040.96|500.66|-1092.489558|0.0614|-0.17632|2.5083|-1092.543641|261.0|6.5834|6.5834
33_a47|0.0|1|0.0|0.0|1|0|0|1.409403453|-0.229935275|-0.004263267|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.26447859|-0.338113214|-0.270498605|3|0.63155995|0.065468525|0.8913954909999999|1|0.8197001309999999|-0.083739854|-44.81989209|11.96072985|30.94680001|0.57681348|-1.088618103|-17.2112484|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|12.94292541|0.854471925|4889.09585|226.5011607|25.25333652|0.029580684|15.83240237|1.0|1.0|1.0|3.08|-7.08|2.96|4.04|68.52|0.0|0.0|94.28|0.0|1.0|3.0|-3.26|25.0|334.35|1.0|-3.72|183.0|0.000192|2.19|0.0|0.0|8.339999999999999e-08|2.79e-05|4.1869|4.1869|-1123.16428|934.34|423.52|-1122.992964|0.2566|-0.15985|4.5647|-1123.04547|4.0|8.4|8.4
10_a15|0.0|0|0.0|0.0|0|0|0|1.4356889780000002|-0.137104477|-0.006872984|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|0.010152859|0|0.0034254209999999|-0.132759909|-0.184255041|-0.391156537|2|0.8310685940000001|0.0107135269999999|0.7585998270000001|0|0.933136945|-0.101494566|-59.05618983|6.101312009|6.497096666|0.8301726490000001|-1.928396745|-17.88541558|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-1122.067607|2305.991259|10.08767698|0.815948972|6204.37804|98.81668286|25.50202895|0.0116026369999999|6.751174337|1.0|1.0|1.0|3.58|-9.82|5.32|6.3|56.27|2.0|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|397.47|1.0|-5.83|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|4.4682|3.6448|-1281.088565|1136.48|487.16|-1280.804272|0.0042|-0.15377|1.6654|-1280.862627|7.0|8.1549|8.1549
5_a47|0.0|0|0.0|0.0|0|0|0|1.304329328|0.019688132|-0.009295857|2|0.037492877|0.003858593|1.284688504|-0.390426|-0.012670377|-0.002627182|0.045246333|0|-0.011237954|0.0083528919999999|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.065981732|0.861595935|1|0.807957755|-0.1001981959999999|-52.90420509|5.246458665|104.9032216|0.781571204|-1.502972943|-24.46654029|62.14504725|-20.34777119|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|1349.003107|11.13432113|0.8997183470000001|5501.708422|115.3294396|26.03444329|0.017501741|9.240842159|0.0|1.0|1.0|2.67|-8.68|4.73|5.96|58.04|2.0|0.0|101.51|0.0|1.0|3.0|-5.65|26.0|365.79|1.0|-5.5|0.000824|3.18e-06|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|3.7083|3.7083|-1569.369195|951.68|401.16|-1569.20723|0.2108|-0.15419|2.9121|-1569.258939|0.02|7.7|7.7
15a_a50|0.0|1|0.0|0.0|2|1|1|1.3530592819999998|-0.113976703|-0.004429392|1|0.035694444|-0.0446629609999999|2.020652006|-0.234757789|0.005366038|-0.15010386|-0.125205943|2|0.005828749|-0.072976638|-0.209259615|-0.325638639|1|0.797917311|-0.051676609|0.8749408470000001|1|0.837789896|-0.084501726|-50.56454577|10.77967103|275.287923|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|1754.903963|14.65582885|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|11.21812301|1.0|1.0|1.0|3.7|-6.09|3.23|3.57|68.76|1.0|0.0|110.43|0.0|1.0|5.0|-3.6|28.0|371.44|1.0|-3.92|0.0933|0.0001189999999999|2.51|0.0|0.0|8.070000000000001e-07|0.0003|4.0408|4.0408|-1199.818129|1091.64|519.38|-1199.572081|0.1767|-0.16693|6.6307|-1199.629702|41.0|7.3872|7.3872
13d_a5 (GW788388)|0.0|0|2.945204608|0.0|0|1|1|1.236844097|-0.0959854909999999|-0.005668173|3|0.027375887|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|0.024793388|1|0.003668464|-0.14893897|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.024905619|0.834800344|0|0.774103723|-0.0844793|-55.87383979|9.637686167|151.3669372|0.669182121|-1.605106706|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|15.788837|0.954644629|6122.792779|218.7999323|28.84397435|0.022041749|14.57821204|1.0|1.0|1.0|3.21|-8.84|4.56|4.11|92.79|1.0|0.0|121.68|0.0|1.0|6.0|-4.35|32.0|425.48|1.0|-4.35|0.0189|4.5e-05|2.75|0.0|0.0|1.45e-09|6.16e-07|4.6091|4.1706|-1390.589662|1206.73|532.01|-1390.294368|0.1549|-0.17299|2.4867|-1390.355751|18.0|7.7447|7.7447
12g_a36|0.0|0|3.5202147110000004|0.0|0|2|2|1.2678464|-0.063344124|-0.006495469|2|0.03912037|0.078990142|0.0|-0.409214521|0.0042553209999999|0.078155467|-0.0521750109999999|1|0.005035022|0.130052038|-0.163978382|-0.44093902|1|0.901715152|-0.19532883|0.847239339|0|0.854238488|-0.097067302|-66.72829531|12.19441007|24.29006276|0.779745318|-2.038413337|-32.74608471|77.14470618|-23.75074918|59.82898654|0.473274545|2829.45056|587.240781|-1401.294202|2476.712654|13.83075477|0.898522257|6223.658545|151.41267150000002|30.45962398|0.015152386|10.41641087|1.0|1.0|1.0|5.06|-7.38|3.85|3.01|69.2|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|32.0|423.51|1.0|-4.86|0.0047799999999999|1.39e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|5.2092|3714.0|-1350.887005|1241.66|657.02|-1350.571683|45.0|-0.15236|5.912000000000001|-1350.633209|14.0|7.8539|7.8539
9a_a36|0.0|0|3.4090209280000003|0.0|0|2|2|1.297044807|-0.109305298|-0.007853595|2|0.040166667|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|1|0.00484375|0.160672128|-0.202876718|-0.398235589|1|0.839235677|-0.019008343|0.842671963|0|0.826559623|-0.10869601|-66.44342306|14.47407729|49.52042402|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|0.453098452|2682.572663|505.25728260000005|-1195.981615|2167.77208|13.79893984|0.828482664|5693.562367|144.36259840000002|31.95428497|0.019513779|11.92833382|0.0|1.0|0.0|4.69|-6.28|3.04|2.04|66.4|1.0|0.0|120.94|0.0|1.0|5.0|-3.71|29.0|382.42|0.0|-3.99|0.0753|0.000102|2.66|0.0|0.0|5.26e-07|0.0002009999999999|3.8677|3.8677|-1252.802159|1092.66|495.18|-1252.578886|0.4811|-0.15925|5.7274|-1252.636005|13.0|7.8861|7.8861
18a_a25|0.0|0|0.0|0.0|1|0|0|1.194229606|-0.151473962|-0.0029953159999999|2|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|1|0.007325341|0.106305991|-0.06333068|-0.2936794219999999|2|0.761417363|-0.039007784|0.792935475|1|0.931628386|-0.078181889|-51.83514755|6.317215793|75.74077952|0.817072039|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|2857.88027|617.676232|-1088.538099|2331.966135|14.59524518|0.973559258|6523.923911999999|121.2825364|25.136651|0.011486699|7.615762647|1.0|1.0|1.0|3.5|-9.78|5.89|5.72|87.72|2.0|1.0|133.85|0.0|1.0|6.0|-6.33|32.0|435.54|1.0|-5.77|0.000202|1.71e-06|4.76|0.0|0.0|1.67e-10|7.28e-08|5.4965|3.1711|-1675.274716|1229.09|556.26|-1674.982248|0.0027|-0.15732|3.1313|-1675.04368|94.0|7.0269|7.0269
