molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|RNCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
12j_a36|0.0|0|3.502198129|0.0|0|2|2|0.6293514410000001|-0.084183025|-0.007086381|2|0.039061728|0.091496219|0.0|-0.41101009|0.00285431|0.039869055|-0.051080247|1|0.003710345|0.161289379|-0.133106642|-0.436310965|1|0.906423012|-0.1241793309999999|0.87043328|0|0.852586292|-0.105480639|-69.66341599|11.99396966|26.39145693|0.7758129420000001|-2.004132137|-30.5197407|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|31.59421634|0.016546717|10.92807939|1.0|1.0|1.0|4.86|-7.05|3.33|2.61|94.5|1.0|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|427.52|0.0|-4.51|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|5.2072|3.7807|-1670.448063|1198.96|536.01|-1670.184251|98.0|-0.15495|6.4451|-1670.245584|0.01|8.0|8.0
16f_a32|0.0|1|3.354832924|0.0|0|0|0|0.609420741|0.1767304639999999|-0.014558301|0|0.039958333|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|-0.000291262|3|-0.001202032|0.0151704889999999|-0.211019184|-0.697693907|0|0.801401734|0.085125293|0.899839182|1|0.8072754790000001|-0.111152081|-76.92280867|16.90955989|89.03402347|0.69473708|-1.778433296|-39.12230215|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|3414.006186|14.28728752|0.625108901|6235.040893|211.2572338|35.43109972|0.022983292|15.90558963|1.0|1.0|1.0|3.76|-7.77|6.42|4.99|149.27|3.0|0.0|116.75|1.0|1.0|9.0|-6.95|29.0|427.54|1.0|-4.97|4.79e-05|1.07e-05|4.11|0.0|0.0|1.7e-08|7.26e-06|3.6272|3.6272|-1995.307736|1191.55|603.12|-1995.054457|0.2931|-0.15003|3.6641|-1995.117771|9.0|8041.0|8041.0
12_a15|0.0|0|0.0|0.0|0|0|0|1.435689014|-0.071096525|-0.006620824|2|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|-0.01062828|0|0.0034254209999999|-0.054575504|-0.184255041|-0.380490701|2|0.8310685940000001|0.049877871|0.769289315|0|0.89637291|-0.094209248|-60.15445365|9.58943236|72.18361893|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|0.476419838|2613.57759|572.3516967|-1082.780166|2661.728915|10.40571107|0.909927213|5897.820841|161.8714956|27.36785616|0.016453962|10.50617745|0.0|1.0|1.0|3.56|-9.82|5.32|6.3|56.27|2.0|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|397.47|1.0|-5.83|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|4.4819|3.8538|-1281.087109|1177.81|585.26|-1280.810963|0.0093|-0.15858|4.3338|-1280.871722|4.0|8.3979|8.3979
7b_a10|0.0|0|0.0|0.0|0|2|2|1.186434511|-0.170920618|-0.001621737|2|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|0.039221939|0|0.010068964|-0.0982988509999999|-0.082499103|-0.1874708719999999|2|0.624866343|-0.108464916|0.8200487120000001|1|0.92441666|-0.0720417159999999|-37.45675757|5.061217187|13.37827368|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|2290.380138|480.6333417|-599.3081212000001|2150.375871|8.771658176|0.8069307729999999|5212.568172|113.8411654|18.26940272|0.012428175|6.46179973|1.0|1.0|0.0|3.9|-6.99|4.34|3.03|41.38|1.0|1.0|105.44|0.0|1.0|2.0|-5.28|25.0|346.81|1.0|-5.28|0.00183|5.25e-06|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|6.0231|3.6426|-1450.09312|951.55|400.65|-1450.075119|0.0899|-0.1584799999999999|4.2068|-1450.124551|19.8|4.7033|4.7033
12h_a40|0.0|0|0.0|0.0|1|0|0|0.60499064|0.104392974|-0.008044548|0|0.041915709|0.208938531|0.803557099|-0.289603712|-0.000134504|0.189869851|-0.21893421|2|-0.002126898|0.367928263|0.224167029|-0.556229094|0|0.809398262|0.116873629|0.845904643|1|0.839481749|-0.091448888|-48.34705035|6.193088525|208.6717565|0.844008584|-1.280284432|-26.67382585|54.9311782|-20.51086984|56.64687411|0.4958138139999999|2270.834041|443.8158546|-676.8587047999999|603.6697997|15.84593062|0.983394285|5087.343024|82.46928995|24.30173133|0.012453938|6.584127851|1.0|1.0|1.0|3.19|-6.84|4.59|5.02|84.45|2.0|1.0|96.16|0.0|1.0|2.0|-6.25|23.0|361.25|1.0|-5.58|0.0002009999999999|2.61e-06|4.75|0.0|0.0|1.44e-07|5.2e-05|4.1508|2.6436|-2153.207198|910.77|435.95|-2153.072091|0.3693|-0.1092|2.5573|-2153.123274|823.0|6.0846|6.0846
17_a4|0.0|0|0.0|-4.533317957|1|1|1|1.219995452|-0.188642713|-0.006491052|1|0.043084795|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|-0.392770755|1|0.49887819|0.0147116789999999|0.8347553529999999|0|0.888791225|-0.08932566|-46.06264282|5.472562628|17.08736223|0.861696586|-1.5185362180000002|-23.59250328|52.67753395|-21.75180355|51.22364842|0.4440629029999999|2351.601697|458.3237652|-783.0649279|1658.726841|10.65499029|0.798764653|5322.773303|71.31904507|25.24299609|0.012827738|6.61489113|0.0|1.0|0.0|3.31|-6.56|4.59|6.26|30.71|1.0|0.0|85.09|0.0|1.0|3.0|-4.36|25.0|345.29|1.0|-4.81|0.0152|1.5399999999999998e-05|4.01|0.0|0.0|2.74e-07|9.44e-05|4.3363|4.3363|-1255.994721|873.5|413.28|-1255.881628|0.2045|-0.17559|4.8197|-1255.932407|877.0|6057.0|6057.0
13n_a6|0.0|0|3.425442623|0.0|0|0|0|1.4290206230000002|0.030890422|-0.010884884|2|0.04393617|0.058267173|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|1|-0.00687003|0.100294804|-0.118693789|-0.57091314|2|0.870730542|-0.064779873|0.832753533|1|0.70890216|-0.109392959|-75.07706271|12.18768927|90.97854097|0.748967057|-2.078466222|-47.27287681|88.73738138|-26.41600355|81.06784641|0.47066442|2952.259627|486.5239262|-1426.464192|2535.307313|16.76075427|0.889160748|6386.381394|172.28545730000002|35.2699138|0.019904118|13.66031867|1.0|1.0|1.0|3.55|-9.67|4.19|3.76|122.47|1.0|0.0|127.2|0.0|1.0|6.0|-4.64|33.0|435.48|1.0|-4.28|0.00987|5.24e-05|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|4.8185|3.3510000000000004|-1423.765005|1232.6|548.09|-1423.451366|0.1945|-0.13863|7.1946|-1423.514154|75.0|7.1249|7.1249
13b_a50|0.0|1|0.0|0.0|2|2|2|1.267593379|-0.067327798|-0.003876697|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|-0.054716607|2|0.011379776|-0.03182432|-0.269353185|-0.319215353|1|0.749187803|-0.041506802|0.828965118|1|0.906164013|-0.080785633|-57.74541064|14.22401427|104.0753113|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|2147.355856|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|0.017277404|12.34985404|1.0|1.0|1.0|4.78|-7.23|4.24|5.12|66.99|2.0|0.0|133.36|0.0|1.0|7.0|-5.02|34.0|455.55|0.0|-5.1|0.0044|7.92e-06|3.91|0.0|0.0|5.87e-08|2.68e-05|4.2315|4.1161|-1470.401544|1339.39|617.26|-1470.039226|0.1553|-0.1701599999999999|5.5271|1470.104535|1.83|5.7375|5.7375
6b_a31|0.0|0|3.404988662|0.0|0|1|1|0.610136262|0.052690797|-0.016070861|0|0.037803618|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|-0.004825446|-0.57983695|0|0.838789705|-0.068433069|0.841537966|0|0.627853074|-0.1284626569999999|-78.37648097|20.12924648|159.79549319999998|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|0.4807018779999999|2776.92804|383.0600707|-1254.023695|2063.736075|14.46878435|0.925676135|6099.567787|155.0167518|37.35947255|0.024142162|14.72939894|1.0|1.0|1.0|3.55|-7.33|5.19|4.0|131.36|1.0|0.0|109.69|0.0|1.0|4.0|-5.63|29.0|404.44|1.0|-4.66|0.000947|2.18e-05|3.2|0.0|0.0|4.67e-08|1.89e-05|3.2949|3.2949|-1652.671944|1077.19|492.36|-1652.44739|0.4967|-0.13345|5.9085|-1652.505041|54.0|7.2676|7.2676
14ad_a23|0.0|1|0.0|0.0|2|0|0|1.197962774|-0.1101542319999999|-0.00790478|2|0.0444129979999999|0.118047355|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|2|0.7763406840000001|0.165157698|0.8356326820000001|1|0.887131635|-0.085840335|-61.35364811|24.18091285|52.63180108|0.575880959|-1.630966366|-30.226481300000003|85.20135045|-21.19489662|66.47100256|0.46995189|3209.330728|634.0697778|-1165.7193140000002|2339.533586|16.34071148|0.8866211979999999|7308.229822|303.1354708|36.80430179|0.033365494|23.84770234|1.0|1.0|1.0|3.73|-7.6|3.48|4.03|123.48|2.0|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|471.53|0.0|-5.08|0.000753|8.22e-06|3.52|0.0|0.0|2.49e-08|1.17e-05|3.3867|3.3867|-1858.957788|1287.26|618.01|-1858.668058|0.4106|-0.13734|5.2331|-1858.733603|4.0|8.3595|8.3595
18_a10|0.0|0|0.0|0.0|1|2|2|1.243178376|-0.182332901|-0.00309846|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|-0.220292492|2|0.7155022459999999|0.048377088|0.832812971|1|0.885552955|-0.076052353|-48.27152552|12.12013168|40.99617452|0.641615544|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|-868.8874593|2137.914113|13.51828833|0.876275815|6213.631543|227.471785|24.62214943|0.020666062|13.11704755|1.0|1.0|1.0|4.07|-7.88|4.65|4.66|62.06|1.0|0.0|119.81|0.0|1.0|5.0|-4.48|31.0|412.48|1.0|-4.77|0.0138|1.7100000000000002e-05|3.49|0.0|0.0|1.32e-08|5.44e-06|5.7687|3.7977|-1336.433782|1181.5|504.61|-1336.126835|0.1637|-0.15735|4.7596|-1336.185978|0.13|6.8861|6.8861
11_a1|0.0|0|3.3361517380000003|0.0|0|1|1|1.430935838|0.033732316|-0.018080197|1|0.035620155|0.08043435|0.0|-0.867849442|-0.0127744789999999|-0.05257082|-0.044235537|1|-0.009578125|0.126722854|-0.117419838|-0.563650254|1|0.823460272|-0.069193862|0.8086124090000001|0|0.5955245029999999|-0.126108875|-74.35738693|20.62225192|274.39137789999995|0.751878145|-2.143850877|-45.88191258|89.80732824|-28.7289904|98.43720241|0.47723847|2697.640232|351.1382199|-1264.075578|1885.148133|14.2257294|0.912918113|5798.645137|146.29971719999998|38.20963621|0.02620284|15.44994131|1.0|1.0|1.0|3.25|-7.47|4.28|4.23|97.33|1.0|0.0|105.71|0.0|1.0|4.0|-5.07|29.0|385.37|1.0|-4.66|0.00327|2.17e-05|3.35|0.0|0.0|3.35e-08|1.29e-05|3.7383|3.1924|-1312.462371|1036.18|471.76|-1312.241032|0.3201|-0.12916|5.0526|-1312.2963630000002|0.17|6.7696|6.7696
1i_a5|0.0|0|2.843224727|-4.358943904|0|0|0|1.219028472|-0.145964178|-0.006494891|2|0.0253888889999999|0.018196138|0.0|-0.279280326|-0.0012491689999999|-0.174016111|-0.003198529|1|-0.000700145|0.059972925|0.004923698|-0.403861432|2|0.525406088|-0.058385936|0.8436458929999999|0|0.8876055620000001|-0.084018635|-46.82694838|4.621144795|201.1526326|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|13.79450888|0.8858245220000001|5432.586961|134.0627959|26.20475553|0.0196689|10.96226516|0.0|1.0|1.0|2.83|-8.88|5.48|6.37|54.46|2.0|0.0|95.49|0.0|1.0|4.0|-4.79|27.0|366.34|1.0|-4.97|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|4.7243|4.3799|-1288.356212|957.58|443.05|-1288.210207|0.0207|-0.17945|2.6336|-1288.264271|24.0|7.6198|7.6198
6_a1|0.0|0|0.0|0.0|1|1|1|1.3488280769999998|-0.092471477|-0.005477033|1|0.039635417|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|0.006851583|-0.180874123|-0.3632559589999999|-0.353456514|1|0.781885145|0.13761072|0.8524898329999999|0|0.8782596159999999|-0.077422386|-37.41011914|10.15161645|64.63457366|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-448.9214297|1383.161829|9.609375529|0.7295841470000001|4061.042516|204.5077752|19.95772445|0.025250885|12.20110458|0.0|1.0|1.0|2.94|-6.02|3.61|3.57|39.94|0.0|0.0|86.31|0.0|1.0|3.0|-3.12|22.0|291.35|1.0|-3.68|221.0|0.00021|2.63|0.0|0.0|9.51e-07|0.000277|4.0635|4.0635|-935.5024827|875.29|405.23|-935.330989|0.3399|-0.16784|5.8386|-935.378591|5.1|5.2924|5.2924
8_a27|0.0|0|2.599100867|0.0|1|0|0|1.406757715|0.188762686|-0.008444078|2|0.039673203|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|0.067074515|1|0.004801929|-0.24946295|-0.187486926|-0.535352745|2|0.6812785379999999|0.141900468|0.8688656459999999|1|0.776384028|-0.092265073|-43.96130162|10.41179748|122.0597403|0.751701834|-1.291711016|-17.86879446|53.20197882|-17.09606174|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|9.642697094|0.92208134|4522.989286999999|118.305988|22.74314225|0.019394143|9.240677197|0.0|0.0|0.0|2.79|-6.28|2.98|2.48|76.46|0.0|0.0|87.68|0.0|1.0|2.0|-3.23|23.0|303.32|1.0|-3.52|178.0|0.000299|2.0|0.0|0.0|5.2e-07|0.000158|4.1276|4.1276|-1004.515654|848.58|374.88|-1004.385302|0.2336|-0.16958|3.0415|-1004.432889|6.0|8.2218|8.2218
12p_a36|0.0|0|3.392386149|0.0|0|2|2|1.297044387|-0.0494658159999999|-0.008017607|2|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|-0.0433009009999999|1|-0.000673716|0.2461794139999999|-0.217394466|-0.440709431|1|0.724208473|-0.035871448|0.8839272779999999|0|0.748438833|-0.108380023|-68.22905781|12.71795723|83.24921731|0.759126153|-1.950840419|-32.72335782|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|2308.958924|14.3885803|0.906594718|5922.775161|151.63860559999998|32.35623052|0.019344052|12.17776516|0.0|1.0|0.0|4.72|-6.86|3.13|2.44|69.2|1.0|0.0|123.71|0.0|1.0|5.0|-3.89|30.0|399.42|0.0|-4.16|0.0515|6.96e-05|2.78|0.0|0.0|1.4e-07|5.58e-05|5.3413|3.8372|-1332.182868|1113.05|506.89|-1331.947748|0.1841|-0.15608|4.8805|-1332.006106|9.0|8.0458|8.0458
5d_a40|0.0|0|0.0|0.0|1|0|1|0.6049133329999999|-0.071479892|-0.005662681|0|0.044526749|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|0.006642869|-0.259985037|-0.009744685|-0.399968083|0|0.496945486|0.145024458|0.877722972|1|0.754010052|-0.094277694|-43.26473143|10.10860823|181.4728912|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|-519.1767771000001|511.3769101|12.09256826|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|6.713853887999999|1.0|0.0|0.0|3.02|-4.32|4.08|3.64|75.5|0.0|1.0|74.11|0.0|2.0|3.0|-4.23|20.0|287.31|1.0|-3.82|17.0|0.000152|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|3.7374|3.7374|-1276.833831|765.69|365.74|-1276.751174|0.4493|-0.14851|7.0422|-1276.797751|19.0|7.7212|7.7212
12bg_a36|0.0|0|3.434779148|0.0|0|2|2|1.29692796|-0.040957653|-0.0076819|2|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|1|-0.00097037|0.097928606|-0.1716508239999999|-0.4459167329999999|1|0.884841888|-0.023460562|0.892249657|0|0.840610352|-0.102664465|-70.42534258|13.44952052|107.3347739|0.747867728|-1.847960372|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|2925.402039|576.6383913|-1267.656166|2915.548359|14.04434294|0.860310096|6753.439903|172.9566471|33.900544700000005|0.01946912|13.35534589|1.0|1.0|0.0|4.75|-7.76|3.99|3.19|69.2|2.0|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|450.32|1.0|-5.18|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|3.8944|3.8944|-2152.13793|1186.75|554.7|-2151.914954|0.4409|-0.15743|6.6844|-2151.975577|15.0|7.8239|7.8239
3h_a32|0.0|1|3.579396967|0.0|0|0|0|0.609420752|0.01077056|-0.005281944|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.122769653|-0.531669815|0|0.84279263|-0.169197453|0.834881529|1|0.87880263|-0.0882883959999999|-55.27575363|6.98327435|76.38838542|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|2911.160989|13.71739929|0.692036677|5187.525619|141.8112711|22.33200639|0.011751781|7.357575822|1.0|1.0|1.0|3.65|-8.47|8.11|6.24|110.94|2.0|0.0|112.28|0.0|1.0|7.0|-8.23|26.0|382.55|1.0|-6.15|2.24e-06|7.140000000000001e-07|6.12|0.0|0.0|3.37e-09|1.29e-06|3.5552|3.5552|-1790.6908030000002|1127.45|578.86|-1790.440663|0.2926|-0.1474099999999999|3.5952|-1790.5004850000005|7.0|8.1549|8.1549
19a_a38|0.0|0|3.3685352889999995|0.0|0|2|2|1.297044508|-0.084389038|-0.007986407|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|1|0.724208473|0.031696119|0.8741648479999999|0|0.747152898|-0.108300308|-64.73159672|13.23456869|137.2318698|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|2774.129458|446.57675660000007|-1165.168741|2304.055966|12.96056449|0.872060139|6115.030149|152.5362948|31.28824271|0.020873781|12.47635608|1.0|1.0|1.0|4.83|-6.86|3.13|2.55|81.23|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|401.44|1.0|-4.17|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.6504|-1332.186327|1092.25|466.55|-1331.94466|0.0721|-0.15108|4.7986|-1332.002093|0.01|8.0106|8.0106
3p_a32|0.0|1|3.456037415|0.0|0|1|1|0.609420752|0.007752757|-0.008735261|0|0.036666667|-0.050639647|2.1365141480000003|-0.419292538|-0.000971341|-0.111150118|-0.074544773|3|0.000920756|-0.092884784|-0.26891009|-0.53666614|0|0.737842269|0.058054833|0.918782026|1|0.8195708759999999|-0.098773656|-58.13283248|12.5150622|40.28175307|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|-17.1756096|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|3037.061498|10.69458635|0.713035367|5960.446219|223.6663527|27.70403125|0.025390655|14.94356622|1.0|1.0|1.0|3.38|-6.79|6.06|3.71|131.25|1.0|0.0|112.37|0.0|1.0|4.0|-5.11|27.0|395.5|1.0|-4.25|0.00308|5.629999999999999e-05|2.7|0.0|0.0|1.62e-07|6.4e-05|3.6436|3.6436|-1879.554272|1057.58|471.04|-1879.350471|0.3083|-0.15055|4.3094|-1879.406962|26.0|7585.0|7585.0
15_a10|0.0|0|0.0|0.0|1|1|1|1.277647202|-0.166303336|-0.0027892409999999|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|2|0.682616223|-0.079744227|0.863438637|1|0.915526801|-0.074144604|-44.18725043|11.09373722|33.67392858|0.646412648|-1.186313662|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|2288.954984|11.23924661|0.767351752|5769.347123|210.7240726|23.27068984|0.020932674|12.47504566|1.0|1.0|1.0|3.29|-8.3|4.91|4.72|52.83|2.0|1.0|111.21|0.0|1.0|5.0|-4.48|28.0|390.87|1.0|-4.81|13.0|1.56e-05|3.68|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.7997|-1604.08794|1086.19|484.05|-1603.851644|0.1647|-0.1574|4.5192|-1603.907391|33.0|7.4815|7.4815
18_a4|0.0|0|0.0|0.0|1|1|1|1.3998285519999998|-0.181683336|-0.004533883|1|0.042924837|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|-0.063708832|1|0.00042|0.108754635|0.015390457|-0.319213511|1|0.624748358|0.102914528|0.8547339420000001|0|0.7755960390000001|-0.085817825|-42.33787448|8.729352711|203.5264327|0.769438308|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|1573.744396|10.31843368|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|8.649897756|0.0|1.0|0.0|3.32|-5.53|3.46|3.43|50.94|0.0|0.0|86.22|0.0|2.0|3.0|-2.95|23.0|307.32|1.0|-3.51|349.0|0.000312|2.24|0.0|0.0|2.96e-06|0.0009109999999999|4.5152|4.2045|-1033.480025|870.74|404.27|-1033.349218|0.1|-0.17345|2.7878|-1033.398285|2.62|5.5817|5.5817
18_a47|0.0|1|2.969619451|0.0|0|0|0|1.414391819|-0.141396999|-0.004337918|3|0.037919622|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|-0.016728205|1|0.0015586929999999|-0.056674151|-0.053119347|-0.322800033|3|0.646771311|-0.059779939|0.851462739|1|0.777824025|-0.084415066|-52.88049505|9.234746417|70.55642796|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|2184.962887|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|25.98023687|0.017318402|10.84884165|0.0|1.0|1.0|3.47|-10.36|5.53|6.0|79.38|2.0|0.0|119.78|0.0|0.0|4.0|-5.5|31.0|410.45|1.0|-5.37|0.00129|4.29e-06|4.13|0.0|0.0|4.34e-11|1.78e-08|4.2668|4.2222|-1354.221126|1130.76|487.81|-1353.979194|0.0516|-0.17349|3.4464|-1354.037606|3.0|8.6|8.6
14aa_a23|0.0|1|0.0|0.0|2|0|0|1.19796312|0.066582026|-0.005050361|2|0.046678487|0.031136154|0.758549568|-0.287870566|0.013012022|-0.029037128|-0.044957534|2|0.012103325|0.055934795|-0.13397874|-0.4506138879999999|2|0.725358161|0.055269665|0.8072028240000001|1|0.924108042|-0.076107469|-51.83122853|12.26959478|40.49537336|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|15.78173785|0.972590939|6651.23042|138.4803717|27.00633206|0.013786041|9.388663605|1.0|1.0|1.0|3.63|-8.16|4.4|4.63|105.02|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|32.0|439.54|0.0|-5.55|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.5934|3.5934|-1708.5626|1231.11|588.45|-1708.276011|0.4157|-0.1449|5.8286|-1708.338059|4.0|8451.0|8451.0
12aq_a36|0.0|0|3.427017327|0.0|0|2|2|1.297043497|0.0332421529999999|-0.0116333169999999|2|0.041728395|0.076517478|0.0|-0.674732412|-0.006653538|-0.1031859869999999|-0.028591187|1|-0.004569485|0.131910912|-0.090926893|-0.5356623070000001|1|0.892815402|-0.0606936879999999|0.89459881|0|0.681470612|-0.122078233|-81.56528598|14.29132551|86.6958382|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|14.98931431|0.743623723|6296.75201|159.03272990000002|37.66374367|0.020701483|13.83147784|0.0|1.0|0.0|4.83|-6.14|1.92|0.98|112.29|1.0|0.0|131.85|0.0|1.0|6.0|-3.52|32.0|424.46|0.0|-3.45|129.0|0.000359|1.55|0.0|0.0|7.19e-07|0.000305|3.9049|3.3759|-1401.669694|1190.22|534.96|-1401.391057|0.0059|-0.13908|6.7649|-1401.452487|55.0|7.2596|7.2596
