molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
1h_a5|0.0|0|2.9516097130000003|0.0|0|6.605297921|0|1.427564094|-0.259241577|-0.001978474|4.59511985|-0.009075016|2|-0.02598568|0.0|-0.085074391|-0.1197834419999999|10.94466758|-0.044117647|1|-0.043247682|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|0.8806402259999999|-0.067599619|0.39793593|0.008798715|-35.25675213|-36.2462047|4.588992214|160.0744187|62.25239147|-0.027798699|0.484419999|0.7450549759999999|-1.111947978|44.51475742|-14.49848188|0.489507204|2107.271793|459.3001331|819.6979313999999|-7.561719827|0.2549450239999999|6.711386288|13.14687756|0.958891501|4334.547353|132.96722079999998|-302.4687931|19.45961351|-255.618083|409.0289917|1.0|1.0|1.0|2.07|0.05|23.0|-8.41|54.46|2.13|95.45|0.0|1.0|3.0|-4.25|24.0|-5.77|312.37|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|-0.04124|4652.0|4.3651|-990.6032645|284.03|266.52|430.83|0.57155|-990.472129|0.1754|2.2396|0.031392033|-990.523098|28.0|7.5528|7.5528
13c_a6|0.0|0|3.441255118|0.0|0|7.412764017000001|1|1.424213869|-0.046663393|-0.010619065|5.351858133|-0.0122495089999999|1|0.049627353|0.0|-0.605286688|0.054910284|10.95129637|-0.0942387559999999|1|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|0.786809832|-0.093635525|0.22875443|0.030547186|-63.73961873|-75.71763296|20.79409503|157.60887419999997|145.12291069999998|-0.039875482|567.1031411|0.772032541|-2.11340057|88.21184769|-27.1440571|0.466844407|2880.850692|535.5975578|3135.546462|-18.47751526|0.2279674589999999|8.038175951|15.07660437|0.875625075|6204.855629|155.1821156|-979.308309|35.15921372|-370.3562372|692.8471883999999|1.0|1.0|1.0|2.53|0.16|23.0|-9.4|95.85|1.5|121.6|0.0|1.0|6.0|-5.95|32.0|-5.88|423.47|0.0|0.0|3.64|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|3.6519|-1389.371325|339.5|206.92|596.15|0.7008800000000001|-1389.122252|0.28|7.7129|0.0276450999999999|-1389.184603|73.0|7.1367|7.1367
16a_a10|0.0|0|0.0|0.0|1|7.535296702|1|1.325756911|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|-0.085711535|2.009832665|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|1|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.916148686|-0.052574986|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|58.06685151|-0.026063936|99.81657855|0.7270593190000001|-1.615964058|63.53441386|-18.049219|0.4629532229999999|2862.681038|634.4309626|1823.310808|-12.4990447|0.272940681|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|24.82496066|-314.4761648|879.8636987|1.0|1.0|1.0|4.46|0.3|21.0|-8.5|56.07|2.47|133.66|0.0|1.0|9.0|-5.22|33.0|-5.91|439.55|0.0|1.0|4.24|-5.17|6e-06|0.00264|6.76e-06|0.00297|4.33|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.8718|-1395.13019|320.22|221.33|629.65|0.6852199999999999|-1394.797092|0.0841|3.8323|0.02819643|-1394.861824|47.0|7.3279|7.3279
8a_a8|0.0|0|3.150966553|0.0|1|7.535296702|1|1.400027874|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.027531877|0.0|-0.732911106|0.010118884|10.94671414|-0.0298924089999999|1|0.044579097|0.055198015|0.089375589|-0.5028388229999999|1|0.76592324|0.550829475|-0.131795179|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|269.0155755|-0.049054408|84.91322996|0.76420633|-2.256502762|86.57328508|-29.37948733|0.481294455|2802.374154|329.9007832|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|38.44444383|-316.4749864|529.053307|0.0|1.0|0.0|2.64|0.05|23.0|-6.76|112.23|1.9|109.21|0.0|1.0|4.0|-4.4|30.0|-7.04|400.39|0.0|0.0|2.56|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|1.74e-07|6.96e-05|-0.06922|4.6017|3.1039|-1367.744724|399.45|269.43|476.69|0.7036899999999999|-1367.539526|0.1729|5.4201|0.03213899|-1367.595683|11.34|4.9454|4.9454
12bb_a36|0.0|0|3.3296932480000003|0.0|0|7.412764017000001|2|1.29704416|-0.07834963|-0.008239316|5.351858133|-0.117921811|2|0.096309833|0.0|-0.444923056|-0.018516159|10.96022185|-0.027636036|1|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|1|0.653741315|0.6888482109999999|-0.090660196|0.314702945|0.022069757|-58.19935506|-73.39466247|14.16769093|88.91215764|199.7440352|-0.038872447|0.0|0.719294078|-1.943622342|88.14984373|-24.95418524|0.4808928389999999|2902.055617|442.2064275|2458.790147|-16.01935076|0.280705922|7.854524291000001|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|34.69260487|-281.5518699|593.6088758|1.0|1.0|0.0|0.0|0.14|17.0|-7.12|69.2|2.78|123.67|0.0|1.0|5.0|-3.99|31.0|-6.8|417.41|0.0|1.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|3.8001|-1431.374881|326.27|236.69|515.92|688.0|-1431.178978|0.0736|6251.0|0.03421884|-1431.238418|0.01|8.0|8.0
15_a31|0.0|0|3.155574452|0.0|0|7.765993078999999|1|0.610137926|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|0|-0.0302581979999999|0.0|-0.775463115|-0.070065105|10.31169996|-0.074455342|2|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8314086070000001|0.567108776|-0.116196194|0.287991212|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|230.1075793|-0.041588706|514.6215199|0.641533577|-1.58037081|88.05886218|-22.10688462|0.466164359|2351.566145|301.452236|1675.977147|-11.75113151|0.358466423|6.148947296|11.51842782|0.873235738|5087.628096|190.5463457|-446.5429972|34.45943505|-150.46712390000002|363.593507|0.0|1.0|1.0|1.64|0.19|16.0|-5.66|117.37|0.41|90.47|0.0|2.0|4.0|-4.28|24.0|-6.84|342.37|0.0|0.0|2.27|-3.57|5.27e-05|18.0|0.000272|0.0931|2.18|0.0|2.19e-06|0.000749|-0.04192|4569.0|4569.0|-1460.861851|271.36|271.36|452.98|0.5241899999999999|-1460.736142|348.0|5.5793|0.03843988|-1460.790873|1.1|5.9586|5.9586
9b_a36|0.0|0|3.513187594|0.0|0|7.412764017000001|2|0.62670079|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|2|0.082806042|0.0|-0.308862918|-0.077361324|10.33767255|-0.06502499|1|0.146828453|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.8453794609999999|-0.074181597|0.2602997|0.017007854|-46.58565720000001|-61.73294817|10.68084402|67.12293326|97.10089515|-0.036110824|0.0|0.78242217|-1.769430355|71.70079424|-22.67740953|0.453252346|2715.020034|530.8939077|2464.2160510000003|-14.24129533|0.21757783|7.549264797|13.80758516|0.828997331|5838.085413000001|136.63774650000002|-697.8234711|28.98359786|-354.7193098|620.9195447000001|1.0|1.0|0.0|0.0|0.14|17.0|-6.64|82.47|2.82|126.17|0.0|1.0|5.0|-4.6|29.0|-6.46|398.48|0.0|0.0|2.48|-4.43|2.49e-05|0.00992|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.8535|-1575.751975|321.74|321.74|514.45|0.69763|-1575.557248|0.5392|6.2846|0.02803905|-1575.616432|21.0|7.6778|7.6778
3_a20 (SB-525334)|0.0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|-0.048050965|-0.005492814|4.727387819|-0.053897691|2|0.001821898|1.728260385|-0.274640708|-0.175513234|10.95053359|-0.119584218|1|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.8756647679999999|-0.061128029|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|0.0|0.784910502|-1.375645142|58.45718743|-16.53287135|0.457398769|2243.481559|494.6267525|1782.992456|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|-321.8682802|520.6749407|1.0|1.0|1.0|2.82|0.24|21.0|-8.39|67.35|1.69|104.59|0.0|1.0|3.0|-4.85|26.0|-5.74|343.42|0.0|1.0|3.63|-4.73|1.42e-05|0.00489|1.88e-05|0.00647|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.56485|390.77|248.86|498.74|0.70168|-1086.329436|0.1171|3.7291|0.02096048|-1086.383308|162.0|6.7905|6.7905
7l_a46|0.0|0|0.0|0.256706467|1|7.727094485|1|1.160371354|-0.2644255789999999|-0.00090473|5.533389489|0.017668261|2|-0.203375108|0.0|-0.038903382|-0.074511843|10.9642261|0.050638298|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.659888413|0.907148114|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|44.79605077|-0.022013621|51.39110437|0.67467081|-0.880544835|38.22273917|-10.620390400000002|0.46327253|1920.310099|437.65027010000006|1246.417766|-5.1237682730000005|0.32532919|5.273701985|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|15.74158869|-168.5385796|375.721552|1.0|1.0|1.0|2.64|0.28|17.0|-6.29|43.6|1.89|86.96|0.0|1.0|2.0|-3.18|22.0|-6.22|290.36|0.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|5.19e-07|0.000151|-0.03324|4.5464|4.5464|-915.5830363|272.71|272.71|414.82|0.68834|-915.446686|0.2024|3.3119|0.025086919|-915.493986|1.94|5.7122|5.7122
18a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.194229718|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.033735832|1.6891461019999998|-0.19538364|-0.021976395|10.31286146|-0.015194063|1|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|0.926535704|-0.050645213|0.573315195|0.01713283|-34.36220678|-51.6464295|11.62443251|29.59800426|49.84469832|-0.029276847|18.5219848|0.710467198|-1.5223960559999998|64.80092090000001|-19.86401135|0.487405342|2898.068989|628.6440468999999|2213.859172|-13.47750813|0.289532802|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|-700.830423|27.95908297|-285.5992506|730.9420477000001|1.0|1.0|1.0|3.17|0.08|27.0|-9.4|100.61|2.13|131.64|0.0|1.0|6.0|-5.59|32.0|-6.28|436.53|0.0|0.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.4832|-1691.2957760000002|355.95|246.91|531.16|0.68577|-1691.036502|0.0354|3851.0|0.01932946|-1691.097989|13.0|7.8861|7.8861
12af_a36|0.0|0|3.448611715|0.0|0|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.091263447|0.0|-0.6038322939999999|-0.074383486|10.96037047|0.00146554|1|0.154914099|-0.126068378|-0.213993335|-0.505160213|1|0.859938421|0.755275519|-0.082549457|0.154396546|0.021921402|-57.32748365|-73.23838519|15.22358698|89.56100543|169.9519197|-0.035153522|127.6527374|0.6702409189999999|-2.003750775|91.25505794|-24.41279506|0.448767097|3013.98446|524.5103537|3082.869129|-16.95376516|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|36.42391023|-236.4517911|757.7532208|0.0|1.0|0.0|0.0|0.17|17.0|-6.93|98.3|1.49|138.06|0.0|1.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|5.2352|3.2299|-1440.954069|383.86|236.83|589.48|0.70508|-1440.675702|0.0035|6.9003|0.02886569|-1440.740243|15.0|7.8239|7.8239
12a_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604990853|0.021610099|-0.00431394|5.4161004020000005|-0.012791297|0|0.17758258|0.8332127109999999|-0.14667395|0.100414476|10.31197265|-0.226763788|2|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.58630452|0.940879765|-0.064340227|0.000279043|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|30.15370934|-0.033799|49.24750281|0.85136964|-1.047769006|43.65970865|-17.23885621|0.476055146|2185.594734|479.8867095|600.1247016|-8.792513441|0.14863036|7.563170499|14.43505064|0.908597808|4873.458436|75.8074911|-272.5679167|20.24838026|-358.4254366|323.26151960000004|1.0|0.0|0.0|3.39|0.0|20.0|-7.21|58.43|4.34|91.76|0.0|1.0|2.0|-6.41|22.0|-4.56|346.23|0.0|1.0|4.78|-5.95|3.86e-07|0.000134|1.13e-06|0.00039|5.43|1.0|6.15e-08|2.13e-05|-0.08015|3.0966|3.0966|-2097.8163050000003|400.39|400.39|429.21|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|0.0104658999999999|-2097.779499|1778.0|5.7501|5.7501
8e_a12|0.0|1|0.0|0.0|1|6.803505258|1|1.283834633|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.0661362779999999|2.197856963|-0.330207456|-0.087658302|10.94458094|-0.0309579439999999|1|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.83954453|0.939627917|-0.05202522|0.001151979|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|51.38557748|34.57040021|-0.031094185|0.0|0.7112578709999999|-1.492520871|61.4656313|-17.80522313|0.45384745|2548.979738|538.051884|2112.908299|-10.19566754|0.2887421289999999|6.446557205|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|561.9859171|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|55.1|3.05|117.04|0.0|1.0|3.0|-4.37|28.0|-6.03|366.42|0.0|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|0.00744|3.53|0.0|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.3044|-1177.593205|375.21|236.25|481.04|0.6954899999999999|-1177.380602|0.2252|1.0295|0.02580783|-1177.436953|588.0|6.2306|6.2306
4q_a46|0.0|0|0.0|0.09591943|1|7.832410927000001|1|1.131262631|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|-0.012611536|0.0|-0.066250447|-0.155661124|10.96363644|-0.081623022|1|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|0.913550004|-0.052170875|0.258420996|0.014510206|-29.12008262|-39.09149156|8.099124333999999|38.31894407|48.25357162|-0.021010627|72.14599138|0.61955726|-1.050531344|49.37907349|-11.72744747|0.487775649|2234.596293|509.9138517|1491.412605|-6.545879136|0.38044274|6.038093227999999|11.78798551|0.952269544|4992.497361|212.350744|-327.2939568|18.92875482|-133.46593529999998|554.3688216|1.0|1.0|1.0|3.16|0.38|17.0|-6.94|52.83|1.75|102.63|0.0|1.0|4.0|-3.41|26.0|-6.54|348.44|0.0|1.0|3.15|-3.89|0.000389|135.0|0.000129|0.0449|2.65|0.0|1.14e-07|3.97e-05|-0.03042|4.5296|4.5296|-1108.729426|273.72|273.72|510.13|0.69002|-1108.511662|0.1432|2.7026|0.02185677|-1108.566571|743.0|6129.0|6129.0
12aw_a36|0.0|0|3.28940051|0.0|0|7.412764017000001|2|1.297044239|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.066435701|0.0|-0.4478724979999999|-0.1066959869999999|10.96021804|-0.034663063|1|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|1|0.653741315|0.706174871|-0.088516379|0.373775982|0.023038651|-56.73814908|-73.52224315|14.76755422|54.50894809|188.3390873|-0.041292362|1.343623915|0.749052287|-2.06461809|87.37742985|-26.46800754|0.47322369|2901.451841|452.6513136|2380.579051|-16.96573876|0.250947713|7.545677222999999|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|35.33532702|-319.2802512|593.6088758|1.0|1.0|0.0|0.0|0.14|17.0|-7.12|69.2|2.78|123.67|0.0|1.0|5.0|-3.99|31.0|-6.8|417.41|0.0|1.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.8763|-1431.373326|319.85|237.0|507.71|0.69109|-1431.180191|0.3892|4.8181|0.03134789|-1431.239759|9.0|8.0458|8.0458
14aa_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.19796312|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.031136154|0.758549568|-0.287870566|-0.029037128|10.313217300000002|-0.044957534|2|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|2|0.725358161|0.924108042|-0.052155763|0.204831806|0.018016316|-35.51947393|-51.83122853|12.26959478|40.49537336|51.68445972|-0.03159178|83.27171526|0.796659447|-1.6743643259999998|61.21989213|-21.51484958|0.4930525229999999|2941.302235|629.3423691|2263.821505|-14.65218978|0.203340553|8.000512184|15.78173785|0.972590939|6651.23042|138.4803717|-776.5660584|27.00633206|-404.0660854|733.3886349999999|0.0|1.0|1.0|3.68|0.12|26.0|-8.16|105.02|3.45|130.22|0.0|1.0|5.0|-6.23|32.0|-5.92|439.54|0.0|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|3.5934|-1708.5422620000002|345.03|345.03|588.45|0.6805899999999999|-1708.276011|0.4157|5.8286|0.02033777|-1708.338059|4.0|8451.0|8451.0
12d_a31|0.0|0|3.441384322|0.0|0|7.765993078999999|1|0.61013528|0.039097757|-0.012448252|5.733341277|-0.043220149|0|-0.042401695|0.0|-0.697102094|-0.085780934|10.31169788|-0.032270224|2|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.7054497479999999|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|557.514503|0.6383648510000001|-1.724762406|99.79879739|-23.08311261|0.389382761|2653.867767|500.3881827|2434.226776|-16.37326657|0.361635149|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|36.15974873|-196.2893506|647.1500428999999|1.0|1.0|1.0|3.9|0.38|16.0|-7.63|117.37|1.31|112.97|0.0|1.0|9.0|-5.61|29.0|-6.36|412.51|0.0|0.0|3.76|-4.39|2.48e-06|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|3.8477|-1657.428467|322.23|322.23|626.33|0.7006600000000001|-1657.1792779999998|0.2566|2.4186|0.04338158|-1657.245177|0.51|6.2924|6.2924
47t_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.25117758|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0|0.018018036|0.0|-0.756664598|-0.011641394|10.94702032|-0.04785474|0|0.027313444|-0.068787175|-0.104274108|-0.600890268|0|0.704602886|0.67203319|-0.119202068|0.240001773|0.014067024|-79.78154029|-69.13537385|9.415011332|280.622476|219.5070758|-0.040580402|78.43695402|0.804531523|-2.272502492|80.00407742|-27.16032544|0.49779009|2872.533415|449.789539|1326.524873|-18.17831387|0.195468477|8.780037801|17.48280476|0.991199259|6603.597038|130.8263901|-1017.985577|33.75918118|-407.6438346000001|747.6927426|0.0|1.0|0.0|0.0|0.15|18.0|-7.51|110.56|1.64|129.21|0.0|1.0|7.0|-5.58|33.0|-6.46|441.48|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|3.1164|-1470.836067|397.84|397.84|601.36|0.6895100000000001|-1470.528808|0.5502|7.7656|0.03767603|-1470.593659|782.0|6.1068|6.1068
14o_a23|0.0|1|0.0|-4.758526534|2|7.423568444|0|1.197958066|0.18835477|-0.014680137|5.351858133|-0.301504331|2|0.135737344|0.6669152279999999|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.904077943|-0.072435569|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|68.19627862|-0.042454824|0.8929505459999999|0.800301554|-2.165196042|80.64694246|-30.18347529|0.48945652|3399.6213840000005|642.7588542000001|2297.392496|-21.45909668|0.199698446|9.016411722|17.66041891|0.958697036|7967.617129|141.97663490000002|-1094.413931|37.71512766|-427.001863|676.4530574|0.0|0.0|1.0|3.62|0.09|26.0|-7.95|114.25|3.04|126.97|0.0|1.0|7.0|-6.89|35.0|-5.94|495.48|1.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|3.6989|-2042.161288|335.19|335.19|582.89|0.58581|-2041.934645|385.0|5.9294|0.02299729|-2042.000938|3.0|8.4815|8.4815
13g_a6|0.0|0|3.457632039|0.0|0|6.842683282|0|1.424099171|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|0.03536788|1.648997541|-0.381325604|0.073394284|10.95053423|-0.080022038|1|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|0.871972049|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|89.14285747|-0.0323525729999999|0.0|0.7357333540000001|-1.747038966|76.50577593|-22.52633766|0.444443571|2929.039254|607.1336751|3916.754765|-15.68456028|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|30.61752948|-328.2712049|744.1359788|1.0|1.0|1.0|2.34|0.12|27.0|-10.57|103.17|1.13|128.63|0.0|0.0|6.0|-5.56|33.0|-6.31|431.49|0.0|0.0|3.47|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.2472|-1386.573241|381.82|207.09|592.49|0.7034100000000001|-1386.3020800000002|0.0105|10.1708|0.03802398|-1386.364067|119.0|6.9245|6.9245
7c_a8|0.0|0|3.17138259|0.0|1|7.05012252|0|1.400027586|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.0493777859999999|0.0|-0.382994379|-0.0450662909999999|10.94670214|-0.118915929|1|0.079425146|-0.047874|-0.077006275|-0.328286221|1|0.718994164|0.848923958|-0.080277893|0.292274414|0.0306012339999999|-50.34151168|-56.2991566|19.18974586|49.43944876|94.73836511|-0.03366688|75.43825735|0.626902145|-1.6160102369999998|76.40286308|-21.11218373|0.492823119|2716.5013510000003|532.3522286|2162.326414|-13.23925183|0.373097855|7.700542366|15.18314943|0.971698707|6013.168519|233.9661552|-635.4840877|33.67700028|-159.15828340000002|572.8089095|0.0|0.0|1.0|3.1|0.09|23.0|-7.76|92.93|1.82|112.76|0.0|1.0|5.0|-5.0|30.0|-6.34|398.41|0.0|0.0|3.26|-4.67|1e-05|0.00399|2.14e-05|0.00851|3.37|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|3.1406|-1331.793312|394.78|269.17|579.97|0.70321|-1331.567632|0.1779|12.0073|0.02732536|-1331.625743|18.59|4.7307|4.7307
14e_a25|0.0|0|0.0|0.0|1|6.842683282|0|1.4200152069999998|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0065927719999999|1.906869097|-0.524066339|0.002856489|10.93106299|0.011176663|1|0.010976703|0.015497482|0.025802692|-0.50909623|2|0.717460414|0.7240504329999999|-0.1011107469999999|0.448918026|0.015024526|-73.99302943|-73.51338088|10.99497534|372.1805977|201.94039730000003|-0.038772226|97.78313402|0.806446896|-2.2100168680000003|84.60373462|-28.3735856|0.491527882|3126.080106|529.8614286999999|2620.6698690000003|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|-448.516796|811.3237836|1.0|1.0|1.0|2.72|0.07|27.0|-9.14|115.79|1.69|134.35|0.0|1.0|7.0|-5.14|35.0|-6.96|462.5|0.0|0.0|3.02|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|3.9613|-1520.964156|312.99|212.19|596.96|0.69958|-1520.701142|0.0007|5.3651|0.04875868|-1520.767443|75.0|7.1249|7.1249
