molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
18c_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604986846|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|2|0.011887112|0.0|-0.625122815|0.0119521719999999|10.31163825|-0.0351777|1|0.0211588229999999|0.003429114|0.006103754|-0.562807327|1|0.841060094|0.717052026|-0.105618255|0.42531141|0.019360263|-71.31647561|-75.33411705|13.07260474|384.391404|191.0545887|-0.042101245|103.215593|0.7859920029999999|-2.2313660090000003|87.76550537|-28.4279687|0.448899917|3002.59061|484.1740985|3094.729399|-19.19537998|0.214007997|7.646050338999999|13.8741593|0.81455244|6685.737642|144.5043388|-1017.355139|36.16826708|-386.2200097|713.7769663|1.0|1.0|0.0|0.0|0.13|17.0|-6.19|124.74|2.06|135.37|0.0|1.0|6.0|-5.01|32.0|-7.05|441.51|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|3.4848|-1744.455795|355.78|355.78|543.46|0.69123|-1744.2261030000002|0.3879|6.6462|0.04503016|-1744.28923|12.0|7.9208|7.9208
6f_a40|0.0|0|0.0|0.0|1|8.421342866|1|0.604893424|0.134099184|-0.01691341|6.401917197|-0.156988665|0|-0.122783873|0.737582436|-0.8287570679999999|0.075227997|10.30179966|-0.190617284|2|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.655786513|-0.134203859|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|221.1408856|-0.052228625|40.01876255|0.8628087240000001|-2.350288117|92.77827871|-33.55442128|0.410805404|3021.330686|421.31181889999993|3072.581297|-21.5571287|0.137191276|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|-970.0707913999998|38.88975659|-466.1748926|593.503189|1.0|0.0|1.0|2.53|0.21|14.0|-3.67|199.45|1.1|124.54|1.0|3.0|5.0|-6.95|30.0|-6.9|457.55|1.0|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|3.09|0.0|0.0002109999999999|0.0967|-0.08982|3.5741|2.57|-2426.924155|482.43|346.89|507.64|0.69911|-2426.725129|0.0158|6.2384|0.04845403|-2426.787111|42.0|7.3768|7.3768
3c_a12|0.0|0|0.0|0.0|0|6.555356892000001|1|0.610140703|0.06235058|-0.009252756|4.59511985|-0.058516436|2|-0.14679559|0.0|-0.379362977|-0.008931246|10.3117069|-0.056537396|1|-0.267255164|-0.116098308|-0.211367878|-0.545592465|1|0.923855679|0.843855494|-0.071719601|0.242114395|0.013219706|-36.28720467|-50.25579322|6.688634392000001|73.9854678|79.00277721|-0.033980537|0.0|0.7055242159999999|-1.291260406|61.16334136|-17.19277136|0.427357986|2186.344105|426.9566009|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|-207.9738085|380.2468615|1.0|0.0|1.0|2.78|0.12|17.0|-6.78|78.41|1.82|98.16|0.0|1.0|3.0|-4.22|23.0|-6.18|319.38|0.0|0.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.471862|345.72|311.14|399.38|0.68067|-1327.351991|0.1193|1.6035|0.02665687|-1327.4004710000002|0.02|7699.0|7699.0
19_a47|0.0|1|0.0|0.0|1|6.842683282|0|1.402889494|-0.038804671|-0.00973456|4.727387819|-0.227538423|2|0.027033021|1.174354482|-0.4380552029999999|-0.064557784|10.95058274|0.0604168609999999|1|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.639642891|-0.105205489|0.270767873|0.026805875|-58.28861174|-57.87554797|14.85167037|335.10989930000005|199.6541807|-0.037307124|66.13355777|0.637832605|-1.566899206|76.13237258|-20.66983856|0.463378097|2612.978054|354.3911695|1238.799875|-11.45202794|0.362167395|7.06969105|13.17443625|0.8635094740000001|5846.960345|200.6571609|-480.9851737|32.40636867|-152.7310283|428.5826478|0.0|1.0|1.0|1.72|0.05|21.0|-6.92|98.72|1.67|99.2|0.0|1.0|5.0|-3.67|28.0|-7.22|380.35|0.0|0.0|2.34|-3.66|0.000214|0.0816|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.8423|-1335.725639|322.68|322.68|412.31|0.68924|-1335.580357|0.3243|5.1151|0.03178118|-1335.634976|0.05|7.3|7.3
13j_a6|0.0|0|3.409065702|0.0|0|7.412764017000001|1|1.430640326|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.07522656|0.0|-0.855284356|-0.0951246069999999|10.95129557|-0.047513534|1|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|0.6229641429999999|-0.120219472|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|251.937353|-0.046428683|114.6910805|0.7841668409999999|-2.460720196|99.85109065|-31.02389141|0.433600896|2907.3053210000003|416.2679342|2634.320708|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|6276.316063|144.22085800000002|-1098.707398|39.56287079|-379.7635712|673.8038326000001|1.0|1.0|1.0|2.26|0.12|23.0|-8.5|115.15|1.18|120.17|0.0|1.0|6.0|-5.03|32.0|-6.81|427.46|0.0|0.0|2.82|-4.48|9.32e-06|0.00398|3.28e-05|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|3.5599|-1426.520775|348.28|339.64|555.0|0.7045100000000001|-1426.272674|0.0259|8.3187|0.03242949|-1426.335207|262.0|6.5817|6.5817
16b_a23|0.0|1|0.0|0.0|2|7.423568444|1|1.197960988|0.031073244|-0.005139233|5.351858133|-0.013240238|3|0.054655144|0.754232958|-0.3237716519999999|-0.068280331|10.31321583|-0.05237763|2|0.099244509|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.928579764|-0.050637391|0.2256448969999999|0.018614978|-37.52431601|-58.69232154|13.79443768|7.971529518|52.92522904|-0.031407956|100.0262487|0.738977|-1.821661419|72.31582904|-23.2745413|0.4870072789999999|3370.826124|688.1144512|2256.698672|-17.24735864|0.261023|9.472884487|18.46592377|0.949345397|7575.784511|193.4284005|-1000.346801|31.49562341|-354.1828792|896.9989312000001|1.0|1.0|0.0|0.0|0.07|26.0|-7.33|108.26|3.14|146.03|0.0|1.0|6.0|-6.19|36.0|-6.3|489.57|0.0|0.0|2.9|-5.67|6.41e-07|0.000314|2.16e-06|0.00106|4.21|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|1.6041|1.6041|-1877.615701|772.92|772.92|607.92|0.95419|-1877.270284|0.3456|9.2317|0.03978022|-1877.335869|96.0|7.0191|7.0191
6_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941278|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.106485923|0.0|-0.513693384|0.011857945|10.95880677|-0.009025163|0|0.153430865|-0.195267558|-0.281352401|-0.35221474|1|0.8511056929999999|0.859308431|-0.07051817|0.398681391|0.02948637|-41.14459066|-71.76572566|17.20414198|105.4415725|82.0880213|-0.0307500179999999|55.65697829|0.581974721|-1.599000943|88.94853813|-17.94143141|0.3902945579999999|2454.904173|501.3728188|1971.005637|-10.46812265|0.4180252789999999|6.110075236|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|30.82854077|-95.65807914|592.4420375|1.0|0.0|1.0|4.03|0.23|18.0|-7.95|61.84|2.18|109.7|0.0|1.0|7.0|-5.66|28.0|-5.33|380.44|0.0|1.0|4.11|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|4.64|0.0|1.13e-08|4.3e-06|-0.02419|4.3423|3.7696|-1263.0072300000002|328.9|285.52|545.21|0.70554|-1262.75978|0.0113|1.3789|0.01711539|-1262.820532|35.0|7.4559|7.4559
9_a10|0.0|0|0.0|0.0|1|7.535296702|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|2|-0.048732912|1.754798254|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|-0.079150788|-0.1475423119999999|-0.239634564|-0.362724972|2|0.7141481129999999|0.8694452140000001|-0.057690053|0.6816795959999999|0.013842683|-40.90513782|-59.80726117|9.815155744|86.66800495|92.56988349|-0.028592687|59.95939417|0.73129178|-1.686968561|71.07688871|-20.27364785|0.45291714|2904.874289|616.4802143999999|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|-327.9949188|816.3832816|1.0|1.0|1.0|3.2|0.23|21.0|-7.93|75.94|1.81|130.71|0.0|1.0|7.0|-4.23|33.0|-6.87|438.52|0.0|1.0|3.07|-4.44|5.920000000000001e-05|0.0259|3.64e-05|16.0|2.97|0.0|1.17e-08|5.14e-06|-0.06118|5.5668|3.7309|-1410.005954|332.32|222.72|631.5|0.68962|-1409.69933|0.0041|2.9927|0.03583924|-1409.764013|193.0|6.7144|6.7144
6_a1|0.0|0|0.0|0.0|1|7.535296702|1|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|0.021203156|1|-0.114683042|0.0|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|1|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.781885145|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|-37.41011914|10.15161645|64.63457366|58.82435931|-0.0238222729999999|95.13138767|0.576759436|-0.929068634|49.61122373|-11.51080589|0.4218263379999999|1956.144556|424.3707604|1383.161829|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|-74.17956941|359.9965854|1.0|1.0|1.0|2.54|0.22|17.0|-6.02|39.94|1.75|86.31|0.0|1.0|3.0|-3.12|22.0|-6.21|291.35|0.0|1.0|2.82|-3.68|0.0007599999999999|221.0|0.00021|0.0613|2.63|0.0|9.51e-07|0.000277|-0.02214|4.0635|4.0635|-935.4750982|305.12|305.12|405.23|0.69818|-935.330989|0.3399|5.8386|0.027384499|-935.378591|5.1|5.2924|5.2924
12b_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.047132642|-0.007353271|5.351858133|-0.06631353|2|-0.074391852|0.0|-0.3897233479999999|-0.037209579|10.31162898|-0.072247675|1|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.764737577|-0.08354129|0.383979687|0.017341789|-53.05077947|-62.96700664|11.01246349|86.84905288|149.39744040000002|-0.038448551|0.0|0.798520682|-1.883979001|73.02913136|-24.41577808|0.4676268939999999|2849.095245|485.6272203|2347.979099|-15.50462119|0.201479318|7.393647884|13.88809428|0.878381889|6275.380072|127.9443353|-759.7264385|30.57626261|-379.1359902|618.6004214|1.0|1.0|0.0|0.0|0.14|17.0|-6.9|81.65|3.2|127.24|0.0|1.0|5.0|-5.39|30.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05351|5.0567|3.5207|-1674.977262|352.16|245.19|516.78|0.68496|-1674.7778119999998|0.1525|3.7327|0.03351603|-1674.838225|7.0|8.1543|8.1543
14d_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963465|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.03253552|0.758207139|-0.288522152|-0.019307114|10.313217800000002|-0.054430189|2|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.921694462|-0.053736319|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|83.40396369|0.790346608|-1.6439281280000002|61.49227899|-21.66510006|0.454495683|2878.955374|607.3441532|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|138.1496441|-713.8033475|27.41215037|-382.6437544|666.0036144999999|0.0|1.0|1.0|3.62|0.09|26.0|-7.78|105.02|3.24|125.25|0.0|1.0|5.0|-5.85|31.0|-6.1|425.51|0.0|0.0|3.8|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|8.1555|-1669.224874|3688.0|336.18|554.84|8.1555|-1668.983743|336.18|5.6156|0.02083626|-1669.045136|4.0|8.4001|8.4001
16_a20|0.0|0|3.485659565|0.0|0|6.842683282|0|1.401259527|-0.014660441|-0.004705049|4.727387819|0.00695144|2|0.126359252|2.013871268|-0.254072625|-0.061975089|10.93301779|-0.062750442|1|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.915005572|-0.066137353|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|69.28224942|55.92018945|-0.029561375|3.46788153|0.780108103|-1.47806874|60.02453683|-19.44924762|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|0.219891897|8.166385503999999|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|24.9314775|-368.5817657|664.4562602999999|0.0|1.0|1.0|3.13|0.08|27.0|-10.52|78.25|2.2|121.69|0.0|0.0|4.0|-6.06|31.0|-5.42|401.46|0.0|0.0|4.37|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|4.69|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|3.5704|-1275.8670960000002|347.26|207.2|554.41|0.69524|-1275.636924|0.1958|4.7315|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
12v_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.037440652|-0.006974714|5.351858133|-0.029548782|2|-0.099831334|0.0|-0.369659818|0.020607357|10.31162873|-0.04950715|1|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.8501212029999999|-0.077138874|0.404950755|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|101.4008026|-0.037666615|0.0|0.806069067|-1.845664126|75.73440678|-25.48342433|0.478535287|3001.758432|575.1512171|2483.120571|-17.2408622|0.193930933|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|31.6144427|-414.1432908000001|685.6665849999999|1.0|1.0|0.0|0.0|0.14|17.0|-7.8|81.65|3.79|137.3|0.0|1.0|5.0|-6.58|31.0|-5.52|467.37|0.0|0.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|3.5507|-2494.92869|349.18|349.18|573.82|0.68405|-2494.739831|0.1601|2.9171|0.03495552|-2494.802821|22.0|7.6596|7.6596
30_a47|0.0|1|0.0|0.0|1|6.842683282|0|1.304327883|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.013114301|1.192095911|-0.415191425|-0.008774855|10.95005723|0.0467853809999999|1|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|192.6285289|-0.0383202979999999|76.90733636|0.679447569|-1.609452527|81.25550675|-22.9932445|0.4680850139999999|2626.927627|407.3992771|1558.731067|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|-215.3470619|457.1122177|1.0|1.0|1.0|2.12|0.05|21.0|-7.24|98.72|1.78|104.25|0.0|1.0|5.0|-4.22|28.0|-6.95|396.81|0.0|0.0|2.61|-4.1|6.05e-05|24.0|7.94e-05|0.0315|2.5|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.7159|-1696.078047|333.66|333.66|478.04|0.6944899999999999|-1695.931037|0.3566|2.7493|0.0420327|-1695.9887|13.0|7.9|7.9
21a_a23|0.0|1|0.0|0.0|2|7.525639975|0|1.197963603|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.071115216|0.773970837|-0.3082571839999999|-0.133417036|10.31321782|-0.083864151|2|0.130024255|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|0.926538469|-0.051521215|0.224766417|0.011564247|-34.01266735|-54.35891011|7.634348008|39.56172507|48.49696614|-0.03458322|82.08958626|0.842121383|-1.729161021|61.73864319|-22.83074225|0.492301762|2880.257677|611.67123|2272.736256|-15.07212993|0.157878617|7.950891003|15.66066298|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|-451.7153132|666.0036144999999|0.0|1.0|1.0|3.48|0.09|26.0|-7.78|105.02|3.24|125.25|0.0|1.0|5.0|-5.89|31.0|-6.07|425.51|0.0|0.0|3.78|-5.28|1.3e-06|0.000552|5.29e-06|0.00225|3.98|0.0|1.65e-08|7.03e-06|-0.07243|3.6993|3.6993|-1669.23053|335.16|335.16|558.61|0.60824|-1668.989671|0.3692|5.3733|0.0203361|-1669.0502720000002|102.0|6.9914|6.9914
7_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941457|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.145944639|0.0|-0.494898891|0.038636783|10.95880715|0.0019353679999999|0|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.841400327|-0.074406877|0.403524276|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|88.02694557|-0.026500274|56.30310755|0.448664402|-1.2190126140000002|85.26222186|-14.70834175|0.396557391|2330.667514|466.9990754|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|306.0056033|-375.5215702|32.78250222|56.98518567|474.9756287|1.0|0.0|1.0|3.14|0.15|18.0|-7.19|61.84|1.74|99.77|0.0|1.0|7.0|-4.83|26.0|-5.72|352.38|0.0|1.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|3.7495|-1184.367098|330.67|279.33|499.86|0.70497|-1184.168094|0.0169|1.1115|0.01827873|-1184.224637|227.0|6644.0|6644.0
A8301_a51|0.0|0|0.0|0.0|1|6.86171134|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.078523314|1.987294898|-0.242873103|-0.012770742|10.31321735|-0.1227504419999999|1|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.934739895|-0.055295165|0.339244706|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|42.37868986|-0.032775831|78.46116212|0.854959635|-1.6387915469999998|56.90163721|-21.28401067|0.4799553379999999|2799.106729|607.0025787000001|2461.663545|-13.82143785|0.145040365|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|-461.0082758|690.8826121000001|1.0|1.0|1.0|3.5|0.04|27.0|-9.38|87.72|3.35|129.04|0.0|1.0|5.0|-6.6|31.0|-5.31|421.52|0.0|0.0|4.58|-5.93|2.5e-07|0.000105|1.17e-06|0.000495|5.02|0.0|4.12e-10|1.74e-07||||||||||||||12.0|7.9208|7.9208
25_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.30432753|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|2|-0.055724653|1.087932079|-0.486951604|-0.035030495|10.94972207|0.002716049|1|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.786958319|-0.073339312|0.574771479|0.020224271|-44.52300552|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|51.5831002|0.6238742279999999|-1.407553754|71.17072517|-18.98891362|0.4760601829999999|2704.5905190000003|477.748546|1514.111398|-11.52783528|0.376125772|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|30.43708613|-150.4037281|513.2159236|0.0|0.0|1.0|3.27|0.1|21.0|-8.01|84.73|3.08|109.7|0.0|1.0|5.0|-4.99|29.0|-6.3|410.83|0.0|0.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|3.9878|-1735.385814|310.91|258.29|491.7|0.68761|-1735.2218059999998|0.0702|3.8832|0.0285712999999999|-1735.279715|16.0|7.8|7.8
7f_a8|0.0|0|2.961566988|0.0|1|7.05012252|0|1.394802504|-0.139912829|-0.005338193|4.844187086|-0.073219554|0|0.034392285|0.0|-0.234880498|-0.087673259|10.94343485|0.0260356679999999|1|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.515235986|0.770229267|-0.091890536|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|130.7330978|-0.040738044|55.49953831|0.880922225|-1.670259798|55.85651025|-23.17880348|0.4513917389999999|2534.956113|438.23883319999993|1854.738581|-13.18808857|0.119077775|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|26.31197491|-433.4681077|446.5544107|1.0|0.0|0.0|3.23|0.0|23.0|-8.46|61.58|4.27|101.89|0.0|1.0|3.0|-5.68|28.0|-5.27|373.35|0.0|0.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|1.0|3.5e-09|1.31e-06|-0.07492|3.8187|3.4810000000000003|-1285.168078|356.17|324.68|495.55|0.6987399999999999|-1285.017838|0.1502|8.7098|0.02809022|-1285.071664|35.65|4.4479|4.4479
17_a20|0.0|0|3.445659565|0.0|0|6.842683282|0|1.4012598180000002|-0.064380628|-0.005457467|4.727387819|0.00038506|3|0.065447136|1.652760156|-0.28924577|0.038629586|10.94884838|-0.072863159|1|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.760575852|0.912053544|-0.063665681|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|57.67438055|-0.0315649079999999|10.50834496|0.75430388|-1.5466805119999998|64.39681425|-20.699942|0.455285305|2761.976599|598.1153253|2210.790304|-13.57480888|0.24569612|8.198616089|15.05121151|0.83582343|6012.640572|161.12498630000002|-665.1656349|27.44244402|-333.5397332|637.7803874|0.0|1.0|1.0|2.83|0.08|27.0|-10.14|91.14|1.45|119.48|0.0|0.0|4.0|-5.36|31.0|-6.09|402.45|0.0|0.0|3.74|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.918735|365.45|365.45|543.09|0.69839|-1291.692325|0.2977|3.9703|0.03030655|-1291.752049|2.25|5.6478|5.6478
1d_a5|0.0|0|2.79978458|-4.455320158|0|6.605297921|0|1.217311475|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|-0.118028278|0.0|-0.2688711589999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.525406088|0.8965037640000001|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|55.92018945|-0.036640804|0.0|0.770504115|-1.465632167|56.83734591|-19.79744178|0.471074204|2481.822293|484.3911442|1172.890724|-10.69678217|0.229495885|6.116537519|11.5640749|0.89062437|5717.438103|123.9992274|-427.8712868|25.69414151|-292.3128788|403.396385|1.0|1.0|1.0|2.19|0.05|23.0|-8.88|54.46|2.73|95.49|0.0|1.0|4.0|-4.79|27.0|-5.73|366.34|1.0|0.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.8725|4.6112|-1288.306458|268.88|254.46|414.59|0.5764600000000001|-1288.201219|0.0982|3.7798|0.03392008|-1288.253849|9333.0|5.03|5.03
12u_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.028039604|-0.006935447|5.351858133|-0.027452346|2|-0.091507428|0.0|-0.367578706|0.028815747|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.84944095|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|78.15130994|100.8445957|-0.03794847|0.0|0.810462868|-1.859475018|75.26051582|-25.41792137|0.443167712|3001.03926|568.9563615000001|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|126.9521524|-834.2224549|31.36222814|-415.8966522|685.6665849999999|1.0|1.0|0.0|0.0|0.14|17.0|-7.8|81.65|3.79|137.3|0.0|1.0|5.0|-6.58|31.0|-5.52|467.37|0.0|0.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|3.5003|-2494.927579|354.21|354.21|559.16|0.6847|-2494.736802|0.1502|5.3020000000000005|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
13c_a5|0.0|0|2.944180713|0.0|0|6.605297921|1|1.377702625|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|3|-0.010689086|0.0|-0.284610951|-0.098760742|10.94530327|-0.018055556|1|-0.017427549|-0.092592608|-0.150963534|-0.324868153|2|0.705487111|0.80019672|-0.077308234|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|15.25960958|158.67712230000004|131.7396496|-0.025039414|51.93687546|0.551328235|-1.302049531|70.46156718|-16.50965711|0.46617977|2793.480751|527.6071331999999|1235.709541|-10.8855893|0.448671765|8.492261628|15.90846721|0.873289814|5989.714507|295.8302846|-566.0506435|29.94524142|-67.68621352|656.208474|0.0|1.0|1.0|2.58|0.17|23.0|-8.09|84.0|1.16|120.88|0.0|1.0|5.0|-3.55|31.0|-7.28|411.46|0.0|0.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|4.2145|-1351.2369640000002|294.18|263.46|513.33|0.51479|-1351.008469|0.1666|2.3276|0.03747691|-1351.067237|123.0|6.9101|6.9101
