molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nARing|SaasN|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PPSA3|RNCS|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
27_a47|0|1|1|0.0|6.842683282|1|2.041063341|-0.003631596|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|1|0.002350172|-0.077485193|0.804224077|0.0436226579999999|0.8517043879999999|0.634406338|1|0.846469886|-0.079484997|10.56549582|20.73428323|6.762956126000001|3.180329084|-1.510214943|63.02085767|-18.2393594|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|0.299267237|13.50334344|0.906398657|6433.288104|191.5604557|-618.7741154|0.018969968|-256.9774086|1379.535965|12.14264461|1.0|1.0|0.0|1.0|1.0|2.0|0.26|21.0|-8.82|5.07|67.66|3.11|0.0|125.17|0.0|5.0|-4.81|31.0|0.0|3.91|8.89e-06|0.0038799999999999|3.7|0.0|0.0|1.5e-09|4.9358|3.8125|-1778.1049670000002|1165.54|325.21|0.4007|517.82|0.69381|0.1839|-0.1578|4.0365|0.02633483|-1777.891054|2512.0|5.6
14n_a23|0|1|1|0.0|7.423568444|0|3.3716621960000004|-0.0068536419999999|2|0.045165485|0.079559363|0.747533142|-0.376950283|0.010561248|-0.049694913|10.3132176|-0.059870135|2|2|0.010508236|-0.110069159|0.802854174|0.219354173|0.861597051|0.71381683|1|0.89327435|-0.082430028|18.26553926|97.93357279|12.34358104|97.39429807|-1.648600566|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-1114.099858|0.313179459|16.33144958|0.885393105|6740.54932|211.642042|-752.8921912999999|0.0242495529999999|-252.5011125|1622.112023|16.3874892|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.51|4.03|114.25|2.72|1.0|126.78|0.0|6.0|-5.63|32.0|0.0|3.48|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|3.4217|3.4217|-1744.450916|1209.95|362.35|0.4229|575.71|0.6955|0.4229|-0.1382|5.2196|0.02300614|-1744.244532|1.0|9.2441
10_a15|0|0|0|0.0|0.0|0|0.0|-0.006872984|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|10.95972828|0.010152859|0|0|0.0034254209999999|-0.120626133|0.713794823|0.0107135269999999|0.7585998270000001|0.7933685340000001|0|0.933136945|-0.101494566|6.101312009|6.497096666|3.550143186|0.0|-1.928396745|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-1122.067607|0.169827351|10.08767698|0.815948972|6204.37804|98.81668286|-652.8924702|0.0116026369999999|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|1.0|0.12|24.0|-9.82|6.3|56.27|2.87|0.0|119.95|0.0|6.0|-6.22|30.0|0.0|4.69|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|4.4682|3.6448|-1281.088565|1136.48|340.17|0.1412|487.16|0.70313|0.0042|-0.15377|1.6654|0.02738146|-1280.862627|7.0|8.1549
12m_a30|0|0|0|0.0|7.412764017000001|2|0.0|-0.01047558|2|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.084317059|0.832758813|-0.036924662|0.893689741|0.770326886|0|0.783260049|-0.103359773|18.55926485|133.774348|12.59296644|237.0982213|-2.067195455|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|0.226267233|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|0.019500715|-371.4702679|1812.833129|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|2.48|114.67|2.06|1.0|133.52|0.0|6.0|-6.0|32.0|0.0|2.36|9.71e-06|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|5.0617|3.5496|-1743.215323|1204.39|349.29|255.0|578.87|0.68404|0.1615|-0.15042|3.6891|0.04041755|-1743.030004|31.0|7.5114
25_a12|0|0|0|0.0|0.0|0|0.0|-0.004103693|2|0.038787879|-0.089297664|2.050456822|-0.180562493|0.000864238|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.0542354559999999|0.638255008|-0.2430098439999999|0.688743998|0.806844014|1|0.947937175|-0.080147596|2.580489093|37.96125329|1.3444869730000002|0.0|-1.362509125|44.42528172|-17.31450713|31.09844409|0.448858246|2067.69985|493.8944271000001|-709.8947922|0.082701363|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|0.005118351|-434.8420476|773.8971409|2.666764531|1.0|1.0|0.0|1.0|1.0|1.0|0.05|22.0|-8.78|5.35|37.81|3.2|0.0|99.48|0.0|3.0|-5.28|24.0|1.0|4.29|5.63e-06|0.00175|4.76|0.0|0.0|1.6399999999999995e-09|4.2653|3.4532|-974.6569575|945.73|359.04|0.4483|442.64|0.69029|0.1897|-0.14303|1.2494|0.024123749|-974.508059|22.0|7.6576
16f_a32|1|1|1|0.0|7.765993078999999|0|0.0|-0.014558301|0|0.039958333|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|10.31100265|-0.000291262|3|3|-0.001202032|-0.120440534|0.852938445|0.085125293|0.899839182|0.761506727|1|0.8072754790000001|-0.111152081|16.90955989|89.03402347|11.7022626|47.24868477|-1.778433296|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|0.30526292|14.28728752|0.625108901|6235.040893|211.2572338|-851.7509977|0.022983292|-269.5356315|1771.554986|15.90558963|1.0|1.0|1.0|1.0|1.0|2.0|0.3|19.0|-7.77|4.99|149.27|1.34|0.0|116.75|1.0|9.0|-6.95|29.0|0.0|4.05|1.07e-05|0.00457|4.11|0.0|0.0|1.7e-08|3.6272|3.6272|-1995.307736|1191.55|341.82|0.2931|603.12|0.70204|0.2931|-0.15003|3.6641|0.02889673|-1995.117771|9.0|8041.0
3n_a32|1|1|1|0.0|7.773594467000001|1|0.0|-0.00615216|1|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|10.3110027|-0.0711168609999999|3|3|0.002379137|-0.086764744|0.816774665|-0.018016496|0.868826775|0.762657782|1|0.840041782|-0.092745182|10.86481886|121.6040686|6.246493173999999|0.0|-1.205687365|65.41881458|-15.75418035|53.70155314|0.456693072|2526.071154|482.963897|-693.1839353999999|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|-398.5311469|0.0210408339999999|-171.25176130000003|1068.190111|12.0969734|1.0|0.0|1.0|1.0|1.0|1.0|0.32|19.0|-6.96|5.01|120.17|1.58|0.0|106.44|0.0|3.0|-5.96|26.0|0.0|4.07|1.23e-05|0.0047|3.74|0.0|0.0|1.1e-07|3.5459|3.5459|-1825.378576|1036.75|349.65|0.2839|464.67|0.7028399999999999|0.2839|-0.1472099999999999|3.5849|0.02901944|-1825.218291|21.0|7.6778
4S4l_a46|0|0|0|0.171853072|7.825245291|1|2.155247543|-0.004736212|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0|0.894782107|-0.084663086|3.888872426|178.19783940000002|2.117940478|0.0|-1.523935543|49.6055056|-16.27370639|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|0.1220608659999999|10.68377935|0.884798257|4920.211524|66.47624804|-452.0086091|0.006420439|-411.6630752|945.3491632|3.496670823|1.0|1.0|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|3.0|-5.28|26.0|1.0|4.08|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|5.2929|4.1414|-1092.753999|1040.96|299.38|0.2586|500.66|0.6763600000000001|0.0614|-0.17632|2.5083|0.02696794|-1092.543641|261.0|6.5834
5d_a40|0|0|0|0.0|8.149890544|1|1.601200869|-0.005662681|0|0.044526749|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|2|0.006642869|-0.0038660009999999|0.8092726020000001|0.145024458|0.877722972|0.483934049|1|0.754010052|-0.094277694|10.10860823|181.4728912|4.638915105|53.85026982|-1.131332331|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|-519.1767771000001|0.188819426|12.09256826|0.922825231|4051.712713|86.65063178|-238.2540642|0.014630084|-285.606135|640.0261471|6.713853887999999|1.0|0.0|1.0|0.0|0.0|0.0|0.21|14.0|-4.32|3.64|75.5|2.25|1.0|74.11|0.0|3.0|-4.23|20.0|1.0|3.1|0.000152|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|3.7374|3.7374|-1276.833831|765.69|331.74|0.4493|365.74|0.69613|0.4493|-0.14851|7.0422|0.01667985|-1276.797751|19.0|7.7212
6_a47|0|0|0|0.0|0.0|0|0.0|-0.008723045|2|0.042276423|-0.14404966|1.291219116|-0.392537045|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.020576777|0.786041178|-0.149904224|0.84654143|0.672308592|1|0.8419184120000001|-0.096689626|5.323543706000001|101.7290544|2.885749555|0.0|-1.547034008|60.76103606|-19.96679614|48.75381069|0.4059072379999999|2431.668154|456.3812788|-838.6054381|0.205609194|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|0.0154005|-319.1626428|1055.658539|8.348196185|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-9.06|6.27|58.04|3.48|0.0|106.47|0.0|3.0|-6.02|27.0|0.0|4.59|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|5.5188|3.7196|-1608.684886|990.85|333.32|0.2536|422.9|0.69305|0.2119|-0.1544|3.2606|0.03288085|-1608.554019|13.0|7.9
11a_a31|1|0|0|0.0|7.773594467000001|1|0.0|-0.02376325|0|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|2|2|-0.017433557|-0.1068420919999999|0.8433024170000001|0.022073976|0.910334509|0.819138461|0|0.486754956|-0.161027639|20.91187076|258.8577775|10.55399384|71.03772901|-1.932331673|97.23036756|-28.68314085|97.560141|0.451795285|2288.9694010000003|245.6599349|-975.2267888|0.264745055|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|0.031626337|-237.4612264|1326.379096|15.96146849|0.0|0.0|1.0|0.0|1.0|2.0|0.13|16.0|-4.65|2.94|125.57|0.57|0.0|83.12|0.0|3.0|-4.81|23.0|0.0|2.42|0.000161|0.0531|2.53|0.0|0.0|2.22e-05|3.8042|3.8042|-1441.452616|860.74|325.92|0.2797|407.76|0.69222|0.2797|-0.15515|6.4691|0.04099365|-1441.37897|0.19|6.7212
8a_a31|1|0|0|0.0|7.765993078999999|1|0.0|-0.015034136|0|0.043817204|-0.1480271209999999|0.0|-0.586331322|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|2|-0.009293513|-0.054025775|0.837862749|0.0502030679999999|0.895174844|0.883113019|0|0.594139864|-0.136459435|18.56711239|131.2406629|9.179668678|465.4559302|-1.501053781|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|0.333562641|10.63792161|0.822471411|4538.505909|164.9149565|-366.9116769|0.030052065|-164.57484340000002|1113.575221|14.85788369|0.0|1.0|0.0|1.0|1.0|2.0|0.2|16.0|-5.33|2.54|114.29|0.36|0.0|83.83|0.0|3.0|-3.57|22.0|0.0|2.13|0.000773|243.0|1.56|0.0|0.0|4.62e-06|3.8097|3.8097|-1347.541429|872.11|325.45|0.2604|396.15|0.7027100000000001|0.2604|-0.1587599999999999|3.7141|0.03432763|-1347.446223|0.79|6.1024
8a_a12|0|0|0|0.0|0.0|1|0.0|-0.00771093|3|0.0420317459999999|-0.205012437|0.0|-0.362413703|-0.001510006|-0.050603335|10.95472846|-0.084035283|0|0|0.000249868|-0.135424346|0.763500863|-0.1261547959999999|0.8157289759999999|0.862306783|0|0.892656426|-0.093050281|5.354053791|46.32568673|2.773166902|0.0|-1.4888045019999998|55.45388635|-17.52581709|36.0527909|0.46777503|2212.38965|462.3571879|-771.1359521|0.208569274|9.607296424|0.878904705|4806.044707999999|108.02980890000002|-399.41487|0.014012546|-301.89687089999995|974.3568539|7.257889351|1.0|1.0|1.0|0.0|1.0|1.0|0.15|18.0|-7.89|2.5|50.17|2.89|0.0|105.24|0.0|3.0|-3.9|25.0|1.0|3.1|6.19e-05|0.0203|3.18|0.0|0.0|1.28e-08|3.9091|3.9091|-1046.0428949999998|952.71|317.17|0.2486|424.14|0.6309100000000001|0.2486|-0.15696|3.6588|0.02180654|-1045.902509|199.0|6.7011
16_a4|0|0|0|0.0|7.535296702|1|1.843196334|-0.00228637|1|0.04501634|0.007101649|0.0|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|1|0.006466406|-0.018051608|0.774455255|-0.0894138519999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.080093659|6.761192037000001|13.51923899|3.330045338|74.430775|-1.201404885|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|0.167538305|10.19502391|0.837568182|4520.2597670000005|82.51653675|-291.4359638|0.0115138339999999|-327.4903335|710.807513|5.67083266|1.0|0.0|0.0|1.0|0.0|0.0|0.11|17.0|-6.36|4.96|30.71|3.44|0.0|85.02|0.0|2.0|-3.92|23.0|1.0|3.91|3.68e-05|0.0114|3.59|0.0|0.0|4.33e-07|4511.0|4.2257|-1057.494456|856.55|293.41|0.2213|407.99|0.54061|0.1006|-0.17375|1863.0|0.01638524|-1057.429593|343.0|6.4647
28_a47|0|1|1|0.0|6.842683282|0|1.408016295|-0.009689834|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|1|-0.010153352|-0.046265509|0.832144916|-0.175007067|0.896193695|0.614975047|1|0.605349345|-0.106779291|15.50250691|365.2310214|9.214964819|83.61576722|-1.601689367|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|0.34774073|14.91533234|0.8964208090000001|5633.990508|206.7032519|-565.9287905|0.031626405|-181.0112167|1459.653524|18.79929562|0.0|1.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|3.84|98.72|1.67|0.0|99.2|0.0|5.0|-3.67|28.0|0.0|2.4|0.000217|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|3675.0|3675.0|-1335.759232|995.5|337.37|0.2996|461.73|0.69002|0.2996|-0.15049|6.0847|0.03698465|-1335.6279869999998|25.0|7.6
15c_a10|0|0|0|0.0|7.535296702|2|2.154210861|-0.002218445|3|0.034807692|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|1|0.012271987|-0.226679901|0.7351096359999999|-0.03167553|0.772328328|0.733973277|1|0.904458517|-0.072537853|10.2013281|65.41494073|7.077912953999999|136.2098503|-1.233143495|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|0.471771585|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|0.023432886|-39.17102961|1619.721543|16.25826809|0.0|1.0|1.0|1.0|1.0|0.0|0.37|21.0|-7.79|2.97|59.31|1.74|0.0|141.96|0.0|6.0|-3.85|34.0|1.0|3.1|2.68e-05|0.0122|2.94|0.0|0.0|1.6100000000000002e-08|5.5913|3.6709|-1450.241475|1318.35|337.75|0.3939999999999999|595.63|0.70511|0.0|-0.14739|2.4256|-0.25919486|-1450.201574|0.1|7.0
6f_a40|0|0|0|0.0|8.421342866|2|1.750582483|-0.01691341|0|0.038309179|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|0.048543494|0.836826225|-0.032826285|0.896373207|0.742681934|1|0.655786513|-0.130571562|10.2782635|207.7174501|6.6032981820000005|40.01876255|-2.350288117|92.77827871|-33.55442128|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|0.137191276|11.87042702|0.69723213|7328.308886|88.13890599|-970.0707913999998|0.013841059|-466.1748926|1750.039046|8.892225517|1.0|0.0|1.0|0.0|1.0|2.0|0.21|14.0|-3.67|2.66|199.45|1.1|3.0|124.54|1.0|5.0|-6.95|30.0|0.0|2.61|2.3e-05|0.0105|3.09|1.0|0.0|0.0002109999999999|3.5741|2.57|-2426.972609|1139.55|482.43|0.2362|507.64|0.69911|0.0158|-0.1131799999999999|6.2384|0.04845403|-2426.787111|42.0|7.3768
33_a47|0|1|1|0.0|6.823286122000001|0|1.758479676|-0.004263267|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|1|0.003634698|-0.147591116|0.82821379|0.065468525|0.8913954909999999|0.607650682|1|0.8197001309999999|-0.083739854|11.96072985|30.94680001|6.401714296000001|0.0|-1.088618103|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|0.42318652|12.94292541|0.854471925|4889.09585|226.5011607|-311.85503880000005|0.029580684|-82.22540944|1010.133461|15.83240237|0.0|1.0|1.0|1.0|1.0|1.0|0.11|21.0|-7.08|4.04|68.52|1.52|0.0|94.28|0.0|3.0|-3.26|25.0|1.0|2.69|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|4.1869|4.1869|-1123.16428|934.34|296.13|0.2566|423.52|0.67508|0.2566|-0.15985|4.5647|0.02924367|-1123.04547|4.0|8.4
19f_a38|1|0|0|0.0|7.412764017000001|2|0.0|-0.007831113|2|0.041808786|-0.008118156|0.0|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|-0.054832432|1|1|-0.000673716|-0.101303149|0.819222745|-0.075025988|0.8741648479999999|0.698414933|0|0.750875987|-0.111307609|13.4639011|125.7493111|8.601162122|12.14075726|-1.892229356|84.35196967|-24.1763087|67.96791709|0.453960261|2776.145209|479.6831205|-1208.815435|0.265562447|11.28936331|0.8313685409999999|6115.273372|169.6496169|-772.2291966|0.020733452|-299.5321167|1645.906354|13.24517938|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-6.86|2.55|81.23|2.4|0.0|125.69|0.0|5.0|-4.14|30.0|0.0|2.67|6.77e-05|0.0272|2.78|0.0|0.0|1.4e-07|5.3197|3.4422|-1332.190216|1105.62|360.19|0.3205|495.68|0.7056100000000001|0.0019|-0.14369|5.3152|0.02936908|-1332.004601|73.0|7.1397
12p_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.008017607|2|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|1|1|-0.000673716|-0.101303149|0.828371596|-0.035871448|0.8839272779999999|0.698414933|0|0.748438833|-0.108380023|12.71795723|83.24921731|8.006403882999999|0.0|-1.950840419|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|14.3885803|0.906594718|5922.775161|151.63860559999998|-773.1468902|0.019344052|-326.2581567|1617.811526|12.17776516|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.86|2.44|69.2|2.4|0.0|123.71|0.0|5.0|-3.89|30.0|1.0|2.15|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|5.3413|3.8372|-1332.182868|1113.05|323.11|0.3015|506.89|0.66559|0.1841|-0.15608|4.8805|0.03396697|-1332.006106|9.0|8.0458
4g_a49|0|0|0|0.0|8.228176896|2|4.107873566|-0.003686314|4|0.036761229|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|0.003456679|10.92777048|0.08591712|2|2|0.007845545|-0.038698906|0.7559263270000001|-0.027032199|0.81242269|0.626581708|2|0.8601878270000001|-0.0666753309999999|18.87757641|151.0705543|18.81105094|74.95505057|-2.000259924|90.11923831|-24.91513644|80.12633309|0.48934952|4706.348867000001|857.1564845|-1993.210915|0.372642776|18.19125978|0.958286615|11516.07629|371.3295653|-1986.186746|0.023762615|-253.8168226|3177.154639|23.67887448|0.0|0.0|0.0|1.0|0.0|1.0|0.1|42.0|-13.67|7.56|116.3|2.87|0.0|198.32|0.0|7.0|-7.47|51.0|0.0|5.23|3.72e-08|2.47e-05|5.28|0.0|1.0|2.13e-14|4.3116|3.6269|-2147.721319|1766.47|341.84|0.1389|662.84|0.69238|0.0265|-0.15087|3.4099|0.05838924|-2147.295787|106.0|6.9747
7d_a10|0|0|0|0.0|7.535296702|1|2.087763133|-0.00179944|2|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.041520889|0.809056885|0.0658971929999999|0.869684772|0.525816226|1|0.841052067|-0.070901708|5.567989142999999|12.32220006|2.9540236560000004|89.87999909999999|-1.063525614|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|0.270414577|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|0.014078094|-243.607074|773.3701306|7.468948447000001|1.0|1.0|1.0|1.0|1.0|0.0|0.19|21.0|-7.83|4.97|43.6|3.04|0.0|100.04|0.0|2.0|-4.22|26.0|1.0|3.95|1.9e-05|0.00654|3.62|0.0|0.0|1.46e-08|5.8433|3.8856|-1129.198363|970.29|319.09|0.2593|417.68|0.68393|0.0941|-0.1633099999999999|3.0178|0.02250617|-1129.0552810000002|928.0|6.0325
12a_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.007471648|2|0.040166667|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|-0.065913514|1|1|0.003199301|-0.1063550619999999|0.7934042040000001|-0.012112722|0.846614758|0.855821486|0|0.820684627|-0.104828755|12.03249549|109.9069212|7.388485123|5.277117996|-1.886917597|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|-1158.650972|0.244684566|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1533.996157|11.72953701|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.59|1.88|69.2|2.02|0.0|123.75|0.0|5.0|-3.79|29.0|1.0|1.86|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|3.8343|3.6682|-1232.951968|1096.31|338.0|0.4435|481.98|0.6997|0.0012|-0.1519299999999999|6.3637|0.03544528|-1232.764108|13.0|7.8861
13n_a6|1|0|0|0.0|6.842683282|0|0.0|-0.010884884|2|0.04393617|0.058267173|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|-0.068956229|0.7767360059999999|-0.064779873|0.832753533|0.82642394|1|0.70890216|-0.109392959|12.18768927|90.97854097|8.36448634|103.012404|-2.078466222|88.73738138|-26.41600355|81.06784641|0.47066442|2952.259627|486.5239262|-1426.464192|0.251032943|16.76075427|0.889160748|6386.381394|172.28545730000002|-978.9911754|0.019904118|-341.7352549|1904.575345|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|0.08|27.0|-9.67|3.76|122.47|0.81|0.0|127.2|0.0|6.0|-4.64|33.0|0.0|2.62|5.24e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|4.8185|3.3510000000000004|-1423.765005|1232.6|369.99|0.9117|548.09|0.64027|0.1945|-0.13863|7.1946|0.05026727|-1423.514154|75.0|7.1249
8b_a31|1|0|0|0.0|7.765993078999999|1|0.0|-0.013629145|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|2|-0.006785954|-0.05421947|0.843119174|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.132574249|16.89414614|129.8921115|8.823644775|472.8995873|-1.590890986|82.21438954|-21.30529654|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|0.296530645|11.79588561|0.920410507|4696.728592|154.8750114|-433.9742484|0.02483711|-212.5400476|1181.155311|12.97217579|0.0|1.0|1.0|1.0|1.0|2.0|0.25|16.0|-5.73|2.74|114.29|0.61|0.0|88.64|0.0|4.0|-4.05|23.0|0.0|2.52|0.000399|131.0|2.02|0.0|0.0|1.86e-06|3.8582|3.8582|-1386.852117|927.61|321.36|0.2643|439.96|0.70036|0.2643|-0.16015|3.6945|0.03659821|-1386.734257|2.2|5.6576
12f_a30|0|0|0|-4.734662095|7.412764017000001|2|0.0|-0.015345198|2|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|1|-0.004395528|-0.077457998|0.8246767140000001|-0.043091382|0.876441789|0.593245722|0|0.8357464459999999|-0.108935062|11.07796031|101.2862703|7.815328055|1.45550709|-2.396571368|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|-1690.743686|0.184824668|15.86072943|0.8958126809999999|7634.176316|130.3909181|-1192.793275|0.01752821|-444.7025522|2074.08593|12.36587885|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.78|90.88|2.82|0.0|133.96|0.0|7.0|-6.7|34.0|0.0|3.42|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|5.0587|3.5298|-1988.032639|1225.63|351.25|0.2166|574.31|0.68471|0.1596|-0.14958|3.6633|0.03400408|-1987.848015|19.0|7.7144
