molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|FNSA3|FNSA5|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
16_a47|1|1|6.605297921|0|0|0.0|-0.134455235|-0.1246612469999999|2|0.042285714|1.491023983|-0.005688938|10.95023129|-0.004153659|-0.236994128|2|-0.113476605|0.081171071|-0.093207587|-0.092995116|0.0186711289999999|-48.19609034|63.13219447|159.6978638|-0.034261359|5.0150344780000005|0.0|0.697929921|-1.301931629|-25.03540372|-17.75645434|57.9827944|0.473257697|358.566882|-674.7452647999999|833.8646097|0.302070079|6.855429069|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|2.0|2.93|1.95|0.06|21.0|4.47|5.19|66.49|2.72|91.55|1.0|-4.34|25.0|0.0|1.0|3.52|-4.42|0.0154|3.84e-05|13.0|0.0|6.8099999999999994e-09|2.3e-06|2.95|4.0806|534.69|894.43|303.84|279.29|395.28|0.59209|0.6743899999999999|0.0909|-0.16851|2.3795|-0.22568|3.8601|1.0|9.0|9.0
17c_a50|1|1|7.934155233999999|2|2|4.349159921|-0.212075666|0.024219848|2|0.031870748|2.193763306|0.01130519|10.94500663|0.012222674|0.034485992|1|-0.139943634|-0.212611846|-0.051905615|-0.073693343|0.021675174|-50.69922125|133.46240020000002|70.72462009999998|-0.021745577|10.25908547|94.15397246|0.569750429|-1.32648017|-24.567468100000003|-14.96042594|50.6217864|0.49503436|617.2509739|-912.5859825|2014.72331|0.430249571|8.310163601000001|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|16.02658985|1.0|1.0|0.0|4.12|3.61|0.35|20.0|3.59|3.53|61.0|1.91|134.28|1.0|-3.8|33.0|0.0|0.0|3.1|-4.43|0.0698|3.75e-05|0.0165|0.0|1.6100000000000005e-07|7.08e-05|2.74|4.0432|746.5|1289.05|306.65|292.44|596.23|0.63122|0.66213|0.1801|-0.16697|6.3989|-0.19818|8.5146|69.0|7.1612|7.1612
12e_a31|0|0|7.765993078999999|1|1|0.0|0.052663358|-0.044316064|0|0.037098765|0.0|-0.002475146|10.3116965|-0.000231353|0.01824365|0|-0.039273975|-0.028502695|-0.0939597569999999|-0.1099563869999999|0.02665413|-79.96257188|166.1479229|202.5115275|-0.036652129|14.09603901|595.9853231000001|0.725120432|-2.089171358|-49.6906263|-26.65419063|87.71292755|0.474858042|524.7092721|-1519.288866|1899.851187|0.274879568|10.24381236|0.020841203|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|1.0|2.0|3.87|3.72|0.24|22.0|6.69|5.4|117.37|2.21|129.38|1.0|-6.66|33.0|0.0|1.0|4.5|-5.42|9.96e-05|3.83e-06|0.00176|0.0|4.93e-10|2.27e-07|6.33|3.8391|781.61|1308.13|322.95|232.77|640.03|0.55114|0.7006600000000001|0.2627|-0.15934|2.6024|-0.19379|3.4818|0.17|6.7696|6.7696
5f_a40|0|0|8.149890544|0|1|1.656591081|-0.004886759|-0.0468504759999999|0|0.042936508|0.769837491|0.000663516|10.31198329|0.000706205|-0.155235986|0|-0.465573352|0.095322868|-0.113521559|-0.10969397|0.020236763|-50.68028366|222.1847349|119.4441339|-0.041135239|4.319700326|63.48466425|0.814393685|-1.316327637|-24.23209217|-19.00510637|61.79838068|0.484099946|342.5710869|-608.163404|599.1117195|0.185606315|5.780627322000001|0.015000038|-290.5093357|746.7683199|269.0442248|6.930245797|0.0|1.0|1.0|3.08|2.05|0.21|14.0|2.94|2.68|101.52|1.29|78.56|3.0|-3.97|20.0|0.0|1.0|2.23|-3.31|0.0307|0.000491|0.14|0.0|0.000207|0.0587|3.5|3.0611|487.57|793.54|405.03|325.97|361.03|0.56507|0.69727|0.0415|-0.13057|5.5961|-0.19284|7.6183|112.0|6.9508|6.9508
12bc_a36|0|0|7.412764017000001|2|2|0.0|-0.058020733|-0.042515909|2|0.04625323|0.0|-0.001012333|10.95883416|-0.00097037|0.115647623|1|0.006621918|-0.045186455|-0.077192869|-0.107107992|0.01824287|-71.97763346|83.35308244|111.3483497|-0.038558877|8.238431664|0.0|0.77146807|-1.927943855|-34.8600941|-25.91194805|64.13376391|0.467645467|560.6615736|-1295.597402|2623.395239|0.22853193|8.273766079|0.017847333|-364.8584744|1679.392125|661.6709012|11.99358509|0.0|0.0|2.0|4.73|0.0|0.14|17.0|3.99|3.19|69.2|2.99|133.77|1.0|-5.08|31.0|0.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|0.0|1.74e-08|7.83e-06|4.42|3.8696|705.12|1188.37|320.4|237.57|563.76|0.35775|0.69094|0.3478|-0.15671|6.5854|-0.21499|9.2445|8.0|8.0969|8.0969
11a_a31|0|0|7.773594467000001|1|1|0.0|-0.045290366|-0.259732443|0|0.044949495|0.0|-0.022093578|10.31170041|-0.017433557|-0.149933348|0|0.022073976|-0.030335912|-0.151872243|-0.161027639|0.041435152|-81.26889906|258.8577775|259.0291941|-0.056833284|10.55399384|71.03772901|0.735254945|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|245.6599349|-975.2267888|1769.346573|0.264745055|5.791411901|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|1.0|2.0|3.26|2.16|0.13|16.0|3.93|2.94|125.57|0.57|83.12|2.0|-4.81|23.0|0.0|1.0|2.42|-3.79|0.00506|0.000161|0.0531|0.0|2.22e-05|0.00731|3.97|3.8042|529.63|860.74|325.92|325.92|407.76|0.69222|0.69222|0.2797|-0.15515|6.4691|-0.20589|8.9667|0.19|6.7212|6.7212
9a_a40|0|0|7.515889085|0|0|1.865740741|-0.028285975|-0.020455825|0|0.0397333329999999|0.921628874|0.01310675|10.31197235|0.011966382|0.291102625|0|-0.394662853|-0.2990540869999999|-0.060029933|-0.072887601|0.011033601|-35.24260989|109.9916614|30.17155594|-0.032156295|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|453.3484005|-528.6391483|336.39741360000005|0.131523409|6.749223592000001|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|0.0|1.0|0.0|3.26|3.28|0.06|20.0|4.58|4.43|58.43|3.57|86.7|1.0|-5.49|21.0|0.0|1.0|4.08|-5.08|0.000944|8.33e-06|0.00243|0.0|4.02e-07|0.000117|4.07|3.3192|515.96|847.69|373.53|263.42|411.01|0.47831|0.69958|0.3483|-0.13808|3.8656|-0.20303|5.09|214.0|6.6696|6.6696
10_a3|0|0|6.823286122000001|0|0|0.0|0.190318474|-0.1152010919999999|3|0.034166667|1.684975382|-0.008037672|10.31162304|-0.005959152|0.033279122|3|-0.140523767|0.078405316|-0.1007256719999999|-0.0989320009999999|0.014615264|-45.8148076|248.0820067|116.9745968|-0.0359752729999999|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|53.41368558|0.41220272|346.1193167|-549.7776912|1361.86525|0.293370676|5.031169383|0.023470578|-191.3775649|778.0284121000001|311.6695405|10.86908195|1.0|1.0|1.0|3.02|1.78|0.0|21.0|3.79|3.41|105.82|1.2|88.28|1.0|-4.3|22.0|0.0|1.0|2.52|-3.84|0.0155|0.000145|0.0443|0.0|3.06e-07|9.35e-05|1.64|3.4217|498.67|830.63|362.35|230.67|323.26|0.41894|0.68995|0.0463|-0.15011|6.7458|-0.21249|9.3381|7943.0|5.1|5.1
19d_a38|0|0|7.412764017000001|2|2|0.0|0.013465335|-0.17467835|2|0.04572104|0.0|-0.011156837|10.95446448|-0.00835812|0.041924146|1|0.111104525|-0.039361255|-0.116424545|-0.1248815919999999|0.024158903|-80.2776536|158.6487879|236.7675313|-0.04393982|9.98319831|115.6739235|0.7494816990000001|-2.372750256|-48.11018574|-28.24584108|90.37127996|0.478151237|406.0626253|-1525.275418|2995.494247|0.250518301|7.056031803|0.022660131|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|4.0|4.91|2.38|0.13|17.0|2.34|1.65|124.32|1.65|133.79|1.0|-3.87|33.0|0.0|0.0|1.94|-3.62|0.0594|0.0002399999999999|107.0|0.0|3.94e-07|0.000175|4.13|3.6586|679.08|1171.77|338.89|230.58|517.77|0.3356699999999999|0.6957800000000001|0.0699|-0.15054|7.9959|-0.20145|10.6621|11.0|7.9586|7.9586
4g_a49|0|0|8.228176896|2|2|4.107873566|-0.087219006|-0.008414823|4|0.036761229|3.4246879480000003|0.007953069|10.92777048|0.007845545|-0.146265064|4|-0.027032199|0.144740607|-0.061465364|-0.0666753309999999|0.018944337|-66.44036383|151.0705543|139.3194688|-0.0250032489999999|18.81105094|74.95505057|0.6273572239999999|-2.000259924|-61.03291321|-24.91513644|80.12633309|0.48934952|857.1564845|-1993.210915|4747.967275999999|0.372642776|9.28937554|0.023762615|-253.8168226|3177.154639|1714.878736|23.67887448|0.0|0.0|1.0|4.83|4.36|0.1|42.0|6.09|7.56|116.3|2.87|198.32|0.0|-7.47|51.0|1.0|0.0|5.23|-7.43|2.24e-05|3.72e-08|2.47e-05|0.0|2.13e-14|1.4199999999999998e-11|6.35|3.6269|985.89|1766.47|341.84|287.56|662.84|0.33449|0.69238|0.0265|-0.15087|3.4099|-0.21545|4.5147|106.0|6.9747|6.9747
3o_a32|1|1|7.773594467000001|1|1|0.0|-0.022603806|-0.014299905|1|0.035643275|2.240993002|-0.001411347|10.3110027|0.000243592|-0.117744493|0|-0.074509084|-0.154436834|-0.073742105|-0.095457829|0.012519666|-55.03672286|62.67187821|93.52833522|-0.031819276|4.161738248|0.0|0.7850948190000001|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|483.0270239|-825.5508427999999|2469.87467|0.214905181|6.392329273|0.0130649069999999|-328.7458915|1051.530112|541.0877621000001|7.532642302|1.0|1.0|2.0|3.47|3.06|0.32|19.0|6.39|4.2|122.97|1.58|112.07|1.0|-5.72|26.0|0.0|1.0|3.74|-4.73|0.00072|1.87e-05|0.00714|0.0|5.35e-08|2.04e-05|2.35|3.5333|620.56|1049.14|350.9|350.9|464.85|0.70216|0.70216|0.2851|-0.14652|3.2729|-0.20065|5.8476|0.24|6.6198|6.6198
12b_a40|0|0|7.515889085|0|0|1.713497417|0.084915315|-0.011794908|0|0.04020202|0.747253086|0.00779293|10.31197236|0.004452418|0.279216571|0|0.026452642|-0.227384615|-0.065048707|-0.074921647|0.010845303|-42.67442006|80.72126798|25.26281742|-0.0338355829999999|3.518538455|48.17000329|0.856829717|-1.048903063|-21.10373336|-19.27231874|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|0.010309671|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|0.0|0.0|3.26|3.87|0.0|20.0|6.58|6.74|58.43|5.07|101.78|1.0|-7.71|24.0|1.0|1.0|5.79|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|0.0|4.08e-09|1.7e-06|6.27|3407.0|576.38|960.94|363.91|363.91|490.5|0.69476|0.69476|306.0|-0.14267|4.5528|-0.22546|6.3131|0.04|7.3979|7.3979
12g_a36|0|0|7.412764017000001|2|2|0.0|-0.063344124|-0.039008054|2|0.03912037|0.0|0.0042553209999999|10.95259306|0.005035022|0.130052038|1|-0.19532883|-0.088251318|-0.069292341|-0.097067302|0.017738779|-66.72829531|24.29006276|100.2028184|-0.034549379|8.382969151000001|5.097410387|0.779745318|-2.038413337|-32.74608471|-23.75074918|59.82898654|0.473274545|587.240781|-1401.294202|2476.712654|0.2202546819999999|7.285010602000001|0.015152386|-384.6182564|1797.1178149999998|799.5563855|10.41641087|0.0|1.0|2.0|5.06|0.0|0.24|17.0|3.85|3.01|69.2|2.66|138.33|1.0|-4.95|32.0|0.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|4.21|3714.0|724.32|1241.66|333.83|238.01|657.02|0.38165|0.70097|45.0|-0.15236|5.912000000000001|-0.20288|7.8537|14.0|7.8539|7.8539
18b_a25|0|0|6.842683282|0|0|1.824998189|-0.147813831|0.0131826839999999|2|0.038137255|2.003993644|0.006181503|10.31286058|0.00598031|-0.032776381|2|-0.026045966|0.001715854|-0.063132226|-0.078644297|0.01278627|-55.18621997|80.36582704|44.73187305|-0.0305838929999999|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|656.9874135|-1158.910619|2327.4502850000003|0.215220531|8.654596906|0.013724883|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|3.58|3.56|0.07|27.0|5.93|5.59|111.51|2.2|138.56|1.0|-6.54|34.0|0.0|1.0|4.35|-5.71|0.000132|1.95e-06|0.000899|0.0|1.4500000000000002e-10|6.690000000000001e-08|4.32|3.6826|728.12|1284.89|336.67|223.65|612.24|0.36733|0.54166|0.0468|-0.15079|2.8141|-0.22145|2752.0|51.0|7.2924|7.2924
6_a3|0|0|6.823286122000001|0|0|0.0|0.155665791|-0.106234254|2|0.038650794|2.000787282|-0.007540435|10.3116226|-0.006696449|-0.0445675709999999|2|-0.155862559|0.055002252|-0.1042506469999999|-0.098669224|0.010921391|-49.23401228|236.2008316|108.118071|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|-18.8247694|57.46859326|0.387883362|390.8623623|-640.0421597|1899.385061|0.19718501|5.498222293|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|3.05|2.65|0.0|21.0|4.96|4.66|92.93|2.11|95.5|1.0|-5.44|23.0|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|0.0|3.28e-08|1.11e-05|3.09|3.3963|524.88|884.88|365.05|212.74|366.93|0.3369|0.69323|129.0|-0.1465|2.8131|-0.21179|3.7185|1778.0|5.7501|5.7501
17d_a50|1|1|8.105609402|2|2|4.380250483|-0.152030219|0.03538699|1|0.031990741|2.234730384|0.012079|10.94500663|0.01245647|0.009780681|1|-0.1921395789999999|-0.2177003589999999|-0.044172353|-0.069790853|0.0152123589999999|-48.40178147|5.007868064|48.62532158|-0.025589979|7.31681784|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|41.18485076|0.445708152|644.9008302|-1064.839192|2950.99157|0.24594297|6.996105516|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|1.0|1.0|0.0|4.07|3.68|0.35|20.0|4.0|4.29|51.77|2.71|133.19|1.0|-4.5|32.0|0.0|0.0|3.68|-4.88|0.0135|1.31e-05|0.00557|0.0|8.55e-08|3.63e-05|3.41|4.0506|727.15|1263.22|306.09|306.09|579.45|0.66103|0.66103|0.1819|-0.16716|5.6557|-0.19967|7.9942|74.0|7.1308|7.1308
3p_a32|1|1|8.02059915|1|1|0.0|0.007752757|-0.028895521|0|0.036666667|2.1365141480000003|-0.000971341|10.31100269|0.000920756|-0.092884784|0|0.058054833|-0.120768771|-0.070907174|-0.098773656|0.021264377|-58.13283248|40.28175307|106.1908248|-0.029183126|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|-17.1756096|54.24719019|0.416240891|482.3550967|-755.7268222|3037.061498|0.380032117|6.243062200000001|0.025390655|-141.21321609999998|1218.977375|530.5658569|14.94356622|0.0|1.0|1.0|3.38|2.6|0.26|19.0|6.06|3.71|131.25|1.1|112.37|1.0|-5.11|27.0|0.0|1.0|3.23|-4.25|0.00308|5.629999999999999e-05|0.0222|0.0|1.62e-07|6.4e-05|4.26|3.6436|626.32|1057.58|340.28|340.28|471.04|0.7017100000000001|0.7017100000000001|0.3083|-0.15055|4.3094|-0.20018|5.4496|26.0|7585.0|7585.0
18a_a22|0|0|6.842683282|0|0|1.854982521|-0.197348157|-0.018344659|2|0.038167849|1.6891461019999998|0.007066388|10.31286146|0.007079018|0.059645624|2|-0.042139855|-0.027029438|-0.050645213|-0.076119803|0.01713283|-51.6464295|29.59800426|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|628.6440468999999|-1032.92859|2213.859172|0.289532802|7.037677899|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|3.49|3.17|0.08|27.0|5.32|5.11|100.61|2.13|131.64|1.0|-5.59|32.0|0.0|1.0|3.9|-5.16|0.00113|6.98e-06|0.00305|0.0|3.95e-10|1.73e-07|3.69|3.4832|695.35|1211.84|355.95|246.91|531.16|0.35107|0.68577|0.0354|-0.1408|3851.0|-0.21148|5.3946|13.0|7.8861|7.8861
12e_a30|0|0|7.412764017000001|2|2|0.0|-0.0026669809999999|-0.029595542|2|0.041767677|0.0|0.0043261129999999|10.31162844|0.0053380919999999|-0.018475151|1|0.002248768|-0.097868612|-0.07914783|-0.098059338|0.024254701|-65.04681137|106.2790684|121.5880081|-0.035153347|10.6725953|0.0|0.7071208529999999|-1.863127413|-34.82676424|-23.31866823|68.59117243|0.46715936|541.7533217|-1235.889416|2392.685958|0.292879147|8.069355055|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|0.0|1.0|1.0|4.72|0.0|0.17|17.0|3.89|2.63|90.88|2.51|133.77|1.0|-5.44|31.0|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|0.0|1.84e-07|7.87e-05|3.58|3.4747|709.98|1201.05|356.82|245.94|562.76|0.3304|0.68605|151.0|-0.1476|5551.0|-0.19804|6.1598|11.0|7.9431|7.9431
6_a47|0|0|0.0|0|0|0.0|0.011739916|-0.1738997619999999|2|0.042276423|1.291219116|-0.010708889|10.93671042|-0.0094242819999999|-0.302730533|2|-0.149904224|0.062425042|-0.080118846|-0.096689626|0.009820713|-52.41283988|101.7290544|85.6917678|-0.036834143|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|-19.96679614|48.75381069|0.4059072379999999|456.3812788|-838.6054381|1577.98246|0.205609194|6.480620646|0.0154005|-319.1626428|1055.658539|469.7495559|8.348196185|1.0|1.0|2.0|2.82|2.91|0.05|22.0|5.24|6.27|58.04|3.48|106.47|1.0|-6.02|27.0|1.0|1.0|4.59|-5.79|0.000362|1.63e-06|0.000619|0.0|8.71e-10|3.310000000000001e-07|4.69|3.7196|576.56|990.85|333.32|224.66|422.9|0.30468|0.69305|0.2119|-0.1544|3.2606|-0.20794|4.2153|13.0|7.9|7.9
12g_a30|0|0|7.412764017000001|2|2|0.0|0.096186205|0.024086432|2|0.039951691|0.0|0.001371944|10.31162838|0.0026474159999999|-0.067792064|1|-0.0430471959999999|-0.0885760969999999|-0.086195758|-0.10344931|0.027436565|-70.11305057|133.2169768|146.623137|-0.040568357|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|77.01461557|0.459011202|531.1295763|-1402.261011|2482.668258|0.225689271|8.694447089|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|0.0|0.0|1.0|4.67|0.0|0.13|17.0|3.4|2.48|114.67|2.06|133.52|1.0|-6.0|32.0|0.0|0.0|2.36|-5.01|0.000444|9.71e-06|0.00427|0.0|3.7600000000000003e-07|0.000165|3.88|3.5592|717.55|1206.02|348.35|244.53|577.31|0.26238|0.68366|0.1613|-0.15077|3875.0|-0.2083699999999999|5.3027|9.0|8.0334|8.0334
1b_a5|0|0|6.605297921|0|0|0.0|-0.250420203|-0.061874543|2|0.0248765429999999|0.0|0.003886035|10.94890233|0.003708988|-0.220946861|2|0.122747292|-0.054153474|-0.07823203|-0.077221824|0.010803163|-38.87394276|168.30518769999998|96.23685048|-0.031306145|2.737713392|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|-15.75970652|44.82086533|0.474445758|407.1693177|-583.1091414|919.9167129|0.267518749|6.11909445|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|1.0|1.0|2.75|1.81|0.0|23.0|4.88|4.76|54.46|2.29|90.44|1.0|-3.97|24.0|0.0|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|0.0157|0.0|4.99e-09|1.58e-06|3.1|4.6481|536.59|892.61|266.74|258.89|388.58|0.5153800000000001|0.43728|87.0|-0.1892|2891.0|-0.23055|4.3687|59.0|7.2291|7.2291
12o_a36|0|0|7.412764017000001|2|2|0.0|0.01340619|-0.079716275|2|0.040770975|0.0|-0.00233752|10.96036596|-0.000472698|0.065221584|1|0.141570244|-0.01854899|-0.082048664|-0.10624773|0.023402195|-76.51720886|55.47133795|173.4105814|-0.03541591|12.13767506|112.1259723|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|0.469699889|546.7667677000001|-1453.826968|2778.220342|0.333537155|7.322888607|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|3.0|4.97|0.0|0.17|17.0|2.38|1.65|98.3|1.49|138.06|1.0|-3.54|33.0|0.0|0.0|1.47|-3.64|128.0|0.000227|0.0997|0.0|1.1800000000000001e-07|5.18e-05|4.5|3.8726|728.07|1240.51|320.16|238.77|560.88|0.36719|0.67273|0.2888|-0.15695|4.9237|-0.21151|6.6471|0.04|7.3979|7.3979
14k_a23|1|1|7.423568444|0|0|3.358995671|0.070940371|-0.024758731|2|0.046283951|0.74561778|0.010682694|10.31321813|0.009263715|0.082632648|2|0.140087361|-0.091426449|-0.0562483359999999|-0.079899943|0.018829201|-53.17069631|38.76597615|51.64167457|-0.033999976|8.338417622|80.31548917|0.783562394|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|613.8243395|-1063.413926|2174.886074|0.216437606|8.21201115|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|1.0|1.0|3.39|3.56|0.05|26.0|4.0|4.67|105.02|3.51|125.29|1.0|-6.13|31.0|0.0|0.0|3.99|-5.55|0.000334|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|4.1|3.6421|691.9|1179.17|340.42|340.42|552.65|0.63765|0.63765|0.4694|-0.14784|5.8718|-0.2271699999999999|8.3627|4.0|8.4123|8.4123
1g_a5|0|0|6.605297921|0|0|0.0|-0.203595168|-0.010620031|2|0.027447447|0.0|0.00683534|10.94875199|0.006957291|-0.019057802|2|0.030722968|-0.067172264|-0.070108797|-0.074361785|0.020418692|-39.8807456|74.51397212|71.90752413|-0.027205531|5.8729303|0.589719781|0.61393343|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|832.7655896000001|0.38606657|7.312498266|0.02697793|-122.2065919|974.3909596|422.96706330000006|14.46845291|1.0|1.0|1.0|2.79|2.12|0.05|23.0|4.5|4.21|63.69|1.57|96.98|1.0|-4.03|25.0|0.0|1.0|3.09|-4.2|0.0304|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|2.61|4.1733|572.15|961.17|297.09|259.26|448.93|0.4386899999999999|0.66164|0.0504|-0.17042|3.4883|-0.20972|5.2707|115.0|6.9393|6.9393
9_a15|0|0|0.0|0|0|0.0|-0.217598467|-0.042227775|1|0.04022792|0.0|1.7800000000000002e-05|10.95880687|0.003160815|0.140072812|1|0.088615068|0.010183805|-0.073701648|-0.11668349|0.032464905|-65.07462414|105.5304352|85.79894134|-0.028575549|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|471.903131|-780.8954896|1689.926339|0.48742253|5.485176331|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|3.16|3.37|0.19|18.0|3.9|4.95|61.84|1.96|104.74|1.0|-5.25|27.0|0.0|1.0|3.69|-4.81|0.00206|1.53e-05|0.00562|0.0|2.69e-08|9.86e-06|3.36|3.7487|588.55|1042.17|330.74|285.37|507.33|0.6512399999999999|0.70552|0.0115|-0.1565099999999999|1.4625|-0.1824|2188.0|107.0|6.9706|6.9706
1f_a5|0|0|6.605297921|0|0|0.0|-0.139907335|-0.31059482|2|0.029105691|0.0|-0.0012491689999999|10.94527671|-0.000700145|-0.389011185|2|-0.060528915|-0.000969932|-0.091412569|-0.083857856|0.008403353|-46.77243802|201.7057715|62.42799372|-0.035639589|2.614237829|0.21377016|0.757522389|-1.425583552|-28.43795894|-19.87828616|55.67318607|0.4670794829999999|495.3305784|-795.1314464|979.2285994|0.242477611|7.117418022000001|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|1.0|1.0|2.9|2.61|0.05|23.0|5.48|6.37|54.46|2.73|95.49|1.0|-4.79|27.0|1.0|1.0|4.23|-4.97|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.5758|577.11|958.06|270.96|261.1|442.04|0.47267|0.42446|0.0228|-0.18224|3.7852|-0.2357|4.9879|0.24|6.6198|6.6198
8a_a8|0|0|7.535296702|1|1|1.4114120369999998|-0.021925912|-0.1950388569999999|1|0.040243056|0.0|-0.0075336219999999|10.94671414|-0.005306541|0.044579097|1|0.089031731|-0.048064085|-0.131795179|-0.118763303|0.034374791|-71.12928513|170.9592896|269.0155755|-0.049054408|12.33026525|84.91322996|0.76420633|-2.256502762|-47.27503672|-29.37948733|99.52191337|0.481294455|329.9007832|-1351.456417|1746.6927010000002|0.23579367|7.533378788999999|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|0.0|2.0|3.37|2.64|0.05|23.0|3.13|2.72|112.23|1.9|109.21|1.0|-4.4|30.0|0.0|0.0|2.56|-4.14|16.0|7.28e-05|0.0292|0.0|1.74e-07|6.96e-05|6.1|3.1039|620.68|1061.5|399.45|269.43|476.69|0.4927399999999999|0.7036899999999999|0.1729|-0.13015|5.4201|-0.19937|6.8427|11.34|4.9454|4.9454
