molecula|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|SaasN|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1c|n6aHRing|GATS1are|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
11a_a50|1|0.0|0.0|7.927685046000001|1|4.088412042|5.82008293|1|0.038040936|2.114272566|-0.134056065|0.011959339|-0.108592708|-0.129547471|2|0.012037198|-0.267331063|1|0.701976536|0.667956827|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|7.53108119|0.0828728879999999|43.81199235|-0.025421565|5.167341939|67.28055926|-1.067705728|-13.47492066|-13.43949068|35.26290548|0.463749257|2286.226222|484.8529701000001|1550.320581|0.345638567|5.965221997|11.123941699999998|0.020887781|862.6098364|439.9973344|0.0|1.0|0.0|3.44|20.0|-5.87|48.53|0.0|0.0|99.65|0.0|2.0|2.0|-3.58|327.38|1.0|2.95|6.97e-05|0.0228|0.0|1.35e-06|0.000441|4.0636|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|0.1761|437.9|0.65485|0.65485|-1045.794689|5.4342|0.02431947|7.2291|7.2291
17a_a22|0|0.0|0.0|6.842683282|0|1.866510299|4.727387819|2|0.043274232|1.67348685|-0.314134834|0.00220634|-0.094996254|-0.005724389|1|0.0027615779999999|-0.3626566539999999|2|0.830653242|0.7994946709999999|1|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|286.3611391|0.140522986|96.01444244|-0.030843667|6.55749888|0.0|-1.758088991|-33.68866751|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|1934.881271|0.289041025|8.549622191000001|16.63169381|0.01931764|1689.6062539999998|784.2697099|1.0|1.0|1.0|4.02|27.0|-9.13|68.52|2.0|1.0|128.29|0.0|1.0|7.0|-4.75|435.5|0.0|2.25|1.09e-05|0.00473|0.0|7.41e-10|3.23e-07|4.8502|1.3971|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|577.52|0.46268|0.71303|-1407.8711|3.0156|0.02170866|7.0862|7.0862
4f_a49|0|0.0|0.0|7.535296702|1|2.066693174|5.4161004020000005|2|0.038839506|1.5830545580000002|-0.418450768|0.001532832|-0.064058097|0.0705130559999999|1|0.001714014|-0.46436755|2|0.69044503|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|-48.83888562|193.615884|0.262938196|142.7551002|-0.033471819|4.89045046|59.72286429999999|-1.439288231|-30.33918719|-18.1726086|64.88887164|0.437355335|2458.261097|400.1675422|1629.651745|0.2816937089999999|6.302023735|11.20071713|0.020905063|1087.86764|467.1194103|0.0|1.0|1.0|3.07|21.0|-6.54|80.9|1.0|0.0|102.08|0.0|1.0|3.0|-3.99|356.38|1.0|2.85|8.120000000000001e-05|0.0289|0.0|2.92e-07|0.000104|4.6249|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|411.94|0.39584|0.68474|-1179.029099|1.7833|0.03476467|7.3979|7.3979
16_a47|1|2.890539668|0.0|6.605297921|0|0.0|4.59511985|2|0.042285714|1.491023983|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|-0.004153659|-0.3379683979999999|2|0.591929006|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|-48.19609034|63.13219447|0.308139547|159.6978638|-0.034261359|5.0150344780000005|0.0|-1.301931629|-25.03540372|-17.75645434|57.9827944|0.473257697|2315.178558|358.566882|833.8646097|0.302070079|6.855429069|13.01476838|0.0234786339999999|966.7808252999998|357.35851410000004|1.0|1.0|2.0|2.93|21.0|-8.17|66.49|0.0|0.0|91.55|0.0|1.0|3.0|-4.34|337.33|1.0|3.52|3.84e-05|13.0|0.0|6.8099999999999994e-09|2.3e-06|4.4393|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|0.3182|395.28|0.59209|0.6743899999999999|-1166.901251|2.3795|0.03384512|9.0|9.0
12l_a30|0|0.0|-4.712037416|7.412764017000001|2|0.0|5.351858133|2|0.044036281|0.0|-0.876151158|-0.00695299|0.154540315|-0.02588969|1|-0.004395528|-0.640870513|1|0.613786308|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|0.0154211289999999|-63.31694493|-76.82494797|103.5499036|0.165720595|115.9404641|-0.045581702|7.548024079|1.697908189|-2.415830189|-44.29742723|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|2394.793539|0.178184921|9.258542907|17.23248653|0.016896687|2056.604824|696.6414817000001|1.0|1.0|1.0|4.72|17.0|-7.18|90.88|2.0|0.0|133.96|0.0|1.0|7.0|-6.7|482.48|0.0|3.42|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.0454|3.5245|-1988.033039|-1987.998976|729.17|1223.54|351.78|0.2294|574.72|0.39486|0.68488|-1987.782294|2.5031|0.03406276|7.2154|7.2154
47p_a18|0|0.0|0.0|7.03438793|1|0.0|4.844187086|0|0.037575758|0.0|-0.3775970529999999|0.00235332|-0.015960677|-0.049428094|0|0.003537135|-0.441700685|0|0.72025564|0.710266593|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-51.14496913|-61.12351185|10.25627035|0.1670454519999999|123.6411353|-0.030813794|4.377217987|48.48855261|-2.0645242|-37.85569728|-22.80728054|57.05881288|0.488811071|2933.069245|616.5234972999999|1367.4309119999998|0.181540558|9.923659881|19.41290064|0.01090303|1867.029344|1011.163774|1.0|1.0|2.0|4.29|18.0|-9.03|76.5|3.0|1.0|144.53|0.0|1.0|9.0|-5.67|468.59|0.0|2.9|5.34e-06|0.0025|0.0|9.35e-10|4.38e-07|3.2036|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|595.0|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|3.6452|0.02843634|7.1938|7.1938
8d_a12|1|2.976279182|0.0|6.580639137|1|0.0|4.59511985|2|0.038347953|2.075171777|-0.376778003|0.000925796|-0.065870394|-0.046326855|1|0.001575111|-0.484923957|1|0.8857286320000001|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-43.27410838|-57.57034769|90.34024296|0.141289888|78.55353315|-0.039118358|3.507952014|0.0|-1.760326118|-24.05928792|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|1288.818257|0.166136296|6.93584319|12.96695233|0.012525773|1173.6881050000002|503.2240425|1.0|1.0|2.0|4.06|21.0|-8.37|65.96|2.0|0.0|112.14|0.0|1.0|3.0|-4.58|352.39|1.0|3.02|2.43e-05|0.0085799999999999|0.0|4.23e-09|1.49e-06|4.2383|3.7397|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|433.32|0.6661|0.4997399999999999|-1138.086709|2.1281|0.04004678|7.6021|7.6021
14_a1|0|3.3674017380000003|0.0|7.423568444|1|0.0|5.351858133|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|-0.567791164|1|0.838928085|0.795744863|0|0.593170871|-0.12658238|-0.122581374|0.206941175|0.033047776|-74.96297518|-72.59355177|161.1772893|0.406829129|240.9270705|-0.046308519|11.59015807|104.2594419|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|1876.042189|0.246642602|7.46120838|14.21658628|0.0243658979999999|1638.120743|513.4628663999999|1.0|1.0|2.0|3.25|23.0|-7.69|103.12|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|384.39|1.0|2.85|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|3.8344|3.3061|-1292.588129|-1292.55322|621.08|1049.56|375.01|0.4442|464.08|0.6572600000000001|0.69894|-1292.359534|4.1207|0.03490867|7.0269|7.0269
14c_a22|0|0.0|0.0|6.842683282|0|1.596256692|4.727387819|2|0.038137255|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.364626967|2|0.667111824|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|-48.57709197|-57.64986681|36.22825261|0.133423541|96.05497587|-0.030217952|12.73426132|78.22334636|-1.60155147|-34.9718749|-21.75466672|66.26540251|0.462147828|3079.4894480000003|623.8702703|2092.7515510000003|0.33831271|8.626337592|16.03849168|0.024813755|1742.5109329999998|731.8178649|0.0|1.0|1.0|3.49|27.0|-9.28|109.38|1.0|0.0|128.77|0.0|1.0|6.0|-4.86|445.48|0.0|2.98|2.4e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|5.7361|3.6741|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|575.8|0.3078|0.69113|-1460.324494|7.3824|0.03150011|6.8153|6.8153
47g_a18|0|0.0|0.0|7.03438793|1|0.0|4.844187086|0|0.031179487|0.0|-0.477030713|0.0036509859999999|0.033759227|-0.008224928|0|0.00531392|-0.4138670829999999|0|0.765824398|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|111.5517627|0.165575846|140.5114492|-0.029212072|9.653129118|47.07867403|-2.307753726|-46.97287277|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|708.1114197|2268.439188|0.268129223|10.33698377|20.32265524|0.016259076|2675.8994190000003|1347.416568|1.0|1.0|2.0|4.87|18.0|-9.22|88.97|3.0|2.0|164.47|1.0|1.0|13.0|-6.11|541.68|0.0|2.83|3.01e-06|0.00163|1.0|6.04e-10|3.27e-07|3.0965|3.0965|-1743.375845|-1743.346243|905.71|1604.37|400.4|0.5955|874.26|0.69828|0.69828|-1742.7686640000002|4966.0|0.02960182|8.0458|8.0458
9_a1|0|3.358585365|0.0|6.86171134|0|0.0|4.727387819|1|0.037578348|0.0|-0.282769361|-0.00314411|-0.079063236|0.016589221|1|-0.0018191779999999|-0.483335578|1|0.582499378|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.166794384|0.011266799|-46.63553015|-49.42275468|63.73880199|0.244723542|141.093898|-0.031896718|3.745117974|0.0|-1.371558857|-26.88743664|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|1739.0376789999998|0.2183102569999999|7.61577077|13.91191974|0.014186995|1011.608611|472.9447227|1.0|1.0|1.0|2.78|23.0|-8.98|58.64|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|357.38|1.0|4.12|1.62e-05|0.0057799999999999|0.0|1.04e-09|3.7100000000000003e-07|3343.0|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|487.19|0.70296|0.70296|-1187.011122|4.1623|0.03294951|5.2218|5.2218
14d_a23|1|0.0|0.0|7.423568444|0|3.405551724|5.351858133|2|0.043538647|0.758207139|-0.288522152|0.01269616|-0.019307114|-0.054430189|2|0.01180744|-0.4483522929999999|2|0.725800261|0.6906097959999999|1|0.921694462|-0.053736319|-0.078282292|0.213597535|0.018596017|-35.40917327|-51.58357156|39.26987634|0.078305538|51.59888942|-0.032878563|8.074501042|83.40396369|-1.6439281280000002|-23.33262837|-21.66510006|47.66288948|0.454495683|2878.955374|607.3441532|2261.37838|0.209653392|7.832720777|14.358677900000002|0.015037275|1370.607518|666.0036144999999|0.0|1.0|1.0|3.52|26.0|-7.78|105.02|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|425.51|0.0|3.8|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|3688.0|8.1555|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|554.84|8.1555|8.1555|-1668.983743|5.6156|0.02083626|8.4001|8.4001
14aa_a23|1|0.0|0.0|7.423568444|0|3.4143268310000003|5.351858133|2|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|-0.044957534|2|0.012103325|-0.4506138879999999|2|0.725358161|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|-35.51947393|-51.83122853|40.49537336|0.075891958|51.68445972|-0.03159178|8.355923226|83.27171526|-1.6743643259999998|-24.18971469|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|2263.821505|0.203340553|8.000512184|15.78173785|0.013786041|1431.335599|733.3886349999999|0.0|1.0|1.0|3.63|26.0|-8.16|105.02|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|439.54|0.0|4.1|2.81e-06|0.00123|0.0|6.9799999999999995e-09|3.07e-06|3.5934|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|5.8286|0.02033777|8451.0|8451.0
13_a47|1|2.920663104|0.0|6.605297921|0|0.0|4.59511985|2|0.036632997|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|0.038682232|1|-0.000211465|-0.316563793|2|0.6427334020000001|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.244975411|0.017736598|-41.79730418|-45.39284663|63.12660940000001|0.2183244369999999|112.453046|-0.032468557|4.705524762|0.0|-1.23380515|-21.52866736|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|669.2729199|0.311738758|7.038683428|13.33103985|0.023284817|923.3410426|359.12161539999994|1.0|1.0|2.0|2.9|21.0|-7.9|66.49|0.0|0.0|91.59|0.0|1.0|3.0|-4.24|319.34|1.0|3.19|5.41e-05|0.0173|0.0|1.26e-08|4.04e-06|4.0302|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|0.3382|404.73|0.67466|0.67466|-1067.665127|3.5455|0.03639189|7.8|7.8
4_a18 (SD-208)|0|0.0|0.0|0.0|2|0.0|0.0|3|0.040864198|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|-0.015153358|-0.564165402|1|0.773173718|0.721664823|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|103.6318511|0.22090326|113.7529353|-0.034985357|5.615248385|0.0|-1.2944582059999998|-20.652731600000003|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|1822.914738|0.397970979|6.239898178|11.42979655|0.035654206|1107.212786|363.2306414|0.0|1.0|1.0|2.77|22.0|-8.15|76.48|1.0|0.0|92.87|0.0|1.0|3.0|-4.29|352.75|1.0|3.11|4.14e-05|0.0146|0.0|7.06e-09|2.49e-06|5.1755|3.2777|-1542.296276|-1542.276332|537.47|895.83|378.26|0.2761|396.17|0.4646|0.69028|-1542.15786|3.4629|0.0199445|7.0969|7.0969
9o_a24|0|2.9340792330000003|0.0|6.605297921|1|0.0|4.59511985|3|0.028472222|0.0|-0.387865233|0.0012214139999999|-0.097596429|-0.000236595|1|0.002019902|-0.38043264|2|0.738419215|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|32.50178358|0.229726192|133.0106596|-0.032911684|6.1994599720000005|44.8382925|-1.678495905|-29.69744072|-19.05574986|61.99847688|0.4861134689999999|2892.333138|445.9858336|1906.512273|0.331953623|6.080741586|11.83284872|0.026064002|1454.754155|663.2688909|1.0|1.0|2.0|3.96|23.0|-7.91|92.79|1.0|0.0|120.73|0.0|1.0|6.0|-4.49|421.45|0.0|3.01|3.9500000000000005e-05|0.0167|0.0|1.24e-08|5.23e-06|5.8802|4.2643|-1388.147972|-1388.094657|611.03|1126.94|290.75|0.1409|432.84|0.41688|0.65292|-1387.887227|4.3816|0.0533144|6.3507|6.3507
12k_a36|0|3.483171769|0.0|7.412764017000001|2|0.0|5.351858133|2|0.039061728|0.0|-0.413145744|0.002782748|0.003690005|-0.058284869|1|0.003724542|-0.4373676689999999|1|0.90500247|0.856135378|0|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|0.018067063|-49.87227128|-67.14870046|46.79001927|0.157229536|103.5614526|-0.037758075|7.838185977999999|0.0|-2.038936068|-32.84907515|-24.86988906|61.7723974|0.478908312|2792.202559|555.1026569|2294.707886|0.219318299|7.241602627000001|13.89698356|0.016847116|1720.258086|698.847203|1.0|1.0|2.0|4.89|17.0|-7.01|69.2|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|407.47|0.0|2.37|2.82e-05|0.0115|0.0|9.66e-08|3.94e-05|5053.0|3.6631|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|0.3116|530.51|0.5249199999999999|0.70031|-1310.072976|5.7818|0.03274587|7.8539|7.8539
4c_a49|0|0.0|0.0|7.535296702|1|2.102052126|5.4161004020000005|2|0.03583878|1.78683516|-0.339843311|0.001379959|-0.102999091|0.006194124|1|0.00202792|-0.412652341|2|0.7745214140000001|0.752601535|1|0.76159824|-0.087753156|-0.086290519|0.407675441|0.012079228|-56.5385923|-55.59622798|82.02101639|0.23840176|153.60017230000005|-0.029809452|5.014223225|59.70585149|-1.639519861|-36.42732137|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|1683.872161|0.275946172|8.474369008|16.089682800000002|0.0173567219999999|1458.908567|707.2397315000001|1.0|1.0|2.0|3.49|21.0|-7.97|98.72|1.0|0.0|120.43|0.0|1.0|7.0|-3.5|412.49|1.0|2.6|0.000265|109.0|0.0|1.07e-08|4.4e-06|5.74|3.8067|-1332.647233|-1332.607539|705.55|1199.04|325.7|0.2411|533.87|0.4164199999999999|0.67789|-1332.336755|3.4931|0.03969431|6.5935|6.5935
15a_a22|0|0.0|0.0|6.842683282|0|1.646649187|4.727387819|2|0.038167849|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.005757758|-0.360663314|2|0.6819423609999999|0.655865336|1|0.86664032|-0.061755825|-0.081705465|0.410151945|0.02126757|-41.92018177|-55.4621036|96.58317516|0.13335968|90.52525878|-0.031425179|9.799599501|65.53409434|-1.634109304|-28.45564196|-21.33157831|56.35672103|0.444668211|2884.815511|588.2800507999999|2169.226845|0.297264929|8.157552588|14.6895113|0.0216014629999999|1578.4640869999998|684.5377542|1.0|1.0|1.0|3.42|27.0|-9.21|85.59|1.0|0.0|124.05|0.0|1.0|6.0|-4.65|420.47|1.0|3.19|2.1e-05|0.00881|0.0|6.1e-10|2.56e-07|5.0577|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|312.0|541.27|0.41078|0.69076|-1368.0755869999998|5.2588|0.03153544|6.8447|6.8447
14i_a23|1|0.0|0.0|7.423568444|0|3.2692375460000003|5.351858133|2|0.0432555559999999|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|-0.026731172|2|0.002496501|-0.569707595|2|0.77007911|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|324.811841|0.222047267|151.83084580000002|-0.039760909|10.01786784|93.48624142|-2.027806362|-41.59306642|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|2447.1741030000003|0.221904316|8.107659819|15.53342127|0.019276934|1782.001457|693.3423458|0.0|1.0|2.0|3.56|26.0|-6.96|148.11|1.0|1.0|128.38|1.0|1.0|6.0|-5.21|454.51|0.0|2.61|4.03e-05|0.0183|0.0|1.11e-07|5.03e-05|3.6931|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|580.74|0.55606|0.55606|-1798.371346|5.9563|0.03394466|8.4622|8.4622
3a_a32|1|3.226454082|0.0|7.678326357|0|0.0|5.6869753560000005|0|0.03382716|2.211368234|-0.250406908|-0.002794182|0.102212031|0.125185185|3|-0.001223394|-0.491457345|0|0.84134255|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|0.0224684379999999|-37.30101542|-44.92473442|87.55216606|0.182929032|84.65041685|-0.032360692|4.811337463|0.0|-0.970820756|-17.261046399999998|-14.97491147|47.69828617|0.461044711|2028.93875|378.0996237|812.930125|0.327690097|5.755284924|10.67859439|0.0236593529999999|668.2146761|278.73805810000005|0.0|1.0|1.0|2.96|19.0|-6.12|110.94|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|298.39|1.0|3.32|4.51e-05|0.0134|0.0|7.66e-07|0.0002279999999999|3.6308|3.6308|-1554.796165|-1554.768725|492.91|801.12|341.48|0.2719|355.48|0.70229|0.70229|-1554.7020630000002|3.6178|0.02744024|8.5686|8.5686
14s_a23|1|0.0|0.0|7.423568444|0|3.336763335|5.351858133|2|0.045277778|0.740898446|-0.298573309|0.010682694|-0.044305947|-0.064006338|2|0.009263715|-0.457212212|2|0.722187957|0.659570836|1|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|30.34480575|0.07236376|46.42188642|-0.034255504|8.218681552|82.55990607|-1.610008704|-22.64965286|-21.9751589|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|2316.634024|0.2251838339999999|7.548546899|14.26730044|0.017330177|1333.003252|633.3278634|0.0|0.0|1.0|3.45|26.0|-7.99|105.02|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|445.93|0.0|4.01|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|3.6828|3.6828|-2089.521231|-2089.500101|668.66|1164.32|336.66|0.3669|528.82|0.60323|0.60323|-2089.2914530000003|4.7032|0.02112956|8.5482|8.5482
1c_a5|0|2.955525321|0.0|6.605297921|0|0.0|4.59511985|2|0.0248765429999999|0.0|-0.085301064|0.008031558|-0.228971551|-0.058823529|1|0.007357977|-0.20172074|2|0.71274658|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|160.5407184|0.11368581|58.16640976|-0.0281385329999999|2.185709046|0.0|-1.12554131|-17.81716094|-14.3968489|39.09545876|0.476413155|2105.8969850000003|453.4753671|873.709445|0.246972732|6.063350238|11.580409800000002|0.0153811389999999|764.7451566000001|409.0289917|1.0|1.0|1.0|2.78|23.0|-8.41|54.46|0.0|0.0|95.45|0.0|1.0|3.0|-4.25|312.37|1.0|3.43|3.5600000000000005e-05|0.0111|0.0|3.87e-09|1.21e-06|4.8783|4.5088|-990.6223073|-990.5931502|556.84|929.31|274.99|271.0|410.52|0.4444899999999999|0.53838|-990.467026|1.7105|0.029157178|5.4|5.4
12a_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.040166667|0.0|-0.3557214489999999|0.005050384|0.009586623|-0.094932667|1|0.005458948|-0.454270252|1|0.8421237309999999|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|85.47365107|0.163785284|101.5505506|-0.037665934|6.263330101|0.0|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|2256.680391|0.194809798|7.362386058999999|13.88603128|0.014884556|1421.195251|620.9195447000001|1.0|1.0|1.0|4.65|17.0|-6.64|81.65|2.0|0.0|127.28|0.0|1.0|5.0|-5.28|398.48|0.0|2.63|1.4e-05|0.0056|0.0|2.3100000000000002e-07|9.21e-05|5045.0|3.4885|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|507.17|0.35338|0.68599|-1575.538241|4.1875|0.03289568|7.9469|7.9469
24_a47|1|0.0|0.0|6.86171134|0|1.225600378|4.727387819|2|0.039520202|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|-0.004514441|-0.540463145|2|0.662080166|0.627160379|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-42.71324947|-51.21152885|41.72753688|0.216050899|121.5922303|-0.032498249|6.81713713|47.170683|-1.364926459|-24.03877652|-18.28983173|54.82626523|0.479188295|2642.775318|441.2021442|1239.381181|0.388396422|7.024694045|13.48797266|0.032103375|1255.998102|457.1122177|0.0|0.0|2.0|3.14|21.0|-7.63|84.73|1.0|0.0|104.73|0.0|1.0|5.0|-4.61|396.81|1.0|3.31|3.05e-05|0.0121|0.0|2.32e-08|9.22e-06|3.9675|3.9675|-1696.105723|-1696.071577|578.94|1002.04|312.5|0.2618|450.98|0.6835|0.6835|-1695.93106|2.6517|0.03414611|8.5|8.5
13_a4|0|0.0|0.0|7.535296702|1|2.050136054|5.4161004020000005|1|0.044357639|0.0|-0.04158572|0.012994083|-0.14818661|-0.0963182119999999|1|0.012019888|-0.143303992|1|0.645708528|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-24.48959182|-33.41617993|11.85953992|0.029972995|14.67530603|-0.0279998139999999|2.096831328|54.71349575|-1.091992764|-11.99053523|-13.70920202|28.77218157|0.4289448289999999|1910.137758|474.9422962|1439.176684|0.137460473|5.663493161|9.917593683|0.007566425|619.8659446|373.9073307|1.0|1.0|0.0|3.39|17.0|-6.2|30.71|1.0|0.0|90.06|0.0|1.0|2.0|-4.09|287.36|1.0|3.57|3.77e-05|0.0108|0.0|6.28e-07|0.00018|4.4811|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|429.36|0.53815|0.59537|-898.2009630000001|2471.0|0.018124154|5.3979|5.3979
3_a3|0|0.0|0.0|7.285506549|0|0.0|5.283203728999999|1|0.034259259|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|0.069435247|2|-0.006362643|-0.599804962|1|0.913546349|0.8495058259999999|1|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-48.91675544|-45.05306124|228.5396864|0.246193521|112.2682304|-0.035057023|2.623868963|75.88125246|-1.086767728|-22.30683222|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|1349.6286710000002|0.299996173|5.025797436|8.592908408|0.023287455|707.9728057|302.8386149|1.0|1.0|1.0|3.11|20.0|-6.15|121.17|0.0|0.0|88.36|0.0|1.0|2.0|-5.48|310.4|1.0|3.23|4.06e-05|0.0126|0.0|7.009999999999999e-07|0.000218|5.8458|3.3475|-1592.904586|-1592.873593|491.26|817.21|370.38|0.2383|316.65|0.29441|0.69206|-1592.792349|2.1507|0.03099295|5.93|5.93
