molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12o_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984133|0.0|5.351858133|-0.028326022|2|-0.089996613|-0.364378536|0.00372838|10.31162888|1|1|-0.157974241|-0.090173435|1|0.8264832879999999|0.815003426|-0.149451598|0.870930234|0.7463962120000001|0|-0.076908942|-0.0975052409999999|0.402022325|-49.48891079|75.15128057|-0.037808155|6.401442327000001|0.8131344979999999|71.87393121|2860.371518|543.3140456|-1192.099807|2476.50603|-15.65480256|7.400912529|6542.77337|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.47|3.27|3.31|2.0|0.0|132.29|1.0|5.0|-5.93|30.0|4.0|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|6.03e-08|2.61e-05|3.4817|-2035.37262|-2035.338699|687.92|1162.63|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-0.1478799999999999|5559.0|0.03392126|6.8632|16.0|7.8097|7.8097
14z_a23|0.0|1|1|0.0|0.0|7.423568444|0|1.197960872|3.305974434|5.351858133|-0.024897956|2|0.038811869|-0.30053593|0.009174505|10.31321795|2|2|0.0708381429999999|-0.125978901|2|0.719722236|0.802520527|-0.035965909|0.8668730109999999|0.64069202|1|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|40.18308023|-0.03393829|8.895469235|0.785604449|66.77741935|3094.698027|644.4593172|-1110.964649|2692.627452|-16.46322104|7.834464959|7285.13008|149.3235124|-773.7713888999999|30.08835522|0.01612263|-397.8390333|1414.152695|665.6233736|11.22918692|0.0|1.0|0.0|1.0|1.0|3.67|0.05|4.64|5.32|3.99|2.0|1.0|130.3|1.0|5.0|-6.77|32.0|4.0|0.0|0.0|0.0|1.7e-07|8.18e-05|7.37e-07|0.000354|0.0|2.6899999999999996e-09|1.29e-06|3.6632|-2549.107748|-2549.0953670000004|715.41|1221.92|0.3201|307.5|586.28|0.66217|0.69913|-0.15195|5.9301|0.01238131|7.9877|5.0|8.2941|8.2941
14u_a23|0.0|1|1|0.0|0.0|7.423568444|0|1.197962732|3.357982471|5.351858133|-0.025360103|2|0.050530143|-0.385981432|0.010561248|10.31321759|2|2|0.091604179|-0.199540201|2|0.756252127|0.787538583|-0.094773814|0.845160857|0.71381683|1|-0.055259924|-0.086465795|0.445665682|-36.90928915|43.06242147|-0.033908155|11.3374334|0.702868983|73.50348823|3015.478095|607.6448353|-1155.04721|2430.634114|-15.12707504|7.392527755|6913.009783|198.4601847|-771.4808267999999|32.2221994|0.023582305|-271.0010972|1643.332169|683.7405759|15.75112771|0.0|1.0|1.0|1.0|1.0|3.68|0.09|3.42|4.03|2.72|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|3.1819|-1744.446261|-1744.422541|712.54|1214.4|0.2253|306.82|549.0|0.4523|0.6703100000000001|-0.1543|5.9743|0.0237199999999999|8.1549|6.0|8.2449|8.2449
12b_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984682|0.0|5.351858133|-0.06631353|2|-0.074391852|-0.3897233479999999|0.001139238|10.31162898|1|1|-0.165287712|-0.120380857|1|0.669561738|0.824373792|-0.1240820219999999|0.880943609|0.64876559|0|-0.08354129|-0.09915679|0.383979687|-53.05077947|86.84905288|-0.038448551|6.99318589|0.798520682|73.02913136|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|7.393647884|6275.380072|127.9443353|-759.7264385|30.57626261|0.01584525|-379.1359902|1498.236868|618.6004214|10.06212472|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.25|3.18|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|0.2079|245.19|516.78|0.3159099999999999|0.68496|-0.1493799999999999|3.7327|0.03351603|4.5545|7.0|8.1543|8.1543
12t_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.60498454|0.0|5.351858133|-0.097216874|2|-0.0596036729999999|-0.411045472|-0.002544958|10.31162892|1|1|-0.158448053|-0.145315868|1|0.609043558|0.83236194|-0.080971844|0.889479916|0.591758164|0|-0.090535776|-0.1011561919999999|0.408290036|-58.89093185|88.42093081|-0.037159417|7.981057356|0.745705883|78.8278828|2976.648597|452.99711|-1184.385754|2479.787504|-15.72263361|7.957774504|6617.834146|165.4110479|-770.409047|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|13.02867425|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.67|3.74|3.58|2.0|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|0.0|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.00291|0.0|6.900000000000002e-08|3e-05|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|0.2094|244.58|527.87|0.33647|0.6842600000000001|-0.15029|2.6784|0.0337599|3.2145|9.0|8.0496|8.0496
23_a10|0.0|0|0|0.0|0.0|7.535296702|1|1.34383709|2.140123457|5.4161004020000005|0.012558932|2|-0.031558374|-0.17741132|0.010305237|10.92966139|1|1|-0.0502296329999999|-0.207994181|2|0.7338945809999999|0.754150918|-0.043248272|0.800727358|0.706648116|1|-0.049653973|-0.072395864|0.535680357|-35.17017083|72.17779806|-0.02685653|4.824237957|0.7611996520000001|60.76548004|3103.831885|648.2471057|-1179.402562|1945.384475|-13.47382337|8.755988318|7034.375112000001|169.14354509999998|-835.377049|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|1.0|0.0|4.13|0.21|5.11|5.81|2.99|2.0|0.0|139.11|1.0|6.0|-5.38|35.0|5.0|0.0|0.0|1.0|4.19e-06|0.00193|2e-06|0.000923|0.0|1.44e-10|6.66e-08|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|0.2089|325.98|606.18|0.67647|0.67647|-0.15858|3.8115|0.02986448|4.8954|0.75|6.1249|6.1249
6f_a40|0.0|0|0|0.0|0.0|8.421342866|2|0.604893424|1.750582483|6.401917197|-0.156988665|0|-0.122783873|-0.8287570679999999|-0.009302776|10.30179966|2|2|-0.233222505|0.092206207|0|0.7710013309999999|0.836826225|-0.268802228|0.896373207|0.742681934|1|-0.134203859|-0.130571562|0.363785804|-86.21963207|207.7174501|-0.052228625|6.6032981820000005|0.8628087240000001|92.77827871|3021.330686|421.31181889999993|-1509.948957|3072.581297|-21.5571287|6.993991456|7328.308886|88.13890599|-970.0707913999998|38.88975659|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|1.0|0.0|1.0|2.0|2.53|0.21|3.66|2.66|1.1|1.0|3.0|124.54|3.0|5.0|-6.95|30.0|5.0|1.0|0.0|0.0|1.13e-07|5.18e-05|2.3e-05|0.0105|0.0|0.0002109999999999|0.0967|2.57|-2426.972609|-2426.924155|668.95|1139.55|0.2362|346.89|507.64|0.66642|0.69911|-0.1131799999999999|6.2384|0.04845403|8.7269|42.0|7.3768|7.3768
8_a15|0.0|0|0|0.0|0.0|0.0|0|1.419941362|0.0|0.0|-0.044406425|1|0.155304204|-0.5025236129999999|1.7800000000000002e-05|10.95880707|0|0|0.225620047|-0.295062413|1|0.85357243|0.7059441040000001|-0.025923166|0.742680335|0.8105478740000001|0|-0.071552706|-0.118293578|0.381651497|-41.7821007|104.8781037|-0.028969856|11.47934212|0.519427411|89.80283608|2393.276181|498.6196971|-828.9085544|1919.535904|-9.878130237|6.093505548|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|0.0|1.0|1.0|3.76|0.19|3.9|4.95|1.96|2.0|0.0|104.74|1.0|7.0|-5.25|27.0|5.0|0.0|1.0|1.0|5.63e-06|0.00206|1.53e-05|0.00562|0.0|2.69e-08|9.86e-06|3.7426|-1223.704913|-1223.687714|598.84|1050.15|251.0|279.58|538.51|0.5128|0.70524|-0.1558|1.1415|0.01719864|1.4589|108.0|6.9666|6.9666
13a_a5|0.0|0|0|2.931642415|0.0|6.605297921|0|1.393002748|0.0|4.59511985|-0.033436214|2|-0.007871499|-0.328417593|0.002355511|10.94530369|1|1|-0.012798693|-0.0569177229999999|2|0.746303189|0.8045357209999999|-0.048575318|0.857293078|0.720100768|0|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|126.2663658|-0.0279752339999999|6.938219155|0.598791539|72.13276165|2657.14588|493.6342317|-918.5341141|1314.232685|-11.59515363|8.571729592999999|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|1.0|2.0|2.46|0.13|4.39|3.58|0.95|2.0|0.0|114.18|1.0|8.0|-3.77|30.0|5.0|0.0|0.0|1.0|0.000169|0.0675|0.000184|0.0734|0.0|1.26e-09|5.02e-07|4.2107|-1313.167422|-1313.126035|688.18|1160.81|0.5953|267.87|567.51|0.41806|0.50037|-0.17364|3.3414|0.04138695|4.1671|91.0|7041.0|7041.0
15a_a22|0.0|0|0|0.0|0.0|6.842683282|0|1.4229176680000002|1.646649187|4.727387819|-0.052476637|2|0.021482585|-0.280236463|0.005288335|10.9464374|1|1|0.036467904|-0.165471815|2|0.6819423609999999|0.7392451729999999|-0.027029438|0.794858486|0.655865336|1|-0.061755825|-0.081705465|0.410151945|-41.92018177|96.58317516|-0.031425179|9.799599501|0.702735071|70.12529157|2884.815511|588.2800507999999|-1109.242072|2169.226845|-14.47998862|8.157552588|6322.278103000001|201.7850124|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|2.86|0.08|3.87|4.31|1.73|1.0|0.0|124.05|1.0|6.0|-4.65|32.0|5.0|0.0|0.0|1.0|2.25e-05|0.00945|2.1e-05|0.00881|0.0|6.1e-10|2.56e-07|3.6496|-1368.35331|-1368.321775|696.57|1189.31|312.0|245.14|541.27|0.41078|0.69076|-0.15281|5.2588|0.03153544|6.8666|143.0|6.8447|6.8447
5_a47|0.0|0|0|0.0|0.0|0.0|0|1.304329328|0.0|0.0|-0.188550227|2|0.003858593|-0.390426|-0.012670377|10.9367109|0|0|0.0083528919999999|-0.0428873159999999|2|0.7063295709999999|0.795032176|0.0743193|0.861595935|0.675164258|1|-0.087763105|-0.1001981959999999|0.526509524|-46.33853208|104.9032216|-0.038537768|2.770107005|0.781571204|62.14504725|2368.870941|426.5981263000001|-793.5630764|1349.003107|-10.74353333|5.861037845|5501.708422|115.3294396|-418.9977997|26.03444329|0.017501741|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|0.0|1.0|1.0|2.0|2.79|0.0|4.73|5.96|3.26|2.0|0.0|101.51|1.0|3.0|-5.65|26.0|4.0|1.0|0.0|1.0|2.25e-06|0.000824|3.18e-06|0.00116|0.0|2.07e-09|7.590000000000001e-07|3.7083|-1569.369195|-1569.333281|561.61|951.68|0.2108|334.35|401.16|0.69291|0.69291|-0.15419|2.9121|0.03591467|3.8816|0.02|7.7|7.7
12d_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984421|0.0|5.351858133|-0.033312179|2|-0.092984185|-0.354778373|0.005613018|10.31162861|1|1|-0.162129948|-0.09353607|1|0.8414737059999999|0.8017873000000001|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|0.366319099|-47.69710881|85.1932288|-0.036246039|6.497247279|0.8143892140000001|69.55534551|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|7.557073995|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|8.672532296|1.0|1.0|1.0|0.0|1.0|0.0|0.17|4.35|2.93|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|30.0|4.0|0.0|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|9.75e-08|4.02e-05|3.4821|-1615.095823|-1615.063947|695.57|1176.22|149.0|356.06|545.94|0.68608|0.68608|-0.1479099999999999|4434.0|0.03187624|4.8843|11.0|7.9508|7.9508
24_a20|0.0|0|0|0.0|0.0|6.842683282|0|1.40648755|1.959359883|4.727387819|0.029711934|2|0.087887688|-0.083539572|0.009265667|10.93106245|1|1|0.1468474119999999|-0.060582944|2|0.616352201|0.74131936|-0.07179846|0.802353442|0.607038752|1|-0.061437722|-0.067869875|0.531656762|-38.76683848|12.83518119|-0.02714795|5.102023479|0.771032243|51.30386873|2736.601949|600.7235847000001|-856.5097809|1961.887639|-10.80905198|6.852820269|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|0.0|3.21|0.08|4.76|4.78|1.86|2.0|0.0|119.42|1.0|4.0|-4.89|31.0|5.0|0.0|0.0|1.0|1.29e-05|0.00519|1.17e-05|0.00469|0.0|4.82e-10|1.94e-07|3.5876|-1291.896802|-1291.867578|685.66|1169.35|0.2495|232.2|551.25|0.46668|0.44916|-0.15687|3.6107|0.02922392|4.3906|318.0|6.4976|6.4976
15d_a10|0.0|0|0|0.0|0.0|7.535296702|2|1.343850133|2.147544195|5.4161004020000005|0.0370874879999999|3|-0.059217023|-0.184039927|0.010215823|10.92970801|1|1|-0.092884337|-0.280243276|2|0.74726683|0.745184875|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.057588609|-0.070612242|0.565801561|-38.80896881|67.59624856|-0.018829931|10.36301002|0.471900166|66.95020436|2967.522813|590.402322|-761.3695352999999|2036.192049|-8.551449923|8.429169102000001|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|4.01|0.35|4.14|3.44|1.54|1.0|0.0|131.43|1.0|6.0|-3.78|33.0|6.0|0.0|1.0|0.0|0.000167|0.0739|4.1200000000000005e-05|0.0182|0.0|1.5e-08|6.62e-06|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|312.0|221.39|565.91|0.3685|0.6814100000000001|-0.15916|3.3831|-0.23696253|3.8163|69.0|7.1612|7.1612
12a_a5|0.0|0|0|2.981252568|0.0|7.139660336|1|1.338814635|0.0|5.209486153|0.043132749|2|-0.0036987359999999|-0.09350376|0.00873078|10.94553751|1|1|-0.006024869|-0.093973419|2|0.762866363|0.779533861|-0.063558439|0.829536345|0.741588813|0|-0.058605038|-0.067680123|0.337539208|-36.01436435|13.74268646|-0.026030816|3.0925714930000003|0.746785093|50.40529807|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|8.741980056000001|5294.775577|155.6073368|-511.1786804|21.42066499|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|2.96|0.21|5.12|4.26|2.17|1.0|0.0|119.38|1.0|5.0|-4.27|29.0|4.0|0.0|1.0|0.0|5.37e-05|0.0205|2.56e-05|0.00977|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|0.4794|264.55|508.81|0.50831|0.67169|-0.17152|2.5642|0.03567816|3.9457|19.0|7.7212|7.7212
26_a47|0.0|1|1|0.0|0.0|6.86171134|0|1.304328272|1.06819297|4.727387819|-0.200192886|2|-0.110530752|-0.544056455|-0.0098410169999999|10.94972213|1|1|-0.24731748|-0.079370393|2|0.6850994429999999|0.845040087|0.0120097289999999|0.910081385|0.651797437|1|-0.098127284|-0.101679756|0.549740398|-57.01987795|9.608109253|-0.038735145|7.0517889060000005|0.717639177|73.39007585|2625.572598|412.8219782|-945.3464183|1341.904566|-13.07911017|6.945070057000001|5994.406615|164.0744453|-549.3226272|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|0.0|1.0|2.0|2.66|0.05|2.84|4.68|2.59|1.0|0.0|104.8|1.0|4.0|-4.86|28.0|5.0|0.0|0.0|1.0|1.3699999999999998e-05|0.00545|2.77e-05|11.0|0.0|5.97e-08|2.37e-05|3992.0|-1696.096597|-1696.075481|592.84|1006.59|0.3197|258.5|443.78|0.50921|0.68707|-0.16642|3.6825|0.02111593|4.8242|13.0|7.9|7.9
15b_a10|0.0|0|0|0.0|0.0|7.535296702|1|1.3438370730000002|2.145379897|5.4161004020000005|0.024214591|2|-0.111812184|-0.149607679|0.011484257|10.92966694|1|1|-0.175869992|-0.27395395|2|0.744213612|0.791078367|-0.104250125|0.83320417|0.7199249390000001|1|-0.046334564|-0.07358373|0.697099355|-31.76194123|43.96642219|-0.024105015|7.505718446|0.670236374|62.53159836|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|6.6940006620000005|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|0.0|1.0|1.0|1.0|0.0|3.89|0.32|4.34|4.44|2.14|1.0|0.0|123.73|1.0|7.0|-4.35|31.0|5.0|0.0|1.0|0.0|4.46e-05|0.0185|2.28e-05|0.00943|0.0|6.609999999999999e-09|2.73e-06|3.7625|-1317.766641|-1317.736865|721.17|1231.3|0.3575|215.17|587.53|0.46711|0.68906|-0.15579|4.7752|0.02977516|6.1384|85.0|7.0706|7.0706
12v_a36|0.0|0|0|3.468871488|0.0|7.412764017000001|2|1.297043692|0.0|5.351858133|-0.04314418|2|0.073329354|-0.487854327|0.00127667|10.96020642|1|1|0.123026459|-0.239932418|1|0.8913597320000001|0.828393514|-0.041914045|0.8792981679999999|0.84179881|0|-0.078158778|-0.105200486|0.334379501|-51.4172081|113.7463918|-0.033118671|11.74777471|0.6276553979999999|88.07013157|2846.057239|527.7920397|-1176.51481|2328.221818|-14.33290989|8.456596706000001|6065.593390999999|244.9490697|-773.9771341000001|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|1.0|0.0|2.0|0.0|0.17|2.77|1.89|1.72|1.0|0.0|130.24|1.0|6.0|-3.95|31.0|5.0|0.0|0.0|0.0|0.000113|0.0464|8.499999999999999e-05|35.0|0.0|2.03e-07|8.340000000000001e-05|3.7035|-1347.475543|-1347.442792|671.56|1150.38|0.4247|319.16|502.83|0.69298|0.7016100000000001|-0.15185|6.1869|0.03275089|7.9237|14.0|7.8539|7.8539
4S4k_a46|0.0|0|0|0.0|0.173180233|7.825245291|1|1.134637098|2.145043462|5.587248657999999|-0.088084767|1|-0.104665424|-0.252970193|0.006550513|10.94631314|1|1|-0.158788415|0.012963356|1|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0|-0.089589915|-0.0860536609999999|0.199356973|-47.49082053|172.7607401|-0.030477338|2.177526049|0.8679099640000001|49.42345536|2105.538282|472.7005375|-775.4768155|1729.18312|-8.564028983|5.523352655|4719.2906570000005|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|0.0|1.0|1.0|1.0|3.03|0.33|4.26|4.77|2.84|1.0|0.0|100.96|1.0|2.0|-4.82|25.0|3.0|0.0|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|4.0774|-1053.441953|-1053.415665|566.82|997.07|0.2623|234.58|487.43|0.5716|0.67893|-0.17396|2.2655|0.02628818|2.5693|197.0|6.7055|6.7055
12aw_a36|0.0|0|0|3.28940051|0.0|7.412764017000001|2|1.297044239|0.0|5.351858133|-0.115864198|2|0.066435701|-0.4478724979999999|-0.006877664|10.96021804|1|1|0.169961228|-0.250781298|1|0.653741315|0.836170906|-0.056676035|0.892249657|0.632625562|0|-0.088516379|-0.114701005|0.373775982|-56.73814908|54.50894809|-0.041292362|9.4658605|0.749052287|87.37742985|2901.451841|452.6513136|-1323.400377|2380.579051|-16.96573876|7.545677222999999|6370.06138|160.8550748|-848.2869380000001|35.33532702|0.02161528|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|1.0|0.0|2.0|0.0|0.14|3.55|3.0|2.78|1.0|0.0|123.67|1.0|5.0|-3.99|31.0|6.0|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|0.0201|0.0|7.599999999999999e-08|3.17e-05|3.8763|-1431.404673|-1431.373326|666.09|1120.43|0.4088|237.0|507.71|0.38905|0.69109|-0.15688|4.8181|0.03134789|6.5278|9.0|8.0458|8.0458
41_a18|0.0|0|0|0.0|0.0|7.03438793|2|1.251176562|0.0|4.844187086|-0.059936864|1|-0.089781154|-0.500778516|-0.0034878|10.9470117|0|0|-0.137860739|-0.0091068809999999|0|0.759941674|0.733589101|0.037097204|0.774395455|0.745631286|0|-0.1020290859999999|-0.089139464|0.3888308139999999|-69.94639412|347.42621339999994|-0.037381065|4.488448275|0.903239484|65.83786886|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|8.787657952|6605.095612|66.33450764|-1089.246155|28.37200951|0.006896617|-552.8844577000001|1759.064589|897.5188662|4.727999916|1.0|0.0|1.0|1.0|3.0|0.0|0.25|3.26|2.7|2.94|2.0|1.0|141.34|1.0|6.0|-5.56|34.0|3.0|0.0|0.0|1.0|2.76e-06|0.00125|9.49e-06|0.0042899999999999|0.0|4.18e-09|1.89e-06|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|482.0|385.97|576.83|0.69308|0.69308|-0.1319|2.0934|0.0280471999999999|2721.0|369.0|6433.0|6433.0
12_a1|0.0|0|0|3.3894574360000003|0.0|7.423568444|1|1.430936075|0.0|5.351858133|-0.02164054|1|0.076867966|-0.516204114|-0.0038943009999999|10.94945122|1|1|0.127560614|-0.173618873|1|0.8016064479999999|0.749817035|-0.093957115|0.817998205|0.7534284040000001|0|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|133.6600817|-0.039894864|11.37734536|0.724666653|74.99749378|2592.245875|444.1009824|-972.562841|1825.150911|-13.44063462|7.679719277999999|5468.378562|159.81230209999998|-564.5066541|31.95435864|0.024485753|-260.8074567|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|1.0|1.0|2.72|0.05|4.87|4.41|1.67|2.0|0.0|103.47|1.0|3.0|-4.98|28.0|5.0|0.0|0.0|1.0|1.04e-05|0.00379|1.77e-05|0.00649|0.0|6.28e-09|2.3e-06|3.1744|-1216.12881|-1216.099134|607.42|1018.84|0.5867|332.04|482.51|0.69114|0.69763|-0.12874|7.7454|0.0296752|10.1801|2.95|5.5302|5.5302
12ac_a36|0.0|0|0|3.4419617660000004|0.0|7.412764017000001|2|1.297043188|0.0|5.351858133|-0.073735973|2|0.03586247|-0.450737917|0.000584134|10.95345846|1|1|0.060445359|-0.166354116|1|0.8058720979999999|0.811459853|-0.020272679|0.863165958|0.770400825|0|-0.080202334|-0.104391657|0.4712820929999999|-55.68500110000001|118.0445703|-0.036062573|10.36858115|0.7316461470000001|86.51036063|2902.588755|541.3322795|-1377.116299|2455.459827|-17.38437788|8.126831024|6378.288017|186.3198219|-956.1407834|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.16|2.09|1.59|1.0|0.0|133.95|1.0|6.0|-3.81|32.0|5.0|0.0|0.0|0.0|0.000154|0.0653|0.000112|0.0476|0.0|1.29e-07|5.4600000000000006e-05|3.8594|-1385.606133|-1385.566143|711.77|1200.61|0.3302|319.2|554.84|0.56186|0.56357|-0.15675|4.0208|0.03998989|5.4387|13.0|7.8861|7.8861
6_a1|0.0|0|0|0.0|0.0|7.535296702|1|1.3488280769999998|2.325221088|5.4161004020000005|0.021203156|1|-0.114683042|-0.230035376|0.005054086|10.95180041|1|1|-0.180874123|-0.3632559589999999|1|0.781885145|0.798346291|-0.095907969|0.8524898329999999|0.741035199|0|-0.057199415|-0.077422386|0.212044989|-27.63847818|64.63457366|-0.0238222729999999|4.905211525|0.576759436|49.61122373|1956.144556|424.3707604|-448.9214297|1383.161829|-5.56196523|5.555887839|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|0.0|1.0|1.0|0.0|2.54|0.22|3.61|3.57|1.75|0.0|0.0|86.31|1.0|3.0|-3.12|22.0|3.0|0.0|1.0|1.0|0.0007599999999999|221.0|0.00021|0.0613|0.0|9.51e-07|0.000277|4.0635|-935.5024827|-935.4750982|527.41|875.29|0.3399|305.12|405.23|0.69818|0.69818|-0.16784|5.8386|0.027384499|8.0033|5.1|5.2924|5.2924
4S4l_a46|0.0|0|0|0.0|0.171853072|7.825245291|1|1.134637095|2.155247543|5.587248657999999|-0.075241716|1|-0.067419714|-0.255755434|0.0066560469999999|10.94631401|1|1|-0.1012114369999999|0.010799648|1|0.7940662409999999|0.726535412|-0.229089688|0.762625193|0.7936534740000001|0|-0.090807851|-0.084663086|0.213675946|-49.45536962|178.19783940000002|-0.029881089|2.117940478|0.877939134|49.6055056|2166.052483|487.3122681|-829.959026|1744.8220399999998|-8.862913904|5.668394116|4920.211524|66.47624804|-452.0086091|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.19|0.36|4.64|5.02|3.06|1.0|0.0|105.77|1.0|3.0|-5.28|26.0|3.0|0.0|1.0|1.0|5.25e-06|0.00182|7.78e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|4.1414|-1092.753999|-1092.727031|583.76|1040.96|0.2586|234.25|500.66|0.57885|0.6763600000000001|-0.17632|2.5083|0.02696794|2.8473|261.0|6.5834|6.5834
