molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
26_a20|0.0|0|0|0.0|0.0|1|0|0|1.4165417530000002|-0.000846851|-0.00578453|4.727387819|-0.104520106|0.0396875|2.01129617|-0.3297182369999999|0.003085806|-0.033102079|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|-0.070815554|-0.055150498|0.8096894440000001|1|-0.082729415|0.423153994|0.012753218|-58.21621279|-55.81998701|8.604974082|299.8332395|-0.0327795789999999|5.806030949|0.7848887259999999|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|-1172.219727|2534.075607|7.598632688999999|6221.067002000001|145.1419493|-790.9313788|-384.4457279|1493.485239|10.03954725|1.0|1.0|1.0|1.0|1.0|3.07|0.08|-9.18|4.5|4.62|86.69|2.47|2.0|0.0|125.0|0.0|-5.14|32.0|4.0|-6.28|419.48|1.0|3.66|-5.02|9.51e-06|0.00399|3.63|2.780000000000001e-07|-0.05097|4.97|-1352.315376|715.27|0.2081|543.96|0.50878|0.68167|-1352.036122|3.8173|-0.21226|-1352.098465|4.8742|6.8827|6.8827
21a_a23|0.0|0|1|0.0|0.0|2|0|0|1.197963603|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|0.042862319|0.773970837|-0.3082571839999999|0.01269616|-0.083864151|0.130024255|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|0.79188323|1|-0.082341001|0.224766417|0.011564247|-34.01266735|-54.35891011|7.634348008|39.56172507|-0.03458322|5.039953753|0.842121383|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|611.67123|-1141.537112|2272.736256|7.950891003|6464.524241|104.2264415|-753.6064963|-451.7153132|1355.5493720000002|7.379733085|0.0|0.0|1.0|1.0|1.0|3.48|0.09|-7.78|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|-5.89|31.0|4.0|-6.07|425.51|0.0|3.78|-5.28|5.29e-06|0.00225|3.98|7.03e-06|-0.07243|3.75|-1669.250866|701.01|0.3692|558.61|0.60824|0.60824|-1668.989671|5.3733|-0.2226699999999999|-1669.0502720000002|7.9309|6.9914|6.9914
6c_a31|0.0|1|0|3.423005244|0.0|0|1|1|0.6101347220000001|0.047405064|-0.015192833|5.733341277|-0.151732713|0.038901235|0.0|-0.790027307|-0.009477764|-0.107687565|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|0.790900932|-0.078059285|-0.172780048|0.846458013|0|-0.126324613|0.138124296|0.03173578|-76.54198229|-79.97295595|20.09112958|163.6316745|-0.044739967|12.71919216|0.7653239190000001|93.4208388|-28.32375523|96.63311186|0.4463376229999999|2837.949799|405.9259734|-1359.540251|2357.829685|8.102804662|6283.091868|148.5675636|-860.6909647|-335.9398876|1776.424619|13.44788285|1.0|1.0|1.0|1.0|2.0|3.13|0.14|-7.72|5.58|4.26|131.36|1.58|2.0|0.0|114.5|0.0|-6.09|30.0|5.0|-6.27|418.47|1.0|3.64|-4.94|1.15e-05|0.0048|3.64|7.9e-06|-0.0581799999999999|5.08|-1691.984862|667.01|0.5028|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|5.9253|-0.19169|-1691.794585|8.8847|6.4685|6.4685
7_a3|0.0|0|0|0.0|0.0|0|0|0|0.60501656|0.198126776|-0.008855374|4.727387819|-0.106234254|0.03757716|1.989724777|-0.327648836|-0.007540435|0.030246987|-0.084462575|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.8632654590000001|1|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-47.72824381|4.804535747|230.9407974|-0.036877402|2.377557323|0.7992146109999999|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|5.198046584|5055.700186|99.36002106|-307.0424158|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|1.0|2.61|0.0|-7.48|4.96|4.66|92.93|2.11|1.0|0.0|95.5|0.0|-5.44|23.0|3.0|-5.68|338.81|1.0|3.63|-4.87|1.34e-05|0.00455|3.79|1.11e-05|-0.0640299999999999|3.09|-1731.7341420000002|522.73|0.1926|362.61|0.3456|0.69224|-1731.602893|3.1299|-0.21219|-1731.651178|3.9813|5.9901|5.9901
12ab_a36|0.0|1|0|3.458948649|0.0|0|2|2|1.297042596|-0.064515677|-0.007034881|5.351858133|0.000258844|0.039951691|0.0|-0.408023082|0.000939229|-0.029080933|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|-0.033434841|11.46782191|0.679025324|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|7.821826146|6314.697413|221.4026852|-859.0476432|-246.9770378|1834.083759|16.81984117|1.0|0.0|0.0|1.0|2.0|0.0|0.17|-7.05|3.14|1.95|92.99|1.59|1.0|0.0|133.27|0.0|-3.92|32.0|5.0|-7.21|420.47|0.0|1.8|-3.91|0.000122|0.0515|2.33|3.76e-05|-0.0523799999999999|3.23|-1364.509957|712.73|0.4451|564.58|0.69294|0.69294|-1364.236757|3.6976|-0.2093699999999999|-1364.300531|5.3228|7.9586|7.9586
8b_a12|0.0|0|0|0.0|0.0|0|1|1|1.283836078|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.0|-0.618894925|-0.010117477|-0.1090955359999999|0.047425677|0.003898807|0.006468729|-0.659952678|1|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|6.513753986|319.0086845|-0.045608374|3.769098814|0.888936354|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-1213.971783|1437.536303|6.373278096|5217.318476|64.26553043|-702.4489440000001|-450.1059006|1365.645333|5.416912474|0.0|1.0|1.0|1.0|2.0|2.57|0.1|-7.45|3.11|1.9|80.37|2.23|1.0|0.0|110.58|0.0|-4.1|27.0|4.0|-6.51|355.39|0.0|2.51|-4.01|9.74e-05|0.0346|2.76|1.26e-05|-0.0589|5.11|-1159.405202|611.93|0.3179|460.08|0.53425|0.57773|-1159.188228|4.2554|-0.21184|-1159.2425119999998|6.1286|6.58|6.58
14m_a23|0.0|0|1|0.0|-4.405643132|2|0|0|1.197955072|0.05521348|-0.008929306|5.351858133|-0.272389934|0.0431917209999999|0.665608656|-0.482182526|0.001027627|-0.050626415|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|1|-0.089285878|0.268552591|0.017992415|-50.63012925|-62.09952738|12.51396625|47.23604193|-0.039285786|8.703631619|0.7958339090000001|74.61692699|-27.32379205|63.1440955|0.476833897|3255.247038|643.9145427|-1366.189602|2263.262957|8.595073462|7588.823133|142.0002583|-950.2032192|-411.5129154|1716.6767920000002|12.51739962|1.0|0.0|1.0|1.0|1.0|3.17|0.09|-8.23|4.42|6.19|105.02|3.82|2.0|1.0|125.29|0.0|-6.38|34.0|7.0|-6.06|479.48|0.0|4.41|-5.79|1.61e-06|0.000773|4.46|2.85e-06|-0.08347|4.2|-1966.968005|707.56|0.3335|572.31|0.65552|0.65552|-1966.721362|6.1522|-0.23555|-1966.785519|8.5477|8.5171|8.5171
12f_a30|0.0|0|0|0.0|-4.734662095|0|2|2|0.60498366|0.156569208|-0.015345198|5.351858133|-0.274237737|0.041555556|0.0|-0.874676289|-0.00695299|-0.046588557|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0|-0.108935062|0.56363596|0.01570263|-63.81176255|-76.85198573|11.07796031|101.2862703|-0.0452183279999999|7.815328055|0.815175332|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|-1690.743686|2712.844784|8.366190175|7634.176316|130.3909181|-1192.793275|-444.7025522|2074.08593|12.36587885|1.0|0.0|1.0|1.0|1.0|0.0|0.17|-7.18|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|-6.7|34.0|8.0|-5.66|482.48|0.0|3.42|-5.92|1.2e-06|0.000579|5.05|3.19e-05|-0.05464|5.52|-1988.032639|729.87|0.2166|574.31|0.32483|0.68471|-1987.782125|3.6633|-0.20422|-1987.848015|4.6865|7.7144|7.7144
11_a33|0.0|1|1|3.221176304|0.0|0|0|0|0.609352951|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0.034984568|1.979284901|-0.32219686|-0.003303432|-0.008908194|0.105574347|-0.122478641|-0.232296883|-0.393892466|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.921896958|1|-0.104881435|0.229250542|0.033701864|-34.4118011|-50.94714637|16.37099833|45.43139569|-0.030847481|7.95236684|0.552878386|68.11455221|-14.98445481|50.78279943|0.4673066279999999|2220.315582|416.4353629|-509.4714637|979.349175|5.24049311|4880.001461|217.193541|-247.4805685|-51.37234937|921.4892038|17.16740584|1.0|1.0|1.0|1.0|1.0|2.31|0.13|-6.23|5.77|4.13|120.17|0.89|0.0|0.0|89.77|0.0|-5.48|22.0|4.0|-5.97|328.41|1.0|3.28|-4.38|4.13e-05|0.0136|3.28|0.000194|-0.05806|1.93|-1669.324638|506.55|0.5408|378.1|0.70381|0.70381|-1669.202327|3.1406|-0.19938|-1669.251123|4.5998|8.3188|8.3188
40_a47|0.0|0|1|0.0|0.0|1|0|0|1.420389717|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|0.041396825|1.566109469|-0.179798097|0.002212256|0.056362705|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.090270598|0.900790582|1|-0.083237511|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|-0.027052191|5.959674083|0.573656733|60.97203959|-14.59371996|43.64000551|0.4574577489999999|2313.85811|438.171933|-583.7487984|868.5333132000001|7.042383142|4862.524893|229.9974239|-314.91225539999994|-79.47051169|1017.592517|16.06828586|0.0|1.0|1.0|1.0|1.0|2.91|0.11|-7.08|2.96|4.04|68.52|1.52|0.0|0.0|94.28|0.0|-3.26|25.0|5.0|-6.78|334.35|1.0|2.72|-3.72|0.000192|0.0643|2.19|2.79e-05|-0.05086|2.06|-1123.174467|571.5|271.0|444.47|0.67615|0.68492|-1122.9968210000002|4.7542|-0.20317|-1123.049869|6.5995|8.4|8.4
12c_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984133|0.045997203|-0.006900253|5.351858133|-0.030422458|0.042804233|0.0|-0.3657134279999999|0.00372838|-0.072247675|-0.172653074|-0.051371057|-0.090173435|-0.468696709|1|0.8264832879999999|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0|-0.096482247|0.39541773|0.01588025|-50.12643041|-62.99109515|10.36785909|82.07537640000001|-0.037411484|6.768942632999999|0.8061287690000001|72.5855533|-24.42511853|60.4942895|0.452966315|2860.640481|550.9847369|-1196.830808|2456.062146|7.652098812999999|6403.739746|126.574178|-781.3839879|-399.7292126|1484.664552|9.594458155|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|2.0|0.0|132.29|0.0|-5.93|30.0|4.0|-5.75|432.93|1.0|3.11|-5.44|3.61e-06|0.00156|4.49|2.61e-05|-0.0542299999999999|4.45|-2035.373591|695.96|0.2155|541.39|0.32037|0.68457|-2035.141497|3.7377|-0.2038599999999999|-2035.202565|4.7893|7.9914|7.9914
13_a10|0.0|0|0|0.0|0.0|1|1|1|1.343837907|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|1.794073077|-0.259721373|0.00384732|-0.001592366|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|1|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|6.168030793|174.7319717|-0.030119651|3.118282386|0.7144943490000001|51.21590298|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|1630.880014|5.069505473|4941.066161|144.338975|-315.62515|-216.8776303|873.7836118999999|9.595006108|1.0|1.0|0.0|1.0|1.0|2.58|0.15|-6.6|3.52|3.81|63.83|1.88|0.0|0.0|97.14|0.0|-3.76|25.0|4.0|-6.34|328.37|1.0|2.91|-4.1|7.87e-05|0.0258|2.76|8.170000000000001e-05|-0.05022|2.48|-1065.874094|550.83|0.3905|376.77|0.34881|0.68386|-1065.68351|3.6904|-0.20959|-1065.732389|5.3726|6.7959|6.7959
4a_a46|0.0|0|0|0.0|0.210988875|1|1|1|1.13463711|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|0.0473245609999999|0.0|-0.051075084|0.012632881|-0.0466186959999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|2|0.679741138|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0|-0.067863141|0.264863483|0.00935578|-28.50561609|-35.24319509|4.858713991|6.579492736000001|-0.022129285|2.523263761|0.742626378|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|1427.844961|5.613813876|4481.754309|133.66119809999998|-274.5414028|-252.0050978|711.8625758999999|5.910149982|1.0|1.0|0.0|1.0|0.0|2.8|0.35|-6.82|4.18|4.46|43.6|2.35|0.0|0.0|96.74|0.0|-3.93|24.0|3.0|-5.87|318.42|1.0|3.43|-4.31|4.89e-05|0.0156|3.34|4.86e-05|-0.02921|3.4|-994.237445|560.87|0.1694|467.4|0.6893600000000001|0.6893600000000001|-994.028172|3.1825|-0.21988|-994.079365|3.7138|6.7423|6.7423
14aa_a23|0.0|0|1|0.0|0.0|2|0|0|1.19796312|0.066582026|-0.005050361|5.351858133|-0.026892547|0.046678487|0.758549568|-0.287870566|0.013012022|-0.044957534|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|2|0.725358161|0.75434493|0.055269665|-0.070471939|0.8072028240000001|1|-0.076107469|0.204831806|0.018016316|-35.51947393|-51.83122853|12.26959478|40.49537336|-0.03159178|8.355923226|0.796659447|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|8.000512184|6651.23042|138.4803717|-776.5660584|-404.0660854|1431.335599|9.388663605|0.0|0.0|1.0|1.0|1.0|3.68|0.12|-8.16|4.4|4.63|105.02|3.45|2.0|1.0|130.22|0.0|-6.23|32.0|4.0|-5.92|439.54|0.0|4.1|-5.55|2.81e-06|0.00123|4.31|3.07e-06|-0.0708299999999999|4.1|-1708.5626|715.57|0.4157|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|5.8286|-0.21573|-1708.338059|8.3532|8451.0|8451.0
12c_a31|0.0|1|0|3.387641566|0.0|0|1|1|0.6101358029999999|0.046986783|-0.013026643|5.733341277|-0.055520387|0.040982906|0.0|-0.690412101|-0.003618466|-0.056866055|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0|0.8083148840000001|0.842823186|0.066071056|-0.098452311|0.8856644770000001|0|-0.129736755|0.343619017|0.030543026|-66.41224264|-82.33748068|19.38414321|153.400467|-0.036326291|12.30215386|0.6817087|97.28775086|-23.05449459|85.79638585|0.448512808|2592.4503010000003|422.3366652|-1152.7247289999998|1894.297124|8.091269314|5676.394271|202.0036947|-731.5771879|-230.6429907|1690.934456|14.95027019|1.0|1.0|1.0|1.0|2.0|3.1|0.35|-7.24|5.64|3.7|117.37|1.08|2.0|0.0|108.16|0.0|-5.23|28.0|5.0|-6.53|398.48|1.0|3.32|-4.16|6.94e-05|0.0277|3.1|2.31e-05|-0.0338399999999999|4.6|-1618.1530810000002|679.71|0.2625|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|1.6786|-0.19288|-1617.951882|2.2908|6.4202|6.4202
11f_a5|0.0|1|0|2.967866825|0.0|0|1|1|1.370797007|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|0.021060606|0.0|-0.227966183|0.00722997|-0.0080939669999999|-0.1323098|-0.128153787|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.800575032|0|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|15.41338844|70.39517801|-0.022252743|10.72733576|0.5109475960000001|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|9.683662007|5969.213977|340.3683339|-614.3924972|-15.23851001|1727.7296760000002|21.12375879|0.0|1.0|1.0|1.0|1.0|2.87|0.24|-8.67|4.61|3.53|76.16|1.03|1.0|0.0|126.79|0.0|-3.95|32.0|6.0|-6.99|427.5|0.0|2.95|-4.26|5.479999999999999e-05|0.0234|2.7|9.06e-07|-0.03862|2.25|-1391.7602960000002|729.96|0.5834|579.1|0.6593600000000001|0.64937|-1391.444853|2.1313|-0.20772|-1391.50739|2.9697|7.9208|7.9208
3k_a32|0.0|1|1|3.644417045|0.0|0|0|1|0.609420759|-0.001009768|-0.005745086|5.973809612|-0.001250803|0.0381981979999999|2.256213388|-0.270019022|0.001221534|-0.077097565|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|1|-0.090839907|0.31016741|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|80.0971996|-0.029575784|3.930238317|0.78057227|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|6.153598893|5259.698672|123.7157466|-404.2701347|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.48|0.32|-7.23|7.12|5.78|110.94|2.41|2.0|0.0|105.36|0.0|-7.04|25.0|3.0|-5.01|366.5|1.0|4.75|-5.61|2.47e-06|0.000904|4.97|2.15e-05|-0.05321|3.81|-1750.164914|611.65|0.3082|452.36|0.70268|0.70268|-1749.957584|3.2233|-0.19988|-1750.0122420000002|5689.0|8.0605|8.0605
9h_a40|0.0|0|0|0.0|0.0|1|0|0|0.604992856|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0.039444444|0.814591837|-0.343593366|0.003782277|-185.0|0.270048551|0.048470175|0.08305063|-0.503000695|0|0.778613709|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|1|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|6.199629554|132.6583116|-0.041058441|3.102034287|0.863884935|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|418.2915223|6.922257828999999|4322.734135|68.10626265|-359.7760137|-364.1454816|832.3298135|5.664631335|1.0|1.0|1.0|0.0|0.0|3.55|0.11|-6.51|4.59|4.44|67.66|3.22|1.0|0.0|93.19|0.0|-5.65|23.0|3.0|-5.06|321.4|1.0|4.06|-5.12|7.6e-06|0.00244|4.51|9.93e-05|-0.05991|3.9|-1293.174246|526.38|0.3851|410.18|0.64952|0.69809|-1293.033723|2.1413|-0.20038|-1293.083512|2841.0|5.4001|5.4001
14o_a23|0.0|0|1|0.0|-4.758526534|2|0|0|1.197958066|0.18835477|-0.014680137|5.351858133|-0.301504331|0.046090147|0.6669152279999999|-0.807407518|-0.002390707|-0.049105045|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|1|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|-0.042454824|9.125801389|0.800301554|80.64694246|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|9.016411722|7967.617129|141.97663490000002|-1094.413931|-427.001863|1923.471511|13.71836682|0.0|0.0|1.0|0.0|1.0|3.62|0.09|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|-6.89|35.0|8.0|-5.94|495.48|0.0|4.31|-6.0|1e-06|0.0004969999999999|4.76|5.57e-06|-0.08059|5.17|-2042.184285|729.11|385.0|582.89|0.58581|0.58581|-2041.934645|5.9294|-0.23229|-2042.000938|8.3591|8.4815|8.4815
16e_a32|0.0|1|1|3.343660084|0.0|0|0|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|0.040982906|2.080236877|-0.772021601|-0.0048042729999999|-0.01320745|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|0.86370575|0.096017785|-0.022651598|0.91471624|1|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|-0.037448344|9.961663868|0.702226562|90.34923861|-24.05371573|71.46633549|0.458956284|2710.157931|507.6266039|-1130.524639|3376.1299740000004|6.573687662|6142.277629|191.2650034|-726.1554308999999|-259.78720209999994|1609.914378|14.98092934|1.0|0.0|1.0|1.0|2.0|3.36|0.26|-7.38|6.03|4.6|149.27|1.12|3.0|0.0|111.95|1.0|-6.59|28.0|5.0|-6.15|413.52|1.0|3.77|-4.75|1.7899999999999998e-05|0.0074099999999999|3.76|1.73e-05|-0.0505899999999999|4.59|-1955.993572|677.82|0.2858|552.79|0.7022|0.7022|-1955.766505|3.2372|-0.2005|-1955.827194|3.9389|8.1367|8.1367
4_a47|0.0|0|0|0.0|0.0|0|0|0|1.304464196|0.004633887|-0.008204735|0.0|-0.121159855|0.038479532|1.42341819|-0.3692130839999999|-0.007295208|0.011775922|-0.247195952|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.783871003|-0.095209424|0.019305509|0.84420422|1|-0.092556319|0.444849947|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|-0.03525955|2.300808176|0.806604393|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|6.468023748999999|5254.939281|105.2186243|-438.3470487|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|0.0|1.0|2.0|3.01|0.05|-8.79|4.83|5.71|58.04|3.1|2.0|0.0|106.52|0.0|-5.92|26.0|3.0|-4.99|361.82|1.0|4.32|-5.64|2.31e-06|0.0008359999999999|4.96|5.81e-07|-0.05606|4.44|-1509.453558|576.9|0.2304|432.89|0.45947|0.69157|-1509.262887|4.2607|-0.21076|-1509.3147789999998|5.4892|7.5|7.5
47r_a18|0.0|0|0|0.0|0.0|0|1|1|0.403924645|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0.035706215|0.0|-0.40455848|-0.005176133|-0.030106257|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|-0.031669652|8.669825595|0.688074851|81.99788849|-23.68254797|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|9.819988422|7727.455993|233.2574532|-1168.846551|-281.2845386|2271.625192|16.87088158|1.0|1.0|1.0|1.0|2.0|0.0|0.22|-7.46|0.43|3.76|111.03|2.23|3.0|1.0|145.82|0.0|-6.65|36.0|4.0|-6.12|504.6|0.0|2.2|-5.64|2.31e-06|0.00117|4.59|1.76e-05|-0.0522799999999999|9.2|-1964.841529|790.57|0.6007|729.75|0.69545|0.69545|-1964.443758|2.3873|-0.18249|-1964.516246|3.2001|6.6364|6.6364
47l_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176792|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0.035308642|0.0|-0.428858819|-0.00046896|-0.056270425|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.00676294|-0.0973326269999999|0.781148177|0|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|11.54768766|-0.031456589|4.654446622|0.796109347|68.83398609|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|-1431.971342|1427.032023|9.423637134|6572.90106|145.02405359999997|-1018.537564|-421.235376|1798.711882|9.168513486|1.0|1.0|0.0|1.0|3.0|0.0|0.25|-9.37|3.69|3.19|85.29|2.94|3.0|1.0|139.63|0.0|-5.26|34.0|3.0|-6.39|454.56|0.0|2.72|-4.84|1.4499999999999998e-05|0.0066099999999999|3.78|1.93e-07|-0.0520399999999999|7.71|-1455.5758039999998|764.74|0.5019|667.5|0.69291|0.69291|-1455.165122|2.4594|-0.18344|-1455.233431|3.3864|7.4949|7.4949
12y_a36|0.0|1|0|3.479963309|0.0|0|2|2|1.29704385|-0.061103469|-0.00707164|5.351858133|-0.065314765|0.041767677|0.0|-0.410155116|0.002782748|-0.028440975|0.06152178|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0|-0.098532865|0.424572485|0.019404665|-51.48548385|-66.24017399|13.04507243|114.430624|-0.036493654|8.769742642|0.755735734|78.8341402|-24.53339777|64.53055627|0.487285656|2793.629988|562.7133986|-1324.80348|2304.463084|7.589386902|6082.16777|164.2102614|-890.6187094000001|-343.8442493|1752.9983309999998|12.59396622|1.0|0.0|0.0|1.0|2.0|0.0|0.12|-7.01|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|-4.58|31.0|4.0|-6.34|407.47|0.0|2.37|-4.55|2.82e-05|0.0115|3.45|3.94e-05|-0.05002|3.83|-1310.350902|702.38|0.4358|532.91|0.66796|0.66796|-1310.077567|6.1376|-0.20673|-1310.137888|8249.0|7.9208|7.9208
