molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|MATS2c|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|MATS8d|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|RNCS|FNSA4|WNSA5|FNSA1|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12c_a31|1|0|0|3.387641566|1|0.046986783|-0.055520387|0.040982906|-0.030192572|-0.003618466|-0.094991098|10.311698300000002|2|2|-0.048694677|-0.54466023|0.8083148840000001|-0.098452311|0.770283733|0.665463503|-0.129736755|0.030543026|-66.41224264|153.400467|-0.036326291|-52.25551342|0.6817087|-42.14855504|2592.4503010000003|422.3366652|-1152.7247289999998|-14.63154376|8.091269314|5676.394271|202.0036947|33.81868912|0.023556702|-230.6429907|1690.934456|583.9691392000001|1.0|1.0|1.0|2.0|3.69|3.1|0.35|5.64|3.7|117.37|1.08|2.0|0.0|108.16|0.0|1.0|8.0|28.0|-6.53|0.0|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|0.0|0.0|5.79e-08|-0.0338399999999999|3.8328|4.6|3.8328|-1618.1530810000002|-1618.112841|323.48|0.2625|323.48|578.69|0.7007399999999999|0.7007399999999999|-0.15904|1.6786|-0.19288|0.04023903|2.2908|6.4202|6.4202
33_a47|0|1|1|0.0|0|-0.229935275|-0.085712613|0.034691358|-0.11544858|0.002212256|-0.033554816|10.98214099|1|1|-0.26447859|-0.270498605|0.63155995|0.1186944519999999|0.607650682|0.8197001309999999|-0.083739854|0.022346992|-32.1568697|30.94680001|-0.0272154529999999|-23.98884914|0.57681348|-17.2112484|2311.28828|438.726241|-582.6585971|-7.79637597|6.979305126|4889.09585|226.5011607|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|1.0|3.08|2.76|0.11|2.96|4.04|68.52|1.52|0.0|0.0|94.28|0.0|1.0|3.0|25.0|-6.78|1.0|-3.72|0.000546|183.0|0.000192|0.0643|0.0|0.0|8.339999999999999e-08|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|296.13|0.2566|296.13|423.52|0.67508|0.67508|-0.15985|4.5647|-0.21447|0.02924367|6.2284|8.4|8.4
20b_a10|0|0|0|0.0|1|0.048567614|-0.073703704|0.035818182|-0.030238422|0.001965496|-0.042013549|10.92966143|1|1|-0.049452599|-0.450145946|0.725009545|-0.022843761|0.6980623109999999|0.75259177|-0.088479815|0.013038163|-60.68950774|81.39248686|-0.033783202|-36.12803002|0.7616213270000001|-38.78052212|3085.433676|480.905232|-1187.308396|-13.79433873|7.554743755|7173.225184999999|152.3236842|28.34404003|0.0171045989999999|-334.3514234|1558.922202|769.1246171|1.0|1.0|1.0|1.0|3.54|3.15|0.11|4.23|5.0|95.92|2.41|2.0|0.0|129.73|0.0|1.0|5.0|34.0|-6.53|0.0|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|0.0|0.0|1.1699999999999999e-09|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|-1465.587932|317.8|0.2782|208.89|482.93|0.3246|669.0|-0.16388|5725.0|-0.2217199999999999|0.03930765|7.7954|5.9586|5.9586
12_a3|0|0|0|0.0|0|0.167987916|-0.118456941|0.042795699|-0.120694579|-0.006049098|-0.045382017|10.31163031|1|1|-0.218774634|-0.604704476|0.899733837|-0.125395523|0.841871246|0.829399708|-0.096133903|0.011076075|-44.07517037|239.2266101|-0.039584548|-21.667278|0.830418645|-20.92463497|2056.502939|393.75653|-638.9523922000001|-8.921820355|5.6343192|4400.493202000001|80.50854774|22.63041363|0.01374218|-313.7317211|769.4340634|330.4083896|1.0|1.0|1.0|1.0|3.2|2.17|0.0|4.34|4.01|92.93|1.6|1.0|0.0|90.49|0.0|1.0|2.0|22.0|-5.3|0.0|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|0.0|0.0|1.3e-07|-0.06361|3263.0|2.94|3263.0|-1272.152002|-1272.125792|379.97|0.5056|379.97|361.95|0.69784|0.69784|-0.13153|2.3762|-0.19514|0.02620998|3.1979|5.45|5.45
18d_a25|0|0|0|0.0|0|-0.0881447869999999|0.024310576|0.042843137|-0.031867489|0.006452854|-0.070413428|10.31285314|1|1|-0.055336237|-0.292727912|0.722349659|0.029728702|0.696372329|0.937813705|-0.076328248|0.011158458|-46.31109519|70.58850837|-0.0281209329999999|-43.24308488|0.75793699|-34.85786147|3113.122552|705.8822532|-1206.480411|-15.93166285|9.479218984|6876.316137000001|182.1982146|27.92623037|0.014219928|-388.2927768|1591.795131|883.4030667999999|1.0|1.0|1.0|1.0|3.66|3.57|0.11|6.33|5.98|111.51|2.4|2.0|1.0|143.37|0.0|0.0|7.0|35.0|-6.21|0.0|-5.54|5.47e-07|0.00026|2.86e-06|0.0013599999999999|0.0|0.0|5.92e-11|-0.07287|5.6512|4.56|3.6392|-1806.848384|-1806.812778|340.69|0.3986|219.39|664.72|0.41694|0.6823899999999999|-0.14723|3.2353|-0.2201|0.03560672|4.3658|6.6345|6.6345
27a_a34|0|0|0|0.0|1|0.0257175079999999|-0.456594848|0.0408037829999999|-0.082271189|-0.012495918|-0.026428049|10.319282|1|1|-0.13716603|-0.53047808|0.8186389829999999|-0.012251785|0.749941528|0.600964267|-0.123191967|0.026573385|-74.78290605|176.4623026|-0.043345322|-60.54917431|0.764921711|-52.42823715|3394.470264|421.319507|-1640.9634529999998|-21.30433911|8.960143164|7104.26596|164.80691819999998|39.72721867|0.020552444|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|2.0|3.66|2.58|0.13|2.01|3.97|129.74|1.06|1.0|0.0|122.61|0.0|1.0|6.0|33.0|-7.29|0.0|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|0.0|0.0|2.44e-08|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|300.73|0.2896|247.91|598.18|0.40378|0.69818|-0.16691|10.8591|-0.20615|0.04629882|13.9023|6.6198|6.6198
38_a18|0|0|0|0.0|2|0.059724697|-0.009006798|0.035478927|-0.066676644|0.000520558|-0.020056674|10.94702086|0|0|-0.0993372269999999|-0.498932552|0.745084567|-0.007310849|0.7400818459999999|0.8310704529999999|-0.082256123|0.00838904|-61.25359673|100.7046282|-0.0322355079999999|-52.08807522|0.880927895|-48.74349112|3162.36475|661.3370874|-1898.240658|-20.41289434|10.98254153|7261.130718|94.75345803|29.11918324|0.007165119|-606.2584549|2154.819559|1228.492038|1.0|1.0|1.0|3.0|4.53|0.0|0.34|4.94|4.13|85.29|3.7|3.0|1.0|160.66|0.0|0.0|10.0|38.0|-5.55|0.0|-6.11|1.05e-07|5.36e-05|7.85e-07|0.000399|0.0|1.0|4.68e-11|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|384.55|0.5147|384.55|734.93|0.69235|0.69235|-0.13229|1.9877|-0.18066|0.02653109|2.7244|7041.0|7041.0
12i _a30|0|0|0|0.0|2|0.04580336|-0.030422458|0.043848238|-0.0982344169999999|0.00372838|0.0109710489999999|10.31162888|1|1|-0.172434349|-0.469854551|0.8264832879999999|-0.1240820219999999|0.7463962120000001|0.8434291340000001|-0.096489393|0.015808432|-50.00086637|84.78576301|-0.037414255|-41.13938837|0.806299097|-32.64875738|2860.704198|550.7287204|-1197.077601|-15.95200773|8.097008872|6362.153853|126.4796844|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|1.0|0.0|1.0|1.0|4.62|0.0|0.14|4.47|3.27|81.65|3.31|2.0|0.0|132.29|0.0|1.0|5.0|30.0|-5.75|0.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|6.03e-08|-0.05465|5.0358|4.45|3.5242|-2035.373964|-2035.339603|351.81|0.2384|246.2|542.74|0.43157|0.68497|-0.14945|2.5397|-0.2041|0.03436093|3.0033|7.8013|7.8013
2_a4|0|0|0|0.0|1|-0.072708147|-0.103346554|0.037777778|0.08246129|-0.001386521|0.090707854|10.95268469|0|0|0.127695325|-0.3881618|0.930871261|0.1355918559999999|0.912872667|0.742518847|-0.105102755|0.006330673|-49.45826819|166.102249|-0.0379537729999999|-18.65482233|0.843107708|-20.83662681|1623.668791|312.82106489999995|-575.6333682|-6.736463618999999|4.710383035|3396.86527|66.09827364|18.96532986|0.011054731|-289.1005902|682.7518749|284.26458360000004|0.0|1.0|1.0|2.0|3.33|0.0|0.27|2.12|0.83|45.15|1.63|0.0|0.0|79.59|0.0|2.0|2.0|19.0|-6.69|1.0|-2.77|0.0066|1.67|0.00171|434.0|0.0|0.0|1.4800000000000002e-05|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-0.14614|1.7717|-0.16226|0.033037353|3.0946|7.5086|7.5086
12_a4|0|0|0|0.0|1|-0.1494133309999999|-0.271149771|0.0381179139999999|-0.0334644329999999|0.005795666|-0.093414896|10.31168324|1|1|-0.055590089|-0.220286906|0.5687812560000001|0.04172421|0.531333552|0.805238097|-0.074699711|0.01168879|-41.69390404|15.80191019|-0.025916226|-26.30835499|0.717772573|-24.74343259|2927.48584|477.8721263000001|-753.6248824|-9.127388465|6.223583758999999|6390.233612|167.4891205|21.42753878|0.015603795|-258.476202|1049.9494|608.4548423|1.0|0.0|1.0|0.0|3.41|2.94|0.23|3.69|4.98|86.12|2.17|1.0|0.0|113.02|0.0|1.0|4.0|29.0|-6.84|0.0|-4.33|6.57e-05|0.0266|4.64e-05|0.0188|0.0|0.0|1.45e-08|-0.06898|4.8592|6.12|3.8083|-1617.861623|-1617.826064|325.57|0.1194|255.16|503.28|0.63967|0.68825|-0.16224|7.8701|-0.2312199999999999|0.03555871|10.1971|5032.0|5032.0
10_a4|0|0|0|0.0|1|-0.180140166|0.005483539|0.038699764|0.00941601|0.01107733|-0.122141977|10.92992762|1|1|0.014917047|-0.241683916|0.6990620390000001|-0.150288496|0.6799081490000001|0.921653019|-0.079432495|0.014582852|-29.52653193|39.48408698|-0.027007048|-26.60798798|0.744529685|-17.08910641|2480.063587|533.4262268|-781.5450965|-9.046715915|5.759414166|5598.949417|147.85886159999998|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|0.0|3.46|3.38|0.26|4.93|4.81|52.83|2.53|2.0|0.0|111.38|0.0|1.0|4.0|28.0|-5.83|1.0|-4.85|2.21e-05|0.00818|1.4e-05|0.00519|0.0|0.0|8.51e-09|-0.04689|4.9674|3.34|3.6465|-1183.812875|-1183.790554|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-0.15561|1.4517|-0.2025|0.02232068|2.2386|7.0555|7.0555
16h_a32|1|1|1|3.340888605|0|0.217139852|-0.098975084|0.039958333|-0.069213021|-0.0048042729999999|0.061727488|10.31100268|3|3|-0.1234671109999999|-0.71364354|0.804503712|-0.03617945|0.7619492790000001|0.7991915079999999|-0.121464999|0.02096013|-51.56009529|70.02855767|-0.038765425|-49.03221545|0.7359051059999999|-32.75886858|2709.44587|507.7688359|-1157.597535|-15.6485794|6.710057805|6151.056721|167.7935207|33.46862873|0.020432929|-299.7661014|1573.02555|573.3529948|1.0|0.0|1.0|2.0|3.61|3.45|0.26|5.86|4.6|149.27|1.12|2.0|0.0|111.95|1.0|1.0|7.0|28.0|-6.22|0.0|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|0.0|0.0|9.89e-08|-0.05028|3.6182|4.54|3.6182|-1955.99895|-1955.970762|342.67|0.2914|342.67|556.05|0.70219|0.70219|-0.14972|3516.0|-0.2|0.02818755|4.2275|8.0655|8.0655
16j_a32|1|1|1|3.359912013|0|0.175152442|-0.086195934|0.046788618|-0.0667943999999999|-0.002456725|-0.135618491|10.31100263|3|3|-0.11512706|-0.704356423|0.79965447|0.032797932|0.762429418|0.8259884120000001|-0.106897203|0.023266265|-54.71915795|34.66998636|-0.034287782|-54.6758122|0.699790508|-39.13396528|2830.682695|590.7291534|-1299.659886|-17.53752467|7.357962381|6507.757122|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|1.0|0.0|1.0|2.0|3.86|3.38|0.33|6.49|5.24|149.27|1.57|3.0|0.0|121.3|1.0|1.0|8.0|30.0|-5.73|0.0|-5.41|3.56e-08|1.57e-05|3.89e-06|0.00172|0.0|0.0|1.7e-08|-0.05016|3629.0|5.5|3629.0|-2034.621888|-2034.593521|341.65|0.2907|341.65|631.34|0.70207|0.70207|-0.15012|3.4656|-0.2002799999999999|0.0283671|4.0992|8.0315|8.0315
12ar_a36|1|0|0|3.46014932|2|-0.064363806|0.000258844|0.040839506|0.083451772|0.000939229|-0.1073795209999999|10.95407427|1|1|0.145909555|-0.4194638229999999|0.86559137|-0.064014394|0.8196353679999999|0.8365428659999999|-0.098732471|0.022389124|-54.80317647|86.85924228|-0.0347392029999999|-45.46486105|0.705591187|-37.18892821|2902.67985|567.6702443|-1272.979877|-15.99689556|8.770514183|6155.432771|199.7830951|33.4098581|0.0223636779999999|-279.0245523|1804.132337|708.5476357999999|1.0|0.0|1.0|2.0|4.86|0.0|0.17|3.14|1.95|92.99|1.59|1.0|0.0|133.27|0.0|1.0|6.0|32.0|-7.21|0.0|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|0.0|0.0|8.95e-08|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|322.13|0.5586|237.29|580.53|0.41433|0.67174|-0.15631|6.4688|-0.21291|0.04327285|8.7322|7.6021|7.6021
12u_a36|1|0|0|3.508898495|2|-0.054501792|-0.0407717229999999|0.042560386|0.033763276|0.0042553209999999|-0.063855309|10.95266014|1|1|0.055588998|-0.438988314|0.901715152|-0.018047007|0.860667615|0.842227829|-0.0969881059999999|0.017639065|-50.53295452|86.1184622|-0.03452119|-46.98143813|0.77938748|-35.17050511|2831.106839|586.1833819|-1417.5607730000002|-16.72220679|7.65672775|6127.402572|153.5444314|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|1.0|0.0|1.0|2.0|5.05|0.0|0.24|3.85|3.01|69.2|2.66|2.0|0.0|138.33|0.0|1.0|6.0|32.0|-6.19|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|4.2e-08|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|337.37|0.4267|319.16|590.18|0.69258|0.70272|-0.15109|5.8702|-0.20409|0.03260752|7.8877|7.7959|7.7959
18_a4|0|0|0|0.0|1|-0.181683336|-0.164169913|0.042924837|0.049240675|0.000379379|-0.200683549|10.94611841|1|1|0.108754635|-0.319213511|0.624748358|-0.105846349|0.615655659|0.7755960390000001|-0.085817825|0.017694182|-46.48874223|203.5264327|-0.03479101|-20.88721799|0.769438308|-22.93503169|2069.649003|382.6371479|-635.0681172000001|-8.467791078|6.133421395|4381.693113|113.7466718|22.30718562|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|0.0|1.0|1.0|1.0|3.32|2.56|0.11|3.46|3.43|50.94|2.2|0.0|0.0|86.22|0.0|2.0|3.0|23.0|-6.58|1.0|-3.51|0.00113|349.0|0.000312|0.0959|0.0|0.0|2.96e-06|-0.03538|4.5152|3.02|4.2045|-1033.480025|-1033.454769|294.88|0.2083|274.59|404.27|0.52475|0.57777|-0.17345|2.7878|-0.20883|0.02525528|3498.0|5.5817|5.5817
21a_a23|0|1|1|0.0|0|0.1049806919999999|-0.038876045|0.042862319|0.071115216|0.01269616|-0.133417036|10.31321782|2|2|0.130024255|-0.484404194|0.725800261|-0.137122549|0.6906097959999999|0.926538469|-0.082341001|0.011564247|-34.01266735|39.56172507|-0.03458322|-35.88602363|0.842121383|-22.45408125|2880.257677|611.67123|-1141.537112|-15.07212993|7.950891003|6464.524241|104.2264415|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|0.0|0.0|1.0|1.0|3.53|3.48|0.09|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|1.0|5.0|31.0|-6.07|0.0|-5.28|1.3e-06|0.000552|5.29e-06|0.00225|0.0|0.0|1.65e-08|-0.07243|3.6993|3.75|3.6993|-1669.250866|-1669.23053|335.16|0.3692|335.16|558.61|0.60824|0.60824|-0.15024|5.3733|-0.2226699999999999|0.0203361|7.9309|6.9914|6.9914
15_a3|0|0|0|0.0|1|0.079167398|-0.092127078|0.045993266|-0.182934001|-0.006419472|0.126641951|10.33806279|0|0|-0.325227172|-0.505519936|0.968837995|0.036380489|0.911346861|0.7789088340000001|-0.107619999|0.007901554|-47.26593592|315.5421792|-0.037667|-28.19600959|0.850327497|-24.19332693|2116.88728|398.6887321|-771.2023653|-9.868603355|5.371119692000001|4617.470007|76.61068671|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|1.0|1.0|4.12|0.0|0.24|2.21|1.56|89.99|0.96|0.0|0.0|94.29|0.0|2.0|2.0|23.0|-7.35|0.0|-3.02|0.0017|547.0|0.000951|306.0|0.0|0.0|1.66e-06|-0.06319|6.0077|2.33|3.7072|-1328.688126|-1328.665275|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-0.1576|1.9539|-0.22079|0.0228507|2.3271|7.6021|7.6021
12b_a36 (EW-7197)|1|0|0|3.3685352889999995|2|-0.104514139|-0.082283951|0.040899471|0.027495626|-0.002526241|-0.098032695|10.96052467|1|1|0.059005046|-0.442656599|0.724208473|-0.097861598|0.698414933|0.7635183720000001|-0.10866747|0.021439664|-50.90136206|81.63796416|-0.039120289|-42.53627024|0.746747352|-31.84632538|2772.832013|477.6935927|-1223.776156|-15.31305729|6.764872303|6096.459089|158.4469629|32.77617664|0.020730147|-308.7538779|1638.808832|595.8790650000001|||||||||||||||||||||||||||||-0.04975|3.8475|3.41|3.7725|-1332.180029|-1332.147999|328.66|0.4491|322.25|486.64|0.6824899999999999|0.69991|-0.15571|5432.0|-0.20546|0.03202977|7.3101|8.1549|8.1549
12ah_a36|1|0|0|3.456839001|2|-0.050415481|-0.043678703|0.043848238|0.078459408|0.0005016269999999|-0.083956827|10.95983779|1|1|0.133939811|-0.444563583|0.8941919290000001|-0.0861053359999999|0.8065052890000001|0.828405275|-0.1059368909999999|0.0184777819999999|-49.0084977|82.70705743|-0.038137281|-44.23111357|0.768906425|-31.66734951|2786.56479|535.2826672|-1232.13999|-15.92320089|8.26712637|6015.129321|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|1.0|2.0|4.73|0.0|0.14|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|1.0|5.0|30.0|-6.49|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|0.0|0.0|6.65e-08|-0.05637|5.2259|3.79|3.7792|-1692.545871|-1692.512868|328.07|0.6729|237.25|532.36|0.40051|0.6970000000000001|-0.15434|5.4979|-0.2107099999999999|0.03300341|7.6265|7.9586|7.9586
12k_a36|1|0|0|3.483171769|2|-0.076124222|-0.063399056|0.039061728|0.096315593|0.002782748|0.003690005|10.94908765|1|1|0.163804836|-0.4373676689999999|0.90500247|-0.102077284|0.856135378|0.8427704640000001|-0.101946803|0.018067063|-49.87227128|46.79001927|-0.037758075|-44.22843899|0.7806817009999999|-32.84907515|2792.202559|555.1026569|-1342.974009|-16.38090333|7.241602627000001|6027.033337|144.457092|31.85663123|0.016847116|-369.7499256|1720.258086|698.847203|1.0|0.0|1.0|2.0|4.89|0.0|0.12|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|1.0|6.0|31.0|-6.34|1.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|0.0|0.0|9.66e-08|-0.0497|5053.0|3.83|3.6631|-1310.3453949999998|-1310.312649|338.46|0.3116|245.37|530.51|0.5249199999999999|0.70031|-0.15053|5.7818|-0.20023|0.03274587|7.3988|7.8539|7.8539
8d_a32|1|1|1|3.474433107|0|0.143684876|-0.089662873|0.0388738739999999|0.062782795|-0.006974711|-0.044765977|10.31100269|3|3|0.113030335|-0.629535754|0.825020753|-0.11492754|0.789198712|0.7107041559999999|-0.109968322|0.01593079|-68.88621406|321.2496412|-0.03346862|-43.43251025|0.708567136|-43.2918338|2556.198518|446.6450457|-967.5408291|-13.21859008|8.106843676|5523.492436|183.1522214|29.684549600000004|0.019788058|-262.14980440000005|1365.489282|557.1050635|1.0|0.0|1.0|2.0|3.5|2.84|0.26|6.42|4.32|154.03|1.1|1.0|0.0|110.38|1.0|1.0|7.0|27.0|-6.47|0.0|-4.36|8.41e-07|0.000334|4.36e-05|0.0173|0.0|0.0|5.51e-08|-0.0535|3.5588|4.26|3.5588|-1880.773727|-1880.733071|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-0.14765|1.0269|-0.20115|0.04065536|1873.0|8.0809|8.0809
14d_a23|0|1|1|0.0|0|0.058368697|-0.026530366|0.043538647|0.03253552|0.01269616|-0.019307114|10.313217800000002|2|2|0.059486662|-0.4483522929999999|0.725800261|-0.088996384|0.6906097959999999|0.921694462|-0.078282292|0.018596017|-35.40917327|39.26987634|-0.032878563|-33.99063559|0.790346608|-23.33262837|2878.955374|607.3441532|-1083.255003|-14.27606695|7.832720777|6459.554383|138.1496441|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|0.0|0.0|1.0|1.0|3.52|3.62|0.09|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|1.0|5.0|31.0|-6.1|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|-1669.224874|3688.0|0.3807|336.18|554.84|8.1555|8.1555|-0.14894|5.6156|-0.22152|0.02083626|8.1555|8.4001|8.4001
19a_a38|1|0|0|3.3685352889999995|2|-0.084389038|-0.082283951|0.043848238|0.054257043|-0.002526241|-0.122385526|10.96083376|1|1|0.116434494|-0.4342819429999999|0.724208473|-0.133130383|0.698414933|0.747152898|-0.108300308|0.022142322|-51.36166266|137.2318698|-0.038988111|-38.69037594|0.744796537|-30.69910427|2774.129458|446.57675660000007|-1165.168741|-13.92853534|6.923156054|6115.030149|152.5362948|31.28824271|0.020873781|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|4.83|2.56|0.14|3.13|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|5.0|30.0|-6.77|0.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|0.0|0.0|1.4e-07|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|339.65|0.2668|316.19|466.55|0.6329100000000001|0.68835|-0.15108|4.7986|-0.20379|0.03338983|6.0223|8.0106|8.0106
6e_a31|1|0|0|3.402951625|1|0.06650322|-0.178758575|0.037803618|0.132664341|-0.011483229|-0.008757878|10.31165994|2|2|0.225356759|-0.579941248|0.838789705|-0.072882794|0.795570315|0.623340994|-0.130898441|0.032627586|-74.99224589|159.9587946|-0.046541668|-48.66969791|0.7604979040000001|-45.72760428|2776.836977|380.0911673|-1277.075416|-17.30478148|7.513687859|6053.812282|146.03985980000002|37.31693873|0.022744048|-317.6847132|1679.262243|536.6368656000001|1.0|1.0|1.0|2.0|3.55|2.62|0.1|5.19|4.0|131.36|1.36|1.0|0.0|109.69|0.0|1.0|4.0|29.0|-6.5|0.0|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|0.0|0.0|4.67e-08|-0.05426|3.3083|4.31|3.3083|-1652.669408|-1652.63264|374.76|0.5103|374.76|490.75|0.70391|0.70391|-0.13418|5.8193|-0.18844|0.03676794|8.3583|6.4318|6.4318
19g_a38|1|0|0|3.229090845|2|-0.077355838|-0.117921811|0.042419753|-0.037579797|-0.006877664|-0.009881824|10.96052467|1|1|-0.096139701|-0.438254637|0.653741315|-0.076414544|0.632625562|0.7200062690000001|-0.114243258|0.022953686|-54.62049927|137.56612280000002|-0.038842708|-45.74791999|0.719941993|-34.56416368|2897.384301|455.6240763999999|-1228.994351|-15.5542928|6.327835378|6631.17356|177.2223055|34.14148263|0.0228937029999999|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|3.0|4.82|2.52|0.14|3.55|3.11|81.23|2.78|1.0|0.0|125.65|0.0|1.0|5.0|31.0|-6.81|0.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|336.12|0.2285|234.97|475.84|0.3937|0.69982|-0.15269|5.0677|-0.20748|0.03244515|6.1765|7.3778|7.3778
12am_a36|1|0|0|3.340519946|2|0.088482802|-0.297354748|0.044036281|0.122824831|-0.011700732|-0.050505733|10.9602097|1|1|0.345949079|-0.6080522279999999|0.647732719|-0.05754717|0.624142499|0.814986544|-0.118101664|0.017590648|-63.19394154|128.69607109999998|-0.045928425|-56.3667958|0.788334835|-43.65752487|3230.6292780000003|563.0333297999999|-1713.4008440000002|-21.92042059|8.772646622|7238.033439|146.228847|40.24894481|0.020179019|-398.3921535|2173.44302|672.4630346|1.0|0.0|1.0|2.0|4.81|0.0|0.17|3.31|4.04|78.43|2.04|2.0|0.0|130.43|0.0|1.0|7.0|34.0|-6.4|0.0|-5.07|6.26e-06|0.00291|8.6e-06|4.0|1.0|0.0|7.24e-08|-0.0569799999999999|5.2317|4.86|3.8606|-1645.205296|-1645.169789|321.15|0.4894|236.99|562.14|0.40752|0.6805100000000001|-0.15658|5.9258|-0.21356|0.03550681|8.0872|7.2218|7.2218
