molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12k_a36|0.0|1|0|0|3.483171769|0.0|0|7.412764017000001|2|0.0|-0.0071232019999999|-0.063399056|2|0.039061728|0.096315593|0.0|0.003690005|-0.058284869|1|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.811903388|-0.102077284|0|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-49.87227128|103.5614526|-44.22843899|0.0|0.7806817009999999|-2.038936068|78.24529096|-24.86988906|61.7723974|0.478908312|2792.202559|-1342.974009|2294.707886|-16.38090333|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|0.016847116|-369.7499256|1720.258086|11.0965905|1.0|0.0|1.0|0.0|4.89|0.0|17.0|-7.01|3.62|2.42|69.2|2.38|133.84|1.0|6.0|31.0|4.0|-6.34|407.47|0.0|0.0|2.37|-4.55|2.6e-05|3.45|0.0|9.66e-08|-0.0497|-1310.312649|1186.08|338.46|0.3116|530.51|-1310.072976|0.0908|-0.20023|-1310.134752|7.3988|14.0|7.8539|7.8539
16e_a32|0.0|1|1|1|3.343660084|0.0|0|7.765993078999999|0|0.0|-0.0154404319999999|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.070351839|-0.01320745|3|3|-0.002310082|-0.123297852|-0.219947482|0|0.804503712|0.86370575|-0.022651598|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|-55.957388|134.6906051|-48.41036206|39.27920316|0.702226562|-1.760072163|90.34923861|-24.05371573|71.46633549|0.458956284|2710.157931|-1130.524639|3376.1299740000004|-15.45011555|6.573687662|12.15001203|0.848279482|6142.277629|-726.1554308999999|0.023323257|-259.78720209999994|1609.914378|14.98092934|1.0|1.0|1.0|1.0|3.64|3.36|19.0|-7.38|6.03|4.6|149.27|1.12|111.95|1.0|8.0|28.0|5.0|-6.15|413.52|1.0|1.0|3.77|-4.75|2.58e-07|3.76|0.0|4.18e-08|-0.0505899999999999|-1955.965644|1130.95|342.37|0.2858|552.79|-1955.766505|0.2858|-0.2005|-1955.827194|3.9389|7.0|8.1367|8.1367
27b_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1|2.013418486|-0.010183855|-0.016803292|1|0.042739018|-0.106245942|0.0|-0.029622037|-0.027175221|1|1|0.001228116|-0.194619338|-0.322091086|1|0.820914556|0.7722228729999999|-0.047542374|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|142.58786569999998|-47.54648562|540.9533124|0.712312759|-1.864625537|87.24055613|-24.553278|78.08618045|0.4072752529999999|2835.31543|-1227.6639|2431.595232|-16.16580511|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|0.022820627|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|3.54|3.66|23.0|-8.19|3.94|4.11|84.99|1.83|116.33|1.0|5.0|31.0|5.0|-6.14|409.44|0.0|1.0|3.46|-4.96|5.92e-06|3.75|0.0|6.53e-09|-0.04121|-1350.018975|1174.68|302.88|0.3621|577.39|-1349.811401|0.0252|-0.20649|-1349.873325|15.2147|0.65|6.1871|6.1871
47j_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.007807275|-0.068902246|0|0.033563218|-0.048528478|0.0|-0.006923502|0.0033281|0|0|0.002317206|-0.218974385|-0.331885553|0|0.783538352|0.7444236670000001|0.005740124|0|0.80651845|-0.073041469|-0.094744194|0.476575952|-56.816779|150.5035248|-57.32800549|99.50526447|0.764425062|-2.368604851|86.31641604|-26.32095773|69.23713027|0.481373558|3172.831382|-1842.467041|2064.803327|-20.47428768|9.597380968|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|0.016220875|-411.3767328|2410.265089|12.6177344|1.0|0.0|1.0|1.0|4.54|0.0|18.0|-8.79|2.43|2.82|97.76|2.63|149.96|1.0|11.0|37.0|4.0|-6.46|499.6|0.0|0.0|2.39|-5.14|1.49e-06|4.07|0.0|1.63e-09|-0.04423|-1625.413107|1459.55|399.25|0.5439|776.31|-1624.9784550000002|0.5439|-0.17273|1625.053346|5.2118|35.0|7.4559|7.4559
7g_a8|0.0|1|0|0|3.095238804|0.0|1|7.535296702|1|1.336155045|-0.01002363|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.027838247|-0.027717137|1|1|0.0002620309999999|0.021974492|0.046246982|0|0.627990269|0.7363841520000001|-0.044866536|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|-64.55562181|180.1699331|-40.31185423|56.75323443|0.806738465|-2.020168201|78.41805331|-27.51653399|83.63914665|0.470618047|2802.2242920000003|-1210.7274960000002|2079.55195|-16.4912131|7.588498875|14.3346384|0.8889952590000001|6293.364606|-725.6133762000001|0.018613449|-367.6690814|1500.768277|11.15541466|1.0|1.0|1.0|0.0|3.29|3.32|23.0|-7.91|4.94|4.66|80.04|3.4|108.0|1.0|3.0|30.0|5.0|-5.63|399.37|0.0|1.0|4.14|-5.44|1.67e-06|4.38|0.0|1.23e-08|-0.06621|-1374.4533210000002|1053.9|327.36|0.5165|507.78|-1374.291597|0.5165|-0.22129|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|0.0|-0.003981454|-0.010620031|2|0.025987654|-0.115553003|0.0|-0.07622096|-0.032333695|1|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|0.7862755770000001|-0.0614852279999999|0|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|82.09385267|-21.49609451|1.471030887|0.616489567|-1.117587665|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|-600.2970524|847.5275797|-7.86442482|7.328149934|13.80288876|0.883543443|4618.562904|-322.4414176|0.026739895|-125.1415813|973.7343247|14.36297201|1.0|1.0|1.0|1.0|2.76|2.66|23.0|-8.14|4.5|4.21|63.69|1.57|96.98|1.0|4.0|25.0|4.0|-6.15|328.37|0.0|1.0|3.19|-4.2|9.27e-05|3.03|0.0|7.190000000000001e-09|-0.03832|-1065.817476|959.39|300.89|0.5115|445.81|-1065.671975|0.1644|-0.20645|-1065.723417|3.0364|24.0|7.6198|7.6198
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|6.823286122000001|0|1.7996617540000002|-0.007874167|-0.072298665|2|0.042942943|-0.237047381|1.221528093|0.075248207|0.081320966|1|1|0.0058042269999999|-0.1044763|-0.179319226|2|0.678057835|0.787663648|0.1272522519999999|1|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|106.4156743|-22.06430895|61.10118428|0.774820398|-1.35037664|52.66373343|-17.14169035|49.10012093|0.47262982|2196.1151210000003|-668.5259238|1193.992326|-8.486272674|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|0.01635203|-272.1086175|862.8140479|8.095338503999999|0.0|0.0|0.0|0.0|3.0|2.49|21.0|-6.67|3.48|2.79|76.46|2.42|92.65|1.0|2.0|24.0|4.0|-6.55|317.34|0.0|1.0|2.71|-3.82|0.000242|2.37|0.0|2.16e-07|-0.04793|-1043.806618|896.68|299.55|0.1915|401.49|-1043.678244|163.0|-218.0|-1043.728133|4.0597|1.0|9.0|9.0
7f_a10|0.0|0|0|0|0.0|-4.8022906380000006|1|7.535296702|1|1.924772416|-0.011104817|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|-0.000498274|-0.0971900919999999|1|1|0.0030999659999999|-0.058093287|-0.172751862|2|0.5371733989999999|0.796084921|-0.137271684|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|-35.78096407|38.0022453|-29.53487321|0.3440879|0.8217865520000001|-1.713529756|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|-954.4422004|2375.702381|-11.31122804|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|0.012813716|-358.4725202|1161.423484|7.137285626000001|1.0|1.0|1.0|1.0|3.37|2.97|21.0|-8.13|5.07|6.57|52.83|2.64|106.77|1.0|4.0|30.0|7.0|-5.47|410.39|1.0|0.0|4.39|-5.6|2.9e-06|4.7|0.0|7.38e-09|-0.0613|-1442.200124|1034.38|341.96|348.0|426.07|-1442.001311|0.0191|-0.2175699999999999|-1442.058773|3.2524|141.0|6.8508|6.8508
13b_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.011016128|-0.118776867|2|0.041728395|-0.035340334|0.0|0.042845487|-0.0463169629999999|1|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.836520136|-0.0771674659999999|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|206.54056530000005|-51.76819834|105.341977|0.800290866|-2.271099499|88.26741491|-28.93268471|86.77473353|0.454574838|3002.926824|-1533.432289|2319.48655|-19.53516918|8.804739699999999|16.1428924|0.8334321|6627.406474|-1035.363967|0.017174033|-405.5090587|1916.093704|11.59580043|1.0|0.0|1.0|0.0|4.76|0.0|17.0|-6.19|3.04|1.72|124.74|2.06|135.37|1.0|6.0|32.0|5.0|-7.05|441.51|0.0|0.0|1.91|-4.3|9.68e-06|2.74|0.0|6.520000000000001e-07|-0.05434|-1744.446479|1210.94|353.68|0.2783|544.04|-1744.2179010000002|0.1415|-0.20313|-1744.281763|5.3762|26.0|7.5901|7.5901
4r_a46|0.0|0|0|0|0.0|-0.03033057|1|7.832410927000001|1|2.051582577|-0.002826188|-0.074041799|2|0.044728682|-0.15196733|0.0|-0.1129698999999999|-0.048758575|1|1|0.0061041|-0.055572881|-0.086905208|2|0.7794598220000001|0.810646641|-0.070397185|0|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|-42.06465252|80.72661483|-22.88867429|0.0|0.7146312779999999|-1.220098292|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|-647.2221302999999|1451.6122289999998|-7.304896049|5.81085807|10.69131411|0.839885604|4775.760774|-343.3301143|0.015225417|-227.7097083|905.6728276|8.076584289|0.0|0.0|1.0|1.0|3.82|2.89|17.0|-6.25|3.56|3.43|63.83|1.52|97.9|1.0|3.0|25.0|4.0|-6.83|334.41|0.0|0.0|2.7|-3.55|0.00081|2.12|0.0|5.64e-07|-0.03073|-1069.419677|986.04|274.25|0.1404|467.85|-1069.231407|0.1404|-0.2207199999999999|-1069.284137|3.5979|1413.0|5.8499|5.8499
12_a47|0.0|1|1|1|2.903215905|0.0|0|6.605297921|0|0.0|-0.005522244|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.018573056|0.0295267039999999|1|1|-0.004332024|-0.006318684|-0.015039637|2|0.6505449670000001|0.8288334490000001|0.050943962|1|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|-44.18983348|112.4599133|-24.91541818|0.0|0.680723821|-1.1940921|61.09751253|-17.76874008|53.5720844|0.4792593739999999|2266.78114|-621.9059029|702.3796319|-9.25429818|7.042279354|13.52358352|0.920341815|4816.005822|-323.9004363|0.025457205|-188.2488142|913.5950352|13.25859692|1.0|0.0|1.0|1.0|2.73|1.67|21.0|-8.11|4.19|4.98|66.49|2.6|91.63|1.0|3.0|24.0|4.0|-5.94|339.75|0.0|1.0|3.37|-4.56|3.11e-05|3.43|0.0|7.69e-09|-0.0623|-1488.064043|886.46|313.58|0.2306|400.09|-1487.974738|0.2241|-0.2256|-1488.024564|3.5884|6.0|8.2|8.2
3b_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.104186262|-0.0057605869999999|-0.055724324|2|0.034155556|-0.090939066|1.844602991|-0.010613212|0.00361222|1|1|0.001356445|0.000511959|0.000850823|2|0.7745859279999999|0.794997634|0.006213385|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|-54.04959517|153.4719941|-31.67356498|81.60358988|0.656865946|-1.439043207|64.91785551|-16.92803342|62.35407961|0.477583842|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|7.236413572000001|13.85181805|0.914182753|5934.158315|-538.4506046|0.021477952|-191.9087104|1340.087338|13.13798859|1.0|1.0|1.0|1.0|3.37|2.43|21.0|-7.58|3.16|3.2|98.72|1.25|116.94|1.0|6.0|30.0|5.0|-7.42|398.46|0.0|1.0|2.38|-3.59|0.000293|1.84|0.0|2.64e-08|-0.06115|-1293.291817|1132.92|322.72|0.1978|480.08|-1293.048179|0.0759|-0.21985|-1293.106236|3.1637|25.0|7.6021|7.6021
26_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.877209467|-0.00578453|-0.104520106|2|0.0396875|0.1516835819999999|2.01129617|-0.054222344|-0.033102079|1|1|0.003149352|0.0346782989999999|0.057022334|2|0.7071284179999999|0.7541508029999999|-0.055150498|1|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|-58.21621279|139.417676|-37.66339899|80.47551422|0.7848887259999999|-1.737317706|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|-1172.219727|2534.075607|-14.92323356|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|-790.9313788|0.014879363|-384.4457279|1493.485239|10.03954725|1.0|1.0|1.0|1.0|3.42|3.07|27.0|-9.18|4.5|4.62|86.69|2.47|125.0|1.0|5.0|32.0|4.0|-6.28|419.48|0.0|1.0|3.66|-5.02|7.27e-06|3.63|0.0|6.64e-10|-0.05097|-1352.277633|1211.34|318.77|0.2081|543.96|-1352.036122|0.0814|-0.21226|-1352.098465|4.8742|131.0|6.8827|6.8827
3a_a32|0.0|1|1|1|3.226454082|0.0|0|7.678326357|0|0.0|-0.007588088|-0.045659995|0|0.03382716|-0.014365682|2.211368234|0.102212031|0.125185185|3|3|-0.001223394|-0.079652285|-0.1568626659999999|0|0.84134255|0.844272053|0.215012723|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|-37.30101542|84.65041685|-20.78892268|0.0|0.6723099029999999|-0.970820756|55.87310101|-14.97491147|47.69828617|0.461044711|2028.93875|-449.2473442|812.930125|-6.929640892|5.755284924|10.67859439|0.855441483|4249.04624|-207.8892268|0.0236593529999999|-159.4728294|668.2146761|10.9483666|0.0|1.0|1.0|1.0|2.96|2.21|19.0|-6.12|5.77|4.12|110.94|1.19|83.28|1.0|2.0|20.0|3.0|-5.77|298.39|0.0|1.0|3.32|-4.35|4.83e-06|3.31|0.0|7.66e-07|-0.0558|-1554.768725|801.12|341.48|0.2719|355.48|-1554.7020630000002|0.2719|-0.20638|-1554.748543|5.7916|3.0|8.5686|8.5686
9g_a24|0.0|1|0|0|2.931798469|0.0|1|7.273092596000001|0|1.7647373919999998|-0.00106361|0.001126633|2|0.0279797979999999|-0.162313932|0.0|0.070915465|-0.02471184|2|2|0.013119312|-0.0273623029999999|-0.049325609|2|0.683676657|0.7931626959999999|-0.045107345|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|65.73938109|-16.07665151|0.0|0.4819264479999999|-0.788016565|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|-389.9025677|1196.910121|-5.214049137|6.124370267000001|10.69818114|0.746821416|4355.725609|-192.9198181|0.033884884|17.88521849|809.0499476|16.76589519|0.0|0.0|1.0|1.0|2.8|1.78|22.0|-6.43|2.91|2.93|72.28|0.64|87.53|1.0|3.0|23.0|4.0|-7.17|302.33|0.0|0.0|1.93|-3.09|0.00323|1.37|0.0|3.720000000000001e-07|-0.03585|-984.5565078|879.99|289.67|0.2444|400.47|-984.447764|0.1023|-0.21391|-984.497752|4.4131|68.0|7.1675|7.1675
34_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.877209467|-0.0057643419999999|-0.104520106|2|0.0396875|0.199191385|1.991704333|-0.046356705|-0.054458882|1|1|0.003149352|0.0346782989999999|0.057022334|2|0.7071284179999999|0.74801464|-0.090732503|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|136.81360859999998|-38.68669181|80.66541842|0.776414086|-1.709191893|67.53437417|-21.69778179|66.0848174|0.462785432|2825.042137|-1149.982435|2319.742032|-14.59875162|7.940146766|14.7802149|0.8614536140000001|6211.26199|-773.7338361000001|0.01491516|-371.9551262|1481.145765|10.03525243|1.0|1.0|1.0|1.0|3.43|2.92|27.0|-9.18|4.5|4.62|86.69|2.47|125.0|1.0|5.0|32.0|4.0|-6.28|419.48|0.0|1.0|3.63|-5.02|7.27e-06|3.63|0.0|6.64e-10|-0.05181|-1352.2836220000002|1205.64|320.38|0.4388|544.93|-1352.041015|0.0766|-0.21284|-1352.102407|5.4994|61.0|7.2147|7.2147
30_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|1.435022468|-0.0092264759999999|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.008774855|0.0467853809999999|1|1|-0.008325552|-0.035472095|-0.079370393|2|0.6850994429999999|0.8485444809999999|0.074217097|1|0.67896733|-0.108232368|-0.107296835|0.384732322|-64.94243028|192.6285289|-38.63044093|76.90733636|0.679447569|-1.609452527|81.25550675|-22.9932445|78.59180109|0.4680850139999999|2626.927627|-965.7162688|1558.731067|-13.79658605|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|0.028122734|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|1.0|3.03|2.12|21.0|-7.24|2.71|3.93|98.72|1.78|104.25|1.0|5.0|28.0|5.0|-6.95|396.81|0.0|1.0|2.61|-4.1|6.05e-05|2.5|0.0|5.74e-08|-0.0564299999999999|-1696.078047|1032.35|333.66|0.3566|478.04|-1695.931037|0.3566|-0.20813|-1695.9887|3.6487|13.0|7.9|7.9
22_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.113627059|-0.005035102|-0.017163935|2|0.036101695|-0.026750502|1.880539113|0.01204992|-0.020475007|1|1|0.008903905|-0.129989728|-0.208132084|2|0.670763832|0.747363443|-0.033474297|1|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|-41.96631248|101.3847763|-39.42279832|60.10354816|0.564323334|-1.3647202319999998|71.13124588|-17.4251029|54.98945848|0.422182297|3241.833491|-1062.931277|2668.5420940000004|-13.57178303|8.84228648|15.30289992|0.730649641|7414.102179|-827.8787647|0.026340252|-100.1982412|1883.550109|20.51547079|1.0|1.0|1.0|1.0|3.74|4.14|27.0|-9.37|4.64|5.6|73.14|2.8|139.53|1.0|6.0|36.0|5.0|-6.29|475.54|0.0|0.0|4.26|-5.53|4.55e-06|4.1|0.0|4.27e-10|-0.05712|-1544.203968|1339.48|321.89|0.2624|602.93|-1543.893507|0.1922|-0.2180699999999999|-1543.959333|6.5841|1.1|5.9586|5.9586
4o_a46|0.0|0|0|0|0.0|0.160026534|1|7.825245291|1|2.138144369|-0.000627744|0.042766097|1|0.043320988|-0.2363624889999999|0.0|-0.203025042|-0.06855792|1|1|0.010144781|-0.018058762|-0.028735607|1|0.626333846|0.7699448320000001|-0.09492635|0|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|-35.54402423|27.01882145|-19.76117845|31.19780621|0.7510206490000001|-1.051281434|42.00638612|-12.01115223|40.87645867|0.460981009|2195.436986|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|0.855222204|4966.476822|-316.1788552|0.0108913189999999|-275.3254498|767.6690487000001|5.972929428|1.0|1.0|1.0|1.0|3.73|3.12|17.0|-7.26|4.77|4.94|54.5|2.72|103.66|1.0|2.0|26.0|3.0|-5.51|342.44|0.0|1.0|3.92|-4.87|1.23e-05|4.06|0.0|5.5e-08|-0.04627|-1070.428722|1022.29|286.64|0.1598|501.08|-1070.223416|0.1598|-0.22909|-1070.276387|4.8244|162.0|6.7905|6.7905
12b_a5|0.0|0|0|0|0.0|0.0|0|6.605297921|2|0.0|-0.001991527|0.023224044|3|0.0252713179999999|-0.021265946|0.0|-0.119503073|-0.016614746|0|0|0.00751901|-0.070406884|-0.110182753|2|0.8417504029999999|0.779793078|-0.033036296|0|0.827613693|-0.066227158|-0.068586754|0.350286421|-41.76622313|108.7155967|-27.27837078|0.0|0.530379611|-1.165974822|59.53145615|-12.90040679|52.20772716|0.480419002|2602.046823|-735.3231872|1071.500538|-8.135654442|8.398709622|16.16438947|0.924627734|5501.255679|-463.7323032|0.025810077|-38.31786425|1386.409228|16.27715102|0.0|0.0|1.0|1.0|4.05|0.0|18.0|-7.67|3.29|0.72|50.28|1.54|123.46|1.0|5.0|30.0|6.0|-7.57|397.47|0.0|0.0|1.44|-3.45|0.00503|1.63|0.0|2.14e-08|-0.10395|-1276.8943800000002|1149.51|857.76|0.2345|505.16|-1276.940335|0.0001|-0.16607|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
12bc_a36|0.0|1|0|0|3.43846811|0.0|0|7.412764017000001|2|0.0|-0.007661816|-0.042515909|2|0.04625323|0.068351685|0.0|-0.079009683|-0.027636036|1|1|-0.00097037|-0.101451485|-0.1716508239999999|1|0.884841888|0.836170906|-0.045186455|0|0.834305498|-0.077192869|-0.107107992|0.326764696|-51.87437401|111.3483497|-48.36968394|0.0|0.77146807|-1.927943855|83.97121855|-25.91194805|64.13376391|0.467645467|2927.476132|-1295.597402|2623.395239|-17.41308622|8.273766079|15.54183457|0.878447423|6587.689277|-870.6543108999999|0.017847333|-364.8584744|1679.392125|11.99358509|1.0|1.0|1.0|0.0|4.73|0.0|17.0|-7.76|3.99|3.19|69.2|2.99|133.77|1.0|5.0|31.0|4.0|-6.26|450.32|0.0|1.0|2.82|-5.18|8.27e-06|3.93|0.0|1.74e-08|-0.05828|-2152.100551|1188.37|320.4|0.7456|563.76|-2151.9100780000003|0.3478|-0.21499|-2151.971485|9.2445|8.0|8.0969|8.0969
5_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.166832955|-0.001215982|0.02257929|2|0.035994832|0.012532807|2.189593648|-0.050389825|-0.134215501|1|1|0.0111310589999999|-0.0471580309999999|-0.076189222|2|0.655087104|0.767615203|-0.229773463|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|30.54859623|-19.68930579|46.53110402|0.807351587|-1.159259431|41.76764149|-13.54166762|31.58455727|0.413773331|2282.291204|-622.9167106000001|1896.178084|-7.276482574|5.758733969|9.823391314|0.7058248159999999|5059.243919|-334.71819839999995|0.009538616|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|1.0|1.0|3.27|3.08|21.0|-7.96|4.89|4.67|43.6|2.88|104.89|1.0|3.0|26.0|3.0|-5.57|340.42|0.0|1.0|3.89|-4.84|2.72e-05|3.95|0.0|1.09e-08|-0.04892|-1069.251223|1013.0|308.12|0.1106|421.24|-1069.051141|67.0|-0.21857|-1069.102899|3.1619|71.0|7.1487|7.1487
14q_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.292130907|-0.0101981219999999|-0.130330047|2|0.044138322|0.064903564|0.720966302|-0.058543701|-0.056324491|2|2|0.002496501|-0.017918675|-0.033435987|2|0.77007911|0.808928963|-0.089657283|1|0.773194598|-0.08960718|-0.096370719|0.227948491|-61.51997721|155.7136729|-45.42467289|97.13675614|0.777340899|-2.023785094|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|-1389.433443|2213.1193780000003|-18.70427707|8.732265278|16.53853737|0.893957277|6982.066379000001|-953.9181308|0.01932289|-380.8178266000001|1787.418422|13.26616596|0.0|1.0|1.0|0.0|3.52|2.66|26.0|-6.96|2.57|3.12|148.11|2.28|128.38|1.0|6.0|33.0|5.0|-7.33|454.51|1.0|0.0|2.62|-4.39|6.11e-06|2.46|0.0|1.11e-07|-0.08159|-1798.6108739999995|1222.17|340.33|0.4943|554.59|-1798.3704079999998|0.4943|-0.23013|-1798.433122|12.0503|16.0|7.8069|7.8069
3a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.09865947|-0.006374689|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.060613765|0.00497674|1|1|0.000521532|0.002357097|0.003978478|2|0.775818577|0.8145214209999999|0.008391259|1|0.72890527|-0.094437035|-0.088484274|0.526915193|-55.30832478|158.77029040000002|-30.35026007|59.40691577|0.689774813|-1.504232653|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|-880.9741697000001|1793.526571|-10.52968207|6.566343333|12.49907878|0.903506738|5792.106924000001|-515.9544212000001|0.021141449|-222.2883651|1277.19098|12.38177532|0.0|0.0|1.0|1.0|3.25|2.11|21.0|-7.19|2.77|2.81|98.72|1.04|112.14|1.0|5.0|29.0|5.0|-7.67|384.43|0.0|1.0|2.02|-3.3|0.000878|1.38|0.0|6.52e-08|-0.05732|-1253.973708|1082.21|320.04|0.3467|449.68|-1253.756918|0.0793|-0.2171|-1253.8126619999998|4.2593|64.0|7.1938|7.1938
15_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.124460476|-0.0027892409999999|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.055918786|-0.05940848|1|1|0.009514122|-0.085979341|-0.136323668|2|0.682616223|0.808676284|-0.105662909|1|0.915526801|-0.059234364|-0.074144604|0.710970489|-35.30133759|50.34268476|-26.33385303|108.7226878|0.646412648|-1.186313662|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|-706.9960069|2288.954984|-8.964715924|6.35937164|11.23924661|0.767351752|5769.347123|-421.3416484|0.020932674|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|1.0|3.29|3.31|21.0|-8.3|4.91|4.72|52.83|2.53|111.21|1.0|5.0|28.0|4.0|-6.07|390.87|0.0|1.0|3.83|-4.81|3.32e-05|3.68|0.0|5.01e-09|-0.05243|-1604.057542|1086.19|326.3|0.4553|484.05|-1603.851644|0.1647|-0.20983|-1603.907391|6.1563|33.0|7.4815|7.4815
