molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
7h_a8|0|0|2.99743835|0.0|0|1.391840221|-0.118981425|-0.00534208|4.844187086|0|0.04737037|-0.016074683|0.00112124|10.94341365|1|1|0.00084936|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.515235986|0.041366689|0.7677336090000001|0.507325475|0|0.771011027|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|0.228988973|-31.05895923|3.86998135|47.81104825|0.892830345|58.94376531|0.4346108389999999|444.4294792|1919.19991|7.589672923999999|5657.402114|-559.0612661|26.49502512|0.00878112|-452.8739011|446.5544107|1.0|0.0|0.0|1.0|3.12|3.2|-8.46|5.52|5.49|61.58|4.27|2.0|101.89|0.0|1.0|3.0|-5.68|-5.27|373.35|0.0|0.0|1.0|3.16e-06|0.00118|1.31e-06|-0.06799|3.9282|6.81|315.62|500.94|0.3885|-0.22875|0.03092828|-1285.0707960000002|10.5|4.9788|4.9788
12a_a50|1|1|0.0|0.0|1|1.397770359|-0.199881787|-0.002936355|5.82008293|1|0.034845679|-0.111689174|0.01164808|10.94501645|2|2|0.011790103|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.699597776|-0.2018898489999999|0.862192416|0.660148928|1|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|-25.57033815|-33.44733598|10.58650394|0.095880311|-16.85074424|5.333473207|69.83817338|0.575218972|47.2792242|0.469674946|455.4948605000001|1462.827156|5.116970861|4665.239724|-235.9104193|20.873331|0.027455156|-75.79052945|388.171611|1.0|1.0|1.0|0.0|3.3|2.21|-5.49|2.59|3.42|48.53|2.02|0.0|94.69|0.0|2.0|2.0|-3.16|-6.44|313.36|0.0|1.0|1.0|0.000144|45.0|0.00101|-0.03366|4.0783|2.47|304.01|394.52|0.1807|-0.20172|0.02648238|-1006.546706|75.0|7.1249|7.1249
4e_a49|0|0|0.0|0.0|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|2|0.036555556|-0.080255074|-1.8100000000000003e-05|10.92777282|1|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.7541604690000001|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|10.51443916|0.242937669|-33.05708028|6.449206277999999|60.11195021|0.650328475|68.38360061|0.471635821|464.3567821|1647.641653|7.934910277|5950.361470000001|-561.9703647000001|27.6242383|0.023622273|-184.4129453|620.5697596|0.0|1.0|1.0|2.0|3.35|2.89|-7.36|3.4|2.83|92.93|1.25|1.0|114.08|0.0|1.0|6.0|-3.28|-7.52|399.45|0.0|0.0|1.0|0.000305|122.0|1.74e-05|-0.06461|5.7301|3.34|327.34|504.63|0.0789|-0.2231199999999999|0.04133034|-1312.98289|34.0|7.4685|7.4685
13_a15|0|0|0.0|0.0|1|1.4356889940000002|-0.139434143|-0.006348913|0.0|3|0.029206349|-0.006938727|0.001806571|10.95980212|0|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.009456191|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|-43.2365883|-61.86632281|10.21906987|0.114512421|-39.03420883|6.447664726|0.0|0.755283433|72.41636305|0.482317225|558.6934137000001|3581.589629|5.21465994|7196.400881999999|-780.6841766|28.24531009|0.01672103|-322.1392954|830.7967967000001|1.0|1.0|0.0|1.0|4.13|4.19|-8.9|4.33|6.69|59.51|2.52|2.0|138.24|0.0|1.0|6.0|-6.32|-5.26|448.52|1.0|0.0|0.0|7.970000000000001e-07|0.000357|5.7e-07|-0.03946|3942.0|5.04|482.03|549.33|0.0003|-0.15229|0.02844037|-1450.462642|6.0|8.2218|8.2218
3a_a49|0|0|0.0|0.0|1|1.343850114|-0.05210989|-0.006374689|5.4161004020000005|2|0.0355787039999999|-0.044367345|-0.000349523|10.92976559|1|1|0.000521532|-0.074886415|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.526915193|0.016205613|-55.30832478|-51.82200998|9.491036042|0.27109473|-30.35026007|5.558553447|59.40691577|0.689774813|64.2037853|0.474653816|426.893216|1793.526571|6.566343333|5792.106924000001|-515.9544212000001|26.06512204|0.021141449|-222.2883651|578.2841135|0.0|1.0|1.0|2.0|3.25|2.11|-7.19|2.77|2.81|98.72|1.04|1.0|112.14|0.0|1.0|5.0|-3.06|-7.67|384.43|0.0|0.0|1.0|0.000503|193.0|2.51e-05|-0.05732|5.1647|3.16|320.04|449.68|0.0793|-0.2171|0.03833529|-1253.8126619999998|64.0|7.1938|7.1938
11a_a50|1|1|0.0|0.0|1|1.397733996|-0.156121881|-0.002914262|5.82008293|1|0.038040936|-0.04339705|0.011959339|10.94500606|2|2|0.012037198|-0.0739260509999999|-0.162848233|-0.277408878|-0.267331063|1|0.701976536|-0.200986578|0.8535780190000001|0.667956827|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|9.774322692|0.0828728879999999|-19.89396594|5.167341939|67.28055926|0.6543614329999999|48.67321197|0.463749257|484.8529701000001|1550.320581|5.965221997|4858.670497|-298.409489|20.53832944|0.020887781|-163.21096210000002|439.9973344|0.0|0.0|1.0|0.0|3.44|2.8|-5.87|3.09|3.73|48.53|2.25|0.0|99.65|0.0|2.0|2.0|-3.58|-6.24|327.38|0.0|1.0|1.0|6.97e-05|0.0228|0.000441|-0.03284|4.0636|3.05|305.11|437.9|0.1761|-0.2005299999999999|0.02431947|-1045.84627|59.0|7.2291|7.2291
6a_a40|0|0|0.0|0.0|1|0.604893625|0.117890918|-0.014623575|6.401917197|0|0.035707071|-0.146542353|-0.001347823|10.30179985|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|0.266249007|-45.80643937|6.397774285|36.84483305|0.8678518190000001|81.37714586|0.41480944|458.303126|2536.88262|6.945713476|7059.617542|-824.5159087000001|35.37373259|0.012872604|-459.522754|557.4018948|1.0|0.0|1.0|1.0|3.99|3.01|-4.05|4.38|3.07|173.43|1.62|2.0|120.14|1.0|2.0|5.0|-7.11|-6.32|442.53|1.0|0.0|1.0|1.03e-05|0.00457|0.0396|-0.0926|2.9836|7.73|415.55|497.78|0.4015|-0.21255|0.01952089|-2371.443161|0.04|7.3979|7.3979
3d_a32|1|1|3.503398526|0.0|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|0.000655875|10.31100276|3|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0|0.8315372|-0.100251236|0.90169022|0.77923808|1|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|0.107154498|-27.31750365|4.22710649|0.0|0.720540286|59.15151032|0.427813496|483.4133562|1855.167124|6.15119195|4752.534658|-327.8100438|21.54552351|0.0160633|-238.8142619|421.3548777|1.0|1.0|1.0|1.0|3.34|3.11|-7.29|6.97|5.07|110.94|1.94|1.0|97.86|0.0|1.0|4.0|-6.55|-5.18|340.47|0.0|0.0|1.0|7.36e-06|0.00251|1.75e-05|-0.05482|3.5105|3.42|353.18|465.41|0.5031|-0.19671|0.02457348|-1672.638515|8.0|8.0915|8.0915
14e_a23|1|1|0.0|-4.45581912|0|1.197957573|0.059967018|-0.008865361|5.351858133|2|0.044241453|0.023369734|0.001027627|10.3132176|2|2|0.001951778|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|2|0.560094237|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|0.074607942|-43.33511299|8.73073591|0.5612316039999999|0.796525872|74.75779594|0.49543439|644.0923882999999|2428.874279|8.020794334|7663.17288|-953.3724859|34.39302091|0.017954325|-412.7765217|658.8108151|0.0|0.0|1.0|1.0|3.54|3.62|-8.23|4.42|6.19|105.02|3.82|2.0|125.29|0.0|1.0|6.0|-6.38|-6.06|479.48|1.0|0.0|0.0|1.61e-06|0.000773|2.85e-06|-0.08122|3.7033|4.2|334.8|571.39|0.3178|-0.2342199999999999|0.02250947|-1966.785007|3.0|8.5214|8.5214
12d_a40|0|0|0.0|0.0|0|0.60499064|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|0.209157499|-0.000134504|10.31197256|2|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|-0.552689736|0|0.809398262|-0.254735308|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|-48.54239742|6.204226377|0.159568585|-25.71599691|3.286773518|60.80168183|0.844283549|55.13932669|0.470893531|445.2300015|643.5166227999999|7.877041626|5101.479206|-360.0239567|24.39197636|0.01245259|-364.7778083|350.9435025|1.0|0.0|1.0|1.0|3.23|2.94|-6.84|4.59|5.02|84.45|3.76|2.0|96.16|0.0|1.0|2.0|-6.25|-5.13|361.25|0.0|0.0|1.0|2.61e-06|0.000942|5.2e-05|-0.07765|4.3959|4.14|443.4|435.41|115.0|-0.19369|0.0164339|-2153.123107|19.0|7.7212|7.7212
AKLKII_a46|0|0|2.917217813|0.0|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|3|0.0386379929999999|-0.008897473|0.006821053|10.96959256|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.064690027|0.8264237520000001|0.687139108|1|0.837641394|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|0.162358606|-20.09682339|2.335284369|0.0|0.7721395329999999|49.76981906|0.47999819|397.2168972|792.7439217|5.83938898|4110.764451|-261.2587041|20.38625028|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|1.0|1.0|2.81|1.6|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|-3.24|-6.5|287.32|0.0|1.0|1.0|0.000266|0.0764|1.7800000000000002e-05||||||||||181.0|6.7423|6.7423
13g_a6|0|0|3.457632039|0.0|0|1.424099171|-0.0961994219999999|-0.006574579|4.727387819|2|0.043020833|0.03536788|-0.002407131|10.95053423|1|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|-0.144664763|0.832753533|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|0.128027951|-44.57717132|8.550546653|0.0|0.7357333540000001|76.50577593|0.444443571|607.1336751|3916.754765|7.968172425|6332.20768|-846.9662551000001|30.61752948|0.017929016|-328.2712049|744.1359788|1.0|1.0|1.0|2.0|3.61|2.34|-10.57|5.41|4.79|103.17|1.13|2.0|128.63|0.0|0.0|6.0|-5.56|-6.31|431.49|0.0|0.0|1.0|8.8e-06|0.0038|1.15e-08|-0.07536|5.9869|3.83|381.82|592.49|0.0105|-0.20806|0.03802398|-1386.364067|119.0|6.9245|6.9245
4n_a46|0|0|0.0|0.126268818|1|1.13463699|-0.061148449|-0.004696854|5.587248657999999|0|0.045335917|-0.2264394139999999|0.004988019|10.94021058|1|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.741742667|-0.088858764|0.7681452190000001|0.7427183759999999|0|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|0.096854593|-25.91889741|2.543769935|0.0|0.863203663|51.4039205|0.428896538|496.2788787|2116.313581|5.666371466|4955.374473|-440.621256|19.76451658|0.0077084869999999|-399.1612105|525.8291956999999|1.0|0.0|1.0|1.0|3.75|2.84|-6.67|4.33|4.94|61.84|2.99|1.0|102.92|0.0|1.0|2.0|-5.43|-5.26|343.42|0.0|1.0|1.0|7.95e-06|0.00273|7.340000000000001e-05|-0.04044|5.7448|4.57|313.65|502.02|0.0711|-0.20685|0.04131598|-1090.151267|5194.0|5.2845|5.2845
6c_a31|0|0|3.423005244|0.0|1|0.6101347220000001|0.047405064|-0.015192833|5.733341277|0|0.038901235|0.137523742|-0.009477764|10.31169965|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|-0.172780048|0.846458013|0.7905201209999999|0|0.641197273|-0.120905075|-0.126324613|0.138124296|0.03173578|-76.54198229|-79.97295595|20.09112958|0.358802727|-50.62888027|12.71919216|105.7632176|0.7653239190000001|93.4208388|0.4463376229999999|405.9259734|2357.829685|8.102804662|6283.091868|-860.6909647|37.00884624|0.0212421629999999|-335.9398876|597.3075924999999|1.0|1.0|1.0|2.0|3.67|3.13|-7.72|5.58|4.26|131.36|1.58|2.0|114.5|0.0|1.0|5.0|-6.09|-6.27|418.47|0.0|0.0|1.0|1.15e-05|0.0048|7.9e-06|-0.0581799999999999|3.2974|5.08|376.01|524.56|0.5028|-0.19169|0.03620884|-1691.794585|0.34|6.4685|6.4685
6b_a31|0|0|3.404988662|0.0|1|0.610136262|0.052690797|-0.016070861|5.733341277|0|0.037803618|0.11647286|-0.011483229|10.31169819|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0|0.838789705|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-78.37648097|20.12924648|0.372146926|-47.81835367|12.28107483|101.4993391|0.7459204140000001|93.1058799|0.4807018779999999|383.0600707|2063.736075|7.513612533|6099.567787|-765.0936586|37.35947255|0.024142162|-300.0775025|536.6368656000001|1.0|1.0|1.0|2.0|3.55|2.73|-7.33|5.19|4.0|131.36|1.36|1.0|109.69|0.0|1.0|4.0|-5.63|-6.5|404.44|0.0|0.0|1.0|2.18e-05|0.00883|1.89e-05|-0.05835|3.2949|4.61|376.29|492.36|0.4967|-0.1918|0.03623358|-1652.505041|54.0|7.2676|7.2676
16e_a32|1|1|3.343660084|0.0|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|0|0.040982906|-0.04474426|-0.0048042729999999|10.31100268|3|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|15.50894749|0.209694841|-48.41036206|9.961663868|39.27920316|0.702226562|90.34923861|0.458956284|507.6266039|3376.1299740000004|6.573687662|6142.277629|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|573.3529948|1.0|0.0|1.0|2.0|3.64|3.36|-7.38|6.03|4.6|149.27|1.12|3.0|111.95|1.0|1.0|8.0|-6.59|-6.15|413.52|1.0|0.0|1.0|1.7899999999999998e-05|0.0074099999999999|1.73e-05|-0.0505899999999999|3.6214|4.59|342.37|552.79|0.2858|-0.2005|0.02792775|-1955.827194|7.0|8.1367|8.1367
16_a20|0|0|3.485659565|0.0|0|1.401259527|-0.014660441|-0.004705049|4.727387819|2|0.0388043479999999|0.126359252|8.23e-05|10.93301779|1|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|-0.10978034|0.809440795|0.724665638|1|0.915005572|-0.066137353|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|7.634605066000001|0.084994428|-33.67420774|5.023018225|3.46788153|0.780108103|60.02453683|0.464473378|602.0075202|2161.751186|8.166385503999999|5896.394536|-639.8099471|24.9314775|0.013439632|-368.5817657|664.4562602999999|0.0|1.0|1.0|1.0|3.5|3.13|-10.52|6.38|5.46|78.25|2.2|2.0|121.69|0.0|0.0|4.0|-6.06|-5.42|401.46|0.0|0.0|1.0|2.17e-06|0.0008699999999999|1.22e-08|-0.05909|5.9837|4.45|347.26|554.41|0.1958|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
8e_a46|0|0|0.0|0.252655541|1|1.160371308|-0.205882192|-0.001015139|5.533389489|2|0.043238095|-0.126773923|0.012911107|10.96411233|1|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|-0.024620704|0.837678812|0.668786636|0|0.921352352|-0.053352779|-0.065982313|0.281227001|0.009576086|-27.16690715|-33.59778824|4.876083942|0.078647648|-17.10778729|2.482871976|53.05984592|0.7492419109999999|39.62167507|0.444693313|469.146955|1415.320228|5.504080656|4239.252176|-256.61680930000006|15.64268965|0.011830243|-253.8248986|426.71841|0.0|1.0|1.0|0.0|3.21|2.93|-6.67|4.09|3.9|43.6|2.13|0.0|91.93|0.0|1.0|2.0|-3.59|-6.02|304.39|0.0|1.0|1.0|9.15e-05|0.0279|6.57e-05|-0.03175|4.5092|3.0|274.96|457.96|0.2162|-0.2201|0.024010215|-954.793305|406.0|6.3915|6.3915
18c_a30|0|0|0.0|0.0|2|0.604986846|0.12157783|-0.0109670669999999|5.351858133|2|0.042560386|0.011887112|-0.003436924|10.31163825|1|1|-0.002215642|0.0211588229999999|0.003429114|0.006103754|-0.562807327|1|0.841060094|-0.058608635|0.885516463|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|-75.33411705|13.07260474|0.282947974|-50.86775696|8.826997739|103.215593|0.7859920029999999|87.76550537|0.448899917|484.1740985|3094.729399|7.646050338999999|6685.737642|-1017.355139|36.16826708|0.018410634|-386.2200097|713.7769663|1.0|0.0|0.0|2.0|4.85|0.0|-6.19|3.04|1.72|124.74|2.06|1.0|135.37|0.0|1.0|6.0|-5.01|-7.05|441.51|0.0|0.0|0.0|5e-05|0.0221|0.000288|-0.05575|3.4848|4.54|355.78|543.46|0.3879|-198.0|0.04503016|-1744.28923|12.0|7.9208|7.9208
8f_a12|1|1|0.0|0.0|1|0.609895166|0.110310585|-0.008295703|4.59511985|2|0.038347953|-0.013400998|-0.002596875|10.31134658|1|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-41.27611074|-56.220383|7.550959323|0.130176823|-31.9483307|4.290980116|0.0|0.8381234340000001|63.05721575|0.460344828|494.2940092|1448.568734|7.016225129|5481.952981|-543.1216218999999|25.9168408|0.012030968|-384.290491|524.0516742|1.0|1.0|1.0|1.0|4.09|3.26|-8.42|4.99|3.41|78.41|3.1|2.0|115.66|0.0|1.0|3.0|-5.7|-5.47|369.44|0.0|1.0|1.0|5.72e-06|0.00211|1.4e-06|-0.06179|4.1744|4.19|339.35|441.97|0.2466|-0.2124|0.03056355|-1481.008909|646.0|6.1898|6.1898
17_a20|0|0|3.445659565|0.0|0|1.4012598180000002|-0.064380628|-0.005457467|4.727387819|3|0.0388043479999999|0.065447136|-0.000495713|10.94884838|1|1|0.000922796|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.760575852|-0.127696675|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|0.0879464559999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|64.39681425|0.455285305|598.1153253|2210.790304|8.198616089|6012.640572|-665.1656349|27.44244402|0.016793117|-333.5397332|637.7803874|0.0|1.0|1.0|1.0|3.5|2.83|-10.14|5.8|4.85|91.14|1.45|2.0|119.48|0.0|0.0|4.0|-5.36|-6.09|402.45|0.0|0.0|1.0|8.35e-06|0.00336|2.9e-08|-0.0706799999999999|3.3926|4.11|365.45|543.09|0.2977|-0.21089|0.03030655|-1291.752049|2.25|5.6478|5.6478
35_a18|0|0|0.0|0.0|2|1.251175948|0.068150325|-0.00622005|4.844187086|1|0.03531746|-0.069149293|-7.44e-05|10.94702087|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|-0.017913121|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|6.525195505|0.199234055|-45.74482543|4.809030636|74.92670772|0.874573807|67.9315105|0.465531336|590.1597827|1761.858479|9.184536969|6995.248058|-1235.110287|28.17969862|0.007954001|-552.1173777|1056.535856|1.0|1.0|1.0|3.0|4.3|0.0|-9.55|4.13|3.35|85.29|3.33|3.0|151.05|0.0|1.0|8.0|-6.06|-6.0|480.6|0.0|0.0|1.0|2.96e-06|0.0014199999999999|1.35e-07|-0.04879|3.2146|8.09|385.69|657.07|0.4981|-0.18079|0.02600607|-1532.627182|24.0|7.6198|7.6198
1o_a5|0|0|2.923171926|0.0|0|1.427566509|-0.266637757|-0.002633927|4.59511985|2|0.025987654|-0.033273504|0.0057302559999999|10.94518594|1|1|0.0051989459999999|-0.05876042|0.038275248|0.06759341|-0.231165601|2|0.670787375|-0.016408975|0.85693939|0.650008224|0|0.88430372|-0.079346457|-0.072886362|0.447318682|0.01325562|-42.63505279|-39.1638643|7.122612351|0.11569628|-21.04383087|3.827177229|1.01402588|0.699913551|50.11479279|0.470590799|475.1609233|833.537568|7.522366517000001|4572.818263|-315.657463|22.08761368|0.020380352|-214.8381946|393.5487205|1.0|1.0|1.0|1.0|2.81|2.2|-8.11|4.48|4.07|78.25|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|-6.3|323.35|0.0|0.0|1.0|8.340000000000001e-05|27.0|2.54e-06|-0.07037|4.5011|2.66|297.38|443.88|0.0071|-0.23973|0.04126499|-1043.472984|35.0|7.4559|7.4559
12be_a36|0|0|3.466734143|0.0|2|1.297042758|-0.148313814|-0.009368126|5.351858133|2|0.043854875|0.118420241|0.000482522|10.95957887|1|1|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|1|0.884226781|0.00734728|0.858971809|0.8350231859999999|0|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-54.15309606|-75.59805505|23.42501577|0.201984123|-52.44976141|16.25222352|0.0|0.5660743979999999|99.62604537|0.4564615729999999|553.6616295|2552.721046|8.773114043|6592.168374|-891.645944|39.14335412|0.034632557|-91.68453892|766.4854363|1.0|0.0|1.0|2.0|4.96|0.0|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|0.0|1.0|7.0|-4.11|-7.13|441.49|0.0|0.0|0.0|7.13e-05|0.0315|7.11e-05|-0.0518799999999999|5.2184|2.68|370.25|594.44|0.0018|-0.18969|0.03245204|-1461.747501|44.0|7.3565|7.3565
12q_a30|0|0|0.0|-4.76444841|2|0.60498366|0.144208934|-0.015322396|5.351858133|2|0.0438779959999999|-0.016509571|-0.00695299|10.31162828|1|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.613786308|-0.032887649|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|0.596557166|0.014790072|-59.52322773|-78.7683329|10.07866809|0.154254173|-53.67653794|6.868090132000001|0.732186841|0.820640722|90.06607753|0.473741611|576.3319634|2844.418547|7.346842839|7990.060758|-1127.2072970000002|38.03137394|0.016579022|-437.0000797|696.6414817000001|1.0|0.0|0.0|1.0|4.73|0.0|-7.18|4.43|4.78|90.88|2.82|2.0|133.96|0.0|1.0|7.0|-6.7|-5.66|482.48|0.0|0.0|0.0|1.2e-06|0.000579|3.19e-05|-0.05105|5.0573|5.52|355.93|537.96|0.1515|-0.19897|0.03408298|-1987.847256|36.0|7.4449|7.4449
25_a12|0|0|0.0|0.0|0|1.404967476|0.00700113|-0.004103693|0.0|2|0.038787879|-0.089297664|0.000864238|10.93676625|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|-0.208172827|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|0.052062825|-21.75703145|1.3444869730000002|0.0|0.917298637|44.42528172|0.448858246|493.8944271000001|1907.027255|5.34703037|4329.321091|-369.8695347|18.87554002|0.005118351|-434.8420476|430.4348528|1.0|1.0|1.0|1.0|2.81|3.43|-8.78|4.7|5.35|37.81|3.2|1.0|99.48|0.0|1.0|3.0|-5.28|-4.82|311.38|0.0|1.0|1.0|5.63e-06|0.00175|5.12e-07|-0.05352|4.2653|4.73|359.04|442.64|0.1897|-0.19655|0.024123749|-974.508059|22.0|7.6576|7.6576
13_a12|0|0|0.0|0.0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|2|0.037948718|-0.21832579|0.000830398|10.96083169|0|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.122164874|0.008188151|-28.51381164|-45.33566159|4.01385817|0.09993609|-22.2236882|1.96760628|66.2289548|0.8829921740000001|48.99243638|0.466560112|441.2142447|664.9830294|6.06407675|3647.657976|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|327.9594923|1.0|1.0|1.0|1.0|2.7|2.64|-7.14|3.63|3.9|50.7|2.42|1.0|84.74|0.0|1.0|3.0|-4.26|-5.49|276.34|0.0|1.0|1.0|6.3e-05|0.0174|2.01e-05|-0.04445|4.5363|3.83|315.25|437.91|0.0155|-0.20903|0.0290811829999999|-876.258343|93.0|7.0315|7.0315
