molecula|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|WPSA3|FNSA2|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
15_a10|0|0|0.0|7.535296702|1|1.277647202|2.124460476|-0.166303336|5.4161004020000005|2|0.0353864729999999|1.981569297|-0.142251304|-0.055918786|10.92966702|-0.05940848|1|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|0.682616223|0.808676284|-0.079744227|-0.105662909|1|-0.059234364|-0.074144604|0.710970489|0.018614889|-35.30133759|33.67392858|50.34268476|6.61142847|-1.186313662|-21.03820054|2549.580207|545.6177511|-706.9960069|-8.964715924|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|1093.722422|563.875765|1.0|1.0|1.0|1.0|0.0|3.29|3.31|21.0|4.91|4.72|52.83|1.0|111.21|0.0|5.0|-4.48|28.0|4.0|390.87|0.0|1.0|1.0|-4.81|3.32e-05|13.0|1.56e-05|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|-1604.08794|-1604.057542|1086.19|326.3|0.4553|214.05|484.05|0.41458|-1603.851644|0.1647|4.5192|-0.20983|0.03039798|-1603.907391|7.4815|7.4815
13n_a6|0|0|3.425442623|6.842683282|0|1.4290206230000002|0.0|0.030890422|4.727387819|2|0.04393617|1.628408574|-0.631323273|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|-0.57091314|0.870730542|0.7767360059999999|-0.064779873|-0.056293641|1|-0.100363599|-0.109392959|0.307384948|0.017758385|-68.88015714|90.97854097|199.7822434|8.36448634|-2.078466222|-47.27287681|2952.259627|486.5239262|-1426.464192|-18.12946621|8.872063579|16.76075427|0.889160748|6386.381394|172.28545730000002|-978.9911754|35.2699138|0.019904118|1904.575345|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.55|1.9|27.0|4.19|3.76|122.47|0.0|127.2|0.0|6.0|-4.64|33.0|5.0|435.48|0.0|0.0|1.0|-4.28|2.27e-05|0.00987|5.24e-05|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|-1423.765005|-1423.714738|1232.6|369.99|0.9117|257.31|548.09|0.55028|-1423.451366|0.1945|7.1946|-0.20994|0.05026727|-1423.514154|7.1249|7.1249
4_a47|0|0|0.0|0.0|0|1.304464196|0.0|0.004633887|0.0|2|0.038479532|1.42341819|-0.3692130839999999|0.0687047279999999|10.93671044|0.011775922|0|0|-0.006506051|-0.247195952|-0.017555555|-0.027355932|-0.462831711|0.893350891|0.783871003|-0.095209424|0.019305509|1|-0.07804769|-0.092556319|0.444849947|0.007772995|-42.46254967|96.20929041|68.44214684|2.300808176|-1.48090111|-23.10213311|2306.463316|475.6168721|-805.6976052|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|5254.939281|105.2186243|-438.3470487|23.78275706|0.013656479|998.8757964|471.7712484|1.0|0.0|1.0|1.0|2.0|2.75|3.01|22.0|4.83|5.71|58.04|0.0|106.52|0.0|3.0|-5.92|26.0|3.0|361.82|0.0|0.0|1.0|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|0.0|1.61e-09|5.81e-07|-0.05606|-1509.453558|-1509.4201369999998|988.42|332.4|0.2304|214.85|432.89|0.45947|-1509.262887|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|7.5|7.5
12p_a30|0|0|0.0|7.412764017000001|2|0.604984421|0.0|0.038440292|5.351858133|2|0.040899471|0.0|-0.3550576729999999|0.000321545|10.31162861|-0.128484994|1|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0|-0.074356395|-0.094870978|0.371591982|0.015107947|-47.54197452|75.21136863|100.1386407|6.176226649|-1.897419563|-30.39737673|2783.628159|539.2411292|-1213.171684|-14.91687369|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|28.4530386|0.0130197619999999|1479.558007|686.039456|0.0|1.0|1.0|0.0|1.0|4.76|0.0|17.0|4.35|2.93|81.65|0.0|132.24|0.0|5.0|-5.66|30.0|4.0|412.51|0.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05169|-1615.094336|-1615.0623480000002|1167.16|354.69|0.1768|238.79|526.91|0.33929|-1614.830085|0.1527|4.0456|-0.19992|0.03198743|-1614.890598|7.7721|7.7721
46_a18|0|0|0.0|7.03438793|2|1.251088279|0.0|-0.001181461|4.844187086|1|0.03531746|0.0|-0.3872848129999999|-0.0669031009999999|10.94680484|-0.052591109|0|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0|-0.069742249|-0.076485888|0.30524999|0.008975181|-49.54738918|0.946462387|123.2289237|4.5299444310000005|-1.988633091|-35.20023815|3052.94234|587.2068577|-1412.796104|-14.76030741|8.980343774|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|1806.107079|1056.535856|1.0|0.0|1.0|1.0|2.0|4.27|0.0|18.0|3.68|3.3|76.5|1.0|151.14|0.0|7.0|-5.68|36.0|3.0|480.6|0.0|1.0|0.0|-5.47|2.08e-06|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|-0.04995|-1532.992457|-1532.968527|1380.79|384.45|0.4249|384.45|635.89|0.69181|-1532.493789|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|6.7305|6.7305
12f_a30|0|0|0.0|7.412764017000001|2|0.60498366|0.0|0.156569208|5.351858133|2|0.041555556|0.0|-0.874676289|-0.008663584|10.31162828|-0.046588557|1|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0|-0.090450992|-0.108935062|0.56363596|0.01570263|-63.81176255|101.2862703|115.8783181|7.815328055|-2.396571368|-45.01820228|3305.792133|589.6060704|-1690.743686|-22.5055335|8.366190175|15.86072943|0.8958126809999999|7634.176316|130.3909181|-1192.793275|39.1336968|0.01752821|2074.08593|696.6414817000001|0.0|1.0|1.0|0.0|1.0|4.73|0.0|17.0|4.43|4.78|90.88|0.0|133.96|0.0|7.0|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05464|-1988.032639|-1987.998635|1225.63|351.25|0.2166|245.09|574.31|0.32483|-1987.782125|0.1596|3.6633|-0.20422|0.03400408|-1987.848015|7.7144|7.7144
14b_a3|0|0|0.0|6.823286122000001|0|0.605016869|0.0|0.143500839|4.727387819|3|0.039799383|1.7086790859999998|-0.356087317|-0.008040839|10.31162234|-0.102362298|1|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|1|-0.090994113|-0.100993354|0.379746504|0.012828558|-44.49789848|252.49572540000003|104.4171556|3.067822725|-1.312913604|-21.76034149|2160.565755|384.6023764|-642.0403962|-8.721397057|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|-313.9702941|23.25478753|0.017348996|837.1723509999999|358.3503513|1.0|1.0|1.0|1.0|1.0|3.18|2.5|21.0|4.28|3.71|105.82|0.0|93.25|0.0|2.0|-4.45|23.0|4.0|319.38|0.0|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06676|-1327.514377|-1327.4859310000002|879.19|403.54|0.2276|403.54|368.39|0.70123|-1327.349444|0.2276|2.8743|-0.19618|0.02844675|-1327.398177|6.4202|6.4202
19c_a38|0|0|3.332128134|7.412764017000001|2|1.297043851|0.0|-0.085545751|5.351858133|2|0.04508642|0.0|-0.449745181|-0.0725602509999999|10.95429182|-0.0431896509999999|1|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|-0.434836855|0.7163622890000001|0.846765471|0.073931688|-0.071918235|0|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-57.79749770000001|139.1570837|151.612258|9.638658988|-1.949429829|-36.38913762|2967.98627|477.9848537|-1227.35539|-15.15175311|6.97753104|13.36189552|0.914989047|6618.350708|177.10114030000005|-772.7394084|33.48483537|0.023120664|1707.726604|640.025745|0.0|1.0|1.0|1.0|3.0|4.84|3.0|17.0|3.17|2.42|105.02|0.0|130.41|0.0|5.0|-4.35|32.0|5.0|426.45|0.0|0.0|0.0|-4.12|4.46e-05|19.0|7.55e-05|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|-1424.42734|-1424.3899310000002|1138.6|323.53|0.2961|210.74|517.28|0.2597|-1424.1880119999998|0.1417|2495.0|-0.21303|0.03740877|-1424.247603|8.0348|8.0348
13b_a30|0|0|0.0|7.412764017000001|2|0.604984129|0.0|0.112353041|5.351858133|2|0.041728395|0.0|-0.627919307|0.042845487|10.31162842|-0.0463169629999999|1|1|-0.002215642|-0.062905093|0.003429114|0.006103754|-0.564815317|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|385.2420923|206.54056530000005|8.459192992|-2.271099499|-50.13056864|3002.926824|468.6532296|-1533.432289|-19.53516918|8.804739699999999|16.1428924|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|0.017174033|1916.093704|713.7769663|0.0|0.0|1.0|0.0|2.0|4.76|0.0|17.0|3.04|1.72|124.74|0.0|135.37|0.0|6.0|-5.01|32.0|5.0|441.51|0.0|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05434|-1744.492044|-1744.446479|1210.94|353.68|0.2783|245.51|544.04|0.32563|-1744.2179010000002|0.1415|3.8495|-0.20313|0.0455651|-1744.281763|7.5901|7.5901
8a_a8|0|0|3.150966553|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|5.4161004020000005|1|0.040243056|0.0|-0.732911106|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.044579097|0.055198015|0.089375589|-0.5028388229999999|0.76592324|0.762577159|0.089031731|-0.048064085|0|-0.131795179|-0.118763303|0.22299265|0.034374791|-78.93428863|170.9592896|269.0155755|12.33026525|-2.256502762|-47.27503672|2802.374154|329.9007832|-1351.456417|-17.59585557|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|38.44444383|0.025786572|1768.444416|529.053307|0.0|1.0|1.0|0.0|2.0|3.37|2.64|23.0|3.13|2.72|112.23|0.0|109.21|0.0|4.0|-4.4|30.0|5.0|400.39|0.0|0.0|0.0|-4.14|3.99e-05|16.0|7.28e-05|2.4|0.0|0.0|1.74e-07|6.96e-05|-0.06922|-1367.776863|-1367.744724|1061.5|399.45|0.2035|269.43|476.69|0.4927399999999999|-1367.539526|0.1729|5.4201|-0.19937|0.03213899|-1367.595683|4.9454|4.9454
1a_a5|0|0|0.0|6.605297921|1|1.189701889|0.0|-0.271170445|4.59511985|2|0.021346801|0.0|-0.078562954|-0.132197351|10.9502215|-0.004213083|0|0|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|83.60943679|83.77332129999999|2.037971304|-1.134282187|-18.22870183|1940.139869|419.7878208000001|-571.1804334|-7.015226132|6.199179484|11.38004491|0.835734058|4005.068642|138.1496441|-287.62427139999994|19.19815378|0.016493595|787.1243051|403.543273|1.0|0.0|1.0|1.0|1.0|3.54|0.0|18.0|3.08|1.42|37.81|0.0|93.49|0.0|3.0|-2.6|23.0|4.0|298.34|0.0|1.0|0.0|-3.44|0.00253|755.0|0.000365|2.17|0.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|-951.1394906|-951.110826|882.1|437.61|0.2109|265.45|386.8|0.44868|-951.178584|0.0126|4.4956|-0.2262699999999999|0.028664612|-951.226623|6.9706|6.9706
47p_a18|0|0|0.0|7.03438793|1|1.25117677|0.0|-0.001819106|4.844187086|0|0.037575758|0.0|-0.3775970529999999|-0.015960677|10.94701988|-0.049428094|0|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0.72025564|0.726294118|0.030970815|-0.082977829|0|-0.06909945|-0.082580968|0.278332428|0.007989903|-51.14496913|10.25627035|123.6411353|4.377217987|-2.0645242|-37.85569728|2933.069245|616.5234972999999|-1528.087796|-16.88114242|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|0.01090303|1867.029344|1011.163774|1.0|0.0|1.0|1.0|2.0|4.29|0.0|18.0|3.65|3.34|76.5|1.0|144.53|0.0|9.0|-5.67|35.0|3.0|468.59|0.0|1.0|0.0|-5.27|2.13e-06|0.000998|5.34e-06|4.35|0.0|0.0|9.35e-10|4.38e-07|-0.05628|-1493.759811|-1493.731375|1391.71|387.01|595.0|387.01|732.84|0.6937800000000001|-1493.338659|595.0|3.6452|-0.18746|0.02843634|-1493.407248|7.1938|7.1938
11a_a31|0|0|2.856083711|7.773594467000001|1|0.610138462|0.0|-0.045290366|5.733341277|0|0.044949495|0.0|-0.8792402579999999|-0.1217573119999999|10.31170041|-0.019865299|2|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0|-0.151872243|-0.161027639|0.271818874|0.041435152|-76.64827023|258.8577775|259.0291941|10.55399384|-1.932331673|-38.68354874|2288.9694010000003|245.6599349|-975.2267888|-14.47606937|5.791411901|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|39.01114987|0.031626337|1326.379096|302.14325319999995|0.0|1.0|0.0|1.0|2.0|3.26|2.16|16.0|3.93|2.94|125.57|0.0|83.12|0.0|3.0|-4.81|23.0|6.0|329.33|0.0|0.0|1.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|0.0|2.22e-05|0.00731|-0.05074|-1441.452616|-1441.411622|860.74|325.92|0.2797|325.92|407.76|0.69222|-1441.327731|0.2797|6.4691|-0.20589|0.04099365|-1441.37897|6.7212|6.7212
25_a12|0|0|0.0|0.0|0|1.404967476|0.0|0.00700113|0.0|2|0.038787879|2.050456822|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|1|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|37.96125329|27.12578432|1.3444869730000002|-1.362509125|-14.85843094|2067.69985|493.8944271000001|-709.8947922|-9.021208163|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|773.8971409|430.4348528|1.0|0.0|1.0|1.0|1.0|2.81|3.43|22.0|4.7|5.35|37.81|0.0|99.48|0.0|3.0|-5.28|24.0|2.0|311.38|0.0|1.0|1.0|-5.25|5.19e-06|0.00162|5.63e-06|4.76|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|-974.6569575|-974.6328337|945.73|359.04|0.4483|290.68|442.64|0.63284|-974.458128|0.1897|1.2494|-0.19655|0.024123749|-974.508059|7.6576|7.6576
8b_a12|0|0|0.0|0.0|1|1.283836078|0.0|0.190292199|0.0|2|0.03977208|0.0|-0.618894925|-0.036536396|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|319.0086845|149.9096134|3.769098814|-2.097985204|-35.28434152|2388.888334|428.7273481000001|-1213.971783|-15.27062922|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|0.009361504|1365.645333|510.3677388|1.0|1.0|1.0|1.0|2.0|4.11|2.57|18.0|3.11|1.9|80.37|0.0|110.58|0.0|4.0|-4.1|27.0|4.0|355.39|0.0|0.0|0.0|-4.01|7.890000000000001e-05|28.0|9.74e-05|2.76|0.0|0.0|3.56e-08|1.26e-05|-0.0589|-1159.405202|-1159.365835|1020.47|331.1|0.3179|293.37|460.08|0.53425|-1159.188228|127.0|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.58|6.58
12j_a36|0|0|3.502198129|7.412764017000001|2|0.6293514410000001|0.0|-0.084183025|5.351858133|2|0.039061728|0.0|-0.41101009|0.039869055|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0|-0.069970795|-0.105480639|0.362692602|0.018160631|-46.2113679|26.39145693|97.35760604|7.921272637|-2.004132137|-30.5197407|2881.20453|563.0803357000001|-1323.6049039999998|-16.18812775|7.483427579|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|1706.0876829999995|725.9470896|0.0|1.0|1.0|1.0|2.0|4.86|0.0|17.0|3.33|2.61|94.5|0.0|135.47|0.0|6.0|-4.85|31.0|4.0|427.52|0.0|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05098|-1670.448063|-1670.420129|1198.96|327.94|0.4981|238.1|536.01|0.37116|-1670.184251|98.0|6.4451|-0.20593|0.02793415|-1670.245584|8.0|8.0
25d_a34|0|0|0.0|7.412764017000001|1|1.433689841|1.940324546|0.128783829|5.351858133|1|0.041037037|0.0|-0.8576484190000001|-0.1266965|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|174.9700398|215.4372954|12.8082206|-2.358118108|-44.00298587|2939.671168|445.9861716|-1559.714654|-19.46475234|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|-1031.631874|37.86469665|0.019881997|2006.828923|673.8038326000001|1.0|1.0|1.0|1.0|2.0|3.58|3.76|23.0|3.05|3.95|90.3|0.0|119.81|0.0|7.0|-4.61|32.0|5.0|427.46|0.0|0.0|1.0|-4.48|2.44e-05|0.0104|3.3e-05|3.05|0.0|0.0|8.26e-09|3.53e-06|-0.03521|-1426.496796|-1426.468726|1198.19|290.15|0.2106|290.15|554.05|0.6764600000000001|-1426.243341|0.2106|6.1995|-0.21234|0.02807001|-1426.307095|6.0223|6.0223
17a_a10|0|0|0.0|7.535296702|2|1.3438501040000002|2.118111229|-0.218519541|5.4161004020000005|3|0.036545455|1.863045777|-0.2946568739999999|-0.093735748|10.92970797|0.031632653|1|1|0.01029375|-0.132166258|-0.225935253|-0.360142554|-0.275154041|0.7019075779999999|0.76281504|0.029106767|0.054069767|1|-0.055423599|-0.082689376|0.463842217|0.020088947|-39.18491085|51.96456548|103.34686|10.04165819|-1.488408763|-27.70403316|3154.628148|603.6608262999999|-1052.3164359999998|-11.80945728|8.621193279|16.96492079|0.967815851|7078.918870999999|307.7420338|-743.9958084|29.57794442|0.0254938|1863.410498|911.2106544|1.0|1.0|1.0|1.0|0.0|3.8|3.66|21.0|3.31|2.5|76.38|0.0|142.16|0.0|6.0|-3.68|35.0|6.0|468.55|0.0|1.0|0.0|-4.32|0.00021|0.0986|4.74e-05|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|-1524.557372|-1524.52012|1326.24|310.84|0.2142|224.26|603.73|0.32889|-1524.187115|0.0867|4.1012|-0.21203|0.03725238|-1524.252023|7.3098|7.3098
7b_a10|0|0|0.0|7.535296702|2|1.186434511|0.0|-0.170920618|5.4161004020000005|2|0.037804233|2.079721225|-0.07459988|-0.01808249|10.93274506|0.039221939|0|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|0.624866343|0.764865564|-0.108464916|0.065705128|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|13.37827368|39.29815915|2.6314862480000003|-1.152667458|-15.96741933|2290.380138|480.6333417|-599.3081212000001|-7.419027879|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|767.3149142000001|459.0250226|0.0|1.0|1.0|0.0|0.0|3.9|0.0|16.0|4.34|3.03|41.38|1.0|105.44|0.0|2.0|-5.28|25.0|3.0|346.81|0.0|1.0|1.0|-5.28|5.29e-06|0.00183|5.25e-06|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|-1450.09312|-1450.06366|951.55|340.37|0.1488|205.85|400.65|0.4195399999999999|-1450.075119|0.0899|4.2068|-0.21225|0.02946054|-1450.124551|4.7033|4.7033
3j_a32|1|1|3.564417045|8.234564993|0|0.609420782|0.0|0.0053427669999999|6.3044488020000005|0|0.037373737|2.248764828|-0.269814716|-0.086191775|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0.812195122|0.824282683|-0.020129489|-0.084553991|1|-0.070289671|-0.095013178|0.27811778|0.013773753|-37.33051857|47.55031019|71.64373163|3.885056172|-1.140158136|-19.82606536|2282.569698|459.4516326|-605.5327007000001|-8.691773249|5.900829539|10.69497519|0.812452828|4866.613493|133.42496409999998|-321.5956102|21.85672669|0.015301673|808.6988876|398.2788055|1.0|1.0|1.0|1.0|1.0|3.27|3.0|19.0|6.68|4.93|110.94|0.0|95.74|0.0|3.0|-5.92|23.0|3.0|338.45|0.0|0.0|1.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|0.0|2.03e-07|6.86e-05|-0.05361|-1671.507439|-1671.479105|934.19|354.42|0.3005|354.42|405.19|0.7028|-1671.351322|0.3005|3.6238|-0.19859|0.02833407|-1671.402462|8.0969|8.0969
AKLKII_a46|0|0|2.917217813|6.605297921|0|1.4316666480000002|0.0|-0.206312209|4.59511985|3|0.0386379929999999|1.744747103|-0.129865138|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.064690027|1|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|160.85204040000002|76.99187522|2.335284369|-1.161800612|-16.15213359|2000.353437|397.2168972|-550.9360419|-7.464534402999999|5.83938898|11.22955511|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|0.015584114|713.5187596|314.0966684|1.0|0.0|1.0|1.0|1.0|2.81|1.6|21.0|3.9|3.39|67.35|0.0|85.32|0.0|2.0|-3.24|22.0|4.0|287.32|0.0|1.0|1.0|-3.58|0.000578|166.0|0.000266|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||||6.7423|6.7423
19a_a22|0|0|0.0|6.842683282|0|1.422917238|1.572240489|-0.000989685|4.727387819|2|0.0389622639999999|1.545757986|-0.548716971|-0.011513343|10.9464374|0.016501913|1|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|0.72808001|0.777600172|-0.155892259|0.0271939039999999|1|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|373.8201781|190.7541925|13.82990734|-1.967744721|-50.18975739|3167.140147|555.4133255|-1468.267194|-19.56380872|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|38.29242013|0.025888799|2144.375527|781.8210659|1.0|1.0|1.0|1.0|2.0|3.61|2.27|27.0|3.08|3.41|128.68|0.0|132.15|0.0|7.0|-4.38|35.0|6.0|463.49|0.0|0.0|0.0|-4.11|4.16e-05|0.0193|7.69e-05|2.05|0.0|0.0|1.73e-09|8e-07|-0.06398|-1537.071348|-1537.0241640000002|1277.14|346.24|0.2218|246.01|567.03|0.34556|-1536.756515|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|7.3188|7.3188
10_a1|0|0|3.261363142|6.86171134|0|1.435871163|0.0|0.0883621719999999|4.727387819|1|0.037578348|0.0|-0.621976404|-0.020225596|10.94957578|0.010430299|1|1|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0|-0.116648443|-0.10949971|0.126889306|0.014751098|-65.97424138|212.8090837|186.6625065|4.718623023|-1.861495069|-37.31383317|2432.447088|378.9193385|-1052.827816|-14.52342192|7.376231317999999|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|30.78628757|0.015427326|1262.237791|433.2550452|1.0|0.0|1.0|0.0|2.0|3.0|2.18|23.0|4.86|5.06|78.87|0.0|99.61|0.0|4.0|-4.98|27.0|5.0|359.35|0.0|0.0|1.0|-4.73|1.04e-05|0.00372|1.87e-05|3.64|0.0|0.0|9.53e-09|3.42e-06|-0.06802|-1223.159954|-1223.125689|979.35|363.94|0.6754|363.94|464.77|0.70345|-1222.969096|0.6754|5.3861|-0.20378|0.03426532|-1223.022387|5.8239|5.8239
