molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|n6aHRing|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
8a_a12|0|0.0|0.0|0|0.0|1|0.0|0.082323047|-0.00771093|-0.052287869|3|0.0420317459999999|-0.205012437|-0.362413703|-0.050603335|-0.084035283|0|0.000249868|2|-0.146966854|0.862306783|-0.093050281|-30.69873711|-48.195997|5.354053791|46.32568673|0.107343574|-0.033836466|2.773166902|-1.4888045019999998|-15.90061008|55.45388635|36.0527909|462.3571879|-771.1359521|2093.2274030000003|5.113243051|0.878904705|4806.044707999999|108.02980890000002|0.014012546|974.3568539|1.0|1.0|4.06|0.15|18.0|3.87|2.89|0.0|105.24|0.0|1.0|3.0|-3.9|25.0|4.0|-6.04|327.38|0.0|1.0|1.0|3.1|6.19e-05|3.18|4.2e-06|-0.06246|3.41|3.9091|556.3|952.71|317.17|0.2486|424.14|0.6309100000000001|0.6309100000000001|-0.15696|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|6.7011|6.7011
LY580276_a4|0|0.0|0.0|1|7.535296702|1|2.067497166|-0.156842923|-0.001543874|-0.020236527|1|0.044357639|0.0295482979999999|-0.063298854|-0.172607392|0.011772853|1|0.009622161|1|0.019144144|0.518109998|-0.071023484|-27.6229776|-34.22831819|4.207217677|11.22286434|0.131473004|-0.028035586|2.027582675|-1.065352257|-13.31233017|38.23432817|31.83019528|418.5688558|-513.4247728|1511.5340210000002|5.456603642999999|0.7764939829999999|4098.640927|73.32703409|0.008312438|605.5630025|1.0|0.0|3.01|0.22|17.0|4.49|3.13|0.0|84.74|0.0|1.0|2.0|-3.67|22.0|3.0|-5.71|293.34|0.0|1.0|1.0|3.69|6.18e-05|3.35|8.08e-05|-0.0225|3.64|4.4918|519.23|865.23|276.03|0.1905|402.99|0.36903|0.68002|-0.18746|2.5355|-0.2099599999999999|0.023546627|-959.404416|3.2891|6757.0|6757.0
7_a47|0|0.0|0.0|0|0.0|0|0.0|0.00763426|-0.008206422|-0.143650735|2|0.04030303|-0.128433676|-0.3939082339999999|-0.085507035|-0.0781924059999999|0|-0.00794321|2|-0.124285418|0.671549194|-0.095957591|-45.82735481|-54.113260200000006|5.027768049|103.5602725|0.152677268|-0.036250645|2.8353037860000003|-1.631279045|-25.84337052|61.47335819|50.85512286|477.8297898|-919.9254234|1968.695833|6.485224033|0.681423344|5958.904826|103.2106353|0.0130514639999999|1126.008167|1.0|0.0|2.96|0.09|22.0|5.63|3.69|2.0|111.28|0.0|1.0|4.0|-6.47|28.0|4.0|-4.8|393.84|1.0|0.0|1.0|4.89|8.75e-07|5.49|1.3900000000000001e-07|-0.05297|5.08|3.7203|604.84|1043.33|333.26|0.2144|455.81|0.69314|0.69314|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6|7.6
12k_a36|1|3.483171769|0.0|0|7.412764017000001|2|0.0|-0.076124222|-0.0071232019999999|-0.063399056|2|0.039061728|0.096315593|-0.413145744|0.003690005|-0.058284869|1|0.003724542|1|-0.102077284|0.856135378|-0.101946803|-49.87227128|-67.14870046|11.90012613|46.79001927|0.157229536|-0.037758075|7.838185977999999|-2.038936068|-32.84907515|78.24529096|61.7723974|555.1026569|-1342.974009|2294.707886|7.241602627000001|0.919048073|6027.033337|144.457092|0.016847116|1720.258086|0.0|0.0|4.89|0.12|17.0|3.62|2.38|1.0|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|2.82e-05|3.45|3.94e-05|-0.0497|3.83|3.6631|697.92|1186.08|338.46|0.3116|530.51|0.5249199999999999|0.70031|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|7.8539|7.8539
14b_a3|0|0.0|0.0|0|6.823286122000001|0|0.0|0.143500839|-0.009130444|-0.1160619169999999|3|0.039799383|-0.1551678719999999|-0.356087317|-0.008040839|-0.102362298|1|-0.004161699|3|-0.170297225|0.8255789570000001|-0.100993354|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|-0.036469822|3.067822725|-1.312913604|-21.76034149|57.87172082|50.77131401|384.6023764|-642.0403962|1289.104749|4.989782639|0.951659927|4803.535505|113.9829058|0.017348996|837.1723509999999|1.0|1.0|3.18|0.06|21.0|4.28|1.04|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|4.0|-6.42|319.38|0.0|0.0|1.0|2.82|0.000103|2.58|4.08e-05|-0.06676|2.22|3.0724|524.27|879.19|403.54|0.2276|368.39|0.70123|0.70123|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|6.4202|6.4202
26_a47|0|0.0|0.0|1|6.86171134|0|1.06819297|0.11828578|-0.012090143|-0.200192886|2|0.045681818|-0.110530752|-0.544056455|-0.046771537|0.0081426509999999|1|-0.008325552|2|0.0120097289999999|0.651797437|-0.101679756|-57.01987795|-59.08415114|12.13564316|9.608109253|0.2895618|-0.038735145|7.0517889060000005|-1.626876095|-33.13315474|73.39007585|69.15552111|412.8219782|-945.3464183|1341.904566|6.945070057000001|0.90465254|5994.406615|164.0744453|0.024619511|1317.300461|1.0|1.0|3.13|0.05|21.0|2.84|2.59|1.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|-6.51|396.81|0.0|0.0|1.0|3.18|2.77e-05|3.12|2.37e-05|-0.06279|4.37|3992.0|592.84|1006.59|310.58|0.3197|443.78|0.50921|0.68707|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|7.9|7.9
13c_a5|1|2.944180713|0.0|0|6.605297921|1|0.0|-0.2071929139999999|-0.005082338|-0.0090268969999999|3|0.024822695|-0.010689086|-0.284610951|-0.098760742|-0.018055556|1|0.006110714|2|-0.033833834|0.6775573359999999|-0.076591149|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|-0.025039414|10.06137448|-1.302049531|-33.60884086|70.46156718|66.23254483|527.6071331999999|-858.5021696|1235.709541|8.492261628|0.873289814|5989.714507|295.8302846|0.0302745689999999|1557.152554|1.0|1.0|3.13|0.17|23.0|4.23|1.16|1.0|120.88|0.0|1.0|5.0|-3.55|31.0|5.0|-7.28|411.46|0.0|0.0|1.0|2.68|0.000109|2.15|3.36e-06|-0.05615|3.99|4.2145|676.53|1153.36|294.18|509.0|513.33|0.41594|0.51479|-0.17324|2.3276|-0.22939|0.03747691|-1351.067237|2.9732|6.9101|6.9101
41_a47|0|0.0|0.0|1|6.842683282|0|1.840145925|-0.225923786|-0.004083905|-0.072088843|3|0.042537538|-0.080388467|-0.187859623|0.024881402|0.075316535|1|0.0047106|3|0.123676975|0.609110565|-0.0899793719999999|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|-0.02929561|5.852270304|-1.259711209|-19.48810377|63.84353454|44.86996758|464.8854878|-711.4235867000001|1073.170368|7.168742909|0.8084689140000001|5042.636398|195.8852341|0.023067788|1089.222944|1.0|1.0|3.18|0.16|21.0|3.34|1.75|0.0|99.09|0.0|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|0.0|1.0|1.0|3.06|0.000125|2.49|1.17e-05|-0.05053|2.41|3.7144|603.1|995.43|333.8|0.2849|471.9|0.6779|0.68638|-0.15208|4.9162|-0.2026099999999999|0.02982752|-1162.342476|6.8546|8.0|8.0
17b_a50|0|0.0|0.0|2|7.934155233999999|1|4.35392516|-0.145258626|-0.002181823|0.013050204|1|0.032052154|0.035558152|-0.144000296|-0.152660972|-0.15040528|2|0.012686493|1|-0.257646121|0.748900413|-0.07555585|-33.25475672|-52.58062823|8.976922737999999|9.9094658|0.068150817|-0.02681014|6.247196459|-1.662228695|-23.14256283|59.65808461|42.23167946|648.4900322000001|-1156.773821|1948.148592|8.324966952|0.936245718|6059.076348|136.82673369999998|0.010169967|1439.872076|1.0|1.0|4.17|0.35|20.0|4.18|2.71|3.0|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|426.56|0.0|1.0|0.0|3.87|1.22e-05|3.96|1.22e-05|-0.0318|3.77|4.0418|752.09|1300.3|306.75|0.1817|647.75|0.6269899999999999|0.66195|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|8.4096|6.9136|6.9136
12ap_a36|1|3.4417292610000003|0.0|0|7.412764017000001|2|0.0|-0.06398791|-0.007719624|-0.010732275|2|0.042739018|0.066185994|-0.424579308|-0.105824575|-0.042675894|1|0.001194592|1|-0.074596774|0.8212311840000001|-0.106173763|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|-0.037473093|9.36249036|-1.91112774|-35.56900768|83.16347311|68.48007054|544.9693552|-1253.939017|2328.307856|8.766216204|0.86772056|6003.481614|172.00197649999998|0.020575639|1699.445432|0.0|0.0|4.78|0.13|17.0|2.75|1.38|1.0|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|0.0|1.66|0.000113|2.4|8.97e-05|-0.06084|2.98|3.8801|691.41|1160.79|319.54|0.8819|553.28|0.59563|0.6929|-0.15704|7.0249|-0.21788|0.04039655|-1325.0127220000002|9.6512|7.4949|7.4949
24_a47|0|0.0|0.0|1|6.86171134|0|1.225600378|0.0453435129999999|-0.010774404|-0.1160443999999999|2|0.039520202|0.0251322929999999|-0.484848181|-0.063708635|0.071506228|1|-0.004514441|2|0.113432542|0.627160379|-0.090995097|-42.71324947|-51.21152885|12.11301576|41.72753688|0.216050899|-0.032498249|6.81713713|-1.364926459|-24.03877652|69.27912772|54.82626523|441.2021442|-768.1729327|1239.381181|7.024694045|0.920079732|6022.202634|218.5873217|0.032103375|1255.998102|1.0|1.0|3.14|0.05|21.0|2.78|2.86|1.0|104.73|0.0|1.0|5.0|-4.61|28.0|5.0|-6.48|396.81|0.0|0.0|1.0|3.31|3.05e-05|3.16|9.22e-06|-0.06517|4.46|3.9675|578.94|1002.04|312.5|0.2618|450.98|0.6835|0.6835|-0.16333|2.6517|-0.2285|0.03414611|-1695.98597|3.6008|8.5|8.5
6b_a40|0|0.0|0.0|1|8.421342866|2|1.710647518|0.135693438|-0.014861289|-0.069975812|0|0.039863946|-0.137534783|-0.698480566|0.0986825569999999|-0.226457281|2|-0.004728928|0|-0.307881994|0.6462648870000001|-0.118488624|-72.13527644|-79.36130196|9.771129787|176.8246355|0.246568426|-0.049599889|6.544506614|-2.132795227|-48.31476032|87.29061302|81.90640622|504.6333458|-1428.503435|4049.386572|6.976123351|0.793750992|8482.600495|81.61884754|0.011838681|1626.736212|0.0|1.0|4.02|0.21|14.0|5.67|2.61|2.0|130.16|1.0|2.0|5.0|-8.41|31.0|5.0|-5.85|511.42|1.0|0.0|1.0|4.21|6.55e-07|5.03|0.00318|-0.09533|8.98|3.1026|687.2|1183.07|399.62|0.4962|552.01|0.69429|0.69429|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|11.3203|7.5229|7.5229
17a_a10|0|0.0|0.0|1|7.535296702|2|2.118111229|-0.218519541|-0.004333189|0.021150127|3|0.036545455|-0.082914437|-0.2946568739999999|-0.093735748|0.031632653|1|0.01029375|2|0.054069767|0.673253555|-0.082689376|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|-0.023625536|10.04165819|-1.488408763|-27.70403316|76.48633670000001|53.38795048|603.6608262999999|-1052.3164359999998|1855.293376|8.621193279|0.967815851|7078.918870999999|307.7420338|0.0254938|1863.410498|1.0|1.0|3.8|0.33|21.0|3.31|1.29|1.0|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|-7.43|468.55|0.0|1.0|0.0|2.64|4.74e-05|2.43|2.22e-05|-0.04641|3.95|3.9887|767.6|1326.24|310.84|0.2142|603.73|0.32889|0.67671|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|7.3098|7.3098
14e_a23|0|0.0|-4.45581912|2|7.423568444|0|3.052208981|0.059967018|-0.008865361|-0.272389934|2|0.044241453|0.023369734|-0.4787294729999999|0.021081733|-0.009871698|2|0.001951778|2|-0.014216155|0.5415996160000001|-0.089453046|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|-0.03935934|8.73073591|-1.96796702|-35.54678231|74.75779594|63.61519626|644.0923882999999|-1369.74655|2428.874279|8.020794334|0.981902808|7663.17288|141.6222839|0.017954325|1719.6510460000002|0.0|1.0|3.54|0.09|26.0|4.42|3.82|2.0|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|1.0|0.0|0.0|4.5|1.61e-06|4.46|2.85e-06|-0.08122|4.2|3.7033|706.39|1209.58|334.8|0.3178|571.39|0.63922|0.63922|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|5.5469|8.5214|8.5214
18a_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|0.045071414|-0.006673169|-0.02919335|2|0.040166667|-0.041327798|-0.353677943|-0.01286191|-0.094932667|1|0.005458948|1|-0.171895425|0.7961424690000001|-0.095397479|-45.11907802|-59.38972262|10.62073502|79.18861306|0.14081879|-0.036990859|6.611941026|-1.812552105|-28.08889239|69.35818061|55.73981304|534.88346|-1128.40473|2814.429655|7.050626413|0.8050400790000001|5942.293347|130.4247923|0.016012295|1427.458469|0.0|1.0|4.75|0.14|17.0|3.84|2.82|2.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|0.0|2.63|1.4e-05|3.87|9.21e-05|-0.05605|3.82|3.4712|665.12|1120.46|357.18|0.3781|508.08|0.69033|0.69033|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|7.6108|7.6108
43_a18|0|0.0|0.0|0|7.03438793|2|0.0|0.032999679|-0.005099385|-0.01369899|1|0.033734062|-0.05314954|-0.397752066|0.031746165|-0.032429984|0|0.003801459|0|-0.0579590709999999|0.712848727|-0.0822489459999999|-54.49271386|-63.87648583|5.35147222|0.66443384|0.147655113|-0.0311212229999999|4.156080507|-2.302970476|-42.32033664|69.46280937|59.84418608|661.9512957999999|-1788.541603|1579.614523|10.01438533|0.930331529|7428.282915000001|97.56464265|0.007193089|2045.512486|1.0|0.0|4.54|0.34|18.0|4.5|3.7|3.0|160.76|0.0|1.0|9.0|-6.45|38.0|3.0|-5.78|508.65|0.0|0.0|0.0|3.48|1.09e-06|5.1|1.28e-07|-0.04949|8.79|3.2233|843.1|1493.25|384.65|0.5429|702.4|0.6926800000000001|0.6926800000000001|-0.13196|3.0482|-0.18145|0.02315412|-1611.198355|3.6943|6.2041|6.2041
14q_a23|0|0.0|0.0|2|7.423568444|0|3.292130907|0.141057047|-0.0101981219999999|-0.130330047|2|0.044138322|0.064903564|-0.5608967029999999|-0.058543701|-0.056324491|2|0.002496501|2|-0.089657283|0.7333675390000001|-0.096370719|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|-0.039682061|10.17264683|-2.023785094|-42.23665548|79.42966327|76.3369885|530.8381985000001|-1389.433443|2213.1193780000003|8.732265278|0.893957277|6982.066379000001|152.86702240000002|0.01932289|1787.418422|0.0|1.0|3.52|0.04|26.0|2.57|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|-7.33|454.51|1.0|0.0|0.0|2.62|4.03e-05|2.46|5.03e-05|-0.08159|4.19|3.6431|714.22|1222.17|340.33|0.4943|554.59|0.5949|0.5949|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|12.0503|7.8069|7.8069
18_a34|0|0.0|0.0|1|7.423568444|1|1.801574074|-0.063113846|-0.014733513|-0.101546926|1|0.040527066|-0.100548575|-0.677741618|-0.141332289|-0.136990511|1|0.002183342|1|-0.224951558|0.713979177|-0.129784908|-49.86847383|-71.65163761|22.55015528|66.6880793|0.31018528|-0.0422555509999999|12.44948722|-1.816988713|-27.53138148|86.77082535|72.41862911|380.8328339|-1003.122927|1774.550004|6.282442545|0.789096743|5296.289007|167.9151283|0.027385869|1441.579371|1.0|1.0|3.28|0.21|17.0|3.13|1.49|1.0|93.91|0.0|2.0|5.0|-4.32|26.0|6.0|-6.26|351.36|0.0|1.0|1.0|2.89|7.829999999999999e-05|3.07|0.000781|-0.03925|5.07|4.1234|592.04|991.93|300.68|0.3525|483.87|0.56101|0.60488|-0.17549|5.0935|-0.21474|0.02902032|-1199.158044|6.7806|5.6144|5.6144
14_a47|1|2.871076328|0.0|0|6.605297921|0|0.0|-0.126490693|-0.006070958|-0.136491228|2|0.036632997|0.017068634|-0.2306964|-0.01670074|0.0295267039999999|1|-0.006335783|2|0.050943962|0.579833096|-0.094132436|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|-0.034963476|5.113919242|-1.223721666|-23.79514424|61.62381153|57.32194098|343.7492333|-617.1571777|670.2518865000001|6.909385453|0.904139078|4695.98899|169.0962983|0.028057496|928.4611922|1.0|0.0|2.78|0.0|21.0|3.97|2.49|0.0|86.58|0.0|1.0|3.0|-3.97|24.0|5.0|-6.21|323.3|0.0|1.0|1.0|3.16|7.46e-05|2.91|5.27e-06|-0.06057|2.64|3.9671|519.55|849.76|312.53|0.2452|375.43|0.68345|0.68345|-0.16377|2.2485|-0.22434|0.03679054|-1127.6593779999998|3665.0|8.1|8.1
34_a47|0|0.0|0.0|1|6.842683282|0|1.883479676|-0.210257395|-0.004157676|-0.064842466|3|0.03522792|-0.094313757|-0.191253079|-0.043634386|0.078153957|1|0.0047106|3|0.128336294|0.609110565|-0.090141168|-34.3104683|-49.91779281|10.92238452|31.17423189|0.1739443389999999|-0.029348287|6.048527453999999|-1.261976347|-19.00022922|62.66739933|45.23285281|457.4477611|-698.8490993|918.6458674|7.066583143|0.834499257|5105.274301|191.6093987|0.023023142|1068.587688|1.0|1.0|3.19|0.16|21.0|3.34|1.75|0.0|99.09|0.0|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|0.0|1.0|1.0|3.02|0.000125|2.49|1.17e-05|-0.0545|2.41|3.8892|585.79|980.02|318.79|0.2309|436.88|0.6602399999999999|0.69314|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|6.2235|8.7|8.7
7c_a10|0|0.0|0.0|1|7.535296702|1|2.1219657030000003|-0.152261681|-0.00375251|0.012145872|2|0.039433962|-0.1122332619999999|-0.206388032|-0.033792245|-0.066271289|1|0.0107756969999999|2|-0.105104647|0.6952665379999999|-0.0876410609999999|-29.66615908|-51.2378943|16.04055193|87.99694927|0.093723511|-0.0223398779999999|9.377842892|-1.139333798|-17.34382833|67.01436709|45.70671102|529.8395322|-666.0926258|1881.379304|6.703148323|0.8781281320000001|6034.895823|276.93712|0.0269852389999999|1265.598592|1.0|1.0|3.48|0.26|21.0|4.59|1.99|1.0|113.07|0.0|1.0|4.0|-4.44|29.0|5.0|-6.2|386.45|0.0|1.0|1.0|3.59|2.05e-05|3.46|6.4e-06|-0.04004|2.76|3.8357|635.47|1102.43|323.24|0.4049|488.89|0.41348|0.68708|-0.16055|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|5.4191|5.4191
47c_a18|0|0.0|0.0|0|7.03438793|1|0.0|0.02368001|-0.007068829|-0.048726885|0|0.032688172|0.047739847|-0.537230966|-0.058748345|0.028947131|0|0.002674691|0|0.050944273|0.7601847759999999|-0.094000037|-57.54296759|-75.57063623|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|10.25333491|-2.350000928|-46.26124419|88.76073429|70.29678191|653.4941186000001|-1889.265906|2027.892739|9.566965871|0.958059115|7527.530240999999|201.7910841|0.016406766|2522.390613|1.0|0.0|4.61|0.3|18.0|2.84|2.41|3.0|154.77|1.0|1.0|12.0|-5.73|38.0|4.0|-6.61|513.63|0.0|0.0|0.0|2.42|8.12e-06|3.98|3.42e-07|-0.0449|7.72|3.1096|850.89|1505.09|398.71|0.5869|790.07|0.6983199999999999|0.6983199999999999|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|8.5229|8.5229
13e_a6|1|3.433539068|0.0|0|6.842683282|0|0.0|-0.089778965|-0.006882528|-0.008507023|2|0.044021739|0.018376555|-0.378539035|0.0266218529999999|-0.037793156|1|-0.001446486|2|-0.067328767|0.790249345|-0.093298845|-49.62570093|-62.36320497|12.28502792|66.59852278|0.138323399|-0.032929004|8.211609879|-1.679379203|-33.17101912|75.42629799|61.91072885|575.965487|-1122.537689|3457.565879|7.973429837999999|0.799234143|6147.8097210000005|185.4673146|0.019543118|1553.619759|1.0|1.0|3.51|0.08|27.0|5.01|0.92|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|0.0|1.0|3.31|1.65e-05|3.27|2.75e-08|-0.07534|3.36|3.2475|713.3|1202.5|381.78|0.8312|567.24|0.38609|0.7034199999999999|-0.1327|10.1884|-0.20804|0.03809808|-1347.074898|13.2999|7.9208|7.9208
15c_a22|0|0.0|0.0|1|6.842683282|0|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|-0.023927419|0.006275578|1|0.004362505|2|0.010828071|0.639264982|-0.080088202|-48.58045253|-57.66130245|17.68362419|36.22825261|0.133414786|-0.0302219629999999|12.731723|-1.60176404|-34.97658951|75.52188549|66.26407672|623.9175171|-1153.226049|2092.620825|8.626398368|0.859281634|6882.442370999999|243.5126145|0.0248073129999999|1742.625289|1.0|1.0|3.49|0.08|27.0|3.9|1.08|1.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|0.0|2.98|2.4e-05|2.9|2.35e-07|-0.07399|4.79|3674.0|715.42|1241.07|337.46|0.5082|575.8|0.30831|0.69113|-0.15408|7.382000000000001|-0.22807|0.03150096|-1460.387718|9.0393|6.1325|6.1325
8_a4|0|0.0|0.0|1|7.535296702|1|2.126514848|-0.208165266|-0.001277205|0.03148225|2|0.038726287|-0.072752231|-0.056197036|-0.011835327|0.05775266|1|0.009595591|2|0.097165358|0.576540652|-0.065595042|-27.90231822|-33.90618946|5.362918401|11.02158946|0.074867554|-0.024598141|2.772101712|-0.983925625|-14.42275611|41.57817329|33.26523662|478.2025467|-508.5928419|1737.932042|5.695730546|0.750959081|5162.482272|141.55141369999998|0.0148422489999999|700.3924376|1.0|1.0|2.99|0.15|21.0|4.63|2.93|1.0|100.13|0.0|1.0|2.0|-4.35|25.0|3.0|-5.76|346.81|0.0|1.0|1.0|3.85|1.46e-05|3.74|5.72e-06|-0.05864|3.29|3.9863|561.6|949.09|311.03|0.1687|391.01|0.30471|0.57675|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|7.2676|7.2676
3h_a32|1|3.579396967|0.0|0|7.765993078999999|0|0.0|0.01077056|-0.005281944|-0.008243901|0|0.037731481|0.014517903|-0.269379119|-0.003152613|-0.111111111|3|0.003284804|0|-0.2|0.8030743229999999|-0.0882883959999999|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|-0.027590124|4.372100625|-1.324325944|-28.15732254|62.63332945|51.95714963|550.2022886|-829.1363044|2911.160989|8.107034244|0.692036677|5187.525619|141.8112711|0.011751781|1071.936307|1.0|1.0|3.65|0.35|19.0|8.11|2.64|2.0|112.28|0.0|1.0|7.0|-8.23|26.0|3.0|-4.29|382.55|1.0|0.0|1.0|5.4|7.140000000000001e-07|6.12|1.29e-06|-0.05318|4.61|3.5552|676.22|1127.45|348.74|0.2926|578.86|0.70257|0.70257|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|8.1549|8.1549
3o_a32|1|3.644417045|0.0|0|7.773594467000001|1|0.0|-0.022603806|-0.006253394|-0.014299905|1|0.035643275|-0.064818511|-0.306416317|-0.117781901|-0.090297882|3|0.000243592|0|-0.154436834|0.840991936|-0.095457829|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|-0.031819276|4.161738248|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|483.0270239|-825.5508427999999|2469.87467|6.392329273|0.835165165|5488.777096|123.9047338|0.0130649069999999|1051.530112|1.0|1.0|3.47|0.32|19.0|6.39|1.58|1.0|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|0.0|1.0|3.74|1.87e-05|3.46|2.04e-05|-0.05413|2.35|3.5333|620.56|1049.14|350.9|0.2851|464.85|0.70216|0.70216|-0.14652|3.2729|-0.20065|0.03088166|-1805.333039|5.8476|6.6198|6.6198
9h_a24|1|2.916716427|0.0|1|7.153833802|0|1.726213624|-0.203768024|-0.002864393|2.01e-05|2|0.023854167|0.078066659|-0.105982525|-0.209618231|-0.002471577|2|0.012380829|2|-0.004960317|0.656172477|-0.0687348109999999|-28.52000725|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|4.123788393|-0.8935525440000001|-13.48059881|47.51520531|37.24443236|417.7355164|-422.3569529|768.1954692|5.805547147|0.914204295|4170.098082|202.1279819|0.031789952|737.9073405|0.0|0.0|2.84|0.0|22.0|2.42|1.07|0.0|82.17|0.0|1.0|3.0|-2.83|22.0|4.0|-6.85|288.31|0.0|1.0|1.0|1.97|0.000575|1.7|0.000258|-0.0435399999999999|1.16|4.3437|506.68|831.92|285.43|0.3844|363.48|0.54606|0.61928|-0.18239|5.6654|-0.22593|0.0305020989999999|-945.200628|7.7741|7.1135|7.1135
6e_a31|1|3.402951625|0.0|0|7.773594467000001|1|0.0|0.06650322|-0.016012184|-0.178758575|0|0.037803618|0.132664341|-0.784597028|-0.008757878|-0.0462850729999999|2|-0.008439437|0|-0.072882794|0.795570315|-0.130898441|-74.99224589|-79.81721349|19.89514173|159.9587946|0.376659006|-0.046541668|12.13134981|-2.0943750530000003|-45.72760428|93.68572477|94.88738762|380.0911673|-1277.075416|2188.417358|7.513687859|0.916695963|6053.812282|146.03985980000002|0.022744048|1679.262243|1.0|1.0|3.55|0.1|22.0|5.19|1.36|1.0|109.69|0.0|1.0|4.0|-5.63|29.0|5.0|-6.5|404.44|0.0|0.0|1.0|3.27|2.18e-05|3.2|1.89e-05|-0.05426|4.31|3.3083|634.34|1077.48|374.76|0.5103|490.75|0.70391|0.70391|-0.13418|5.8193|-0.18844|0.03676794|-1652.503557|8.3583|6.4318|6.4318
