molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|n6HRing|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|FNSA3|FNSA5|PBF|RNCS|WNSA5|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
14t_a23|0.0|0|1|1|0.0|2|7.423568444|0|1.197962538|3.410065804|0.04919958|2|0.045277778|0.073534004|-0.041339801|-0.093434862|2|2|0.01180744|-0.136106024|-0.4515027279999999|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.820002545|-0.0553915009999999|-0.079253435|0.361071229|36.6149406|-33.66111722|0.799945841|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|-14.13766923|7.55064865|14.13931199|6523.656379|27.11827225|0.014352462|-390.9561553|666.0036144999999|0.0|0.0|1.0|3.49|26.0|-7.78|3.88|3.24|2.0|1.0|125.25|4.0|-6.1|425.51|0.0|3.78|1.43e-06|0.000608|0.0023899999999999|3.94|1.65e-08|7.03e-06|-0.06666|3.9855|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|311.09|534.86|0.68886|0.0003|-0.15625|5.8672|-0.22291|4.0|8.3979|8.3979
13a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984129|0.0|0.113424769|2|0.042560386|-0.036541822|0.0317047379999999|-0.0351777|1|1|-0.002215642|0.006103754|-0.5640209589999999|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.885516463|-0.109682335|-0.113507021|0.478381813|381.9643801|-51.70573895|0.799862466|88.22659517|-28.90911938|86.55791128|0.4661332179999999|3002.811441|470.0167988|-1532.183327|2520.165025|-19.5115996|8.066980235|15.1104742|6675.344631|36.14261279|0.017212819|-404.771677|713.7769663|1.0|0.0|2.0|0.0|17.0|-6.19|3.04|2.06|1.0|0.0|135.37|5.0|-7.05|441.51|0.0|1.91|9.68e-06|0.00427|0.0221|2.74|6.520000000000001e-07|0.000288|-0.0555|5.0535|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|0.1788|245.34|541.59|0.6845600000000001|0.1603|-0.14953|0.7158|-0.20503|14.0|7.8665|7.8665
1g_a5|0.0|1|0|0|0.0|0|6.605297921|0|1.4275159730000002|0.0|-0.203595168|2|0.027447447|-0.011534568|-0.132678208|-0.0353243789999999|1|1|0.006957291|-0.0178558139999999|-0.242737126|0.74740095|0.7778380309999999|0.030722968|-0.067172264|0.8393686990000001|-0.070108797|-0.074361785|0.39389953|74.51397212|-21.388323|0.61393343|54.34919851|-14.59051668|48.55052611|0.4713154089999999|2243.103668|464.3994751|-598.211184|832.7655896000001|-7.824996219|7.312498266|13.83149499|4639.260975|23.76563316|0.02697793|-122.2065919|422.96706330000006|1.0|1.0|1.0|2.12|23.0|-8.14|4.5|1.57|0.0|0.0|96.98|4.0|-6.15|328.37|0.0|3.09|9.27e-05|0.0304|0.0206|3.03|7.190000000000001e-09|2.36e-06|-0.0393|4.7822|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|259.26|448.93|0.66164|0.0504|-0.17042|3.4883|-0.20972|115.0|6.9393|6.9393
19d_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297043205|0.0|0.013465335|2|0.04572104|0.019858574|-0.0555594909999999|-0.024688524|1|1|-0.00835812|-0.128079012|-0.529632789|0.7581164340000001|0.853092207|0.111104525|-0.039361255|0.908591797|-0.116424545|-0.1248815919999999|0.3509455999999999|158.6487879|-51.60489663|0.7494816990000001|94.84426896|-28.24584108|90.37127996|0.478151237|3055.168373|406.0626253|-1525.275418|2995.494247|-18.15727844|7.056031803|13.52121974|6934.7619620000005|37.68716585|0.022660131|-320.7487188|686.8472757999999|0.0|0.0|4.0|2.38|17.0|-6.41|2.34|1.65|1.0|0.0|133.79|5.0|-7.84|444.46|0.0|1.94|0.000134|0.0594|107.0|1.65|3.94e-07|0.000175|-0.05091|5.3771|-1500.898316|-1500.850957|679.08|1171.77|338.89|0.3167|230.58|517.77|0.6957800000000001|0.0699|-0.15054|7.9959|-0.20145|11.0|7.9586|7.9586
4R4l_a46|0.0|0|0|0|0.171853072|1|7.825245291|1|1.134637095|2.155247543|-0.058870177|1|0.049498645|-0.067419714|-0.060895366|-0.161358058|1|1|0.006162668|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|-0.090505744|-0.084697739|0.208818132|177.33836430000002|-24.94818681|0.8782984840000001|49.44228224|-16.223992300000003|52.96512128|0.4568839389999999|2165.83681|486.6405745|-827.4236073|1766.0974600000002|-8.805242402000001|5.669819400000001|10.43942503|4923.057044|18.4720714|0.006401537|-410.6276419|579.2365607|1.0|1.0|1.0|3.24|17.0|-7.0|4.64|3.06|1.0|0.0|105.77|3.0|-5.23|347.45|0.0|4.09|5.25e-06|0.00182|0.0027|4.49|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.6497|-1092.75416|-1092.728268|584.44|1038.78|301.29|0.1678|266.65|498.78|0.67823|0.0851|-0.17475|2.1973|-0.19602|137.0|6.8633|6.8633
4a_a46|0.0|0|0|0|0.210988875|1|7.825245291|1|1.13463711|2.180332577|-0.214093513|2|0.0473245609999999|-0.137420119|-0.11172225|-0.0466186959999999|1|1|0.0120924389999999|-0.129430244|-0.143806973|0.679741138|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|-0.05488948|-0.067863141|0.264863483|6.579492736000001|-18.30276019|0.742626378|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|1427.844961|-5.968291366|5.613813876|9.831485239|4481.754309|15.47527339|0.011380391|-252.0050978|480.9500663|1.0|1.0|0.0|2.8|17.0|-6.82|4.18|2.35|0.0|0.0|96.74|3.0|-5.87|318.42|0.0|3.43|0.000117|0.0372|0.0156|3.34|1.53e-07|4.86e-05|-0.02921|4.5454|-994.237445|-994.2146342|560.87|967.0|272.77|0.1694|272.77|467.4|0.6893600000000001|0.1694|-0.19067|3.1825|-0.21988|181.0|6.7423|6.7423
12a_a5|0.0|1|0|0|0.0|0|7.139660336|1|1.338814635|0.0|-0.256282289|2|0.023108466|-0.0036987359999999|-0.114419442|-0.032601907|1|1|0.008649556|-0.093973419|-0.175245466|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|-0.058605038|-0.067680123|0.337539208|13.74268646|-25.55893402|0.746785093|50.40529807|-15.99663329|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|8.741980056000001|16.12184989|5294.775577|21.42066499|0.014342828|-303.31208710000004|650.3600841|0.0|1.0|1.0|2.96|23.0|-8.83|5.12|2.17|1.0|0.0|119.38|4.0|-6.23|381.47|0.0|3.58|5.37e-05|0.0205|0.00977|3.38|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|264.55|508.81|0.67169|0.0296|-0.17152|2.5642|-0.21228|19.0|7.7212|7.7212
8d_a8|0.0|1|0|0|0.0|1|7.05012252|0|1.395657339|1.41693287|-0.12349902|1|0.042323232|0.071729931|-0.077977198|-0.117111249|1|1|-0.001038264|0.025642021|-0.4385133129999999|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.804372443|-0.1072746469999999|-0.103150936|0.377028311|57.93693239|-43.86958028|0.675359878|86.29065071|-24.91463687|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|2093.380666|-16.2479927|7.507839835|14.52777156|6596.888351|36.89090464|0.029166961|-228.7206541|682.0472537|0.0|0.0|2.0|2.92|23.0|-7.62|3.93|1.92|1.0|0.0|121.1|5.0|-6.87|430.46|0.0|3.0|1.24e-05|0.00533|0.0147|2.89|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|-1447.595474|-1447.559429|690.78|1185.65|376.13|0.3|265.12|572.21|0.70165|0.1879|-0.13754|6.0111|-0.19757|18.61|4.7303|4.7303
16b_a32|-3.3094926630000003|1|1|1|0.0|0|7.765993078999999|0|0.2980105389999999|0.0|0.0873104119999999|0|0.041958333|-0.012739425|-0.018753196|-0.0657820279999999|3|3|-0.00180101|-0.222700615|-0.586122949|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|-0.088716278|-0.1083060409999999|0.559199331|53.96132589|-44.4669946|0.7476362679999999|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|3264.235184|-14.19159402|6.466656381|11.05406524|6612.089615999999|29.62431176|0.017136832|-317.3487516|597.8890744|1.0|0.0|2.0|2.48|19.0|-7.6|5.4|0.41|1.0|0.0|114.43|6.0|-6.72|433.57|1.0|3.26|5.19e-07|0.000225|0.0123|3.14|2.54e-08|1.1e-05|-0.05946|3.6211|-2315.990437|-2315.951437|676.92|1137.73|342.39|0.2849|342.39|567.01|0.70233|0.2849|-0.14995|4.4055|-0.2094099999999999|17.0|7.7696|7.7696
4e_a46|-3.742323661|0|0|0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|2|0.041636905|-0.08224348|-0.058626723|-0.05803828|1|1|0.002688298|-0.049530834|-0.514537262|0.738134189|0.77019676|0.075271624|-0.076733489|0.8146060740000001|-0.0835371459999999|-0.084780904|0.68427144|105.0139519|-48.825259|0.7951078540000001|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|3129.575458|-17.82509456|7.906917146|15.06943449|7615.063066|29.54149986|0.0125621839999999|-447.9030518999999|942.2127953|1.0|0.0|2.0|2.68|23.0|-8.81|3.05|2.06|2.0|0.0|137.28|6.0|-6.6|488.6|1.0|3.5|8.29e-07|0.000405|0.00191|3.78|1.56e-09|7.64e-07|-0.03893|4.2446|-1884.613031|-1884.564974|757.1|1343.97|296.81|0.4814|292.1|655.69|0.56481|0.3109|-0.17112|1.9941|-0.21005|154.0|6.8125|6.8125
14i_a23|0.0|0|1|1|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|0.142566578|2|0.0432555559999999|0.040408197|-0.018541856|-0.026731172|2|2|0.002496501|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|-0.0889593869999999|-0.096562208|0.266320368|324.811841|-45.14777443|0.7780956840000001|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|7030.347905|34.94120504|0.019276934|-380.3109456|693.3423458|0.0|0.0|2.0|2.64|26.0|-6.96|2.57|2.28|1.0|1.0|128.38|5.0|-7.33|454.51|1.0|2.61|6.11e-06|0.00278|0.0183|2.46|1.11e-07|5.03e-05|-0.08025|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|335.72|580.74|0.55606|0.3639|-0.1509599999999999|5.9563|-0.23121|3.0|8.4622|8.4622
5b_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|1.397278957|4.190114953|-0.253064589|1|0.034845679|-0.052494624|-0.137595558|-0.113846154|2|2|0.012290091|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|-0.1866330389999999|0.855527513|-0.041157676|-0.061164973|0.271653991|6.656963127999999|-15.78596849|0.5887490470000001|42.76068675|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|-435.0258302|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|4577.809819|18.47246431|0.023005632|-90.17329003|409.0289917|1.0|1.0|0.0|2.91|20.0|-5.86|3.15|2.4|0.0|0.0|96.89|2.0|-6.03|312.37|0.0|3.11|0.000335|105.0|0.0202|3.06|1.37e-06|0.0004269999999999|-0.0256899999999999|5.6332|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|411.9|0.66968|0.1094|-0.16683|4.4181|-0.19252|12.23|4.9126|4.9126
12w_a36|0.0|1|0|0|-4.750262163|0|7.412764017000001|2|1.24014105|0.0|0.081390556|2|0.041555556|0.041058884|-0.041402825|-0.010726574|1|1|-0.007897954|-0.3344729369999999|-0.604676196|0.647732719|0.828393514|-0.098657593|-0.016393443|0.8792981679999999|-0.086826396|-0.111267166|0.532980165|112.947763|-57.35989379|0.70536279|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|-21.24440511|8.365472166|15.701847400000002|7418.252264|41.94801097|0.0273396629999999|-294.8983941|672.4630346|1.0|0.0|2.0|0.0|17.0|-7.14|3.31|2.04|2.0|0.0|130.43|8.0|-6.4|465.43|0.0|2.65|6.26e-06|0.00291|4.0|3.86|7.24e-08|3.37e-05|-0.05326|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|552.55|0.69466|0.4508|-0.15708|5043.0|-0.21034|23.0|7.6383|7.6383
9a_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.6101356720000001|0.0|-0.009086485|0|0.036891534|-0.05057805|0.03406986|-0.0007638889999999|2|2|-0.0033853629999999|-0.15653721|-0.542342338|0.8058046320000001|0.782715368|0.045292529|-0.001313433|0.837697452|-0.100906991|-0.122626525|0.235442032|163.6011874|-50.50275387|0.737758755|94.03540892|-27.87131275|86.0923113|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|7.812278516|15.15483138|6273.506211999999|37.77835579999999|0.0239033229999999|-305.16297060000005|597.3075924999999|1.0|1.0|2.0|2.78|22.0|-8.13|5.51|1.58|1.0|0.0|113.64|5.0|-6.39|418.47|0.0|3.47|2.42e-06|0.00101|0.00715|3.47|7.35e-09|3.07e-06|-0.04275|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|540.01|0.7028|0.7028|-0.15757|5.0244|-0.20032|0.15|6.8239|6.8239
3d_a12|0.0|0|0|0|0.0|0|0.0|1|1.28383852|0.0|0.092417272|3|0.038787879|-0.166233441|-0.002185753|-0.058191686|0|0|-0.000643935|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|-0.066850425|-0.0958414059999999|0.2443206489999999|74.39425719|-25.2986621|0.77428353|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|-9.255608086|5.786006004|10.96674758|4509.417998|23.26659057|0.01611886|-281.8395348|410.9162081|1.0|1.0|1.0|2.71|18.0|-7.51|3.37|2.26|0.0|0.0|100.28|4.0|-6.22|313.36|0.0|2.67|0.000302|0.0945|0.0385|2.81|3.08e-08|9.64e-06|-0.06842|4.2114|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|411.35|0.6572100000000001|0.1583|-0.15387|2.2068|-0.22229|25.0|7.6021|7.6021
14q_a23|0.0|0|1|1|0.0|2|7.423568444|0|1.19796338|3.292130907|0.141057047|2|0.044138322|0.064903564|-0.058543701|-0.056324491|2|2|0.002496501|-0.033435987|-0.573130981|0.77007911|0.808928963|0.067394607|-0.089657283|0.871119857|-0.08960718|-0.096370719|0.227948491|350.836102|-45.42467289|0.777340899|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|-18.70427707|8.732265278|16.53853737|6982.066379000001|35.04742005|0.01932289|-380.8178266000001|693.3423458|0.0|0.0|2.0|2.66|26.0|-6.96|2.57|2.28|1.0|1.0|128.38|5.0|-7.33|454.51|1.0|2.62|6.11e-06|0.00278|0.0183|2.46|1.11e-07|5.03e-05|-0.08159|3.6431|-1798.645459|-1798.6108739999995|714.22|1222.17|340.33|0.4943|340.33|554.59|0.5949|0.4943|-0.14854|8375.0|-0.23013|16.0|7.8069|7.8069
8g_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.000475415|0|0.0438779959999999|0.000966222|-0.025002199|-0.03728368|1|1|-0.007047583|0.162134281|-0.508072694|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|-0.136742629|-0.129695841|0.298992226|171.26571059999998|-48.6934008|0.8330608209999999|90.27531534|-32.12579035|102.8541256|0.479218966|2889.141422|327.1604688|-1509.912147|2148.49832|-19.68456628|7.440878437999999|14.28792131|6581.432140999999|38.56355928|0.017636126|-408.1554248|551.1746801|0.0|0.0|2.0|2.96|23.0|-7.4|4.11|3.01|2.0|0.0|111.38|5.0|-6.34|417.39|0.0|3.5|5.01e-06|0.00209|0.00483|3.53|4.01e-08|1.67e-05|-0.05849|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|330.67|0.3904|330.67|489.97|0.69221|0.3904|-0.15542|6.0697|-0.21391|4.2|5.3768|5.3768
19b_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297044256|0.0|-0.122009545|2|0.044392765|0.013765516|-0.1381849369999999|-0.0697981979999999|1|1|-0.004358975|-0.250781298|-0.443325632|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|-0.086013549|-0.11557289|0.336505882|120.3048789|-44.51968852|0.7596369590000001|84.49751102|-25.82299118|67.31146923|0.478948837|2897.652112|452.6479704|-1291.149559|2436.66785|-16.02708787|7.159317935|13.74014387|6518.872269|33.99385836|0.020570275|-322.28833010000005|593.6088758|1.0|0.0|3.0|2.37|17.0|-7.12|3.55|2.78|1.0|0.0|125.65|5.0|-6.81|419.43|0.0|2.94|5.68e-05|0.0238|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|231.18|485.64|0.69411|0.1945|-0.15414|5.5253|-0.20445|12.0|7.9172|7.9172
15a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.136588366|2|0.038167849|0.021482585|-0.057308195|-0.015194063|1|1|0.005757758|-0.165471815|-0.360663314|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|-0.061755825|-0.081705465|0.410151945|96.58317516|-37.6479704|0.702735071|70.12529157|-21.33157831|56.35672103|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|-14.47998862|8.157552588|14.6895113|6322.278103000001|30.3550786|0.0216014629999999|-275.2352849|684.5377542|1.0|1.0|1.0|2.86|27.0|-9.21|3.87|1.73|1.0|0.0|124.05|5.0|-6.61|420.47|0.0|3.19|2.25e-05|0.00945|0.00881|3.18|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|-1368.35331|-1368.321775|696.57|1189.31|339.72|312.0|245.14|541.27|0.69076|0.0955|-0.15281|5.2588|-0.21285|143.0|6.8447|6.8447
12p_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.038440292|2|0.040899471|-0.062956958|0.000321545|-0.128484994|1|1|0.005965451|-0.09353607|-0.456474815|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|-0.074356395|-0.094870978|0.371591982|75.21136863|-38.78387161|0.8199554720000001|68.98315679|-23.33022469|57.20168999|0.469983155|2783.628159|539.2411292|-1213.171684|2326.5244390000003|-14.91687369|7.392482526|13.94763694|6166.812731|28.4530386|0.0130197619999999|-409.146112|686.039456|1.0|0.0|1.0|0.0|17.0|-7.01|4.35|3.04|2.0|0.0|132.24|4.0|-5.81|412.51|0.0|2.91|2.21e-06|0.0009119999999999|0.00291|4.23|9.75e-08|4.02e-05|-0.05169|5.1922|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|238.79|526.91|0.68561|0.1527|-0.14823|4.0456|-0.19992|17.0|7.7721|7.7721
12z_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604983642|0.0|-0.1155022219999999|2|0.040566449|0.034848862|0.018796341|-0.045463448|1|1|0.005111479|-0.207153446|-0.39205163|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|-0.071429418|-0.107776943|0.315493739|54.40462246|-52.13870496|0.630839856|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|-1349.321859|2435.831516|-16.464854199999998|8.071510779|15.74641625|7074.004131999999|37.52507564|0.029109145|-182.00664430000003|792.3440337000001|1.0|0.0|1.0|0.0|17.0|-6.83|3.94|2.2|2.0|0.0|140.26|6.0|-6.39|458.54|0.0|2.52|2.47e-06|0.00113|0.00456|3.81|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|257.96|580.6|0.6853199999999999|0.1441|-146.0|7.0446|-0.19279|44.0|7.3615|7.3615
13d_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|1.424214188|0.0|-0.045686501|1|0.041728395|0.077158715|-0.042531782|-0.10528143|1|1|-0.000899678|-0.174259072|-0.49314765|0.845481322|0.786837131|-0.027209556|-0.187174391|0.841971795|-0.092581323|-0.110731261|0.19992155|156.67194009999997|-51.34295409|0.769432845|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|536.999346|-1432.613867|3075.022992|-18.40596467|9.086171078|15.47559904|6185.117192000001|35.13035671|0.018542644|-366.9322097|692.8471883999999|1.0|1.0|2.0|3.03|23.0|-9.4|5.38|1.5|2.0|0.0|121.6|5.0|-5.88|423.47|0.0|3.74|1.11e-06|0.000471|0.00229|4.23|3.96e-10|1.68e-07|-0.05252|4.85|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|255.64|598.06|0.7007399999999999|0.2513|-0.14894|11.0994|-0.20146|0.36|6.4437|6.4437
6_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.271761557|2.170234316|-0.19701009|2|0.035283951|0.042096749|0.0032928379999999|-0.208689928|1|1|0.01098094|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|-0.052396457|-0.0670158929999999|0.417868437|14.1731579|-20.7966895|0.814470803|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|526.7333132|-671.9833521|1968.0178670000005|-7.639600225|5.758624844|9.981741408|5256.215815|16.83786074|0.008863911|-350.36323230000005|578.2065561000001|0.0|1.0|0.0|3.45|21.0|-7.99|5.1|3.09|2.0|0.0|109.7|3.0|-5.42|354.45|0.0|4.23|1.24e-05|0.0043799999999999|0.00274|4.28|1.04e-08|3.67e-06|-0.04867|4.8714|-1108.585859|-1108.563418|613.83|1057.7|307.24|0.1235|254.51|453.87|0.5877|0.0772|-0.16959|2.8026|-0.2182599999999999|1.3|5.8861|5.8861
12c_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.29696741|0.0|-0.087096843|2|0.040899471|0.085843909|-0.0621599059999999|-0.056994595|1|1|0.0010871589999999|-0.177407665|-0.4423430339999999|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0.8741648479999999|-0.073370864|-0.105624703|0.462597812|60.79111287|-43.57746274|0.75500974|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|6256.172329|32.34920911|0.019278991|-327.5932797|629.5017194000001|1.0|0.0|2.0|0.0|17.0|-7.18|3.35|2.51|1.0|0.0|128.76|4.0|-6.49|415.88|0.0|2.34|3.64e-05|0.0151|0.0106|3.31|6.65e-08|2.77e-05|-0.04992|3.8436|-1692.540795|-1692.511019|672.74|1137.55|322.58|0.3927|322.58|509.61|0.68913|0.3927|-0.15835|4.9812|-0.2082699999999999|9.0|8.0458|8.0458
13b_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.067327798|2|0.032833333|-0.0204949039999999|-0.042022102|-0.054716607|2|2|0.011379776|-0.269353185|-0.319215353|0.749187803|0.788327682|-0.041506802|-0.097736369|0.828965118|-0.051509874|-0.080785633|0.435064196|104.0753113|-41.27630533|0.700410304|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|2147.355856|-13.75876844|9.514897025|16.75483549|6639.077063000001|27.48170624|0.017277404|-286.5057775|900.2031356000001|1.0|1.0|0.0|4.17|20.0|-7.23|4.24|2.52|2.0|0.0|133.36|5.0|-6.3|455.55|0.0|3.99|9.65e-06|0.0044|0.00361|3.91|5.87e-08|2.68e-05|-0.02606|4.2315|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|0.1589|293.0|617.26|0.63872|0.1553|-0.1701599999999999|5.5271|-0.19622|1.83|5.7375|5.7375
12e_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.0026669809999999|2|0.041767677|-0.010682095|0.005418617|-0.055954785|1|1|0.0053380919999999|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.876441789|-0.07914783|-0.098059338|0.407218612|106.2790684|-43.14823836|0.7071208529999999|80.10232244|-23.31866823|68.59117243|0.46715936|2920.484542|541.7533217|-1235.889416|2392.685958|-15.46823639|8.069355055|15.14403079|6421.289402|32.97692061|0.022696477|-274.7836441|704.0353382000001|1.0|0.0|1.0|0.0|17.0|-6.74|3.89|2.51|2.0|0.0|133.77|5.0|-6.19|428.51|0.0|2.57|3.59e-06|0.00154|0.0050799999999999|3.84|1.84e-07|7.87e-05|-0.05044|5.0412|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|245.94|562.76|0.68605|151.0|-0.1476|5551.0|-0.19804|11.0|7.9431|7.9431
1_a3|0.0|0|0|0|0.0|0|6.823286122000001|1|0.6195934120000001|0.0|0.079857077|2|0.034166667|-0.004409693|0.038572075|0.032569462|0|0|-0.005006707|0.08803837|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|-0.098872259|-0.0925710269999999|0.521474118|289.8942564|-19.55367089|0.7920857179999999|49.05980305|-15.67458788|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|4.984064981|9.046658216|4510.611026|19.78900457|0.014174378|-268.4830832|373.1494221|1.0|1.0|1.0|0.0|16.0|-5.77|2.28|1.52|0.0|0.0|91.52|4.0|-6.87|306.38|0.0|1.5|0.0008529999999999|261.0|154.0|1.83|1.69e-06|0.000518|-53.0|5.8805|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|210.84|316.61|0.68912|0.0096|-0.1658599999999999|2.2332|-0.21886|724.0|6.1403|6.1403
