molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|n6HRing|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|FNSA3|FNSA5|PBF|RNCS|WNSA5|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
4f_a49|0.0|0|0|0|0.0|1|7.535296702|1|1.343848013|2.066693174|0.010266272|2|0.038839506|-0.087861524|-0.064058097|0.0705130559999999|1|1|0.001714014|-0.025995042|-0.46436755|0.69044503|0.7927086309999999|-0.00953448|0.114367229|0.8557769120000001|-0.102926696|-0.089955514|0.480786546|193.615884|-26.51573683|0.718306291|60.18871783|-18.1726086|64.88887164|0.437355335|2458.261097|400.1675422|-781.4221699|1629.651745|-9.866320682|6.302023735|11.20071713|5422.650822|25.29924744|0.020905063|-237.0468572|467.1194103|0.0|1.0|1.0|2.35|21.0|-6.54|3.42|2.03|1.0|0.0|102.08|5.0|-6.6|356.38|0.0|2.85|0.000102|0.0365|0.0289|2.64|2.92e-07|0.000104|-0.06954|4.6249|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|268.08|411.94|0.68474|0.0579999999999999|-0.15517|1.7833|-0.22471|0.04|7.3979|7.3979
12aj_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|2|0.043848238|0.064171987|-0.103202936|-0.042227364|1|1|0.003962098|-0.1763783589999999|-0.43462267|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|-0.073002742|-0.10279655|0.251263868|82.34300699|-42.23511741|0.77492734|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-1251.929069|2275.825451|-15.14089115|8.056502837|15.35536375|5763.333098|30.48195872|0.016684569|-352.4483722|662.0530478999999|1.0|0.0|2.0|0.0|17.0|-6.97|3.24|2.24|1.0|0.0|128.72|4.0|-6.55|395.46|0.0|2.14|6.929999999999999e-05|0.0274|0.02|3.04|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|-1272.27339|-1272.241135|682.84|1157.64|344.24|0.5616|237.06|539.55|0.70423|0.0082|-0.14818|5.8554|-0.20093|17.0|7.7696|7.7696
A7701_a51|0.0|1|0|0|0.0|0|6.605297921|0|1.390164251|0.0|-0.221071791|2|0.031405229|0.070581466|0.058290286|-0.0299823629999999|1|1|0.00740235|0.061434294|-0.22798944|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.8092075540000001|-0.071384149|-0.078131694|0.514530959|146.2104641|-16.67652408|0.799046392|41.87351682|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|1108.114062|-6.485314917999999|5.137516673|8.863149921|4153.310077|17.56790307|0.012504214|-276.3170672|332.8814548|1.0|1.0|1.0|2.05|21.0|-7.58|4.46|1.98|0.0|0.0|87.52|3.0|-5.82|286.33|0.0|3.12|0.000111|0.0319|0.0195|3.14|2.62e-08|7.5e-06||||||||||||||||25.0|7.6021|7.6021
8b_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.395658149|1.42474537|-0.023718767|1|0.040054466|0.019958073|-0.0422693659999999|-0.03443232|1|1|-0.003593429|0.079250224|-0.5058761820000001|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|-0.130159955|-0.11627069|0.28604765|172.84152849999998|-43.64473805|0.781454722|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|14.53652808|6471.7604200000005|37.20755791|0.022425382|-344.8810688|589.263087|0.0|0.0|2.0|2.93|23.0|-7.13|3.65|2.12|1.0|0.0|114.18|5.0|-6.87|414.41|0.0|2.9|1.6899999999999997e-05|7.0|0.0153|2.76|7.33e-08|3.04e-05|-0.06114|4.5819|-1407.0843|-1407.052256|640.35|1098.17|375.8|0.2618|270.59|488.56|0.70195|0.1515|-0.13807|5.8389|-0.19921|5.08|5.2941|5.2941
6e_a40|0.0|0|0|0|0.0|1|8.421342866|2|0.604892975|1.75595616|0.128035402|0|0.039160494|-0.15110197|0.103594243|-0.205140551|2|2|-0.002992481|-0.037027769|-0.6319354389999999|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|-0.107312598|-0.1164147119999999|0.376602018|185.1473293|-50.27304895|0.866991176|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|-21.04453212|6.972949117000001|12.49434084|7585.605268000001|36.93694043|0.012858969|-482.3355765|587.7345677999999|1.0|0.0|1.0|3.16|14.0|-4.63|5.02|2.12|2.0|2.0|125.15|5.0|-6.09|476.98|1.0|3.68|1.74e-08|8.31e-06|0.00124|4.4|2.35e-05|0.0112|-0.09682|2.9549|-2831.191706|-2831.156883|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.3625|-0.1195799999999999|8.3311|-0.2164|18.0|7.7447|7.7447
12b_a36 (EW-7197)|0.0|1|0|0|0.0|0|7.412764017000001|2|1.2970445309999998|0.0|-0.104514139|2|0.040899471|0.027495626|-0.098032695|-0.056994595|1|1|-0.000673716|-0.217394466|-0.442656599|0.724208473|0.819222745|-0.001567914|-0.097861598|0.8741648479999999|-0.081357853|-0.10866747|0.458627252|81.63796416|-42.53627024|0.746747352|80.95733534|-24.47552312|64.31504105|0.45988432|2772.832013|477.6935927|-1223.776156|2338.370858|-15.31305729|6.764872303|12.52485821|6096.459089|32.77617664|0.020730147|-308.7538779|595.8790650000001|||||||||||||||||||||||-0.04975|3.8475|-1332.180029|-1332.147999|659.48|1104.61|328.66|0.4491|322.25|486.64|0.69991|0.0197|-0.15571|5432.0|-0.20546|7.0|8.1549|8.1549
12m_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|0.096631895|2|0.040839506|-0.1305457069999999|0.0488832779999999|-0.0547272029999999|1|1|0.0026474159999999|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|-0.085422479|-0.103359773|0.415971907|133.774348|-47.58675592|0.773732767|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|2370.879718|-18.66147291|9.025816604|16.40342255|6658.711303|35.54574762|0.019500715|-371.4702679|683.7405759|1.0|0.0|1.0|0.0|17.0|-6.42|3.4|2.06|2.0|1.0|133.52|6.0|-6.22|439.49|0.0|2.36|1.01e-06|0.000444|0.00427|3.89|3.7600000000000003e-07|0.000165|-57.0|5.0617|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|244.95|578.87|0.68404|0.1615|-0.15042|3.6891|-0.20742|31.0|7.5114|7.5114
3b_a32|0.0|1|1|1|0.0|0|7.758333467000001|0|0.609420808|0.0|0.046791596|0|0.042528736|-0.0411430079999999|-0.1113575119999999|0.10614163|3|3|0.00020567|-0.151445075|-0.536470812|0.833920105|0.800396027|0.094335058|0.167519182|0.866250192|-0.073068133|-0.100355499|0.2719741|74.63320519|-24.14971513|0.764128338|56.82775081|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|-8.049905042|5.765940603|10.69254007|4448.251276|21.47528975|0.0154889019999999|-259.1375886|323.0421997|1.0|1.0|1.0|2.57|19.0|-6.5|6.25|1.45|1.0|0.0|88.24|3.0|-5.57|312.41|0.0|3.68|1.86e-06|0.0005809999999999|0.00697|3.71|3.19e-07|9.97e-05|-0.05396|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|0.2905|348.81|396.83|0.70257|0.2905|-0.1474099999999999|3.5719|-0.20137|6.0|8.2366|8.2366
12l_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297044247|0.0|-0.0944961519999999|2|0.039061728|0.128666217|-0.05158636|-0.0452558729999999|1|1|0.001194592|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|-0.079972189|-0.107815735|0.3827446779999999|39.27257375|-45.67788557|0.7379583590000001|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|7.471134223|13.88638723|6121.6555530000005|33.56329135|0.02088234|-309.7725155|642.3830552000001|1.0|0.0|2.0|0.0|17.0|-6.66|2.75|1.38|1.0|0.0|128.47|5.0|-6.68|406.44|0.0|1.77|2.72e-05|0.0111|0.0206|2.95|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|321.05|530.75|0.6925|0.4524|-0.15869|5392.0|-0.20973|0.02|7699.0|7699.0
14aa_a23|0.0|0|1|1|0.0|2|7.423568444|0|1.19796312|3.4143268310000003|0.066582026|2|0.046678487|0.031136154|-0.029037128|-0.044957534|2|2|0.012103325|-0.13397874|-0.4506138879999999|0.725358161|0.75434493|0.055269665|-0.070471939|0.8072028240000001|-0.052155763|-0.076107469|0.204831806|40.49537336|-35.2984572|0.796659447|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|-14.65218978|8.000512184|15.78173785|6651.23042|27.00633206|0.013786041|-404.0660854|733.3886349999999|0.0|0.0|1.0|3.68|26.0|-8.16|4.4|3.45|2.0|1.0|130.22|4.0|-5.92|439.54|0.0|4.1|5.9e-07|0.000259|0.00123|4.31|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.4157|-0.1449|5.8286|-0.21573|4.0|8451.0|8451.0
12f_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.6101347579999999|0.0|0.034876922|0|0.03703252|0.043286807|-0.0944165219999999|-0.0164221939999999|2|2|0.000889251|-0.205011573|-0.551471017|0.805862937|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|-0.097676974|-0.118239376|0.262896936|159.84734269999998|-57.54866283|0.686882955|97.53070764|-23.56842919|87.41178754|0.482666192|2710.311963|489.0460499|-1319.832035|1805.921786|-16.44247509|9.859605078|19.05849748|5845.744358|34.31214739|0.021559868|-260.7571603|713.5657448|1.0|1.0|2.0|3.78|16.0|-8.02|6.43|1.53|3.0|0.0|117.78|5.0|-6.19|426.53|0.0|4.01|1.05e-06|0.0004469999999999|0.0101|3.82|9.53e-09|4.06e-06|-0.03317|3.8305|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|323.68|665.22|0.7006600000000001|0.2664|-0.15894|1.8803|-0.19211|0.13|6.8861|6.8861
9i_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604992808|1.841293462|0.074116257|0|0.045555556|0.187127708|0.201624407|-0.1788455119999999|2|2|0.004019925|0.187399127|-0.542471361|0.831946443|0.762774506|-0.154977678|-0.28972973|0.824009442|-0.092881258|-0.088485615|0.006324687|213.7117392|-22.46593254|0.8590224540000001|49.81256531|-18.57750214|52.34891159|0.477626156|2056.370683|418.7133986|-668.7900768999999|335.9672843|-9.360805225|7.700852478|14.74203307|4201.058793|21.62632891|0.010372658|-361.8074422|351.4600612|1.0|1.0|1.0|2.9|20.0|-6.03|3.84|2.99|1.0|1.0|91.11|2.0|-5.44|306.38|0.0|3.52|4.79e-06|0.00147|0.00603|3.85|9.31e-07|0.000285|-0.05989|4.3611|-1273.334714|-1273.31399|534.44|883.84|428.48|0.5012|284.3|417.75|0.70339|0.3362|-0.11967|2.0895|-0.17956|1.25|5.9031|5.9031
8a_a50|0.0|1|1|1|0.0|1|7.860570786|1|1.39826105|2.03117465|-0.0737162059999999|1|0.03904321|-0.0224366579999999|-0.150515325|-0.058014797|2|2|0.007801731|-0.11385159|-0.352654037|0.75162266|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|-0.069208148|-0.08230347|0.278028663|133.8183888|-20.91041439|0.751415713|50.06249379|-15.95574341|44.36511568|0.46183401|2206.356773|433.9235497|-622.2739931|1503.563342|-8.042467074|5.754657432|10.69309012|4638.284496|21.23424244|0.017017336|-253.4513797|388.171611|1.0|1.0|1.0|2.01|20.0|-6.32|3.63|2.02|0.0|0.0|94.75|3.0|-6.12|313.36|0.0|2.87|0.000138|0.0433|0.0234|2.95|4.82e-07|0.000151|-0.0280699999999999|5.622000000000001|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|220.53|396.63|0.60625|0.1217|-0.17244|3.5509|-0.20051|47.0|7.3279|7.3279
16_a31|0.0|1|0|0|0.0|0|7.758333467000001|1|0.61013894|0.0|0.152128735|0|0.042528736|-0.050076586|-0.00795845|0.06214876|2|2|-0.0125582419999999|-0.09530799|-0.60894688|0.951830892|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|-0.142079397|-0.150315165|0.29485045|130.369865|-33.36862997|0.73080436|83.86629191|-23.60746376|84.57819254|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|-11.12287666|5.521618837|9.649327262|4387.049328|32.30339751|0.027684692|-217.4912527|280.39844320000003|0.0|1.0|2.0|1.93|16.0|-4.94|3.8|0.78|0.0|0.0|80.57|4.0|-6.48|300.34|0.0|2.33|4.38e-05|0.0131|0.0762|2.32|1.16e-05|0.00347|-0.0318899999999999|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|0.2534|338.79|369.73|0.70108|0.2534|-0.15231|3.7419|-0.1842|0.09|7.0458|7.0458
8f_a8|0.0|1|0|0|0.0|1|7.05012252|0|1.394802091|1.241306689|0.024051247|0|0.043758865|0.0587545909999999|-0.08540947|0.007079485|1|1|-0.007036544|0.254819201|-0.5373378529999999|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.751162751|-0.122135295|-0.1064257719999999|0.308621017|317.0847898|-36.18904175|0.90577048|67.4402386|-28.20910228|79.13157981|0.456995667|2622.044457|348.0199311|-1241.2005|1892.066521|-16.44956443|7.504290616|13.81994609|5948.547713|31.14376424|0.009226445|-473.23361|485.8626377000001|0.0|0.0|2.0|2.85|23.0|-7.95|4.69|4.11|2.0|0.0|105.27|4.0|-5.98|391.37|0.0|4.04|6.11e-06|0.0023899999999999|0.00395|3.82|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|263.65|477.92|0.69925|0.1659|-0.14532|5.8283|-0.21285|22.76|4.6428|4.6428
16f_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.609420741|0.0|0.1767304639999999|0|0.039958333|0.008658653|-0.081644236|-0.000291262|3|3|-0.001202032|-0.211019184|-0.697693907|0.801401734|0.852938445|0.085125293|-0.000510986|0.899839182|-0.08168632|-0.111152081|0.522247991|89.03402347|-53.23443736|0.69473708|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|3414.006186|-17.03501995|8.79158776|14.28728752|6235.040893|35.43109972|0.022983292|-269.5356315|636.0251562999999|1.0|1.0|2.0|3.4|19.0|-7.77|6.42|1.34|3.0|0.0|116.75|5.0|-5.99|427.54|1.0|4.05|1.12e-07|4.79e-05|0.00457|4.11|1.7e-08|7.26e-06|-0.04997|3.6272|-1995.307736|-1995.278839|722.06|1191.55|341.82|0.2931|341.82|603.12|0.70204|0.2931|-0.15003|3.6641|-0.2|9.0|8041.0|8041.0
17_a15|0.0|0|0|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|2|0.036595745|-0.033968088|-0.032903349|-0.0141953639999999|0|0|0.0032452509999999|-0.263401148|-0.461493931|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|-0.052869016|-0.079844675|0.605886597|34.35335309|-46.86345493|0.653207369|77.82445248|-20.73567196|50.37922222|0.474165158|2852.085573|674.5333498|-1223.4046460000002|2104.883413|-15.88591693|7.967418828|15.15194163|6352.266784|31.74439379|0.0217385279999999|-234.74904|822.8625688|1.0|1.0|1.0|3.99|24.0|-9.72|4.89|2.53|2.0|0.0|131.36|4.0|-5.58|438.52|1.0|4.44|1.19e-06|0.00052|0.00099|4.78|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|-1413.897695|-1413.857182|752.08|1298.37|326.22|0.7247|299.04|663.81|0.7045100000000001|0.0377|-0.15573|5.1268|-0.19509|12.0|7.9208|7.9208
15a_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1.3530592819999998|4.126145086|-0.113976703|1|0.035694444|-0.0446629609999999|-0.15010386|-0.125205943|2|2|0.005828749|-0.209259615|-0.325638639|0.797917311|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|-0.0783960279999999|-0.084501726|0.4349386739999999|275.287923|-30.25705388|0.705410595|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|1754.903963|-10.49734522|8.095541483|14.65582885|5401.219537|24.86892274|0.018747341|-245.8291419|569.5267957000001|0.0|1.0|1.0|2.63|20.0|-6.09|3.23|1.87|1.0|0.0|110.43|4.0|-6.78|371.44|0.0|2.76|0.000251|0.0933|0.0444|2.51|8.070000000000001e-07|0.0003|-0.03255|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.1767|306.83|519.38|0.66132|0.1767|-0.16693|6.6307|-0.19948|41.0|7.3872|7.3872
8_a27|0.0|1|0|0|0.0|1|6.605297921|0|1.406757715|1.7626247169999998|0.188762686|2|0.039673203|-0.14212377|0.093450172|0.067074515|1|1|0.004801929|-0.187486926|-0.535352745|0.6812785379999999|0.8000360390000001|0.141900468|0.11158995|0.8688656459999999|-0.078709803|-0.092265073|0.3608031339999999|122.0597403|-20.94612822|0.751701834|53.20197882|-17.09606174|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|-8.145716531|5.016799703|9.642697094|4522.989286999999|22.74314225|0.019394143|-239.8554499|326.3351007|0.0|0.0|1.0|2.28|21.0|-6.28|2.98|2.19|0.0|0.0|87.68|4.0|-6.73|303.32|0.0|2.38|0.000586|178.0|0.0907|2.0|5.2e-07|0.000158|-0.05015|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|300.38|374.88|0.64893|0.2336|-0.16958|3.0415|-0.21973|6.0|8.2218|8.2218
12o_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297042837|0.0|0.01340619|2|0.040770975|0.03842353|-0.059733192|-0.010904454|1|1|-0.000472698|-0.213993335|-0.5110239679999999|0.859938421|0.799869816|0.141570244|-0.01854899|0.848816593|-0.082048664|-0.10624773|0.514457955|55.47133795|-55.10596064|0.666462845|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|7.322888607|13.80895167|6622.134304|38.27030489|0.026586303|-239.7655413|757.7532208|0.0|0.0|3.0|0.0|17.0|-6.93|2.38|1.49|1.0|0.0|138.06|5.0|-7.66|438.48|0.0|1.47|0.000292|128.0|0.0997|1.85|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|238.77|560.88|0.67273|0.2888|-0.15695|4.9237|-0.21151|0.04|7.3979|7.3979
6a_a40|0.0|0|0|0|0.0|1|8.421342866|2|0.604893625|1.78213955|0.117890918|0|0.035707071|-0.146542353|0.104332675|-0.230955427|2|2|-0.001171195|-0.040435852|-0.620787469|0.682273668|0.801647855|-0.012261923|-0.340539542|0.861720535|-0.109047987|-0.117413572|0.360858579|185.06174|-45.80643937|0.8678518190000001|81.37714586|-30.69915817|78.35465194|0.41480944|2936.1501780000003|458.303126|-1320.063801|2536.88262|-19.17478857|6.945713476|11.8691482|7059.617542|35.37373259|0.012872604|-459.522754|557.4018948|1.0|0.0|1.0|3.01|14.0|-4.05|4.38|1.62|2.0|2.0|120.14|5.0|-6.32|442.53|1.0|3.17|7.85e-08|3.47e-05|0.00457|3.77|8.950000000000001e-05|0.0396|-0.0926|2.9836|-2371.579899|-2371.560378|649.48|1103.4|415.55|0.4015|415.55|497.78|0.6782699999999999|0.4015|-0.11995|6.9379|-0.21255|0.04|7.3979|7.3979
24_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.304328602|1.225600378|0.0453435129999999|2|0.039520202|0.0251322929999999|-0.063708635|0.071506228|1|1|-0.004514441|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|-0.005097239|0.113432542|0.875198713|-0.075894947|-0.090995097|0.214985826|41.72753688|-28.82156035|0.611603578|69.27912772|-18.28983173|54.82626523|0.479188295|2642.775318|441.2021442|-768.1729327|1239.381181|-10.29341441|7.024694045|13.48797266|6022.202634|29.90471672|0.032103375|-125.6197312|457.1122177|0.0|1.0|2.0|3.12|21.0|-7.63|2.78|2.86|1.0|0.0|104.73|5.0|-6.48|396.81|0.0|3.31|2.46e-05|0.00975|0.0121|3.16|2.32e-08|9.22e-06|-0.06517|3.9675|-1696.105723|-1696.071577|578.94|1002.04|312.5|0.2618|312.5|450.98|0.6835|0.2618|-0.16333|2.6517|-0.2285|3.0|8.5|8.5
4_a18 (SD-208)|0.0|0|0|0|0.0|0|0.0|2|1.304335262|0.0|0.055002235|3|0.040864198|-0.020226647|-0.009648044|-0.056245435|0|0|-0.015153358|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|-0.077885485|-0.099573708|0.115284206|103.6318511|-26.40375252|0.602029021|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|-666.5742296|1822.914738|-9.276994128|6.239898178|11.42979655|5348.394288|29.9246699|0.035654206|-105.0785813|363.2306414|0.0|1.0|1.0|2.54|22.0|-8.15|3.54|2.02|1.0|0.0|92.87|6.0|-6.31|352.75|0.0|3.11|5.12e-05|18.0|0.0146|3.02|7.06e-09|2.49e-06|-0.09992|5.1755|-1542.296276|-1542.276332|537.47|895.83|378.26|0.2761|239.56|396.17|0.69028|0.2316|-0.13588|3.4629|-0.2358|0.08|7.0969|7.0969
12ag_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.042092217|2|0.043848238|0.063109409|0.0070889269999999|-0.050147748|1|1|-0.000673716|-0.217394466|-0.445549431|0.724208473|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|-0.082492792|-0.1081585809999999|0.26896187|85.84609192|-43.02381535|0.758897371|80.40643223|-24.55768654|64.72839664|0.481286668|2773.9654530000003|471.0269757|-1227.884327|2305.164626|-15.48857353|7.849377942|15.13240062|5906.879919|32.35969377|0.019328689|-326.5740008|595.8790650000001|1.0|0.0|2.0|0.0|17.0|-6.86|3.13|2.4|1.0|0.0|123.71|5.0|-6.76|399.42|0.0|2.15|0.000129|0.0515|0.0278|2.78|1.4e-07|5.58e-05|-0.05486|3.8893|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|507.72|0.7024699999999999|0.0191|-0.15227|5.4459|-0.20713|17.0|7.7696|7.7696
12a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|1|0.034845679|-0.111689174|0.014596049|-0.122912558|2|2|0.011790103|-0.291865836|-0.247407423|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|-0.05075501|-0.0663902|0.29507467|7.457998037999999|-16.85074424|0.575218972|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|1462.827156|-6.048985111|5.116970861|9.648744341|4665.239724|20.873331|0.027455156|-75.79052945|388.171611|1.0|1.0|0.0|2.21|20.0|-5.49|2.59|2.02|0.0|0.0|94.69|3.0|-6.44|313.36|0.0|2.55|0.000685|215.0|45.0|2.5|3.22e-06|0.00101|-0.03366|4.0783|-1006.659456|-1006.632973|545.54|908.22|304.01|0.1807|304.01|394.52|0.65267|0.1807|-0.16806|5.7662|-0.20172|75.0|7.1249|7.1249
4_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.343865392|2.156628874|-0.183963421|2|0.036775068|-0.0214610589999999|-0.110597574|-0.037623601|1|1|0.0112367389999999|-0.078747188|-0.157959343|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|-0.049768752|-0.06873731|0.456474074|13.70182982|-18.24679326|0.793717973|40.86951119|-13.17774406|30.05764711|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|1883.42405|-6.78950447|5.326452915|8.855289118|4878.070704|16.60255217|0.010586293|-302.661743|462.1867149|1.0|1.0|0.0|3.09|21.0|-7.57|4.52|2.66|1.0|0.0|100.08|3.0|-5.79|326.39|0.0|3.64|7.59e-05|0.0248|0.00877|3.52|2.71e-08|8.85e-06|-0.04865|5.382000000000001|-1029.960398|-1029.93716|566.84|960.45|307.95|0.1106|230.37|394.06|0.6010800000000001|67.0|-0.1696599999999999|2.6814|-0.21831|78.0|7.1079|7.1079
14a_a5|0.0|1|0|0|0.0|0|6.605297921|1|1.226142247|0.0|-0.056730193|3|0.027375887|-0.132625457|-0.086229994|0.024793388|1|1|0.003668464|-0.016337128|-0.36152442|0.7333482170000001|0.79661948|0.144729708|0.047169811|0.847379958|-0.080875277|-0.078681402|0.4398855029999999|134.62273080000003|-35.98151967|0.629783335|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|-1010.949351|1315.573182|-12.42997952|8.424031251|15.89694877|6177.303329|29.18606491|0.024411136|-175.53051609999997|723.0631751|0.0|1.0|2.0|2.41|23.0|-8.84|4.56|1.37|1.0|0.0|123.0|5.0|-7.08|425.48|0.0|3.05|7.15e-05|0.0304|0.0256|2.55|1.45e-09|6.16e-07|-0.0507699999999999|4.1501|-1390.592722|-1390.546425|692.8|1195.01|298.75|0.5853|298.75|508.64|0.65789|0.5853|-0.1676|2.7115|-0.2183699999999999|112.0|6.9508|6.9508
