molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12z_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.008819424|5.351858133|2|0.034848862|-0.537984876|0.003529389|0.018796341|1|0.005111479|-0.12254489|1|0.8397577820000001|0.809127478|-0.02232319|0.794193541|0|0.832920077|-0.071429418|-0.107776943|0.315493739|0.030875938|-49.68145417|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|2435.831516|-16.464854199999998|8.071510779|15.74641625|0.950863559|256.7627363|-182.00664430000003|20.24634493|1.0|0.0|1.0|1.0|4.86|-6.83|2.63|100.11|2.0|0.0|140.26|1.0|7.0|-5.61|-6.39|458.54|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|-0.04679|3.34|-1804.785911|739.33|1266.9|257.96|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|-1804.581882|7.2113|44.0|7.3615
14j_a23|0.0|0|1|1|0.0|0.0|2|0|0|3.278390512|-0.006327927|5.351858133|2|0.037350515|-0.322724299|0.007671236|-0.026319216|2|0.0075222369999999|-0.073945564|2|0.616699629|0.800643488|0.143567854|0.5935522360000001|1|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|-40.35191855|13.28905737|40.38957571|100.2571987|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|0.7739671709999999|2175.598042|-14.72479008|7.83426417|15.57933561|0.988615047|146.63044480000002|-355.4521561|11.53930239|0.0|0.0|1.0|1.0|3.39|-7.67|4.58|105.02|2.0|1.0|120.24|1.0|5.0|-5.58|-6.31|429.47|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|2.14e-08|-0.07581|3.72|-1729.1379190000002|670.6|1142.37|338.1|528.18|0.65128|0.65128|-1728.9293280000002|-1728.988797|8.3233|4.0|8.3883
4_a18 (SD-208)|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.012457606|0.0|3|-0.020226647|-0.498304229|-0.018723101|-0.009648044|0|-0.015153358|-0.15379315|1|0.773173718|0.83508768|-0.058455902|0.721664823|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|10.90456851|103.6318511|113.7529353|-0.034985357|-26.40375252|5.615248385|0.0|0.602029021|1822.914738|-9.276994128|6.239898178|11.42979655|0.831728055|204.9329964|-105.0785813|18.35993987|0.0|1.0|1.0|1.0|2.77|-8.15|4.44|76.48|1.0|0.0|92.87|1.0|3.0|-4.29|-6.31|352.75|0.0|0.0|3.11|5.12e-05|18.0|4.14e-05|0.0146|3.02|0.0|0.0|7.06e-09|-0.09992|2.58|-1542.276332|537.47|895.83|239.56|396.17|0.4646|0.69028|-1542.15786|-1542.207472|5.2085|0.08|7.0969
12d_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.006335328|5.351858133|2|-0.092984185|-0.354778373|0.005613018|0.036688757|1|0.005965451|-0.053644471|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.366319099|0.015567102|-47.69710881|10.05700314|85.1932288|101.4221952|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|2323.480646|-15.12802292|7.557073995|13.92427286|0.84254817|119.91237920000002|-406.2173266|8.672532296|1.0|0.0|1.0|1.0|4.75|-7.01|2.93|81.65|2.0|0.0|132.24|1.0|5.0|-5.66|-5.81|412.51|0.0|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|-0.05119|4.14|-1615.063947|695.57|1176.22|356.06|545.94|0.68608|0.68608|-1614.831682|-1614.894406|4.8843|11.0|7.9508
6d_a40|0.0|0|0|0|0.0|0.0|1|1|2|1.695192271|-0.015362927|6.401917197|0|-0.104206961|-0.722057579|-0.005066797|0.086704068|2|-0.00448098|-0.025143559|0|0.6224555620000001|0.8361555479999999|-0.039077432|0.604211552|1|0.663670372|-0.115007564|-0.119563634|0.372705643|0.017359149|-73.59650182|11.10859664|192.5638526|215.22657540000003|-0.050049893|-48.96216855|7.108696385|38.04267542|0.86005241|3212.360755|-20.49579149|6.908972922999999|12.08146906|0.7486635420000001|89.55631|-460.8148719|8.964021265|1.0|0.0|1.0|0.0|3.98|-4.31|3.63|173.43|2.0|2.0|120.09|2.0|5.0|-7.21|-6.36|460.52|1.0|0.0|3.43|6.18e-08|2.85e-05|7.1e-06|0.00327|3.87|1.0|0.0|4.9e-05|-0.09462|7.98|-2470.793925|656.5|1111.69|419.45|511.88|0.6624800000000001|0.6624800000000001|-2470.62267|-2470.684323|10.9021|1.0|8.9208
47j_a18|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.007807275|4.844187086|0|-0.048528478|-0.569931053|0.00031105|-0.006923502|0|0.002317206|-0.218974385|0|0.783538352|0.7444236670000001|-0.002262399|0.757001264|0|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|-56.816779|12.42035127|95.57657747|150.5035248|-0.033837212|-57.32800549|9.661420661|99.50526447|0.764425062|2064.803327|-20.47428768|9.597380968|18.50538303|0.928170101|183.246715|-411.3767328|12.6177344|1.0|1.0|0.0|1.0|4.54|-8.79|2.82|97.76|3.0|2.0|149.96|1.0|11.0|-5.83|-6.46|499.6|0.0|0.0|2.39|1.49e-06|0.000743|7.32e-06|0.00366|4.07|1.0|0.0|1.63e-09|-0.04423|8.09|-1625.413107|839.37|1459.55|399.25|776.31|0.6983600000000001|0.6983600000000001|-1624.9784550000002|1625.053346|5.2118|35.0|7.4559
15d_a10|0.0|0|0|0|0.0|0.0|1|2|2|2.147544195|-0.002831383|5.4161004020000005|3|-0.059217023|-0.184039927|0.010215823|-0.140487312|1|0.011249462|-0.1786649189999999|2|0.74726683|0.745184875|0.02497303|0.71456262|1|0.87609771|-0.057588609|-0.070612242|0.565801561|0.02281891|-38.80896881|15.37766538|67.59624856|83.49776405|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|2036.192049|-8.551449923|8.429169102000001|16.02072769|0.900629528|355.8865234|37.87296065|19.36460841|0.0|1.0|1.0|1.0|3.71|-7.82|3.44|65.3|1.0|0.0|131.43|1.0|6.0|-3.78|-7.04|441.52|0.0|1.0|3.18|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|0.0|1.5e-08|-0.05002|2.05|-1431.051425|737.09|1266.87|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|-1430.795367|3.8163|69.0|7.1612
13b_a5|0.0|1|0|0|2.948625157|0.0|0|1|1|0.0|-0.004573365|5.209486153|2|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|1|0.0066003869999999|-0.055701188|2|0.6700114770000001|0.765309977|0.03431921|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|8.980592802|14.41650822|108.9128108|-0.02636836|-31.23446039|5.806729729|46.77748445|0.654076389|1177.571784|-11.0239272|8.427551282000001|15.48959317|0.837970799|223.6695238|-199.2474147|13.93534415|0.0|1.0|1.0|1.0|2.97|-8.36|4.06|74.77|1.0|0.0|119.8|1.0|5.0|-4.24|-6.58|395.46|0.0|1.0|3.26|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|0.0|4.36e-09|-0.05177|4.66|-1276.030896|672.43|1138.73|265.31|503.93|0.32779|0.57482|-1275.806761|-1275.865034|4.7964|0.11|6.9586
9g_a40|0.0|0|0|0|0.0|0.0|1|0|0|1.849105962|-0.0054957819999999|5.4161004020000005|0|0.07954859|-0.225327061|0.011921308|0.139758613|2|0.0115573539999999|-0.037217966|0|0.694156166|0.764275277|-0.384131901|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|-33.47455057|11.25704374|65.74631496|50.29077056|-0.031197254|-21.93596333|5.930596229|64.08637519|0.740240206|349.4421673|-8.658932892000001|8.180261533|15.62271835|0.909806709|136.8503571|-253.1335385|9.528957565|0.0|1.0|0.0|1.0|2.8|-6.43|2.93|72.28|0.0|0.0|87.53|1.0|3.0|-2.49|-7.17|302.33|0.0|1.0|1.93|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.0624|3.83|-1332.476347|559.04|923.42|402.84|469.6|0.70233|0.70233|-1332.31775|-1332.369643|5063.0|3548.0|5.45
9s_a24|0.0|1|0|0|2.9568988810000003|0.0|0|1|1|0.0|-0.003599664|4.59511985|4|-0.050919714|-0.190782186|0.006748865|-0.060407836|1|0.007695726|-0.204128966|3|0.799076569|0.773544454|0.030228027|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|-30.93968263|10.42725806|33.24649431|72.43525688|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|969.5210193|-7.505819207999999|9.124394347|17.24354813|0.889829339|344.5337711|68.10609672|21.71205366|0.0|1.0|1.0|1.0|3.43|-8.11|4.29|77.21|1.0|0.0|115.67|1.0|4.0|-3.36|-7.2|393.44|0.0|0.0|2.63|0.000434|171.0|8.71e-05|0.0343|2.11|0.0|0.0|7.73e-09|-0.03597|1.82|-1270.994965|654.28|1121.42|403.51|521.4|0.69475|0.6907300000000001|-1270.738032|-1270.796154|7.0312|32.0|7.4949
1i_a5|0.0|1|0|0|2.843224727|-4.358943904|0|0|0|0.0|-0.006494891|4.59511985|2|0.018196138|-0.279280326|-0.0012491689999999|-0.174016111|1|-0.000700145|0.001493879|2|0.525406088|0.780175595|-0.058385936|0.513260607|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|4.621144795|201.1526326|62.64191946|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|942.1618767|-11.09187646|7.314842247|13.79450888|0.8858245220000001|134.0627959|-289.21443910000005|10.96226516|1.0|1.0|0.0|1.0|2.83|-8.88|6.37|54.46|2.0|0.0|95.49|1.0|4.0|-4.79|-5.73|366.34|1.0|0.0|4.12|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|-0.05729|3.58|-1288.322373|569.42|957.58|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|-1288.264271|2.8939|24.0|7.6198
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|1|1|2.145043462|-0.0049602|5.587248657999999|1|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|1|0.006050983|0.008544799|1|0.78837943|0.7477594870000001|-0.003017362|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|4.1078333030000005|172.7607401|57.39060501|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|1729.18312|-8.564028983|5.523352655|10.26616763|0.858684076|70.01975807|-390.0516264|3.807172093|1.0|1.0|0.0|1.0|3.8|-6.61|4.77|50.94|1.0|0.0|100.96|1.0|2.0|-4.82|-5.46|333.43|0.0|1.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.02074|4.52|-1053.415665|566.82|997.07|234.58|487.43|0.5716|0.67893|-1053.202208|-1053.255345|2.5693|197.0|6.7055
36_a18|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.006407141|4.844187086|1|-0.05224259|-0.442092758|-0.000451777|-0.0077246719999999|0|0.000825855|-0.079721028|0|0.7343989059999999|0.741135729|-0.010091893|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|6.722004572|110.8288932|139.3536816|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|1547.485543|-16.1853561|9.560644525|18.21710397|0.905426346|133.8265619|-444.4026478999999|8.767974776|1.0|1.0|0.0|1.0|4.19|-9.16|2.96|85.29|2.0|1.0|146.24|1.0|7.0|-5.68|-6.18|466.57|0.0|0.0|2.8|2.09e-06|0.000975|5.19e-06|0.00242|4.18|0.0|0.0|6.87e-10|-0.04991|7.75|-1493.661092|769.73|1350.57|388.57|636.33|0.69372|0.69372|-1493.266344|-1493.333297|2.7547|32.0|7.4949
3g_a32|0.0|1|1|1|3.542426304|-0.047725143|0|0|0|0.0|-0.006258272|5.733341277|0|-0.058985916|-0.2816222539999999|0.001276735|-0.1154223269999999|3|0.002565215|-0.074808287|0|0.833981748|0.755211939|-0.1015732219999999|0.786074011|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|6.647498326|42.56199385|62.23099889|-0.030429702|-30.18744099|3.683575459|0.0|0.8007401590000001|1886.244271|-9.343731735|5.917878616|10.70834299|0.809490137|110.4157723|-333.29803589999995|6.076989555|1.0|0.0|1.0|1.0|3.43|-7.29|5.42|110.94|2.0|0.0|102.55|1.0|3.0|-7.09|-4.9|354.49|0.0|0.0|4.61|8.12e-08|2.88e-05|2.58e-06|0.000915|5.02|0.0|0.0|5.08e-08|-0.0535|4.13|-1712.036238|593.24|998.86|349.68|495.4|0.70275|0.70275|-1711.865318|-1711.919273|5.5816|14.0|7.8539
17a_a6|0.0|1|0|0|3.3685510360000004|0.0|0|1|1|0.0|-0.012704951|5.351858133|1|0.04129257|-0.686067347|-0.00460563|0.078798543|1|-0.00194781|-0.10896749|1|0.850080948|0.7722228729999999|0.08716369|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|0.350977745|0.031147305|-63.02857512|20.43213226|157.13173490000003|161.9738174|-0.041567592|-47.07146289|13.40315088|554.1936506|0.77193498|2217.333474|-17.887155899999996|8.337470517|16.13665395|0.935437602|149.60699319999998|-356.769966|12.99374518|1.0|1.0|1.0|1.0|3.52|-9.01|4.32|95.85|2.0|0.0|116.79|1.0|5.0|-5.81|-5.89|409.44|0.0|0.0|3.59|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|0.0|9.77e-10|-0.05753|4.04|-1350.078838|696.96|1167.16|350.03|574.02|0.69627|0.7024|-1349.830672|-1349.892285|5604.0|24.0|7.6198
6a_a40|0.0|0|0|0|0.0|0.0|1|1|2|1.78213955|-0.014623575|6.401917197|0|-0.146542353|-0.68730803|-0.001347823|0.104332675|2|-0.001171195|-0.021759541|0|0.682273668|0.801647855|-0.012261923|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|10.24294396|185.06174|166.2999483|-0.049149867|-45.80643937|6.397774285|36.84483305|0.8678518190000001|2536.88262|-19.17478857|6.945713476|11.8691482|0.708845065|82.54016015|-459.522754|8.040268001|1.0|0.0|1.0|0.0|3.99|-4.05|3.07|173.43|2.0|2.0|120.14|2.0|5.0|-7.11|-6.32|442.53|1.0|0.0|3.17|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0|8.950000000000001e-05|-0.0926|7.73|-2371.560378|649.48|1103.4|415.55|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|-2371.443161|9.3893|0.04|7.3979
22_a4|0.0|0|0|0|0.0|0.0|1|1|1|1.987636054|-0.006436201|5.4161004020000005|1|0.004808337|-0.257448045|0.004765062|-0.2078428719999999|1|0.004237768|0.021636871|1|0.774689758|0.7797803109999999|0.086940934|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|-45.61565825|5.1432274630000006|162.9809584|66.70156956|-0.036468635|-20.77508795|2.47167963|0.0|0.8444670409999999|1477.437886|-8.422332951|5.495481464|9.742413394|0.772804341|74.7444381|-331.080892|5.428686137000001|1.0|1.0|0.0|1.0|3.3|-5.24|3.54|50.94|0.0|0.0|87.12|2.0|2.0|-3.77|-5.91|289.33|0.0|1.0|2.81|0.000172|0.0497|0.000104|0.0301|3.03|0.0|0.0|5.77e-06|-0.03046|3.38|-934.240411|519.39|860.77|277.43|400.29|628.0|0.65771|-934.12356|-934.171365|5.4110000000000005|47.0|7.3279
21_a4|0.0|0|0|0|0.0|0.0|1|1|1|2.026698554|-0.003068098|5.4161004020000005|1|0.019346682|-0.131928225|0.012362563|-0.2897937889999999|1|0.012094249|-0.063064908|1|0.6952936|0.777866961|0.090847781|0.674434042|0|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|-28.99048719|10.23237244|63.37635587|34.4171635|-0.028676424|-19.67444009|5.190159022|66.03320922|0.7231676229999999|1584.866567|-7.377915035|5.961506745|9.956436217|0.670120767|140.4174905|-226.3943104|8.908964226|1.0|1.0|1.0|1.0|3.37|-5.94|3.85|39.94|0.0|0.0|91.59|2.0|3.0|-3.88|-5.76|303.36|0.0|1.0|3.23|0.000133|0.0403|6.51e-05|0.0197|3.36|0.0|0.0|1.16e-06|-0.02956|3.31|-973.5481197|549.71|916.76|240.17|446.0|0.5260600000000001|0.66476|-973.400097|-973.449892|2.9409|121.0|6.9172
15b_a10|0.0|0|0|0|0.0|0.0|1|1|1|2.145379897|-0.002413027|5.4161004020000005|2|-0.111812184|-0.149607679|0.011484257|-0.082365722|1|0.011928706|-0.174170642|2|0.744213612|0.791078367|-0.058258414|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|0.697099355|0.015973068|-31.76194123|10.94939968|43.96642219|53.52386591|-0.024105015|-34.57687319|7.505718446|118.6253241|0.670236374|2603.829652|-11.32690674|6.6940006620000005|11.42472965|0.706711759|226.0501037|-233.3911134|12.09059037|0.0|1.0|1.0|1.0|3.61|-8.18|4.44|56.07|1.0|0.0|123.73|1.0|7.0|-4.35|-6.34|413.51|0.0|1.0|3.66|4.46e-05|0.0185|2.28e-05|0.00943|3.49|0.0|0.0|6.609999999999999e-09|-0.04734|2.74|-1317.736865|721.17|1231.3|215.17|587.53|0.46711|0.68906|-1317.429772|-1317.4913390000002|6.1384|85.0|7.0706
16f_a32|0.0|1|1|1|3.354832924|0.0|0|0|0|0.0|-0.014558301|5.733341277|0|0.008658653|-0.77158995|-0.003511776|-0.081644236|3|-0.001202032|-0.120440534|0|0.801401734|0.852938445|0.085125293|0.761506727|1|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|0.024434011|-56.53102601|16.90955989|89.03402347|133.3750236|-0.035568666|-53.23443736|11.7022626|47.24868477|0.69473708|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|211.2572338|-269.5356315|15.90558963|1.0|1.0|1.0|1.0|3.76|-7.77|4.99|149.27|3.0|0.0|116.75|1.0|9.0|-6.95|-5.99|427.54|1.0|0.0|4.05|1.12e-07|4.79e-05|1.07e-05|0.00457|4.11|0.0|0.0|1.7e-08|-0.04997|4.99|-1995.278839|722.06|1191.55|341.82|603.12|0.70204|0.70204|-1995.054457|-1995.117771|4.2764|9.0|8041.0
47n_a18|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.007614955|4.844187086|0|0.017491759|-0.609196374|0.000271488|-0.003276575|0|0.001705837|-0.172015161|0|0.722991132|0.696612213|-0.09714337|0.711628292|0|0.792429396|-0.079299822|-0.091185806|0.288989992|0.0106152389999999|-65.43887366|8.759783644|61.29571241|171.2889916|-0.031974244|-62.09468789|7.228646444|47.476904100000006|0.783921929|2052.393389|-21.77346199|10.43689152|20.17045476|0.932611327|178.30942439999998|-468.58948260000005|11.20011508|1.0|1.0|0.0|1.0|4.69|-9.76|3.31|105.6|3.0|1.0|162.18|1.0|13.0|-6.02|-6.68|539.67|0.0|0.0|2.76|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|9.78|-1743.299948|879.92|1565.37|387.11|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|-1740.663577|3.3568|64.0|7.1938
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|-0.08980269|0|0|0|0.0|-0.005492814|4.727387819|2|0.001821898|-0.274640708|0.001924142|-0.175513234|1|0.0033523629999999|-0.169090412|2|0.818922083|0.7186587|0.087932573|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|3.934338039|0.0|0.784910502|1782.992456|-9.33873414|5.943823875|10.9543133|0.8429740729999999|121.495147|-321.8682802|6.654190521|1.0|1.0|1.0|1.0|3.37|-8.39|4.69|67.35|1.0|0.0|104.59|1.0|3.0|-4.85|-5.74|343.42|0.0|1.0|3.63|1.42e-05|0.00489|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|-0.0671399999999999|3.9|-1086.56485|605.71|1030.31|248.86|498.74|0.49443|0.70168|-1086.329436|-1086.383308|4.8164|162.0|6.7905
7_a4|0.0|0|0|0|0.0|0.0|1|1|1|2.060422336|-0.001729561|5.4161004020000005|2|-0.07290303|-0.076100699|0.008409909|-0.125778587|1|0.008242591|-0.042220092|2|0.527072036|0.8046449179999999|0.022270259|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|0.470973822|0.01470626|-32.72992462|7.402610584|14.01468959|87.67070691|-0.026733161|-18.06277106|3.726212114|79.08210981|0.7179916670000001|1915.566579|-6.773539148999999|5.512905888|9.797542165|0.7772010559999999|141.9530115|-219.4585767|8.456594282000001|1.0|1.0|0.0|1.0|3.05|-7.46|4.67|43.6|0.0|0.0|95.07|1.0|2.0|-3.81|-6.03|330.36|0.0|1.0|3.56|0.000156|0.0514|3.92e-05|13.0|3.22|0.0|0.0|3.49e-08|-0.05217|2.91|-1089.847072|538.92|915.46|307.05|365.73|0.59702|0.59702|-1089705.0|-1089.753885|4926.0|151.0|6821.0
12be_a36|0.0|1|0|0|3.466734143|0.0|0|2|2|0.0|-0.009368126|5.351858133|2|0.118420241|-0.580823835|0.000482522|-0.08981965|1|0.002872872|-0.176729938|1|0.884226781|0.812921349|0.132962547|0.8350231859999999|0|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-54.15309606|23.42501577|63.31681179|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|2552.721046|-15.37320593|8.773114043|16.14074295|0.839796323|301.05661160000005|-91.68453892|24.02799032|1.0|0.0|0.0|1.0|4.96|-6.79|1.9|87.66|1.0|0.0|136.74|1.0|7.0|-4.11|-7.13|441.49|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|2.68|-1461.968283|739.48|1256.67|237.59|594.44|0.40844|0.70465|-1461.68274|-1461.747501|10.3044|44.0|7.3565
19i_a38|0.0|1|0|0|3.169368622|0.0|0|2|2|0.0|-0.008447598|5.351858133|2|0.08414367|-0.4561702689999999|-0.006877664|-0.074033381|1|-0.004358975|-0.098027247|1|0.653741315|0.836170906|-0.040954326|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|13.83587388|137.7658863|154.953787|-0.040770109|-42.53502816|8.479305267|10.71501217|0.7419238420000001|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|0.800346329|158.161786|-296.5257022|13.5801364|1.0|1.0|1.0|1.0|4.8|-7.12|3.11|81.23|1.0|0.0|125.65|1.0|5.0|-4.25|-6.81|419.43|0.0|0.0|3.04|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|-0.0564799999999999|3.66|-1431.384243|641.31|1101.03|217.36|457.26|0.4342|0.69267|-1431.181148|-1431.239177|8.6365|13.0|7.9031
12f_a40|0.0|0|0|0|0.0|0.0|1|0|0|1.768354671|-0.006206277|5.4161004020000005|0|0.070099257|-0.235838511|0.008525796|0.108909202|2|0.006841832|-0.033224348|0|0.679527138|0.777316288|-0.160218113|0.605644757|1|0.909993912|-0.067004323|-0.082198664|3.43e-05|0.021549915|-37.02024147|11.90644165|62.72992556|49.72883796|-0.032879466|-25.09213464|6.57837176|61.55859085|0.7314440520000001|628.5604981|-10.03685385|8.404802652999999|16.49362536|0.962404834|148.3785764|-255.7481174|11.1163852|1.0|0.0|1.0|0.0|3.24|-7.32|5.44|67.66|2.0|0.0|98.25|1.0|3.0|-6.58|-4.76|376.26|0.0|0.0|4.76|2.66e-07|0.0001|1.02e-06|0.0003819999999999|5.4|0.0|0.0|4.81e-08|-0.07761|4.77|-2212.348599|572.63|951.55|286.25|487.85|0.6679999999999999|0.7029|-2212.222254|-2212.275094|4.8562|0.38|6.4202
12bg_a36|0.0|1|0|0|3.434779148|0.0|0|2|2|0.0|-0.0076819|5.351858133|2|0.057879142|-0.414822602|-0.001012333|-0.060117593|1|-0.00097037|-0.101451485|1|0.884841888|0.836170906|-0.023460562|0.771220556|0|0.840610352|-0.075439837|-0.102664465|0.543472602|0.019606406|-51.74990566|13.44952052|107.3347739|109.3374477|-0.036959207|-48.31008346|9.22604612|14.85588272|0.747867728|2915.548359|-17.39163005|7.549463377|14.04434294|0.860310096|172.9566471|-340.0625449|13.35534589|1.0|0.0|1.0|1.0|4.75|-7.76|3.19|69.2|2.0|0.0|133.77|1.0|5.0|-5.08|-6.26|450.32|0.0|1.0|2.82|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|-0.0542299999999999|4.42|-2152.104584|703.94|1186.75|318.36|554.7|0.69395|0.69395|-2151.914954|-2151.975577|9.3601|15.0|7.8239
47i_a18|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.006882626|4.844187086|0|-0.037689885|-0.440488042|-0.000919158|0.073977454|0|0.000427479|-0.106018078|0|0.742536498|0.744472118|-0.064085904|0.727767462|0|0.8030751740000001|-0.0780255879999999|-0.089609068|0.279553995|0.009745543|-54.34379065|6.787641686000001|72.81110823|137.1555392|-0.035256027|-43.46880696|4.727502734|82.81385171|0.8608685909999999|1333.332089|-17.10248143|9.573882864|18.67881257|0.951017454|96.90318745|-502.6804099|6.542785417999999|1.0|1.0|0.0|1.0|4.05|-8.98|2.8|85.29|3.0|1.0|134.83|1.0|8.0|-5.18|-6.36|440.54|0.0|0.0|2.5|6.58e-06|0.0029|1.67e-05|0.00735|3.7|0.0|0.0|1.04e-09|-0.05062|7.37|-1416.233978|744.95|1297.7|383.61|664.78|0.69175|0.69175|-1415.875678|-1415.944522|3.5235|19.0|7.7212
