molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
25_a12|0.0|0|0|0|0.0|0.0|0|0|0|0.0|-0.004103693|0.0|2|-0.089297664|-0.180562493|0.000864238|-0.025245046|0|0.001783739|-0.0542354559999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|2.580489093|37.96125329|27.12578432|-0.03323193|-21.75703145|1.3444869730000002|0.0|0.917298637|1907.027255|-9.021208163|5.34703037|9.70173342|0.814415245|43.08908189|-434.8420476|2.666764531|1.0|1.0|0.0|1.0|2.81|-8.78|5.35|37.81|1.0|0.0|99.48|1.0|3.0|-5.28|-4.82|311.38|0.0|1.0|4.29|5.19e-06|0.00162|5.63e-06|0.00175|4.76|0.0|0.0|1.6399999999999995e-09|-0.05352|4.73|-974.6328337|560.14|945.73|290.68|442.64|0.63284|0.69029|-974.458128|-974.508059|2.2482|22.0|7.6576
12y_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.005996863|5.351858133|2|-0.089502772|-0.353814891|0.00604028|0.061944378|1|0.006346396|-0.053700437|1|0.842068099|0.768409873|-0.05346283|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|0.0149823289999999|-47.598277|10.05775555|85.17057711|101.4221952|-0.034840345|-41.1215369|6.751850651|0.0|0.820108145|2411.415644|-15.70095045|8.067590558|14.55517927|0.804154433|120.7628216|-429.782246|8.299049218|1.0|0.0|1.0|1.0|4.86|-7.38|3.23|81.65|2.0|0.0|137.21|1.0|5.0|-6.04|-5.64|426.54|0.0|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.00148|4.6|0.0|0.0|4.12e-08|-0.05065|4.45|-1654.382468|728.75|1227.82|238.56|585.59|0.30617|0.6864399999999999|-1654.125015|-1654.190369|5.1209|22.0|7.6576
14c_a22|0.0|0|0|0|0.0|0.0|1|0|0|1.596256692|-0.005236206|4.727387819|2|-0.026986769|-0.298463715|0.003784292|-0.023927419|1|0.004362505|-0.0917078119999999|2|0.667111824|0.773044788|-0.096749121|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|-48.57709197|17.68831053|36.22825261|96.05497587|-0.030217952|-41.50359456|12.73426132|78.22334636|0.66168729|2092.7515510000003|-15.66173379|8.626337592|16.03849168|0.8592469290000001|243.5598613|-232.8055235|17.86404838|0.0|1.0|1.0|1.0|3.49|-9.28|4.18|109.38|1.0|0.0|128.77|1.0|6.0|-4.86|-6.96|445.48|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|0.0|5.269999999999997e-10|-0.07399|4.79|-1460.571156|715.52|1241.55|216.15|575.8|0.3078|0.69113|-1460.324494|-1460.38772|9.04|153.0|6.8153
3q_a32|0.0|1|1|1|3.4364803|0.0|0|0|0|0.0|-0.008072705|5.733341277|0|0.02785755|-0.419780649|0.000773658|-0.022925245|3|0.002487149|-0.167040501|0|0.751733573|0.853737093|0.010109949|0.716172604|1|0.84993799|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|11.43581616|41.73511731|92.62226328|-0.027989085|-37.3203761|7.058489861|53.27315741|0.6349739010000001|3335.898591|-10.6629646|6.428518903|11.93494358|0.856561949|225.3038157|-166.61896299999998|13.90366881|1.0|0.0|1.0|1.0|3.57|-7.31|4.72|131.25|1.0|0.0|115.37|1.0|7.0|-5.91|-6.35|411.54|0.0|0.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|0.00992|3.47|0.0|0.0|4.88e-08|-0.04968|5.15|-1920.042674|666.16|1136.46|342.16|549.78|0.70216|0.70216|-1919.821707|-1919.883144|5.2657|28.0|7.5528
5a_a49|0.0|0|0|0|0.0|0.0|1|2|2|2.111324504|-0.009147269|5.777652323|2|-0.072902329|-0.493952547|0.007647515|-0.046327135|1|0.008623164|-0.158356406|2|0.66494289|0.7979412790000001|0.001251171|0.632463498|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-42.1802818|16.71687776|124.92862240000002|116.9370825|-0.027311576|-26.93578408|9.77851757|54.35929907|0.6069287529999999|1887.422375|-9.345067946|6.0732145310000005|11.91885068|0.962527525|229.9265537|-125.09569170000002|15.84324998|0.0|0.0|1.0|1.0|3.37|-6.92|3.68|73.14|1.0|0.0|116.62|1.0|3.0|-3.84|-6.84|397.43|0.0|1.0|2.93|0.000146|0.0578|5.09e-05|0.0202|2.65|0.0|0.0|1.1900000000000001e-07|-0.05062|4.14|-1311.960542|625.06|1082.25|236.42|443.78|0.31953|0.66225|-1311.743648|-1311.799168|7.0102|43.0|7.3665
12ae_a36|-3.3501500230000003|1|0|0|3.412870974|0.0|0|2|2|0.0|-0.009867085|5.351858133|2|0.087069205|-0.611759277|-0.006862238|-0.083959343|1|-0.001160331|-0.15024383|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|-63.96145017|17.78605328|96.60079598|211.4077529|-0.036430555|-58.64180087|13.25108213|19.97715962|0.6849975640000001|2634.745208|-20.22131065|8.676756505|16.22570287|0.870019385|234.6851816|-275.6561988|19.05051961|0.0|0.0|0.0|1.0|5.03|-6.87|2.15|123.75|1.0|0.0|142.02|1.0|7.0|-3.85|-8.03|474.54|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|-0.0548899999999999|6.24|-1876.152311|754.15|1281.69|236.84|615.71|0.40141|0.68591|-1875.897072|-1875.963244|8.9297|15.0|7.8239
11e_a5|0.0|1|0|0|2.971327032|0.0|0|1|1|0.0|-0.003208975|5.209486153|2|-0.07965|-0.192538515|0.008268901|-0.16669151|1|0.008721244|-0.0924814769999999|2|0.77509232|0.775794895|-0.048843135|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|960.0428704|-12.38472918|9.387474824|18.17739133|0.936345148|184.4042616|-293.6467698|11.21791539|0.0|1.0|1.0|1.0|3.22|-8.95|4.29|66.93|2.0|0.0|125.71|1.0|7.0|-4.65|-6.28|411.5|0.0|1.0|3.63|2.23e-05|0.00919|1.9e-05|0.00782|3.56|0.0|0.0|1.13e-09|-0.03808|2.91|-1316.512503|717.76|1220.1|280.64|571.06|0.66478|0.6505|-1316.239803|-1316.301553|2.8694|0.04|7.3979
18_a20|0.0|1|0|0|3.463603867|0.0|0|0|0|0.0|-0.008841844|4.727387819|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|1|-0.004071701|0.001996439|2|0.809917509|0.7602869659999999|-0.107446431|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|158.7879106|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|1822.210286|-15.91001426|8.011174137000001|15.51556677|0.936740671|125.81822920000002|-413.7552685|8.954638548|1.0|1.0|1.0|1.0|3.48|-10.0|4.69|97.55|2.0|0.0|125.07|0.0|5.0|-5.59|-6.13|419.48|0.0|0.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|-0.05604|5.35|-1352.32685|703.24|1204.88|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|-1352.135304|8.0505|34.0|7.4685
14a_a25|0.0|0|0|0|0.0|0.0|1|0|0|1.667057351|-0.004483962|4.727387819|2|0.051906412|-0.255585831|0.006085806|-0.046802062|1|0.006158124|-0.0469914379999999|2|0.6716839040000001|0.7385460309999999|-0.085643386|0.653818362|1|0.850426305|-0.069657015|-0.084207356|0.326595394|0.012870836|-45.72658614|8.449104086|107.22698590000002|98.18816423|-0.033365179|-36.28756839|5.546443318|58.18995584|0.8067529940000001|2142.5112510000004|-14.37809314|7.39139255|14.55676745|0.969421506|126.8576588|-402.7381076|8.689513304|1.0|1.0|1.0|1.0|3.43|-9.59|4.92|72.7|2.0|0.0|126.26|1.0|6.0|-5.39|-5.91|419.48|0.0|0.0|3.81|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|0.0|2.58e-10|-0.05083|5.79|-1352.265931|689.55|1202.13|231.18|548.29|0.42461|0.6714|-1352.024616|-1352.086073|4.1656|207.0|6684.0
12bf_a36|0.0|1|0|0|3.31325137|0.0|0|2|2|0.0|-0.00832865|5.351858133|2|0.140577067|-0.4497470879999999|-0.006877664|-0.096665166|1|-0.004358975|-0.098027247|1|0.653741315|0.836170906|-0.0480253509999999|0.632625562|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|14.01562806|87.14111344|206.6543367|-0.037486972|-45.73631152|9.026978489|0.0|0.7054709690000001|2522.341812|-15.55034592|7.546900716000001|14.37031118|0.904134124|189.6959033|-264.6734075|15.27267945|1.0|0.0|0.0|1.0|4.72|-7.12|3.0|69.2|1.0|0.0|123.67|1.0|5.0|-3.99|-6.8|417.41|0.0|1.0|2.44|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|-0.0571299999999999|3.66|-1431.380702|670.85|1120.94|236.98|517.66|0.40663|0.69292|-1431.187555|-1431.246893|7.5932|6.0|8.2218
8_a10|0.0|0|0|0|0.0|0.0|1|1|1|2.071128354|-0.00560152|5.4161004020000005|2|-0.000315856|-0.296880569|0.0087730469999999|-0.15615298|1|0.009056935|-0.082893697|2|0.6357042860000001|0.809386132|-0.015871527|0.616731847|1|0.874843982|-0.059655303|-0.086233061|0.597912185|0.015758182|-32.63117642|8.619652859|32.98071169999999|68.45976606|-0.029917593|-25.80127401|4.714910465|9.35593124|0.722649449|1899.542278|-8.951462413|6.112185271|10.75705296|0.7599356820000001|151.7094758|-243.5764486|9.617402178|0.0|0.0|1.0|1.0|3.42|-7.6|4.2|69.9|1.0|0.0|111.36|1.0|4.0|-4.52|-6.25|384.43|0.0|1.0|3.55|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|0.0|2.49e-08|-0.0623299999999999|4.58|-1257.819281|594.63|1047.58|264.0|416.69|0.41583|0.68815|-1257.59269|-1257.648047|1.5482|526.0|6279.0
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|0|2|2|0.0|-0.007853595|5.351858133|2|0.095192109|-0.41624054|0.0034852859999999|-0.078488872|1|0.00484375|-0.12019672|1|0.839235677|0.7885597609999999|-0.019008343|0.79302567|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|-45.04449811|14.47407729|49.52042402|106.0201967|-0.039929147|-40.61536816|8.847677483|0.0|0.7638345870000001|2167.77208|-14.91993116|7.546661564|13.79893984|0.828482664|144.36259840000002|-322.5522826|11.92833382|1.0|0.0|0.0|1.0|4.69|-6.28|2.04|66.4|1.0|0.0|120.94|1.0|5.0|-3.71|-6.74|382.42|0.0|1.0|1.95|0.000197|0.0753|0.000102|0.0391|2.66|0.0|0.0|5.26e-07|-0.05044|3.38|-1252.77514|648.41|1092.66|320.56|495.18|0.68682|0.68682|-1252.578886|-1252.636005|7.4992|13.0|7.8861
12bc_a36|0.0|1|0|0|3.43846811|0.0|0|2|2|0.0|-0.007661816|5.351858133|2|0.068351685|-0.413738077|-0.001012333|-0.079009683|1|-0.00097037|-0.101451485|1|0.884841888|0.836170906|0.006621918|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|12.2593899|83.35308244|111.3483497|-0.038558877|-48.36968394|8.238431664|0.0|0.77146807|2623.395239|-17.41308622|8.273766079|15.54183457|0.878447423|153.57572439999998|-364.8584744|11.99358509|1.0|0.0|1.0|1.0|4.73|-7.76|3.19|69.2|2.0|0.0|133.77|1.0|5.0|-5.08|-6.26|450.32|0.0|1.0|2.82|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|-0.05828|4.42|-2152.100551|705.12|1188.37|237.57|563.76|0.35775|0.69094|-2151.9100780000003|-2151.971485|9.2445|8.0|8.0969
14l_a23|0.0|0|1|1|0.0|0.0|2|0|0|3.402752757|-0.005344736|5.351858133|2|0.042748013|-0.288615723|0.01269616|-0.060692376|2|0.01180744|-0.074441567|2|0.725800261|0.778602826|0.156652778|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|0.215920645|0.018669073|-35.3275485|12.31633167|40.34135162|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|2176.038061|-14.29549842|8.006380163|15.78926563|0.972085426|138.7874759|-382.1434717|9.953660282|0.0|0.0|1.0|1.0|3.51|-7.78|4.33|105.02|2.0|1.0|125.25|1.0|5.0|-5.85|-6.1|425.51|0.0|0.0|3.78|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|-0.07191|3.79|-1669.224647|694.65|1185.79|341.8|560.51|0.67242|0.67242|-1668.983787|-1669.04569|8.2422|7.0|8.1798
3c_a12|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.009252756|4.59511985|2|-0.14679559|-0.379362977|-0.003879878|-0.008931246|1|-0.001825446|-0.116098308|1|0.923855679|0.826033688|-0.0461654159999999|0.859899236|0|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|6.688634392000001|73.9854678|79.00277721|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|1139.340748|-8.698843907999999|6.231995392999999|10.88288188|0.746291708|148.9927848|-207.9738085|10.90754815|1.0|1.0|1.0|0.0|3.94|-6.78|2.25|78.41|0.0|0.0|98.16|1.0|3.0|-4.22|-6.18|319.38|0.0|0.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|0.0|1.67e-07|-0.07463|2.56|-1327.471862|544.65|894.36|311.14|399.38|0.43415|0.68067|-1327.351991|-1327.4004710000002|2.3061|0.02|7699.0
5_a15|0.0|0|0|0|0.0|0.0|0|0|0|0.0|-0.008878343|0.0|2|0.0729170329999999|-0.54157893|0.000420839|-0.0156037999999999|0|0.003194793|-0.187421793|2|0.8384601770000001|0.704479781|0.092692253|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|24.25353664|119.95308020000002|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|0.5089899720000001|2179.757502|-15.09973885|7.795174584|15.1701491|0.946094849|365.1095806|-13.36968593|27.05181494|1.0|1.0|1.0|1.0|3.79|-9.65|6.01|74.73|3.0|0.0|127.97|1.0|8.0|-6.16|-5.55|443.49|1.0|0.0|4.29|6.86e-07|0.000304|2.18e-06|0.000967|4.86|0.0|0.0|2.25e-10|-0.03714|4.36|-1470.779775|737.16|1272.84|286.35|629.67|0.62664|0.70244|-1470.487858|-1470.55517|6.35|13.0|7.8861
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|0|2|2|0.0|-0.007781653|5.351858133|2|0.14165187|-0.420209249|-0.002526241|-0.043452674|1|-0.000673716|-0.101303149|1|0.724208473|0.819222745|-0.054149342|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|0.021234963|-48.43313101|12.51014765|136.81322659999998|132.7728693|-0.03959525|-38.17354026|7.370099699|0.0|0.75379331|1839.424968|-13.74247449|6.820483788|12.98143834|0.903301693|145.047677|-299.0343596|11.90478646|1.0|1.0|1.0|1.0|4.8|-6.86|2.55|81.23|1.0|0.0|125.69|1.0|5.0|-4.14|-6.77|401.44|0.0|0.0|2.66|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|0.0|1.4e-07|-0.05708|3.41|-1332.1538779999998|626.65|1092.17|331.65|452.01|0.68472|0.69012|-1331.941646|-1331.999352|9.0777|9.0|8.0348
18c_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.0109670669999999|5.351858133|2|0.011887112|-0.625122815|-0.003436924|0.0119521719999999|1|-0.002215642|0.003429114|1|0.841060094|0.8303425640000001|0.034468997|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|13.07260474|384.391404|191.0545887|-0.042101245|-50.86775696|8.826997739|103.215593|0.7859920029999999|3094.729399|-19.19537998|7.646050338999999|13.8741593|0.81455244|144.5043388|-386.2200097|12.43138832|1.0|0.0|0.0|1.0|4.85|-6.19|1.72|124.74|1.0|0.0|135.37|1.0|6.0|-5.01|-7.05|441.51|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|-0.05575|4.54|-1744.455795|711.56|1209.11|355.78|543.46|0.69123|0.69123|-1744.2261030000002|-1744.28923|8.64|12.0|7.9208
5d_a40|0.0|0|0|0|0.0|0.0|1|0|1|1.601200869|-0.005662681|6.167516491000001|0|-0.1031436519999999|-0.1868684619999999|0.007200253|0.2078052269999999|2|0.006642869|-0.0038660009999999|0|0.496945486|0.8092726020000001|0.145024458|0.483934049|1|0.754010052|-0.086193996|-0.094277694|0.049855551|0.022027556|-39.55506228|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|0.922825231|86.65063178|-285.606135|6.713853887999999|1.0|0.0|1.0|0.0|3.02|-4.32|3.64|75.5|0.0|1.0|74.11|2.0|3.0|-4.23|-5.94|287.31|0.0|1.0|3.1|5.9e-05|17.0|0.000152|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|-0.06796|4.61|-1276.817151|473.48|765.69|331.74|365.74|0.69613|0.69613|-1276.751174|-1276.797751|9.2439|19.0|7.7212
1c_a5|0.0|1|0|0|2.955525321|0.0|0|0|0|0.0|-0.001983746|4.59511985|2|-0.080321049|-0.085301064|0.008031558|-0.228971551|1|0.007357977|0.034752304|2|0.71274658|0.7595197290000001|0.128385959|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|0.0|0.753027268|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|126.3615674|-258.918642|7.869633359|1.0|1.0|0.0|1.0|2.78|-8.41|4.51|54.46|0.0|0.0|95.45|1.0|3.0|-4.25|-5.77|312.37|0.0|1.0|3.43|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|-0.03965|3.17|-990.5931502|556.84|929.31|254.15|410.52|0.4444899999999999|0.53838|-990.467026|-990.516371|2.6801|3981.0|5.4
4l_a46|0.0|0|0|0|0.0|0.171853072|1|1|1|2.155247543|-0.004736212|5.587248657999999|1|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|1|0.006162668|0.0071939419999999|1|0.7940662409999999|0.726535412|-0.001318857|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|0.00657916|-51.45056667|3.721888783|177.7681018|61.00681586|-0.030068681|-27.26452605|2.10550531|0.0|0.883450801|2087.583804|-9.6227739|5.80829255|9.833034117|0.692930243|65.93290984|-433.8429998|3.468091068|1.0|1.0|1.0|1.0|3.92|-7.0|5.02|50.94|1.0|0.0|105.77|1.0|3.0|-5.28|-5.23|347.45|0.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|-0.01784|4.99|-1092.71063|612.39|1057.06|229.55|526.77|0.3756|0.68584|-1092.484863|-1092.53932|3.7624|98.0|7.0088
18c_a25|0.0|0|0|0|0.0|0.0|1|0|0|1.959418462|-0.002704524|4.727387819|2|0.007241543|-0.162271435|0.007804726|-0.038865826|1|0.007488918|-0.038006869|2|0.7644072209999999|0.748718056|0.084188427|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|34.1639413|-0.026975264|-31.07074762|4.140476673999999|0.0|0.7479204509999999|2095.730631|-11.65153036|7.553051762000001|14.65844196|0.940731034|165.67090530000002|-325.8749539|9.560410146|1.0|1.0|1.0|1.0|3.58|-10.17|6.11|87.72|2.0|1.0|138.65|0.0|7.0|-6.05|-5.85|449.57|1.0|0.0|4.77|8.86e-07|0.000398|2.51e-06|0.00113|4.49|0.0|0.0|6.79e-11|-0.0622|4.75|-1714.5777670000002|698.86|1243.76|226.01|547.87|0.31993|0.70516|-1714.280779|-1714.342386|7.9283|88.0|7.0555
13c_a5|0.0|1|0|0|2.944180713|0.0|0|1|1|0.0|-0.005082338|4.59511985|3|-0.010689086|-0.284610951|0.005288472|-0.098760742|1|0.006110714|-0.092592608|2|0.705487111|0.770478689|0.003545487|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|15.25960958|158.67712230000004|131.7396496|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|1235.709541|-10.8855893|8.492261628|15.90846721|0.873289814|295.8302846|-67.68621352|19.96143955|0.0|1.0|1.0|1.0|3.13|-8.09|3.29|84.0|1.0|0.0|120.88|1.0|5.0|-3.55|-7.28|411.46|0.0|0.0|2.68|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|0.0|8.170000000000001e-09|-0.05615|3.99|-1351.2369640000002|676.53|1153.36|263.46|513.33|0.41594|0.51479|-1351.008469|-1351.067237|2.9732|123.0|6.9101
33_a20|0.0|0|0|0|0.0|0.0|1|0|0|1.915285809|-0.00145476|4.727387819|2|0.148855442|-0.078557022|0.009265667|-0.061975089|1|0.008780074|-0.036258691|2|0.616352201|0.74131936|-0.0854333469999999|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-38.58254635|8.340767701|8.680600701|33.13709773|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|0.759356182|2274.654579|-11.3769728|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|-339.6262863|8.881565237|1.0|0.0|1.0|1.0|3.39|-9.69|5.39|67.39|2.0|0.0|121.62|1.0|4.0|-5.6|-5.58|401.46|0.0|0.0|4.28|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|-0.0582899999999999|4.07|-1275.823229|689.51|1174.95|227.79|563.98|0.27375|0.6129|-1275.602977|-1275.662457|5.0369|34.0|7.4685
12af_a36|0.0|1|0|0|3.448611715|0.0|0|2|2|0.0|-0.00989889|5.351858133|2|0.091263447|-0.6038322939999999|-0.00233752|-0.074383486|1|-0.000472698|-0.126068378|1|0.859938421|0.813346624|-0.062279009|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|15.22358698|89.56100543|169.9519197|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|3082.869129|-16.95376516|8.59579222|15.59375751|0.8141152220000001|229.0052411|-236.4517911|18.01667275|0.0|0.0|0.0|1.0|4.98|-6.93|1.65|98.3|1.0|0.0|138.06|1.0|7.0|-3.54|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|-0.05882|4.5|-1440.954069|737.4|1246.55|236.83|589.48|0.50179|0.70508|-1440.675702|-1440.740243|9.4631|15.0|7.8239
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|0|2|2|0.0|-0.007719624|5.351858133|2|0.066185994|-0.424579308|-0.000143196|-0.105824575|1|0.001194592|-0.098598933|1|0.8707354620000001|0.832758813|-0.025198947|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-54.21070432|14.26936622|82.56761031|111.1558165|-0.037473093|-45.7078307|9.36249036|0.0|0.737851886|2328.307856|-16.13217554|8.766216204|16.37284224|0.86772056|172.00197649999998|-312.1212186|13.50019441|1.0|0.0|0.0|1.0|4.78|-6.66|1.76|92.99|1.0|0.0|128.47|1.0|5.0|-3.99|-7.08|406.44|0.0|0.0|1.66|0.000101|0.0412|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|-0.06084|2.98|-1325.159466|691.41|1160.79|252.39|553.28|0.59563|0.6929|-1324.95298|-1325.0127220000002|9.6512|32.0|7.4949
12f_a36|0.0|1|0|0|3.50900085|0.0|0|2|2|0.0|-0.006773586|5.351858133|2|0.10938259|-0.40641518|0.003676818|0.012286423|1|0.0045625|-0.101854847|1|0.902377067|0.821599443|-0.109793154|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|11.77610852|43.53853176|103.2191714|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|2380.393255|-15.59012402|7.416874811|13.84366076|0.8665086190000001|144.9540437|-369.879252|10.34891518|1.0|0.0|0.0|1.0|4.94|-7.36|2.45|69.2|1.0|0.0|133.52|1.0|6.0|-4.61|-6.33|409.49|0.0|1.0|2.4|2.48e-05|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|0.0|4.38e-08|-0.05035|3.87|-1311.550167|699.88|1195.77|237.95|545.55|0.37095|0.70126|-1311.285102|-1311.345557|7.8454|11.0|7.9586
8_a47|0.0|0|0|0|0.0|0.0|0|0|1|0.0|-0.007835945|5.476463552|2|-0.087101663|-0.391797226|-0.008756|-0.153669322|0|-0.007648516|-0.00158075|2|0.686795267|0.7847248109999999|-0.035681436|0.659210804|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|-44.09728708|5.043798869|90.32612351|87.2263982|-0.035797309|-30.83488674|2.928269795|0.0|0.819702033|2217.264922|-12.06582525|6.492934319|11.08581716|0.707366287|104.6752861|-371.2177396|7.509972037000001|1.0|1.0|0.0|1.0|3.02|-9.25|6.77|58.04|2.0|0.0|113.97|1.0|4.0|-6.59|-4.79|405.85|1.0|0.0|5.03|2.56e-07|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|0.0|5.62e-10|-0.05495|4.91|-1686.0356350000002|621.06|1071.62|337.87|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|-1685.908004|4.6281|0.05|7.3
