molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|BIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
1_a6 (SB-431542)|0.0|1|0|0|0|7.423568444|1|1|1.430935835|0.0|5.351858133|1|0.0|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|0.7462411859999999|0.795744863|0|-0.122555709|0.033020439|-74.98172333|-72.69619778|160.410387|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|87.15852628|-1235.8353619999998|1890.228713|-16.29019397|7.523839331|14.26172029|5748.417262|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|0.05|23.0|-7.69|4.04|3.63|103.12|1.54|0.0|106.85|-4.52|29.0|5.0|384.39|0.0|0.0|1.0|3.03e-05|0.0116|2.7|0.0|7.81e-06|-0.05971|4.57|-1292.588032|-1292.553086|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-193.0|8.8611|1542.0|5.8119
19a_a22|0.0|0|0|0|1|6.842683282|0|0|1.422917238|1.572240489|4.727387819|2|1.545757986|-0.548716971|-0.011513343|10.9464374|0.016501913|1|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|0.777600172|0.699744887|1|-0.09370213|0.024839714|-67.26339083|-69.91748544|373.8201781|-0.035138299|-52.17015658|13.82990734|106.645364|89.23486638|-1468.267194|2607.322873|-19.56380872|8.648671382|15.30120355|7095.27723|-1095.573288|0.025888799|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-8.76|3.08|3.41|128.68|0.98|0.0|132.15|-4.38|35.0|6.0|463.49|0.0|0.0|0.0|4.16e-05|0.0193|2.05|0.0|8e-07|-0.06398|5.69|-1537.071348|-1537.0241640000002|0.2218|246.01|567.03|0.34556|0.66605|-1536.756515|0.0623|-0.1508|4.5288|-0.21478|6.5658|48.0|7.3188
LY580276_a4|0.0|0|0|0|1|7.535296702|1|1|1.344599701|2.067497166|5.4161004020000005|1|0.0|-0.063298854|-0.172607392|10.94681614|0.011772853|1|1|0.009622161|0.064209689|-0.019747846|-0.042912895|0.7921620090000001|0.518109998|0|-0.071023484|0.008729943|-27.6229776|-34.22831819|11.22286434|-0.028035586|-16.49563923|2.027582675|82.46094409|38.23432817|-513.4247728|1511.5340210000002|-6.511436537000001|5.456603642999999|9.693623538|4098.640927|-247.4345884|0.008312438|-335.2755182|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|1.0|0.0|0.22|17.0|-6.56|4.49|4.43|30.71|3.13|0.0|84.74|-3.67|22.0|3.0|293.34|0.0|1.0|1.0|0.000213|0.0624|3.35|0.0|8.08e-05|-0.0225|3.64|-959.4958788|-959.4723321|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|3.2891|175.0|6757.0
6b_a31|0.0|1|0|0|0|7.773594467000001|1|1|0.610136262|0.0|5.733341277|0|0.0|-0.787472195|-0.032090772|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|0.78240875|0.795570315|0|-0.1284626569999999|0.032992761|-73.70779766|-78.37648097|159.79549319999998|-0.045675611|-47.81835367|12.28107483|101.4993391|93.1058799|-1254.023695|2063.736075|-17.0020813|7.513612533|14.46878435|6099.567787|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|0.1|22.0|-7.33|5.19|4.0|131.36|1.36|0.0|109.69|-5.63|29.0|5.0|404.44|0.0|0.0|1.0|2.34e-06|0.000947|3.2|0.0|1.89e-05|-0.05835|4.61|-1652.671944|-1652.635711|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|8.8379|54.0|7.2676
47s_a18|0.0|0|0|0|0|7.03438793|1|1|1.251176205|0.0|4.844187086|0|0.0|-0.394481152|0.0134295589999999|10.94702059|-0.031515152|0|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|0.712629555|0.716761234|0|-0.08106112|0.008446541|-53.18668656|-61.36410696|10.92659868|-0.030108416|-46.45326408|4.840414512|51.05656345|69.29837549|-1595.466781|1529.863965|-17.25406952|9.811856136|18.65422248|6968.705069|-1207.784866|0.010481057|-485.1995077|1944.574596|1093.725912|7.934268528|1.0|1.0|0.0|1.0|1.0|2.0|0.3|18.0|-9.42|4.06|3.93|76.5|3.33|1.0|149.34|-5.95|36.0|3.0|482.62|0.0|1.0|0.0|1.12e-06|0.000539|4.62|0.0|1.84e-07|-0.0491399999999999|8.41|-1534.196027|-1534.174077|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.3134|-0.18109|2.9991|616.0|6.2104
2_a20 (SB-505124)|0.0|1|0|0|0|7.434257382|1|1|1.183764955|0.0|5.351858133|1|0.0|-0.498602014|-0.177905025|10.95129567|-0.137383329|1|1|0.003789399|0.02072518|-0.150708132|-0.229461916|0.725030162|0.790275077|0|-0.117328885|0.02856542|-45.98170774|-64.55966745|122.8758934|-0.0382594189999999|-35.52365346|8.648749117000001|441.9400248|70.87109323|-968.3950117|1709.9571620000002|-11.58380004|5.952040367|11.3574908|4762.83693|-532.854802|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|1.0|0.3|17.0|-7.22|5.16|4.47|60.03|2.06|0.0|97.55|-5.24|25.0|4.0|335.4|0.0|1.0|1.0|5.72e-06|0.0019199999999999|4.27|0.0|2.03e-05|-0.03717|4.57|-1089.371784|-1089.358727|0.3267|340.58|505.82|0.69947|0.69947|-1089.147716|0.3267|-0.14928|2.5584|-0.18645|3.9392|169.0|6.7721
13j_a6|0.0|1|0|0|0|7.412764017000001|1|1|1.430640326|0.0|5.351858133|1|0.0|-0.855284356|-0.0951246069999999|10.95129557|-0.047513534|1|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|0.783333463|0.830577798|0|-0.129511589|0.03111288|-80.33128667|-86.54032868|180.6709018|-0.046428683|-57.82670518|13.89184843|114.6910805|99.85109065|-1644.266245|2634.320708|-20.73032827|8.741405506|15.43329684|6276.316063|-1098.707398|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|1.0|3.0|0.12|23.0|-8.5|4.16|3.54|115.15|1.18|0.0|120.17|-5.03|32.0|5.0|427.46|0.0|0.0|1.0|9.32e-06|0.00398|2.95|0.0|1.36e-06|-0.0488899999999999|4.94|-1426.5532050000002|-1426.520775|0.2857|339.64|555.0|0.69993|0.7045100000000001|-1426.272674|0.0259|-0.14602|8.3187|-0.19491|10.9731|262.0|6.5817
21c _a23|0.0|0|1|1|2|7.525639975|0|0|1.197962776|3.311482916|5.4161004020000005|2|0.731360766|-0.576752175|-0.092608459|10.3132171|-0.039311241|2|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|0.782543953|0.7301130229999999|1|-0.098699133|0.014036138|-59.46209153|-70.15570019|323.3651097|-0.040210758|-49.86692499|7.09164338|94.32302529|79.71722579|-1543.4254039999998|2628.628799|-20.31615463|8.945789862|16.83467928|7227.157398|-1097.07235|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|1.0|2.0|0.08|26.0|-7.33|3.1|3.42|148.11|2.49|1.0|133.35|-5.63|34.0|5.0|468.53|1.0|0.0|0.0|2.35e-06|0.0011|2.86|0.0|2.2e-05|-0.07892|4.47|-1837.964768|-1837.932192|0.3329999999999999|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|-0.22981|8.3979|67.0|7.1752
18_a3|0.0|1|0|0|0|6.605297921|0|0|1.43179288|0.0|4.59511985|3|1.742872103|-0.122072724|0.042606196|10.96965878|-0.025890816|1|1|0.005799063|0.150826737|-0.035611069|-0.064953613|0.714658751|0.6858831809999999|1|-0.0846755|0.013796397|-31.07331853|-37.67445366|160.9514039|-0.031753312|-16.76239841|2.73114076|0.0|48.19055867|-452.0934439|703.8534116000001|-6.285899403999999|5.293627315|10.24658906|3928.183499|-201.1487809|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|0.0|1.0|0.0|1.0|1.0|1.0|0.0|21.0|-6.83|3.42|3.08|67.35|0.93|0.0|80.35|-2.82|21.0|4.0|273.29|0.0|1.0|1.0|0.0015|411.0|1.79|0.0|4.07e-05|-0.05769|1.85|-889.9619321|-889.9402005000001|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|2.6366|-0.2218|3.3664|0.03|7.5229
13n_a6|0.0|1|0|0|0|6.842683282|0|0|1.4290206230000002|0.0|4.727387819|2|1.628408574|-0.631323273|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|0.7767360059999999|0.82642394|1|-0.109392959|0.017758385|-68.88015714|-75.07706271|90.97854097|-0.038490115|-51.52585133|8.36448634|103.012404|88.73738138|-1426.464192|2535.307313|-18.12946621|8.872063579|16.76075427|6386.381394|-978.9911754|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|0.08|27.0|-9.67|4.19|3.76|122.47|0.81|0.0|127.2|-4.64|33.0|5.0|435.48|0.0|0.0|1.0|2.27e-05|0.00987|2.43|0.0|9.35e-08|-0.07131|4.27|-1423.765005|-1423.714738|0.9117|257.31|548.09|0.55028|0.64027|-1423.451366|0.1945|-0.13863|7.1946|-0.20994|10.1967|75.0|7.1249
17_a47|0.0|1|1|1|0|6.605297921|0|0|1.4168589319999998|0.0|4.59511985|3|1.699575434|-0.2032813319999999|0.075303828|10.9385382|-0.006331624|1|1|0.004477366|-0.180898239|-0.0184347939999999|-0.031505291|0.75807704|0.7666613659999999|1|-0.082994667|0.01291694|-43.82821253|-50.62550618|68.64478326|-0.02987808|-30.88080199|4.806157636|0.0|60.33408274|-911.2591113|1573.836082|-11.11708872|7.055517075|13.10144249|5854.9736840000005|-555.8544359|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|9.708576558|1.0|1.0|0.0|1.0|1.0|2.0|0.08|27.0|-10.1|5.12|5.44|79.38|2.26|0.0|119.83|-5.4|30.0|4.0|392.46|0.0|0.0|1.0|3.98e-06|0.00156|4.03|0.0|3.12e-08|-0.04873|3.07|-1254.985125|-1254.943823|0.4308|289.79|477.67|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|-0.17606|3.4454|-0.22479|5.6949|5.0|8.3
27b_a34|0.0|0|0|0|1|7.412764017000001|1|1|1.4335271040000002|2.013418486|5.351858133|1|0.0|-0.549928192|-0.029622037|10.95430634|-0.027175221|1|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|0.7722228729999999|0.770240631|0|-0.109683855|0.031021066|-57.66200309|-72.21552354|150.83624440000003|-0.037292511|-47.54648562|13.44721755|540.9533124|87.24055613|-1227.6639|2431.595232|-16.16580511|9.124440695|15.39406063|6032.666081|-808.2902556|0.022820627|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|1.0|0.12|23.0|-8.19|3.94|4.11|84.99|1.83|0.0|116.33|-5.23|31.0|5.0|409.44|0.0|0.0|1.0|5.92e-06|0.00243|3.75|0.0|2.67e-06|-0.04121|4.33|-1350.055377|-1350.018975|0.3621|257.4|577.39|0.47412|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|15.2147|0.65|6.1871
5g_a40|0.0|0|0|0|1|8.149890544|0|1|0.604913142|1.534673091|6.167516491000001|0|0.64025463|-0.5611751220000001|0.122088541|10.31198315|-0.091116241|2|2|-0.012008571|-0.104356485|0.07917206|0.137067086|0.818555255|0.7733200179999999|1|-0.14338431|0.024937196|-72.93994279|-68.05025116|216.425542|-0.049288357|-32.29667648|5.616992201|0.0|80.22859145|-748.5527627|593.8133184|-11.10198254|6.193485364|12.10939827|4358.890754999999|-355.2634413|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|0.21|14.0|-2.89|2.69|2.5|115.96|0.74|1.0|78.2|-4.24|21.0|5.0|301.32|0.0|0.0|1.0|5.78e-05|0.0174|2.17|0.0|391.0|-0.0540299999999999|4.02|-1328.055803|-1328.015099|261.0|356.27|367.19|0.6563|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|6.7957|123.0|6.9101
12m_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043522|0.0|5.351858133|2|0.0|-0.667165917|-0.025127218|10.95440733|-0.038386106|1|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|0.825587924|0.849217847|0|-0.121074678|0.022725561|-67.27772044|-81.19927925|42.78660249|-0.04260035|-54.45666327|10.22144534|107.233999|96.11918789|-1542.786306|2637.948424|-19.16067782|7.312794835|13.67704354|6434.374756|-1034.676602|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|0.0|0.0|1.0|0.0|3.0|0.13|17.0|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|-4.1|32.0|5.0|424.46|0.0|0.0|0.0|7.96e-05|0.0338|2.11|0.0|0.000305|-0.05114|3.88|-1401.654499|-1401.6158890000002|0.4718|320.72|505.51|0.69382|0.69382|-1401.385923|0.4718|-0.15879|6.5789|-0.20993|9.1003|0.03|7.5229
16c_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.6094207629999999|0.0|5.733341277|0|2.077479142|-0.770338913|-0.031087095|10.31100271|-0.036931818|3|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|0.8607827790000001|0.764217655|1|-0.119988297|0.025791147|-53.00702241|-71.59058881|102.2022233|-0.038178095|-42.71426897|9.181311842|37.0285246|86.97970500000001|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|5979.891916|-597.9997655000001|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|0.0|1.0|1.0|1.0|2.0|0.22|19.0|-6.99|5.64|4.21|149.27|0.88|0.0|107.14|-6.04|27.0|5.0|399.49|1.0|0.0|1.0|9.17e-07|0.000366|3.23|0.0|4.13e-05|-0.0505|4.12|-1916.6792|-1916.651132|0.2955|341.89|508.43|0.70198|0.70198|-1916.478107|0.2955|-0.14997|4.0551|-0.20047|5.3459|5.0|8.3468
25d_a34|0.0|0|0|0|1|7.412764017000001|1|1|1.433689841|1.940324546|5.351858133|1|0.0|-0.8576484190000001|-0.1266965|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|0.7498681140000001|0.778903495|0|-0.124111479|0.0292772039999999|-66.52770588|-82.09024497|174.9700398|-0.044492794|-54.29641443|12.8082206|69.64131956|95.24066462|-1559.714654|2564.887803|-19.46475234|6.933980884|13.29135354|6513.063805|-1031.631874|0.019881997|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-8.08|3.05|3.95|90.3|2.26|0.0|119.81|-4.61|32.0|5.0|427.46|0.0|0.0|1.0|2.44e-05|0.0104|3.05|0.0|3.53e-06|-0.03521|6.05|-1426.496796|-1426.468726|0.2106|290.15|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|8.0068|0.95|6.0223
12q_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29701394|0.0|5.351858133|2|0.0|-0.410984299|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|0.828371596|0.8065052890000001|0|-0.1060430969999999|0.018562763|-49.18227989|-68.5549152|82.68142965|-0.038175515|-44.31949385|7.758093617|0.0|80.15866795|-1233.988474|2380.245597|-15.95501778|7.546533709|14.69971555|6040.52496|-797.7508892000001|0.017949083|-347.4093916|1605.308562|629.5017194000001|11.60375275|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.18|3.35|2.54|69.2|2.51|0.0|128.76|-4.44|30.0|4.0|415.88|0.0|1.0|1.0|3.64e-05|0.0151|3.31|0.0|2.77e-05|-0.05602|3.79|-1692.544456|-1692.5102989999998|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|6.4226|6.0|8.2218
12bi_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297042566|0.0|5.351858133|2|0.0|-0.559678363|-0.067142264|10.95958518|0.041834838|1|1|0.002872872|0.056936052|-0.176729938|-0.289604649|0.812921349|0.8350231859999999|0|-0.107613368|0.034602166|-57.89562053|-75.1419557|129.685076|-0.027831043|-52.46851415|16.87080604|0.0|101.3899049|-1127.129336|2660.0547690000003|-13.56944331|8.454426643|15.71382803|6572.410403|-787.0277122|0.037590587|0.474365004|2255.791153|766.4854363|26.24794923|1.0|0.0|0.0|1.0|1.0|2.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|0.0|136.74|-4.11|33.0|6.0|441.49|0.0|0.0|0.0|7.75e-05|0.0342|2.62|0.0|7.11e-05|-0.0510199999999999|2.68|-1461.997992|-1461.966152|0.4214|319.1|603.92|0.68181|0.69207|-1461.69263|0.0252|-0.15078|7.0514|-0.2018|8.8903|14.0|7.8539
25b_a34|0.0|0|0|0|1|7.412764017000001|1|1|1.290860233|1.94553288|5.351858133|1|0.0|-0.861190687|-0.112970844|10.95957635|-0.061390533|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|0.7969500890000001|0.787858064|0|-0.137924163|0.030138301|-64.37123451|-86.13394472|165.2408865|-0.042438204|-53.79083879|11.75402804|49.2835599|98.0416108|-1378.143115|2671.608537|-16.55102732|6.383564979|11.00434095|5786.015654|-860.6534206|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|0.0|1.0|1.0|1.0|1.0|2.0|0.29|17.0|-6.42|2.63|3.03|90.3|1.56|0.0|108.21|-3.82|29.0|5.0|393.44|0.0|0.0|0.0|0.00015|59.0|2.29|0.0|0.00015|-0.03539|5.06|-1313.388114|-1313.361559|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-0.21103|9.0174|2.08|5.6819
4d_a46|0.0|0|0|0|1|7.825245291|1|1|1.134637067|2.146507937|5.587248657999999|2|0.0|-0.085744171|-0.111025108|10.96333164|-0.076521434|1|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|0.764741337|0.623144956|0|-0.070772596|0.008652238|-30.95621863|-38.85529917|8.241078584|-0.024616555|-21.33218735|2.607946825|74.62074724|43.60839351|-621.6847867|2233.65548|-7.419891252999999|5.757075209|10.30138878|4993.774007|-341.3149976|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|0.0|1.0|1.0|1.0|0.0|0.35|17.0|-7.41|4.81|5.11|43.6|2.84|1.0|101.75|-4.93|25.0|3.0|352.86|0.0|1.0|1.0|1.18e-05|0.00416|4.3|0.0|1.3699999999999998e-05|-0.0396399999999999|4.18|-1453.840712|-1453.817782|0.1313|280.09|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|3.7104|517.0|6.2865
11e_a5|0.0|1|0|0|0|7.139660336|1|1|1.338814635|0.0|5.209486153|2|0.0|-0.192538515|-0.16669151|10.9487795|-0.010236262|1|1|0.008721244|-0.127225457|-0.0924814769999999|-0.147721258|0.775794895|0.747366251|0|-0.0790189759999999|0.0120552589999999|-41.64560703|-52.34653881|62.84782002|-0.0282210629999999|-34.67724171|5.290414418|0.0|63.5644542|-1046.930776|960.0428704|-12.38472918|9.387474824|18.17739133|5675.693973|-693.5448342|0.016933845|-293.6467698|1450.77573|735.3048881|11.21791539|0.0|1.0|1.0|1.0|1.0|1.0|0.24|23.0|-8.95|5.03|4.29|66.93|1.83|0.0|125.71|-4.65|31.0|5.0|411.5|0.0|1.0|0.0|2.23e-05|0.00919|3.56|0.0|4.64e-07|-0.03808|2.91|-1316.547103|-1316.512503|0.5347|280.64|571.06|0.66478|0.6505|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|2.8694|0.04|7.3979
19_a20|0.0|1|0|0|0|6.842683282|0|0|1.4009239059999998|0.0|4.727387819|3|1.622562232|-0.539158264|0.077469518|10.94899558|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|0.7619768840000001|0.7741509329999999|1|-0.099685049|0.013643765|-60.26825633|-65.49811346|339.8339889|-0.038340404|-43.03556944|5.890223441|88.19441661|75.98477124|-1309.962269|1818.518838|-16.55214209|7.950138729|15.38668579|6325.747732|-860.7113887|0.0159602|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-9.63|4.97|4.08|110.44|1.33|0.0|122.86|-4.89|32.0|5.0|420.47|0.0|0.0|1.0|1.29e-05|0.00541|2.91|0.0|9.86e-08|-0.06767|5.01|-1368.413151|-1368.378274|0.2998|368.83|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|0.2998|-0.13903|4.2507|-0.2067|6.3327|2.6|5585.0
12at_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297042863|0.0|5.351858133|2|0.0|-0.653190113|-0.076129505|10.95446888|-0.037590959|1|1|0.000906224|0.091520225|-0.136151085|-0.227404687|0.8384626709999999|0.7767870459999999|0|-0.110637955|0.029516069|-58.66704838|-76.61315774|95.16663336|-0.037537878|-53.05210062|14.1532755|80.75773169|95.60375457|-1455.649997|2388.600265|-17.99981985|8.837213274|17.44496351|6537.399158|-1007.989912|0.027424543|-241.591008|2158.30208|735.3783268|18.99059683|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.62|2.7|1.67|95.5|1.89|0.0|135.03|-4.18|33.0|6.0|439.47|0.0|0.0|0.0|6.579999999999999e-05|0.0289|2.53|0.0|0.000106|-0.05703|4.5|-1460.833958|-1460.797444|0.4765|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|8.9532|78.0|7.1079
9o_a24|0.0|1|0|0|0|6.605297921|1|1|1.294229152|0.0|4.59511985|3|0.0|-0.387865233|-0.097596429|10.94506726|-0.000236595|1|1|0.002019902|-0.145366976|0.00177843|0.00294424|0.785672769|0.7086274779999999|0|-0.08834189|0.018492771|-51.29122728|-51.14964436|32.50178358|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|66.24061038|-971.8432428|1906.512273|-11.03321234|6.080741586|11.83284872|6697.297449000001|-562.6938294|0.026064002|-194.5965258|1454.754155|663.2688909|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|0.04|23.0|-7.91|3.75|4.36|92.79|1.23|0.0|120.73|-4.49|32.0|5.0|421.45|0.0|0.0|0.0|3.2500000000000004e-05|0.0137|2.88|0.0|5.23e-06|-0.04527|4.41|-1388.147972|-1388.094657|0.1409|210.85|432.84|0.41688|0.65292|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|5.9089|446.0|6.3507
16a_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.6094207620000001|0.0|5.733341277|0|2.095743605|-0.6911813920000001|-0.062610718|10.31100271|-0.058518519|3|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.199563743|0.8567078770000001|0.81143469|1|-0.119471489|0.020664867|-56.2527503|-74.35152328|92.00611646|-0.037168908|-46.27170107|8.003570876|66.13699638|88.96104768|-1040.921326|2992.60858|-14.39564033|7.183246604|13.08168264|5746.082161|-647.803815|0.023475264|-244.9767673|1493.816582|532.685565|14.6095244|1.0|0.0|1.0|1.0|1.0|3.0|0.22|19.0|-7.3|5.32|3.79|152.07|0.88|0.0|108.86|-5.49|27.0|4.0|398.51|1.0|0.0|1.0|3.2e-06|0.00128|2.65|0.0|2.01e-05|-0.0567299999999999|3.9|-1896.81177|-1896.770883|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|0.2859|-0.15045|1.3736|-0.20718|1.8274|11.0|7.9586
4_a4|0.0|0|0|0|1|7.535296702|1|1|1.343865392|2.156628874|5.4161004020000005|2|2.183056868|-0.058013858|-0.110597574|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|0.77276149|0.636572383|1|-0.06873731|0.008570112|-25.64211031|-35.41518716|13.70182982|-0.0255766729999999|-18.24679326|2.274995377|42.42341622|40.86951119|-566.6429946000001|1883.42405|-6.78950447|5.326452915|8.855289118|4878.070704|-291.9486922|0.010586293|-302.661743|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|1.0|1.0|0.0|0.19|21.0|-7.57|4.52|4.41|43.6|2.66|0.0|100.08|-4.12|25.0|3.0|326.39|0.0|1.0|1.0|7.59e-05|0.0248|3.52|0.0|8.85e-06|-0.04865|3.24|-1029.960398|-1029.93716|0.1106|230.37|394.06|0.55032|0.6010800000000001|-1029.763465|67.0|-0.1696599999999999|2.6814|-0.21831|3.1195|78.0|7.1079
