molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|BIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
4_a38 (LY-2157299)|0.0|0|0|0|1|7.535296702|1|1|1.343847059|2.0959524330000003|5.4161004020000005|2|1.721297609|-0.325515636|-0.159241692|10.9277672|-0.020954339|1|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|0.8099394329999999|0.6848692759999999|1|-0.089446059|0.01243241|-52.90108631|-51.11565158|260.7739337|-0.03235283|-29.21101111|4.060137052|71.22674185|58.99645489|-868.9660769|1686.693134|-10.56568487|6.54753874|12.76426621|5566.495502000001|-496.5871888|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|1.0|0.18|21.0|-7.13|3.69|3.51|86.69|1.84|0.0|108.18|-3.85|28.0|4.0|369.42|0.0|0.0|1.0|0.0001409999999999|52.0|2.39|0.0|2.75e-05|-0.06|3.95|-1198.683473|-1198.64695|0.2|266.68|449.44|0.4|0.68|-1198.442536|0.06|-0.16|5.9043|-0.22|7.6529|69.0|7.1586
47d_a18|0.0|0|0|0|0|7.03438793|1|1|1.251175994|0.0|4.844187086|0|0.0|-0.480899596|-0.07722825|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|-0.406388629|0.7430748709999999|0.741366815|0|-0.087315963|0.015270278|-52.14267013|-71.20388424|64.92967228|-0.028722356|-58.06490563|10.15469843|58.93717545|86.29525584|-1780.097106|1947.023498|-19.1002979|9.940531282|19.16475647|7780.945962999999|-1451.622641|0.018506261|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|1.0|1.0|2.0|0.32|18.0|-8.83|2.81|3.21|88.97|2.6|2.0|159.67|-5.74|39.0|4.0|527.66|0.0|0.0|0.0|1.83e-06|0.000968|4.16|1.0|7.790000000000001e-07|-0.04561|8.08|-1704.061013|-1704.0327519999998|0.5820000000000001|398.94|817.06|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.12844|3.7605|-0.17405|4.2225|8.0|8.0969
3t_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420752|0.0|5.733341277|0|2.141978747|-0.304466646|0.012069208|10.31100267|-0.086478322|3|3|0.00139283|0.049606573|-0.070331512|-0.122301673|0.822076702|0.687253845|1|-0.0974995|0.014242899|-50.65701113|-61.58101978|97.01046154|-0.026967947|-38.89478416|5.681818647999999|0.0|72.43498782|-800.5532571|2241.507646|-10.75813179|8.107111779|15.64252992|5525.861115|-505.632194|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|1.0|1.0|1.0|0.3|19.0|-8.01|7.65|5.42|128.01|1.74|0.0|112.48|-6.48|27.0|4.0|396.53|0.0|0.0|1.0|3.28e-07|0.00013|4.09|0.0|3.91e-06|-0.05507|5.5|-1864.708995|-1864.678788|0.2906|349.38|575.45|0.70286|0.70286|-1864.472646|0.2906|-0.14739|1.2641|-0.20246|2.7003|9.0|8.0458
11d_a5|0.0|1|0|0|0|6.605297921|0|0|1.388848584|0.0|4.59511985|2|0.0|-0.185566552|-0.138265707|10.94877952|0.01948342|1|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|0.783891527|0.755793189|0|-0.0847408619999999|0.012828514|-40.04753555|-53.84338206|61.45330587|-0.029333375|-34.21147402|5.179111638|0.0|65.35645739|-969.1808771|900.3825317|-11.84243331|8.920296087|17.62784804|5283.02167|-615.8065323|0.018119737|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|1.0|1.0|1.0|0.17|23.0|-8.64|4.41|4.14|66.93|1.42|0.0|114.29|-4.14|29.0|5.0|385.46|0.0|1.0|1.0|7.2e-05|0.0278|3.07|0.0|8.909999999999999e-07|-0.03767|2.59|-1239.127458|-1239.093739|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|2.8731|-0.20529|3.7008|15.0|7.8239
12an_a36|0.0|1|0|0|0|7.412764017000001|2|2|0.6294007110000001|0.0|5.351858133|2|0.0|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.07550872|-0.133106642|0.8344566859999999|0.855081905|0|-0.105145528|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|-0.036995649|-48.0034364|7.903608682000001|0.0|81.70091433|-1349.848937|2399.367452|-16.89009799|8.773001855|15.82907093|6162.848939|-912.0652916|0.015771136|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|-4.85|31.0|4.0|427.52|0.0|0.0|0.0|1.4300000000000002e-05|0.0061|3.19|0.0|3.83e-05|-0.05561|3.37|-1670.452238|-1670.417726|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|6.2182|0.04|7.3979
12c_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29696741|0.0|5.351858133|2|0.0|-0.414055975|-0.0621599059999999|10.95982545|-0.056994595|1|1|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|0.819222745|0.8065052890000001|0|-0.105624703|0.019582215|-47.12722334|-67.84435546|60.79111287|-0.038024893|-43.57746274|8.079011794|6.546878962999999|80.22754474|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|6256.172329|-784.3943293|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.18|3.35|2.54|69.2|2.51|0.0|128.76|-4.44|30.0|4.0|415.88|0.0|1.0|1.0|3.64e-05|0.0151|3.31|0.0|2.77e-05|-0.04992|3.79|-1692.540795|-1692.511019|0.3927|322.58|509.61|0.68913|0.68913|-1692.312906|0.3927|-0.15835|4.9812|-0.2082699999999999|6.6973|9.0|8.0458
14k_a23|0.0|0|1|1|2|7.423568444|0|0|1.1979621459999998|3.358995671|5.351858133|2|0.74561778|-0.299174093|-0.055500851|10.31321813|-0.055708465|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|0.800643488|0.659570836|1|-0.079899943|0.018829201|-37.43135588|-53.17069631|38.76597615|-0.033999976|-35.38329134|8.338417622|80.31548917|64.04991522|-1063.413926|2174.886074|-15.05671972|8.21201115|15.99703938|6715.186162999999|-707.6658267999999|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|0.0|1.0|1.0|0.05|26.0|-7.99|4.0|4.67|105.02|3.51|1.0|125.29|-6.13|31.0|4.0|445.93|0.0|0.0|0.0|7.49e-07|0.000334|4.21|0.0|4.55e-06|-0.07933|4.1|-2089.524497|-2089.501786|0.4694|340.42|552.65|0.63765|0.63765|-2089.293765|0.4694|-0.14784|5.8718|-0.2271699999999999|8.3627|4.0|8.4123
21_a4|0.0|0|0|0|1|7.535296702|1|1|1.399863887|2.026698554|5.4161004020000005|1|0.0|-0.131928225|-0.2897937889999999|10.94593332|-0.104638158|1|1|0.012094249|0.030586117|-0.063064908|-0.099702401|0.777866961|0.674434042|0|-0.076470465|0.020173071|-28.99048719|-38.7880598|63.37635587|-0.028676424|-19.67444009|5.190159022|66.03320922|47.69702403|-581.8208971|1584.866567|-7.377915035|5.961506745|9.956436217|4277.396118|-295.1166014|0.017563978|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|1.0|0.0|0.16|17.0|-5.94|3.7|3.85|39.94|2.32|0.0|91.59|-3.88|23.0|3.0|303.36|0.0|1.0|1.0|0.000133|0.0403|3.36|0.0|0.000352|-0.02956|3.31|-973.5683008|-973.5481197|0.2016|240.17|446.0|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|2.0282|-0.19588|2.9409|121.0|6.9172
5_a15|0.0|0|0|0|0|0.0|0|0|1.419941043|0.0|0.0|2|0.0|-0.54157893|-0.0156037999999999|10.95880662|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|0.704479781|0.7950674740000001|0|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|119.95308020000002|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|100.6631306|-1177.78105|2179.757502|-15.09973885|7.795174584|15.1701491|6656.720346|-875.7848531999999|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|0.15|24.0|-9.65|4.92|6.01|74.73|2.0|0.0|127.97|-6.16|33.0|6.0|443.49|1.0|0.0|1.0|6.86e-07|0.000304|4.86|0.0|9.970000000000001e-08|-0.03714|4.36|-1470.816175|-1470.779775|291.0|286.35|629.67|0.62664|0.70244|-1470.487858|0.0199|-0.14839|4.3576|-0.18553|6.35|13.0|7.8861
4n_a46|0.0|0|0|0|1|7.825245291|1|1|1.13463699|2.093595994|5.587248657999999|0|0.0|-0.234842682|-0.144852516|10.94021058|-0.064683066|1|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|0.722331115|0.7427183759999999|0|-0.085838139|0.008424451|-56.80797266|-47.16810275|172.8490949|-0.031047837|-25.91889741|2.543769935|0.0|51.4039205|-801.8577467|2116.313581|-9.374920341|5.666371466|9.921794991|4955.374473|-440.621256|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|1.0|0.27|17.0|-6.67|4.33|4.94|61.84|2.99|0.0|102.92|-5.43|26.0|3.0|343.42|0.0|1.0|1.0|3.75e-06|0.00129|4.41|0.0|7.340000000000001e-05|-0.04044|4.57|-1090.343872|-1090.302556|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|8773.0|5194.0|5.2845
25_a12|0.0|0|0|0|0|0.0|0|0|1.404967476|0.0|0.0|2|2.050456822|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|0.638255008|0.806844014|1|-0.080147596|0.004952762|-28.517955|-41.75851719|37.96125329|-0.03323193|-21.75703145|1.3444869730000002|0.0|44.42528172|-709.8947922|1907.027255|-9.021208163|5.34703037|9.70173342|4329.321091|-369.8695347|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|1.0|0.0|1.0|1.0|1.0|0.05|22.0|-8.78|4.7|5.35|37.81|3.2|0.0|99.48|-5.28|24.0|2.0|311.38|0.0|1.0|1.0|5.19e-06|0.00162|4.76|0.0|5.12e-07|-0.05352|4.73|-974.6569575|-974.6328337|0.4483|290.68|442.64|0.63284|0.69029|-974.458128|0.1897|-0.14303|1.2494|-0.19655|2.2482|22.0|7.6576
1k_a5|0.0|1|0|0|0|6.605297921|0|0|1.427567903|0.0|4.59511985|2|0.0|-0.120771321|-0.145151027|10.9489659|-0.011848312|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|0.7824502320000001|0.558485747|0|-0.074297856|0.010892351|-40.40908188|-38.00629774|165.11680719999998|-0.0301207529999999|-19.44172742|2.850231839|0.498979532|47.83775802|-570.0944662|824.0133397999999|-7.881781385|6.710535795|12.9461019|4479.484358|-291.6259112|0.019219352|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|0.0|1.0|1.0|1.0|0.0|23.0|-8.3|4.88|4.76|54.46|2.29|0.0|90.44|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|0.000106|0.0336|3.16|0.0|1.58e-06|-0.04516|3.1|-1050.548505|-1050.51717|0.6242|262.56|398.63|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|1.5911|-0.22504|2.3036|48.0|7.3188
14u_a23|0.0|0|1|1|2|7.423568444|0|0|1.197962732|3.357982471|5.351858133|2|0.743634137|-0.385981432|-0.026062012|10.31321759|-0.0569153009999999|2|2|0.010508236|0.091604179|-0.110069159|-0.199540201|0.787538583|0.71381683|1|-0.086465795|0.0254134689999999|-36.90928915|-57.75236052|43.06242147|-0.033908155|-38.57404134|11.3374334|50.47632596|73.50348823|-1155.04721|2430.634114|-15.12707504|7.392527755|14.12094979|6913.009783|-771.4808267999999|0.023582305|-271.0010972|1643.332169|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.51|3.42|4.03|114.25|2.72|1.0|126.78|-5.63|32.0|5.0|441.51|0.0|0.0|0.0|2.32e-06|0.0010199999999999|3.55|0.0|1.3699999999999998e-05|-0.0618299999999999|3.23|-1744.446261|-1744.422541|0.2253|306.82|549.0|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|8.1549|6.0|8.2449
16h_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420754|0.0|5.733341277|0|2.075726759|-0.7828009570000001|0.061727488|10.31100268|-0.022634676|3|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|0.832040698|0.7619492790000001|1|-0.121464999|0.02096013|-51.56009529|-77.17316899|70.02855767|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|90.15529448|-1157.597535|3282.554439|-15.6485794|6.710057805|12.42028916|6151.056721|-735.4832318|0.020432929|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.0|5.86|4.6|149.27|1.12|0.0|111.95|-6.48|28.0|5.0|413.52|1.0|0.0|1.0|3.28e-07|0.000136|3.66|0.0|4.09e-05|-0.05028|4.54|-1955.99895|-1955.970762|0.2914|342.67|556.05|0.70219|0.70219|-1955.772465|0.2914|-0.14972|3516.0|-0.2|4.2275|9.0|8.0655
12bf_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043948|0.0|5.351858133|2|0.0|-0.4497470879999999|-0.096665166|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|0.836170906|0.632625562|0|-0.110255801|0.0217611939999999|-58.26326838|-71.01192632|87.14111344|-0.037486972|-45.73631152|9.026978489|0.0|86.28460578|-1207.2027480000002|2522.341812|-15.55034592|7.546900716000001|14.37031118|6271.550446|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.55|3.0|69.2|2.78|0.0|123.67|-3.99|31.0|6.0|417.41|0.0|1.0|0.0|0.000102|0.0424|2.88|0.0|3.17e-05|-0.0571299999999999|3.66|-1431.413697|-1431.380702|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|7.5932|6.0|8.2218
15_a15|0.0|0|0|0|0|0.0|1|1|1.435688991|0.0|0.0|3|0.0|-0.395472407|0.000676845|10.95980315|0.0020555079999999|0|0|0.003766915|-0.098862691|-0.173728081|-0.272482143|0.724319314|0.796300317|0|-0.091075463|0.020649569|-41.11675625|-60.51136736|142.8140301|-0.031405332|-40.20430373|9.115534766|4.306196778|73.99578515|-1210.227347|2868.890383|-13.86355301|6.673906339|11.8273735|7039.747576999999|-804.0860746000001|0.0202953539999999|-269.1443943|1722.635223|830.7967967000001|13.48441779|1.0|1.0|1.0|0.0|0.0|1.0|0.07|24.0|-8.9|4.33|6.69|59.51|2.52|0.0|138.24|-6.32|34.0|4.0|448.52|1.0|0.0|0.0|4.77e-07|0.000214|5.32|0.0|5.7e-07|-0.03786|5.04|-1450.7538470000002|-1450.725355|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-0.1475|2.9566|109.0|6.9626
21b_a23|0.0|0|1|1|2|7.525639975|0|0|1.197963051|3.351726269|5.4161004020000005|2|0.745297595|-0.326506055|-0.103470358|10.31321725|-0.0490623259999999|2|2|0.009872313|0.107996329|-0.069382957|-0.130528352|0.7717839409999999|0.668547062|1|-0.083105261|0.014481931|-41.81114831|-58.25915868|41.6766724|-0.034219814|-40.84133198|7.117014296|86.65837165|67.68046598|-1223.442332|2531.041828|-16.81701905|8.773746105|16.20152864|6919.229053|-857.6679716|0.013439264|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|0.08|26.0|-7.84|3.92|4.2|128.81|2.6|1.0|129.97|-6.1|33.0|5.0|450.52|0.0|0.0|0.0|8.02e-07|0.000361|3.7|0.0|6.45e-06|-0.08401|3.57|-1761.498874|-1761.4722969999998|0.2607|309.79|611.6|0.57848|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|13.2567|85.0|7.0691
16f_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420741|0.0|5.733341277|0|2.082564316|-0.77158995|-0.081644236|10.31100265|-0.000291262|3|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|0.852938445|0.761506727|1|-0.111152081|0.024434011|-56.53102601|-76.92280867|89.03402347|-0.035568666|-53.23443736|11.7022626|47.24868477|92.82839829|-1230.764939|3414.006186|-17.03501995|8.79158776|14.28728752|6235.040893|-851.7509977|0.022983292|-269.5356315|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|1.0|1.0|2.0|0.3|19.0|-7.77|6.42|4.99|149.27|1.34|0.0|116.75|-6.95|29.0|5.0|427.54|1.0|0.0|1.0|1.12e-07|4.79e-05|4.11|0.0|7.26e-06|-0.04997|4.99|-1995.307736|-1995.278839|0.2931|341.82|603.12|0.70204|0.70204|-1995.054457|0.2931|-0.15003|3.6641|-0.2|4.2764|9.0|8041.0
47g_a18|0.0|0|0|0|0|7.03438793|1|1|1.251175676|0.0|4.844187086|0|0.0|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|0.750610215|0.745431271|0|-0.08547236|0.013404131|-55.35188184|-72.53379954|111.5517627|-0.029212072|-61.55384106|9.653129118|47.07867403|86.33162323|-1958.412588|2268.439188|-21.03738872|10.33698377|20.32265524|7870.887027|-1661.953709|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.22|3.22|3.6|88.97|2.79|2.0|164.47|-6.11|40.0|4.0|541.68|0.0|0.0|0.0|7.76e-07|0.000421|4.52|1.0|3.27e-07|-0.04413|8.13|-1743.375845|-1743.346243|0.5955|400.4|874.26|0.69828|0.69828|-1742.7686640000002|0.5955|-0.12789|4966.0|-0.17202|5.9864|9.0|8.0458
galu_a46|0.0|0|0|0|1|7.535296702|1|1|1.343828866|2.082220175|5.4161004020000005|2|1.721297609|-0.327651527|-0.094815394|10.92740177|-0.1121767259999999|1|1|0.003107816|-0.150645957|0.028964355|0.0481706809999999|0.81708619|0.6848692759999999|1|-0.089050651|0.01235603|-50.93538037|-49.84028137|261.2602893|-0.03220981|-27.89483984|3.870487977|68.43088526|57.65745491|-847.2847833999999|1755.2047|-10.08962292|6.445819025|12.12170938|5641.451892|-474.2122773|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|1.0|1.0|0.18|21.0|-7.13|3.69|3.51|86.69|1.84|0.0|108.18|-3.85|28.0|4.0|369.42|0.0|0.0|1.0|0.0001409999999999|52.0|2.39|0.0|2.75e-05||||||||||||||||51.0|7.2924
6a_a40|0.0|0|0|0|1|8.421342866|1|2|0.604893625|1.78213955|6.401917197|0|0.775942224|-0.68730803|0.104332675|10.30179985|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|0.801647855|0.657059571|1|-0.117413572|0.016399125|-68.11170799|-73.33687786|185.06174|-0.049149867|-45.80643937|6.397774285|36.84483305|81.37714586|-1320.063801|2536.88262|-19.17478857|6.945713476|11.8691482|7059.617542|-824.5159087000001|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|0.0|1.0|0.0|1.0|1.0|0.21|14.0|-4.05|4.38|3.07|173.43|1.62|2.0|120.14|-7.11|29.0|5.0|442.53|1.0|0.0|1.0|7.85e-08|3.47e-05|3.77|0.0|0.0396|-0.0926|7.73|-2371.579899|-2371.560378|0.4015|415.55|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|9.3893|0.04|7.3979
8_a47|0.0|0|0|0|0|7.252053952000001|0|1|1.24688044|0.0|5.476463552|2|1.335354131|-0.391797226|-0.153669322|10.93671024|-0.14203855|0|0|-0.007648516|-0.177626636|-0.00158075|-0.003223628|0.7847248109999999|0.659210804|1|-0.091482011|0.008687692|-44.09728708|-53.11155658|90.32612351|-0.035797309|-30.83488674|2.928269795|0.0|60.62152862|-956.0080185|2217.264922|-12.06582525|6.492934319|11.08581716|6219.278078|-555.0279614|0.012935553|-371.2177396|1166.287236|559.4973856|7.509972037000001|1.0|1.0|0.0|1.0|1.0|2.0|0.13|22.0|-9.25|5.67|6.77|58.04|3.9|0.0|113.97|-6.59|29.0|4.0|405.85|1.0|0.0|1.0|2.56e-07|0.000104|5.61|0.0|2.28e-07|-0.05495|4.91|-1686.068471|-1686.0356350000002|0.2249|337.87|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|3585.0|-0.2085199999999999|4.6281|0.05|7.3
10_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.6094207629999999|0.0|5.733341277|0|2.067772926|-0.771023817|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|0.8607827790000001|0.764217655|1|-0.1223816869999999|0.02575778|-54.55170955|-75.59866726|57.97512956|-0.038939628|-46.69945835|9.828875607|52.24660367|91.10767604|-1058.381342|2980.525719|-14.85891856|7.079344111|12.86809583|5842.926058|-653.7924168|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|1.0|1.0|2.0|0.22|19.0|-6.99|5.64|4.21|149.27|0.88|0.0|107.14|-6.04|27.0|5.0|399.49|1.0|0.0|1.0|9.17e-07|0.000366|3.23|0.0|4.13e-05|-0.05434|4.12|-1916.668776|-1916.631761|0.2983|340.24|533.89|0.70228|0.70228|-1916.460049|0.2983|-0.15088|2.4919|-0.2052199999999999|3.2297|7.0|8.1427
8b_a12|0.0|0|0|0|0|0.0|1|1|1.283836078|0.0|0.0|2|0.0|-0.618894925|-0.036536396|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.047425677|0.003898807|0.006468729|0.7407532059999999|0.856390139|0|-0.116554734|0.011257065|-60.97837482|-67.44287685|319.0086845|-0.045608374|-39.02494133|3.769098814|76.80174559999999|72.85978933|-1213.971783|1437.536303|-15.27062922|6.373278096|12.27845608|5217.318476|-702.4489440000001|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|0.1|18.0|-7.45|3.11|1.9|80.37|2.23|0.0|110.58|-4.1|27.0|4.0|355.39|0.0|0.0|0.0|7.890000000000001e-05|28.0|2.76|0.0|1.26e-05|-0.0589|5.11|-1159.405202|-1159.365835|0.3179|293.37|460.08|0.53425|0.57773|-1159.188228|127.0|-0.15294|4.2554|-0.21184|6.1286|263.0|6.58
21_a10|0.0|0|0|0|1|7.535296702|1|1|1.343837211|2.093218896|5.4161004020000005|2|1.817620533|-0.549176498|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|0.7620337359999999|0.68876002|1|-0.084654798|0.018892889|-64.32920271|-59.80834512|240.7558768|-0.03292131|-42.25440548|9.430154402|74.3822498|75.80259699|-1255.975247|2701.142106|-16.4322688|8.388036625|13.78215169|7048.414464|-887.342515|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|1.0|0.0|1.0|0.11|27.0|-8.71|4.47|5.6|90.13|2.81|0.0|128.59|-5.77|34.0|6.0|448.47|0.0|0.0|0.0|1.69e-06|0.0007599999999999|4.17|0.0|8.68e-07|-0.06082|5.57|-1485.499561|-1485.461532|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|0.1489|-0.16178|1.5138|-0.2226|1.1872|4.8|5.3188
33_a20|0.0|0|0|0|1|6.842683282|0|0|1.4175014119999998|1.915285809|4.727387819|2|2.0219022580000003|-0.078557022|-0.061975089|10.93244905|-0.062750442|1|1|0.008780074|0.248715569|-0.036258691|-0.060582944|0.74131936|0.607038752|1|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.680600701|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|54.60811436|-868.8044333999999|2274.654579|-11.3769728|8.062843544|15.094865900000002|5916.443448|-568.84864|0.013564844|-339.6262863|1144.132956|664.4562602999999|8.881565237|1.0|0.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.33|5.39|67.39|2.61|0.0|121.62|-5.6|31.0|4.0|401.46|0.0|0.0|1.0|2.48e-06|0.000997|4.47|0.0|8.199999999999999e-08|-0.0582899999999999|4.07|-1275.852801|-1275.823229|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|5.0369|34.0|7.4685
14i_a23|0.0|0|1|1|2|7.423568444|0|0|1.197963212|3.2692375460000003|5.351858133|2|0.7151570629999999|-0.558153376|-0.018541856|10.31321758|-0.026731172|2|2|0.002496501|0.075401108|-0.017918675|-0.033435987|0.8025091329999999|0.7333675390000001|1|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|324.811841|-0.039760909|-45.14777443|10.01786784|93.48624142|79.20815775|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|7030.347905|-948.103263|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|1.0|1.0|0.0|2.0|0.04|26.0|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|-5.21|33.0|5.0|454.51|1.0|0.0|0.0|6.11e-06|0.00278|2.46|0.0|5.03e-05|-0.08025|4.64|-1798.64228|-1798.608335|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|8.3755|3.0|8.4622
