molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8e_a46|0.0|0|0.0|0.252655541|1|7.727094485|1|1.160371308|0.000950213|2|0.043238095|0.0|-0.046696417|-0.016857659|1|1|0.0123581919999999|-0.08488645|-0.132524216|-0.241393458|0.837678812|0.668786636|0|0.921352352|-0.053352779|-0.065982313|0.009576086|-27.16690715|4.876083942|7.389496216|0.078647648|-17.10778729|2.482871976|53.05984592|0.7492419109999999|-13.83322216|-11.72015869|32.04299109|469.146955|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|5.504080656|9.911785304|4239.252176|127.6844779|15.64268965|-253.8248986|672.6356549999999|426.71841|1.0|0.0|1.0|0.0|2.93|4.09|3.9|2.13|91.93|0.0|1.0|2.0|3.0|304.39|0.0|1.0|3.21|-4.04|0.0002569999999999|9.15e-05|0.0279|3.01|2.16e-07|6.57e-05|-0.03175|4.5092|4.5092|-954.9296396|-954.9056294|933.3|274.96|274.96|457.96|0.6967|0.6967|-954.793305|3.7755|406.0|6.3915
8b_a31|0.0|0|3.37710223|0.0|0|7.765993078999999|1|0.610137861|-0.12841288|0|0.041161616|0.0|-0.57242407|-0.069423138|2|2|-0.006785954|-0.05421947|-0.510259793|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.03234629|-63.04219151|16.89414614|129.8921115|0.392380774|-36.1645207|8.823644775|472.8995873|0.703469355|-32.92631065|-21.30529654|79.93633765|317.3534883|-830.906565|1587.743824|-11.12754483|0.296530645|6.142377144|11.79588561|4696.728592|154.8750114|30.28603362|-212.5400476|1181.155311|372.3224834|1.0|1.0|1.0|2.0|2.71|4.52|2.74|0.61|88.64|0.0|2.0|4.0|5.0|328.39|0.0|1.0|2.52|-3.4|8.97e-05|0.000399|131.0|2.02|1.86e-06|0.00061|-0.0325|3.8582|3.8582|-1386.852117|-1386.815519|927.61|321.36|321.36|439.96|0.70036|0.70036|-1386.734257|5.6001|2.2|5.6576
19j_a38|0.0|0|3.235947106|0.0|0|7.412764017000001|2|1.29704352|-0.04575843|2|0.04391253|0.0|-0.438688445|-0.036248822|1|1|-0.002443797|-0.09493054|-0.42133715|-0.001131945|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.0250587|-57.80349365|17.15233756|131.29876370000002|0.192823617|-50.60340201|11.74054073|29.18585028|0.714369845|-39.565701700000005|-26.09259418|74.95583121|552.5012068|-1330.722303|3109.238056|-17.86002424|0.285630155|7.506210369|12.69084117|6704.612831|195.5099392|36.5253298|-293.4664598|1862.79182|640.025745|0.0|1.0|1.0|3.0|2.34|3.17|2.42|1.76|130.41|0.0|1.0|5.0|5.0|426.45|0.0|0.0|2.44|-4.12|4.46e-05|7.55e-05|0.0322|2.5|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.6886|-1424.426858|-1424.390074|1163.3|336.13|205.41|533.97|0.30419|0.69435|-1424.24494|14.4895|8.0|8.1146
14e_a23|0.0|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|-0.272389934|2|0.044241453|0.650989437|-0.4787294729999999|-0.009871698|2|2|0.001951778|-0.07256543|-0.5232404310000001|0.133270225|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.018022127|-51.07141556|12.5437807|48.244071000000005|0.074607942|-43.33511299|8.73073591|0.5612316039999999|0.796525872|-35.54678231|-27.39493099|63.61519626|644.0923882999999|-1369.74655|2428.874279|-19.06744972|0.203474128|8.020794334|15.89643482|7663.17288|141.6222839|34.39302091|-412.7765217|1719.6510460000002|658.8108151|0.0|1.0|1.0|1.0|3.62|4.42|6.19|3.82|125.29|0.0|1.0|6.0|7.0|479.48|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|1.61e-06|0.000773|4.46|5.94e-09|2.85e-06|-0.08122|3.7033|3.7033|-1966.96594|-1966.943431|1209.58|334.8|334.8|571.39|0.63922|0.63922|-1966.785007|5.5469|3.0|8.5214
14u_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197962732|-0.025360103|2|0.043321995|0.743634137|-0.385981432|-0.0569153009999999|2|2|0.010508236|-0.110069159|-0.4086345999999999|-0.001778422|0.845160857|0.71381683|1|0.909754912|-0.055259924|-0.086465795|0.0254134689999999|-36.90928915|16.97420126|43.06242147|0.090245088|-38.57404134|11.3374334|50.47632596|0.702868983|-24.65250654|-22.64798452|53.88349042|607.6448353|-1155.04721|2430.634114|-15.12707504|0.297131017|7.392527755|14.12094979|6913.009783|198.4601847|32.2221994|-271.0010972|1643.332169|683.7405759|0.0|1.0|1.0|1.0|3.68|3.42|4.03|2.72|126.78|0.0|1.0|6.0|5.0|441.51|0.0|0.0|3.48|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.1819|-1744.446261|-1744.422541|1214.4|389.66|306.82|549.0|0.4523|0.6703100000000001|-1744.2405670000005|8.1549|6.0|8.2449
14a_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197964042|-0.0246126279999999|2|0.042992424|0.757767133|-0.289658385|-0.071842463|2|2|0.011363191|-0.073893976|-0.446724057|0.114693804|0.816237166|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|0.019504497|-35.20994211|12.33442989|38.57988954|0.081322962|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-22.26638099|-21.61564087|47.54437201|580.9612768999999|-1015.935121|2173.7139190000003|-13.66949407|0.219241211|7.668841725|14.2658736|6269.28943|138.6457355|27.68542751|-355.0975547|1301.215093|601.8533922|0.0|1.0|1.0|1.0|2.86|3.36|4.02|3.03|120.28|0.0|1.0|5.0|4.0|411.48|0.0|0.0|3.37|-4.96|3.38e-06|1.1e-05|0.0045299999999999|3.58|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|-1629.90669|1134.02|334.02|334.02|516.58|0.6289100000000001|0.6289100000000001|-1629.748476|8.3962|3.0|8.5498
16i_a32|0.0|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|-0.075706124|0|0.0439583329999999|2.078707411|-0.7748511779999999|0.006037736|3|3|-0.001202032|-0.120440534|-0.700853898|0.134577711|0.8829894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.022335011|-56.03343427|14.59730623|90.08098301|0.198505292|-49.02383532|9.540239197|32.3175507|0.718964113|-36.62130242|-24.00328703|70.6307405|523.8261846|-1200.164351|3450.514629|-15.6876273|0.281035887|6.848009314|12.57892808|6355.471589|183.6742715|33.38593207|-286.2130831|1669.296604|636.0251562999999|0.0|1.0|1.0|2.0|3.16|6.25|4.85|1.34|116.75|1.0|1.0|8.0|5.0|427.54|1.0|0.0|3.96|-5.09|9.25e-08|8.18e-06|0.0035|4.19|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|3.6176|-1995.307733|-1995.279632|1175.51|342.72|342.72|573.38|0.70222|0.70222|-1995.11813|4.0568|6.0|8.2596
6e_a40|0.0|0|0.0|0.0|1|8.421342866|2|0.604892975|-0.074872854|0|0.039160494|0.744550501|-0.69771706|-0.205140551|2|2|-0.002992481|-0.020200684|-0.6319354389999999|-0.011405885|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|0.015875595|-70.52033811|10.43262695|185.1473293|0.25379524|-50.27304895|6.85578763|35.33106374|0.866991176|-46.34235117|-32.02400144|80.95296505|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.133008824|6.972949117000001|12.49434084|7585.605268000001|87.40658058|36.93694043|-482.3355765|1588.2884390000002|587.7345677999999|0.0|1.0|1.0|1.0|3.16|5.02|3.72|2.12|125.15|1.0|2.0|5.0|5.0|476.98|1.0|1.0|3.68|-5.58|1.74e-08|2.6e-06|0.00124|4.4|2.35e-05|0.0112|-0.09682|2.9549|2.9549|-2831.191706|-2831.156883|1149.77|419.59|419.59|537.07|0.67187|0.67187|-2831.048968|11.5248|18.0|7.7447
11b_a5|0.0|0|2.943854668|0.0|0|6.605297921|0|1.277648917|0.008093965|2|0.023988604|0.0|-0.1833048739999999|-0.0536971829999999|1|1|0.005685558|-0.0109928619999999|-0.252164213|-0.0497097529999999|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.07633373|-0.080664777|0.016373566|-45.82509318|9.829471091|55.25128526|0.126268949|-29.07084703|5.900883275|1.880682804|0.66824472|-27.50997723|-17.60913884|55.65456427|524.5231302|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|16.43091298|5107.577902|199.1611925|26.35133256|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|2.55|5.38|4.82|2.01|106.58|0.0|1.0|6.0|4.0|376.84|0.0|1.0|3.68|-4.69|2.26e-05|2.04e-05|0.00767|3.62|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|1063.35|295.32|275.55|511.28|0.61027|0.6284|-1564.621301|2.8531|19.0|7.7212
12b_a50|0.0|1|0.0|0.0|2|7.927685046000001|1|1.397986833|-0.0016330379999999|1|0.034845679|2.112397566|-0.125985651|-0.115659308|2|2|0.011790103|-0.168032508|-0.246831987|0.009081884|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.0214891|-22.92589265|10.80329197|8.07905572|0.074083915|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-11.52561607|-11.93905701|33.72918462|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|4672.843578|214.5713436|20.82911679|-73.59089223|812.3355548|388.171611|1.0|0.0|1.0|0.0|2.45|2.59|3.42|2.02|94.69|0.0|2.0|2.0|3.0|313.36|0.0|1.0|2.59|-3.84|0.000685|0.000144|45.0|2.5|3.22e-06|0.00101|-0.02974|4.7089|3.9305|-1006.664619|-1006.641541|909.8|315.44|263.3|401.64|0.6016199999999999|0.6581|-1006.550688|5.6617|4.74|5.3242
16_a31|0.0|0|3.096824452|0.0|0|7.758333467000001|1|0.61013894|-0.186617888|0|0.042528736|0.0|-0.726543099|0.06214876|2|2|-0.0125582419999999|-0.053194463|-0.60894688|-0.038841601|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.142079397|-0.150315165|0.0374314139999999|-66.9420327|17.63615984|130.369865|0.4535498739999999|-33.36862997|8.309441139|467.7901274|0.73080436|-31.54036284|-23.60746376|84.57819254|257.4650715|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|9.649327262|4387.049328|126.8340354|32.30339751|-217.4912527|1066.012118|280.39844320000003|1.0|0.0|1.0|2.0|1.93|3.8|2.83|0.78|80.57|0.0|2.0|2.0|4.0|300.34|0.0|1.0|2.33|-3.6|4.38e-05|0.000254|0.0762|2.32|1.16e-05|0.00347|-0.0318899999999999|3.6596|3.6596|-1308.242314|-1308.202828|818.1|338.79|338.79|369.73|0.70108|0.70108|-1308.161433|5.5943|0.09|7.0458
1f_a5|0.0|0|2.824395738|-4.398485453999999|0|6.605297921|0|1.218960329|-0.31059482|2|0.029105691|0.0|-0.277594656|-0.000625|1|1|-0.000700145|0.001493879|-0.401165734|-0.060528915|0.834250802|0.513260607|0|0.888073448|-0.091412569|-0.083857856|0.008403353|-50.98614411|4.687041957|201.7057715|0.111926552|-26.08772825|2.614237829|0.21377016|0.757522389|-28.43795894|-19.87828616|55.67318607|495.3305784|-795.1314464|979.2285994|-11.0872845|0.242477611|7.117418022000001|13.35549635|5474.331675|135.2439659|26.24118632|-287.2706403|1049.647453|403.396385|1.0|0.0|1.0|1.0|2.61|5.48|6.37|2.73|95.49|0.0|1.0|4.0|6.0|366.34|1.0|1.0|4.23|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|4.5758|-1288.353339|-1288.3196369999998|958.06|270.96|261.1|442.04|0.47267|0.42446|-1288.263745|4.9879|0.24|6.6198
9_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.605017128|-0.100592457|1|0.034166667|2.4071976040000003|-0.298197887|0.023606557|1|1|-0.003863265|0.083014843|-0.614170287|-0.260349706|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.007377805|-44.74600478|3.469130065|223.4501605|0.15350225|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-21.04009269|-17.96047462|48.21513485|398.0331029|-628.6166118|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|4430.929894|53.19989715|20.25176593|-363.8118546|708.8118076000001|349.6957191|1.0|1.0|1.0|1.0|2.44|4.9|4.62|2.42|92.69|0.0|1.0|2.0|2.0|303.38|0.0|1.0|3.7|-4.9|2.96e-06|1.25e-05|0.00379|4.14|5.5e-08|1.67e-05|-0.03999|5.8185|3.7356|-1256.087705|-1256.0634710000002|857.36|331.9|213.09|350.27|0.3639699999999999|0.6724600000000001|-1256.002529|2.6661|10965.0|4.96
12ah_a36|0.0|0|3.456839001|0.0|0|7.412764017000001|2|1.297013411|-0.043678703|2|0.043848238|0.0|-0.41302559|-0.050147748|1|1|0.0010871589999999|-0.103922055|-0.444563583|0.011674455|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.0184777819999999|-49.0084977|11.93961081|82.70705743|0.171594725|-44.23111357|7.714903458999999|0.0|0.768906425|-31.66734951|-24.6427998|60.9481085|535.2826672|-1232.13999|2334.380591|-15.92320089|0.231093575|8.26712637|15.54445187|6015.129321|149.3235124|32.04915319|-347.5133554|1602.457659|629.5017194000001|0.0|0.0|0.0|2.0|0.0|3.35|2.54|2.51|128.76|0.0|1.0|5.0|4.0|415.88|0.0|1.0|2.34|-4.59|3.64e-05|2.55e-05|0.0106|3.31|6.65e-08|2.77e-05|-0.05637|5.2259|3.7792|-1692.545871|-1692.512868|1148.39|328.07|237.25|532.36|0.40051|0.6970000000000001|-1692.369929|7.6265|11.0|7.9586
21c _a23|0.0|1|0.0|0.0|2|7.525639975|0|1.197962776|-0.135572353|2|0.043130342|0.731360766|-0.576752175|-0.039311241|2|2|0.0035741379999999|-0.0201427689999999|-0.596546056|0.149511954|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.014036138|-59.46209153|9.976937758|323.3651097|0.209403563|-49.86692499|7.09164338|94.32302529|0.834557275|-42.26586935|-28.58195193|69.43902929|561.9588018|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|8.945789862|16.83467928|7227.157398|117.597286|34.24804117|-475.6090385|1849.394223|762.0576580000001|0.0|1.0|1.0|2.0|3.11|3.1|3.42|2.49|133.35|1.0|1.0|6.0|5.0|468.53|1.0|0.0|3.0|-4.72|2.35e-06|1.92e-05|9.0|2.86|4.69e-08|2.2e-05|-0.07892|3.6649|3.6649|-1837.964768|-1837.932192|1275.12|338.3|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.736174|8.3979|67.0|7.1752
17_a15|0.0|0|0.0|0.0|0|0.0|0|1.43568899|-0.071708785|2|0.036595745|0.0|-0.442454151|-0.0141953639999999|0|0|0.0032452509999999|-0.170008473|-0.461493931|0.001376853|0.76362781|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.012890299|-40.50376584|9.875456386|34.35335309|0.119540765|-46.86345493|7.56573889|58.47512431|0.653207369|-31.03055741|-20.73567196|50.37922222|674.5333498|-1223.4046460000002|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|6352.266784|265.6831633|31.74439379|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|3.99|4.89|6.0|2.53|131.36|0.0|1.0|7.0|4.0|438.52|1.0|1.0|4.44|-5.65|1.19e-06|2.26e-06|0.00099|4.78|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|3.8006|-1413.897695|-1413.857182|1298.37|326.22|299.04|663.81|0.68787|0.7045100000000001|-1413.624817|7.1743|12.0|7.9208
1a_a5|0.0|0|0.0|0.0|0|6.605297921|1|1.189701889|0.009305578|2|0.021346801|0.0|-0.078562954|-0.004213083|0|0|0.00549829|0.069867374|-0.179831877|0.11504495|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|0.008036994|-36.19957997|4.047117885|83.60943679|0.166361767|-19.17495143|2.037971304|0.0|0.7256546770000001|-18.22870183|-13.93123008|40.24669785|419.7878208000001|-571.1804334|902.6910106|-7.015226132|0.274345323|6.199179484|11.38004491|4005.068642|138.1496441|19.19815378|-227.2618539|787.1243051|403.543273|1.0|0.0|1.0|1.0|0.0|3.08|1.42|2.09|93.49|0.0|1.0|3.0|4.0|298.34|0.0|0.0|1.75|-3.44|0.00253|0.000365|109.0|2.17|7.13e-08|2.13e-05|-0.1040099999999999|4.6707|2.8332|-951.1394906|-951.110826|882.1|437.61|265.45|386.8|0.44868|0.54123|-951.226623|6.7017|107.0|6.9706
12i _a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|-0.030422458|2|0.043848238|0.0|-0.366470081|-0.072247675|1|1|0.003603419|-0.051371057|-0.469854551|-0.029080032|0.888213143|0.7463962120000001|0|0.8434291340000001|-0.076575246|-0.096489393|0.015808432|-50.00086637|10.32233418|84.78576301|0.156570866|-41.13938837|6.740110893|0.0|0.806299097|-32.64875738|-24.43015511|60.32320054|550.7287204|-1197.077601|2280.31966|-15.95200773|0.193700903|8.097008872|15.56818082|6362.153853|126.4796844|30.29912252|-400.0044646|1484.657003|652.8825454|0.0|1.0|0.0|1.0|0.0|4.47|3.27|3.31|132.29|0.0|1.0|5.0|4.0|432.93|0.0|1.0|3.11|-5.44|1.19e-06|3.61e-06|0.00156|4.49|6.03e-08|2.61e-05|-0.05465|5.0358|3.5242|-2035.373964|-2035.339603|1167.27|351.81|246.2|542.74|0.43157|0.68497|-2035.203042|3.0033|16.0|7.8013
8b_a8|0.0|0|3.191799887|0.0|1|7.535296702|1|1.395658149|-0.182065125|1|0.040054466|0.0|-0.733216119|-0.03443232|1|1|-0.003593429|0.049587543|-0.5058761820000001|0.097555876|0.8354024290000001|0.726912742|0|0.558354653|-0.130159955|-0.11627069|0.032440348|-79.74587194|19.87542051|172.84152849999998|0.441645347|-43.64473805|12.1771918|89.09854311|0.781454722|-48.85837649|-29.07602182|99.62129245|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|0.218545278|7.507665421|14.53652808|6471.7604200000005|133.8974321|37.20755791|-344.8810688|1823.170337|589.263087|0.0|1.0|0.0|2.0|2.93|3.65|3.03|2.12|114.18|0.0|1.0|4.0|5.0|414.41|0.0|0.0|2.9|-4.43|1.6899999999999997e-05|3.69e-05|0.0153|2.76|7.33e-08|3.04e-05|-0.06114|4.5819|3.2992|-1407.0843|-1407.052256|1098.17|375.8|270.59|488.56|0.57234|0.70195|-1406.887058|7.4497|5.08|5.2941
19b_a38|0.0|0|3.26554965|0.0|0|7.412764017000001|2|1.297044256|-0.115864198|2|0.044392765|0.0|-0.467227005|-0.0697981979999999|1|1|-0.004358975|-0.098027247|-0.443325632|0.019437461|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|0.0224393089999999|-53.38447032|13.92699891|120.3048789|0.270689433|-44.51968852|8.643817972|0.0|0.7596369590000001|-33.13317155|-25.82299118|67.31146923|452.6479704|-1291.149559|2436.66785|-16.02708787|0.240363041|7.159317935|13.74014387|6518.872269|149.181772|33.99385836|-322.28833010000005|1699.692918|593.6088758|0.0|1.0|0.0|3.0|2.37|3.55|3.11|2.78|125.65|0.0|1.0|5.0|5.0|419.43|0.0|1.0|2.94|-4.33|5.68e-05|4.67e-05|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.7509|-1431.414099|-1431.38073|1111.29|330.55|231.18|485.64|0.38952|0.69411|-1431.2418630000002|6.3396|12.0|7.9172
7_a1|0.0|0|0.0|0.0|1|7.860570786|2|1.348826331|0.001018628|1|0.035718954|0.0|-0.421687222|-0.024096172|1|1|0.004950534|-0.245732751|-0.441054548|-0.048198584|0.862051935|0.729621031|0|0.710959153|-0.083362936|-0.098295453|0.035937867|-40.16416679|17.31482297|111.9204437|0.289040847|-22.81733634|8.342261787|404.7836105|0.603382856|-19.35104936|-14.95535873|57.47898976|342.53930230000003|-568.3036318|1466.924404|-7.205474633|0.396617144|5.07667644|9.278054953|4519.238270000001|191.0896839|24.78585294|-99.61948195|941.8624118|351.4191817|1.0|0.0|1.0|0.0|2.83|3.43|3.29|1.6|85.88|0.0|2.0|2.0|4.0|305.33|0.0|1.0|2.72|-3.71|0.000696|0.000195|0.0595|2.48|2.29e-06|0.000698|-0.02433|4.0504|4.0504|-1009.509475|-1009.48087|864.85|306.1|306.1|365.53|0.69902|0.69902|-1009.398029|6.5936|0.46|6.3372
47d_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251175994|-0.041876322|0|0.032916667|0.0|-0.480899596|0.016324953|0|0|0.005144085|-0.272202025|-0.417659275|-0.002494715|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|0.015270278|-52.14267013|12.45251265|64.92967228|0.163000873|-58.06490563|10.15469843|58.93717545|0.69814381|-42.52098397|-23.42233034|64.59518279|682.5509007|-1780.097106|1947.023498|-19.1002979|0.30185619|9.940531282|19.16475647|7780.945962999999|246.1558296|33.54943497|-323.1621908|2549.757058|1255.618298|1.0|0.0|1.0|2.0|0.0|2.81|3.21|2.6|159.67|1.0|1.0|12.0|4.0|527.66|0.0|0.0|2.56|-5.28|1.83e-06|5.23e-06|0.00276|4.16|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|3.1079|-1704.061013|-1704.0327519999998|1544.09|398.94|398.94|817.06|0.69905|0.69905|-1703.622959|4.2225|8.0|8.0969
12h_a36|0.0|0|3.468184524|0.0|0|7.412764017000001|2|1.297043828|-0.041228471|2|0.039061728|0.0|-0.503153567|-0.051080247|1|1|0.003077071|-0.1430106119999999|-0.410826531|-0.10861416|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.027905055|-48.17643878|18.27258858|82.11195464|0.180385475|-45.96672487|11.96512593|1.413982241|0.665254541|-31.5465515|-23.39942087|66.44902736|536.6941285|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|7.428908584|13.87400978|6159.17335|219.1956304|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|0.0|0.0|0.0|2.0|0.0|2.77|1.89|1.72|130.24|0.0|1.0|6.0|5.0|411.46|0.0|0.0|1.81|-4.07|0.000113|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|-1347.451759|1177.89|358.81|238.44|535.67|0.34589|0.7014600000000001|-1347.260478|8.7377|14.0|7.8539
47k_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.25117623|-0.0605329409999999|0|0.033777778|0.0|-0.5135996820000001|-0.008576013|0|0|0.00493127|-0.279965025|-0.451417954|0.022512501|0.753132457|0.737517943|0|0.8309354040000001|-0.065324278|-0.088346874|0.015080484|-51.59195677|11.91029894|20.66242736|0.169064596|-55.10689702|9.406543039|58.77865447|0.7153044209999999|-40.74641317|-23.89547793|63.50225571|656.2580564|-1744.369889|2009.418849|-18.87222501|0.284695579|9.777177947|18.35217454|7575.637462000001|224.8475227|33.40602576|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|2.0|0.0|2.39|3.17|2.82|154.86|1.0|1.0|11.0|4.0|513.63|0.0|0.0|2.53|-5.33|1.44e-06|4.65e-06|0.0023899999999999|4.26|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|3.0948|-1664.756029|-1664.728002|1492.36|400.63|400.63|793.48|0.69823|0.69823|-1664.341238|5.2253|29.0|7.5376
17a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.2689202|-0.092107225|2|0.043274232|1.67348685|-0.314134834|-0.005724389|1|1|0.0027615779999999|-0.076790454|-0.3626566539999999|0.155547571|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.072161482|-0.08790445|0.0140462319999999|-49.30541729|9.597299109|286.3611391|0.140522986|-41.03828927|6.55749888|0.0|0.710958975|-33.68866751|-21.07439877|58.9027164|587.2505892999999|-1201.24073|1934.881271|-14.39939974|0.289041025|8.549622191000001|16.63169381|6343.687177000001|197.4916253|29.64221498|-288.28178110000005|1689.6062539999998|784.2697099|1.0|0.0|1.0|1.0|-3.24|3.93|4.93|2.01|128.29|0.0|1.0|7.0|5.0|435.5|0.0|0.0|2.25|-4.96|1.7899999999999998e-05|1.09e-05|0.00473|3.62|7.41e-10|3.23e-07|-0.15124|4.8502|1.3971|-1408.300966|-1408.279257|1253.39|887.46|255.63|577.52|0.46268|0.71303|-1407.935792|2268.0|82.0|7.0862
13a_a6|0.0|0|3.417162147|0.0|0|7.412764017000001|1|1.430639975|-0.0265090529999999|1|0.041767677|0.0|-0.602500119|-0.0525259259999999|1|1|-0.00194781|-0.10896749|-0.488098052|0.090839165|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.031866842|-61.52313164|20.83876732|154.9639272|0.22549456|-48.51283287|13.62714959|554.4922449|0.759912392|-40.23198232|-26.70706346|82.36189896|506.474367|-1335.353173|2626.396685|-17.46461983|0.240087608|8.038453162|15.08351934|6019.922535|157.0011174|35.14492428|-339.9303794|1757.246214|627.4287311|1.0|1.0|1.0|2.0|3.2|4.98|4.32|1.29|116.79|0.0|1.0|5.0|5.0|409.44|0.0|1.0|3.52|-4.99|3.11e-06|1.02e-05|0.00417|3.8|9.77e-10|4e-07|-0.05018|5.9934|3651.0|-1350.085889|-1350.057702|1166.79|339.59|206.87|571.9|0.4816|0.70072|-1349.895534|9.2157|46.0|7.3372
