molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4r_a46|0.0|0|0|0|-0.03033057|1|7.832410927000001|1.13129629|2.051582577|-0.002826188|5.587248657999999|2|0.044728682|-0.15196733|0.006236535|10.96363493|-0.048758575|1|-0.237647432|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|-0.070397185|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|0.011446215|-42.06465252|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.0|0.7146312779999999|-22.31391864|51.22472631|48.13649426|0.456487948|2137.47734|-7.304896049|0.285368722|151.3787482|-343.3301143|19.26963463|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|1.0|2.89|0.35|3.56|63.83|0.0|97.9|3.0|25.0|4.0|334.41|0.0|1.0|0.0|2.7|-3.55|271.0|0.000279|0.0|0.000188|-1069.447946|986.04|274.25|0.69085|0.69085|-1069.231407|0.1404|-0.18999|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
9b_a31|0.0|1|0|0|0.0|0|7.765993078999999|0.610136326|0.0|-0.0141390689999999|5.733341277|0|0.03995614|-0.045938305|-0.0050444109999999|10.31169871|-0.091236608|2|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0.811212624|-0.154083843|0.899394425|0.77051712|0|0.669120552|-0.103937658|-0.131125311|0.241728566|0.034595809|-63.73317225|152.8702381|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|0.689175183|-39.08032306|95.78862992|84.94685678|0.469546953|2534.356888|-14.68594601|0.310824817|190.5935925|-690.2394625|34.75199071|-231.99935|1633.343563|524.0230338|1.0|1.0|1.0|2.0|2.76|0.32|5.26|117.37|1.0|103.36|7.0|27.0|5.0|384.45|0.0|0.0|1.0|3.0|-3.86|0.00675|0.000137|0.0|5.520000000000001e-05|-1578.839267|1091.21|322.58|0.41622|0.70102|-1578.604164|0.2627|-0.15907|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
9a_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297044807|0.0|-0.007853595|5.351858133|2|0.040166667|0.095192109|0.0034852859999999|10.96066876|-0.06502499|1|0.160672128|-0.12019672|-0.202876718|-0.398235589|0.839235677|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|-45.04449811|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.0|0.7638345870000001|-27.53468726|78.37175688|59.5185754|0.453098452|2682.572663|-14.91993116|0.236165413|144.36259840000002|-731.0766269999999|31.95428497|-322.5522826|1565.759963|578.2841135|1.0|0.0|0.0|1.0|0.0|0.14|3.04|66.4|1.0|120.94|5.0|29.0|5.0|382.42|0.0|1.0|0.0|1.95|-3.99|0.0753|0.000102|0.0|0.0002009999999999|-1252.802159|1092.66|320.56|0.68682|0.68682|-1252.578886|0.4811|-0.15925|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
14_a4|0.0|0|0|0|0.0|1|7.535296702|1.399909181|1.947126795|-0.001935612|5.4161004020000005|1|0.0409444439999999|-0.0135414919999999|0.009588001|10.94612798|0.117232935|1|-0.031578333|-0.016862096|-0.039321879|-0.199315317|0.507307223|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|12.12963775|0.148961754|-0.03015272|-14.69670456|2.697931638|85.72299913|0.768457211|-13.60128622|39.49511556|35.84371234|0.40126838|1911.448021|-6.23496557|0.231542789|105.2894945|-205.7538638|17.84270058|-244.1511936|588.8091192|280.2639278|1.0|0.0|0.0|0.0|2.39|0.06|3.59|30.71|0.0|80.09|2.0|21.0|3.0|277.3|0.0|1.0|1.0|3.2|-3.97|0.11|0.000106|0.0|0.000539|-918.9507745|794.51|293.02|0.53298|0.55975|-918.851356|0.1067|-0.17381|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
13g_a6|0.0|1|0|0|0.0|0|6.842683282|1.424099171|0.0|-0.006574579|4.727387819|2|0.043020833|0.03536788|-0.002407131|10.95053423|-0.080022038|1|0.061423911|-0.12414699|-0.215607882|-0.46487852|0.836982172|-0.144664763|0.832753533|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|68.57626488|0.128027951|-0.0323525729999999|-44.57717132|8.550546653|0.0|0.7357333540000001|-35.98038956|76.50577593|63.95581946|0.444443571|2929.039254|-15.68456028|0.264266646|184.0026638|-846.9662551000001|30.61752948|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|2.0|2.34|0.12|5.41|103.17|2.0|128.63|6.0|33.0|5.0|431.49|0.0|0.0|1.0|3.47|-5.06|0.0012|8.8e-06|0.0|1.15e-08|-1386.611265|1253.71|381.82|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245|6.9245
12n_a36|-3.404662145|1|0|0|0.0|0|7.412764017000001|0.299253841|0.0|-0.0099988159999999|5.351858133|2|0.0438779959999999|0.027627601|-0.006862238|10.31810354|-0.000273044|1|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|0.8183043390000001|-0.000421339|0.869718963|0.750657639|0|0.720111143|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|67.52548352|0.279888857|-0.039955874|-53.08197085|9.668119648|26.74179417|0.741751453|-40.89805687|92.79755725|74.70951411|0.454498749|3482.18259|-18.30412788|0.258248547|174.79221719999998|-1061.639417|36.45914091|-327.25274110000004|2114.630173|805.2286932|0.0|0.0|0.0|3.0|0.0|0.17|1.28|123.75|1.0|142.02|7.0|34.0|6.0|474.54|0.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0|6.45e-05|-1876.201464|1256.83|340.78|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|-0.19984|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
11a_a5|0.0|1|0|0|0.0|0|6.605297921|1.212363224|0.0|-0.002894726|4.59511985|2|0.021060606|-0.052944925|0.007993132|10.94877942|-0.02394636|1|-0.081506|0.003975818|0.006120569|-0.254944026|0.7505403709999999|-0.0489811909999999|0.773417838|0.7410766209999999|0|0.89343434|-0.064565402|-0.071517578|0.369563711|0.011860803|-46.13206353|61.32301293|0.10656566|-0.026223112|-36.51058972|6.055083705|14.47576249|0.740865275|-32.96141947|61.4470419|54.60662289|0.466436596|2727.027899|-13.38721623|0.259134725|185.1520983|-803.2329738|25.28995251|-344.1971057|1517.39715|835.912531|0.0|1.0|1.0|1.0|3.68|0.3|6.38|63.69|2.0|128.51|7.0|32.0|4.0|424.54|1.0|0.0|1.0|5.16|-6.4|2.39e-05|3.95e-07|0.0|5.019999999999999e-08|-1339.8362619999998|1272.7|302.86|0.6735|0.65363|-1339.493223|0.1838|-0.16735|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
26_a47|0.0|0|1|1|0.0|1|6.86171134|1.304328272|1.06819297|-0.012090143|4.727387819|2|0.045681818|-0.110530752|-0.0098410169999999|10.94972213|0.0081426509999999|1|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|0.6850994429999999|0.0120097289999999|0.910081385|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|0.020884606|-57.01987795|9.608109253|0.2895618|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|0.717639177|-33.13315474|73.39007585|69.15552111|0.474969855|2625.572598|-13.07911017|0.282360823|164.0744453|-549.3226272|31.36429668|-252.9318822|1317.300461|457.1122177|0.0|1.0|1.0|2.0|2.66|0.05|2.84|98.72|1.0|104.8|4.0|28.0|5.0|396.81|0.0|0.0|1.0|3.18|-4.56|0.00545|2.77e-05|0.0|2.37e-05|-1696.096597|1006.59|310.58|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|-0.22921|0.02111593|-1695.993821|4.8242|13.0|7.9|7.9
8f_a12|0.0|0|1|1|0.0|0|6.580639137|0.609895166|0.0|-0.008295703|4.59511985|2|0.038347953|-0.013400998|-0.002596875|10.31134658|-0.024023866|1|-0.023769395|-0.070713228|-0.125424286|-0.560548116|0.902669729|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-41.27611074|83.13642146|0.130176823|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|-23.45595611|63.05721575|48.82707007|0.460344828|2541.921472|-12.34367323|0.161876566|91.98952021|-543.1216218999999|25.9168408|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|1.0|3.26|0.1|4.99|78.41|2.0|115.66|3.0|27.0|4.0|369.44|0.0|1.0|1.0|3.82|-5.24|0.000735|5.72e-06|0.0|1.4e-06|-1481.146454|1020.81|339.35|0.59107|0.65098|-1480.955408|0.2466|-0.15061|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
3d_a32|0.0|1|1|1|0.0|0|7.765993078999999|0.609420786|0.0|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|0.000655875|10.31100276|-0.0602430179999999|3|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0.8315372|-0.100251236|0.90169022|0.77923808|1|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|62.43434632|0.107154498|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|-20.13777259|59.15151032|45.000975700000005|0.427813496|2213.978384|-8.405385739|0.2794597139999999|151.30787800000002|-327.8100438|21.54552351|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|3.11|0.24|6.97|110.94|1.0|97.86|4.0|23.0|3.0|340.47|0.0|0.0|1.0|4.32|-5.13|9.58e-05|7.36e-06|0.0|1.75e-05|-1672.758552|959.11|353.18|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|-0.19671|0.02457348|-1672.638515|5.1728|8.0|8.0915|8.0915
12h_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984682|0.0|-0.00737961|5.351858133|2|0.043848238|-0.074988669|0.001139238|10.31162898|-0.072247675|1|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|0.669561738|-0.1240820219999999|0.888213143|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.353607682|0.017389133|-52.88851758|89.66095835|0.236431596|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-33.64938551|73.14241438|63.95204629|0.468446216|2848.98238|-15.55093031|0.202025127|128.5349203|-761.9955851|30.63031164|-379.1625034|1500.88527|618.6004214|1.0|0.0|0.0|1.0|0.0|0.14|4.25|81.65|2.0|127.24|5.0|30.0|5.0|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.0|5.260000000000001e-05|-1675.011389|1132.06|353.22|-0.26697|0.68543|-1674.777786|155.0|-0.14889|-0.2023599999999999|0.03372393|-1674.838376|3.4138|9.0|8065.0|8065.0
14f_a23|0.0|0|1|1|0.0|2|7.423568444|1.197963246|3.366063739|-0.006791105|5.351858133|2|0.04255787|0.056215377|0.010561248|10.3132176|-0.041351617|2|0.101910723|-0.110069159|-0.199540201|-0.399688849|0.756252127|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|96.47955427|0.105837608|-0.031450478|-38.58595734|12.40242234|96.60179161|0.665778294|-27.39103254|74.08536976|58.85981824|0.478733036|3014.916135|-14.37516058|0.334221706|225.9578225|-733.1331894|31.93672236|-224.1560124|1628.77284|683.7405759|0.0|0.0|1.0|1.0|3.61|0.09|3.42|114.25|2.0|126.78|6.0|32.0|5.0|441.51|0.0|0.0|0.0|3.46|-5.02|0.0010199999999999|9.57e-06|0.0|1.3699999999999998e-05|-1744.452086|1210.19|346.78|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459|8.6459
12d_a31|0.0|1|0|0|0.0|0|7.765993078999999|0.61013528|0.0|-0.012448252|5.733341277|0|0.0359583329999999|-0.042401695|-0.002456634|10.31169788|-0.032270224|2|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0.8066174070000001|-0.057226679|0.873955169|0.771222772|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-66.58534562|157.30671669999998|0.294550252|-0.032542687|-57.85220856|14.93891054|557.514503|0.6383648510000001|-47.23018217|99.79879739|87.64629597|0.389382761|2653.867767|-16.37326657|0.361635149|256.5143096|-867.7831284|36.15974873|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|3.9|0.38|6.04|117.37|2.0|112.97|9.0|29.0|5.0|412.51|0.0|0.0|1.0|3.76|-4.39|0.0010199999999999|4.06e-05|0.0|9.69e-06|-1657.471849|1201.63|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|-0.19096|0.04338158|-1657.245177|3.3585|0.51|6.2924|6.2924
4S4k_a46|0.0|0|0|0|0.173180233|1|7.825245291|1.134637098|2.145043462|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.006550513|10.94631314|-0.1032662209999999|1|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|-0.141706595|0.787615341|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|172.7607401|0.1082655419999999|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|-25.17446332|49.42345536|51.59865384|0.461984953|2105.538282|-8.564028983|0.132090036|70.01975807|-411.0733912|18.61456563|-390.0516264|893.4991504000001|519.5743695|1.0|1.0|1.0|1.0|3.03|0.33|4.26|50.94|1.0|100.96|2.0|25.0|3.0|333.43|0.0|1.0|1.0|3.79|-4.83|5.0|1.4800000000000002e-05|0.0|8.28e-05|-1053.441953|997.07|304.07|0.5716|0.67893|-1053.202208|0.0654|-0.17396|-0.1947|0.02628818|-1053.255345|2.5693|197.0|6.7055|6.7055
12f_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297042537|0.0|-0.006773586|5.351858133|2|0.039061728|0.10938259|0.003676818|10.95389399|-0.06756661|1|0.182557897|-0.101854847|-0.169994208|-0.438198895|0.902377067|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|43.53853176|0.156443092|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|-30.92312428|76.51015325|58.64442871|0.464240353|2770.818472|-15.59012402|0.219698129|144.9540437|-873.0469447999999|30.28188764|-369.879252|1695.785708|729.1873176|1.0|0.0|0.0|2.0|0.0|0.21|3.62|69.2|1.0|133.52|6.0|31.0|4.0|409.49|0.0|1.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0|1.7899999999999998e-05|-1311.57896|1195.77|339.27|0.37095|0.70126|-1311.285102|0.0231|-0.15011|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586|7.9586
8e_a12|0.0|0|1|1|0.0|1|6.803505258|1.283834633|1.873617728|-0.006350143|4.727387819|2|0.037430556|0.0661362779999999|0.005196034|10.94458094|-0.0309579439999999|1|0.112673977|-0.079913108|-0.136145064|-0.448676455|0.83954453|-0.051240735|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-29.79080011|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|-17.05887601|61.4656313|38.67488258|0.45384745|2548.979738|-10.19566754|0.2887421289999999|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|3.01|0.14|3.34|55.1|2.0|117.04|3.0|28.0|4.0|366.42|0.0|1.0|1.0|3.12|-4.69|0.0156|2.03e-05|0.0|4.34e-06|-1177.619013|1048.44|375.21|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|-0.19338|0.02580783|-1177.436953|1.9327|588.0|6.2306|6.2306
38_a18|0.0|0|0|0|0.0|0|7.03438793|1.251175383|0.0|-0.00575311|4.844187086|1|0.035478927|-0.066676644|0.000520558|10.94702086|-0.003893067|0|-0.0993372269999999|-0.074661643|-0.11123356|-0.498932552|0.745084567|-0.007310849|0.751875124|0.7400818459999999|0|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|0.00838904|-61.25359673|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|-48.74349112|71.15832778|67.92930461|0.4666657999999999|3162.36475|-20.41289434|0.119072105|94.75345803|-1510.554181|29.11918324|-606.2584549|2154.819559|1228.492038|1.0|1.0|1.0|3.0|0.0|0.34|4.94|85.29|3.0|160.66|10.0|38.0|3.0|508.65|0.0|0.0|1.0|3.64|-6.11|5.36e-05|7.85e-07|0.0|2.38e-08|-1611.630281|1515.64|384.55|0.69235|0.69235|-1611.133158|0.5147|-0.13229|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
14ae_a23|0.0|0|1|1|0.0|2|7.423568444|1.1979624290000002|3.338149829|-0.007539122|5.351858133|2|0.042903564|0.026913008|0.008996289|10.31321689|0.0289586779999999|2|0.047563299|-0.143336826|-0.253318853|-0.363230717|0.7763406840000001|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|-46.69131269|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|0.53040766|-33.45249142|87.09501229|71.53368511|0.479058976|3212.850883|-13.81539807|0.46959234|336.444465|-759.846894|36.35475577|-43.57178809|1999.511567|770.8206617000001|0.0|0.0|1.0|1.0|3.76|0.12|3.48|123.48|2.0|133.27|7.0|34.0|6.0|471.53|0.0|0.0|0.0|3.44|-5.08|0.000753|8.22e-06|0.0|1.17e-05|-1858.967022|1285.52|344.06|0.58144|0.58144|-1858.675325|0.3205|-0.14537|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
25b_a34|0.0|0|0|0|0.0|1|7.412764017000001|1.290860233|1.94553288|-0.015658012|5.351858133|1|0.04037037|-0.150946163|-0.00378755|10.95957635|-0.061390533|1|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|0.832166825|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|-40.19997818|98.0416108|83.19266998|0.419904835|2611.55928|-16.55102732|0.23725451|148.1659658|-860.6534206|34.74652105|-328.1702779|1806.819095|595.8522372|0.0|1.0|1.0|2.0|3.39|0.29|2.63|90.3|1.0|108.21|7.0|29.0|5.0|393.44|0.0|0.0|0.0|2.58|-3.69|59.0|0.000202|0.0|0.00015|-1313.388114|1136.16|293.43|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.17564|-0.21103|0.02655501|-1313.194808|9.0174|2.08|5.6819|5.6819
12y_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984019|0.0|-0.005996863|5.351858133|2|0.044197531|-0.089502772|0.00604028|10.31162818|-0.058184644|1|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|0.842068099|-0.095969764|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|0.0149823289999999|-47.598277|85.17057711|0.151081489|-0.034840345|-41.1215369|6.751850651|0.0|0.820108145|-31.95309886|69.55490151|57.65603256|0.445723724|2847.362782|-15.70095045|0.179891855|120.7628216|-863.552275|28.51891948|-429.782246|1568.540572|754.3941655|1.0|0.0|0.0|1.0|0.0|0.21|4.87|81.65|2.0|137.21|5.0|31.0|4.0|426.54|0.0|0.0|0.0|3.19|-5.46|0.00039|3.48e-06|0.0|1.76e-05|-1654.41361|1227.82|357.11|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576|7.6576
12ao_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043885|0.0|-0.007081548|5.351858133|2|0.042739018|0.0895536619999999|0.002782748|10.94919858|-0.033032344|1|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|0.90500247|-0.05785124|0.8800240009999999|0.856135378|0|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|85.17634667|0.167417241|-0.03775988|-44.63177966|7.785557064|0.0|0.7820981779999999|-34.08795068|78.51108393|63.28698809|0.462968912|2794.663089|-16.53028876|0.217901822|144.1736112|-892.6355932|31.9443643|-373.2975961|1724.9956719999998|698.847203|1.0|0.0|0.0|2.0|0.0|0.12|3.62|69.2|1.0|133.84|6.0|31.0|4.0|407.47|0.0|1.0|0.0|2.37|-4.55|0.0106|2.82e-05|0.0|3.94e-05|-1310.361099|1190.17|356.86|0.4962|0.7045|-1310.077853|0.0033|-0.14207|-0.19662|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
5e_a40|0.0|0|0|0|0.0|1|8.149890544|0.604912776|1.661964758|-0.004925115|6.167516491000001|0|0.044526749|-0.106497535|0.009890343|10.31198323|0.029272031|2|-0.184667138|0.005996234|0.010397494|-0.391074665|0.535506399|0.0451110059999999|0.877722972|0.5087199929999999|1|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|0.019851304|-36.56222854|170.7311133|0.135577249|-0.035889706|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-17.38723451|48.81318333|46.00255248|0.47779156|1986.384601|-8.116440327000001|0.177640532|84.47727896|-243.4932098|20.75420252|-306.597267|622.6260756|264.9899736|1.0|0.0|0.0|0.0|2.73|0.21|4.3|75.5|1.0|79.16|3.0|20.0|3.0|303.77|0.0|1.0|1.0|3.33|-4.25|0.00505|5.56e-05|0.0|0.00678|-1637.197299|802.38|333.85|0.69675|0.69675|-1637.115238|0.5262|-0.14786|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021|7.6021
1i_a5|0.0|1|0|0|-4.358943904|0|6.605297921|1.219028472|0.0|-0.006494891|4.59511985|2|0.0253888889999999|0.018196138|-0.0012491689999999|10.94550053|-0.003198529|1|0.059972925|0.001493879|0.004923698|-0.403861432|0.525406088|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|201.1526326|0.112394438|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|-28.32266298|57.78921354|55.43870932|0.4697279689999999|2482.831286|-11.09187646|0.240540403|134.0627959|-443.6750585|26.20475553|-289.21443910000005|1048.190221|403.396385|1.0|1.0|1.0|1.0|2.04|0.05|5.48|54.46|2.0|95.49|4.0|27.0|6.0|366.34|1.0|0.0|1.0|4.12|-4.97|0.00589|1.0800000000000002e-05|0.0|4.86e-07|-1288.356212|957.58|283.08|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
12b_a36 (EW-7197)|0.0|1|0|0|0.0|0|7.412764017000001|1.2970445309999998|0.0|-0.008137593|5.351858133|2|0.040899471|0.027495626|-0.002526241|10.96052467|-0.056994595|1|0.059005046|-0.101303149|-0.217394466|-0.442656599|0.724208473|-0.097861598|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-50.90136206|81.63796416|0.236481628|-0.039120289|-42.53627024|8.392238798|5.958751634|0.746747352|-31.84632538|80.95733534|64.31504105|0.45988432|2772.832013|-15.31305729|0.253252648|158.4469629|-765.6528642999999|32.77617664|-308.7538779|1638.808832|595.8790650000001||||||||||||||||||||||||-1332.180029|1104.61|328.66|0.6824899999999999|0.69991|-1331.9479310000002|0.0197|-0.15571|-0.20546|0.03202977|-1332.005651|7.3101|7.0|8.1549|8.1549
9d_a31|0.0|1|0|0|0.0|0|7.765993078999999|0.61013528|0.0|-0.012442213|5.733341277|0|0.0359583329999999|-0.057650507|-0.002456634|10.31169788|-0.021171445|2|-0.091744753|-0.134504227|-0.214049412|-0.550392027|0.8066174070000001|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|154.8767865|0.305664196|-0.033844766|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-45.65350116|97.84665015|86.75457645|0.457506946|2654.377004|-15.732784099999998|0.336380477|229.34422830000003|-833.8375571|34.77197803|-223.1115993|1842.914835|647.1500428999999|1.0|1.0|1.0|2.0|3.35|0.38|6.04|117.37|2.0|112.97|9.0|29.0|5.0|412.51|0.0|0.0|1.0|3.65|-4.39|0.0010199999999999|4.06e-05|0.0|9.69e-06|-1657.471475|1202.79|322.22|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|-0.19426|0.04331056|-1657.245966|3.5077|0.6|6.2218|6.2218
