molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12bh_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043258|0.0|-0.006687484|5.351858133|2|0.044197531|0.001012669|0.003676818|10.94728093|-0.035747988|1|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|0.902377067|-0.0591586759999999|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|-47.04367494|83.08294358|0.166508047|-0.035569289|-44.11115058|7.807212275|0.0|0.783294222|-31.30825225|76.46867897|58.77476595|0.482052584|2773.193279|-15.75398235|0.216705778|144.22085800000002|-882.2230117|30.2209316|-377.0728785|1692.3721690000002|729.1873176|1.0|0.0|0.0|2.0|0.0|0.21|3.76|69.2|1.0|133.68|5.0|31.0|4.0|409.49|0.0|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0|1.86e-05|-1311.589612|1208.61|341.97|0.69377|0.7039|-1311.293683|11.0|-0.14915|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
14b_a50|0.0|0|1|1|0.0|2|7.934155233999999|1.267593742|4.240438135|-0.003935732|5.82008293|2|0.030219907|-0.068176984|0.010215823|10.94501788|-0.041169251|2|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|0.74726683|-0.076752616|0.831689551|0.71456262|1|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|25.31245624|0.095923652|-0.025558317|-32.9673668|9.64109526|192.8987555|0.637281054|-21.65397937|64.58491917|47.72661339|0.445384689|2967.872393|-10.98912227|0.362718946|237.8403928|-659.347336|26.29763086|-180.03459850000002|1577.857852|825.4425942|1.0|1.0|1.0|0.0|3.64|0.35|3.72|66.99|2.0|128.39|7.0|33.0|5.0|441.52|0.0|1.0|0.0|3.6|-4.78|0.0111|1.6800000000000002e-05|0.0|6.12e-05|-1431.068494|1253.87|304.07|0.55594|0.64303|-1430.72987|0.1373|-0.16874|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
21_a47|0.0|0|1|1|0.0|1|6.86171134|1.408713027|1.2247108|-0.010650348|4.727387819|2|0.037801932|-0.034419528|-0.006808306|10.95058272|0.057225853|1|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|0.612295986|0.0927058819999999|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|34.75044485|0.29417845|-0.033866638|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|70.10126935|59.46768095|0.463113582|2691.697803|-10.79015808|0.355154704|200.4681737|-485.55711339999993|29.64451905|-163.5167523|1334.003357|482.9384172|0.0|1.0|1.0|2.0|3.32|0.1|2.94|84.73|1.0|104.49|6.0|29.0|6.0|394.38|0.0|0.0|1.0|3.43|-4.32|0.0142|4.84e-05|0.0|7.8e-06|-1375.061089|1014.33|316.53|0.68296|0.68296|-1374.858663|0.2249|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3|8.3
8j_a46|0.0|0|0|0|0.214753401|1|7.727094485|1.160371125|2.1279894180000003|-0.0017688329999999|5.533389489|2|0.043903904|-0.129276363|0.011852046|10.96391738|-0.053618988|1|-0.204674804|-0.084266433|-0.133413527|-0.229679821|0.645146311|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|7.723448142|0.065351579|-0.02566383|-19.90219786|2.5024620580000003|64.83187221|0.822112519|-15.7861518|41.80044861|34.04593326|0.427798746|2121.846387|-7.405468973|0.177887481|95.55665364|-318.43516580000005|16.76894569|-346.061389|721.0646647000001|453.1959065|1.0|0.0|1.0|0.0|3.25|0.32|4.71|43.6|1.0|96.94|2.0|24.0|3.0|338.83|0.0|1.0|1.0|3.82|-4.83|0.00878|1.47e-05|0.0|1.85e-05|-1414.53151|978.4|281.1|0.50703|0.70121|-1414.349865|0.1427|-0.18531|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108|5.9108
9_a27|0.0|1|0|0|0.0|1|6.842683282|1.391067068|1.830911754|-0.0073742819999999|4.727387819|2|0.042847222|-0.152086653|0.00611794|10.93740461|-0.0447599329999999|1|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|0.677253824|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|128.27738490000002|0.2011355289999999|-0.033677898|-23.50038785|5.20756849|65.12542467|0.7892801540000001|-20.80651808|53.0685473|50.45546414|0.466349763|2256.4955670000004|-8.952528705|0.210719846|108.6440173|-376.0062056|21.99956856|-298.297086|923.9818797|424.8821143|1.0|0.0|1.0|1.0|2.62|0.16|3.85|76.46|0.0|97.46|3.0|25.0|4.0|331.37|0.0|1.0|1.0|2.99|-4.08|0.0287|8.28e-05|0.0|2.88e-05|-1083.143348|945.35|297.52|0.35593|0.59444|-1082.965434|134.0|-0.1716|-0.2187|0.02461151|-1083.017359|4.0436|2.0|8699.0|8699.0
47f_a18|0.0|0|0|0|0.0|0|7.03438793|1.251175676|0.0|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0036509859999999|10.94702253|-0.008224928|0|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|-0.014370598|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|0.726550657|-46.00060733|86.11217859|65.93954138|0.483843526|3367.7324700000004|-20.90098811|0.273449343|232.14715330000004|-1651.17806|33.88554232|-384.6642262|2676.957843|1347.416568|1.0|1.0|1.0|2.0|0.0|0.34|3.22|88.97|3.0|164.47|13.0|40.0|4.0|541.68|0.0|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|1.0|3.27e-07|-1743.375413|1602.99|400.42|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|-0.1724099999999999|0.02902413|-1741.802171|4.4861|9.0|8.0458|8.0458
1_a3|0.0|0|0|0|0.0|0|6.823286122000001|0.6195934120000001|0.0|-0.006053652|4.727387819|2|0.034166667|-0.004409693|-0.006610844|10.33805862|0.032569462|0|-0.007705076|0.05038525|0.08803837|-0.486774367|1.005427002|0.057919092|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-45.44133321|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|1.697600903|0.0|0.7920857179999999|-20.88467272|49.05980305|49.13501083|0.4490711529999999|2012.9704|-7.203984013|0.207914282|95.55665364|-273.7513925|19.78900457|-268.4830832|751.9821735|373.1494221|1.0|1.0|1.0|1.0|0.0|0.18|2.28|77.1|0.0|91.52|2.0|22.0|4.0|306.38|0.0|0.0|0.0|1.5|-3.3|261.0|0.000503|0.0|0.000518|-1273.316428|845.2|320.83|0.30619|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
12a_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984824|0.0|-0.006711725|5.351858133|2|0.040166667|-0.096804291|0.005050384|10.31162903|-0.094932667|1|-0.171649606|-0.053309522|-0.094526372|-0.454270252|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|85.47365107|0.163785284|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|-29.59731695|69.45678454|57.83766054|0.469799116|2722.217443|-14.47983299|0.194809798|120.786445|-709.5118166|29.00398472|-378.4495438|1421.195251|620.9195447000001|1.0|0.0|0.0|1.0|0.0|0.14|3.84|81.65|2.0|127.28|5.0|29.0|4.0|398.48|0.0|0.0|0.0|2.63|-4.85|0.00208|1.4e-05|0.0|9.21e-05|-1575.7783980000002|1122.01|355.41|0.35338|0.68599|-1575.538241|0.1511|-0.1481|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
17c_a50|0.0|0|1|1|0.0|2|7.934155233999999|1.347835869|4.349159921|-0.002676029|5.82008293|2|0.031870748|0.021572081|0.01130519|10.94500663|-0.120904775|2|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|0.762883243|-0.212611846|0.816442883|0.728169863|1|0.89719894|-0.051905615|-0.073693343|0.446454378|0.021675174|-35.70979598|133.46240020000002|0.10280106|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|-24.567468100000003|66.7258111|50.6217864|0.49503436|2951.495914|-10.29240792|0.430249571|296.00120400000003|-627.8368834|26.25785813|-95.97318605|1601.729346|849.1345426000001|0.0|1.0|1.0|0.0|3.61|0.35|3.59|61.0|1.0|134.28|6.0|33.0|5.0|440.54|0.0|1.0|0.0|3.1|-4.43|0.0698|3.75e-05|0.0|7.08e-05|-1411.187392|1289.05|306.65|0.63122|0.66213|-1410.838844|0.1801|-0.16697|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
1j_a5|0.0|1|0|0|0.0|0|6.605297921|1.427567371|0.0|-0.003981454|4.59511985|2|0.025987654|-0.115553003|0.00683534|10.9487794|-0.032333695|1|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|0.74740095|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.073803258|-0.074505844|0.35883584|0.019690225|-39.64241895|73.73338699|0.152836128|-0.027258236|-21.49609451|5.680936139|1.471030887|0.616489567|-21.29338752|54.3827755|50.21875634|0.469085779|2242.805131|-7.86442482|0.383510433|205.997426|-322.4414176|23.74961767|-125.1415813|973.7343247|422.96706330000006|1.0|1.0|1.0|1.0|2.66|0.05|4.5|63.69|0.0|96.98|4.0|25.0|4.0|328.37|0.0|1.0|1.0|3.19|-4.2|0.0304|6.29e-05|0.0|2.36e-06|-1065.849941|959.39|300.89|0.66182|0.6449|-1065.671975|0.1644|-0.16813|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198|7.6198
19_a3|0.0|1|0|0|0.0|0|6.605297921|1.4316666480000002|0.0|-0.003417504|4.59511985|3|0.0386379929999999|-0.008897473|0.006821053|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.066245471|-0.270506095|0.718266758|0.064690027|0.8264237520000001|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|161.5312186|0.146982098|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|-14.67073822|48.55416845|36.92898885|0.476813896|2000.66399|-7.064025721|0.24201815|112.6836188|-247.2409002|20.01615321|-240.2326308|700.5653624|314.0966684|1.0|1.0|1.0|1.0|1.6|0.06|3.9|67.35|0.0|85.32|2.0|22.0|4.0|287.32|0.0|1.0|1.0|2.45|-3.58|166.0|0.000266|0.0|1.7800000000000002e-05|-929.2818523|832.23|314.28|0.67351|0.67351|-929.14689|0.3006|-0.16303|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383|7.6383
12d_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984421|0.0|-0.006335328|5.351858133|2|0.042804233|-0.092984185|0.005613018|10.31162861|-0.075816941|1|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|0.8414737059999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.366319099|0.015567102|-47.69710881|85.1932288|0.156990075|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|-30.81433963|69.55534551|57.75411196|0.4572733479999999|2784.836855|-15.12802292|0.185610786|119.91237920000002|-786.6571918999999|28.75340957|-406.2173266|1495.177298|686.039456|1.0|0.0|0.0|1.0|0.0|0.17|4.35|81.65|2.0|132.24|5.0|30.0|4.0|412.51|0.0|0.0|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.0|4.02e-05|-1615.095823|1176.22|356.06|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|-0.1991|0.03187624|-1614.894406|4.8843|11.0|7.9508|7.9508
12k_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043952|0.0|-0.0071232019999999|5.351858133|2|0.039061728|0.096315593|0.002782748|10.94908765|-0.058284869|1|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|-0.102077284|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|0.018067063|-49.87227128|46.79001927|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.0|0.7806817009999999|-32.84907515|78.24529096|61.7723974|0.478908312|2792.202559|-16.38090333|0.219318299|144.457092|-884.5687799000001|31.85663123|-369.7499256|1720.258086|698.847203|1.0|0.0|0.0|2.0|0.0|0.12|3.62|69.2|1.0|133.84|6.0|31.0|4.0|407.47|0.0|1.0|0.0|2.37|-4.55|0.0106|2.82e-05|0.0|3.94e-05|-1310.3453949999998|1186.08|338.46|0.5249199999999999|0.70031|-1310.072976|0.0908|-0.15053|-0.20023|0.03274587|-1310.134752|7.3988|14.0|7.8539|7.8539
2_a4|0.0|0|0|0|0.0|0|6.605297921|1.189716144|0.0|-0.00708265|4.59511985|1|0.037777778|0.08246129|-0.001386521|10.95268469|0.076479666|0|0.127695325|0.147657684|0.228655117|-0.3881618|0.930871261|0.1355918559999999|0.847373823|0.912872667|0|0.742518847|-0.117395215|-0.105102755|0.442778552|0.006330673|-49.45826819|166.102249|0.257481153|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|-20.83662681|48.93681624|52.12536246|0.3961813179999999|1623.668791|-6.736463618999999|0.156892292|66.09827364|-242.5126903|18.96532986|-289.1005902|682.7518749|284.26458360000004|0.0|1.0|0.0|2.0|0.0|0.27|2.12|45.15|0.0|79.59|2.0|19.0|4.0|253.3|0.0|1.0|0.0|1.24|-2.77|1.67|0.00171|0.0|0.00374|-819.9326497000001|764.77|384.69|0.4682|0.6885600000000001|-819.771754|0.0008|-0.14614|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086|7.5086
12aq_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043497|0.0|-0.0116333169999999|5.351858133|2|0.041728395|0.076517478|-0.006653538|10.95447882|-0.028591187|1|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|0.892815402|-0.047695595|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|86.6958382|0.318529388|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|-48.79273723|95.39676382|87.31909781|0.426481765|2932.54604|-19.17486584|0.238023252|159.03272990000002|-1035.442755|37.66374367|-350.0740123|2033.842158|689.2886595|0.0|0.0|0.0|3.0|0.0|0.13|1.92|112.29|1.0|131.85|6.0|32.0|5.0|424.46|0.0|0.0|0.0|1.15|-3.45|129.0|0.000359|0.0|0.000305|-1401.669694|1190.22|367.26|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.13908|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
4l_a46|0.0|0|0|0|0.171853072|1|7.825245291|1.134637095|2.155247543|-0.004736212|5.587248657999999|1|0.049498645|-0.067419714|0.0066560469999999|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|-0.229089688|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|0.00657916|-51.45056667|177.7681018|0.107841373|-0.030068681|-27.26452605|2.10550531|0.0|0.883450801|-29.10603933|51.66342604|55.17245545|0.409308207|2165.620022|-9.6227739|0.116549199|65.93290984|-490.7614689|19.25417715|-433.8429998|981.9630347|579.2365607|1.0|1.0|1.0|1.0|3.19|0.36|4.64|50.94|1.0|105.77|3.0|26.0|3.0|347.45|0.0|1.0|1.0|4.08|-5.11|0.00182|7.78e-06|0.0|3.47e-05|-1092.745692|1057.06|278.36|0.3756|0.68584|-1092.484863|0.1523|-0.18567|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088|7.0088
12ab_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604983638|0.0|-0.008528077|5.351858133|2|0.043854875|0.018023992|0.003529389|10.31162784|0.01563558|1|0.03046828|-0.12254489|-0.207153446|-0.384942092|0.8397577820000001|0.026596859|0.855880335|0.794193541|0|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|119.79740259999998|0.200246511|-0.031859359|-49.97135112|15.64609074|0.0|0.603952976|-40.9825333|92.49334877|80.46280277|0.461207954|3118.431712|-15.78042667|0.3960470239999999|278.7324985|-899.4843201|37.1257096|-146.321375|2116.165447|792.3440337000001|1.0|0.0|1.0|1.0|0.0|0.21|3.94|100.11|2.0|140.26|7.0|33.0|6.0|458.54|0.0|0.0|0.0|2.52|-5.0|0.00113|9.94e-06|0.0|6.720000000000001e-05|-1804.824495|1275.19|355.06|0.46561|0.68324|-1804.523449|0.1511|-0.14772|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
16a_a23|0.0|0|1|1|0.0|2|7.423568444|1.197962324|3.411338761|-0.0054940769999999|5.351858133|3|0.046283951|0.062601621|0.012426121|10.31321796|-0.071458049|2|0.115499047|-0.181609054|-0.335065967|-0.380779155|0.765869487|-0.116894582|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|-0.07288672|0.181301571|0.021379172|-26.53751114|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|8.915071155|91.92609822|0.585920722|-17.13669862|65.21027197|40.34319246|0.49525751|2924.629647|-10.72715788|0.414079278|267.3932664|-547.0850515999999|28.35168303|-110.9672657|1445.935835|668.3493171|1.0|0.0|0.0|1.0|0.0|0.14|2.03|108.26|1.0|125.79|5.0|31.0|4.0|427.5|0.0|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|0.0|0.0023|-1685.913359|1172.0|763.49|0.96307|0.96307|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
4c_a46|0.0|0|0|0|0.139403726|1|7.825245291|1.134637091|2.137504882|-0.005085922|5.587248657999999|1|0.0440307329999999|-0.111750026|0.010177371|10.94298307|-0.068256579|1|-0.165951544|-0.056422062|-0.083788154|-0.421467037|0.649753668|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|0.013924723|-40.22007179|35.22734468|0.109222605|-0.029688832|-34.9456654|5.56099297|53.13410852|0.840753785|-25.41708422|60.67664538|49.01980408|0.450883931|2455.604167|-11.85656505|0.159246215|100.6356847|-663.9676426|22.31552819|-430.6788754|1249.669579|696.2528933|1.0|0.0|1.0|0.0|3.8|0.38|5.11|57.01|2.0|115.03|5.0|29.0|4.0|389.49|0.0|1.0|0.0|4.44|-5.28|0.00109|5.3e-06|0.0|9.32e-06|-1245.4159619999998|1176.07|302.21|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972|5.6972
4q_a46|0.0|0|0|0|0.09591943|1|7.832410927000001|1.131262631|2.151582577|-0.001250008|5.587248657999999|2|0.0462962959999999|-0.012611536|0.012173202|10.96363644|-0.081623022|1|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|0.716317772|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-29.12008262|38.31894407|0.086449996|-0.021010627|-21.81959712|4.520667361|72.14599138|0.61955726|-16.25388148|49.37907349|37.21920695|0.487775649|2234.596293|-6.545879136|0.38044274|212.350744|-327.2939568|18.92875482|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|0.0|3.16|0.38|4.09|52.83|0.0|102.63|4.0|26.0|4.0|348.44|0.0|1.0|0.0|3.15|-3.89|135.0|0.000129|0.0|3.97e-05|-1108.751283|1043.05|273.72|0.69002|0.69002|-1108.511662|0.1432|-0.1903|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0|6129.0
11d_a5|0.0|1|0|0|0.0|0|6.605297921|1.388848584|0.0|-0.003373937|4.59511985|2|0.0228184279999999|-0.125546291|0.008307337|10.94877952|0.01948342|1|-0.202307745|-0.12451554|-0.200646773|-0.22897714|0.786587307|0.036918829|0.831190148|0.755793189|0|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-40.04753555|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|0.0|0.712305422|-25.44574968|65.35645739|48.19862797|0.49396568|2540.78984|-11.84243331|0.287694578|182.7978704|-615.8065323|26.16587381|-269.7929124|1360.625438|631.9206508|1.0|1.0|1.0|1.0|3.37|0.17|4.41|66.93|1.0|114.29|7.0|29.0|5.0|385.46|0.0|1.0|1.0|3.28|-4.29|0.0278|5.14e-05|0.0|8.909999999999999e-07|-1239.127458|1154.67|301.89|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|-0.20529|0.03371838|-1238.914819|3.7008|15.0|7.8239|7.8239
7_a27|0.0|0|0|0|0.0|2|6.842683282|1.40247849|3.330197625|-0.00601016|4.727387819|2|0.049625|-0.133453335|0.010291744|10.93773474|-0.056500475|1|-0.220626658|-0.19575909|-0.323631281|-0.500327496|0.6413629129999999|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-34.09779211|10.66993367|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|0.763564713|-19.13983132|55.55559276|42.57323098|0.466714317|2334.058688|-9.469994277|0.236435287|132.7162621|-426.1497425|22.09489892|-295.8891961|994.2704516|479.0078184|1.0|0.0|1.0|0.0|3.41|0.2|3.32|65.6|0.0|102.36|3.0|26.0|4.0|345.4|0.0|1.0|1.0|3.14|-4.28|0.0299|5.2e-05|0.0|8.4e-05|-1122.455548|1016.96|300.9|0.61278|0.61278|-1122.249324|0.4179|-0.16734|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0|9.0
8m_a46|0.0|0|0|0|0.2148468989999999|1|7.727094485|1.160371261|2.126524943|-0.00517896|5.533389489|1|0.047345679|-0.134230003|0.0063680119999999|10.94650201|-0.064176245|1|-0.206020062|0.010184776|0.015631887|-0.380393836|0.783187801|-0.090247845|0.8142050040000001|0.77612204|0|0.876210355|-0.0911455|-0.085204935|0.280198209|0.007059399|-48.32436573|166.8508795|0.123789645|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|-25.62105988|48.72163155|52.0671834|0.425802465|2045.330306|-9.04821721|0.114510313|60.71213839999999|-407.1697745|19.27296714|-408.7649869|867.2835213999999|463.1469765|0.0|1.0|1.0|1.0|2.92|0.3|4.16|50.94|1.0|96.16|2.0|24.0|3.0|319.4|0.0|1.0|1.0|3.53|-4.56|0.0105|2.78e-05|0.0|0.000112|-1014.126693|970.82|289.14|0.43001|0.6997800000000001|-1013.91158|0.1441|-0.17897|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
19_a31|0.0|1|0|0|0.0|0|7.401841579|0.61013725|0.0|-0.01001901|5.351858133|0|0.0427124179999999|-0.044625452|-0.005956522|10.31169935|-0.081641954|2|-0.095997335|-0.081398052|-0.1751017789999999|-0.615878515|0.656654981|-0.138769819|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|75.32978176|0.268735206|-0.036060715|-38.88650245|5.035230173|67.42915967|0.776211804|-31.1960848|75.31824576|61.85348014|0.446100738|2265.6917350000003|-12.37297805|0.223788196|131.0862475|-544.4110343|27.21285095|-323.5878356|1197.365442|460.3754405|1.0|1.0|1.0|2.0|2.62|0.28|5.8|98.91|1.0|97.25|7.0|25.0|4.0|358.43|0.0|0.0|1.0|3.47|-3.92|0.0076799999999999|0.0001199999999999|0.0|1.46e-05|-1489.532192|1028.58|314.06|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
4i_a46|0.0|0|0|0|0.19654443|1|7.825245291|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|1|0.049498645|-0.088884176|0.012211602|10.94638684|-0.125773054|1|-0.133434195|-0.060809732|-0.091288438|-0.22302552|0.7204791309999999|-0.17856753|0.786754478|0.7172344890000001|0|0.940780437|-0.058565229|-0.075208437|0.263514985|0.015663081|-33.08099617|67.51603424|0.0592195629999999|-0.025069479|-23.99628633|4.997521397|70.55661087|0.763831778|-18.68604171|49.04951810000001|41.92840157|0.406629719|2200.19132|-7.998762108999999|0.2361682219999999|133.40134070000002|-407.9368676|18.53900079|-298.0546045|945.4890404|579.2365607|1.0|0.0|1.0|0.0|3.5|0.36|4.79|39.94|1.0|105.43|3.0|26.0|3.0|347.45|0.0|1.0|1.0|4.16|-5.04|0.00403|9.13e-06|0.0|1.75e-05|-1092.730494|1058.5|280.31|0.41877|0.69035|-1092.473422|0.1421|-0.18438|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132|6.2132
16_a4|0.0|0|0|0|0.0|1|7.535296702|1.398650725|1.843196334|-0.00228637|5.4161004020000005|1|0.04501634|0.007101649|0.0067511459999999|10.94592242|0.019290123|1|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|0.490768328|0.0293772029999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|0.013727656|-36.11951685|13.51923899|0.210153891|-0.033372358|-19.42906425|3.330045338|74.430775|0.832461695|-17.789707500000002|45.11883447|42.88070889|0.455802506|2101.6948030000003|-8.095443438|0.167538305|82.51653675|-291.4359638|19.74465314|-327.4903335|710.807513|322.8922084|1.0|0.0|0.0|0.0|3.08|0.11|4.49|30.71|1.0|85.02|2.0|23.0|4.0|309.31|0.0|1.0|1.0|3.91|-4.43|0.0371|3.68e-05|0.0|0.000134|-1057.494456|856.55|293.41|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647|6.4647
