molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
8k_a46|0|0|0.0|0.1337610719999999|1|7.727094485|1|0.300205953|2.105349622|-0.006208399|5.533389489|-0.380857136|2|0.0|-0.002099764|-0.114070359|-0.038125|0.002202734|-0.1017929319999999|-0.050069565|-0.510222233|2|0.73768327|0.786206898|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|0.009441365|6.774333772|104.0919365|-44.45419269|19.34993627|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|3351.548891|-1424.980013|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|124.4394929|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|0.0|1.0|1.0|1.0|2.0|3.94|0.24|23.0|-8.66|2.94|5.37|124.17|1.0|132.47|5.0|34.0|-6.75|474.58|0.0|3.29|0.000866|7.47e-06|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|-1845.304274|742.04|0.1354|246.1|642.39|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|0.04718819|-1845.037411|147.0|6.8327
12bf_a36|1|0|3.31325137|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.00832865|5.351858133|-0.119979424|2|0.0|-0.006877664|-0.096665166|-0.0206090089999999|-0.004358975|0.359635716|-0.250781298|-0.433281391|1|0.653741315|0.836170906|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|14.01562806|87.14111344|-45.73631152|0.0|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|2902.591295|-1207.2027480000002|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|593.6088758|0.0|0.0|1.0|0.0|2.0|4.72|0.14|17.0|-7.12|3.55|3.0|69.2|1.0|123.67|5.0|31.0|-6.8|417.41|0.0|2.44|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|-1431.413697|670.85|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|6.0|8.2218
4h_a46|0|0|0.0|0.090767245|1|7.825245291|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|-0.346835467|2|0.0|-0.0008161889999999|-0.021951549|-0.09922757|0.003087227|-0.0932537609999999|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|0|0.767244275|-0.083155747|-0.083997524|0.659584488|0.010068754|7.900037181|105.2773797|-51.70985599|19.09455432|-2.015940586|-51.19164773|74.99848132|-23.9655397|73.14480467|3472.1185880000003|-1581.72562|-18.803584|0.194493895|8.138240742999999|15.85230406|0.947878486|152.6017078|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|0.0|0.0|1.0|1.0|2.0|4.63|0.3|23.0|-9.2|3.46|6.18|124.17|2.0|142.08|6.0|36.0|-6.38|502.63|0.0|3.82|0.000149|2.06e-06|4.21|0.0|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|-1923.926093|792.61|0.5451|292.11|682.14|0.55428|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|229.0|6.6402
7g_a8|1|0|3.095238804|0.0|1|7.535296702|1|1.39137419|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|0|0.0|-0.00087806|-0.027838247|-0.027717137|0.0002620309999999|-0.065174707|0.046246982|-0.418049442|0|0.627990269|0.7363841520000001|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|0.031841955|19.08352484|144.290464|-40.31185423|56.75323443|-2.020168201|-38.68948451|78.41805331|-27.51653399|83.63914665|2802.2242920000003|-1210.7274960000002|-16.4912131|0.193261535|7.588498875|14.3346384|0.8889952590000001|115.825531|-725.6133762000001|0.018613449|-367.6690814|1500.768277|509.2753308|0.0|1.0|1.0|0.0|1.0|3.29|0.04|23.0|-7.91|4.94|4.66|80.04|2.0|108.0|3.0|30.0|-5.63|399.37|1.0|4.14|0.000667|3.59e-06|4.38|0.0|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|-1374.493069|620.67|0.5165|327.36|507.78|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|0.03974865|-1374.3479960000002|21.03|4.6772
14h_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963488|3.309480899|-0.005921293|5.351858133|0.006191846|2|0.7290938920000001|0.009895793|-0.024318144|-0.034313725|0.009266617|0.060820238|-0.131709531|-0.4460845129999999|2|0.708395022|0.79263722|1|0.923430574|-0.063825076|-0.081058742|0.223157991|0.021982565|14.81983413|41.34207782|-36.84086528|86.83095818|-1.621174834|-29.00823506|67.44368679|-22.76950546|57.84834575|3010.418229|-1092.936262|-15.35036053|0.246899416|7.833334036|15.0735214|0.924279155|166.45047749999998|-736.8173055999999|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|1.0|1.0|1.0|1.0|3.47|0.04|26.0|-7.47|3.4|3.89|128.81|1.0|125.0|5.0|32.0|-6.62|436.49|0.0|3.23|0.0009109999999999|1.27e-05|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|-0.08532|4.0506|3.29|-1722.1762399999998|699.86|0.3424|306.09|569.53|0.67365|0.69933|-1721.9314420000003|0.2727|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468
18_a10|0|0|0.0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.00309846|5.733341277|0.0307177839999999|2|2.026949641|0.009941402|-0.052165302|-0.0280813039999999|0.010573165|-0.144233311|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|1|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|12.12013168|40.99617452|-30.63863373|123.3621791|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|2788.499133|-868.8874593|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|227.471785|-551.4954071000001|0.020666062|-179.7708584|1354.218219|713.2632062000001|1.0|1.0|1.0|1.0|0.0|4.07|0.32|21.0|-7.88|4.65|4.66|62.06|1.0|119.81|5.0|31.0|-6.34|412.48|1.0|3.67|0.0138|1.7100000000000002e-05|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|-1336.433782|687.19|0.2962|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|0.13|6.8861
3_a27|0|0|0.0|0.0|2|6.605297921|0|1.402697639|3.127072625|-0.00648099|4.59511985|-0.096132106|2|1.177265999|0.009082086|0.042659548|0.024154412|0.00955169|-0.296039263|-0.341338963|-0.479874452|2|0.640545265|0.810053853|1|0.862115922|-0.06145119|-0.086153958|0.397733752|0.019234305|9.960129259|10.71226495|-23.10213938|57.97805043|-1.292309364|-16.47810502|54.32114618|-16.72996312|41.78149261|2294.213272|-669.1985248999999|-8.663302268999999|0.266146248|6.457886343999999|11.64968556|0.803947133|137.8189165|-346.53209080000005|0.018747239|-242.1936891|911.8963045|401.7540197|0.0|1.0|0.0|1.0|0.0|3.03|0.05|21.0|-5.89|2.8|2.94|65.6|0.0|97.71|3.0|25.0|-6.41|329.36|1.0|2.74|0.0658|0.000103|2.67|0.0|0.0|1.29e-06|0.000423|-0.05512|5.5045|4.92|-1081.905135|547.92|0.2305|225.24|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|-0.16457|2.7811|-0.21969|0.02032437|-1081.794829|4.0|8.3979
13_a15|0|0|0.0|0.0|0|0.0|1|1.4356889940000002|0.0|-0.006348913|0.0|-0.031457366|3|0.0|0.001806571|-0.031047852|0.005149745|0.003766915|-0.010882979|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|10.21906987|142.67217639999998|-39.03420883|0.0|-1.961070565|-27.279882500000003|72.41636305|-21.33321476|53.45565817|3028.485145|-1237.326456|-13.46007201|0.244716567|5.21465994|10.07307988|0.931684902|154.4025434|-780.6841766|0.01672103|-322.1392954|1638.227985|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.13|0.07|24.0|-8.9|4.33|6.69|59.51|2.0|138.24|6.0|34.0|-5.26|448.52|0.0|4.61|0.000214|7.970000000000001e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|-1450.756042|674.36|208.0|314.52|549.33|0.63827|0.70626|-1450.399387|0.0003|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0|8.2218
41_a18|0|0|0.0|0.0|0|7.03438793|2|1.251176562|0.0|-0.007587553|4.844187086|-0.059936864|1|0.0|-0.0034878|0.022493846|0.0212700929999999|-0.002136837|-0.137860739|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.733589101|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|6.547189171|347.42621339999994|-41.89408289|93.99687836|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|2899.29167|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|17.13823195|0.950261611|66.33450764|-1089.246155|0.006896617|-552.8844577000001|1759.064589|897.5188662|1.0|0.0|1.0|1.0|3.0|4.07|0.25|18.0|-8.38|3.26|2.7|99.28|2.0|141.34|6.0|34.0|-6.38|452.55|1.0|2.53|0.00125|9.49e-06|3.78|0.0|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|-1454.374793|736.59|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|482.0|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|369.0|6433.0
14a_a3|0|0|0.0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|-0.009312773|4.727387819|-0.1160619169999999|3|1.772745969|-0.00603969|-0.039177314|-0.172643335|-0.004161699|-0.267665193|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|1|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|6.904918591|256.5548327|-22.89086827|83.70773843|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|2160.698862|-651.519384|-8.902004327|0.239123122|5.308770254|10.24853699|0.930491715|117.6209094|-320.4721558|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|1.0|1.0|1.0|1.0|1.0|3.27|0.06|21.0|-6.89|4.28|3.71|105.82|0.0|93.25|2.0|23.0|-6.42|319.38|1.0|2.76|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|-1327.513792|528.91|0.4524|383.1|373.85|0.69708|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|0.03|7.5229
13m_a6|1|0|3.415695704|0.0|0|6.842683282|0|1.429020166|0.0|-0.010840005|4.727387819|-0.135152403|2|1.617900191|-0.0093684169999999|0.054340057|-0.018628955|-0.00687003|0.037052986|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|12.95736535|91.22689385|-52.33806464|95.67846949|-2.045251|-48.09294654|89.65257305|-26.40980394|81.92876874|2951.567781|-1426.129413|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|183.8755989|-994.4232282|0.020928405|-329.5370141|1936.888972|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|4.19|3.76|122.47|1.0|127.2|6.0|33.0|-7.23|435.48|1.0|2.67|0.00987|5.24e-05|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|4.27|-1423.762467|726.28|275.0|316.88|546.69|0.66475|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|0.04955777|-1423.511471|0.01|8.0
5e_a40|0|0|0.0|0.0|1|8.149890544|1|0.604912776|1.661964758|-0.004925115|6.167516491000001|0.0601021459999999|0|0.7768055559999999|0.009890343|0.158430496|0.029272031|0.008306061|-0.184667138|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|1|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|0.019851304|9.440323938|170.7311133|-20.29110082|51.7148695|-1.076691165|-17.38723451|48.81318333|-17.06741495|46.00255248|1986.384601|-512.0224486000001|-8.116440327000001|0.177640532|6.533857846|12.51197289|0.914944155|84.47727896|-243.4932098|0.012921086|-306.597267|622.6260756|264.9899736|0.0|1.0|0.0|0.0|0.0|3.03|0.21|14.0|-4.65|4.3|3.74|75.5|1.0|79.16|3.0|20.0|-5.66|303.77|1.0|3.33|0.00505|5.56e-05|3.51|0.0|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|-1637.197299|493.19|0.5262|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-0.2201699999999999|0.01659566|-1637.162552|25.0|7.6021
12ak_a36|1|0|3.501132553|0.0|0|7.412764017000001|2|1.270373882|0.0|-0.006465433|5.351858133|-0.0407717229999999|2|0.0|0.0042553209999999|-0.116440196|-0.015708652|0.005035022|0.198260132|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0|0.848705143|-0.069176342|-0.091761476|0.537460657|0.019931266|14.3700664|113.186508|-47.69888026|25.9007405|-1.926990997|-35.95881638|79.17567486|-23.5478668|64.24490364|2830.816014|-1389.324141|-16.97756755|0.262560805|7.98672125|13.86156772|0.735576751|189.3013851|-1001.676485|0.018055095|-342.3783571000001|1883.984673|799.5563855|0.0|1.0|1.0|1.0|2.0|5.05|0.24|17.0|-7.38|3.85|3.01|69.2|2.0|138.33|6.0|32.0|-6.19|423.51|1.0|2.66|0.0047799999999999|1.39e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|-1350.900117|730.3|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|46.0|7.3372
22_a4|0|0|0.0|0.0|1|7.535296702|1|1.399866564|1.987636054|-0.006436201|5.4161004020000005|-0.115883451|1|0.0|0.004765062|-0.2078428719999999|-0.023072107|0.004237768|0.00771584|0.034720243|-0.3877007|1|0.774689758|0.7797803109999999|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|5.1432274630000006|162.9809584|-20.77508795|0.0|-1.349339509|-21.92150631|48.65880447|-17.52572365|50.75888571|1950.173729|-648.451775|-8.422332951|0.155532959|5.495481464|9.742413394|0.772804341|74.7444381|-311.62631919999995|0.011296354|-331.080892|767.88287|338.71903330000004|1.0|0.0|1.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|3.54|50.94|0.0|87.12|2.0|22.0|-5.91|289.33|1.0|2.81|0.0497|0.000104|3.03|0.0|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|-934.2706743999998|519.39|0.1675|277.43|400.29|628.0|0.65771|-934.12356|0.1293|-0.16754|3.5548|-198.0|0.030263407|-934.171365|47.0|7.3279
14ad_a23|0|1|0.0|0.0|2|7.423568444|0|1.197962774|3.3437482860000003|-0.00790478|5.351858133|-0.028065075|2|0.735584095|0.008996289|-0.05348283|-0.031279567|0.009675528|0.2086248289999999|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|1|0.887131635|-0.059168372|-0.085840335|0.224009311|0.033831691|24.18091285|52.63180108|-43.85199724|114.237062|-1.630966366|-30.226481300000003|85.20135045|-21.19489662|66.47100256|3209.330728|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|16.34071148|0.8866211979999999|303.1354708|-833.1879476|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|1.0|1.0|1.0|1.0|3.73|0.12|26.0|-7.6|3.48|4.03|123.48|2.0|133.27|7.0|34.0|-6.68|471.53|0.0|3.39|0.000753|8.22e-06|3.52|0.0|0.0|2.49e-08|1.17e-05|-0.06925|3.3867|2.99|-1858.957788|747.83|0.4106|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|-0.20659|0.01481488|-1858.733603|4.0|8.3595
12z_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604983642|0.0|-0.008819424|5.351858133|-0.026703371|2|0.0|0.003529389|0.018796341|-0.045463448|0.005111479|0.05890953|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|0|0.832920077|-0.071429418|-0.107776943|0.315493739|0.030875938|21.47520633|54.40462246|-52.13870496|0.0|-1.939984979|-34.55504699|95.20867045|-23.67231332|71.1566605|3112.622632|-1349.321859|-16.464854199999998|0.3691601439999999|8.071510779|15.74641625|0.950863559|256.7627363|-938.4966892|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|0.0|1.0|1.0|1.0|1.0|4.86|0.21|17.0|-6.83|3.94|2.63|100.11|2.0|140.26|7.0|33.0|-6.39|458.54|0.0|2.52|0.00113|9.94e-06|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.34|-1804.814868|739.33|0.1855|257.96|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615
11b_a50|0|1|0.0|0.0|2|7.927685046000001|1|1.3979498330000002|4.071188272|-0.002908227|5.82008293|-0.014702942|1|2.114272566|0.011959339|-0.218953127|-0.133073229|0.012037198|-0.013155246|-0.277408878|-0.266743077|1|0.701976536|0.800774662|1|0.931316325|-0.0445367309999999|-0.069841183|0.229754094|0.019455771|10.1501574|7.949039772000001|-19.0090431|86.04123302|-1.047617742|-12.12179711|47.72173991|-13.01301376|33.38515735|2286.724895|-546.5465781|-6.788943965|0.357948005|5.697537591000001|9.979494111|0.751545111|186.7429782|-285.1356465|0.021631609|-148.2182458|851.2497152000001|439.9973344|0.0|1.0|1.0|1.0|0.0|3.44|0.15|20.0|-5.87|3.09|3.73|48.53|0.0|99.65|2.0|25.0|-6.24|327.38|1.0|2.96|0.0862|6.97e-05|2.9|0.0|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.05|-1045.98235|560.06|195.0|266.8|431.63|0.53885|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|0.02113855|-1045.849774|1.7|5.7696
8c_a32|1|1|3.46252244|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.0093793719999999|5.733341277|-0.04699673|0|2.143746338|-0.003484915|-0.026048985|-0.0682721729999999|-0.001662219|-0.047650724|-0.1534110109999999|-0.578242111|0|0.788133615|0.845443342|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|9.818219446|126.6561213|-35.6276568|78.19443734|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|-10.06868562|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|241.4075262|-463.1595384|0.025527931|-121.7388847|1275.407176|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|6.49|4.19|140.04|1.0|110.47|7.0|27.0|-6.45|397.52|1.0|3.56|0.000597|4.11e-05|3.21|0.0|0.0|2.23e-08|8.86e-06|-0.04161|3.5673|4.28|-1880.764533|646.97|0.3272|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|37.0|7.4318
14f_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963246|3.366063739|-0.006791105|5.351858133|-0.027380305|2|0.745818086|0.010561248|-0.0555907109999999|-0.041351617|0.010508236|0.101910723|-0.199540201|-0.399688849|2|0.756252127|0.796412133|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|18.34483401|96.47955427|-38.58595734|96.60179161|-1.603974359|-27.39103254|74.08536976|-21.26277654|58.85981824|3014.916135|-1084.401604|-14.37516058|0.334221706|8.124287407|15.58565565|0.918402793|225.9578225|-733.1331894|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|1.0|1.0|1.0|1.0|3.57|0.09|26.0|-7.51|3.42|4.03|114.25|2.0|126.78|6.0|32.0|-6.47|441.51|0.0|3.46|0.0010199999999999|9.57e-06|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|-1744.452086|711.98|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459
8f_a8|1|0|2.939511291|0.0|1|7.05012252|0|1.394802091|1.241306689|-0.01032134|4.844187086|-0.249095464|0|0.0|-0.007796225|-0.08540947|0.007079485|-0.007036544|0.152294451|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|0|0.5968139689999999|-0.122135295|-0.1064257719999999|0.308621017|0.013566221|7.91086576|317.0847898|-36.18904175|67.99102163|-2.128515439|-41.53091131|67.4402386|-28.20910228|79.13157981|2622.044457|-1241.2005|-16.44956443|0.09422952|7.504290616|13.81994609|0.8416059290000001|54.94802877|-723.7808349999999|0.009226445|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|0.0|2.0|3.14|0.0|23.0|-7.95|4.69|4.72|80.88|2.0|105.27|4.0|29.0|-5.98|391.37|0.0|4.04|0.0023899999999999|1.01e-05|3.82|0.0|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|-1361.658484|602.63|0.3188|263.65|477.92|0.55661|0.69925|-1361.455053|0.1659|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|22.76|4.6428
9h_a24|1|0|2.916716427|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.002864393|5.209486153|2.01e-05|2|0.0|0.013595277|-0.209618231|-0.002471577|0.012380829|0.144624936|-0.047269812|-0.207206943|2|0.687815726|0.78742035|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|8.724425117000001|167.2085719|-15.35662744|1.773520599|-0.8935525440000001|-13.48059881|47.51520531|-12.42226332|37.24443236|2062.34011|-422.3569529|-5.871651668999999|0.427628742|5.805547147|11.11300329|0.914204295|202.1279819|-199.6361567|0.031789952|-68.41568372|737.9073405|295.8603625|0.0|0.0|1.0|1.0|1.0|2.84|0.0|22.0|-6.05|2.42|2.72|72.28|0.0|82.17|3.0|22.0|-6.85|288.31|1.0|1.97|423.0|0.000575|1.7|0.0|0.0|8.95e-07|0.000258|-0.0435399999999999|5.1739|1.16|-945.2642633|506.68|0.3844|239.63|363.48|0.54606|0.61928|-945.153352|0.0073|-0.18239|5.6654|-0.22593|0.0305020989999999|-945.200628|77.0|7.1135
12d_a40|0|0|0.0|0.0|1|7.515889085|0|0.60499064|1.753432382|-0.008004393|5.4161004020000005|-0.107711573|0|0.794852923|-0.000134504|0.087954209|-0.166080871|-0.002126898|0.3683138529999999|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|6.204226377|207.39648|-25.71599691|60.80168183|-1.282824111|-26.85139526|55.13932669|-20.59374436|56.88984065|2270.596857|-679.5935638999999|-10.90981687|0.155716451|7.877041626|14.88744155|0.8899787840000001|82.49291335|-360.0239567|0.01245259|-364.7778083|804.9352200000001|350.9435025|0.0|1.0|1.0|1.0|1.0|3.23|0.0|20.0|-6.84|4.59|5.02|84.45|2.0|96.16|2.0|23.0|-5.13|361.25|1.0|4.21|0.0002009999999999|2.61e-06|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07765|4.3959|4.14|-2153.197255|552.57|0.2584|282.05|435.41|0.55983|0.70435|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|19.0|7.7212
14e_a25|0|0|0.0|0.0|1|6.842683282|0|1.4200152069999998|1.5926486519999998|-0.008591251|4.727387819|-0.138693649|2|1.906869097|-0.00131452|0.002856489|0.011176663|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|2|0.717460414|0.776960216|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|0.448918026|0.015024526|10.99497534|372.1805977|-53.79722636|97.78313402|-2.2100168680000003|-54.14823405|84.60373462|-28.3735856|84.98800478|3126.080106|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|141.642515|-1183.53898|0.015154859|-448.516796|2005.4567600000005|811.3237836|1.0|1.0|1.0|1.0|2.0|3.62|0.07|27.0|-9.14|3.65|4.02|115.79|1.0|134.35|7.0|35.0|-6.96|462.5|0.0|3.02|0.00337|1.86e-05|3.04|0.0|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|6.51|-1521.012915|760.96|0.2409|212.19|596.96|0.31019|0.69958|-1520.701142|0.0007|-0.15787|5.3651|-0.2116699999999999|0.04875868|-1520.767443|75.0|7.1249
17b_a6|1|0|3.375166525|0.0|0|7.412764017000001|1|1.425925343|0.0|-0.01272079|5.351858133|-0.0265090529999999|1|0.0|-0.00460563|-0.0385646|-0.0791229359999999|-0.00194781|0.231025646|-0.180339002|-0.563310199|1|0.850080948|0.7788169070000001|0|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|20.48861696|155.8689396|-47.0150166|557.7093661|-2.074717455|-41.0971443|84.71888279|-27.2272998|83.12058064|2816.0632920000003|-1361.36499|-17.86570631|0.229332826|8.974770742|16.46390151|0.834464855|150.48105900000002|-893.2853154999999|0.019915748|-355.2067434|1766.4758989999998|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|4.98|4.32|95.85|2.0|116.79|5.0|31.0|-5.89|409.44|1.0|3.6|0.000637|6.69e-06|4.09|0.0|0.0|9.77e-10|4e-07|-0.05736|3.5444|4.04|-1350.102764|690.98|0.3949|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|5.3385|-0.18281|0.02458322|-1349.892156|153.0|6.8153
