molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|BCUTs-1|SaasN|AATSC1s|n6HRing|JGI4|SaaaC|MATS8i|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8a_a32|1|1|1|3.217128449|7.773594467000001|0.609420757|0.0|-0.056633919|0|0.04008547|2.059960334|-0.020716518|3|3|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|-0.109412858|73.64907732|0.185446274|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|-1.641192863|79.73671389|-22.37464674|63.83886888|0.480024324|510.8273411|-1029.23375|-14.03170956|0.250915471|14.26997798|-645.4586397|29.86932167|0.017733503|-312.4144752|557.1050635|11.12113054|1.0|1.0|2.0|3.48|3.67|19.0|-7.65|4.65|140.04|1.37|2.0|0.0|110.69|1.0|1.0|-6.82|4.0|397.52|1.0|0.0|1.0|1.02e-05|0.00406|4.17|2.23e-08|8.86e-06|3562.0|-1880.767206|667.29|1110.23|348.07|0.4315|566.07|0.70316|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
12e_a36|1|0|0|3.490984269|7.412764017000001|1.29704412|0.0|-0.043085717|2|0.040899471|0.0|-0.0586405829999999|1|1|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|-0.100988761|65.27404529|0.161913613|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|75.50154216|-23.02695694|56.96241436|0.466721981|533.058116|-1220.428718|-14.64611103|0.238923581|12.69013737|-776.2438847|30.25577504|0.017716522|-332.11111980000004|662.0530478999999|11.26845175|0.0|0.0|2.0|4.85|0.0|17.0|-6.97|2.19|69.2|2.24|1.0|0.0|128.72|0.0|1.0|-4.16|4.0|395.46|0.0|1.0|0.0|5.05e-05|0.02|3.04|1.08e-07|4.270000000000001e-05|3.6699|-1272.2668210000002|673.57|1142.19|337.84|0.4537|507.03|0.70007|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
27_a47|0|1|1|0.0|6.842683282|1.216250059|2.041063341|0.006768957|3|0.0304347829999999|1.807806182|0.0427469459999999|1|1|-0.137440913|-0.077485193|-0.157688306|-0.280944221|2|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|1|-0.079484997|20.73428323|0.153530114|-32.56705871|6.762956126000001|3.180329084|0.700732763|-1.510214943|63.02085767|-18.2393594|50.9207639|0.475450742|541.8239522999999|-966.6860481|-11.67498331|0.299267237|13.50334344|-618.7741154|26.02898047|0.018969968|-256.9774086|682.9868225|12.14264461|1.0|0.0|2.0|3.37|3.52|21.0|-8.82|5.07|67.66|3.11|2.0|0.0|125.17|0.0|1.0|-4.81|5.0|436.91|0.0|0.0|1.0|8.89e-06|0.0038799999999999|3.7|1.5e-09|6.55e-07|3.8125|-1778.1049670000002|673.27|1165.54|325.21|0.4007|517.82|0.69381|-0.1578|4.0365|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6|5.6
13_a4|0|0|0|0.0|7.535296702|1.399843898|2.050136054|-0.019846488|1|0.044357639|0.0|-0.14818661|1|1|-0.094404255|-0.0161529719999999|-0.025714912|-0.143303992|1|0.645708528|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|-0.068249548|11.85953992|0.029972995|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|37.12083496|-13.70920202|28.77218157|0.4289448289999999|474.9422962|-534.6588788|-6.7122666220000005|0.137460473|9.917593683|-261.7783983|15.89399858|0.007566425|-355.01146810000006|373.9073307|3.704655033|0.0|0.0|0.0|3.39|2.87|17.0|-6.2|4.15|30.71|2.9|1.0|0.0|90.06|0.0|1.0|-4.09|2.0|287.36|0.0|1.0|1.0|3.77e-05|0.0108|3.75|6.28e-07|0.00018|4.1733|-898.3562912999998|536.09|893.0|297.09|0.2133|429.36|0.59537|-0.17204|2471.0|-0.20372|0.018124154|-898.2503529999999|3.7228|4.0|5.3979|5.3979
15a_a50|0|1|1|0.0|7.934155233999999|1.3530592819999998|4.126145086|-0.06317118|1|0.035694444|2.020652006|-0.15010386|2|2|-0.072976638|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.084501726|275.287923|0.162210104|-30.25705388|6.450390922|0.0|0.705410595|-1.436529349|61.78266878|-17.54280159|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|-10.49734522|0.294589405|14.65582885|-514.369916|24.86892274|0.018747341|-245.8291419|569.5267957000001|11.21812301|1.0|1.0|1.0|3.7|2.63|20.0|-6.09|3.57|68.76|1.87|1.0|0.0|110.43|0.0|1.0|-3.6|4.0|371.44|0.0|1.0|1.0|0.0001189999999999|0.0444|2.51|8.070000000000001e-07|0.0003|4.0408|-1199.818129|644.4|1091.64|306.83|0.1767|519.38|0.66132|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
5f_a40|0|0|0|0.0|8.149890544|0.60491326|1.656591081|-0.0468504759999999|0|0.042936508|0.769837491|0.166865076|2|2|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.7039183109999999|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|-0.10969397|222.1847349|0.258528569|-23.41506245|4.319700326|63.48466425|0.814393685|-1.316327637|57.61052946|-19.00510637|61.79838068|0.484099946|342.5710869|-608.163404|-8.780648419|0.185606315|11.20493646|-280.9807494|23.33651|0.015000038|-290.5093357|269.0442248|6.930245797|0.0|0.0|1.0|3.08|2.05|14.0|-3.69|2.68|101.52|1.29|0.0|2.0|78.56|0.0|3.0|-3.97|3.0|284.34|0.0|0.0|1.0|0.000491|0.14|2.2|0.000207|0.0587|3.0611|-1232.983157|487.57|793.54|405.03|0.2747|361.03|0.69727|-0.13057|5.5961|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508|6.9508
18_a10|0|0|0|0.0|7.78113851|1.243178376|2.142254323|0.0307177839999999|2|0.035770975|2.026949641|-0.052165302|1|1|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|-0.076052353|40.99617452|0.114447045|-30.63863373|7.692822451|123.3621791|0.641615544|-1.368942347|61.38857307|-15.79795381|48.64284759|0.4670293179999999|562.0732377|-868.8874593|-10.02718922|0.358384456|13.51828833|-551.4954071000001|24.62214943|0.020666062|-179.7708584|713.2632062000001|13.11704755|1.0|1.0|0.0|4.07|3.41|21.0|-7.88|4.66|62.06|2.14|1.0|0.0|119.81|0.0|1.0|-4.48|5.0|412.48|0.0|1.0|1.0|1.7100000000000002e-05|0.00705|3.49|1.32e-08|5.44e-06|3.7977|-1336.433782|687.19|1181.5|326.47|0.2962|504.61|0.6866300000000001|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
17b_a50|0|1|1|0.0|7.934155233999999|1.348984601|4.35392516|0.013050204|1|0.032052154|2.206759705|-0.152660972|2|2|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|-0.07555585|9.9094658|0.068150817|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|59.65808461|-18.65764227|42.23167946|0.4835366239999999|648.4900322000001|-1156.773821|-12.98417734|0.1966134769999999|16.11918162|-805.0189948|23.22374317|0.010169967|-422.2639022|862.3868512|7.077456382|1.0|1.0|0.0|4.17|3.57|20.0|-7.54|4.92|51.77|2.71|3.0|0.0|131.39|0.0|1.0|-4.75|4.0|426.56|0.0|1.0|0.0|1.22e-05|0.0052|3.96|2.87e-08|1.22e-05|4.0418|-1337.1910779999998|752.09|1300.3|306.75|0.1817|647.75|0.66195|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|8.4096|122.0|6.9136|6.9136
12a_a5|1|0|0|2.981252568|7.139660336|1.338814635|0.0|0.043132749|2|0.023108466|0.0|-0.114419442|1|1|-0.006024869|-0.057691345|-0.093973419|-0.175245466|2|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0.741588813|0|-0.067680123|13.74268646|0.105409104|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|50.40529807|-15.99663329|41.04680832|0.457755771|549.7500455|-831.8249311000001|-9.830359239|0.253214907|16.12184989|-511.1786804|21.42066499|0.014342828|-303.31208710000004|650.3600841|8.814051518|1.0|1.0|1.0|3.06|2.96|23.0|-8.83|4.26|57.7|2.17|1.0|0.0|119.38|0.0|1.0|-4.27|4.0|381.47|0.0|1.0|0.0|2.56e-05|0.00977|3.38|1.4800000000000003e-09|5.660000000000001e-07|4.1610000000000005|-1202.02622|667.31|1140.24|297.97|0.4794|508.81|0.67169|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
5_a47|0|0|0|0.0|0.0|1.304329328|0.0|-0.188550227|2|0.037492877|1.284688504|-0.002627182|0|0|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.861595935|0.675164258|1|-0.1001981959999999|104.9032216|0.192042245|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|62.14504725|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|-793.5630764|-10.74353333|0.218428796|11.13432113|-418.9977997|26.03444329|0.017501741|-297.3367046|416.1194472|9.240842159|1.0|0.0|2.0|2.67|2.79|22.0|-8.68|5.96|58.04|3.26|2.0|0.0|101.51|0.0|1.0|-5.65|4.0|365.79|1.0|0.0|1.0|3.18e-06|0.00116|4.7|2.07e-09|7.590000000000001e-07|3.7083|-1569.369195|561.61|951.68|334.35|0.2108|401.16|0.69291|-0.15419|2.9121|-0.20954|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
47f_a18|0|0|0|0.0|7.03438793|1.251175676|0.0|-0.034211867|0|0.031179487|0.0|0.033759227|0|0|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.084851044|111.1889928|0.161843119|-61.15474298|9.979328976|58.84834254|0.726550657|-2.290978185|86.11217859|-24.61956302|65.93954138|0.483843526|711.5604361000001|-1944.945479|-20.90098811|0.273449343|20.44855806|-1651.17806|33.88554232|0.016581683|-384.6642262|1347.416568|14.07716085|1.0|0.0|2.0|4.87|0.0|18.0|-9.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|1.0|-6.11|4.0|541.68|0.0|0.0|0.0|3.01e-06|0.00163|4.52|6.04e-10|3.27e-07|3.0964|-1743.375413|908.66|1602.99|400.42|0.5741|874.24|0.6984600000000001|-0.12802|3.8532|-0.1724099999999999|0.02902413|-1741.802171|4.4861|9.0|8.0458|8.0458
14g_a23|0|1|1|0.0|7.423568444|1.197957711|3.0793867980000003|-0.301504331|2|0.0422736629999999|0.653317181|-0.031968899|2|2|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|0.575188253|1|-0.096288005|95.64648102|0.092665527|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-2.118336119|83.15907597|-29.55936307|64.87554405|0.461846955|645.7104105000001|-1507.527516|-21.03611074|0.219684185|16.32997765|-1072.841648|37.88128151|0.020564836|-398.9771038|676.4530574|14.63509796|0.0|1.0|1.0|3.61|3.79|26.0|-7.95|6.18|114.25|3.04|2.0|1.0|126.97|0.0|1.0|-6.89|8.0|495.48|1.0|0.0|0.0|1e-06|0.0004969999999999|4.76|1.12e-08|5.57e-06|3.7042|-2042.1835260000005|730.13|1233.48|334.71|0.3478|583.38|0.56658|-0.1519|7.2913|-0.23201|0.0221162|-2042.000034|10245.0|0.01|8.0|8.0
3n_a32|1|1|1|3.616639267|7.773594467000001|0.609420754|0.0|-0.01504795|1|0.035643275|2.22272854|-0.1006122119999999|3|3|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.868826775|0.762657782|1|-0.092745182|121.6040686|0.159958218|-30.65624207|6.246493173999999|0.0|0.648933114|-1.205687365|65.41881458|-15.75418035|53.70155314|0.456693072|482.963897|-693.1839353999999|-9.057526067|0.351066886|11.72372261|-398.5311469|24.27704797|0.0210408339999999|-171.25176130000003|522.1674161999999|12.0969734|0.0|1.0|1.0|3.51|3.29|19.0|-6.96|5.01|120.17|1.58|2.0|0.0|106.44|0.0|1.0|-5.96|4.0|382.5|0.0|0.0|1.0|1.23e-05|0.0047|3.74|1.1e-07|4.19e-05|3.5459|-1825.378576|614.67|1036.75|349.65|0.2839|464.67|0.7028399999999999|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778|7.6778
12o_a36|1|0|0|3.444418304|7.412764017000001|1.297042837|0.0|-0.079716275|2|0.040770975|0.0|-0.059733192|1|1|0.065221584|-0.126068378|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|-0.01854899|0.848816593|0.817582774|0|-0.10624773|55.47133795|0.2407887189999999|-55.10596064|12.13767506|112.1259723|0.666462845|-2.018706878|95.66406176|-25.50573629|75.94332024|0.469699889|546.7667677000001|-1453.826968|-18.36865355|0.333537155|13.80895167|-1047.013252|38.27030489|0.026586303|-239.7655413|757.7532208|19.1468529|0.0|0.0|3.0|4.97|0.0|17.0|-6.93|1.65|98.3|1.49|1.0|0.0|138.06|0.0|1.0|-3.54|5.0|438.48|0.0|0.0|0.0|0.000227|0.0997|1.85|1.1800000000000001e-07|5.18e-05|3.8726|-1440.969954|728.07|1240.51|320.16|0.4075|560.88|0.67273|-0.15695|4.9237|-0.21151|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
19a_a38|1|0|0|3.3685352889999995|7.412764017000001|1.297044508|0.0|-0.082283951|2|0.043848238|0.0|-0.122385526|1|1|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|-0.108300308|137.2318698|0.252847102|-38.69037594|7.910363161|0.0|0.744796537|-1.949405536|77.20795279999999|-23.30337482|64.59623135|0.465829126|446.57675660000007|-1165.168741|-13.92853534|0.255203463|12.96056449|-696.4267669|31.28824271|0.020873781|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|3.0|4.83|2.56|17.0|-6.86|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|-4.14|4.0|401.44|0.0|0.0|1.0|6.77e-05|0.0272|2.78|1.4e-07|5.610000000000001e-05|3.6504|-1332.186327|628.65|1092.25|339.65|0.2668|466.55|0.68835|-0.15108|4.7986|-0.20379|0.03338983|-1332.002093|6.0223|0.01|8.0106|8.0106
12bh_a36|1|0|0|3.50075137|7.412764017000001|1.297043258|0.0|-0.047482048|2|0.044197531|0.0|0.075747971|1|1|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|0|-0.09959401|83.08294358|0.166508047|-44.11115058|7.807212275|0.0|0.783294222|-1.991880197|76.46867897|-23.6718811|58.77476595|0.482052584|554.7010591|-1325.625342|-15.75398235|0.216705778|14.56834609|-882.2230117|30.2209316|0.015307571|-377.0728785|729.1873176|10.18741188|0.0|0.0|2.0|4.95|0.0|17.0|-7.34|2.5|69.2|2.45|1.0|0.0|133.68|0.0|1.0|-4.54|4.0|409.49|0.0|1.0|1.0|2.5e-05|0.0102|3.41|4.55e-08|1.86e-05|3.6255|-1311.589612|715.94|1208.61|341.97|0.4386|575.23|0.7039|-0.14915|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
18_a34|0|0|0|0.0|7.423568444|1.4547811819999998|1.801574074|-0.101546926|1|0.040527066|0.0|-0.141332289|1|1|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.759292258|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|-0.129784908|66.6880793|0.31018528|-39.55742812|12.44948722|54.26737825|0.695849945|-1.816988713|86.77082535|-23.32844015|72.41862911|0.441058733|380.8328339|-1003.122927|-12.87916264|0.304150055|11.23989749|-553.8039936|33.52510165|0.027385869|-216.2496321|428.6241319|15.11918774|1.0|1.0|0.0|3.28|3.61|17.0|-5.65|3.15|75.47|1.49|1.0|0.0|93.91|0.0|2.0|-4.32|6.0|351.36|0.0|1.0|1.0|7.829999999999999e-05|0.0275|3.07|2.22e-06|0.000781|4.1234|-1199.288654|592.04|991.93|300.68|0.3525|483.87|0.60488|-0.17549|5.0935|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
12_a1|1|0|0|3.3894574360000003|7.423568444|1.430936075|0.0|-0.02164054|1|0.036382114|0.0|-0.0811332759999999|1|1|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0|-0.104724018|133.6600817|0.234878615|-35.28166588|11.37734536|477.1158679|0.724666653|-1.675584287|74.99749378|-23.15625812|75.59644237|0.46449367|444.1009824|-972.562841|-13.44063462|0.275333347|14.34104294|-564.5066541|31.95435864|0.024485753|-260.8074567|473.040639|14.21231622|1.0|1.0|1.0|3.29|2.72|23.0|-8.2|4.41|83.82|1.67|2.0|0.0|103.47|0.0|1.0|-4.98|5.0|366.37|0.0|0.0|1.0|1.77e-05|0.00649|3.54|6.28e-09|2.3e-06|3.1744|-1216.12881|607.42|1018.84|390.57|0.5867|482.51|0.69763|-0.12874|7.7454|-0.19916|0.0296752|-1215.975876|10.1801|2.95|5.5302|5.5302
12x_a30|0|0|0|0.0|7.412764017000001|0.604984021|0.0|-0.0335688279999999|2|0.043383838|0.0|0.027312213|1|1|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0.803183654|0|-0.091725339|74.51844582|0.151155723|-39.99960559|6.435648079|0.0|0.824674971|-1.926232129|68.52587215|-23.12752311|57.2323071|0.4490846539999999|560.5459455|-1272.013771|-15.27257668|0.175325029|14.14885734|-839.9917174000001|28.04441012|0.012044556|-428.8071293|754.3941655|7.953787804|0.0|1.0|1.0|4.86|0.0|17.0|-7.38|3.23|81.65|3.25|2.0|0.0|137.21|0.0|1.0|-6.04|4.0|426.54|0.0|0.0|0.0|3.48e-06|0.00148|4.6|4.12e-08|1.76e-05|3.4831|-1654.40976|703.75|1211.79|355.95|0.1517|558.65|0.68589|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556|7.6556
4d_a49|0|0|0|0.0|7.535296702|1.343847746|2.097463308|-0.058204482|2|0.036555556|1.76904838|-0.053327669|1|1|-0.151004418|0.000511959|0.000850823|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.834151595|0.749565191|1|-0.085966608|85.21839288|0.2473653539999999|-32.61868996|5.16986937|57.16412513|0.654728051|-1.461432343|66.51766234|-17.31186002|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|15.09148245|-554.5177292999999|26.44129877|0.022019681|-190.6195379|641.1445234|13.56373757|1.0|1.0|2.0|3.38|2.68|21.0|-7.58|2.8|98.72|1.25|1.0|0.0|115.63|0.0|1.0|-3.13|5.0|398.46|0.0|0.0|1.0|0.0004509999999999|0.18|1.45|2.64e-08|1.05e-05|3.8047|-1293.333712|668.09|1144.04|325.87|0.2549|495.7|0.6782100000000001|-0.15888|4.3005|-0.2219699999999999|0.0395418|-1293.107454|5.5765|18.0|7.7447|7.7447
12as_a36|1|0|0|3.447017327|7.412764017000001|1.297043209|0.0|-0.073735973|2|0.041728395|0.0|-0.114290948|1|1|0.162571317|-0.098698552|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|-0.109492809|88.17694537|0.22956209|-49.71556877|8.731418812000001|0.0|0.768125394|-2.080363362|85.53474971|-25.48765709|68.71652969|0.454761514|519.1478419|-1401.82114|-17.17446921|0.231874606|16.08155469|-944.5958066|33.18163581|0.017444469|-361.3444194|716.9974499|11.75468972|0.0|0.0|2.0|4.86|0.0|17.0|-6.89|2.09|86.27|1.59|1.0|0.0|133.95|0.0|1.0|-3.81|5.0|423.47|0.0|0.0|0.0|0.000112|0.0476|2.36|1.29e-07|5.4600000000000006e-05|3851.0|-1385.601917|712.04|1207.35|321.96|0.5902|568.52|0.68211|-0.1563|4.8580000000000005|-0.21419|0.03674596|-1385.384524|6.8556|59.0|7.2291|7.2291
18b_a25|0|0|0|0.0|6.842683282|1.194228955|1.824998189|0.0131826839999999|2|0.038137255|2.003993644|0.014055398|1|1|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|0.721100414|0.7723870909999999|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|1|-0.078644297|80.36582704|0.063746107|-38.7252349|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|64.81723515|-21.46130777|53.27347337|0.493622561|656.9874135|-1158.910619|-15.05981357|0.215220531|17.09119768|-813.229933|27.34692815|0.013724883|-399.6704921|809.2903831|9.631015182|1.0|1.0|1.0|3.58|3.56|27.0|-9.84|5.59|111.51|2.2|2.0|1.0|138.56|0.0|1.0|-6.54|4.0|460.55|0.0|0.0|1.0|1.95e-06|0.000899|4.48|1.4500000000000002e-10|6.690000000000001e-08|3.6826|-1767.52411|728.12|1284.89|336.67|0.2658|612.24|0.54166|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924|7.2924
14m_a23|0|1|1|0.0|7.423568444|1.197955072|3.1160758160000004|-0.272389934|2|0.0431917209999999|0.665608656|-0.034213923|2|2|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|1|-0.089285878|47.23604193|0.0741882|-43.19105542|8.703631619|0.0|0.7958339090000001|-1.964289314|74.61692699|-27.32379205|63.1440955|0.476833897|643.9145427|-1366.189602|-19.00406438|0.204166091|16.42895711|-950.2032192|34.33353583|0.017997351|-411.5129154|658.8108151|12.51739962|0.0|1.0|1.0|3.51|3.17|26.0|-8.23|6.19|105.02|3.82|2.0|1.0|125.29|0.0|1.0|-6.38|7.0|479.48|1.0|0.0|0.0|1.61e-06|0.000773|4.46|5.94e-09|2.85e-06|3.6774|-1966.968005|707.56|1209.21|337.15|0.3335|572.31|0.65552|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
LY364947_a10|1|0|0|2.949609552|6.605297921|1.390175303|0.0|-0.00390904|2|0.0273958329999999|2.084955541|0.010202602|1|1|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|0.681525895|1|-0.075303751|144.7228349|0.156895451|-14.69643595|1.88879448|0.0|0.7234846559999999|-0.978948758|41.53157099|-13.10520229|38.29163558|0.486715511|372.4595738|-432.4716757000001|-5.78950507|0.276515344|9.161732895|-191.05366730000003|18.1140017|0.018707677|-197.4583104|287.99188260000005|8.264519015|1.0|0.0|1.0|2.46|1.88|21.0|-7.2|3.69|54.46|1.74|0.0|0.0|82.56|0.0|1.0|-3.54|3.0|272.3|0.0|1.0|1.0|0.000137|0.0374|2.74|6.31e-08|1.7199999999999998e-05|||||||||||||||59.0|7.2291|7.2291
18d_a30|0|0|0|0.0|7.412764017000001|0.6049874|0.0|-0.064217094|2|0.040899471|0.0|-0.053728319|1|1|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.669561738|0.815003426|-0.001699165|-0.149451598|0.870930234|0.64876559|0|-0.103191184|78.23108693|0.196719738|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|75.80070349|-23.99099587|60.73891035|0.443774287|508.389239|-1175.558798|-15.18369704|0.216715605|12.69833771|-744.0011548|30.62871675|0.016577694|-358.5765637|618.6004214|10.49188139|0.0|1.0|1.0|4.75|0.0|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|127.24|0.0|1.0|-5.39|5.0|416.47|0.0|0.0|0.0|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|3.4682|-1675.020297|669.66|1129.46|357.49|0.3856|508.7|0.69017|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
7l_a46|0|0|0|0.0|7.727094485|1.160371354|2.1525548|0.017668261|2|0.04006734|0.0|-0.074511843|1|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|-0.06289606|8.13531199|0.092851886|-14.63933792|2.698568452|51.39110437|0.67467081|-0.880544835|38.22273917|-10.620390400000002|32.8948756|0.46327253|437.65027010000006|-424.8156159|-5.1237682730000005|0.32532919|9.825660656|-204.9507309|15.74158869|0.016330867|-168.5385796|375.721552|7.878766604|1.0|0.0|0.0|3.04|2.64|17.0|-6.29|3.59|43.6|1.89|0.0|0.0|86.96|0.0|1.0|-3.18|3.0|290.36|0.0|1.0|1.0|0.0001889999999999|0.0548|2.61|5.19e-07|0.000151|4.5464|-915.6081232|517.29|879.87|272.71|0.2024|414.82|0.68834|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122|5.7122
