molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|BCUTs-1|SaasN|AATSC1s|n6HRing|JGI4|SaaaC|MATS8i|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13i_a6|1|0|0|3.399318783|7.412764017000001|1.430639411|0.0|-0.154502515|1|0.042560386|0.0|0.034304189|1|1|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.8287956870000001|0.830577798|0|-0.129526268|181.1128483|0.375953882|-58.20996912|14.01186473|116.5456632|0.783597763|-2.460999087|100.2320567|-31.12829557|101.6533459|0.429711323|418.3467934|-1649.799665|-20.86772478|0.216402237|14.54375165|-1105.989413|39.72483975|0.019989461|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|3.0|3.59|2.7|23.0|-8.5|3.54|115.15|1.18|1.0|0.0|120.17|0.0|1.0|-5.03|5.0|427.46|0.0|0.0|1.0|3.28e-05|14.0|2.95|3.18e-09|1.36e-06|3.5614|-1426.549926|703.43|1196.21|348.14|0.2903|553.67|0.70517|-0.1464|7.8342|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
3a_a12|0|0|0|0.0|0.0|1.28383802|0.0|-0.042445446|2|0.032544803|0.0|-0.062973953|0|0|-0.205054123|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|0|-0.090803706|71.11710277|0.128014506|-21.73969523|2.258466332|0.0|0.781050096|-1.362055589|52.21461165|-17.08854808|39.46272532|0.462077145|426.6622302|-666.453375|-8.361421244|0.2189499039999999|11.01449587|-326.0954285|21.87893986|0.015909241|-275.0354486|381.0058252|7.784386645|1.0|1.0|1.0|3.84|2.74|18.0|-7.5|2.49|37.28|3.09|0.0|0.0|97.52|0.0|1.0|-3.6|3.0|298.34|0.0|1.0|1.0|8.8e-05|0.0263|3.15|3.13e-08|9.33e-06|3.7304|-951.3711872|528.84|875.71|332.36|0.3201|383.08|0.66895|-0.15328|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
12z_a36|1|0|0|3.435113772|7.412764017000001|1.297044126|0.0|-0.010732275|2|0.041767677|0.0|-0.010881947|1|1|0.066366917|-0.098598933|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0|-0.102674964|114.3931487|0.165209595|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|83.07227002|-24.03445318|69.61568586|0.4577848329999999|553.6621150000001|-1225.757112|-15.940487699999998|0.287317638|14.78435842|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|642.3830552000001|14.97465267|0.0|0.0|2.0|4.76|0.0|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|0.0|1.0|-3.99|5.0|406.44|0.0|0.0|0.0|0.000113|0.0458|2.4|2.21e-07|8.97e-05|3.8969|-1325.195958|686.33|1153.7|318.16|0.4423|539.36|0.69397|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0|8301.0
11c_a31|1|0|0|3.336985072|7.765993078999999|0.6101368770000001|0.0|-0.141329185|0|0.037731481|0.0|-0.137912959|2|2|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.825336018|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|-0.14043574|264.7428792|0.435856737|-48.16624372|11.74927853|70.98337779|0.676089232|-1.825664624|99.31985763|-24.864808|100.8824395|0.47997061|330.3862551|-1069.186744|-14.56188764|0.323910768|13.95917988|-626.1611682999999|36.77740577|0.029155542|-206.2506659|449.7512005|17.07472346|0.0|1.0|2.0|3.51|2.66|16.0|-5.84|3.64|125.57|1.03|1.0|0.0|97.32|0.0|2.0|-5.11|6.0|371.41|0.0|0.0|1.0|0.000105|39.0|2.82|1.45e-06|0.000537|3.8551|-1559.3980869999998|622.22|1022.77|321.61|0.2627|512.9|0.7005899999999999|-0.15994|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
15b_a50|0|1|1|0.0|7.934155233999999|1.353059441|4.112770601|-0.05484142|1|0.032843915|2.018777006|-0.06083723|2|2|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|0.764606364|1|-0.080700307|274.85729960000003|0.179086516|-26.37622116|6.564219549|0.0|0.639017342|-1.291204916|60.03646705|-16.04745006|58.69070955|0.478989976|469.3167805|-738.1827030000001|-9.174337796|0.3609826579999999|13.22671714|-422.0195386|25.11269883|0.024313507|-158.95261259999998|510.3677388|13.90004811|1.0|1.0|1.0|3.56|2.11|20.0|-5.72|3.26|68.76|1.66|1.0|0.0|105.46|0.0|2.0|-3.18|4.0|357.41|0.0|1.0|1.0|0.000249|0.0891|2.11|1.92e-06|0.000687|4.0561|-1160.4989460000002|613.37|1035.3|305.67|0.1796|475.99|0.65917|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
12an_a36|1|0|0|3.489959714|7.412764017000001|0.6294007110000001|0.0|-0.046532211|2|0.042739018|0.0|-0.131674913|1|1|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0.855081905|0|-0.105145528|82.43567331|0.163559846|-48.0034364|7.903608682000001|0.0|0.783512615|-1.997765039|81.70091433|-24.99720254|61.37296195|0.44576647|565.1654879|-1349.848937|-16.89009799|0.216487385|15.82907093|-912.0652916|31.9040205|0.015771136|-383.1273396|725.9470896|10.65623343|0.0|1.0|2.0|4.85|0.0|17.0|-7.05|2.61|94.5|2.51|1.0|0.0|135.47|0.0|1.0|-4.85|4.0|427.52|0.0|0.0|0.0|3.09e-05|0.0132|3.19|8.95e-08|3.83e-05|3.7872|-1670.452238|718.98|1215.98|327.38|0.6702|571.76|0.69094|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979|7.3979
13e_a6|1|0|0|3.433539068|6.842683282|1.429020445|0.0|-0.008507023|2|0.044021739|1.643912856|0.0266218529999999|1|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|1|-0.093298845|66.59852278|0.138323399|-41.68507499|8.211609879|0.0|0.722530518|-1.679379203|75.42629799|-22.01054293|61.91072885|0.4442079679999999|575.965487|-1122.537689|-14.71237941|0.277469482|14.346067199999998|-750.3313497|30.46313253|0.019543118|-297.4895642|676.2770877|13.06309302|1.0|1.0|2.0|3.51|2.79|27.0|-10.18|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|-5.11|5.0|417.47|0.0|0.0|1.0|1.65e-05|0.00688|3.27|6.59e-11|2.75e-08|3.2475|-1347.297639|713.3|1202.5|381.78|0.8312|567.24|0.7034199999999999|-0.1327|10.1884|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208|7.9208
12a_a36|1|0|0|3.4715209280000003|7.412764017000001|1.297044783|0.0|-0.0427777779999999|2|0.040166667|0.0|-0.070252245|1|1|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|0|-0.104828755|109.9069212|0.179315373|-39.52572284|7.388485123|5.277117996|0.755315434|-1.886917597|76.09903547|-23.17301945|58.79461567|0.470444928|503.9367075|-1158.650972|-14.22926022|0.244684566|12.464492300000002|-711.4630111|30.67992313|0.019102103|-313.5499672|598.1535763999999|11.72953701|0.0|0.0|2.0|4.75|0.0|17.0|-6.59|1.88|69.2|2.02|1.0|0.0|123.75|0.0|1.0|-3.79|4.0|381.43|0.0|1.0|0.0|0.000101|0.0384|2.68|2.56e-07|9.78e-05|3.6682|-1232.951968|653.94|1096.31|338.0|0.4435|481.98|0.6997|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|8.5603|13.0|7.8861|7.8861
27c_a34|0|0|0|0.0|7.412764017000001|1.4335249819999998|1.996958431|-0.1450543259999999|1|0.041728395|0.0|-0.028344637|1|1|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|-0.12597014|176.7076265|0.368934647|-57.00328784|13.79934071|119.8660257|0.7381974290000001|-2.26746252|100.1948155|-28.77931113|97.35782216|0.424716257|424.51250080000005|-1525.30349|-19.35960719|0.261802571|15.31184469|-1026.059181|38.98592708|0.022975949|-320.4669239|673.8038326000001|15.45573273|1.0|1.0|2.0|3.55|3.11|23.0|-7.67|3.34|104.29|1.71|1.0|0.0|119.71|0.0|1.0|-4.75|5.0|427.46|0.0|0.0|1.0|3.52e-05|0.0151|2.9|2.13e-08|9.1e-06|3.9186|-1426.521813|709.72|1203.69|316.4|0.2385|558.04|0.70336|-0.1589|7.6204|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
19c_a38|1|0|0|3.332128134|7.412764017000001|1.297043851|0.0|-0.04575843|2|0.04508642|0.0|-0.0725602509999999|1|1|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.7163622890000001|0.846765471|0.073931688|-0.071918235|0.908721232|0.6885713729999999|0|-0.108301657|139.1570837|0.240808376|-42.92996714|9.638658988|4.848162625|0.7187071909999999|-1.949429829|82.74311399|-24.06579196|73.10674676|0.477803802|477.9848537|-1227.35539|-15.15175311|0.281292809|13.36189552|-772.7394084|33.48483537|0.023120664|-275.39483110000003|640.025745|14.55670345|0.0|1.0|3.0|4.84|3.0|17.0|-6.92|2.42|105.02|1.76|1.0|0.0|130.41|0.0|1.0|-4.35|5.0|426.45|0.0|0.0|0.0|7.55e-05|0.0322|2.5|1.2099999999999998e-07|5.14e-05|3.8322|-1424.42734|652.09|1138.6|323.53|0.2961|517.28|0.6279899999999999|-0.15612|2495.0|-0.21303|0.03740877|-1424.247603|3.2846|9.0|8.0348|8.0348
1g_a5|1|0|0|2.942391606|6.605297921|1.4275159730000002|0.0|-0.010620031|2|0.027447447|0.0|-0.132678208|1|1|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|0.030722968|-0.067172264|0.8393686990000001|0.717355058|0|-0.074361785|74.51397212|0.134079034|-21.388323|5.8729303|0.589719781|0.61393343|-1.11542677|54.34919851|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|-7.824996219|0.38606657|13.83149499|-320.82484500000004|23.76563316|0.02697793|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|1.0|2.79|2.12|23.0|-8.14|4.21|63.69|1.57|0.0|0.0|96.98|0.0|1.0|-4.03|4.0|328.37|0.0|1.0|1.0|6.29e-05|0.0206|3.03|7.190000000000001e-09|2.36e-06|4.1733|-1065.846194|572.15|961.17|297.09|0.1769|448.93|0.66164|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
12s_a36|1|0|0|3.486136149|7.412764017000001|1.297044029|0.0|-0.045035034|2|0.042804233|0.0|0.0056370119999999|1|1|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|0|-0.1000534719999999|110.6090028|0.169662191|-41.6829437|8.106112169|10.23927133|0.754198383|-1.901015959|76.34126108|-23.15117315|59.13914165|0.4604765839999999|535.942162|-1227.012177|-14.94294208|0.245801617|13.98635088|-791.9759303|30.69639722|0.018222417|-328.1450742|662.0530478999999|11.76167282|0.0|0.0|2.0|4.85|0.0|17.0|-6.97|2.19|69.2|2.24|1.0|0.0|128.72|0.0|1.0|-4.16|4.0|395.46|0.0|1.0|0.0|5.05e-05|0.02|3.04|1.08e-07|4.270000000000001e-05|3.7604|-1272.270833|683.24|1150.67|329.71|0.4501|523.72|0.6928|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.7738|9.0|8.0458|8.0458
17d_a50|0|1|1|0.0|8.105609402|1.338814635|4.380250483|0.03538699|1|0.031990741|2.234730384|-0.136180713|2|2|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|-0.069790853|5.007868064|0.070113177|-33.56790124|7.31681784|86.38197811|0.75405703|-1.535398758|57.5414543|-17.74731987|41.18485076|0.445708152|644.9008302|-1064.839192|-12.30823045|0.24594297|12.62170017|-738.4938272999999|23.53577933|0.013178555|-352.3903892|829.3813984|9.139672835|1.0|1.0|0.0|4.07|3.68|20.0|-7.07|4.29|51.77|2.71|2.0|0.0|133.19|0.0|1.0|-4.5|4.0|424.54|0.0|1.0|0.0|1.31e-05|0.00557|3.72|8.55e-08|3.63e-05|4.0506|-1335.989008|727.15|1263.22|306.09|0.1819|579.45|0.66103|-0.16716|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308|7.1308
9b_a36|1|0|0|3.513187594|7.412764017000001|0.62670079|0.0|-0.023369916|2|0.040166667|0.0|-0.077361324|1|1|0.146828453|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0|-0.098301686|67.12293326|0.154620539|-38.76797062|6.707514535|0.0|0.78242217|-1.769430355|71.70079424|-22.67740953|57.26650122|0.453252346|530.8939077|-1111.193067|-14.24129533|0.21757783|13.80758516|-697.8234711|28.98359786|0.015872498|-354.7193098|620.9195447000001|9.967846072|0.0|1.0|1.0|4.73|0.0|17.0|-6.64|2.76|82.47|2.82|1.0|0.0|126.17|0.0|1.0|-4.6|4.0|398.48|0.0|0.0|0.0|3.71e-05|0.0148|3.2|2.3100000000000002e-07|9.21e-05|3.8535|-1575.7800140000002|666.01|1127.85|321.74|0.5392|514.45|0.69763|-0.15833|6.2846|-0.20979|0.02803905|-1575.616432|8.4288|21.0|7.6778|7.6778
3l_a32|1|1|1|3.672194822|7.773594467000001|0.609420748|0.0|0.0043645509999999|0|0.035643275|2.259257465|-0.09393062|3|3|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0|0.820540279|0.751853889|-0.136589369|-0.184582641|0.7973741999999999|0.776480242|1|-0.088417589|61.72183119|0.114441512|-29.90181954|4.141107366|0.0|0.788236719|-1.326263838|58.10243176|-16.76685351|47.42414825|0.453630671|514.9875423000001|-771.2752615|-9.750593329|0.211763281|11.74082324|-448.5272931|21.27134288|0.011493763|-335.2422712|565.7000781|6.6840809960000005|0.0|1.0|1.0|3.58|3.54|19.0|-7.5|6.17|110.94|2.64|2.0|0.0|110.16|0.0|1.0|-7.6|3.0|380.53|1.0|0.0|1.0|9.7e-07|0.0003689999999999|5.51|3.16e-08|1.2e-05|3.5319|-1789.475625|629.26|1062.47|351.04|0.2876|468.81|0.70282|-0.14664|3.3955|-0.19962|0.02547484|-1789.298086|5.7721|12.0|7.9208|7.9208
9r_a24|1|0|0|2.950959457|6.605297921|1.353642494|0.0|0.013567512|3|0.024179894|0.0|0.064425793|1|1|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0.7526889940000001|0|-0.082022572|71.31566881|0.158284162|-36.86695997|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|70.79264457|-17.31173182|51.92828155|0.473403843|564.3096436000001|-934.8335183|-11.60626518|0.384785172|18.36822555|-626.7383196000001|28.13932796|0.02357068|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|3.53|3.04|23.0|-8.66|3.93|79.82|1.02|2.0|0.0|116.9|0.0|1.0|-4.02|6.0|400.48|0.0|0.0|0.0|8.77e-05|0.0351|2.69|2.21e-09|8.84e-07|4.2877|-1294.486221|713.25|1199.71|289.16|0.3398|616.11|0.6204|-0.1676099999999999|1.9698|-0.21074|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
9g_a40|0|0|0|0.0|7.515889085|0.604992427|1.849105962|-0.0220464379999999|0|0.043730159|0.895670535|0.139758613|2|2|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|-0.079033043|65.74631496|0.09545843|-21.93596333|5.930596229|64.08637519|0.740240206|-1.185495647|51.16627179|-16.43578193|44.73159432|0.476386801|476.5434822|-624.5597134|-8.658932892000001|0.259759794|15.62271835|-329.0394499|22.20330888|0.018087202|-253.1335385|384.6422631|9.528957565|1.0|0.0|1.0|2.8|1.78|22.0|-6.43|2.93|72.28|0.64|0.0|0.0|87.53|0.0|1.0|-2.49|4.0|302.33|0.0|1.0|0.0|0.0008179999999999|247.0|1.37|3.720000000000001e-07|0.000113|3.0778|-1332.487689|559.04|923.42|402.84|0.3563|469.6|0.70233|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
9b_a31|1|0|0|3.338934004|7.765993078999999|0.610136326|0.0|-0.070525429|0|0.03995614|0.0|0.014628521|2|2|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0|0.811212624|0.852813666|0.01752821|-0.154083843|0.899394425|0.77051712|0|-0.131125311|152.8702381|0.330879448|-49.30281875|13.00794571|552.0968813|0.689175183|-1.835754351|95.78862992|-23.95020956|84.94685678|0.469546953|410.2957125|-1125.659849|-14.68594601|0.310824817|15.2652837|-690.2394625|34.75199071|0.025089192|-231.99935|524.0230338|15.38435497|1.0|1.0|2.0|3.58|2.76|16.0|-6.84|3.5|117.37|0.86|1.0|0.0|103.36|0.0|1.0|-4.76|5.0|384.45|0.0|0.0|1.0|0.000137|0.0527|2.64|1.44e-07|5.520000000000001e-05|3.8435|-1578.839267|663.06|1091.21|322.58|0.2732|562.68|0.70102|-0.15907|5.2851|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
17_a3|0|0|0|0.0|6.823286122000001|0.605019885|0.0|-0.118246266|2|0.047430556|1.709081227|-0.041723219|1|1|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|-0.096067661|234.4907116|0.1969243769999999|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|55.39769571|-20.12828595|55.45324083|0.4383349039999999|408.6362608|-684.3617224|-10.24205849|0.159937821|11.12358659|-348.2299886|23.96047156|0.012803096|-346.0738521|353.7528308|6.514715538|1.0|1.0|1.0|3.13|2.65|21.0|-7.48|4.66|92.93|2.37|1.0|0.0|95.5|0.0|1.0|-5.53|3.0|338.81|0.0|0.0|1.0|1.18e-05|0.00399|3.88|3.28e-08|1.11e-05|3.2102|-1731.75233|537.32|891.3|386.22|0.4062|393.58|0.69481|-0.13155|3.8077|-0.20359|0.02878063|-1731.663157|4.8815|23.0|7.6383|7.6383
8_a10|0|0|0|0.0|7.535296702|1.3430438530000002|2.071128354|-0.012055162|2|0.035828092|1.546251312|-0.15615298|1|1|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|0.809386132|-0.015871527|-0.167376069|0.864927472|0.616731847|1|-0.086233061|32.98071169999999|0.125156018|-25.80127401|4.714910465|9.35593124|0.722649449|-1.465962037|56.7864899|-16.36478554|41.25082928|0.431797417|478.5356341|-801.8744912000001|-8.951462413|0.277350551|10.75705296|-438.6216583|22.64553798|0.017582236|-243.5764486|583.7217118|9.617402178|0.0|1.0|0.0|3.42|3.27|21.0|-7.6|4.2|69.9|2.46|1.0|0.0|111.36|0.0|1.0|-4.52|5.0|384.43|0.0|1.0|1.0|2.4100000000000003e-05|0.00926|3.37|2.49e-08|9.59e-06|3684.0|-1257.84172|594.63|1047.58|336.55|0.1596|416.69|0.68815|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|1.5482|526.0|6279.0|6279.0
2_a33|1|1|1|3.396444161|7.765993078999999|0.609420748|0.0|-0.064926835|0|0.039958333|2.112255684|0.070526947|3|3|-0.0881938509999999|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|-0.104047115|103.5201191|0.1804845889999999|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|75.44970552|-19.46234551|60.41371259|0.4699986339999999|500.7570617|-953.6549298|-11.89228027|0.297402265|11.60906093|-582.7217333|27.70055258|0.019430318|-247.5908207|618.9134881|11.8727102|0.0|1.0|2.0|3.57|3.51|19.0|-7.67|4.63|140.04|1.33|2.0|0.0|115.28|1.0|1.0|-6.35|4.0|411.54|1.0|0.0|1.0|1.6800000000000002e-05|0.0069|3.72|2.13e-08|8.78e-06|3.6281|-1920.079174|655.74|1128.98|341.74|0.2911|525.38|0.70205|-0.15012|4.2519|-0.19979|0.02972182|-1919.890628|5539.0|6.0|8.2596|8.2596
12i _a30|0|0|0|0.0|7.412764017000001|0.604984133|0.0|-0.030422458|2|0.043848238|0.0|0.0109710489999999|1|1|-0.172434349|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|-0.096489393|84.78576301|0.156570866|-41.13938837|6.740110893|0.0|0.806299097|-1.833298476|72.59006433|-24.43015511|60.32320054|0.479900127|550.7287204|-1197.077601|-15.95200773|0.193700903|15.56818082|-781.648379|30.29912252|0.014680721|-400.0044646|652.8825454|9.585980094|0.0|1.0|1.0|4.62|0.0|17.0|-7.22|3.27|81.65|3.31|2.0|0.0|132.29|0.0|1.0|-5.93|4.0|432.93|0.0|0.0|1.0|3.61e-06|0.00156|4.49|6.03e-08|2.61e-05|3.5242|-2035.373964|691.59|1167.27|351.81|0.2384|542.74|0.68497|-0.14945|2.5397|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
12f_a40|0|0|0|0.0|7.515889085|0.604990261|1.768354671|-0.015621373|0|0.040501792|0.807254372|0.108909202|2|2|0.115814835|-0.033224348|-0.054891771|-0.397377446|0|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|1|-0.082198664|62.72992556|0.090006088|-25.09213464|6.57837176|61.55859085|0.7314440520000001|-1.150781297|56.53158029|-18.16607804|48.92668311|0.490421149|502.7764322|-635.8127312999999|-10.03685385|0.268555948|16.49362536|-351.2898849|24.83590915|0.0201199619999999|-255.7481174|384.1423925|11.1163852|0.0|1.0|0.0|3.24|3.61|20.0|-7.32|5.44|67.66|3.99|2.0|0.0|98.25|0.0|1.0|-6.58|3.0|376.26|0.0|0.0|1.0|1.02e-06|0.0003819999999999|5.4|4.81e-08|1.8100000000000003e-05|2.8374|-2212.359379|572.63|951.55|436.97|0.4348|487.85|0.7029|-0.11765|3.2818|-0.19526|0.01077929|-2212.275094|4.8562|0.38|6.4202|6.4202
14k_a23|0|1|1|0.0|7.423568444|1.1979621459999998|3.358995671|-0.024758731|2|0.046283951|0.74561778|-0.055500851|2|2|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.140087361|-0.091426449|0.864845456|0.659570836|1|-0.079899943|38.76597615|0.077602272|-35.38329134|8.338417622|80.31548917|0.783562394|-1.597998852|64.04991522|-22.62582822|49.96154892|0.486654314|613.8243395|-1063.413926|-15.05671972|0.216437606|15.99703938|-707.6658267999999|28.87559227|0.016348271|-377.4022725|633.3278634|10.87921891|0.0|1.0|1.0|3.39|3.56|26.0|-7.99|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|-6.13|4.0|445.93|0.0|0.0|0.0|2.83e-06|0.00126|4.21|1.02e-08|4.55e-06|3.6421|-2089.524497|691.9|1179.17|340.42|0.4694|552.65|0.63765|-0.14784|5.8718|-0.2271699999999999|0.02271117|-2089.354026|8.3627|4.0|8.4123|8.4123
14ac_a23|0|1|1|0.0|7.423568444|1.1979507740000002|2.7104403130000003|-0.4422550999999999|2|0.048351548|0.544211741|0.0518788009999999|2|2|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.5562570379999999|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|1|-0.097100967|57.45545019|0.068856366|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-2.330423202|87.75911516|-33.20157553|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|-25.07023818|0.192217908|15.90074614|-1328.722623|41.10214358|0.019122137|-464.8074813999999|718.3324686000001|14.43896921|0.0|1.0|1.0|3.69|3.34|26.0|-9.03|8.36|105.02|4.6|2.0|1.0|130.29|0.0|1.0|-7.31|10.0|547.48|1.0|0.0|0.0|2.24e-07|0.000123|5.35|9.25e-10|5.06e-07|3.6325|-2304.001319|751.54|1285.58|341.32|0.3209|627.76|0.69962|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
12s_a30|0|0|0|0.0|7.412764017000001|0.604984545|0.0|-0.095120438|2|0.04625323|0.0|-0.035768573|1|1|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.591758164|0|-0.103647048|89.91581294|0.2932862089999999|-43.45862792|8.102485674|0.0|0.790481833|-1.969293912|78.38074776|-26.02399668|71.26547471|0.467381416|457.6180044|-1275.175837|-16.8513047|0.209518167|15.14544373|-825.7139305|32.92168852|0.017398791|-376.1910929|616.2856203|11.26623|0.0|1.0|1.0|4.63|0.0|17.0|-7.16|3.74|81.65|3.58|2.0|0.0|127.19|0.0|1.0|-5.49|6.0|434.46|0.0|0.0|0.0|6.71e-06|0.00291|4.07|6.900000000000002e-08|3e-05|3.5348|-1774.236634|677.35|1140.1|350.75|0.2148|526.07|0.68458|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
