molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14ab_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197962873|3.4171257980000003|-0.0050415|5.351858133|2|10.313217300000002|2|0.012103325|0.038241896|-0.449699921|2|0.725358161|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|-0.051974369|-0.076243539|-52.21744789|12.31039874|51.89838547|-0.031648261|8.431109267|0.797837067|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|0.202162933|7.83369055|14.76864227|0.885272615|138.4567483|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|1.0|1.0|3.63|3.82|26.0|-8.16|2.0|1.0|0.0|1.0|-6.23|0.0|-5.55|0.000259|4.31|0.0|4.1|-1708.563399|-1708.543268|719.66|1238.27|0.3893|338.88|0.66532|0.66532|-1708.277193|0.3893|-0.14778|0.02013145|8.4721|4.0|8.4012|8.4012
8b_a8|0.0|1|0|0.0|1|7.535296702|1|1|1.395658149|1.42474537|-0.013834266|5.4161004020000005|1|10.94650923|1|-0.003593429|0.031896755|-0.5058761820000001|1|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|0|-0.130159955|-0.11627069|-71.23625346|19.87542051|270.5854753|-0.047457424|12.1771918|0.781454722|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|342.0904577|-1424.7250689999998|0.218545278|7.507665421|14.53652808|0.936224813|133.8974321|37.20755791|0.022425382|1823.170337|589.263087|13.73949201|0.0|1.0|1.0|0.0|2.0|3.52|2.93|23.0|-7.13|1.0|0.0|0.0|1.0|-4.77|0.0|-4.43|7.0|2.76|0.0|6.41|-1407.0843|-1407.052256|640.35|1098.17|0.2618|270.59|0.57234|0.70195|-1406.829227|0.1515|-0.13807|0.03204403|7.4497|5.08|5.2941|5.2941
40_a47|0.0|0|1|0.0|1|6.823286122000001|0|0|1.420389717|1.715145925|-0.004181351|4.727387819|3|10.98214138|1|0.003634698|-0.130213023|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.090270598|0.900790582|0.607650682|1|-0.060416547|-0.083237511|-44.90375373|11.04737121|101.2934265|-0.027052191|5.959674083|0.573656733|60.97203959|-14.59371996|43.64000551|0.4574577489999999|2313.85811|438.171933|-583.7487984|0.426343267|7.042383142|12.98034048|0.843174422|229.9974239|25.43981292|0.029785575|1017.592517|388.178924|16.06828586|0.0|1.0|1.0|1.0|1.0|3.07|2.91|21.0|-7.08|0.0|0.0|0.0|1.0|-3.26|1.0|-3.72|183.0|2.19|0.0|2.06|-1123.174467|-1123.144637|571.5|947.27|271.0|308.6|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|0.02983032|6.5995|4.0|8.4|8.4
32_a47|0.0|0|1|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|3|10.95005715|1|0.002350172|-0.0274939029999999|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|-0.05770007|-0.0726950079999999|-52.38450683|13.90468487|106.9180086|-0.026060474|10.01980854|0.64116122|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|-995.3056298|0.35883878|8.656942728999999|15.53902041|0.794977846|258.5816152|29.28959351|0.022735861|1552.348456|682.9868225|16.38361254|1.0|0.0|1.0|1.0|2.0|3.35|3.67|21.0|-8.82|2.0|0.0|0.0|1.0|-4.81|0.0|-5.05|0.00674|3.7|0.0|2.97|-1778.127634|-1778.0970140000002|692.49|1184.76|0.2969|252.79|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|0.03062031|6.3139|0.1|7.0|7.0
12t_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.60498454|0.0|-0.007755575|5.351858133|2|10.31162892|1|-0.001131023|-0.158448053|-0.464720444|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0.591758164|0|-0.090535776|-0.1011561919999999|-65.79920855|12.26965165|197.4742794|-0.037159417|7.981057356|0.745705883|78.8278828|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|0.254294117|7.957774504|14.358001500000002|0.804273481|165.4110479|32.41376848|0.020029588|1588.274656|616.2856203|13.02867425|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-7.16|2.0|0.0|0.0|1.0|-5.49|0.0|-5.17|0.00141|4.07|0.0|4.32|-1774.2421780000002|-1774.208418|677.85|1139.2|0.2094|244.58|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|-0.15029|0.0337599|3.2145|9.0|8.0496|8.0496
12e_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.29704412|0.0|-0.007100632|5.351858133|2|10.95346131|1|0.003962098|0.244642918|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|-0.07049439|-0.100988761|-64.2330904|12.12502373|102.9838531|-0.036203518|7.71202397|0.7610764190000001|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-1220.428718|0.238923581|6.767371321000001|12.69013737|0.875194483|151.9654247|30.25577504|0.017716522|1603.556077|662.0530478999999|11.26845175|1.0|0.0|1.0|0.0|2.0|4.85|0.0|17.0|-6.97|1.0|0.0|0.0|1.0|-4.16|1.0|-4.3|0.0274|3.04|0.0|3.48|-1272.2668210000002|-1272.23645|673.57|1142.19|0.4537|323.18|0.6814600000000001|0.70007|-1271.999945|0.0006|-0.15189|0.03037051|8735.0|14.0|7.8539|7.8539
17_a12|0.0|0|0|0.0|0|6.823286122000001|1|1|0.610029543|0.0|-0.00864055|4.727387819|3|10.31157659|1|-0.000651751|-0.3748198379999999|-0.559137213|2|0.918713011|0.8198617429999999|-0.043392747|-0.11976662|0.87653892|0.859088647|0|-0.069570363|-0.096209886|-50.13411606|5.849860887999999|73.93273708|-0.035198739|3.048310481|0.786701219|57.97616997|-18.34174978|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|0.213298781|5.669161963|10.61752641|0.8728564259999999|111.1480977|23.31475957|0.015049295|955.9051425|431.5987143|7.842053909|1.0|1.0|0.0|1.0|1.0|4.13|2.97|17.0|-7.16|0.0|0.0|0.0|1.0|-4.51|1.0|-4.24|0.0103|3.19|0.0|2.87|-1366.804178|-1366.776169|560.09|933.62|0.2213|281.69|0.39539|0.62783|-1366.638303|148.0|-0.15459|0.02800938|2.9806|16.0|7.7959|7.7959
20_a31|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420757|0.0|-0.009722467|5.733341277|0|10.31100269|3|-0.001662219|-0.023477148|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|-0.085849869|-0.110195543|-69.0542431|12.1160662|128.1960117|-0.033537774|7.592555532|0.710707042|81.35171021|-21.01650877|65.91404723|0.464597945|2576.1287230000003|498.4558574|-966.7594033|0.289292958|8.289864307|15.48343758|0.86775525|181.2859728|29.5712685|0.019624081|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|1.0|2.0|3.46|2.74|19.0|-7.65|1.0|0.0|1.0|1.0|-5.91|0.0|-4.44|0.000493|3.29|0.0|4.78|-1880.768349|-1880.734655|666.67|1113.19|0.2011|350.43|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|0.0336943|4.9218|8.0|8.0862|8.0862
47r_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.403924645|0.0|-0.0058631659999999|4.844187086|0|10.35082951|0|-0.0001597829999999|0.0646283159999999|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|-0.083915825|-0.087091542|-65.12700692|11.59378448|172.30927739999998|-0.031669652|8.669825595|0.688074851|81.99788849|-23.68254797|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|0.311925149|9.819988422|19.40516312|0.976088187|233.2574532|34.41856352|0.0225607039999999|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|2.0|4.55|0.0|18.0|-7.46|3.0|1.0|0.0|1.0|-6.65|0.0|-5.64|0.0001139999999999|4.59|1.0|9.2|-1964.841529|-1964.813473|790.57|1387.23|0.6007|391.06|0.69545|0.69545|-1964.443758|0.6007|-0.13021|0.02805567|3.2001|231.0|6.6364|6.6364
9_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.00136737|5.4161004020000005|2|10.92992723|1|0.009731833|-0.030976753|-0.172904817|2|0.625717993|0.801082857|-0.151437311|-0.072130166|0.861113198|0.58669472|1|-0.052625548|-0.069566741|-37.85762102|4.918284148|34.22811902|-0.025885299|2.676487872|0.792890434|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|509.9632679|-605.7219363|0.207109566|5.744374392999999|10.21134541|0.777625327|112.7072422|17.76608225|0.010768243|763.9415367|489.7528555|5.859985199|1.0|1.0|1.0|1.0|0.0|3.18|3.37|21.0|-8.16|2.0|0.0|0.0|1.0|-4.76|1.0|-5.15|0.0062299999999999|4.14|0.0|3.87|-1489.554198|-1489.533032|586.24|999.93|0.1217|262.21|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|0.02116575|5.4739|48.0|7.3188|7.3188
46_a18|0.0|0|0|0.0|0|7.03438793|2|2|1.251088279|0.0|-0.005378956|4.844187086|1|10.94680484|0|0.003512954|-0.069691797|-0.448177615|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|-0.069742249|-0.076485888|-54.33831169|6.376289807000001|123.2289237|-0.029244604|4.5299444310000005|0.782232748|63.70285871|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|0.217767252|8.980343774|16.47206875|0.8342358790000001|154.7096476|26.56039822|0.013181412|1806.107079|1056.535856|9.36454702|0.0|0.0|1.0|1.0|2.0|4.27|0.0|18.0|-8.82|2.0|1.0|0.0|1.0|-5.68|1.0|-5.47|0.000999|4.36|0.0|8.11|-1532.992457|-1532.968527|765.33|1380.79|0.4249|384.45|0.69181|0.69181|-1532.493789|0.4249|-0.13224|0.0239301|3.2533|186.0|6.7305|6.7305
47f_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005817448|4.844187086|0|10.94702253|0|0.00531392|-0.071877686|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.063824969|-0.084851044|-72.03501774|11.75478965|137.3980967|-0.0289997239999999|9.979328976|0.726550657|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|0.273449343|10.55465562|20.44855806|0.937396993|232.14715330000004|33.88554232|0.016581683|2676.957843|1347.416568|14.07716085|1.0|0.0|1.0|1.0|2.0|4.87|0.0|18.0|-9.22|3.0|2.0|1.0|1.0|-6.11|0.0|-5.52|0.000421|4.52|1.0|8.13|-1743.375413|-1743.346389|908.66|1602.99|0.5741|400.42|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|0.02902413|4.4861|9.0|8.0458|8.0458
15c_a10|0.0|0|0|0.0|1|7.535296702|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|3|10.92970798|1|0.012271987|-0.101214571|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|-0.046967376|-0.072537853|-50.32840842|10.2013281|66.28884934|-0.019267867|7.077912953999999|0.528228415|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|0.471771585|8.639636218|15.6886947|0.8158976029999999|327.3258326|25.30814911|0.023432886|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|3.85|4.09|21.0|-7.79|1.0|0.0|0.0|1.0|-3.85|1.0|-4.57|0.0646|2.94|0.0|2.2|-1450.241475|-1450.500669|762.21|1318.35|0.3939999999999999|221.75|-0.26999|0.70511|-1450.139335|0.0|-0.14739|-0.25919486|4.8283|0.1|7.0|7.0
12b_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|-0.007353271|5.351858133|2|10.31162898|1|0.002064369|-0.165287712|-0.468842459|1|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|-0.08354129|-0.09915679|-62.96700664|11.01246349|149.39744040000002|-0.038448551|6.99318589|0.798520682|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|0.201479318|7.393647884|13.88809428|0.878381889|127.9443353|30.57626261|0.01584525|1498.236868|618.6004214|10.06212472|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-6.9|2.0|0.0|0.0|1.0|-5.39|0.0|-5.01|0.00171|3.97|0.0|4.07|-1675.0107779999998|-1674.977262|673.18|1130.68|0.2079|245.19|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|-0.1493799999999999|0.03351603|4.5545|7.0|8.1543|8.1543
37_a18|0.0|0|0|0.0|0|7.03438793|2|2|1.251176176|0.0|-0.005351023|4.844187086|1|10.94702064|0|0.003512954|-0.0276034839999999|-0.44541772|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0.699483099|0|-0.068500679|-0.074857954|-54.7389628|6.653112344|123.0060763|-0.0286221589999999|4.865006968|0.7648766029999999|65.15554136|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|0.2351233969999999|9.460456975|18.49074823|0.954530133|171.9311063|27.36337253|0.0142451319999999|1860.709332|1056.535856|10.41657856|0.0|0.0|1.0|1.0|2.0|4.31|0.0|18.0|-8.82|2.0|1.0|0.0|1.0|-5.68|1.0|-5.47|0.000999|4.36|0.0|8.11|-1532.997117|-1532.974371|794.5|1395.35|499.0|385.91|0.69305|0.69305|-1532.553949|499.0|-0.13194|0.02274574|3.0375|35.0|7.4559|7.4559
15_a3|0.0|0|0|0.0|0|6.823286122000001|1|1|0.619596467|0.0|-0.006742751|4.727387819|3|10.33806279|0|-0.004459728|-0.325227172|-0.505519936|3|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|1|-0.092342351|-0.107619999|-55.08588323|4.04445331|113.1667185|-0.037667|2.070175472|0.850327497|60.30684851|-19.28005913|51.31038923|0.461565365|2116.88728|398.6887321|-771.2023653|0.149672503|5.371119692000001|9.975434973|0.85723565|76.61068671|22.67368656|0.010200078|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|1.0|4.12|0.0|16.0|-5.78|0.0|0.0|0.0|2.0|-2.77|0.0|-3.02|547.0|1.28|0.0|2.33|-1328.688126|-1328.665275|553.81|916.07|0.4107|206.37|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.1576|0.0228507|2.3271|25.0|7.6021|7.6021
11b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.002908227|5.82008293|1|10.94500697|2|0.012037198|-0.013155246|-0.266743077|1|0.701976536|0.800774662|-0.146696566|-0.20645662|0.862408925|0.667956827|1|-0.0445367309999999|-0.069841183|-36.43643854|10.1501574|35.832562100000004|-0.02494328|5.295379767|0.642051995|47.72173991|-13.01301376|33.38515735|0.42907551|2286.724895|485.8716402|-546.5465781|0.357948005|5.697537591000001|9.979494111|0.751545111|186.7429782|20.26785036|0.021631609|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|1.0|0.0|3.44|2.84|20.0|-5.87|0.0|0.0|0.0|2.0|-3.58|1.0|-4.16|0.0862|2.9|0.0|3.05|-1045.98235|-1045.961211|560.06|955.4|195.0|266.8|0.53885|0.64477|-1045.798634|0.0711|-0.16684|0.02113855|3.7922|1.7|5.7696|5.7696
1_a6 (SB-431542)|0.0|1|0|0.0|0|7.423568444|1|1|1.430935835|0.0|-0.015636898|5.351858133|1|10.94959842|1|-0.008385698|0.164429684|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.126408788|-0.122555709|-72.69619778|19.58668728|240.8019609|-0.0462988229999999|11.61820782|0.7531996609999999|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|0.2468003389999999|7.523839331|14.26172029|0.895537592|146.3942108|36.46179023|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|-7.69|1.0|0.0|0.0|1.0|-4.52|0.0|-4.25|0.0116|2.7|0.0|4.57|-1292.588032|-1292.553086|619.92|1049.69|0.5765|324.5|0.55256|0.69868|-1292.358966|0.3346|-0.13329|0.03494577|8.8611|1542.0|5.8119|5.8119
2_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605017347|0.0|-0.008422099|4.727387819|2|10.31162302|1|-0.0045709459999999|-0.18746945|-0.568019422|2|0.899733837|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.841871246|1|-0.104577702|-0.09392632|-44.07280196|5.601853871|117.2099151|-0.033150466|2.628543258|0.727984269|53.05538527|-15.55510657|54.67257594|0.458202525|2056.399995|352.0174726|-528.8736235|0.272015731|4.88513521|9.016533738|0.845708123|127.637231|21.36736636|0.019143348|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|1.0|2.97|2.22|21.0|-6.89|0.0|0.0|0.0|1.0|-4.75|0.0|-4.27|0.0054|3.13|0.0|1.97|-1272.143337|-1272.114086|503.34|841.85|0.1824|227.92|0.37284|0.69543|-1272.001389|0.0962|-0.14605|0.02925101|5.4999|3981.0|5.4|5.4
12k_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984231|0.0|-0.007818038|5.351858133|2|10.31162844|1|0.0053380919999999|-0.240110949|-0.4186541|1|0.838579475|0.830875659|0.001281277|-0.067714819|0.883029843|0.7933543279999999|0|-0.079026221|-0.098188266|-65.04897323|16.01752015|122.5057244|-0.035199567|10.61148425|0.7081361979999999|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-1235.930491|0.291863802|8.416930701|15.93977881|0.893775698|193.3575303|32.93073182|0.0226150579999999|1745.328787|704.0353382000001|14.9823028|1.0|1.0|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|2.0|0.0|0.0|1.0|-5.44|0.0|-4.93|0.00154|3.84|0.0|3.58|-1690.302721|-1690.269144|710.82|1200.31|0.2257|238.62|0.39318|0.6864899999999999|-1690.031103|0.1512|-0.14743|0.03357755|5.0736|24.0|7.6144|7.6144
12be_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297042758|0.0|-0.009368126|5.351858133|2|10.95957887|1|0.002872872|0.19405344|-0.3825349939999999|1|0.884226781|0.812921349|0.132962547|0.00734728|0.858971809|0.8350231859999999|0|-0.0780531429999999|-0.108962668|-75.59805505|23.42501577|140.1361326|-0.031937334|16.25222352|0.5660743979999999|99.62604537|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|0.433925602|8.773114043|16.14074295|0.839796323|301.05661160000005|39.14335412|0.034632557|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.0|17.0|-6.79|1.0|0.0|0.0|1.0|-4.11|0.0|-4.15|0.0342|2.62|0.0|2.68|-1462.0007349999998|-1461.968283|739.48|1256.67|0.7034|237.59|0.40844|0.70465|-1461.68274|0.0018|-0.13781|0.03245204|10.3044|44.0|7.3565|7.3565
8b_a12|0.0|0|0|0.0|0|0.0|1|1|1.283836078|0.0|-0.012630509|0.0|2|10.95438057|0|-0.007926474|0.047425677|-0.659952678|1|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0.856390139|0|-0.1053827859999999|-0.116554734|-67.44287685|6.513753986|149.9096134|-0.045608374|3.769098814|0.888936354|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-1213.971783|0.111063646|6.373278096|12.27845608|0.926552694|64.26553043|29.68794201|0.009361504|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|4.11|2.57|18.0|-7.45|1.0|0.0|0.0|1.0|-4.1|0.0|-4.01|28.0|2.76|0.0|5.11|-1159.405202|-1159.365835|611.93|1020.47|0.3179|293.37|0.53425|0.57773|-1159.188228|127.0|-0.15294|0.03936706|6.1286|263.0|6.58|6.58
15_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.277647202|2.124460476|-0.0027892409999999|5.4161004020000005|2|10.92966702|1|0.009514122|-0.1157120169999999|-0.208590561|2|0.682616223|0.808676284|-0.079744227|-0.105662909|0.863438637|0.635064845|1|-0.059234364|-0.074144604|-44.18725043|11.09373722|50.34268476|-0.025240716|6.61142847|0.646412648|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|0.353587352|6.35937164|11.23924661|0.767351752|210.7240726|23.27068984|0.020932674|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|0.0|3.29|3.31|21.0|-8.3|2.0|1.0|0.0|1.0|-4.48|1.0|-4.81|13.0|3.68|0.0|3.12|-1604.08794|-1604.057542|641.98|1086.19|0.4553|214.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|0.03039798|6.1563|33.0|7.4815|7.4815
19_a15|-3.694652026|0|0|0.0|0|0.0|0|0|0.300209223|0.0|-0.009832375|0.0|1|10.31928434|0|-0.00534669|0.060683674|-0.571686169|1|0.7981860159999999|0.722297906|0.042424078|-0.048611111|0.770451673|0.7358168620000001|0|-0.0946599869999999|-0.112106433|-64.78818183|3.04716388|178.5363184|-0.042351319|1.761006946|0.922135562|68.10965742|-24.47553536|57.75275299|0.405429114|2625.952212|399.3803987|-1101.399091|0.077864438|6.10227122|10.26331993|0.681885245|44.99916039|26.54223128|0.005747326|1194.400408|490.1808545|3.321475588|1.0|1.0|0.0|1.0|2.0|2.99|2.17|18.0|-7.14|1.0|0.0|0.0|1.0|-5.12|0.0|-4.39|0.00279|3.29|0.0|7.53|-1523.404372|-1523.361214|601.23|1030.77|0.4895|297.03|0.68945|0.68945|-1523.196562|0.4895|-0.17018|0.04315771|9326.0|72.0|7.1427|7.1427
5a_a40|0.0|0|0|0.0|1|8.149890544|0|1|0.604913477|1.688148148|-0.004609716|6.167516491000001|0|10.31198338|2|0.010425818|-0.191663433|-0.363338726|0|0.538671739|0.756882266|-0.442215721|-0.0395444479999999|0.820901326|0.5263598389999999|1|-0.078132307|-0.090991462|-40.27003217|9.135164355|64.97877226|-0.036396585|4.042943749|0.8224652720000001|46.06507254|-16.10801287|43.71412865|0.4889874279999999|1847.672595|377.5905776|-483.24038600000006|0.177534728|5.507689573|10.7779923|0.956899016|78.57142892|19.58503709|0.0130940839999999|587.5511127|244.8873477|5.795040371|1.0|1.0|0.0|1.0|0.0|3.04|2.49|14.0|-4.05|0.0|1.0|0.0|2.0|-4.13|1.0|-3.67|0.0202|2.88|0.0|4.36|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|326.96|0.69499|0.69499|-1177.51016|0.4461|-0.15066|0.01514427|7.6003|81.0|7.0915|7.0915
21_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.399863887|2.026698554|-0.003068098|5.4161004020000005|1|10.94593332|1|0.012094249|0.030586117|-0.228430899|1|0.6952936|0.777866961|0.090847781|-0.174578783|0.833191212|0.674434042|0|-0.0571545999999999|-0.076470465|-38.7880598|10.23237244|34.4171635|-0.028676424|5.190159022|0.7231676229999999|47.69702403|-14.54552243|39.22285963|0.401240904|2045.488184|472.812128|-581.8208971|0.276832377|5.961506745|9.956436217|0.670120767|140.4174905|20.11362507|0.017563978|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|0.0|3.37|2.92|17.0|-5.94|0.0|0.0|0.0|2.0|-3.88|1.0|-4.19|0.0403|3.36|0.0|3.31|-973.5683008|-973.5481197|549.71|916.76|0.2016|240.17|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|0.020181098|2.9409|121.0|6.9172|6.9172
41_a18|0.0|0|0|0.0|0|7.03438793|2|2|1.251176562|0.0|-0.007587553|4.844187086|1|10.9470117|0|-0.002136837|-0.137860739|-0.5421253970000001|0|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|0.745631286|0|-0.1020290859999999|-0.089139464|-61.10986894|6.547189171|181.7135945|-0.037381065|4.488448275|0.903239484|65.83786886|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|-1588.856592|0.0967605159999999|8.787657952|17.13823195|0.950261611|66.33450764|28.37200951|0.006896617|1759.064589|897.5188662|4.727999916|1.0|0.0|1.0|1.0|3.0|4.07|0.0|18.0|-8.38|2.0|1.0|0.0|1.0|-5.56|0.0|-5.02|0.00125|3.78|0.0|7.34|-1454.374793|-1454.3467460000002|736.59|1294.52|482.0|385.97|0.69308|0.69308|-1453.980175|482.0|-0.1319|0.0280471999999999|2721.0|369.0|6433.0|6433.0
EW7203_a60|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984431|0.0|-0.00698487|5.351858133|2|10.31162855|1|0.0036417359999999|-0.1696249719999999|-0.458129101|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|-62.23028092|13.03554647|73.67602619|-0.036566012|8.430183|0.766837077|73.82739839|-23.64750675|62.22940284|0.497298165|2913.880231|573.0312689|-1182.375337|0.233162923|8.310125852|16.53092404|0.989250745|150.7881632|30.83771958|0.01793256|1541.885979|666.0036144999999|11.59711747|1.0|1.0|1.0|1.0|2.0|4.75|3.21|17.0|-6.7|2.0|0.0|0.0|1.0|-5.74|0.0|-4.82|0.000768|3.59|0.0|3.64|-1668.025575|-1667.993536|678.83|1166.44|0.2385|247.15|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|0.03203878|2.5159|9.0|8.0334|8.0334
