molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|MATS8i|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
8h_a8|0.0|1|0|2.975382653|0.0|0|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|0|0.046205674|0.0|-0.085125857|1|-0.007036544|0.021094825|0|0.578166105|0.6971223040000001|0.111824921|0.010682683|0.56916135|0|0.602405134|-0.122706004|0.0111998669999999|-72.14530885|-66.4523265|6.58499063|316.4918269|0.397594866|-0.048805507|-39.07081527|53.78973456|-2.147442322|70.94463092|-28.69532281|78.73029948|2623.688756|2019.780061|-16.87148841|0.081684095|7.453557203|13.58738632|0.822939833|5956.417906000001|31.2477685|0.00764059|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|3.11|23.0|-7.95|80.88|4.11|0.0|105.27|1.0|4.0|-5.21|29.0|4.0|-5.98|391.37|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|3.82|0.0|0.0|4.43e-06|-0.06344|4801.0|7.71|3.7327|-1361.651799|-1361.618499|608.39|1029.51|480.09|0.56196|272.0|3.4779|-0.21819|0.03330037|-1361.5113789999998|4.9359|4.9359
18_a3|0.0|1|0|2.897754472|0.0|0|0|1.43179288|0.0|-0.256375952|-0.003487792|3|0.034712644|1.742872103|0.042606196|1|0.005799063|0.150826737|3|0.7226687409999999|0.714658751|0.0355413979999999|-0.051083228|0.6858831809999999|1|0.8419576209999999|-0.069839069|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|0.0|-1.016105994|48.19055867|-14.12792012|37.21171433|1938.093995|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|10.24658906|0.935646099|3928.183499|20.70048575|0.02363555|270.539096|10.51610501|0.0|0.0|1.0|1.0|2.62|21.0|-6.83|67.35|0.93|0.0|80.35|1.0|2.0|-2.82|21.0|4.0|-6.7|273.29|0.0|1.0|-3.27|411.0|0.000537|1.79|0.0|0.0|4.07e-05|-0.05769|3.9765|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|330.54|0.6671699999999999|0.3326|2.6366|-0.2218|0.02173162|-889.894728|7.5229|7.5229
5e_a40|0.0|0|0|0.0|0.0|0|1|0.604912776|1.661964758|-0.091305805|-0.004925115|0|0.044526749|0.7768055559999999|0.158430496|2|0.008306061|-0.184667138|0|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|1|0.864422751|-0.076883794|0.019851304|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|-0.035889706|-20.29110082|51.7148695|-1.076691165|48.81318333|-17.06741495|46.00255248|1986.384601|512.5703164|-8.116440327000001|0.177640532|6.533857846|12.51197289|0.914944155|4158.984115|20.75420252|0.012921086|264.9899736|6.144645946|1.0|1.0|0.0|0.0|3.03|14.0|-4.65|75.5|2.37|1.0|79.16|2.0|3.0|-4.78|20.0|3.0|-5.66|303.77|0.0|1.0|-4.25|0.00505|5.56e-05|3.51|0.0|0.0|0.00678|-0.07231|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|802.38|390.33|0.69675|0.5262|7.87|-0.2201699999999999|0.01659566|-1637.162552|7.6021|7.6021
18b_a30|0.0|0|0|0.0|0.0|2|2|0.604987149|0.0|0.036563014|-0.006947027|2|0.041767677|0.0|0.016709918|1|0.0036417359999999|-0.072825879|1|0.80330079|0.822401103|0.022695194|-0.089945913|0.760234689|0|0.869340364|-0.078751666|0.019880184|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|0.0|-1.811894154|75.30642440000001|-23.96987622|65.24093056|2915.383182|3057.267112|-15.85509189|0.240284312|7.513189589|13.0644231|0.7388650920000001|6387.715069|31.55111394|0.0184861069999999|666.0036144999999|12.22780277|1.0|1.0|1.0|0.0|4.78|17.0|-6.7|105.44|2.17|0.0|131.99|1.0|5.0|-5.49|31.0|5.0|-6.33|423.49|0.0|0.0|-4.8|0.00137|1.57e-05|3.59|0.0|0.0|8.47e-05|-0.06142|3.5256|3.64|3.5256|-1668.034279|-1667.995173|697.37|1178.08|563.55|0.67715|0.3576|4.8198|-0.2052699999999999|0.03910602|-1667.849173|7.6003|7.6003
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|0|1.400923668|0.0|0.063195236|-0.009430196|2|0.0396875|1.622562232|-0.019554464|1|-0.004654742|0.293415753|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.7274271309999999|-0.09623672|0.0158089389999999|-63.72828772|-64.75689362|10.46873389|336.574332|0.272572869|-0.035730972|-42.88223811|89.35267123|-1.858010535|77.31081766|-23.66117267|74.19702161|2849.395895|1829.419484|-15.66851008|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|31.628086|0.018957805|684.5377542|12.55392404|1.0|1.0|1.0|1.0|3.49|27.0|-9.63|110.44|1.33|0.0|122.86|1.0|5.0|-4.85|32.0|5.0|-6.83|420.47|0.0|1.0|-4.55|0.00596|2.82e-05|2.87|0.0|0.0|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.412748|-1368.372708|696.06|1192.01|517.94|0.4377|0.1361|3803.0|-0.20636|0.04004011|-1368.180121|7.4437|7.4437
14b_a50|0.0|0|1|0.0|0.0|2|2|1.267593742|4.240438135|-0.092558007|-0.003935732|2|0.030219907|2.115127752|0.037777505|2|0.011249462|-0.106938404|1|0.74726683|0.7887047979999999|0.030057537|-0.076752616|0.71456262|1|0.904076348|-0.050362464|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|-0.025558317|-32.9673668|192.8987555|-1.533499045|64.58491917|-16.75898192|47.72661339|2967.872393|2984.248708|-10.98912227|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|26.29763086|0.021820402|825.4425942|14.30797341|1.0|1.0|1.0|1.0|4.64|20.0|-6.86|66.99|2.32|0.0|128.39|1.0|7.0|-4.6|33.0|5.0|-6.5|441.52|0.0|0.0|-4.78|0.0111|1.6800000000000002e-05|3.51|0.0|0.0|6.12e-05|-0.02486|5.2834|3.05|4.0775|-1431.068494|-1431.037684|718.64|1253.87|533.25|0.55594|0.1373|5.3711|-0.1936|0.03081037|-1430.7933859999998|5.1818|5.1818
13g_a6|0.0|1|0|3.457632039|0.0|0|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|2|0.043020833|1.648997541|0.073394284|1|-0.000644109|0.061423911|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.789769968|1|0.871972049|-0.074216821|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|-0.0323525729999999|-44.57717132|0.0|-1.747038966|76.50577593|-22.52633766|63.95581946|2929.039254|3916.754765|-15.68456028|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|30.61752948|0.017929016|744.1359788|12.48355309|1.0|1.0|1.0|1.0|3.61|27.0|-10.57|103.17|1.13|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|1.0|-5.06|0.0012|8.8e-06|3.7|0.0|0.0|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.611265|-1386.573241|739.55|1253.71|592.49|0.38325|0.0105|10.1708|-0.20806|0.03802398|-1386.364067|6.9245|6.9245
6a_a40|0.0|0|0|0.0|0.0|1|2|0.604893625|1.78213955|0.117890918|-0.014623575|0|0.035707071|0.775942224|0.104332675|2|-0.001171195|-0.272320301|0|0.682273668|0.801647855|-0.012261923|-0.340539542|0.657059571|1|0.733750993|-0.109047987|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|-0.049149867|-45.80643937|36.84483305|-2.113444291|81.37714586|-30.69915817|78.35465194|2936.1501780000003|2536.88262|-19.17478857|0.132148181|6.945713476|11.8691482|0.708845065|7059.617542|35.37373259|0.012872604|557.4018948|8.040268001|1.0|1.0|0.0|1.0|3.99|14.0|-4.05|173.43|1.62|2.0|120.14|2.0|5.0|-7.11|29.0|5.0|-6.32|442.53|1.0|1.0|-4.99|3.47e-05|1.03e-05|3.77|1.0|0.0|0.0396|-0.0926|2.9836|7.73|2.9836|-2371.579899|-2371.560378|649.48|1103.4|497.78|0.6782699999999999|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|7.3979|7.3979
47r_a18|0.0|0|0|0.0|0.0|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|0|0.035706215|0.0|-0.02952923|0|-0.0001597829999999|0.0646283159999999|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.7554975009999999|0|0.769578222|-0.083915825|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|0.230421778|-0.031669652|-48.70193962|60.66168882|-2.090197013|81.99788849|-23.68254797|74.34599189|3389.050097|1504.28892|-17.70979622|0.311925149|9.819988422|19.40516312|0.976088187|7727.455993|34.41856352|0.0225607039999999|1005.982493|16.87088158|1.0|1.0|1.0|1.0|4.55|18.0|-7.46|111.03|2.23|1.0|145.82|1.0|9.0|-6.65|36.0|4.0|-6.12|504.6|0.0|0.0|-5.64|0.0001139999999999|2.31e-06|4.59|0.0|1.0|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|729.75|0.69545|0.6007|2.3873|-0.18249|0.02805567|-1964.516246|6.6364|6.6364
12ab_a30|0.0|0|0|0.0|0.0|2|2|0.604983638|0.0|-0.026189286|-0.008528077|2|0.043854875|0.0|0.038312857|1|0.005111479|0.03046828|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.794193541|0|0.7997534890000001|-0.082740301|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|-0.031859359|-49.97135112|0.0|-1.815983471|92.49334877|-22.42218278|80.46280277|3118.431712|2618.234172|-15.78042667|0.3960470239999999|8.44310703|15.6704374|0.856003642|6918.884105|37.1257096|0.030534507|792.3440337000001|21.48976996|1.0|1.0|1.0|1.0|4.87|17.0|-6.83|100.11|2.2|0.0|140.26|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|-5.0|0.00113|9.94e-06|3.81|0.0|0.0|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|613.7|0.46561|0.1511|6.9089|-0.19672|0.03368522|-1804.589076|7.7825|7.7825
19g_a38|0.0|1|0|3.229090845|0.0|2|2|1.297044182|0.0|-0.077355838|-0.008497058|2|0.042419753|0.0|-0.009881824|1|-0.004358975|-0.096139701|1|0.653741315|0.836170906|-0.063110203|-0.076414544|0.632625562|0|0.7200062690000001|-0.086314802|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|0.279993731|-0.038842708|-45.74791999|18.41027014|-1.942135378|86.78105144|-24.57988703|69.14572278|2897.384301|2506.378649|-15.5542928|0.280058007|6.327835378|11.62016299|0.836356715|6631.17356|34.14148263|0.0228937029999999|593.6088758|14.48726605|1.0|1.0|1.0|1.0|4.82|17.0|-7.12|81.23|2.78|0.0|125.65|1.0|5.0|-4.25|31.0|5.0|-6.81|419.43|0.0|1.0|-4.33|0.0238|4.67e-05|2.88|0.0|0.0|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|475.84|0.3937|0.0962|5.0677|-0.20748|0.03244515|-1431.244906|7.3778|7.3778
16_a4|0.0|0|0|0.0|0.0|1|1|1.398650725|1.843196334|-0.219944434|-0.00228637|1|0.04501634|0.0|-0.148022089|1|0.006466406|0.020218035|1|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.482473457|0|0.7898461090000001|-0.073335635|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|74.430775|-1.201404885|45.11883447|-16.43666742|42.88070889|2101.6948030000003|1522.164774|-8.095443438|0.167538305|5.548106463|10.19502391|0.837568182|4520.2597670000005|19.74465314|0.0115138339999999|322.8922084|5.67083266|1.0|0.0|1.0|0.0|3.26|17.0|-6.36|30.71|3.44|0.0|85.02|1.0|2.0|-3.92|23.0|4.0|-5.64|309.31|0.0|1.0|-4.43|0.0371|3.68e-05|3.59|0.0|0.0|0.000134|-0.03965|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|407.99|0.51149|0.1006|1863.0|-0.2134|0.01638524|-1057.429593|6.4647|6.4647
14ab_a23|0.0|0|1|0.0|0.0|0|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|2|0.04314059|0.7586471459999999|0.010803172|2|0.012103325|0.038241896|2|0.725358161|0.75434493|-0.085303124|-0.05990912|0.693959193|1|0.92422233|-0.051974369|0.017974612|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|82.79560776|-1.677357849|61.60741239|-21.67516705|47.90644969|2941.47118|2332.352369|-14.84482393|0.202162933|7.83369055|14.76864227|0.885272615|6654.62616|27.16741043|0.013710439|733.3886349999999|9.389964491|0.0|1.0|1.0|1.0|3.63|26.0|-8.16|105.02|3.45|1.0|130.22|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|-5.55|0.000259|2.81e-06|4.31|0.0|0.0|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|595.23|0.66532|0.3893|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4012|8.4012
9_a10|0.0|0|0|0.0|0.0|1|1|1.377786667|1.998759814|-0.096384071|-0.004530817|2|0.03590535|1.754798254|-0.1189611519999999|1|0.007847998|-0.079150788|2|0.7141481129999999|0.791322552|-0.000865755|-0.169389445|0.692424727|1|0.8694452140000001|-0.057690053|0.013842683|-40.90513782|-59.80726117|9.815155744|86.66800495|0.130554786|-0.028592687|-42.40634438|59.95939417|-1.686968561|71.07688871|-20.27364785|50.72029356|2904.874289|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|27.72306267|0.015893979|816.3832816|11.26962754|1.0|1.0|1.0|1.0|4.0|21.0|-7.93|75.94|1.81|0.0|130.71|1.0|7.0|-4.23|33.0|5.0|-6.87|438.52|0.0|0.0|-4.44|0.0259|3.64e-05|2.97|0.0|0.0|5.14e-06|-0.06118|5.5668|4.51|3.7309|-1410.041793|-1410.005954|740.24|1278.57|631.5|0.2242|0.0041|2.9927|-0.21163|0.03583924|-1409.764013|6.7144|6.7144
7_a15|0.0|0|0|0.0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|1|0.035075075|0.0|0.038636783|0|0.002150323|0.213947987|1|0.857287135|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|0.841400327|-0.074406877|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|0.158599673|-0.026500274|-34.13832456|56.30310755|-1.2190126140000002|85.26222186|-14.70834175|61.6121151|2330.667514|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|32.78250222|0.042799094|474.9756287|23.75461091|1.0|1.0|0.0|1.0|3.16|18.0|-7.19|61.84|1.74|0.0|99.77|1.0|7.0|-4.83|26.0|5.0|-5.72|352.38|0.0|1.0|-4.49|0.00516|3.2e-05|3.84|0.0|0.0|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|-1184.385377|-1184.367098|580.73|1000.95|499.86|0.64652|0.0169|1.1115|-0.18454|0.01827873|-1184.224637|6644.0|6644.0
7_a3|0.0|0|0|0.0|0.0|0|0|0.60501656|0.0|0.198126776|-0.008855374|2|0.03757716|1.989724777|0.054347129|1|-0.006696449|-0.084462575|2|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.773152968|1|0.782294598|-0.1034274319999999|0.009708941|-51.18177092|-47.72824381|4.804535747|230.9407974|0.217705402|-0.036877402|-23.61864737|76.07607751|-1.253831681|55.15105143|-18.2490344|55.98630667|2196.07224|1952.029549|-9.030659289|0.2007853889999999|5.198046584|8.644978051|0.663120542|5055.700186|22.83370969|0.0149999089999999|353.7528308|7.422807617|1.0|1.0|1.0|1.0|3.02|21.0|-7.48|92.93|2.11|0.0|95.5|1.0|2.0|-5.44|23.0|3.0|-5.68|338.81|0.0|1.0|-4.87|0.00124|1.34e-05|3.79|0.0|0.0|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|362.61|0.3456|0.1262|3.1299|-0.21219|0.03103579|-1731.651178|5.9901|5.9901
13c_a6|0.0|1|0|3.441255118|0.0|1|1|1.424213869|0.0|-0.046663393|-0.010619065|1|0.040821256|0.0|0.054910284|1|-0.000899678|0.081059709|1|0.845481322|0.780680481|0.085414885|-0.167542194|0.7995080809999999|0|0.786809832|-0.093635525|0.030547186|-63.73961873|-75.71763296|20.79409503|157.60887419999997|0.213190168|-0.039875482|-51.54254258|567.1031411|-2.11340057|88.21184769|-27.1440571|84.53371376|2880.850692|3135.546462|-18.47751526|0.2279674589999999|8.038175951|15.07660437|0.875625075|6204.855629|35.15921372|0.018354398|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|3.61|23.0|-9.4|95.85|1.5|0.0|121.6|1.0|6.0|-5.95|32.0|5.0|-5.88|423.47|0.0|1.0|-5.27|0.000471|5.42e-06|4.23|0.0|0.0|1.68e-07|-0.05015|5.992000000000001|4.5|3.6519|-1389.39897|-1389.371325|719.8|1217.77|596.15|0.48478|0.28|7.7129|-0.1999|0.0276450999999999|-1389.184603|7.1367|7.1367
5a_a40|0.0|0|0|0.0|0.0|0|1|0.604913477|1.688148148|-0.116583806|-0.004609716|0|0.0388888889999999|0.808197279|0.180125135|2|0.010425818|-0.191663433|0|0.538671739|0.756882266|-0.442215721|-0.0395444479999999|0.5263598389999999|1|0.8531783270000001|-0.078132307|0.020641204|-34.5789643|-40.27003217|9.135164355|174.99981530000002|0.146821673|-0.036396585|-17.82228195|52.43850484|-1.091897544|46.06507254|-16.10801287|43.71412865|1847.672595|508.8362301|-7.128912782|0.177534728|5.507689573|10.7779923|0.956899016|3736.248815|19.58503709|0.0130940839999999|244.8873477|5.795040371|1.0|1.0|0.0|1.0|3.04|14.0|-4.05|75.5|1.85|1.0|74.15|2.0|3.0|-4.13|19.0|3.0|-5.9|269.32|0.0|1.0|-3.67|0.0202|0.000213|2.88|0.0|0.0|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|353.51|0.69499|0.4461|5.7163|-0.21644|0.01514427|-1177.555706|7.0915|7.0915
3e_a32|0.0|1|1|3.501917045|0.0|0|0|0.609420788|0.0|0.015619823|-0.006553709|0|0.044949495|2.220794149|-0.114649277|3|0.002004382|-0.1046390059999999|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.77923808|1|0.8681696109999999|-0.073411249|0.0124235339999999|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|-0.030786645|-29.05885545|0.0|-1.200679139|60.86894767|-16.59123638|46.25723848|2212.661182|1732.3689949999998|-8.941186293|0.224744634|5.863649531|10.68709999|0.822602107|4827.877259000001|21.40099522|0.012891628|421.3548777|6.94742943|1.0|1.0|1.0|1.0|3.33|19.0|-6.92|110.94|1.94|0.0|97.86|1.0|3.0|-6.52|23.0|3.0|-5.2|340.47|0.0|1.0|-5.18|0.000103|6.6e-06|4.47|0.0|0.0|4.13e-05|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|-1672.722302|578.77|956.67|456.76|0.7025399999999999|0.2914|3.4537|-0.20098|0.02588637|-1672.62984|8.0862|8.0862
22_a10|0.0|0|0|0.0|0.0|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|2|0.036101695|1.880539113|0.01204992|1|0.008903905|-0.042831367|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.646474494|1|0.8698299140000001|-0.053881447|0.016720696|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|-0.022372463|-39.42279832|60.10354816|-1.3647202319999998|71.13124588|-17.4251029|54.98945848|3241.833491|2668.5420940000004|-13.57178303|0.435676666|8.84228648|15.30289992|0.730649641|7414.102179|30.87787063|0.026340252|916.8601445|20.51547079|1.0|1.0|1.0|1.0|3.74|27.0|-9.37|73.14|2.8|0.0|139.53|1.0|6.0|-5.34|36.0|5.0|-6.29|475.54|0.0|0.0|-5.53|0.00217|2.95e-06|4.1|0.0|0.0|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|1339.48|602.93|0.4483899999999999|0.1922|4.8409|-0.2180699999999999|0.03366599|-1543.959333|5.9586|5.9586
3n_a32|0.0|1|1|3.616639267|0.0|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|1|0.035643275|2.22272854|-0.1006122119999999|3|0.002379137|-0.100681119|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.762657782|1|0.840041782|-0.074507943|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|-0.027401986|-30.65624207|0.0|-1.205687365|65.41881458|-15.75418035|53.70155314|2526.071154|2426.73803|-9.057526067|0.351066886|6.369579712999999|11.72372261|0.840580248|5553.014016|24.27704797|0.0210408339999999|522.1674161999999|12.0969734|1.0|1.0|1.0|1.0|3.51|19.0|-6.96|120.17|1.58|0.0|106.44|1.0|3.0|-5.96|26.0|4.0|-5.98|382.5|0.0|1.0|-4.91|0.000424|1.23e-05|3.74|0.0|0.0|4.19e-05|-0.05535|3.5459|2.57|3.5459|-1825.378576|-1825.349557|614.67|1036.75|464.67|0.7028399999999999|0.2839|3.5849|-0.20256|0.02901944|-1825.218291|7.6778|7.6778
12ax_a36|0.0|1|0|3.429529478|0.0|2|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|2|0.043383838|0.0|-0.057017299|1|-0.00097037|0.128253871|1|0.884841888|0.836170906|-0.0394369539999999|-0.056676035|0.771220556|0|0.846837721|-0.073739612|0.019128091|-49.32384393|-72.11700812|12.79462904|36.17982162|0.153162279|-0.038813619|-48.23849712|1.236876307|-1.940680931|84.58859134|-25.96212292|62.11847297|2926.929456|2471.295987|-17.36585896|0.235146956|7.563197245|14.78635841|0.955040697|6741.969187999999|33.94393618|0.018645135|661.6709012|12.47158322|1.0|1.0|1.0|0.0|4.74|17.0|-7.76|69.2|2.99|0.0|133.77|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|-5.18|0.00372|6.55e-06|3.93|0.0|0.0|7.83e-06|-0.05596|5.2372|4.42|3.8889|-2152.130959|-2152.100515|699.67|1182.31|552.0|0.39564|0.4167|4.5001|-0.21324|0.03044421|-2151.971761|7.9208|7.9208
12n_a30|0.0|0|0|0.0|0.0|2|2|0.604984682|0.0|0.0304762079999999|-0.007311044|2|0.040899471|0.0|-0.037209579|1|0.002064369|-0.254279374|1|0.669561738|0.815003426|-0.015189554|-0.149451598|0.64876559|0|0.7781502140000001|-0.083120674|0.017064818|-52.4873066|-66.48079820000001|10.77573511|85.87072848|0.221849786|-0.038674741|-41.97990569|0.0|-1.895062322|76.16725916|-24.42151771|63.2630417|2848.910641|2349.172094|-15.42118984|0.200596792|7.385790169|13.93957316|0.887350282|6353.890039|30.54968688|0.0153398069999999|618.6004214|9.686460958|1.0|1.0|1.0|0.0|4.66|17.0|-6.9|81.65|3.2|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|-5.01|0.00171|9.71e-06|3.97|0.0|0.0|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|-1675.011418|-1674.978015|669.57|1131.65|506.94|0.27009|0.1489|5.3143|-0.19876|0.0334036|-1674.83759|7983.0|7983.0
12t_a30|0.0|0|0|0.0|0.0|2|2|0.60498454|0.0|0.073057637|-0.007755575|2|0.044197531|0.0|-0.0682882559999999|1|-0.001131023|-0.158448053|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.591758164|0|0.696413582|-0.090535776|0.018862708|-58.89093185|-65.79920855|12.26965165|88.42093081|0.303586418|-0.037159417|-42.80050261|0.0|-1.82081145|78.8278828|-24.17113783|71.1605835|2976.648597|2479.787504|-15.72263361|0.254294117|7.957774504|14.358001500000002|0.804273481|6617.834146|32.41376848|0.020029588|616.2856203|13.02867425|1.0|1.0|1.0|0.0|4.63|17.0|-7.16|81.65|3.58|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|-5.17|0.00141|6.71e-06|4.07|0.0|0.0|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|527.87|0.33647|0.1561|2.6784|-0.20571|0.0337599|-1774.077985|8.0496|8.0496
17d_a50|0.0|0|1|0.0|0.0|2|2|1.338814635|4.380250483|-0.152030219|-0.002166617|1|0.031990741|2.234730384|-0.136180713|2|0.01245647|0.009780681|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.7276268779999999|1|0.929886823|-0.044172353|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|-0.025589979|-33.56790124|86.38197811|-1.535398758|57.5414543|-17.74731987|41.18485076|2824.70142|2950.99157|-12.30823045|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|23.53577933|0.013178555|829.3813984|9.139672835|0.0|1.0|1.0|1.0|4.07|20.0|-7.07|51.77|2.71|0.0|133.19|1.0|6.0|-4.5|32.0|4.0|-6.25|424.54|0.0|0.0|-4.88|0.0135|1.31e-05|3.72|0.0|0.0|3.63e-05|-0.03251|4.0506|3.41|4.0506|-1335.989008|-1335.962757|727.15|1263.22|579.45|0.66103|0.1819|5.6557|-0.19967|0.02625058|-1335.713194|7.1308|7.1308
