molecula|SddssS|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
19c_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.008177185|5.351858133|-0.04575843|2|0.04508642|-0.004442319|10.95429182|-0.0431896509999999|-0.002443797|0.04814981|-0.09493054|-0.20848518|1|0.7163622890000001|-0.071918235|0.908721232|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-68.18641054|15.30924906|139.1570837|151.612258|-0.038224114|9.638658988|0.7187071909999999|-1.949429829|0.477803802|477.9848537|-1227.35539|2660.812979|-15.15175311|6.97753104|13.36189552|6618.350708|177.10114030000005|-772.7394084|-275.39483110000003|1707.726604|14.55670345|1.0|0.0|1.0|1.0|3.0|3.0|0.13|17.0|-6.92|3.17|1.0|0.0|0.0|32.0|426.45|0.0|2.57|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|0.2961|210.74|517.28|0.2597|-1424.1880119999998|0.1417|-0.15612|2495.0|-0.21303|-1424.247603|9.0|8.0348|8.0348
4i_a46|0.0|0|0|0.19654443|1|7.825245291|1|1|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|0.012211602|10.94638684|-0.125773054|0.011931187|-0.133434195|-0.060809732|-0.091288438|1|0.7204791309999999|-0.17856753|0.786754478|-0.058565229|-0.075208437|0.263514985|0.015663081|-42.48203383|8.847405392999999|67.51603424|33.45060163|-0.025069479|4.997521397|0.763831778|-1.278543436|0.406629719|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|4893.587424|133.40134070000002|-407.9368676|-298.0546045|945.4890404|6.567484272000001|1.0|0.0|1.0|1.0|0.0|3.5|0.36|17.0|-7.3|4.79|1.0|0.0|0.0|26.0|347.45|0.0|4.16|0.00403|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|4.4232|-1092.730494|-1092.70435|611.74|1058.5|0.2805|229.66|546.24|0.41877|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|-1092.528145|612.0|6.2132|6.2132
9i_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.045555556|0.004532692|10.31197226|-0.1788455119999999|0.004019925|0.333430103|0.105172175|0.187399127|0|0.831946443|-0.28972973|0.824009442|-0.092881258|-0.088485615|0.006324687|0.011010661|-44.58600513|5.548036224|213.7117392|85.16517222|-0.036869006|2.795536563|0.8590224540000001|-1.327284222|0.477626156|418.7133986|-668.7900768999999|335.9672843|-9.360805225|7.700852478|14.74203307|4201.058793|71.03556427|-336.98898810000003|-361.8074422|778.5478408|5.226560183|1.0|1.0|1.0|1.0|1.0|2.9|0.06|20.0|-6.03|3.84|1.0|1.0|0.0|22.0|306.38|0.0|3.52|0.00147|0.00603|3.85|0.0|0.0|9.31e-07|0.000285|2.8936|-1273.334714|-1273.31399|534.44|883.84|0.5012|284.3|417.75|0.56118|-1273.167389|0.3362|-0.11967|2.0895|-0.17956|-1273.217301|1.25|5.9031|5.9031
19k_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.011877064|5.351858133|-0.17467835|2|0.0445691609999999|-0.011156837|10.95446448|-0.0184136539999999|-0.00835812|0.208892195|-0.060668296|-0.128079012|1|0.7581164340000001|-0.029357143|0.908591797|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-80.54577161|14.76615358|157.4834779|216.567059|-0.044662847|9.369654226|0.75964689|-2.411793744|0.4769127179999999|417.968819|-1530.369661|2929.493496|-17.9828603|6.744851799999999|12.89431427|7091.215492|152.51267140000002|-971.0744563|-329.5105352|2014.5803|13.8345897|0.0|0.0|0.0|0.0|4.0|2.2|0.13|17.0|-6.41|2.34|1.0|0.0|0.0|33.0|444.46|0.0|1.9|0.0594|107.0|1.65|0.0|0.0|3.94e-07|0.000175|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|0.2038|239.03|502.43|0.38269|-1500.618667|0.1156|-0.14568|9.1508|-0.20102|-1500.680373|11.0|7.9666|7.9666
13h_a6|0.0|1|0|0.0|0|6.842683282|0|0|-0.006619944|4.727387819|0.004767264|2|0.04393617|-0.002407131|10.95053423|-0.090944829|-0.000644109|0.105918119|-0.12414699|-0.215607882|2|0.836982172|-0.164411111|0.8391892870000001|-0.074151997|-0.091977068|0.300800177|0.017441348|-64.32173453|12.1971464|77.20799814|92.37313621|-0.032362302|8.529752344|0.736918588|-1.747564296|0.461667017|606.9504647000001|-1222.112956|2829.19698|-15.82689691|9.11292243|16.928040300000003|6302.785260000001|183.9790404|-854.6524332|-331.36552|1658.40973|12.4656221|1.0|1.0|1.0|1.0|2.0|3.03|0.12|27.0|-10.57|5.41|2.0|0.0|0.0|33.0|431.49|0.0|3.61|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|1.15e-08|3392.0|-1386.613707|-1386.569017|738.61|1253.92|1.0978|254.58|591.53|0.50716|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|-1386.3651|47.0|7.3279|7.3279
8c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.0093793719999999|5.733341277|-0.04699673|0|0.036711712|-0.003484915|10.31100269|-0.0682721729999999|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.11492754|0.8966299409999999|-0.076876481|-0.097480366|0.263222951|0.016240436|-58.93213925|9.818219446|126.6561213|119.85432240000002|-0.027548799|5.935643221|0.600684883|-1.267244762|0.447542891|484.6996147|-766.1178102000001|3038.837633|-10.06868562|7.079719717000001|12.81496717|5773.240734|241.4075262|-463.1595384|-121.7388847|1275.407176|15.43301109|1.0|1.0|1.0|1.0|2.0|2.82|0.26|19.0|-7.65|6.49|1.0|0.0|1.0|27.0|397.52|1.0|3.56|0.000597|0.0164|3.21|0.0|0.0|2.23e-08|8.86e-06|3.5673|-1880.764533|-1880.733377|646.97|1090.0|0.3272|347.56|516.78|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|-1880.597039|37.0|7.4318|7.4318
12e_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.015461694|5.4161004020000005|-0.262526337|0|0.04020202|-0.013162335|10.31197242|-0.192362496|-0.014780739|0.292184471|0.103406816|0.172778196|0|0.889386453|-0.279310345|0.858770467|-0.132226452|-0.122830115|0.284429447|0.015096495|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|4.4490161310000005|0.790818822|-1.596791495|0.491465612|423.3709264|-866.8463724999999|694.2415706|-14.26008524|8.014314957|15.75963228|5478.52313|113.5576846|-470.5828129|-315.75223450000004|1096.13776|11.46456937|1.0|0.0|1.0|0.0|2.0|3.05|0.0|20.0|-6.04|4.34|2.0|0.0|0.0|24.0|378.23|0.0|3.98|0.000113|0.00086|4.72|0.0|0.0|9.14e-07|0.000346|3.0253|-2248.276958|-2248.244231|552.91|918.38|0.4494|286.76|445.12|0.6826|-2248.154966|284.0|-0.12616|2.5946|-0.19912|-2248.206714|1.17|5.9318|5.9318
47r_a18|0.0|0|0|0.0|0|7.03438793|1|1|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|-0.005176133|10.35082951|-0.030106257|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|0|0.806477847|-0.048143486|0.8075001|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|8.669825595|0.688074851|-2.090197013|0.49394971|575.4901675|-1563.048166|1504.28892|-17.70979622|9.819988422|19.40516312|7727.455993|233.2574532|-1168.846551|-281.2845386|2271.625192|16.87088158|1.0|1.0|1.0|1.0|2.0|0.0|0.22|18.0|-7.46|0.43|3.0|1.0|0.0|36.0|504.6|0.0|2.2|0.0001139999999999|0.00117|4.59|0.0|1.0|3.48e-08|1.76e-05|3.1705|-1964.841529|-1964.813473|790.57|1387.23|0.6007|391.06|729.75|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|-1964.516246|231.0|6.6364|6.6364
27b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|-0.010183855|5.351858133|-0.016803292|1|0.042739018|-0.001438963|10.95430634|-0.027175221|0.001228116|-0.175834895|-0.194619338|-0.322091086|1|0.820914556|-0.047542374|0.8299950709999999|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|-72.21552354|20.42417736|150.83624440000003|142.58786569999998|-0.037292511|13.44721755|0.712312759|-1.864625537|0.4072752529999999|515.8091561000001|-1227.6639|2431.595232|-16.16580511|9.124440695|15.39406063|6032.666081|189.4124225|-808.2902556|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|1.0|3.66|0.12|23.0|-8.19|3.94|2.0|0.0|0.0|31.0|409.44|0.0|3.46|0.00243|0.00449|3.75|0.0|0.0|6.53e-09|2.67e-06|4.0935|-1350.055377|-1350.018975|691.97|1174.68|0.3621|257.4|577.39|0.47412|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|-1349.873325|0.65|6.1871|6.1871
18d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|0.001139238|10.31163881|-0.087019298|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|1|0.669561738|-0.149451598|0.870930234|-0.07812727|-0.103191184|0.346980269|0.017843227|-65.3088221|11.29282624|78.23108693|124.5022473|-0.037906966|7.147133584|0.783284395|-1.85744132|0.443774287|508.389239|-1175.558798|2894.162522|-15.18369704|7.063141946|12.69833771|6367.958933|137.15746130000002|-744.0011548|-358.5765637|1500.807121|10.49188139|1.0|0.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|4.25|2.0|0.0|0.0|30.0|416.47|0.0|2.92|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|3.4682|-1675.020297|-1674.987709|669.66|1129.46|0.3856|247.35|508.7|0.4325|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|-1674.8453470000002|21.0|7.6737|7.6737
9s_a24|0.0|1|0|0.0|0|6.605297921|1|1|-0.003599664|4.59511985|-0.00570386|4|0.023585859|0.006748865|10.96129902|0.013901071|0.007695726|-0.0897306019999999|-0.204128966|-0.359715589|3|0.799076569|0.0256742079999999|0.8327425070000001|-0.049825449|-0.063587778|0.483170382|0.016792118|-39.48555839|10.42725806|33.24649431|72.43525688|-0.019465646|6.474925237000001|0.445160769|-0.953816666|0.47085169|548.5261887|-592.2833757999999|969.5210193|-7.505819207999999|9.124394347|17.24354813|5767.9102490000005|344.5337711|-367.7851412|68.10609672|1330.4932|21.71205366|0.0|1.0|1.0|1.0|1.0|2.78|0.04|29.0|-8.11|3.15|1.0|0.0|0.0|30.0|393.44|0.0|2.63|171.0|0.0343|2.11|0.0|0.0|7.73e-09|3.04e-06|2.6707|-1271.031372|-1270.994965|654.28|1121.42|0.5112|403.51|521.4|0.69475|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|-1270.796154|32.0|7.4949|7.4949
9g_a24|0.0|1|0|0.0|1|7.273092596000001|0|0|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|0.0144065739999999|10.96318169|-0.02471184|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|2|0.683676657|-0.045107345|0.859302479|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.49188065|9.283063574|174.88817269999998|65.73938109|-0.021297745|4.593165278|0.4819264479999999|-0.788016565|0.427531635|429.0504306|-389.9025677|1196.910121|-5.214049137|6.124370267000001|10.69818114|4355.725609|256.3375151|-192.9198181|17.88521849|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.91|0.0|0.0|0.0|23.0|302.33|0.0|1.93|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|4.2802|-984.5891383|-984.5565078|524.03|879.99|0.2444|236.07|400.47|0.4227399999999999|-984.447764|0.1023|-0.17806|2.9691|-0.21391|-984.497752|68.0|7.1675|7.1675
4b_a46|0.0|0|0|0.206072846|1|7.825245291|1|1|-0.00113356|5.587248657999999|-0.022119857|2|0.047736111|0.012332859|10.96200942|-0.111103941|0.011806162|-0.128843936|-0.079238184|-0.123416853|2|0.6901151990000001|-0.153841155|0.768651645|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-38.30877966|4.127907383|7.986637869|35.31914031|-0.0229342729999999|2.251475261|0.8104680259999999|-1.123779397|0.428987199|510.1086157|-612.9404746|1750.333702|-6.822749952000001|5.76401157|10.09436488|4681.895329999999|103.3759991|-334.31474760000003|-338.6757579|756.2796491|4.343611349|1.0|0.0|0.0|1.0|0.0|3.03|0.38|17.0|-7.2|4.69|1.0|0.0|0.0|25.0|332.44|0.0|3.76|0.0149|0.00782|3.74|0.0|0.0|6.38e-08|2.12e-05|4.5515|-1033.556797|-1033.535029|588.79|1020.9|0.1784|272.4|508.79|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|-1033.378455|548.0|6.2612|6.2612
3a_a12|0.0|0|0|0.0|0|0.0|1|1|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.0025830939999999|10.95455336|-0.0161799839999999|-0.001011111|-0.205054123|-0.072889493|-0.1213636769999999|1|0.943290857|-0.032466697|0.759068438|-0.07121814|-0.090803706|0.241900756|0.009433302|-44.430225|4.615711776|71.11710277|62.63745781|-0.034924502|2.258466332|0.781050096|-1.362055589|0.462077145|426.6622302|-666.453375|1050.730179|-8.361421244|5.924949067000001|11.01449587|4230.717811|107.1321197|-326.0954285|-275.0354486|853.2786545|7.784386645|1.0|1.0|1.0|1.0|1.0|2.74|0.05|18.0|-7.5|3.43|0.0|0.0|0.0|23.0|298.34|0.0|2.98|0.0745|0.0263|3.15|0.0|0.0|3.13e-08|9.33e-06|3.7304|-951.3711872|-951.3480023|528.84|875.71|0.3201|292.86|383.08|-0.34688|-951.217594|128.0|-0.15328|1.3824|-0.22157|-951.264072|194.0|6.7122|6.7122
12b_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.003484915|10.31100269|-0.053480599|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.090027803|0.8887585240000001|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-60.93328667|10.17310723|90.57560878|135.83463989999998|-0.027561517|6.356098747000001|0.60420609|-1.267829764|0.430631506|488.9595947|-792.1327267000001|3148.185476|-10.75912958|7.076348793999999|12.42841652|5653.268811|247.2897528|-494.9199607|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|1.0|1.0|2.0|2.9|0.26|19.0|-7.65|6.49|1.0|0.0|1.0|27.0|397.52|1.0|3.59|0.000505|0.0148|3.28|0.0|0.0|2.23e-08|8.86e-06|3.5703|-1880.770588|-1880.732075|663.89|1109.93|0.2865|347.27|541.49|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|-1880.599158|26.0|7585.0|7585.0
21_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|0.012362563|10.94593332|-0.104638158|0.012094249|0.030586117|-0.063064908|-0.099702401|1|0.6952936|-0.174578783|0.833191212|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|-38.7880598|10.23237244|63.37635587|34.4171635|-0.028676424|5.190159022|0.7231676229999999|-1.147056976|0.401240904|472.812128|-581.8208971|1584.866567|-7.377915035|5.961506745|9.956436217|4277.396118|140.4174905|-295.1166014|-226.3943104|804.5450027|8.908964226|1.0|1.0|1.0|1.0|0.0|2.92|0.16|17.0|-5.94|3.7|0.0|0.0|0.0|23.0|303.36|0.0|3.23|0.0403|0.0197|3.36|0.0|0.0|1.16e-06|0.000352|4.0245|-973.5683008|-973.5481197|549.71|916.76|0.2016|240.17|446.0|0.5260600000000001|-973.400097|0.1457|-0.16632|2.0282|-0.19588|-973.449892|121.0|6.9172|6.9172
12c_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.0005016269999999|10.95982545|-0.056994595|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|1|0.8941919290000001|-0.097861598|0.8741648479999999|-0.073370864|-0.105624703|0.462597812|0.019582215|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|8.079011794|0.75500974|-1.901244658|0.473610011|540.0159387|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|6256.172329|157.3609748|-784.3943293|-327.5932797|1617.460455|12.38318928|1.0|0.0|0.0|0.0|2.0|0.0|0.14|17.0|-7.18|3.35|1.0|0.0|0.0|30.0|415.88|0.0|2.34|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|3.8436|-1692.540795|-1692.511019|672.74|1137.55|0.3927|322.58|509.61|0.68913|-1692.312906|0.3927|-0.15835|4.9812|-0.2082699999999999|-1692.3713309999998|9.0|8.0458|8.0458
12m_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.011502861|5.351858133|-0.133854569|2|0.03912037|-0.006653538|10.95440733|-0.038386106|-0.004569485|0.245908938|-0.052743904|-0.090926893|1|0.892815402|-0.064035403|0.8792981679999999|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-81.19927925|15.24099981|42.78660249|193.174369|-0.04260035|10.22144534|0.7471181240000001|-2.300418875|0.465323422|477.48014630000006|-1542.786306|2637.948424|-19.16067782|7.312794835|13.67704354|6434.374756|169.596372|-1034.676602|-331.4617713|2064.983108|14.91990864|0.0|0.0|0.0|0.0|3.0|0.0|0.13|17.0|-6.14|1.92|1.0|0.0|0.0|32.0|424.46|0.0|1.26|0.0338|0.0676|2.11|0.0|0.0|7.19e-07|0.000305|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|0.4718|320.72|505.51|0.69382|-1401.385923|0.4718|-0.15879|6.5789|-0.20993|-1401.446557|0.03|7.5229|7.5229
12e_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|-0.011519192|5.733341277|-0.044316064|0|0.037098765|-0.002475146|10.3116965|-0.015755876|-0.000231353|0.01824365|-0.08867626|-0.142921555|0|0.7968154940000001|-0.028502695|0.82100963|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-79.96257188|19.38343763|166.1479229|202.5115275|-0.036652129|14.09603901|0.725120432|-2.089171358|0.474858042|524.7092721|-1519.288866|1899.851187|-19.38348182|10.24381236|19.50674899|6557.418968999999|199.8981394|-1104.858464|-327.4245209|2095.222806|15.15615632|1.0|1.0|1.0|1.0|2.0|3.72|0.24|22.0|-9.31|6.69|3.0|0.0|0.0|33.0|460.55|0.0|4.5|9.96e-05|0.00176|4.48|0.0|0.0|4.93e-10|2.27e-07|3.8391|-1809.899887|-1809.85374|781.61|1308.13|0.3831|232.77|640.03|0.55114|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|-1809.650069|0.17|6.7696|6.7696
10_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|-0.010609861|4.727387819|-0.1152010919999999|3|0.034166667|-0.008037672|10.31162304|0.043342516|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.078405316|0.8136572320000001|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|116.9745968|-0.0359752729999999|3.134330682|0.7066293240000001|-1.187184014|0.41220272|346.1193167|-549.7776912|1361.86525|-7.715112198|5.031169383|8.559361451000001|4600.496436|135.8581743|-254.5987025|-191.3775649|778.0284121000001|10.86908195|0.0|1.0|0.0|1.0|1.0|1.78|0.0|21.0|-6.51|3.79|0.0|0.0|0.0|22.0|305.36|0.0|2.52|0.0155|0.0443|2.43|0.0|0.0|3.06e-07|9.35e-05|3.4217|-1288.190838|-1288.150029|498.67|830.63|0.2124|230.67|323.26|0.41894|-1288.050987|0.0463|-0.15011|6.7458|-0.21249|-1288.097561|7943.0|5.1|5.1
11b_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.014385937|10.31169957|-0.046362952|-0.010716217|-0.129901143|-0.101934423|-0.16780872|0|0.833717183|-0.074254978|0.889561759|-0.143839236|-0.148709304|0.26165445|0.037758271|-82.80602396|21.02499452|286.7721447|253.1028809|-0.044612791|11.70737909|0.669723835|-1.784511651|0.473305522|303.7286124|-993.6722875|1756.711832|-13.83270059|6.83089364|12.96936635|5202.545866|183.9081702|-553.3080237|-189.0151528|1483.70453|17.50115151|1.0|0.0|1.0|1.0|2.0|2.29|0.24|16.0|-5.45|4.67|1.0|0.0|0.0|25.0|357.38|0.0|2.69|0.00649|0.0637|2.46|0.0|0.0|3.59e-06|0.00128|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|0.2634|322.57|479.66|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|-1519.967224|0.53|6.2757|6.2757
20_a31|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.009722467|5.733341277|-0.057200812|0|0.03995614|-0.003484915|10.31100269|-0.078213611|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.131662689|0.912372776|-0.085849869|-0.110195543|0.246878555|0.019334605|-69.0542431|12.1160662|64.42171513|128.1960117|-0.033537774|7.592555532|0.710707042|-1.542737604|0.464597945|498.4558574|-966.7594033|1758.762093|-13.1700345|8.289864307|15.48343758|5678.167489|181.2859728|-605.8215871|-264.0799235|1360.278351|12.29746712|1.0|1.0|1.0|1.0|2.0|2.74|0.26|19.0|-7.65|6.49|1.0|0.0|1.0|27.0|397.52|1.0|3.6|0.000493|0.0146|3.29|0.0|0.0|2.23e-08|8.86e-06|3.5381|-1880.768349|-1880.734655|666.67|1113.19|0.2011|350.43|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-0.20895|-1880.599777|8.0|8.0862|8.0862
12e_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007100632|5.351858133|-0.043085717|2|0.040899471|0.002951176|10.95346131|-0.084051264|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|1|0.90414347|-0.144846626|0.847602953|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-64.2330904|12.12502373|65.27404529|102.9838531|-0.036203518|7.71202397|0.7610764190000001|-1.918786459|0.466721981|533.058116|-1220.428718|2309.239105|-14.64611103|6.767371321000001|12.69013737|5929.071389|151.9654247|-776.2438847|-332.11111980000004|1603.556077|11.26845175|1.0|0.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.97|3.24|1.0|0.0|0.0|30.0|395.46|0.0|2.14|0.0274|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|3.6699|-1272.2668210000002|-1272.23645|673.57|1142.19|0.4537|323.18|507.03|0.6814600000000001|-1271.999945|0.0006|-0.15189|6.5974|-0.20151|-1272.0579810000002|14.0|7.8539|7.8539
12aw_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.008293935|5.351858133|-0.115864198|2|0.043383838|-0.006877664|10.96021804|-0.034663063|-0.004358975|0.169961228|-0.098027247|-0.250781298|1|0.653741315|-0.056676035|0.892249657|-0.088516379|-0.114701005|0.373775982|0.023038651|-73.52224315|14.76755422|54.50894809|188.3390873|-0.041292362|9.4658605|0.749052287|-2.06461809|0.47322369|452.6513136|-1323.400377|2380.579051|-16.96573876|7.545677222999999|14.32425315|6370.06138|160.8550748|-848.2869380000001|-319.2802512|1766.7663510000002|13.8551867|1.0|0.0|0.0|0.0|2.0|0.0|0.14|17.0|-7.12|3.55|1.0|0.0|0.0|31.0|417.41|0.0|2.44|0.0424|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|3.8763|-1431.404673|-1431.373326|666.09|1120.43|0.4088|237.0|507.71|0.38905|-1431.180191|0.3892|-0.15688|4.8181|-0.21201|-1431.239759|9.0|8.0458|8.0458
13g_a6|0.0|1|0|0.0|0|6.842683282|0|0|-0.006574579|4.727387819|0.004767264|2|0.043020833|-0.002407131|10.95053423|-0.080022038|-0.000644109|0.061423911|-0.12414699|-0.215607882|2|0.836982172|-0.144664763|0.832753533|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-64.02222283|12.28038897|68.57626488|89.14285747|-0.0323525729999999|8.550546653|0.7357333540000001|-1.747038966|0.444443571|607.1336751|-1216.422234|3916.754765|-15.68456028|7.968172425|14.34268783|6332.20768|184.0026638|-846.9662551000001|-328.2712049|1653.346592|12.48355309|1.0|1.0|1.0|1.0|2.0|2.34|0.12|27.0|-10.57|5.41|2.0|0.0|0.0|33.0|431.49|0.0|3.47|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|1.15e-08|3.2472|-1386.611265|-1386.573241|739.55|1253.71|0.8442|207.09|592.49|0.38325|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|-1386.364067|119.0|6.9245|6.9245
14x_a23|0.0|0|1|0.0|2|7.423568444|0|0|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|0.003379755|10.31321817|-0.0229244|0.003906274|0.160327487|-0.073958723|-0.206574435|2|0.5788469970000001|-0.035965909|0.8668730109999999|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-55.83053941|14.64350681|42.44114495|147.90081730000003|-0.034056109|9.704599953|0.722211323|-1.6006371069999998|0.468120981|514.8229467|-1060.780249|2382.851643|-14.95753786|7.777802167999999|14.62325432|6989.569075|184.0971574|-703.0042792|-294.5294492|1468.794817|14.57194888|0.0|0.0|1.0|0.0|1.0|3.42|0.05|26.0|-7.93|4.2|2.0|1.0|0.0|32.0|447.46|0.0|4.06|0.0009369999999999|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|3.6941|-1828.393372|-1828.371718|675.21|1149.42|0.3184|305.07|537.48|0.6757|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|-1828.228912|3.0|8.4949|8.4949
