molecula|SddssS|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
3k_a32|0.0|1|1|0.0|0|7.97831097|0|1|-0.005745086|5.973809612|-0.001250803|0|0.0381981979999999|0.001221534|10.31100271|-0.077097565|0.002509816|-0.084055305|-0.050938823|-0.090775221|0|0.816196288|-0.129124455|0.8306695270000001|-0.0711378679999999|-0.090839907|0.31016741|0.0123637989999999|-51.21653025|6.970844822|80.0971996|68.92687468|-0.029575784|3.930238317|0.78057227|-1.271758703|0.472646737|494.8840288|-717.0314235000001|1970.06814|-9.40163104|6.153598893|11.6688363|5259.698672|123.7157466|-404.2701347|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.48|0.32|19.0|-7.23|7.12|2.0|0.0|0.0|25.0|366.5|0.0|4.75|3.3600000000000004e-05|0.000904|4.97|0.0|0.0|5.86e-08|2.15e-05|3.5363|-1750.164914|-1750.1383649999998|611.65|1022.89|0.3082|350.6|452.36|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|-1750.0122420000002|9.0|8.0605|8.0605
26_a20|0.0|0|0|0.0|1|6.842683282|0|0|-0.00578453|4.727387819|-0.104520106|2|0.0396875|0.003085806|10.93106273|-0.033102079|0.003149352|0.249416844|0.0346782989999999|0.057022334|2|0.7071284179999999|-0.055150498|0.8096894440000001|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-55.81998701|8.604974082|299.8332395|139.417676|-0.0327795789999999|5.806030949|0.7848887259999999|-1.737317706|0.472355054|535.3119506|-1172.219727|2534.075607|-14.92323356|7.598632688999999|14.40103379|6221.067002000001|145.1419493|-790.9313788|-384.4457279|1493.485239|10.03954725|1.0|1.0|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|4.5|2.0|0.0|0.0|32.0|419.48|0.0|3.66|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|3.8894|-1352.315376|-1352.277633|715.27|1211.34|0.2081|256.05|543.96|0.50878|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|-1352.098465|131.0|6.8827|6.8827
13p_a6|0.0|1|0|0.0|0|6.842683282|0|0|-0.010395243|4.727387819|-0.1144898999999999|2|0.042959184|-0.008008339|10.95053423|-0.072853186|-0.005708558|0.123575608|-0.068532678|-0.116250572|2|0.865935935|-0.125636943|0.837659336|-0.099405155|-0.107371897|0.196002517|0.01730144|-76.17631587|12.27472016|80.30786544|194.0233618|-0.03767435|8.708451561|0.76005742|-2.14743793|0.412828992|515.4389679999999|-1523.526317|3833.042283|-18.9628865|8.760340755|14.91957306|6590.216479|170.2302215|-1080.8845310000002|-369.0018868|2004.488446|12.99897644|1.0|1.0|1.0|1.0|3.0|2.34|0.12|27.0|-10.06|4.58|1.0|0.0|0.0|34.0|449.51|0.0|2.96|0.00365|0.0125|2.86|0.0|0.0|8.73e-11|3.92e-08|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|0.4132|258.45|573.39|0.47508|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|-1462.804694|92.0|7.0362|7.0362
2_a1|0.0|0|0|0.0|1|7.535296702|1|1|-0.004621682|5.4161004020000005|-0.014296455|1|0.0409444439999999|0.001576763|10.9520472|0.101798469|0.003205156|-0.237981258|-0.145015842|-0.326716897|1|0.571324013|0.1766333219999999|0.8571146190000001|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|-35.17029414|5.135384136|6.281701359|87.29479691|-0.026492726|2.337413146|0.6944040029999999|-0.927245426|0.39830426|367.8635872|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|8.779158091000001|3920.383175|139.0945801|-192.096651|-176.9692239|607.7780769999999|8.075415099999999|1.0|1.0|0.0|1.0|0.0|2.69|0.18|17.0|-6.18|4.0|0.0|0.0|0.0|21.0|279.31|0.0|3.21|243.0|0.0466|2.76|0.0|0.0|6.64e-07|0.000185|4.0877|-920.2093796|-920.184721|489.42|807.98|0.2991|303.31|355.79|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|-920.123726|5.8|5.2366|5.2366
8c_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.0080009219999999|10.31169969|-0.1029580369999999|-0.004832959|-0.178276512|-0.053983462|-0.09039853|0|0.922486359|-0.1759864119999999|0.896193695|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-70.64275621|16.3656112|133.3100368|206.2599245|-0.039640027|9.027343766|0.72308253|-1.66488115|0.47508938|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|6.820988495|12.99457133|4835.748065|152.7489054|-506.5691518|-246.1066271|1270.056726|12.12761708|1.0|1.0|1.0|1.0|2.0|2.9|0.29|16.0|-6.13|4.89|0.0|0.0|0.0|24.0|342.42|0.0|2.83|13.0|0.0811|2.38|0.0|0.0|7.45e-07|0.0002549999999999|3.8492|-1426.166503|-1426.129055|595.67|981.89|0.2597|322.11|475.72|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|-1426.024361|0.81|6.0915|6.0915
9_a27|0.0|1|0|0.0|1|6.842683282|0|0|-0.0073742819999999|4.727387819|-0.050617284|2|0.042847222|0.00611794|10.93740461|-0.0447599329999999|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|2|0.677253824|-0.071974951|0.8806964490000001|-0.078270599|-0.088404481|0.36853691|0.019589991|-45.58003501|10.10030794|128.27738490000002|103.702486|-0.033677898|5.20756849|0.7892801540000001|-1.414471696|0.466349763|411.8826346|-729.2805601|1463.168883|-8.952528705|5.03925321|9.442988795|4962.727436|108.6440173|-376.0062056|-298.297086|923.9818797|7.488512291|1.0|0.0|1.0|1.0|1.0|2.62|0.16|21.0|-7.06|3.85|0.0|0.0|0.0|25.0|331.37|0.0|2.99|0.0287|0.0274|2.8|0.0|0.0|8.69e-08|2.88e-05|4.1673|-1083.143348|-1083.118736|549.64|945.35|0.1982|223.71|425.08|0.35593|-1082.965434|134.0|-0.1716|2.7456|-0.2187|-1083.017359|2.0|8699.0|8699.0
11b_a5|0.0|1|0|0.0|0|6.605297921|0|0|-0.003900104|4.59511985|0.008093965|2|0.023988604|0.006121601|10.94877958|-0.0536971829999999|0.005685558|-0.108457009|-0.0109928619999999|-0.017658026|2|0.735954089|-0.106187688|0.8645824520000001|-0.07633373|-0.080664777|0.378154801|0.016373566|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|5.900883275|0.66824472|-1.290636432|0.456131351|524.5231302|-774.8021092|913.0178976|-10.5712171|8.936258446|16.43091298|5107.577902|199.1611925|-465.13355250000006|-202.0032297|1159.458633|13.73773299|1.0|1.0|1.0|1.0|1.0|2.55|0.1|23.0|-9.15|5.38|2.0|1.0|0.0|27.0|376.84|0.0|3.68|0.00853|0.00767|3.62|0.0|0.0|7.109999999999997e-10|2.68e-07|4.1982|-1564.761898|-1564.72614|635.55|1063.35|0.5806|275.55|511.28|0.61027|-1564.56504|0.2013|-0.17107|1.9569|-0.21291|-1564.621301|19.0|7.7212|7.7212
1i_a5|0.0|1|0|-4.358943904|0|6.605297921|0|0|-0.006494891|4.59511985|-0.31059482|2|0.0253888889999999|-0.0012491689999999|10.94550053|-0.003198529|-0.000700145|0.059972925|0.001493879|0.004923698|2|0.525406088|-0.00496377|0.8436458929999999|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|4.621144795|201.1526326|62.64191946|-0.03570792|2.575548983|0.759459597|-1.428316788|0.4697279689999999|494.6981114|-796.0581225|942.1618767|-11.09187646|7.314842247|13.79450888|5432.586961|134.0627959|-443.6750585|-289.21443910000005|1048.190221|10.96226516|1.0|1.0|0.0|1.0|1.0|2.04|0.05|23.0|-8.88|5.48|2.0|0.0|0.0|27.0|366.34|1.0|4.12|0.00589|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|4.3799|-1288.356212|-1288.322373|569.42|957.58|0.7585|262.44|443.05|0.4571199999999999|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|-1288.264271|24.0|7.6198|7.6198
4q_a46|0.0|0|0|0.09591943|1|7.832410927000001|1|1|-0.001250008|5.587248657999999|0.004704245|2|0.0462962959999999|0.012173202|10.96363644|-0.081623022|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|2|0.716317772|-0.121752717|0.848935944|-0.052170875|-0.070035423|0.258420996|0.014510206|-39.09149156|8.099124333999999|38.31894407|48.25357162|-0.021010627|4.520667361|0.61955726|-1.050531344|0.487775649|509.9138517|-586.3723734|1491.412605|-6.545879136|6.038093227999999|11.78798551|4992.497361|212.350744|-327.2939568|-133.46593529999998|946.4377411|10.28758193|1.0|1.0|1.0|1.0|0.0|3.16|0.38|17.0|-6.94|4.09|0.0|0.0|0.0|26.0|348.44|0.0|3.15|135.0|0.0449|2.65|0.0|0.0|1.14e-07|3.97e-05|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|0.1432|273.72|510.13|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|-1108.566571|743.0|6129.0|6129.0
3b_a12|0.0|0|0|0.0|0|0.0|1|1|-0.007916598|0.0|-0.043495794|2|0.0375|-0.004028952|10.9540388|-0.003968827|-0.003019113|-0.19952566|-0.071149325|-0.116772665|1|0.914614654|-0.007397776|0.82914101|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-46.11064215|5.401901357000001|41.13468455|50.46508298|-0.034016616|2.816328871|0.7688221909999999|-1.326648015|0.390744506|470.8937285|-691.6596323|1935.211747|-9.246226764|6.6333156660000006|10.88757628|4665.346939|120.5265876|-360.6028438|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|1.0|1.0|2.98|0.05|18.0|-8.1|4.05|1.0|0.0|0.0|24.0|332.79|0.0|3.59|0.0184|0.00759|3.78|0.0|0.0|7.91e-09|2.63e-06|3.7741|-1410.971864|-1410.947421|548.05|915.37|0.5013|294.55|426.66|0.53738|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|-1410.8759220000002|49.0|7.3098|7.3098
11b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|-0.002908227|5.82008293|-0.014702942|1|0.038040936|0.011959339|10.94500697|-0.133073229|0.012037198|-0.013155246|-0.162848233|-0.277408878|1|0.701976536|-0.20645662|0.862408925|-0.0445367309999999|-0.069841183|0.229754094|0.019455771|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|-0.02494328|5.295379767|0.642051995|-1.047617742|0.42907551|485.8716402|-546.5465781|1650.235214|-6.788943965|5.697537591000001|9.979494111|4884.730303|186.7429782|-285.1356465|-148.2182458|851.2497152000001|11.28530137|0.0|0.0|1.0|1.0|0.0|2.84|0.15|20.0|-5.87|3.09|0.0|0.0|0.0|25.0|327.38|0.0|2.96|0.0862|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|3.9863|-1045.98235|-1045.961211|560.06|955.4|195.0|266.8|431.63|0.53885|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|-1045.849774|1.7|5.7696|5.7696
14t_a23|0.0|0|1|0.0|2|7.423568444|0|0|-0.005383494|5.351858133|-0.024472753|2|0.045277778|0.01269616|10.31321779|-0.093434862|0.01180744|0.134446672|-0.074441567|-0.136106024|2|0.725800261|-0.152771194|0.820002545|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|-51.65035498|11.36130649|36.6149406|51.51331913|-0.033286443|7.404291213|0.799945841|-1.6643221380000002|0.465981891|600.1979272000001|-1084.657455|2286.063655|-14.13766923|7.55064865|14.13931199|6523.656379|130.3775455|-706.8834616|-390.9561553|1355.9136119999998|9.353660614|0.0|0.0|1.0|1.0|1.0|3.49|0.09|26.0|-7.78|3.88|2.0|1.0|0.0|31.0|425.51|0.0|3.78|0.000608|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|0.2061|311.09|534.86|0.5824199999999999|-1668.980578|0.0003|-0.15625|5.8672|-0.22291|-1669.040656|4.0|8.3979|8.3979
10_a1|0.0|1|0|0.0|0|6.86171134|0|0|-0.014135827|4.727387819|-0.23385288|1|0.037578348|-0.012672753|10.94957578|0.010430299|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|1|0.674381582|0.017498337|0.783467165|-0.116648443|-0.10949971|0.126889306|0.014751098|-61.93104798|8.34295348|212.8090837|186.6625065|-0.045402319|4.718623023|0.8340962559999999|-1.861495069|0.459673515|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|7.376231317999999|13.65143394|5192.858899|93.83214542|-595.4602985|-377.9175542|1262.237791|8.725415617000001|1.0|1.0|0.0|0.0|2.0|2.18|0.0|23.0|-8.02|4.86|2.0|0.0|0.0|27.0|359.35|0.0|3.7|0.00372|0.00673|3.64|0.0|0.0|9.53e-09|3.42e-06|3.4067|-1223.159954|-1223.125689|585.51|979.35|0.6754|363.94|464.77|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|-1223.022387|1.5|5.8239|5.8239
7s_a46|0.0|0|0|0.218897825|1|7.727094485|1|1|-0.005351046|5.533389489|-0.076841616|1|0.044509804|0.0060802|10.94651358|-0.020953253|0.005577925|-0.327656845|0.012197837|0.018964141|1|0.778692012|-0.030371026|0.8182543959999999|-0.096723151|-0.083011849|0.249893305|0.008871171|-41.72189594|4.458665639|166.3052939|70.97315818|-0.031623562|2.240932895|0.8198874559999999|-1.3281895890000002|0.433822088|431.6285339|-667.5503351|1619.4591|-7.988379237|5.565371272|9.829721631|4245.390306|90.5248694|-335.5119279|-321.55195330000004|814.1975221|5.640276426000001|0.0|1.0|0.0|1.0|1.0|2.33|0.26|17.0|-6.08|3.65|0.0|0.0|0.0|23.0|305.37|0.0|3.12|0.0262|0.0176|3.32|0.0|0.0|8.39e-07|0.000256|4293.0|-974.8067569|-974.7707066|539.99|916.7|0.4164|234.06|446.63|0.44692|-974.615216|0.1186|-0.17923|2.4286|-0.19947|-974.664103|1985.0|5.7022|5.7022
7d_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|0.00870171|10.929819300000002|-0.0325418129999999|0.008513576|-0.09209689|-0.041520889|-0.089622042|2|0.531023495|-0.051603612|0.869684772|-0.059327943|-0.070901708|0.421731106|0.010495008|-37.61597161|5.567989142999999|12.32220006|84.32774259|-0.024733154|2.9540236560000004|0.729585423|-1.063525614|0.484115691|446.2091497|-564.2395741|1597.531619|-6.961625817000001|6.100927672|11.82615475|5174.981962|143.4649092|-299.34991010000005|-243.607074|773.3701306|7.468948447000001|1.0|1.0|1.0|1.0|0.0|3.21|0.19|21.0|-7.83|4.92|1.0|0.0|0.0|26.0|344.38|0.0|3.95|0.0206|0.00654|3.62|0.0|0.0|1.46e-08|5.04e-06|3.8856|-1129.198363|-1129.175857|574.87|970.29|0.2593|212.18|417.68|0.32059|-1129.003694|0.0941|-0.1633099999999999|3.0178|-0.21965|-1129.0552810000002|928.0|6.0325|6.0325
19j_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007976154|5.351858133|-0.04575843|2|0.04391253|-0.004442319|10.95429182|-0.036248822|-0.002443797|0.23209815|-0.09493054|-0.20848518|1|0.7163622890000001|-0.060360554|0.908721232|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|-73.92901683|17.15233756|131.29876370000002|131.9851314|-0.038119963|11.74054073|0.714369845|-1.944118135|0.408533267|552.5012068|-1330.722303|3109.238056|-17.86002424|7.506210369|12.69084117|6704.612831|195.5099392|-910.8612362|-293.4664598|1862.79182|16.123318700000002|1.0|0.0|1.0|1.0|3.0|2.34|0.13|17.0|-6.92|3.17|1.0|0.0|0.0|32.0|426.45|0.0|2.44|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|3.6886|-1424.426858|-1424.390074|686.26|1163.3|354.0|205.41|533.97|0.30419|-1424.183388|0.2625|-0.15182|10.8124|-0.21629|-1424.24494|8.0|8.1146|8.1146
4o_a46|0.0|0|0|0.160026534|1|7.825245291|1|1|-0.000627744|5.587248657999999|0.042766097|1|0.043320988|0.010870588|10.93828256|-0.06855792|0.010144781|-0.376106593|-0.018058762|-0.028735607|1|0.626333846|-0.09492635|0.8176134690000001|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|-36.03345669|5.332434441|5.821925821000001|27.01882145|-0.021901697|2.9243708|0.7510206490000001|-1.051281434|0.460981009|521.3931342|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|4966.476822|136.5432529|-316.1788552|-275.3254498|767.6690487000001|5.972929428|1.0|0.0|1.0|1.0|0.0|3.12|0.32|17.0|-7.26|4.77|1.0|0.0|0.0|26.0|342.44|0.0|3.92|0.00422|0.0045899999999999|4.06|0.0|0.0|5.5e-08|1.88e-05|4.3255|-1070.456878|-1070.428722|581.59|1022.29|0.1598|286.64|501.08|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|-1070.276387|162.0|6.7905|6.7905
8m_a46|0.0|0|0|0.2148468989999999|1|7.727094485|1|1|-0.00517896|5.533389489|-0.085284636|1|0.047345679|0.0063680119999999|10.94650201|-0.064176245|0.005865049|-0.206020062|0.010184776|0.015631887|1|0.783187801|-0.090247845|0.8142050040000001|-0.0911455|-0.085204935|0.280198209|0.007059399|-45.17474201|3.742817678|166.8508795|65.63194084|-0.032188531|1.984401749|0.8854896870000001|-1.448483903|0.425802465|464.5573228999999|-767.9706141|1913.813025|-9.04821721|5.684332261000001|9.899611044|4439.758321|60.71213839999999|-407.1697745|-408.7649869|867.2835213999999|3.546889545|0.0|1.0|0.0|1.0|1.0|2.92|0.3|17.0|-6.46|4.16|1.0|0.0|0.0|24.0|319.4|0.0|3.53|0.0105|0.0088799999999999|3.72|0.0|0.0|3.5e-07|0.000112|4.2881|-1014.126693|-1014.091966|570.72|970.82|0.3905|233.66|489.57|0.43001|-1013.91158|0.1441|-0.17897|2.0174|-0.19715|-1013.962913|229.0|6.6402|6.6402
19_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.00802652|10.95957634|-0.014196676|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|1|0.866604574|-0.0235903339999999|0.8582665429999999|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-62.64265252|19.74799697|131.5318459|179.6256831|-0.039656969|9.850795895|0.662289492|-1.506964829|0.467358389|319.1993829|-751.7118302|1537.244187|-9.86770272|5.495780422|10.31797048|4496.516479|168.4584665|-374.9727034|-161.90813300000002|1135.020017|14.74262256|0.0|1.0|0.0|1.0|1.0|2.77|0.18|17.0|-5.03|2.69|0.0|0.0|0.0|23.0|309.32|0.0|2.1|574.0|218.0|1.66|0.0|0.0|9.42e-06|0.00291|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|0.2189|297.18|421.62|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|-0.20251|-1046.509891|0.99|6.0044|6.0044
7_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|-0.008855374|4.727387819|-0.106234254|2|0.03757716|-0.007540435|10.3116226|0.030246987|-0.006696449|-0.084462575|0.020589494|0.036673175|2|0.881253042|0.0507482109999999|0.8632654590000001|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|-47.72824381|4.804535747|230.9407974|107.7330046|-0.036877402|2.377557323|0.7992146109999999|-1.253831681|0.3987206729999999|387.1238241|-620.4671695000001|1952.029549|-9.030659289|5.198046584|8.644978051|5055.700186|99.36002106|-307.0424158|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|1.0|2.61|0.0|21.0|-7.48|4.96|1.0|0.0|0.0|23.0|338.81|0.0|3.63|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|0.1926|210.68|362.61|0.3456|-1731.602893|0.1262|-0.14816|3.1299|-0.21219|-1731.651178|1023.0|5.9901|5.9901
17a_a22|0.0|0|0|0.0|1|6.842683282|0|0|-0.005149751|4.727387819|-0.092107225|2|0.043274232|0.00220634|10.94643739|-0.005724389|0.0027615779999999|-0.089641194|-0.076790454|-0.126659773|2|0.830653242|-0.010355535|0.805071997|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-60.0620365|9.597299109|286.3611391|96.01444244|-0.030843667|6.55749888|0.710958975|-1.758088991|0.485943988|587.2505892999999|-1201.24073|1934.881271|-14.39939974|8.549622191000001|16.63169381|6343.687177000001|197.4916253|-820.7657853999999|-288.28178110000005|1689.6062539999998|13.19906822|1.0|1.0|0.0|1.0|1.0|-3.24|0.15|27.0|-9.13|3.93|2.0|1.0|0.0|33.0|435.5|0.0|2.25|0.0078099999999999|0.00473|3.62|0.0|0.0|7.41e-10|3.23e-07|1.3971|-1408.300966|-1408.279257|731.19|1253.39|185.0|255.63|577.52|0.46268|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|-1407.935792|82.0|7.0862|7.0862
16c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.01639019|5.733341277|-0.087497559|0|0.03995614|-0.0064007569999999|10.31100271|-0.036931818|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|0|0.809370315|-0.061904762|0.915639476|-0.088841599|-0.119988297|0.367322508|0.025791147|-71.59058881|15.38819548|102.2022233|135.41296|-0.038178095|9.181311842|0.6846367059999999|-1.679836163|0.463897164|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|5979.891916|188.1603823|-597.9997655000001|-220.3256617|1463.941729|15.38911619|1.0|0.0|1.0|1.0|2.0|3.08|0.22|19.0|-6.99|5.64|1.0|0.0|1.0|27.0|399.49|1.0|3.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6264|-1916.6792|-1916.651132|639.66|1069.28|0.2955|341.89|508.43|0.70198|-1916.478107|0.2955|-0.14997|4.0551|-0.20047|-1916.536967|5.0|8.3468|8.3468
1g_a5|0.0|1|0|0.0|0|6.605297921|0|0|-0.003919036|4.59511985|-0.010620031|2|0.027447447|0.00683534|10.94875199|-0.0353243789999999|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|2|0.74740095|-0.067172264|0.8393686990000001|-0.070108797|-0.074361785|0.39389953|0.020418692|-39.8807456|10.9506874|74.51397212|71.90752413|-0.027205531|5.8729303|0.61393343|-1.11542677|0.4713154089999999|464.3994751|-598.211184|832.7655896000001|-7.824996219|7.312498266|13.83149499|4639.260975|207.0502037|-320.82484500000004|-122.2065919|974.3909596|14.46845291|1.0|1.0|1.0|1.0|1.0|2.12|0.05|23.0|-8.14|4.5|0.0|0.0|0.0|25.0|328.37|0.0|3.09|0.0304|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|4.1733|-1065.846194|-1065.818889|572.15|961.17|0.1769|259.26|448.93|0.4386899999999999|-1065.675316|0.0504|-0.17042|3.4883|-0.20972|-1065.727193|115.0|6.9393|6.9393
21_a12|0.0|0|0|0.0|0|6.605297921|1|1|-0.008833375|4.59511985|-0.058516436|3|0.037992832|-0.003879878|10.31140747|-0.0546514309999999|-0.001825446|-0.388196876|-0.116098308|-0.211367878|2|0.923855679|-0.099516604|0.89838263|-0.068775342|-0.100098765|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|3.097071518|0.770818357|-1.401382713|0.473492395|426.8727514|-705.2078018999999|1080.052791|-9.338859985|5.891343219|11.18947411|4652.242111|115.3294396|-354.8766794|-272.5639702|914.8819508|8.736422872|1.0|1.0|1.0|1.0|1.0|2.81|0.12|17.0|-6.78|4.01|0.0|0.0|0.0|23.0|319.38|0.0|2.68|48.0|0.0551|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|3.9971|-1327.479547|-1327.451966|539.67|893.17|0.3665|264.64|397.31|0.59386|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|-1327.397348|22.0|7.6576|7.6576
12aa_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.011588438|5.351858133|-0.135770278|2|0.042560386|-0.006653538|10.95446449|-0.013898809|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|1|0.892815402|-0.023185884|0.888163057|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-80.19356964|16.1504726|132.3194611|212.7097172|-0.04126187|11.04423694|0.731335741|-2.228140982|0.44829258|471.12395210000005|-1523.677823|2418.848273|-19.29522587|8.05947774|14.60824604|6438.603019|183.7216658|-1041.942197|-316.3903377|2083.417693|15.99256772|0.0|0.0|0.0|0.0|3.0|0.0|0.13|17.0|-6.14|1.92|1.0|0.0|0.0|32.0|424.46|0.0|1.15|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|3.8899|-1401.662677|-1401.617177|701.99|1183.76|0.4446|318.73|520.19|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-0.20829|-1401.45065|9.0|8.0458|8.0458
14a_a22|0.0|0|0|0.0|1|6.842683282|0|0|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.005288335|10.9464374|-0.015194063|0.005757758|0.036467904|-0.097476465|-0.165471815|2|0.6819423609999999|-0.027029438|0.794858486|-0.062215607|-0.081479363|0.490491034|0.021268761|-55.51601021|14.49148204|93.21042936|92.61079081|-0.031338217|9.873779458|0.7007904070000001|-1.629587269|0.446584227|588.739773|-1110.320204|2169.870866|-14.54840956|8.052850876|14.55117701|6348.976909|203.8666248|-756.5172972|-273.61731430000003|1584.38271|14.81445329|1.0|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-9.21|3.87|1.0|0.0|0.0|32.0|420.47|0.0|3.19|0.00945|0.00881|3.18|0.0|0.0|6.1e-10|2.56e-07|3.5707|-1368.35698|-1368.321586|695.62|1191.81|0.3051|244.77|534.87|0.45928|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|-1368.13858|38.0|7.4202|7.4202
