molecula|n9FaHRing|n9FaRing|SssssC|NaasN|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4d_a49|0|0|0.0|1|2.097463308|-0.06085453|-0.006135653|-0.058204482|0.036555556|1.76904838|-0.053327669|0.013451218|1|-0.151004418|0.000850823|2|0.7745859279999999|0.783870915|-0.008564167|0.834151595|0.749565191|1|-0.089942837|0.013625199|-52.95392476|8.392883773|85.21839288|152.3727245|5.16986937|57.16412513|0.654728051|-34.12740785|66.51766234|-17.31186002|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|26.44129877|0.022019681|-190.6195379|1374.947536|641.1445234|13.56373757|1.0|1.0|1.0|2.0|0.22|21.0|2.8|98.72|1.0|0.0|115.63|0.0|-3.13|5.0|398.46|0.0|1.0|2.27|-3.35|0.0004509999999999|1.45|0.0|0.0|1.05e-05|-0.06309|5.7447|3.8047|668.09|325.87|0.2549|495.7|0.40593|-1293.049085|0.0879|-0.15888|4.3005|0.0395418|-1293.107454|5.5765|18.0|7.7447
8b_a12|0|0|0.0|0|0.0|0.190292199|-0.012630509|-0.1676879319999999|0.03977208|0.0|-0.036536396|-0.1090955359999999|0|0.047425677|0.006468729|1|0.89481633|0.7407532059999999|-0.010950243|0.792160599|0.856390139|0|-0.1053827859999999|0.011257065|-67.44287685|6.513753986|319.0086845|149.9096134|3.769098814|76.80174559999999|0.888936354|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|428.7273481000001|-1213.971783|-15.27062922|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|1.0|1.0|1.0|2.0|0.1|18.0|1.9|80.37|1.0|0.0|110.58|0.0|-4.1|4.0|355.39|0.0|0.0|2.51|-4.01|9.74e-05|2.76|0.0|0.0|1.26e-05|-0.0589|4.2263|3.7446|611.93|331.1|0.3179|460.08|0.53425|-1159.188228|127.0|-0.15294|4.2554|0.03936706|-1159.2425119999998|6.1286|263.0|6.58
12ah_a36|0|0|0.0|0|0.0|-0.050415481|-0.007648622|-0.043678703|0.043848238|0.0|-0.083956827|-0.050147748|1|0.133939811|-0.177407665|1|0.8941919290000001|0.835013502|0.011674455|0.8910146309999999|0.8065052890000001|0|-0.0758457179999999|0.0184777819999999|-68.45222166|11.93961081|82.70705743|110.8777131|7.714903458999999|0.0|0.768906425|-31.66734951|80.02464883|-24.6427998|60.9481085|0.468162246|535.2826672|-1232.13999|-15.92320089|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|0.0|0.0|1.0|2.0|0.14|17.0|2.54|69.2|1.0|0.0|128.76|0.0|-4.44|4.0|415.88|1.0|1.0|2.34|-4.59|2.55e-05|3.31|0.0|0.0|2.77e-05|-0.05637|5.2259|3.7792|682.21|328.07|0.6729|532.36|0.40051|-1692.3109559999998|0.0485|-0.15434|5.4979|0.03300341|-1692.369929|7.6265|11.0|7.9586
14h_a23|1|1|0.0|2|3.309480899|0.043538466|-0.005921293|0.006191846|0.04255787|0.7290938920000001|-0.024318144|-0.034313725|2|0.060820238|-0.131709531|2|0.708395022|0.79263722|0.143102066|0.860920386|0.669357479|1|-0.063825076|0.021982565|-54.6468131|14.81983413|41.34207782|51.620282|9.990985411|86.83095818|0.753100584|-29.00823506|67.44368679|-22.76950546|57.84834575|0.48032488|622.5428245|-1092.936262|-15.35036053|0.246899416|7.833334036|15.0735214|0.924279155|6722.809649|166.45047749999998|-736.8173055999999|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|1.0|0.04|26.0|3.89|128.81|1.0|1.0|125.0|0.0|-5.68|5.0|436.49|0.0|0.0|3.23|-4.9|1.27e-05|3.3|0.0|0.0|1.4800000000000002e-05|-0.08532|4.0506|3.6689|699.86|337.93|0.3424|569.53|0.67365|-1721.9314420000003|0.2727|-0.15209|9.7146|0.02796857|-1721.99264|13.4823|5.0|8.3468
2_a1|0|0|0.0|1|2.233384354|-0.049975995|-0.004621682|-0.014296455|0.0409444439999999|0.0|-0.0619710709999999|0.101798469|1|-0.237981258|-0.326716897|1|0.571324013|0.795932678|0.079586368|0.8571146190000001|0.5574897879999999|0|-0.0622285999999999|0.011282631|-35.17029414|5.135384136|6.281701359|87.29479691|2.337413146|84.54541681|0.6944040029999999|-12.89184641|43.24570924|-12.05838656|33.45925305|0.39830426|367.8635872|-422.0435297|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|139.0945801|-192.096651|17.36508791|0.017741989|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|1.0|0.0|0.18|17.0|4.12|30.71|0.0|0.0|79.77|0.0|-3.06|3.0|279.31|1.0|1.0|3.21|-3.78|0.000167|2.76|0.0|0.0|0.000185|-0.02966|4.0877|4.0877|489.42|303.31|0.2991|355.79|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|0.024658671|-920.123726|5.2754|5.8|5.2366
1a_a18 (SB-431542)|0|0|0.0|0|0.0|0.043282217|-0.015636898|-0.175408303|0.035620155|0.0|-0.029658865|-0.0492229479999999|1|0.164429684|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|-0.126408788|0.033020439|-72.69619778|19.58668728|160.410387|240.8019609|11.61820782|105.3125675|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472443977|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|7.52384981|14.26170773|0.895533283|5748.422847|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|0.05|23.0|3.63|103.12|1.0|0.0|106.85|0.0|-4.52|5.0|384.39|0.0|1.0|2.85|-4.25|5.660000000000001e-05|2.7|0.0|0.0|7.81e-06|-0.05971|3.8208|3295.0|620.23|376.27|0.5767|464.08|0.55409|-1292.358966|0.3347|-0.13329|5.9926|0.03494548|-1292.414518|8.8609|125.0|6.9031
4d_a46|0|0|0.173086735|1|2.146507937|-0.1397563859999999|-0.001749881|-0.017469934|0.047736111|0.0|-0.111025108|-0.076521434|1|-0.206000242|-0.1271933999999999|2|0.6535171|0.764741337|-0.213089038|0.8075680409999999|0.623144956|0|-0.056384895|0.008652238|-38.85529917|4.750218646|8.241078584|35.10521457|2.607946825|74.62074724|0.813427965|-16.99546444|43.60839351|-13.51488667|35.70643728|0.441136013|513.9109507000001|-621.6847867|-7.419891252999999|0.186572035|5.757075209|10.30138878|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|0.0|1.0|1.0|0.0|0.35|17.0|5.11|43.6|2.0|1.0|101.75|0.0|-4.93|3.0|352.86|1.0|1.0|4.11|-5.11|7.8e-06|4.3|0.0|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.4265|588.18|280.09|0.1313|503.76|0.69884|-1453.635434|0.1313|-0.18639|3.5318|0.02292966|-1453.688943|3.7104|517.0|6.2865
21_a10|0|0|0.0|1|2.093218896|0.036507898|-0.009308076|-0.085463279|0.035818182|1.817620533|-0.023060773|-0.003554514|1|-0.051564917|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.057775125|0.81962595|0.68876002|1|-0.091053776|0.018892889|-59.80834512|13.34776629|240.7558768|159.11338909999998|9.430154402|74.3822498|0.704106635|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|547.3834282|-1255.975247|-16.4322688|0.295893365|8.388036625|13.78215169|0.643072426|7048.414464|209.0477207|-887.342515|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|1.0|0.11|27.0|5.6|90.13|2.0|0.0|128.59|0.0|-5.77|6.0|448.47|0.0|0.0|4.04|-5.51|3.12e-06|4.17|0.0|0.0|8.68e-07|-0.06082|5.9596|3.8599|716.1|321.21|0.2574|517.44|0.4226399999999999|-1485.216871|0.1489|-0.16178|1.5138|0.03802869|-1485.278495|1.1872|4.8|5.3188
12u_a36|0|0|0.0|0|0.0|-0.054501792|-0.006461999|-0.0407717229999999|0.042560386|0.0|-0.063855309|-0.010669561|1|0.055588998|-0.163978382|1|0.901715152|0.8101678720000001|0.080270195|0.855176759|0.860667615|0|-0.07260571|0.017639065|-67.50289394|12.27663887|86.1184622|109.8080843|8.544435884|5.944854912|0.77938748|-35.17050511|78.06218646|-24.02645378|62.80959338|0.486156325|586.1833819|-1417.5607730000002|-16.72220679|0.22061252|7.65672775|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|0.0|1.0|1.0|2.0|0.24|17.0|3.01|69.2|2.0|0.0|138.33|0.0|-4.95|4.0|423.51|1.0|1.0|2.66|-4.86|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-53.0|3.8847|3675.0|739.12|337.37|0.4267|590.18|0.69258|-1350.575382|0.0176|-0.15109|5.8702|0.03260752|-1350.638138|7.8877|16.0|7.7959
47g_a18|0|0|0.0|0|0.0|-0.005500039|-0.005817448|-0.034211867|0.031179487|0.0|0.033759227|-0.008224928|0|-0.071877686|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0.745431271|0|-0.065225536|0.013404131|-72.53379954|11.37505183|111.5517627|140.5114492|9.653129118|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|66.72693367|0.4913566339999999|708.1114197|-1958.412588|-21.03738872|0.268129223|10.33698377|20.32265524|0.966014041|7870.887027|227.5405903|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|0.0|1.0|2.0|0.34|18.0|3.6|88.97|3.0|2.0|164.47|1.0|-6.11|4.0|541.68|0.0|0.0|2.83|-5.52|3.01e-06|4.52|1.0|1.0|3.27e-07|-0.04413|3.0965|3.0965|905.71|400.4|0.5955|874.26|0.69828|-1742.7686640000002|0.5955|-0.12789|4966.0|0.02960182|-1742.847918|5.9864|9.0|8.0458
5a_a40|0|0|0.0|1|1.688148148|-0.116583806|-0.004609716|0.059258947|0.0388888889999999|0.808197279|0.180125135|-0.02394636|2|-0.191663433|0.007301856|0|0.538671739|0.756882266|-0.442215721|0.820901326|0.5263598389999999|1|-0.078132307|0.020641204|-40.27003217|9.135164355|174.99981530000002|64.97877226|4.042943749|52.43850484|0.8224652720000001|-15.30358975|46.06507254|-16.10801287|43.71412865|0.4889874279999999|377.5905776|-483.24038600000006|-7.128912782|0.177534728|5.507689573|10.7779923|0.956899016|3736.248815|78.57142892|-213.8673835|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|5.795040371|0.0|1.0|0.0|0.0|0.21|14.0|3.08|75.5|0.0|1.0|74.15|0.0|-4.13|3.0|269.32|1.0|1.0|2.8|-3.67|0.000213|2.88|0.0|0.0|0.0241|-0.0657799999999999|3.7921|3.7921|466.79|326.96|0.4461|353.51|0.69499|-1177.51016|0.4461|-0.15066|5.7163|0.01514427|-1177.555706|7.6003|81.0|7.0915
3b_a49|0|0|0.0|1|2.104186262|-0.003115526|-0.0057605869999999|-0.055724324|0.034155556|1.844602991|-0.010613212|0.00361222|1|-0.151131362|0.000850823|2|0.7745859279999999|0.794997634|0.021506499|0.845992028|0.749565191|1|-0.0883601469999999|0.013576151|-51.77986692|8.304484449|325.6896751|153.4719941|5.07982433|81.60358988|0.656865946|-33.06194987|64.91785551|-16.92803342|62.35407961|0.477583842|458.224537|-880.2577376|-10.35481932|0.3431340539999999|7.236413572000001|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|25.77091035|0.021477952|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|2.0|0.22|21.0|3.2|98.72|1.0|0.0|116.94|0.0|-3.53|5.0|398.46|0.0|1.0|2.38|-3.59|0.000256|1.84|0.0|0.0|1.05e-05|-0.06115|4.6669|3.8418|664.15|322.72|0.1978|480.08|0.5798|-1293.048179|0.0759|-0.1587|3.0055|0.0368692|-1293.106236|3.1637|25.0|7.6021
24_a20|0|0|0.0|1|1.959359883|-0.217098257|-0.001547029|0.029711934|0.03625|2.041494094|-0.060940703|-0.04104|1|0.1468474119999999|-0.060582944|2|0.616352201|0.74131936|0.070857143|0.802353442|0.607038752|1|-0.061437722|0.012814211|-42.82548904|8.085691548|12.83518119|30.27049276|5.102023479|406.1522673|0.771032243|-24.46164548|51.30386873|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|-10.80905198|0.228967757|6.852820269|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|0.0|0.08|27.0|4.78|80.28|2.0|0.0|119.42|0.0|-4.89|5.0|402.45|0.0|1.0|3.63|-4.93|1.17e-05|3.52|0.0|0.0|1.94e-07|-0.06748|5.3396|3.5876|685.66|345.59|0.2495|551.25|0.46668|-1291.647083|0.0108|-0.15687|3.6107|0.02922392|-1291.706729|4.3906|318.0|6.4976
12s_a30|0|0|0.0|0|0.0|-0.00019297|-0.007621736|-0.095120438|0.04625323|0.0|-0.035768573|-0.04950715|1|-0.1597740919999999|-0.145315868|1|0.609043558|0.83236194|0.006789196|0.889479916|0.591758164|0|-0.090733404|0.019324097|-67.11451776|12.51292194|89.91581294|189.9114627|8.102485674|0.0|0.790481833|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|457.6180044|-1275.175837|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|11.26623|0.0|1.0|1.0|1.0|0.14|17.0|3.74|81.65|2.0|0.0|127.19|0.0|-5.49|6.0|434.46|0.0|0.0|3.21|-5.17|6.71e-06|4.07|0.0|0.0|3e-05|-0.0551|5.0438|3.5348|677.35|350.75|0.2148|526.07|0.43338|-1774.01033|0.1576|-0.14985|3.0335|0.03401064|-1774.072418|3.9579|7.0|8129.0
9_a1|0|0|0.0|0|0.0|0.020428974|-0.00614716|-0.1075163359999999|0.037578348|0.0|-0.079063236|0.016589221|1|-0.232860777|-0.093062585|1|0.582499378|0.737794643|-0.053460262|0.7964939409999999|0.572272366|0|-0.080888063|0.011266799|-49.42275468|6.495805626|63.73880199|141.093898|3.745117974|0.0|0.7816897429999999|-26.88743664|57.60218193|-18.38986221|53.13133578|0.452572261|435.4501351|-790.7640749|-10.60256533|0.2183102569999999|7.61577077|13.91191974|0.826725116|5063.330971|125.865476|-455.910309|23.52578164|0.014186995|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|0.05|23.0|5.57|58.64|2.0|0.0|102.84|0.0|-4.68|4.0|357.38|0.0|1.0|4.12|-4.79|1.62e-05|3.76|0.0|0.0|3.7100000000000003e-07|-0.07602|3343.0|3343.0|600.6|370.88|0.5409|487.19|0.70296|-1187.011122|0.5409|-0.13413|4.1623|0.03294951|-1187.065335|6.4447|6.0|5.2218
9b_a31|0|0|0.0|0|0.0|0.010411229|-0.0141390689999999|-0.070525429|0.03995614|0.0|0.014628521|-0.091236608|2|-0.075191042|-0.2345186269999999|0|0.811212624|0.852813666|0.01752821|0.899394425|0.77051712|0|-0.103937658|0.034595809|-80.40427495|21.21368453|152.8702381|202.8908225|13.00794571|552.0968813|0.689175183|-39.08032306|95.78862992|-23.95020956|84.94685678|0.469546953|410.2957125|-1125.659849|-14.68594601|0.310824817|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|-690.2394625|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|2.0|0.32|16.0|3.5|117.37|1.0|0.0|103.36|0.0|-4.76|5.0|384.45|0.0|1.0|3.0|-3.86|0.000137|2.64|0.0|0.0|5.520000000000001e-05|-0.0422899999999999|5.5119|3.8435|663.06|322.58|0.2732|562.68|0.41622|-1578.604164|0.2627|-0.15907|5.2851|0.03769117|-1578.665571|6.8028|63.0|7.2007
5g_a40|0|0|0.0|1|1.534673091|0.0094595959999999|-0.016033575|-0.190406197|0.044946237|0.64025463|0.122088541|-0.091116241|2|-0.104356485|0.137067086|0|0.795454476|0.818555255|0.006643696|0.882781953|0.7733200179999999|1|-0.153687065|0.024937196|-68.05025116|11.83520323|216.425542|152.9506864|5.616992201|0.0|0.745349319|-34.61732609|80.22859145|-23.39227384|84.77514603|0.488538966|321.64971460000004|-748.5527627|-11.10198254|0.254650681|6.193485364|12.10939827|0.955183157|4358.890754999999|120.8573152|-355.2634413|31.38430965|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|1.0|2.0|0.21|14.0|2.5|115.96|0.0|1.0|78.2|0.0|-4.24|5.0|301.32|0.0|1.0|2.01|-3.37|0.000426|2.17|0.0|0.0|391.0|-0.0540299999999999|3.48|3.48|489.04|356.27|261.0|367.19|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|0.04070345|-1327.982732|6.7957|123.0|6.9101
7b_a10|0|0|0.0|0|0.0|-0.170920618|-0.001621737|0.037541178|0.037804233|2.079721225|-0.01808249|0.039221939|0|-0.0982988509999999|-0.082499103|2|0.624866343|0.764865564|-0.108464916|0.8200487120000001|0.586354126|1|-0.0590666679999999|0.009734392|-37.45675757|5.061217187|13.37827368|39.29815915|2.6314862480000003|56.22969776|0.781045839|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|480.6333417|-599.3081212000001|-7.419027879|0.218954161|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|-292.2491701|767.3149142000001|459.0250226|6.46179973|0.0|1.0|1.0|0.0|0.25|16.0|3.03|41.38|1.0|1.0|105.44|0.0|-5.28|3.0|346.81|1.0|1.0|3.02|-5.28|5.25e-06|4.68|0.0|0.0|3.54e-05|-0.05377|6.0231|3.6426|562.31|340.37|0.1488|400.65|0.4195399999999999|-1450.075119|0.0899|-0.1584799999999999|4.2068|0.02946054|-1450.124551|5.6147|19.8|4.7033
6b_a31|0|0|0.0|0|0.0|0.052690797|-0.016070861|-0.178758575|0.037803618|0.0|-0.032090772|-0.053655833|2|0.1978523089999999|-0.004825446|0|0.838789705|0.78240875|-0.068433069|0.841537966|0.795570315|0|-0.12081047|0.032992761|-78.37648097|20.12924648|159.79549319999998|227.0509355|12.28107483|101.4993391|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|93.83704414|0.4807018779999999|383.0600707|-1254.023695|-17.0020813|0.254079586|7.513612533|14.46878435|0.925676135|6099.567787|155.0167518|-765.0936586|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|2.0|0.1|22.0|4.0|131.36|1.0|0.0|109.69|0.0|-5.63|5.0|404.44|0.0|1.0|3.3|-4.66|2.18e-05|3.2|0.0|0.0|1.89e-05|-0.05835|3.2949|3.2949|637.06|376.29|0.4967|492.36|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|0.03623358|-1652.505041|8.8379|54.0|7.2676
8c_a12|0|0|0.0|0|0.0|0.1948786139999999|-0.0104125509999999|-0.055163114|0.038787879|0.0|-0.036504737|-0.07003012|0|-0.1876771789999999|-0.370782022|2|0.905486734|0.782864175|-0.10899871|0.8425863029999999|0.845077891|0|-0.067004282|0.019604202|-52.04233846|10.00357546|83.24714315|81.4415307|5.104595615|0.0|0.764449832|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|428.8355831|-780.6350769|-9.958505349|0.235550168|5.670223821|10.74930819|0.8957467170000001|4610.945152|120.19586|-398.3402139|25.52931025|0.018855428|-269.8853937|1021.17241|390.0159026|9.621493319|1.0|0.0|0.0|1.0|0.11|18.0|1.59|63.06|0.0|0.0|98.07|0.0|-3.47|5.0|314.34|1.0|1.0|2.23|-3.72|0.0001899999999999|2.5|0.0|0.0|2.28e-05|-0.06706|4.3598|3.8341|551.66|323.37|466.0|402.43|0.53657|-1022.613451|0.1355|-0.15571|1.7305|0.02263772|-1022.663298|2.4806|0.04|7.3979
25_a47|1|1|0.0|1|1.234859637|0.037667531|-0.010144825|-0.1084905069999999|0.043695652|1.087932079|-0.035030495|0.002716049|1|-0.120903298|-0.235822787|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.906449648|0.622598899|1|-0.073339312|0.020224271|-53.40631957|12.27779881|11.20142696|129.3338553|7.453635586|51.5831002|0.6238742279999999|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|477.748546|-854.5011131000001|-11.52783528|0.376125772|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|17.76440561|1.0|1.0|0.0|2.0|0.1|21.0|4.95|84.73|2.0|0.0|109.7|0.0|-4.99|5.0|410.83|0.0|1.0|3.62|-4.82|1.52e-05|3.53|0.0|0.0|4.02e-06|-0.06331|4.8002|3.9878|626.55|310.91|287.0|491.7|0.53663|-1735.2218059999998|0.0702|-0.16588|3.8832|0.0285712999999999|-1735.279715|5.1625|16.0|7.8
12g_a36|0|0|0.0|0|0.0|-0.063344124|-0.006495469|-0.039008054|0.03912037|0.0|0.078155467|-0.0521750109999999|1|0.130052038|-0.163978382|1|0.901715152|0.8026482070000001|-0.19532883|0.847239339|0.860667615|0|-0.069292341|0.017738779|-66.72829531|12.19441007|24.29006276|100.2028184|8.382969151000001|5.097410387|0.779745318|-32.74608471|77.14470618|-23.75074918|59.82898654|0.473274545|587.240781|-1401.294202|-16.3273005|0.2202546819999999|7.285010602000001|13.83075477|0.898522257|6223.658545|151.41267150000002|-963.3107298|30.45962398|0.015152386|-384.6182564|1797.1178149999998|799.5563855|10.41641087|0.0|1.0|1.0|2.0|0.24|17.0|3.01|69.2|2.0|0.0|138.33|0.0|-4.95|4.0|423.51|1.0|1.0|2.66|-4.86|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-0.0505199999999999|5.2092|3714.0|724.32|333.83|0.4393|657.02|0.38165|-1350.571683|45.0|-0.15236|5.912000000000001|0.0255597|-1350.633209|7.8537|14.0|7.8539
13p_a6|0|0|0.0|0|0.0|0.024837222|-0.010395243|-0.1144898999999999|0.042959184|1.633493259|-0.014153926|-0.072853186|1|0.123575608|-0.116250572|2|0.865935935|0.784414352|-0.059663359|0.837659336|0.8244206940000001|1|-0.099405155|0.01730144|-76.17631587|12.27472016|80.30786544|194.0233618|8.708451561|107.5669533|0.76005742|-50.03427239|89.17529231|-26.72853188|82.79893305|0.412828992|515.4389679999999|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|0.703081362|6590.216479|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|3.0|0.12|27.0|4.01|122.47|1.0|0.0|132.01|0.0|-5.09|5.0|449.51|0.0|1.0|2.96|-4.55|2.79e-05|2.86|0.0|0.0|3.92e-08|-0.0746|4.7973|2.9837|752.82|415.53|0.4132|573.39|0.47508|-1462.740542|0.0029|-0.12251|9.0546|0.03807447|-1462.804694|12163.0|92.0|7.0362
47u_a18|0|0|0.0|0|0.0|0.039883149|-0.010219187|-0.0872206669999999|0.035393939|0.0|0.031337464|-0.033209663|0|0.0121925089999999|-0.1904128389999999|0|0.664796402|0.7517870059999999|-0.0112778039999999|0.7960273840000001|0.646724968|0|-0.090364489|0.02068926|-64.32800179|14.42377665|86.37253771|180.5187465|10.0557163|77.59162925|0.721837463|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|516.6437614|-1415.216039|-16.72263667|0.278162537|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|1.0|1.0|2.0|0.19|18.0|3.02|99.56|3.0|1.0|133.53|0.0|-5.69|4.0|455.51|0.0|0.0|2.6|-4.98|1.04e-05|3.9|0.0|0.0|2.89e-06|-0.06392|3.1186|3.1186|738.53|397.57|0.5849|646.45|0.69143|-1509.771642|0.5849|-0.12717|4.4624|0.02892505|-1509.839543|5.8058|1.97|5.7055
19d_a38|0|0|0.0|0|0.0|0.013465335|-0.0120676969999999|-0.17467835|0.04572104|0.0|-0.0555594909999999|-0.024688524|1|0.041924146|-0.128079012|1|0.7581164340000001|0.853092207|0.111104525|0.908591797|0.730686013|0|-0.116424545|0.024158903|-80.2776536|15.53007152|158.6487879|236.7675313|9.98319831|115.6739235|0.7494816990000001|-48.11018574|94.84426896|-28.24584108|90.37127996|0.478151237|406.0626253|-1525.275418|-18.15727844|0.250518301|7.056031803|13.52121974|0.916264002|6934.7619620000005|161.0407189|-980.493036|37.68716585|0.022660131|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|1.0|4.0|0.13|17.0|1.65|124.32|1.0|0.0|133.79|0.0|-3.87|5.0|444.46|0.0|0.0|1.94|-3.62|0.0002399999999999|1.65|0.0|0.0|0.000175|-0.05091|5.3771|3.6586|679.08|338.89|0.3167|517.77|0.3356699999999999|-1500.621723|0.0699|-0.15054|7.9959|0.04735828|-1500.683599|10.6621|11.0|7.9586
