molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
A7701_a51|1|0|2.9690728930000003|0.0|0|0|1.390164251|-0.002377784|4.59511985|-0.0162614089999999|2|-0.0927335619999999|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|1|0.00740235|0.119725261|0.036217274|0.061434294|-0.22798944|2|0.00552665|0.8092075540000001|1|0.865114773|-0.071384149|-0.078131694|0.007404204|-32.97926236|-36.09660744|146.2104641|62.31656919|1.580362387|0.0|-1.09384371|-15.23632002|36.39998243|1959.582581|399.6804233|0.200953608|5.137516673|0.7251817340000001|92.83996262|-233.4713371|17.56790307|0.012504214|-276.3170672|632.4445105000001|1.0|0.0|1.0|1.0|1.0|2.66|0.06|21.0|-7.58|4.0|54.46|1.98|0.0|0.0|2.0|-3.95|22.0|-5.82|0.0|1.0|1.0|3.12|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|2.62e-08|7.5e-06||||||||||||||7.6021|7.6021
3m_a32|1|1|3.575728458|0.0|0|0|0.609420748|-0.006290106|5.733341277|-0.017268778|0|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0|-0.0067207069999999|0.872498916|1|0.798023273|-0.084626325|-0.09390309|0.013428623|-50.60363458|-56.15082133|92.61088121|120.7751424|4.801577352|0.0|-1.220740175|-30.25923462|58.63348955|2588.590536|477.1904954|0.325531778|7.0752395770000005|0.882303773|194.65681730000003|-436.4914018999999|24.05057475|0.018412178|-208.6520032|1082.275864|0.0|1.0|1.0|1.0|1.0|3.51|0.3|19.0|-7.38|5.35|128.01|1.74|2.0|0.0|3.0|-5.94|27.0|-6.17|0.0|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|641.52|1073.31|484.34|0.7026600000000001|-1863.279862|-0.2056599999999999|0.0339106999999999|-1863.337677|7.6383|7.6383
14z_a23|0|1|0.0|0.0|2|0|1.197960872|-0.005892861|5.351858133|-0.024897956|2|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|2|0.007229683|0.0708381429999999|-0.069023218|-0.125978901|-0.46459002|2|0.10796308|0.8668730109999999|1|0.925301102|-0.0582387179999999|-0.079754981|0.018337664|-40.56245532|-55.54823244|40.18308023|52.02674091|8.895469235|79.960755|-1.595099623|-28.25118461|53.33438253|3094.698027|644.4593172|0.214395551|7.834464959|0.903664694|149.3235124|-773.7713888999999|30.08835522|0.01612263|-397.8390333|1414.152695|0.0|1.0|0.0|1.0|1.0|3.42|0.05|26.0|-8.57|5.32|105.02|3.99|2.0|1.0|5.0|-6.77|32.0|-5.8|0.0|0.0|0.0|4.49|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|4.73|3.6632|-2549.107748|715.41|1221.92|586.28|0.69913|-2548.895003|-0.23698|0.01238131|-2548.957384|8.2941|8.2941
18_a34|0|0|0.0|0.0|1|1|1.4547811819999998|-0.014733513|5.351858133|-0.101546926|1|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.0468829359999999|0.8584852479999999|0|0.68981472|-0.090328365|-0.129784908|0.040845819|-49.86847383|-71.65163761|66.6880793|171.24705480000003|12.44948722|54.26737825|-1.816988713|-27.53138148|72.41862911|2424.18137|380.8328339|0.304150055|6.282442545|0.789096743|167.9151283|-553.8039936|33.52510165|0.027385869|-216.2496321|1441.579371|1.0|1.0|0.0|1.0|0.0|3.28|0.21|17.0|-5.65|3.15|75.47|1.49|1.0|0.0|5.0|-4.32|26.0|-6.26|0.0|1.0|1.0|2.89|-4.11|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|2.22e-06|0.000781|-0.03925|4.4335|5.07|4.1234|-1199.288654|592.04|991.93|483.87|0.60488|-1199.101028|-0.21474|0.02902032|-1199.158044|5.6144|5.6144
18b_a25|0|0|0.0|0.0|1|0|1.194228955|-0.003259453|4.727387819|0.0131826839999999|2|-0.189048258|0.006181503|0.014055398|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|-0.026045966|0.8333962429999999|1|0.936253893|-0.063132226|-0.078644297|0.01278627|-44.30110081|-55.18621997|80.36582704|44.73187305|6.296086869|0.0|-1.6515302369999998|-31.08693686|53.27347337|3051.645565|656.9874135|0.215220531|8.654596906|0.974811521|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|1.0|1.0|1.0|1.0|1.0|3.58|0.07|27.0|-9.84|5.59|111.51|2.2|2.0|1.0|6.0|-6.54|34.0|-5.93|0.0|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|4.32|3.6826|-1767.52411|728.12|1284.89|612.24|0.54166|-1767.2232149999998|-0.22145|0.03002332|-1767.286778|7.2924|7.2924
13b_a50|0|1|0.0|0.0|2|2|1.267593379|-0.003876697|5.82008293|0.010464577|2|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|-0.319215353|1|-0.041506802|0.828965118|1|0.906164013|-0.051509874|-0.080785633|0.019899348|-36.81915624|-57.74541064|104.0753113|67.07377798|10.16729727|150.45293569999998|-1.696498291|-26.31826007|51.04317051|3036.874979|647.7242444|0.299589696|9.514897025|0.7609056040000001|214.1461224|-866.8024118999999|27.48170624|0.017277404|-286.5057775|1731.347493|1.0|1.0|1.0|1.0|0.0|4.78|0.37|20.0|-7.23|5.12|66.99|2.52|2.0|0.0|7.0|-5.02|34.0|-6.3|0.0|0.0|0.0|3.99|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|3.91|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|780.4|1339.39|617.26|0.63872|-1470.039226|-0.19622|0.03156473|1470.104535|5.7375|5.7375
14x_a23|0|1|0.0|0.0|2|0|1.197963189|-0.0065692219999999|5.351858133|-0.111315218|2|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|-0.035031888|0.8668730109999999|1|0.7768288609999999|-0.0708831479999999|-0.084244058|0.022095943|-46.97594633|-55.83053941|42.44114495|147.90081730000003|9.704599953|87.28077098|-1.6006371069999998|-31.13207597|61.61945314|3071.48868|514.8229467|0.277788677|7.777802167999999|0.880126802|184.0971574|-703.0042792|31.25095356|0.0219879679999999|-294.5294492|1468.794817|0.0|1.0|1.0|0.0|1.0|3.42|0.05|26.0|-7.93|5.14|105.02|3.78|2.0|1.0|5.0|-5.68|32.0|-6.35|0.0|0.0|0.0|4.06|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|675.21|1149.42|537.48|0.62836|-1828.168422|-0.23475|0.02165405|-1828.228912|8.4949|8.4949
3c_a32|1|1|3.452148526|0.0|0|0|0.6094207970000001|-0.006923974|5.733341277|-0.048337951|0|-0.270034997|-0.00017094|-0.113334836|10.31100278|-0.01180891|3|3|0.00124359|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|-0.003205869|0.901864778|1|0.888766719|-0.0679200029999999|-0.0943910459999999|0.015118975|-34.91603827|-48.52416391|59.72163595|57.18235134|3.995552912|0.0|-1.038301506|-17.94949454|42.68833949|2152.627425|456.8935699|0.306047878|5.605165488|0.733606015|157.331845|-274.3961469|21.36577928|0.018316536|-199.4122311|769.1680542|1.0|1.0|1.0|1.0|1.0|3.22|0.19|19.0|-6.89|4.68|110.94|1.7|1.0|0.0|3.0|-6.18|22.0|-5.35|0.0|0.0|1.0|4.02|-4.91|6.65e-07|0.000217|1.22e-05|0.00399|4.14|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|3.5169|-1633.443791|544.22|903.81|425.74|0.7034600000000001|-1633.297494|-0.1970599999999999|0.02415856|-1633.348356|8.0458|8.0458
14w_a23|0|1|0.0|0.0|2|0|1.197963556|-0.006481882|5.351858133|-0.109136569|2|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.059273664|0.8668730109999999|1|0.7880718659999999|-0.070714528|-0.088508061|0.022440155|-46.76570273|-58.53311596|43.30287556|140.15462380000002|9.814393755|90.15900589|-1.681653166|-30.92760432|61.60607046|3071.908367|521.1762769999999|0.256548212|7.833745658|0.988900044|169.6632599|-735.4854078|31.82765022|0.020725002|-322.004381|1495.89956|0.0|1.0|1.0|0.0|1.0|3.42|0.05|26.0|-7.93|5.14|105.02|3.78|2.0|1.0|5.0|-5.68|32.0|-6.35|0.0|0.0|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|-0.0798|3.6632|3.97|3.6632|-1828.385903|676.92|1150.31|535.54|0.6219399999999999|-1828.161957|-0.22824|0.02204118|-1828.222578|8.6737|8.6737
10_a47|0|0|0.0|0.0|0|0|1.381868067|-0.008013899|0.0|-0.166367455|2|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|-0.138304661|0.8077565520000001|1|0.841070966|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|-50.08559665|103.41137940000002|84.97451737|2.720890925|0.0|-1.592488524|-21.81529334|45.89037038|2355.515804|449.6950454|0.198117368|6.277122171|0.699661037|105.9273263|-455.247149|23.5960035|0.014051737|-322.8149102|1061.820157|1.0|0.0|1.0|1.0|2.0|3.02|0.09|22.0|-8.85|5.92|58.04|3.21|2.0|0.0|3.0|-5.75|27.0|-5.08|1.0|0.0|1.0|4.41|-5.5|1.77e-06|0.000638|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|3.7236|-1188.405988|579.86|997.16|426.55|0.69212|-1188.1907199999998|-0.20309|0.03158831|-1188.244739|7.9|7.9
11_a1|1|0|3.3361517380000003|0.0|0|1|1.430935838|-0.018080197|5.351858133|-0.196819043|1|-0.867849442|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|-0.069193862|0.8086124090000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.034974992|-77.81495049|-74.35738693|274.39137789999995|238.4902806|12.15946748|84.40380304|-2.143850877|-45.88191258|98.43720241|2697.640232|351.1382199|0.248121855|7.43666407|0.912918113|146.29971719999998|-745.3349875|38.20963621|0.02620284|-297.0290662|1681.223993|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.47|4.23|97.33|1.95|1.0|0.0|4.0|-5.07|29.0|-6.27|0.0|0.0|1.0|3.22|-4.66|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|3.35e-08|1.29e-05|-0.06546|3.7383|5.26|3.1924|-1312.462371|614.86|1036.18|471.76|0.69914|-1312.241032|-0.19462|0.03413353|-1312.2963630000002|6.7696|6.7696
10_a15|0|0|0.0|0.0|0|0|1.4356889780000002|-0.006872984|0.0|-0.0435725659999999|2|-0.384887119|0.001740635|-0.077096984|10.95972828|0.010152859|0|0|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|-0.391156537|2|0.0107135269999999|0.7585998270000001|0|0.933136945|-0.052826735|-0.101494566|0.010485777|-30.73805622|-59.05618983|6.497096666|38.90530741|3.550143186|0.0|-1.928396745|-17.88541558|36.83936823|2605.82709|542.9602292000001|0.169827351|5.555044294|0.815948972|98.81668286|-652.8924702|25.50202895|0.0116026369999999|-384.2321709|1351.607534|1.0|1.0|1.0|1.0|1.0|3.58|0.12|24.0|-9.82|6.3|56.27|2.87|2.0|0.0|6.0|-6.22|30.0|-4.97|1.0|0.0|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|3.6448|-1281.088565|631.2|1136.48|487.16|0.70313|-1280.804272|-0.18958|0.02738146|-1280.862627|8.1549|8.1549
8e_a8|1|0|3.01599663|0.0|1|0|1.394799502|-0.010579355|4.844187086|-0.205927741|0|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0|0.02023118|0.7742101929999999|0|0.661490276|-0.115572516|-0.105450888|0.0211004739999999|-70.49962428|-64.32539698|106.0087621|206.4920729|7.851573274|76.40535608|-2.109017754|-43.00500847|83.37098475|2692.975753|403.5112981|0.196692764|7.50719734|0.935150832|119.9832494|-784.77418|33.36487904|0.0184428869999999|-370.0368722|1601.514194|0.0|1.0|0.0|0.0|2.0|3.2|0.04|23.0|-7.78|4.17|90.11|3.4|2.0|0.0|5.0|-5.27|30.0|-6.14|0.0|0.0|0.0|3.71|-4.9|5.34e-06|0.00215|1.25e-05|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|3.2737|-1376.957298|639.38|1090.07|526.86|0.7013|-1376.708067|-0.19972|0.03298991|-1376.766245|4.7014|4.7014
15a_a10|0|0|0.0|0.0|1|1|1.34383719|-0.00244937|5.4161004020000005|0.022297552|2|-0.144512841|0.011418154|-0.060539141|10.92966696|-0.062038567|1|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|-0.0232534929999999|0.820233357|1|0.915137224|-0.0458501609999999|-0.076864276|0.0156991769999999|-29.50952422|-49.47045259|42.41151044|54.61835033|6.503087289|122.7715002|-1.3835569680000002|-18.99256188|39.61363829|2656.305166|588.9895149|0.323526799|6.71451044|0.68815941|208.2243923|-573.1123029|23.93343877|0.017883602|-227.1590805|1316.339132|1.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|-7.79|4.05|56.07|1.93|1.0|0.0|6.0|-3.97|30.0|-6.52|0.0|1.0|1.0|3.33|-4.4|0.000108|0.0432|3.94e-05|0.0157|3.12|0.0|1.63e-08|6.51e-06|-0.04742|5.7646|2.4|3.7639|-1278.452284|687.57|1179.28|563.27|0.68863|-1278.141052|-0.20335|0.02976259|-1278.200428|7.6198|7.6198
33_a20|0|0|0.0|0.0|1|0|1.4175014119999998|-0.00145476|4.727387819|0.023539095|2|-0.078557022|0.009265667|-0.061975089|10.93244905|-0.062750442|1|1|0.008780074|0.248715569|-0.036258691|-0.060582944|-0.1771816269999999|2|-0.0854333469999999|0.802353442|1|0.9493896|-0.058927252|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.680600701|33.13709773|5.46110745|64.93395624|-1.326927921|-25.26187502|46.92331405|2737.8873550000003|621.611679|0.240643818|8.062843544|0.8721516570000001|157.56124519999997|-568.84864|22.88265911|0.013564844|-339.6262863|1144.132956|0.0|1.0|1.0|1.0|0.0|3.39|0.08|27.0|-9.69|5.39|67.39|2.61|2.0|0.0|4.0|-5.6|31.0|-5.58|0.0|0.0|1.0|4.28|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|3.8867|-1275.852801|689.51|1174.95|563.98|0.6129|-1275.602977|-0.21788|0.02957286|-1275.662457|7.4685|7.4685
2_a4|0|0|0.0|0.0|0|1|1.189716144|-0.00708265|4.59511985|-0.103346554|1|-0.269140683|-0.001386521|0.090707854|10.95268469|0.076479666|0|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|1|0.11821091|0.847373823|0|0.742518847|-0.117395215|-0.105102755|0.006330673|-49.45826819|-44.27948986|166.102249|108.4760726|1.123639184|0.0|-1.366335816|-20.83662681|52.12536246|1623.668791|312.82106489999995|0.156892292|4.710383035|0.656126301|66.09827364|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|1.0|0.0|1.0|0.0|2.0|3.33|0.27|12.0|-4.83|0.83|45.15|1.63|0.0|0.0|2.0|-2.18|19.0|-6.69|0.0|1.0|0.0|1.24|-2.77|0.0066|1.67|0.00171|434.0|1.62|0.0|1.4800000000000002e-05|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|458.73|764.77|333.36|0.6885600000000001|-819.771754|-0.16226|0.033037353|-819.8174190000001|7.5086|7.5086
12e_a30|0|0|0.0|0.0|0|2|0.604984231|-0.0077937519999999|5.351858133|-0.029595542|2|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|-0.417089226|1|0.002248768|0.876441789|0|0.816703705|-0.07914783|-0.098059338|0.024254701|-52.50202674|-65.04681137|106.2790684|121.5880081|10.6725953|0.0|-1.863127413|-34.82676424|68.59117243|2920.484542|541.7533217|0.292879147|8.069355055|0.8767337279999999|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|0.0|1.0|1.0|1.0|1.0|4.72|0.17|17.0|-6.74|2.63|90.88|2.51|2.0|0.0|6.0|-5.44|31.0|-6.19|0.0|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05044|5.0412|3.58|3.4747|-1690.3021629999998|709.98|1201.05|562.76|0.68605|-1690.030824|-0.19804|0.03344515|-1690.092998|7.9431|7.9431
8a_a32|1|1|3.217128449|0.0|0|0|0.609420757|-0.010151321|5.733341277|-0.056633919|0|-0.497414715|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|-0.184419911|0.8966299409999999|1|0.814553726|-0.083474428|-0.109412858|0.018321589|-52.34893512|-68.61558335|73.64907732|116.298071|7.205629442999999|66.81560596|-1.641192863|-32.82934751|63.83886888|2574.085885|510.8273411|0.250915471|7.420041446|0.923166883|157.3554684|-645.4586397|29.86932167|0.017733503|-312.4144752|1373.988797|1.0|1.0|1.0|1.0|2.0|3.48|0.26|19.0|-7.65|4.65|140.04|1.37|2.0|0.0|7.0|-6.82|27.0|-5.76|1.0|0.0|1.0|4.07|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|0.00406|4.17|0.0|2.23e-08|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.767206|667.29|1110.23|566.07|0.70316|-1880.536478|-0.2061599999999999|0.03498398|-1880.595748|7.3468|7.3468
12h_a30|0|0|0.0|0.0|0|2|0.604984682|-0.00737961|5.351858133|-0.06631353|2|-0.391119352|0.001139238|0.001698966|10.31162898|-0.072247675|1|1|0.002064369|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.008644634|0.888213143|0|0.763568404|-0.083127678|-0.09907575|0.017389133|-52.88851758|-63.03519645|89.66095835|150.42542849999998|7.038974807000001|0.0|-1.882439244|-33.64938551|63.95204629|2848.98238|485.8069155|0.202025127|8.066818026|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|5.0|-5.39|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1675.011389|672.54|1132.06|518.06|0.68543|-1674.777786|-0.2023599999999999|0.03372393|-1674.838376|8065.0|8065.0
15a_a22|0|0|0.0|0.0|1|0|1.4229176680000002|-0.0050042229999999|4.727387819|-0.052476637|2|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|-0.09744639|0.794858486|1|0.86664032|-0.061755825|-0.081705465|0.02126757|-41.92018177|-55.4621036|96.58317516|90.52525878|9.799599501|65.53409434|-1.634109304|-28.45564196|56.35672103|2884.815511|588.2800507999999|0.297264929|8.157552588|0.800725296|201.7850124|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|-9.21|4.31|85.59|1.73|1.0|0.0|6.0|-4.65|32.0|-6.61|0.0|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|696.57|1189.31|541.27|0.69076|-1368.0755869999998|-0.21285|0.03153544|-1368.1368730000002|6.8447|6.8447
8g_a12|1|1|2.897921027|0.0|0|1|1.28383574|-0.0084227909999999|4.59511985|-0.029907264|2|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|-0.04981165|0.80546986|1|0.8576253690000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|84.95000993|78.53214058|2.7111119089999995|0.0|-1.881110729|-23.38345638|47.30807670000001|2506.427441|473.055878|0.09833304|6.882798206|0.864880588|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|1.0|1.0|1.0|1.0|2.0|4.07|0.1|21.0|-8.0|2.07|78.85|2.89|1.0|0.0|3.0|-4.38|27.0|-6.28|0.0|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|3.06|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|590.93|989.66|418.41|0.55027|-1154.121362|-0.21633|0.03954539|-1154.173831|5.43|5.43
4_a18 (SD-208)|0|0|0.0|0.0|0|2|1.304335262|-0.012457606|0.0|-0.113324634|3|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|0|-0.015153358|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|1|-0.058455902|0.904723479|0|0.77909674|-0.077885485|-0.099573708|0.0211761979999999|-40.10670787|-51.27494074|103.6318511|113.7529353|5.615248385|0.0|-1.2944582059999998|-20.652731600000003|51.01127638|2395.526727|401.1916387|0.397970979|6.239898178|0.831728055|204.9329964|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|1.0|1.0|1.0|1.0|1.0|2.77|0.0|22.0|-8.15|4.44|76.48|2.02|1.0|0.0|3.0|-4.29|25.0|-6.31|0.0|0.0|1.0|3.11|-4.38|5.12e-05|18.0|4.14e-05|0.0146|3.02|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|537.47|895.83|396.17|0.69028|-1542.15786|-0.2358|0.0199445|-1542.207472|7.0969|7.0969
8_a4|0|0|0.0|0.0|1|1|1.304250488|-0.001277205|5.4161004020000005|0.03148225|2|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|-0.07377839|0.879500982|1|0.925132446|-0.05397993|-0.065595042|0.0103751219999999|-27.90231822|-33.90618946|11.02158946|38.69916707|2.772101712|37.17889653|-0.983925625|-14.42275611|33.26523662|2297.5526170000003|478.2025467|0.273845898|5.695730546|0.750959081|141.55141369999998|-262.8925116|17.50981094|0.0148422489999999|-233.7988862|700.3924376|1.0|1.0|1.0|1.0|0.0|2.99|0.15|21.0|-7.78|4.76|43.6|2.93|1.0|0.0|2.0|-4.35|25.0|-5.76|0.0|1.0|1.0|3.85|-4.84|4.49e-05|0.0156|1.46e-05|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.29|3.9863|-1450.239105|561.6|949.09|391.01|0.57675|-1450.071352|-0.22685|0.0252645|-1450.121028|7.2676|7.2676
7a_a8|1|0|3.1730222510000003|0.0|1|1|1.4000287219999998|-0.010269971|5.4161004020000005|-0.0407248439999999|1|-0.482688615|0.000736369|0.004607684|10.94671402|-0.019054799|1|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|-0.412963751|1|0.033708575|0.831914523|0|0.718410375|-0.102174163|-0.101880506|0.035405618|-60.00793116|-59.83546383|145.3710976|165.38046830000002|12.2125771|71.85980901|-1.833849114|-35.24327197|80.80201312|2715.360649|421.9297638000001|0.266115601|7.699041907000001|0.914283468|156.2924154|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|1467.585836|0.0|1.0|1.0|1.0|1.0|3.34|0.05|23.0|-7.27|3.49|92.93|2.01|1.0|0.0|3.0|-4.86|29.0|-6.33|0.0|0.0|1.0|3.15|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|5.2|3.0704|-1291.313963|605.72|1031.61|494.48|0.70367|-1291.10235|-0.20505|0.0269461|-1291.156661|4.6068|4.6068
