molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
20a_a10|0|0|0.0|0.0|1|1|1.343837243|-0.0034618129999999|5.4161004020000005|0.049376168|2|-0.197323337|0.008214031|-0.010695558|10.9296614|0.011011878|1|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.036092601|0.817646497|1|0.913681336|-0.066386563|-0.072821454|0.013618456|-43.19189039|-47.37850712|66.52185003|56.1599532|5.764636687|47.01787447|-1.456429076|-28.10115947|52.05222074|2998.608651|594.4519837|0.266548108|8.419180593|0.826159649|173.41938059999998|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|0.0|1.0|1.0|1.0|0.0|3.48|0.11|27.0|-9.44|5.77|76.62|2.53|2.0|0.0|4.0|-5.68|33.0|-5.82|0.0|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|0.0|3.61e-10|1.55e-07|-0.06611|4.7841|3.98|3.8312|-1389.164302|696.63|1200.92|524.02|0.6864600000000001|-1388.897416|-0.2274199999999999|0.03217287|-1388.957848|5.9208|5.9208
21c _a23|0|1|0.0|0.0|2|0|1.197962776|-0.009944003|5.4161004020000005|-0.135572353|2|-0.576752175|0.003456487|-0.092608459|10.3132171|-0.039311241|2|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.149511954|0.838980345|1|0.790596437|-0.08365474|-0.098699133|0.014036138|-59.46209153|-70.15570019|323.3651097|148.8448086|7.09164338|94.32302529|-2.171380929|-42.26586935|69.43902929|3161.1237530000003|561.9588018|0.165442725|8.945789862|0.881854988|117.597286|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|0.0|1.0|1.0|1.0|2.0|3.68|0.08|26.0|-7.33|3.42|148.11|2.49|1.0|1.0|6.0|-5.63|34.0|-7.13|1.0|0.0|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|9.0|2.86|0.0|4.69e-08|2.2e-05|-0.07892|3.6649|4.47|3.6649|-1837.964768|747.88|1275.12|587.02|0.5885699999999999|-1837.67081|-0.22981|0.03257532|-1837.736174|7.1752|7.1752
5a_a40|0|0|0.0|0.0|1|0|0.604913477|-0.004609716|6.167516491000001|0.059258947|0|-0.152120625|0.011345707|0.180125135|10.31198338|-0.02394636|2|2|0.010425818|-0.191663433|0.004130836|0.007301856|-0.363338726|0|-0.442215721|0.820901326|1|0.8531783270000001|-0.078132307|-0.090991462|0.020641204|-34.5789643|-40.27003217|174.99981530000002|64.97877226|4.042943749|52.43850484|-1.091897544|-15.30358975|43.71412865|1847.672595|377.5905776|0.177534728|5.507689573|0.956899016|78.57142892|-213.8673835|19.58503709|0.0130940839999999|-285.426492|587.5511127|0.0|1.0|0.0|1.0|0.0|3.04|0.21|14.0|-4.05|3.08|75.5|1.85|0.0|1.0|3.0|-4.13|19.0|-5.9|0.0|1.0|1.0|2.8|-3.67|7.49e-05|0.0202|0.000213|0.0574|2.88|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|466.79|757.45|353.51|0.69499|-1177.51016|-0.21644|0.01514427|-1177.555706|7.0915|7.0915
35_a18|0|0|0.0|0.0|0|2|1.251175948|-0.00622005|4.844187086|-0.020425504|1|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|-0.032017257|0.774007861|0|0.800765945|-0.081822342|-0.084219749|0.008853796|-60.302584200000005|-62.06945887|118.7214377|146.8343246|4.809030636|74.92670772|-2.273933228|-44.44264921|66.82777970000001|3038.429834|590.1597827|0.125426193|9.184536969|0.87101708|92.43836482|-1235.110287|28.17969862|0.007954001|-552.1173777|1916.219506|1.0|0.0|1.0|1.0|3.0|4.3|0.3|18.0|-9.55|3.35|85.29|3.33|3.0|1.0|8.0|-6.06|36.0|-6.0|0.0|0.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|2.96e-06|0.0014199999999999|4.55|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|3.2146|-1533.002975|796.47|1400.62|657.07|0.69279|-1532.557542|-0.18079|0.02600607|-1532.627182|7.6198|7.6198
EW7203_a60|0|0|0.0|0.0|0|2|0.604984431|-0.00698487|5.351858133|0.0075638519999999|2|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|1|0.002441966|0.8839272779999999|0|0.8860751579999999|-0.076068195|-0.096226348|0.020156795|-49.19385637|-62.23028092|80.48638339|73.67602619|8.430183|0.0|-1.828300603|-31.81402579|62.22940284|2913.880231|573.0312689|0.233162923|8.310125852|0.989250745|150.7881632|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|0.0|1.0|1.0|1.0|2.0|4.75|0.13|17.0|-6.7|2.6|117.47|2.17|2.0|0.0|5.0|-5.74|31.0|-6.35|0.0|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|3.59|0.0|2e-07|8.51e-05|-0.06188|5.0166|3.64|3.5192|-1668.025575|678.83|1166.44|546.85|0.69857|-1667.78681|-0.20654|0.03203878|-1667.848192|8.0334|8.0334
6a_a40|0|0|0.0|0.0|1|1|0.604893625|-0.014623575|6.401917197|-0.077397672|0|-0.68730803|-0.001347823|0.104332675|10.30179985|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|-0.012261923|0.861720535|1|0.733750993|-0.109047987|-0.117413572|0.016399125|-68.11170799|-73.33687786|185.06174|166.2999483|6.397774285|36.84483305|-2.113444291|-42.542782200000005|78.35465194|2936.1501780000003|458.303126|0.132148181|6.945713476|0.708845065|82.54016015|-824.5159087000001|35.37373259|0.012872604|-459.522754|1521.070502|0.0|1.0|0.0|1.0|1.0|3.99|0.21|14.0|-4.05|3.07|173.43|1.62|2.0|2.0|5.0|-7.11|29.0|-6.32|1.0|0.0|1.0|3.17|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|1.0|8.950000000000001e-05|0.0396|-0.0926|2.9836|7.73|2.9836|-2371.579899|649.48|1103.4|497.78|0.6782699999999999|-2371.3827|-0.21255|0.01952089|-2371.443161|7.3979|7.3979
15c_a10|0|0|0.0|0.0|1|2|1.343850105|-0.002218445|5.4161004020000005|0.040869377|3|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|-0.03167553|0.772328328|1|0.904458517|-0.046967376|-0.072537853|0.014703076|-32.5870313|-50.32840842|65.41494073|66.28884934|7.077912953999999|136.2098503|-1.233143495|-22.60962187|42.7883594|3012.018586|627.5338454|0.471771585|8.639636218|0.8158976029999999|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|1.0|1.0|1.0|1.0|0.0|3.85|0.37|21.0|-7.79|2.97|59.31|1.74|1.0|0.0|6.0|-3.85|34.0|-6.99|0.0|1.0|0.0|3.1|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0122|2.94|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|762.21|1318.35|595.63|0.70511|-1450.139335|-0.19463|-0.25919486|-1450.201574|7.0|7.0
7g_a8|1|0|3.095238804|0.0|1|1|1.39137419|-0.01002363|5.4161004020000005|-0.067360394|0|-0.481134236|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|1|0.0002620309999999|-0.065174707|0.021974492|0.046246982|-0.418049442|0|0.098510683|0.79995525|0|0.699376143|-0.107714754|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|144.290464|180.1699331|11.43714084|56.75323443|-2.020168201|-38.68948451|83.63914665|2802.2242920000003|419.1502102|0.193261535|7.588498875|0.8889952590000001|115.825531|-725.6133762000001|34.10836993|0.018613449|-367.6690814|1500.768277|0.0|1.0|1.0|0.0|1.0|3.29|0.04|23.0|-7.91|4.66|80.04|3.4|2.0|0.0|3.0|-5.78|30.0|-5.63|0.0|0.0|1.0|4.14|-5.44|1.67e-06|0.000667|3.59e-06|0.00143|4.38|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|3.7874|-1374.493069|620.67|1053.9|507.78|0.62073|-1374.291597|-0.22129|0.03974865|-1374.3479960000002|4.6772|4.6772
18_a10|0|0|0.0|0.0|1|2|1.243178376|-0.00309846|5.733341277|0.0307177839999999|2|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|0.048377088|0.832812971|1|0.885552955|-0.0575419659999999|-0.076052353|0.019095409|-36.52271591|-48.27152552|40.99617452|72.64119073|7.692822451|123.3621791|-1.368942347|-23.18149476|48.64284759|2788.499133|562.0732377|0.358384456|7.204851347999999|0.876275815|227.471785|-551.4954071000001|24.62214943|0.020666062|-179.7708584|1354.218219|1.0|1.0|1.0|1.0|0.0|4.07|0.32|21.0|-7.88|4.66|62.06|2.14|1.0|0.0|5.0|-4.48|31.0|-6.34|0.0|1.0|1.0|3.67|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|3.7977|-1336.433782|687.19|1181.5|504.61|0.6866300000000001|-1336.126835|-0.20692|0.02974086|-1336.185978|6.8861|6.8861
13b_a30|0|0|0.0|0.0|0|2|0.604984129|-0.011016128|5.351858133|-0.118776867|2|-0.627919307|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|1|1|-0.002215642|-0.062905093|0.003429114|0.006103754|-0.564815317|1|-0.045844862|0.892104517|0|0.694101802|-0.109962789|-0.113554975|0.018555474|-74.24619275|-76.67161447|385.2420923|206.54056530000005|8.459192992|105.341977|-2.271099499|-50.13056864|86.77473353|3002.926824|468.6532296|0.1997091339999999|8.804739699999999|0.8334321|134.8423681|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|0.0|0.0|1.0|0.0|2.0|4.76|0.13|17.0|-6.19|1.72|124.74|2.06|1.0|0.0|6.0|-5.01|32.0|-7.05|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.492044|721.48|1210.94|544.04|0.6862699999999999|-1744.2179010000002|-0.20313|0.0455651|-1744.281763|7.5901|7.5901
18c_a22|0|0|0.0|0.0|1|0|1.194229067|-0.003749104|4.727387819|0.013131848|2|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|-0.032031791|0.8287956870000001|1|0.931073539|-0.057956428|-0.076388478|0.019843706|-40.094865000000006|-52.84635017|30.63947336|47.68404831|9.49723261|15.22791009|-1.52776956|-27.73804808|53.82294919|3090.601885|644.1264387|0.317309976|7.332936064|0.914766316|219.5183688|-731.1931848999999|29.21094233|0.0215181079999999|-252.7737494|1548.179944|1.0|1.0|1.0|1.0|1.0|3.56|0.08|27.0|-9.46|4.98|124.4|1.47|1.0|1.0|6.0|-5.8|34.0|-6.63|0.0|0.0|1.0|3.72|-5.1|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|5655.0|3.5|3.7222|-1783.562578|707.08|1249.84|583.88|0.60449|-1783.277296|-0.22365|0.02279458|-1783.340519|7585.0|7585.0
12aj_a36|1|0|3.482902101|0.0|0|2|1.29704406|-0.00706023|5.351858133|-0.045035034|2|-0.402433117|0.002951176|-0.103202936|10.95354213|-0.042227364|1|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|1|0.091113865|0.8632656809999999|0|0.8269863129999999|-0.073002742|-0.10279655|0.018305468|-46.79363201|-65.89100364|82.34300699|110.89910559999998|7.521007149|0.0|-1.953134451|-29.99399664|58.52715472|2710.647462|530.0854761|0.22507266|8.056502837|0.905958957|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|1615.543812|0.0|0.0|1.0|0.0|2.0|4.84|0.17|17.0|-6.97|2.19|69.2|2.24|1.0|0.0|5.0|-4.16|30.0|-6.55|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|-1272.27339|682.84|1157.64|539.55|0.70423|-1271.9998859999998|-0.20093|0.03225532|-1272.060325|7.7696|7.7696
2_a33|1|1|3.396444161|0.0|0|0|0.609420748|-0.009168933|5.733341277|-0.064926835|0|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.148024156|-0.593915758|0|-0.0212158239999999|0.8799816220000001|1|0.8195154109999999|-0.0804186|-0.104047115|0.018451635|-49.13901703|-63.57699532|103.5201191|110.28338390000002|6.889294995|44.34034244|-1.56070672|-30.02592687|60.41371259|2632.195388|500.7570617|0.297402265|6.152818143999999|0.8867875909999999|181.7248125|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|0.0|1.0|1.0|1.0|2.0|3.57|0.3|19.0|-7.67|4.63|140.04|1.33|2.0|0.0|7.0|-6.35|28.0|-6.17|1.0|0.0|1.0|3.98|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.079174|655.74|1128.98|525.38|0.70205|-1919.830424|-0.19979|0.02972182|-1919.890628|8.2596|8.2596
13_a47|1|1|2.920663104|0.0|0|0|1.417757826|-0.0049262279999999|4.59511985|-0.0777650159999999|2|-0.20197533|-0.00105415|0.003874205|10.9452934|0.038682232|1|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.030290722|0.8582665429999999|1|0.781675563|-0.081148294|-0.088128939|0.017736598|-41.79730418|-45.39284663|63.12660940000001|112.453046|4.705524762|0.0|-1.23380515|-21.52866736|50.9329486|2190.316257|402.6200617|0.311738758|7.038683428|0.8939678120000001|160.5682509|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|1.0|0.0|1.0|1.0|2.0|2.9|0.06|21.0|-7.9|4.63|66.49|2.34|0.0|0.0|3.0|-4.24|24.0|-6.0|0.0|1.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|0.0173|3.17|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|4.0302|-1067.820961|542.62|895.21|404.73|0.67466|-1067.665127|-0.22065|0.03639189|-1067.71601|7.8|7.8
6b_a40|0|0|0.0|0.0|1|1|0.604892326|-0.014861289|6.401917197|-0.069975812|0|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.003163118|0.90571269|1|0.753431574|-0.107699967|-0.118488624|0.014588568|-72.13527644|-79.36130196|176.8246355|165.1465831|6.544506614|34.43877986|-2.132795227|-48.31476032|81.90640622|3214.047452|504.6333458|0.1218592019999999|6.976123351|0.793750992|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|1626.736212|0.0|1.0|0.0|1.0|1.0|4.02|0.21|14.0|-5.21|4.38|173.43|2.61|2.0|2.0|5.0|-8.41|31.0|-5.85|1.0|0.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|5.03|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|3.1026|-3290.775349|687.2|1183.07|552.01|0.69429|-3290.583786|-0.21904|0.03026498|-3290.648012|7.5229|7.5229
5d_a40|0|0|0.0|0.0|1|0|0.6049133329999999|-0.005662681|6.167516491000001|0.0418378229999999|0|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.145024458|0.877722972|1|0.754010052|-0.086193996|-0.094277694|0.022027556|-39.55506228|-43.26473143|181.4728912|112.88660690000002|4.638915105|53.85026982|-1.131332331|-18.15211073|49.66367051|1974.583878|346.0207917|0.188819426|6.288958592999999|0.922825231|86.65063178|-238.2540642|21.3342049|0.014630084|-285.606135|640.0261471|0.0|1.0|0.0|0.0|0.0|3.02|0.21|14.0|-4.32|3.64|75.5|2.25|0.0|1.0|3.0|-4.23|20.0|-5.94|0.0|1.0|1.0|3.1|-3.82|5.9e-05|17.0|0.000152|0.0436|2.98|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|3.7374|-1276.833831|473.48|765.69|365.74|0.69613|-1276.751174|-0.2164699999999999|0.01667985|-1276.797751|7.7212|7.7212
4e_a46|0|0|0.0|0.092094405|1|1|0.300205548|-0.005995748|5.587248657999999|-0.370202917|2|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|2|0.075271624|0.8146060740000001|0|0.753715041|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|105.0139519|186.9007941|6.145520557|20.27041189|-1.949960781|-48.10898007|71.49283399|3411.457836|571.9794684|0.204892146|7.906917146|0.905854609|155.48860530000002|-1122.980957|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|0.0|0.0|1.0|1.0|2.0|4.5|0.27|23.0|-8.81|5.93|124.17|2.06|2.0|0.0|5.0|-6.08|35.0|-6.6|1.0|0.0|0.0|3.5|-5.41|8.29e-07|0.000405|3.92e-06|0.00191|3.78|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|757.1|1343.97|655.69|0.56481|-1884.255802|-0.21005|0.04805633|-1884.324182|6.8125|6.8125
13c_a5|1|0|2.944180713|0.0|0|1|1.377702625|-0.005082338|4.59511985|-0.0090268969999999|3|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|-0.324868153|2|0.003545487|0.822789227|0|0.80019672|-0.077308234|-0.076591149|0.023143526|-50.97293525|-50.50012762|158.67712230000004|131.7396496|10.06137448|51.93687546|-1.302049531|-33.60884086|66.23254483|2793.480751|527.6071331999999|0.448671765|8.492261628|0.873289814|295.8302846|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1557.152554|1.0|1.0|1.0|1.0|1.0|3.13|0.17|23.0|-8.09|3.29|84.0|1.16|1.0|0.0|5.0|-3.55|31.0|-7.28|0.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|3.99|4.2145|-1351.274441|676.53|1153.36|513.33|0.51479|-1351.008469|-0.22939|0.03747691|-1351.067237|6.9101|6.9101
12f_a31|1|0|3.4780522210000004|0.0|0|1|0.6101347579999999|-0.011835152|5.733341277|-0.033056721|0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|-0.0164221939999999|2|2|0.000889251|0.068054139|-0.130400541|-0.205011573|-0.551471017|0|-0.021938988|0.8530975000000001|0|0.700992225|-0.097676974|-0.118239376|0.027617942|-68.14417693|-82.48950216|159.84734269999998|208.6022728|13.44201623|569.7325277000001|-1.891830012|-47.54067074|87.41178754|2710.311963|489.0460499|0.313117045|9.859605078|0.932987917|218.4455813|-920.7786053|34.31214739|0.021559868|-260.7571603|1921.480254|1.0|1.0|1.0|1.0|2.0|3.86|0.41|16.0|-8.02|4.48|117.37|1.53|3.0|0.0|10.0|-5.98|30.0|-6.19|0.0|0.0|1.0|4.01|-4.63|1.05e-06|0.0004469999999999|2.37e-05|0.0101|3.82|0.0|9.53e-09|4.06e-06|-0.03317|3.8305|5.39|3.8305|-1696.785527|755.33|1258.6|665.22|0.7006600000000001|-1696.466804|-0.19211|0.04363832|-1696.53373|6.8861|6.8861
4o_a46|0|0|0.0|0.160026534|1|1|1.13463699|-0.000627744|5.587248657999999|0.042766097|1|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|1|0.010144781|-0.376106593|-0.018058762|-0.028735607|-0.096073163|1|-0.121466731|0.8176134690000001|0|0.950732618|-0.0648126359999999|-0.06570509|0.00972341|-35.54402423|-36.03345669|5.821925821000001|27.01882145|2.9243708|31.19780621|-1.051281434|-19.49276784|40.87645867|2195.436986|521.3931342|0.248979351|5.527567399|0.855222204|136.5432529|-316.1788552|15.99310518|0.0108913189999999|-275.3254498|767.6690487000001|0.0|1.0|1.0|1.0|0.0|3.73|0.32|17.0|-7.26|4.94|54.5|2.72|1.0|0.0|2.0|-4.91|26.0|-5.51|0.0|1.0|1.0|3.92|-4.87|1.23e-05|0.00422|1.34e-05|0.0045899999999999|4.06|0.0|5.5e-08|1.88e-05|-0.04627|4.3255|3.76|4.3255|-1070.456878|581.59|1022.29|501.08|0.6843|-1070.223416|-0.22909|0.02815574|-1070.276387|6.7905|6.7905
4b_a46|0|0|0.0|0.206072846|1|1|1.1346370890000002|-0.00113356|5.587248657999999|-0.022119857|2|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|-0.263387881|0.768651645|0|0.935245062|-0.0524080009999999|-0.070236212|0.007568202|-28.58477842|-38.30877966|7.986637869|35.31914031|2.251475261|56.7922535|-1.123779397|-15.59093155|32.7126858|2105.172229|510.1086157|0.189531974|5.76401157|0.751274223|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|0.0|0.0|1.0|1.0|0.0|3.9|0.38|17.0|-7.2|4.77|43.6|2.58|1.0|0.0|2.0|-4.35|25.0|-5.67|0.0|1.0|1.0|3.76|-4.63|4.49e-05|0.0149|2.35e-05|0.00782|3.74|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|3.98|4.5515|-1033.556797|588.79|1020.9|508.79|0.68682|-1033.3243619999998|-0.21811|0.02176759|-1033.378455|6.2612|6.2612
4k_a46|0|0|0.0|0.173180233|1|1|1.134637098|-0.0049602|5.587248657999999|-0.088084767|1|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|-0.003017362|0.787615341|0|0.8789113709999999|-0.091943864|-0.086581945|0.007038271|-49.65634024|-46.76051618|171.92614719999997|65.39662252|2.052909907|0.0|-1.471893066|-26.8180173|53.45751583|2104.876032|474.67574630000007|0.126761926|5.726809252000001|0.7163519709999999|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|1.0|0.0|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.77|50.94|2.84|1.0|0.0|2.0|-4.82|25.0|-5.46|0.0|1.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|4.4485|-1053.433249|582.84|1001.96|500.36|0.68553|-1053.196897|-0.20254|0.03653474|-1053.249847|7.0969|7.0969
4f_a49|0|0|0.0|0.0|1|1|1.343848013|-0.008903208|5.4161004020000005|-0.087045007|2|-0.418450768|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|-0.00953448|0.8557769120000001|1|0.7370618040000001|-0.102926696|-0.089955514|0.016591015|-55.88123394|-48.83888562|193.615884|142.7551002|4.89045046|59.72286429999999|-1.439288231|-30.33918719|64.88887164|2458.261097|400.1675422|0.2816937089999999|6.302023735|0.7773206840000001|152.9378926|-424.2517893|25.29924744|0.020905063|-237.0468572|1087.86764|1.0|1.0|1.0|0.0|1.0|3.07|0.14|21.0|-6.54|3.8|80.9|2.03|1.0|0.0|3.0|-3.99|27.0|-6.6|0.0|0.0|1.0|2.85|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0289|2.64|0.0|2.92e-07|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|575.01|982.46|411.94|0.68474|-1179.029099|-0.22471|0.03476467|-1179.080799|7.3979|7.3979
5a_a50|0|1|0.0|0.0|2|1|1.3972442980000002|-0.00148647|5.82008293|-0.017108794|1|-0.06986407|0.012640587|-0.256097122|10.93256969|-0.130929632|2|2|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|-0.132977171|0.847812674|1|0.969892876|-0.038932964|-0.065209836|0.010185297|-20.77548565|-34.7974024|6.819160781|16.06582337|2.900288114|60.04351409|-0.978147545|-11.08625592|26.21058426|2246.106104|517.556163|0.33472483|5.892775027000001|0.8275167520000001|178.61652859999998|-278.5298849|18.24602704|0.017576522|-176.38892919999998|784.5791628|0.0|1.0|1.0|1.0|0.0|3.5|0.14|20.0|-6.24|4.33|35.64|2.62|0.0|0.0|2.0|-3.89|25.0|-5.83|0.0|1.0|1.0|3.47|-4.5|0.000129|42.0|3.14e-05|0.0102|3.46|0.0|5.7e-07|0.000186|-0.02487|5.6146|3.39|4.0159|-1029.930364|582.98|976.41|455.34|0.6725399999999999|-1029.734933|-0.19146|0.02452028|-1029.786489|5.3872|5.3872
