molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
5_a47|0|0|0.0|0.0|1.304329328|0.0|0.019688132|-0.009295857|0.0|2|0.037492877|-0.012670377|-0.002627182|10.9367109|0|-0.011237954|0.0083528919999999|-0.019811664|-0.454659897|0.795032176|0.065981732|0.861595935|0.675164258|0.807957755|-0.087763105|0.526509524|-52.90420509|5.246458665|0.192042245|101.3974575|-0.038537768|2.770107005|0.781571204|62.14504725|-20.34777119|0.4736061789999999|2368.870941|426.5981263000001|1349.003107|-10.74353333|0.218428796|5.861037845|11.13432113|0.8997183470000001|-418.9977997|26.03444329|-297.3367046|416.1194472|9.240842159|1.0|1.0|2.67|2.79|22.0|5.96|58.04|2.0|101.51|0.0|1.0|3.0|-5.65|4.0|-5.19|1.0|-5.5|2.25e-06|0.000824|0.00116|4.7|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.369195|561.61|334.35|-1569.20723|0.2108|-0.20954|0.03591467|-1569.258939|3.8816|7.7|7.7
6e_a40|0|0|0.0|0.0|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|0|0.039160494|-0.0026177839999999|0.103594243|10.30179954|2|-0.002992481|-0.276969278|-0.020200684|-0.6319354389999999|0.8361555479999999|-0.011405885|0.8988141140000001|0.648802794|0.74620476|-0.107312598|0.376602018|-76.50178121|10.43262695|0.25379524|166.7812216|-0.04873174|6.85578763|0.866991176|84.95203628|-32.02400144|0.441911406|3075.060648|490.3675161000001|3854.417113|-21.04453212|0.133008824|6.972949117000001|12.49434084|0.791830204|-904.9148811|36.93694043|-482.3355765|587.7345677999999|8.450255075|1.0|1.0|3.98|3.16|14.0|3.72|173.43|2.0|125.15|1.0|2.0|5.0|-7.76|5.0|-6.09|1.0|-5.58|1.74e-08|8.31e-06|0.00124|4.4|0.0|2.35e-05|0.0112|-0.09682|2.9549|2.9549|-2831.191706|671.95|419.59|-2830.986514|0.3625|-0.2164|0.03482243|-2831.048968|11.5248|7.7447|7.7447
12ak_a36|0|0|3.501132553|0.0|1.270373882|0.0|-0.052930979|-0.006465433|5.351858133|2|0.041728395|0.0042553209999999|-0.116440196|10.95268014|1|0.005035022|0.198260132|-0.099596099|-0.439326642|0.815627016|0.051506104|0.860939187|0.860667615|0.848705143|-0.069176342|0.537460657|-66.15829243|14.3700664|0.151294857|109.0807368|-0.032660864|10.36054668|0.737439195|79.17567486|-23.5478668|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|7.98672125|13.86156772|0.735576751|-1001.676485|31.93194362|-342.3783571000001|799.5563855|13.01738243|1.0|1.0|5.05|0.0|17.0|3.01|69.2|2.0|138.33|0.0|1.0|6.0|-4.95|4.0|-6.19|1.0|-4.86|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|730.3|320.09|-1350.57563|0.0001|-0.20204|0.03471045|-1350.637958|8.5394|7.3372|7.3372
1_a15|0|0|0.0|0.0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|2|0.0381893|0.001244652|-0.068297833|10.95880609|0|0.003816011|0.096086011|-0.1816819589999999|-0.34192045|0.705825714|0.101406325|0.74357498|0.795437721|0.875723465|-0.068077117|0.7100707390000001|-72.24770503|16.94887506|0.124276535|80.34898605|-0.031142386|10.95802135|0.605927517|90.40184737|-20.13460632|0.437969049|3000.975833|566.1848585|2855.495631|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|-794.0799704|33.22939752|-136.9714493|851.7423982|18.15414234|1.0|1.0|3.91|4.18|24.0|6.32|74.73|3.0|132.94|0.0|0.0|8.0|-6.55|6.0|-5.38|0.0|-5.97|2.830000000000001e-07|0.00013|0.000495|5.23|0.0|9.53e-11|4.36e-08|-0.04142|4.3834|3.2188|-1510.136281|697.35|282.85|-1509.785098|0.0061|-0.17792|0.01894559|-1509.851127|2.3261|7.3565|7.3565
12bf_a36|0|0|3.31325137|0.0|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|2|0.044197531|-0.006877664|-0.096665166|10.96022305|1|-0.004358975|0.359635716|-0.098027247|-0.433281391|0.836170906|-0.0480253509999999|0.892249657|0.632625562|0.6791406640000001|-0.090461753|0.356652646|-71.01192632|14.01562806|0.320859336|206.6543367|-0.037486972|9.026978489|0.7054709690000001|86.28460578|-24.14405495|0.474826911|2902.591295|437.4108773|2522.341812|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|-777.5172959|34.22402339|-264.6734075|593.6088758|15.27267945|1.0|0.0|4.72|0.0|17.0|3.0|69.2|1.0|123.67|0.0|1.0|5.0|-3.99|6.0|-6.8|0.0|-4.32|0.000102|0.0424|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3874.0|-1431.413697|670.85|236.98|-1431.187555|0.4006|-0.2139|0.03299488|-1431.246893|7.5932|8.2218|8.2218
25_a47|1|1|0.0|0.0|1.30432753|1.234859637|0.037667531|-0.010144825|4.727387819|2|0.043695652|-0.003963349|-0.035030495|10.94972207|1|-0.00269275|-0.120903298|-0.108691353|-0.545763902|0.8462332770000001|-0.077710529|0.906449648|0.622598899|0.786958319|-0.073339312|0.574771479|-53.40631957|12.27779881|0.213041681|129.3338553|-0.031278972|7.453635586|0.6238742279999999|71.17072517|-18.98891362|0.4760601829999999|2704.5905190000003|477.748546|1514.111398|-11.52783528|0.376125772|6.951055196|13.26689626|0.908616158|-518.7525876|30.43708613|-150.4037281|513.2159236|17.76440561|0.0|1.0|3.26|3.27|21.0|4.95|84.73|2.0|109.7|0.0|1.0|5.0|-4.99|5.0|-6.3|1.0|-4.82|1.01e-05|0.00417|0.00626|3.53|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|3.9878|-1735.414386|626.55|258.29|-1735.2218059999998|0.0702|-0.22919|0.0285712999999999|-1735.279715|5.1625|7.8|7.8
11e_a5|0|0|2.971327032|0.0|1.338814635|0.0|-0.2114441819999999|-0.003208975|5.209486153|2|0.020943152|0.008268901|-0.16669151|10.9487795|1|0.008721244|-0.127225457|-0.0924814769999999|-0.234433859|0.775794895|-0.048843135|0.8215345|0.747366251|0.876758791|-0.062865536|0.372098505|-52.34653881|7.986070113999999|0.123241209|81.64179149|-0.0282210629999999|5.290414418|0.72163516|63.5644542|-18.69519243|0.483563144|2721.416353|580.8135016|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|0.936345148|-693.5448342|25.90670947|-293.6467698|735.3048881|11.21791539|0.0|1.0|3.22|3.43|23.0|4.29|66.93|2.0|125.71|0.0|1.0|7.0|-4.65|5.0|-6.28|0.0|-4.72|2.23e-05|0.00919|0.00782|3.56|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|4.1036|-1316.547103|717.76|280.64|-1316.239803|0.2125|-0.20559|0.03460011|-1316.301553|2.8694|7.3979|7.3979
8b_a50|1|1|3.1324050960000003|0.0|1.398299046|2.021915391|-0.115740384|-0.0045301379999999|5.777652323|1|0.035718954|0.006841944|-0.009441452|10.945024|2|0.007057361|-0.170496134|-0.065440141|-0.332085641|0.809463375|-0.027207307|0.8836675340000001|0.71043578|0.845349082|-0.072629787|0.267094693|-37.39727879|10.30543157|0.154650918|74.08248511|-0.030360051|4.93661461|0.6717097959999999|49.02840043|-14.54338619|0.428882006|2143.807599|404.9478761|1401.458274|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|-250.8020475|21.65129387|-164.5084115|339.5806858|11.63112165|1.0|1.0|3.21|1.69|20.0|3.41|59.39|0.0|89.78|0.0|2.0|2.0|-3.44|3.0|-6.32|1.0|-3.81|0.000359|108.0|46.0|2.55|0.0|1.16e-06|0.000347|-0.02903|4.5256|4.1804|-967.3527447|515.81|273.96|-967.212701|121.0|-0.20144|0.036701907|-967.258772|5.8205|7.1675|7.1675
3f_a32|1|1|3.553167045|0.0|0.6094207770000001|0.0|0.0067550119999999|-0.00611496|5.733341277|0|0.042380952|0.001276735|-0.113189563|10.31100273|3|0.002565215|-0.112493266|-0.074808287|-0.5487283829999999|0.820782305|-0.110248899|0.871865543|0.786074011|0.874026684|-0.073433055|0.3217719189999999|-54.8993954|6.707989266|0.125973316|71.02334697|-0.030139709|3.78194259|0.78919828|61.47296003|-16.99267001|0.435176082|2273.466801|492.7734095|2130.756016|-9.580412233|0.21080172|6.153728636|10.89495051|0.770463268|-402.3773138|21.53155987|-326.0981041|475.3634141|6.573564628|1.0|1.0|3.9|3.31|19.0|5.63|110.94|2.0|102.66|0.0|1.0|4.0|-6.89|3.0|-5.03|1.0|-5.4|1.28e-07|4.53e-05|0.0014|4.83|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.5569|-1712.0610190000002|604.9|348.58|-1711.863611|293.0|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|8.0458|8.0458
8_a1 (SB-202620)|0|0|3.296085365|0.0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|1|0.037578348|-0.012672753|-0.1402198369999999|10.94957568|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.612004804|0.743088715|-0.042789124|0.805476065|0.658433571|0.648967503|-0.117682533|0.174628594|-59.72618401|8.809217494|0.351032497|199.1596945|-0.041081545|4.997944864|0.7742395870000001|70.8721358|-23.30777912|0.4564697679999999|2431.842132|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|13.67402758|0.839824062|-542.1742393|30.104091200000003|-311.18185800000003|433.2550452|11.1459518|1.0|0.0|2.74|2.21|23.0|5.06|78.87|2.0|99.61|0.0|1.0|4.0|-4.94|5.0|-5.94|1.0|-4.7|1.14e-05|0.0041|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|3.4052|-1223.279021|586.27|364.11|-1222.9606720000002|0.5339|-0.2105199999999999|0.16177304|-1223.014114|5.5005|6.3979|6.3979
3p_a32|1|1|3.456037415|0.0|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|0|0.036666667|-0.000971341|-0.111150118|10.31100269|3|0.000920756|-0.092884784|-0.146606489|-0.53666614|0.8599558070000001|0.058054833|0.918782026|0.6956696440000001|0.8195708759999999|-0.070907174|0.366898545|-58.13283248|12.5150622|0.180429124|106.1908248|-0.029183126|7.365688817|0.6199678829999999|73.07639870000001|-17.1756096|0.416240891|2650.4178850000003|482.3550967|3037.061498|-10.10863498|0.380032117|6.243062200000001|10.69458635|0.713035367|-444.779939|27.70403125|-141.21321609999998|530.5658569|14.94356622|1.0|1.0|3.38|2.6|19.0|3.71|131.25|1.0|112.37|0.0|1.0|4.0|-5.11|4.0|-6.8|1.0|-4.25|7.78e-06|0.00308|0.0222|2.7|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|3.6436|-1879.554272|626.32|340.28|-1879.350471|0.3083|-0.20018|0.02642856|-1879.406962|5.4496|7585.0|7585.0
7s_a46|0|0|0.0|0.218897825|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|1|0.044509804|0.0060802|-0.005405515|10.94651358|1|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|0.770312275|-0.036284605|0.8182543959999999|0.768056188|0.858788462|-0.096723151|0.249893305|-41.72189594|4.458665639|0.141211538|70.97315818|-0.031623562|2.240932895|0.8198874559999999|47.36217237|-15.894055599999998|0.433822088|1982.695462|431.6285339|1619.4591|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.7662292690000001|-335.5119279|19.38565529|-321.55195330000004|409.9543818|5.640276426000001|0.0|1.0|3.08|2.33|17.0|3.9|50.94|0.0|91.19|0.0|1.0|2.0|-4.07|3.0|-5.81|1.0|-4.24|8.590000000000001e-05|0.0262|0.0176|3.32|0.0|8.39e-07|0.000256|-0.02024|5.2972|4293.0|-974.8067569|539.99|234.06|-974.615216|0.1186|-0.19947|0.036050328|-974.664103|3.6655|5.7022|5.7022
18b_a30|0|0|0.0|0.0|0.604987149|0.0|0.036563014|-0.006947027|5.351858133|2|0.041767677|0.003099827|0.016709918|10.31163838|1|0.0036417359999999|-0.072825879|-0.049287858|-0.45633339|0.822401103|0.022695194|0.8839272779999999|0.760234689|0.869340364|-0.078751666|0.413791511|-63.07862164|13.14992762|0.130659636|86.42600053|-0.036237883|8.698138813|0.759715688|75.30642440000001|-23.96987622|0.424912258|2915.383182|575.0330633|3057.267112|-15.85509189|0.240284312|7.513189589|13.0644231|0.7388650920000001|-792.7545943|31.55111394|-343.5825913|666.0036144999999|12.22780277|1.0|0.0|4.78|0.0|17.0|2.49|105.44|2.0|131.99|0.0|1.0|5.0|-5.49|5.0|-6.33|0.0|-4.8|3.23e-06|0.00137|0.0066599999999999|3.59|0.0|2e-07|8.47e-05|-0.06142|3.5256|3.5256|-1668.034279|697.37|351.66|-1667.788575|0.3576|-0.2052699999999999|0.03910602|-1667.849173|6.5037|7.6003|7.6003
3_a47|0|0|0.0|0.0|1.304465159|0.0|0.013076203|-0.008740449|0.0|2|0.03308642|-0.008828261|0.103847816|10.93671092|0|-0.007967014|-0.021029826|-0.015388793|-0.457330633|0.720319618|0.104873188|0.780628097|0.815682427|0.854727481|-0.083129079|0.4661246329999999|-49.71258151|4.514659074|0.145272519|76.18000386|-0.036461577|2.367459086|0.7849694909999999|58.22383723|-19.12022366|0.403777634|2243.894237|448.2137648|1280.146703|-10.02652614|0.2150305089999999|6.46319354|10.84023999|0.67722658|-391.0345195|24.35791949|-298.8724505|418.022895|8.511255722000001|1.0|1.0|2.59|2.89|22.0|5.4|58.04|1.0|101.55|0.0|1.0|3.0|-5.54|3.0|-5.16|1.0|-5.35|2.86e-06|0.000995|0.00156|4.6|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|556.65|217.52|-1469.969304|0.2182|-0.2119|0.03619487|-1470.0192869999998|5.3274|6.5|6.5
7f_a8|0|0|2.961566988|0.0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|0|0.044814815|0.00112124|-0.087673259|10.94343485|1|0.00084936|0.09329746|0.052081992|-0.381574707|0.7051689170000001|-0.048917705|0.7677336090000001|0.507325475|0.770229267|-0.091890536|0.3155671539999999|-50.01741803|7.858266077000001|0.229770733|130.7330978|-0.040738044|4.471132824|0.880922225|55.85651025|-23.17880348|0.4513917389999999|2534.956113|438.23883319999993|1854.738581|-13.18808857|0.119077775|7.704280774|14.04331892|0.822794279|-540.7116315000001|26.31197491|-433.4681077|446.5544107|5.839092213|1.0|0.0|3.14|3.23|23.0|5.49|61.58|2.0|101.89|0.0|1.0|3.0|-5.68|4.0|-5.27|1.0|-5.5|2.09e-06|0.00078|0.00118|4.66|1.0|3.5e-09|1.31e-06|-0.07492|3.8187|3.4810000000000003|-1285.196168|584.99|324.68|-1285.017838|0.1502|-0.21998|0.02809022|-1285.071664|11.6137|4.4479|4.4479
19h_a38|0|0|3.2723542610000003|0.0|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|2|0.042622739|-0.002526241|-0.043452674|10.96083376|1|-0.000673716|0.303981987|-0.101303149|-0.420225236|0.819222745|-0.054149342|0.8741648479999999|0.698414933|0.7746288020000001|-0.082211319|0.3263113569999999|-64.79649453|12.51014765|0.225371198|132.7728693|-0.03959525|7.370099699|0.75379331|76.70128100000001|-23.32673803|0.47459722|2774.611523|456.3568442|1839.424968|-13.74247449|0.24620669|6.820483788|12.98143834|0.903301693|-687.1237247|30.94580137|-299.0343596|595.8790650000001|11.90478646|1.0|1.0|4.8|2.43|17.0|2.55|81.23|1.0|125.69|0.0|1.0|5.0|-4.14|4.0|-6.77|1.0|-4.17|7.209999999999999e-05|29.0|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.5358|-1332.187847|626.65|331.65|-1331.941646|88.0|-0.20379|0.03396934|-1331.999352|9.0777|8.0348|8.0348
15_a15|0|0|0.0|0.0|1.435688991|0.0|-0.132759299|-0.006378587|0.0|3|0.029814815|0.001806571|0.000676845|10.95980315|0|0.003766915|-0.098862691|-0.173728081|-0.3597407929999999|0.724319314|0.007958332|0.7725348679999999|0.796300317|0.8972060479999999|-0.061884697|0.7028760070000001|-60.51136736|13.71976186|0.102793952|68.29723829999999|-0.031405332|9.115534766|0.702544178|73.99578515|-20.86598874|0.435723718|3027.719888|596.1118717|2868.890383|-13.86355301|0.297455822|6.673906339|11.8273735|0.772181523|-804.0860746000001|29.700607300000005|-269.1443943|830.7967967000001|13.48441779|1.0|0.0|4.04|4.34|24.0|6.69|59.51|2.0|138.24|0.0|1.0|6.0|-6.32|4.0|-5.26|0.0|-6.1|4.77e-07|0.000214|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|2582.0|-1450.7538470000002|700.82|335.38|-1450.398033|0.0066|-0.1475|0.02849263|-1450.462493|2.9566|6.9626|6.9626
5b_a40|0|0|0.0|0.0|0.604912077|1.616656116|-0.067567502|-0.0049439079999999|6.167516491000001|0|0.044946237|0.008515162|0.179058252|10.31198309|2|0.006372485|-0.164084255|0.007986879|-0.389789991|0.817071232|-0.400500595|0.88618123|0.503365018|0.881264402|-0.077031845|0.313503463|-45.78637031|9.59023102|0.118735598|59.56617021|-0.036507111|4.811137897|0.829018186|52.08187888|-18.31454812|0.477304896|2126.9310920000003|442.1045286|764.9528181|-9.187872156|0.1709818139999999|6.521443259|12.47657231|0.913161214|-275.6361647|22.09185326|-330.1175669|285.9136384|6.2955085660000005|1.0|0.0|3.13|2.82|14.0|4.39|75.5|1.0|84.17|0.0|2.0|3.0|-5.43|3.0|-5.42|1.0|-4.84|3.69e-06|0.00125|0.00488|4.14|0.0|5.65e-06|0.00191|-0.07069|3.9759|3.9759|-2096.782087|515.23|311.84|-2096.707754|0.3005|-0.23068|0.01471235|-2096.757832|9.3069|7.1938|7.1938
21_a10|0|0|0.0|0.0|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|2|0.035818182|0.001533145|-0.023060773|10.92966143|1|0.002099681|-0.051564917|-0.0236638829999999|-0.4636733179999999|0.7620337359999999|0.057775125|0.81962595|0.68876002|0.7747854129999999|-0.091053776|0.8663152820000001|-59.80834512|13.34776629|0.225214587|159.11338909999998|-0.03292131|9.430154402|0.704106635|75.80259699|-23.25880088|0.391384102|3104.255496|547.3834282|2701.142106|-16.4322688|0.295893365|8.388036625|13.78215169|0.643072426|-887.342515|33.03306591|-288.401376|746.5727327999999|15.99425187|1.0|0.0|3.5|3.17|27.0|5.6|90.13|2.0|128.59|0.0|1.0|5.0|-5.77|6.0|-6.07|0.0|-5.51|1.69e-06|0.0007599999999999|0.0014|4.17|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|3.8599|-1485.499561|716.1|208.04|-1485.216871|0.1489|-0.2226|0.03802869|-1485.278495|1.1872|5.3188|5.3188
13l_a6|0|0|3.433158672|0.0|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|1|0.0408037829999999|-0.009326562|-0.037558466|10.95129637|1|-0.006280295|0.144180269|-0.045794891|-0.564860904|0.7908110340000001|-0.058931734|0.84018367|0.827754203|0.643098986|-0.118071236|0.210844002|-88.13242567|20.90615311|0.3569010139999999|248.6104661|-0.0451862259999999|14.56282911|0.793671137|100.8610837|-31.47586631|0.4257335779999999|2967.923804|447.9705372|3127.831037|-21.92549054|0.206328863|8.810095892|15.34147837|0.7413520309999999|-1227.82747|39.65857501|-409.1314702|741.5222707|12.72865798|1.0|1.0|3.64|2.22|23.0|3.8|115.15|1.0|124.98|0.0|1.0|7.0|-5.49|5.0|-6.59|1.0|-4.77|3.26e-06|0.00144|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|-0.04885|3.6675|3.5499|-1465.865882|735.52|338.07|-1465.560303|0.0165|-0.19447|0.03092407|-1465.624566|8.9893|6.4145|6.4145
4b_a49|0|0|0.0|0.0|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|2|0.036555556|0.001769804|-0.033486358|10.92776533|1|0.002557204|-0.10158752|-0.0563571629999999|-0.390006034|0.798826417|0.005818676|0.852400617|0.6967593559999999|0.7581492670000001|-0.091725536|0.438784865|-55.5653235|14.84890147|0.241850733|148.84640819999998|-0.030696709|9.138717999|0.645330839|71.2971749|-18.89220999|0.477868186|2708.998101|466.6010051|1701.832352|-11.62716177|0.354669161|7.588962922|14.53457293|0.915225186|-581.3580885|29.27523192|-178.8869784|600.3287567000001|15.73185141|1.0|1.0|3.37|3.1|21.0|3.26|90.13|1.0|112.36|0.0|1.0|6.0|-3.81|6.0|-7.12|1.0|-3.88|0.000155|62.0|0.0527|2.28|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.7413|-1333.063439|664.86|267.08|-1332.800229|0.0615|-0.22366|0.03702033|-1332.8586269999998|2.2306|7.1024|7.1024
12bi_a36|0|0|3.466222049|0.0|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|2|0.043854875|0.000482522|-0.067142264|10.95958518|1|0.002872872|0.056936052|-0.176729938|-0.37220074|0.812921349|0.0997949019999999|0.858971809|0.8350231859999999|0.7850011179999999|-0.082914301|0.382000949|-75.1419557|24.16125901|0.214998882|150.12481100000002|-0.027831043|16.87080604|0.4996603229999999|101.3899049|-19.43326441|0.461975362|3044.149713|548.1337538|2660.0547690000003|-13.56944331|0.500339677|8.454426643|15.71382803|0.85865094|-787.0277122|38.89295091|0.474365004|766.4854363|26.24794923|1.0|1.0|4.97|0.0|17.0|1.9|87.66|1.0|136.74|0.0|1.0|7.0|-4.11|6.0|-7.13|0.0|-4.15|7.75e-05|0.0342|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|3.6851|-1461.997992|742.94|319.1|-1461.69263|0.0252|-0.2018|0.0318395999999999|-1461.75632|8.8903|7.8539|7.8539
11_a47|0|0|0.0|0.0|1.381898438|0.0|0.035230036|-0.007767503|0.0|3|0.033931624|-0.007419345|0.081235787|10.93671007|0|-0.00580273|-0.120383371|-0.038723054|-0.451384505|0.715054643|-0.058523885|0.770028429|0.686454722|0.796863393|-0.08164597|0.572646116|-59.10798423|5.184267117|0.203136607|124.4421556|-0.035945973|3.175899139|0.816608795|66.9895812|-22.02062158|0.4686568239999999|2842.168734|488.1611434|2201.328597|-13.48990542|0.183391205|5.966142027|11.22841564|0.8820228529999999|-687.9851765999999|26.96593732|-387.9111844|670.2339441|7.881596968999999|1.0|1.0|3.28|3.15|28.0|6.68|70.93|2.0|124.7|0.0|0.0|4.0|-6.29|5.0|-5.28|1.0|-6.03|5.110000000000001e-07|0.000216|0.000394|5.06|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|3.7253|-1396.184699|654.49|332.82|-1395.922861|0.2321|-0.20554|0.03959805|-1395.980918|4.6111|7.4|7.4
47i_a18|0|0|0.0|0.0|1.251177255|0.0|0.053794607|-0.006882626|4.844187086|0|0.037484277|-0.000919158|0.073977454|10.94702091|0|0.000427479|-0.057689282|-0.106018078|-0.499939719|0.744472118|-0.064085904|0.7842882870000001|0.727767462|0.8030751740000001|-0.0780255879999999|0.279553995|-62.41153158|6.787641686000001|0.196924826|137.1555392|-0.035256027|4.727502734|0.8608685909999999|68.954317|-24.55535669|0.487446923|2795.907966|559.3312455|1333.332089|-17.10248143|0.139131409|9.573882864|18.67881257|0.951017454|-1043.251367|28.52393145|-502.6804099|855.7438937000001|6.542785417999999|1.0|1.0|4.05|0.0|18.0|2.8|85.29|3.0|134.83|0.0|1.0|8.0|-5.18|3.0|-6.36|1.0|-4.78|6.58e-06|0.0029|0.00735|3.7|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|3.2321|-1416.260696|744.95|383.61|-1415.875678|0.5085|-0.18299|0.02671774|-1415.944522|3.5235|7.7212|7.7212
14b_a25|0|0|0.0|0.0|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|2|0.038137255|0.004725325|-0.012989126|10.93106299|1|0.004892038|0.0028569959999999|-0.043923908|-0.3691494039999999|0.7723870909999999|-0.085205646|0.8333962429999999|0.632638761|0.859628015|-0.076156512|0.329662946|-58.29440389|11.08504021|0.140371985|97.23019209|-0.032728922|7.678174472999999|0.772789587|69.2012501|-22.67004596|0.490638154|3038.600508|595.4307570000001|2118.281186|-15.70265555|0.227210413|8.690235527|17.06102567|0.963240883|-847.9433995999999|29.33534086|-377.9013888|760.3735147000001|10.90684621|1.0|1.0|3.51|3.21|27.0|4.79|96.49|2.0|130.97|0.0|1.0|6.0|-5.6|5.0|-6.26|1.0|-5.23|2.49e-06|0.0011099999999999|0.00261|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|4069.0|-1444.544749|716.14|228.59|-1444.266358|0.0006|-0.22149|0.03876374|-1444.330251|3.2784|7.6576|7.6576
19d_a38|0|0|3.314284769|0.0|1.297043205|0.0|0.013465335|-0.0120676969999999|5.351858133|2|0.04572104|-0.011156837|-0.0555594909999999|10.95446448|1|-0.00835812|0.041924146|-0.060668296|-0.529632789|0.853092207|0.111104525|0.908591797|0.730686013|0.63167949|-0.116424545|0.3509455999999999|-80.2776536|15.53007152|0.36832051|236.7675313|-0.04393982|9.98319831|0.7494816990000001|94.84426896|-28.24584108|0.478151237|3055.168373|406.0626253|2995.494247|-18.15727844|0.250518301|7.056031803|13.52121974|0.916264002|-980.493036|37.68716585|-320.7487188|686.8472757999999|14.56661536|0.0|0.0|4.91|2.38|17.0|1.65|124.32|1.0|133.79|0.0|1.0|6.0|-3.87|5.0|-7.84|0.0|-3.62|0.000134|0.0594|107.0|1.65|0.0|3.94e-07|0.000175|-0.05091|5.3771|3.6586|-1500.898316|679.08|230.58|-1500.621723|0.0699|-0.20145|0.04735828|-1500.683599|10.6621|7.9586|7.9586
