molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|BIC2|MATS8s|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
13i_a6|0|0|3.399318783|0.0|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|1|0.042560386|-0.011017781|0.034304189|10.95129557|1|-0.007703306|0.057038772|-0.045418125|-0.560601136|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0.624046118|-0.120457274|0.221116773|-86.83156133|20.90143854|0.375953882|252.0312146|-0.046433945|14.01186473|0.783597763|100.2320567|-31.12829557|0.429711323|2906.257489|418.3467934|2880.134143|-20.86772478|0.216402237|8.294136887|14.54375165|0.753497905|-1105.989413|39.72483975|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|3.59|2.7|23.0|3.54|115.15|1.0|120.17|0.0|1.0|6.0|-5.03|5.0|-6.81|1.0|-4.48|9.32e-06|0.00398|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0481399999999999|3.6668|3.5614|-1426.549926|703.43|338.12|-1426.269916|19.0|-0.19454|0.03191957|-1426.332492|10.1375|7.6778|7.6778
11d_a31|0|0|3.39688681|0.0|0.610136352|0.0|0.064475882|-0.017317263|5.733341277|0|0.0388738739999999|-0.009496378|-0.092360393|10.31169874|2|-0.006496772|0.026806221|-0.096447723|-0.574318121|0.822077662|-0.057505249|0.868115289|0.78396996|0.585212816|-0.134031221|0.197166451|-82.06512842|21.07078977|0.414787184|253.9354598|-0.040797245|12.89967697|0.6817705409999999|98.8237718|-24.97634343|0.4816588089999999|2532.447962|358.2711594|2039.207676|-15.29068277|0.318229459|7.885647873|15.21323794|0.929231204|-703.3714074|36.63453013|-222.5622569|505.4234462|16.75864338|1.0|1.0|3.6|2.83|16.0|4.03|125.57|1.0|102.13|0.0|1.0|7.0|-5.48|6.0|-6.4|1.0|-4.2|3.33e-06|0.00128|0.0241|3.17|0.0|5.83e-07|0.000225|-0.03404|3.8009|3.8009|-1598.7152199999998|650.64|326.2|-1598.4848980000002|0.2642|-0.19226|0.04390452|-1598.546288|4.6622|7.5229|7.5229
12au_a36|0|0|3.422314661|0.0|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|2|0.044036281|-0.006862238|-0.023640632|10.31810353|1|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|0.825565083|-0.021932444|0.877827228|0.750657639|0.698996981|-0.090166553|0.284342092|-79.35600767|15.51748637|0.301003019|216.5471227|-0.038036474|11.16356587|0.7160586109999999|95.91776213|-27.36414058|0.492871181|3484.987058|502.8713191000001|2384.109036|-19.68626738|0.283941389|8.963940512999999|17.67586495|0.97188557|-1141.803508|38.21494522|-310.873098|805.2286932|16.56175445|0.0|0.0|5.0|0.0|17.0|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|-8.03|0.0|-3.72|0.0001409999999999|0.0668|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|3.7105|-1876.207937|752.27|241.65|-1875.89525|0.0158|-0.2087099999999999|0.05174058|-1875.960827|8.0814|7.3279|7.3279
12l_a30|0|0|0.0|-4.712037416|0.60498366|0.0|0.157020295|-0.015371073|5.351858133|2|0.044036281|-0.00695299|0.154540315|10.31162828|1|-0.004395528|-0.300262845|-0.077457998|-0.640870513|0.830875659|-0.045411075|0.883029843|0.593245722|0.834279405|-0.0905026719999999|0.37422435|-76.82494797|10.78883933|0.165720595|115.9404641|-0.045581702|7.548024079|0.8218150790000001|88.64610824|-31.88960104|0.462727396|3306.001879|583.6736326|2394.793539|-22.31041443|0.178184921|9.258542907|17.23248653|0.861252543|-1182.451965|38.8038646|-450.2927313999999|696.6414817000001|11.82116027|1.0|0.0|4.72|0.0|17.0|4.78|90.88|2.0|133.96|0.0|1.0|7.0|-6.7|8.0|-5.66|0.0|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|3.5245|-1988.033039|729.17|245.74|-1987.782294|0.1574|-0.20397|0.03406276|-1987.848331|2.9851|7.2154|7.2154
17_a4|0|0|0.0|-4.533317957|1.219995452|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|1|0.043084795|0.001892883|-0.3948966229999999|10.94611837|1|0.002155864|-0.073733221|-0.0179434139999999|-0.392770755|0.772721853|0.0147116789999999|0.8347553529999999|0.484393047|0.888791225|-0.0887214819999999|0.332034943|-46.06264282|5.472562628|0.111208775|57.34712812|-0.042181562|2.822041259|0.861696586|52.67753395|-21.75180355|0.4440629029999999|2351.601697|458.3237652|1658.726841|-11.21677197|0.138303414|5.923504372999999|10.65499029|0.798764653|-403.8037909|25.24299609|-373.0328031|319.5521911|6.61489113|1.0|0.0|3.31|2.94|17.0|6.26|30.71|1.0|85.09|0.0|1.0|3.0|-4.36|6.0|-5.56|1.0|-4.81|4.39e-05|0.0152|0.00532|4.01|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.3363|-1255.994721|527.39|285.92|-1255.881628|0.2045|-0.21745|0.02636403|-1255.932407|6.3221|6057.0|6057.0
12bd_a36|0|0|3.497517322|0.0|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|2|0.04625323|0.003676818|-0.030990165|10.94639828|1|0.0045625|0.042808724|-0.101854847|-0.436345273|0.78699829|-0.011529973|0.833398429|0.857993338|0.832478093|-0.071083327|0.279020022|-65.65179884|11.7156452|0.167521907|110.578217|-0.035521445|7.733288012999999|0.78244124|75.7932235|-23.44707102|0.475272043|2772.776922|549.5039111000001|2403.371086|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|-866.7115819|29.96655829|-372.868829|729.1873176|10.14142465|1.0|0.0|4.95|0.0|17.0|2.5|69.2|1.0|133.68|0.0|1.0|5.0|-4.54|4.0|-6.38|1.0|-4.6|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3544.0|-1311.591775|706.26|319.66|-1311.291779|0.0058|-0.19826|0.03110617|-1311.352257|7.6908|7.7696|7.7696
11_a33|1|1|3.221176304|0.0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|0|0.034984568|-0.003303432|0.143981643|10.31100126|3|-0.00103193|0.105574347|-0.122478641|-0.393892466|0.85401347|0.003391835|0.921896958|0.781083337|0.857287241|-0.070841241|0.229250542|-50.94714637|16.37099833|0.142712759|69.3240686|-0.030847481|7.95236684|0.552878386|68.11455221|-14.98445481|0.4673066279999999|2220.315582|416.4353629|979.349175|-7.278840251|0.447121614|5.24049311|9.837729137|0.8772525659999999|-247.4805685|27.10262364|-51.37234937|335.4799765|17.16740584|1.0|1.0|3.19|2.31|19.0|4.13|120.17|0.0|89.77|0.0|1.0|3.0|-5.48|4.0|-5.97|1.0|-4.38|3.32e-06|0.00109|0.0136|3.28|0.0|5.92e-07|0.000194|-0.05806|3.5049|3.5049|-1669.324638|506.55|353.74|-1669.202327|0.5408|-0.19938|0.02055276|-1669.251123|4.5998|8.3188|8.3188
1n_a5|0|0|2.91912867|0.0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|2|0.024388889|0.004367323|-0.150600424|10.94528897|1|0.004754079|0.004115733|-0.00966135|-0.393928416|0.77828693|-0.013686011|0.8402078140000001|0.656280207|0.785210014|-0.082180848|0.428980979|-47.04056285|13.27640087|0.214789986|123.2912732|-0.030493391|7.620766672|0.627751746|63.57058627|-17.50346525|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|-432.02691110000006|27.88278228|-146.6611704|467.1194103|16.53002342|1.0|1.0|2.88|2.67|23.0|3.99|80.76|1.0|101.77|0.0|1.0|5.0|-4.27|5.0|-6.41|1.0|-4.18|5.41e-05|0.0193|0.0234|2.91|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.3838|-1179.209088|607.15|282.82|-1179.018429|0.3789|-0.23278|0.03956123|-1179.073189|0.7104|7.5686|7.5686
12d_a40|0|0|0.0|0.0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|-0.000134504|0.087954209|10.31197256|2|-0.002126898|0.3683138529999999|0.127299624|-0.552689736|0.7769829840000001|-0.0065648919999999|0.845904643|0.6948809659999999|0.840431415|-0.095675903|0.0913543|-48.54239742|6.204226377|0.159568585|84.53363343|-0.038873458|3.286773518|0.844283549|55.13932669|-20.59374436|0.470893531|2270.596857|445.2300015|643.5166227999999|-10.90981687|0.155716451|7.877041626|14.88744155|0.8899787840000001|-360.0239567|24.39197636|-364.7778083|350.9435025|6.596929268999999|1.0|1.0|3.23|2.94|20.0|5.02|84.45|2.0|96.16|0.0|1.0|2.0|-6.25|2.0|-5.13|1.0|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|1.44e-07|5.2e-05|-0.07765|4.3959|2.7962|-2153.197255|552.57|282.05|-2153.071733|115.0|-0.19369|0.0164339|-2153.123107|1.9961|7.7212|7.7212
14_a1|0|0|3.3674017380000003|0.0|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|1|0.035620155|-0.011639964|-0.029658865|10.94959842|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0.593170871|-0.12658238|0.206941175|-72.59355177|19.5711254|0.406829129|240.9270705|-0.046308519|11.59015807|0.753357398|87.02320758|-27.42423067|0.47517581|2678.985809|351.2799603|1876.042189|-16.24082222|0.246642602|7.46120838|14.21658628|0.905399978|-730.8369997000001|36.40268318|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|3.25|2.35|23.0|3.63|103.12|1.0|106.85|0.0|1.0|4.0|-4.52|5.0|-6.73|1.0|-4.25|3.03e-05|0.0116|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05962|3.8344|3.3061|-1292.588129|621.08|323.35|-1292.359534|0.3497|-0.19322|0.03490867|-1292.415211|5.3099|7.0269|7.0269
12a_a40|0|0|0.0|0.0|0.604990853|1.784989449|0.021610099|-0.00431394|5.4161004020000005|0|0.036587302|0.01039129|0.100414476|10.31197265|2|0.007890601|0.298197213|0.018655637|-0.4764003679999999|0.718281767|0.023863832|0.7867243829999999|0.525051106|0.940879765|-0.064340227|0.000279043|-38.17175304|6.001293955|0.059120235|30.15370934|-0.033799|3.060902482|0.85136964|43.65970865|-17.23885621|0.476055146|2185.594734|479.8867095|600.1247016|-8.792513441|0.14863036|7.563170499|14.43505064|0.908597808|-272.5679167|20.24838026|-358.4254366|323.26151960000004|5.487955617999999|1.0|0.0|3.2|3.39|20.0|5.43|58.43|1.0|91.76|0.0|1.0|2.0|-6.41|2.0|-4.56|1.0|-5.95|3.86e-07|0.000134|0.00039|5.43|1.0|6.15e-08|2.13e-05|-0.08015|3.0966|3.0966|-2097.826771|530.55|400.39|-2097.7296100000003|0.3701|-0.2091|0.0104658999999999|-2097.779499|3.8054|5.7501|5.7501
21_a12|0|0|0.0|0.0|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|3|0.037992832|-0.003879878|-0.01367083|10.31140747|1|-0.001825446|-0.388196876|-0.116098308|-0.522951134|0.835359152|-0.061915124|0.89838263|0.859899236|0.84827776|-0.068775342|0.192026642|-50.37198585|6.154473157000001|0.15172224|76.35009799|-0.036878492|3.097071518|0.770818357|59.10840872|-18.55810005|0.473492395|2185.835701|426.8727514|1080.052791|-9.338859985|0.229181643|5.891343219|11.18947411|0.8993077970000001|-354.8766794|24.07584081|-272.5639702|380.2468615|8.736422872|1.0|1.0|4.05|2.81|17.0|2.25|78.41|0.0|98.16|0.0|1.0|3.0|-3.82|4.0|-6.45|1.0|-3.76|0.00015|48.0|0.0551|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|539.67|264.64|-1327.347724|0.1668|-0.22253|0.02758166|-1327.397348|3.2551|7.6576|7.6576
12aa_a30|0|0|0.0|0.0|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|2|0.043854875|0.003529389|0.059360681|10.31162784|1|0.005111479|-0.023695642|-0.12254489|-0.394520145|0.809127478|0.024991407|0.855880335|0.794193541|0.8126513129999999|-0.078042288|0.418522684|-70.79444906|21.58471858|0.1873486869999999|130.84205079999998|-0.033789461|15.0745057|0.630759573|91.51563481|-23.59814969|0.4659424379999999|3115.249471|567.5458219999999|2455.130164|-16.48066156|0.369240427|8.65813938|16.21199661|0.872457337|-939.3977091|37.41227352|-182.6418006|792.3440337000001|20.72118575|1.0|1.0|4.86|0.0|17.0|2.63|100.11|2.0|140.26|0.0|1.0|7.0|-5.61|6.0|-6.39|0.0|-5.0|2.47e-06|0.00113|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04966|5.1925|3.4642|-1804.818818|748.78|238.78|-1804.516348|0.1506|-0.19687|0.03443621|-1804.582558|6.4878|8.1135|8.1135
13_a10|0|0|0.0|0.0|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|2|0.038726287|0.00384732|-0.002128014|10.9296146|1|0.003791547|-0.154121136|-0.017015286|-0.345108701|0.78472614|0.00746881|0.84680169|0.736686715|0.818027691|-0.094726989|0.4676169839999999|-41.62089688|6.168030793|0.181972309|91.99711608|-0.030119651|3.118282386|0.7144943490000001|51.21590298|-15.22715739|0.449563457|2261.82488|413.5584641|1630.880014|-7.698174391|0.285505651|5.069505473|9.209972585|0.816739845|-315.62515|21.31179541|-216.8776303|422.96706330000006|9.595006108|1.0|1.0|3.02|2.58|21.0|3.81|63.83|0.0|97.14|0.0|1.0|2.0|-3.76|4.0|-6.34|1.0|-4.1|0.000176|0.0576|0.0258|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|3.8419|-1065.874094|550.83|212.63|-1065.68351|0.1514|-0.20959|0.0346535|-1065.732389|5.3726|6.7959|6.7959
12bh_a36|0|0|3.50075137|0.0|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|2|0.044197531|0.003676818|0.075747971|10.94728093|1|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|0.78699829|-0.211972014|0.833398429|0.857993338|0.833491953|-0.070687668|0.317612728|-66.28126709|11.73109101|0.166508047|110.81353529999998|-0.035569289|7.807212275|0.783294222|76.46867897|-23.6718811|0.482052584|2773.193279|554.7010591|2437.805332|-15.75398235|0.216705778|7.545637217999999|14.56834609|0.930697921|-882.2230117|30.2209316|-377.0728785|729.1873176|10.18741188|1.0|0.0|4.95|0.0|17.0|2.5|69.2|1.0|133.68|0.0|1.0|5.0|-4.54|4.0|-6.38|1.0|-4.6|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|715.94|319.46|-1311.293683|11.0|-0.20168|0.03071385|-1311.356102|7.7975|7.8539|7.8539
19g_a38|0|0|3.229090845|0.0|1.297044182|0.0|-0.077355838|-0.008497058|5.351858133|2|0.042419753|-0.006877664|-0.009881824|10.96052467|1|-0.004358975|-0.096139701|-0.098027247|-0.438254637|0.836170906|-0.063110203|0.892249657|0.632625562|0.7200062690000001|-0.086314802|0.5322242429999999|-72.29378538|14.52522351|0.279993731|177.181631|-0.038842708|9.191644336|0.719941993|86.78105144|-24.57988703|0.455443492|2897.384301|455.6240763999999|2506.378649|-15.5542928|0.280058007|6.327835378|11.62016299|0.836356715|-777.7146399000001|34.14148263|-278.3610963|593.6088758|14.48726605|1.0|1.0|4.82|2.52|17.0|3.11|81.23|1.0|125.65|0.0|1.0|5.0|-4.25|5.0|-6.81|1.0|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.6887|-1431.419426|638.82|234.97|-1431.186566|0.0962|-0.20748|0.03244515|-1431.244906|6.1765|7.3778|7.3778
26_a20|0|0|0.0|0.0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|4.727387819|2|0.0396875|0.003085806|-0.054222344|10.93106273|1|0.003149352|0.249416844|0.0346782989999999|-0.446730587|0.7541508029999999|-0.070815554|0.8096894440000001|0.690530489|0.79337253|-0.0862808009999999|0.423153994|-55.81998701|8.604974082|0.20662747|139.417676|-0.0327795789999999|5.806030949|0.7848887259999999|65.85953426|-22.11735334|0.472355054|2825.254798|535.3119506|2534.075607|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|-790.9313788|28.17896678|-384.4457279|712.1606951|10.03954725|1.0|1.0|3.42|3.07|27.0|4.62|86.69|2.0|125.0|0.0|1.0|5.0|-5.14|4.0|-6.28|1.0|-5.02|7.27e-06|0.00305|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|3.8894|-1352.315376|715.27|256.05|-1352.036122|0.0814|-0.21226|0.03774288|-1352.098465|4.8742|6.8827|6.8827
9c_a31|0|0|3.410619646|0.0|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|0|0.03482906|-0.003618466|-0.1047269419999999|10.311698300000002|2|-0.000813398|-0.062065125|-0.138799714|-0.546598398|0.842823186|-0.000533581|0.8856644770000001|0.770283733|0.6746901059999999|-0.103325018|0.287455956|-81.63444414|19.30758668|0.325309894|207.3144829|-0.035867334|12.30439782|0.670716706|97.22026028|-22.85764436|0.4558841429999999|2592.448925|429.9685721|2242.189942|-14.56678943|0.329283294|8.188627935|15.04941978|0.837843885|-728.3394714|34.07943198|-217.5897278|583.9691392000001|15.58581614|1.0|1.0|3.66|3.09|16.0|3.7|117.37|2.0|108.16|0.0|1.0|8.0|-5.23|5.0|-6.53|1.0|-4.16|5.85e-06|0.00233|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|3849.0|-1618.157698|691.3|322.12|-1617.892493|0.2554|-0.19224|0.04177078|-1617.9568470000002|2.2323|6.3768|6.3768
14ae_a23|1|1|0.0|0.0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|5.351858133|2|0.042903564|0.008996289|-0.0174992419999999|10.31321689|2|0.009675528|0.047563299|-0.143336826|-0.363230717|0.7830067820000001|0.107765697|0.8356326820000001|0.7317531540000001|0.872362051|-0.065169397|0.202342743|-62.38566188|24.84237243|0.127637949|91.4475768|-0.0269140239999999|17.79858399|0.53040766|87.09501229|-19.28284095|0.479058976|3212.850883|625.0131414|2575.36078|-13.81539807|0.46959234|8.123993885|15.59484379|0.919603093|-759.846894|36.35475577|-43.57178809|770.8206617000001|24.70935041|0.0|1.0|3.74|3.76|26.0|4.03|123.48|2.0|133.27|0.0|1.0|7.0|-5.8|6.0|-6.68|0.0|-5.08|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|3.6036|-1858.967022|751.57|344.06|-1858.675325|0.3205|-0.21659|0.01449323|-1858.7404850000005|9.5944|8.6038|8.6038
47p_a18|0|0|0.0|0.0|1.25117677|0.0|-0.001819106|-0.005394244|4.844187086|0|0.037575758|0.00235332|-0.015960677|10.94701988|0|0.003537135|0.037961877|-0.1736074389999999|-0.441700685|0.726294118|0.030970815|0.7611910209999999|0.710266593|0.832954548|-0.06909945|0.278332428|-61.12351185|5.913843751|0.1670454519999999|123.6411353|-0.030813794|4.377217987|0.818459442|69.19354871|-22.80728054|0.488811071|2933.069245|616.5234972999999|1367.4309119999998|-16.88114242|0.181540558|9.923659881|19.41290064|0.956223901|-1131.036542|27.86610962|-471.4248324|1011.163774|8.070036862|1.0|1.0|4.29|0.0|18.0|3.34|76.5|3.0|144.53|0.0|1.0|9.0|-5.67|3.0|-6.07|0.0|-5.27|2.13e-06|0.000998|0.0025|4.35|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|3.2036|-1493.759811|795.43|387.01|-1493.338659|595.0|-0.18746|0.02843634|-1493.407248|4.6652|7.1938|7.1938
12x_a30|0|0|0.0|0.0|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|2|0.043383838|0.00604028|0.027312213|10.31162819|1|0.006346396|-0.104089964|-0.053700437|-0.458718546|0.782514704|-0.062251445|0.829606585|0.803183654|0.848844277|-0.071909912|0.398925866|-60.57208434|9.745611551|0.151155723|99.81775209|-0.035022402|6.435648079|0.824674971|68.52587215|-23.12752311|0.4490846539999999|2845.417984|560.5459455|2374.777496|-15.27257668|0.175325029|7.794822643|14.14885734|0.815160907|-839.9917174000001|28.04441012|-428.8071293|754.3941655|7.953787804|1.0|0.0|4.86|0.0|17.0|3.23|81.65|2.0|137.21|0.0|1.0|5.0|-6.04|4.0|-5.64|0.0|-5.46|9.14e-07|0.00039|0.00148|4.6|0.0|4.12e-08|1.76e-05|-0.05093|3.4831|3.4831|-1654.40976|703.75|355.95|-1654.1207|0.1517|-0.19876|0.03136007|-1654.183467|4.8197|7.6556|7.6556
38_a18|0|0|0.0|0.0|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|1|0.035478927|0.000520558|-0.020056674|10.94702086|0|0.001602741|-0.0993372269999999|-0.074661643|-0.498932552|0.719168079|-0.03302891|0.751875124|0.7400818459999999|0.8310704529999999|-0.076974444|0.423402315|-65.45657441|6.675707878|0.1689295469999999|134.4282836|-0.0322355079999999|5.3122971560000005|0.880927895|71.15832778|-25.65190078|0.4666657999999999|3162.36475|661.3370874|1855.157022|-20.41289434|0.119072105|10.98254153|20.5922319|0.874996952|-1510.554181|29.11918324|-606.2584549|1228.492038|5.701753365|1.0|1.0|4.53|0.0|18.0|4.13|85.29|3.0|160.66|0.0|0.0|10.0|-6.98|3.0|-5.55|1.0|-6.11|1.05e-07|5.36e-05|0.000399|5.43|1.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|3.2241|-1611.630281|861.93|384.55|-1611.133158|0.5147|-0.18066|0.02653109|-1611.206669|2.7244|7041.0|7041.0
28_a34|0|0|0.0|0.0|1.454781307|1.767685185|0.000561166|-0.016942875|5.351858133|1|0.04515873|-0.012039484|-0.15803127|10.9595763|1|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|0.798057295|0.092890802|0.8582665429999999|0.7829667309999999|0.545935562|-0.1306693569999999|0.316156689|-72.11491331|19.29162755|0.4540644379999999|232.4555747|-0.048190604|9.876233397|0.7298701059999999|85.99382787|-24.6708914|0.454339954|2252.098123|279.4884473|1689.357471|-12.63011537|0.270129894|5.613534285|10.28760365|0.832642882|-479.9443839|33.80175623|-235.3612529|344.69029950000004|13.87891455|0.0|1.0|3.02|2.55|17.0|2.07|92.26|0.0|85.92|0.0|2.0|3.0|-3.27|5.0|-7.04|1.0|-3.25|0.000533|172.0|182.0|1.72|0.0|1.66e-05|0.00535|-0.03896|4.2857|4.2857|-1100.797628|544.24|289.3|-1100.6525880000002|0.2043|-0.21698|0.03680411|-1100.704833|8.5886|5.4179|5.4179
12g_a31|0|0|3.42813681|0.0|0.6101363000000001|0.0|0.0716209459999999|-0.01500347|5.733341277|0|0.0388738739999999|-0.008464411|-0.0733026079999999|10.31169877|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|0.819234772|-0.076150332|0.8639814490000001|0.7983388929999999|0.58271093|-0.1284353869999999|0.325789284|-80.52794936|19.01411466|0.41728907|256.26669530000004|-0.039059048|11.67699967|0.6886488690000001|95.97385383|-23.98704875|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|8.098256552|15.28679013|0.887664343|-692.3565973|34.8320455|-231.70711040000003|524.0230338|15.44590447|1.0|1.0|3.61|2.51|16.0|3.44|131.36|1.0|103.26|0.0|1.0|7.0|-4.92|5.0|-6.86|1.0|-3.79|1.19e-05|0.00457|0.0627|2.52|0.0|3.55e-07|0.000136|-0.03324|3.8349|3.8349|-1578.846191|664.44|323.3|-1578.605452|265.0|-0.19241|0.04532186|-1578.66792|2.4038|6.9586|6.9586
13f_a6|0|0|3.440154557|0.0|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|2|45.0|-0.003356527|-0.071478789|10.95053349|1|-0.001446486|0.079490516|-0.126749697|-0.466314952|0.77199166|-0.028317736|0.834167942|0.790249345|0.863222493|-0.073352505|0.176745407|-62.41821579999999|12.46087045|0.136777507|91.85971442|-0.032802223|8.368715213|0.720711855|75.61173794|-22.02995852|0.401838426|2869.925064|579.7398537|3253.287533|-14.79531062|0.279288145|9.050440345|15.13042752|0.6717890999999999|-754.5608419|30.56694343|-296.4599736|676.2770877|13.19352214|1.0|1.0|3.56|2.21|27.0|4.53|103.17|1.0|123.82|0.0|0.0|5.0|-5.11|5.0|-6.52|1.0|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3139.0|-1347.301285|711.29|256.1|-1347.018087|0.0048|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|7.3768|7.3768
5g_a40|0|0|0.0|0.0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|0|0.044946237|-0.012794054|0.122088541|10.31198315|2|-0.012008571|-0.104356485|0.07917206|-0.4748772539999999|0.818555255|0.006643696|0.882781953|0.7733200179999999|0.67772744|-0.153687065|0.245639795|-68.05025116|11.83520323|0.32227256|152.9506864|-0.049288357|5.616992201|0.745349319|80.22859145|-23.39227384|0.488538966|2054.810452|321.64971460000004|593.8133184|-11.10198254|0.254650681|6.193485364|12.10939827|0.955183157|-355.2634413|31.38430965|-232.8857705|266.8102663|12.1783403|0.0|0.0|3.13|1.96|14.0|2.5|115.96|0.0|78.2|0.0|3.0|3.0|-4.24|5.0|-6.6|1.0|-3.37|5.78e-05|0.0174|128.0|2.17|0.0|0.0013|391.0|-0.0540299999999999|3.48|3.48|-1328.055803|489.04|356.27|-1327.9345529999998|261.0|-0.19908|0.04070345|-1327.982732|6.7957|6.9101|6.9101
