molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50
12i_a36|0|0|3.27619957|-4.787087299|7.412764017000001|2|1.2401347459999998|0.0|-0.29543904|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|1|1|0.135587069|-0.1187503719999999|-0.608318386|1|0.647732719|0.141564781|-0.01509434|0.87043328|-0.0850745409999999|0.332782117|0.01973953|-54.81607619|-75.66036485|0.169035768|108.9148111|-0.045665229|-48.75024044|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|-1588.867662|0.230870141|7.549683919|0.8526986440000001|7707.634338|38.2555363|0.022430221|-346.8168661|2065.79896|14.45246358|1.0|1.0|0.0|0.17|17.0|-7.14|3.31|4.04|78.43|2.0|0.0|0.0|1.0|7.0|34.0|-6.4|465.43|0.0|0.0|0.0|6.26e-06|0.0|3.37e-05|-0.05065|5.2297|4.86|3.7496|-1645.2030949999998|1172.5|0.5402|237.08|504.47|-1644.954647|5.1836|0.03165678|7.9208
12y_a30|0|0|0.0|0.0|7.412764017000001|2|0.604984019|0.0|-0.037335306|-0.089502772|0.0|-0.353814891|0.00604028|0.061944378|10.31162818|1|1|-0.153680104|-0.053700437|-0.4579359229999999|1|0.842068099|-0.05346283|-0.095969764|0.8146529229999999|-0.070903795|0.374181804|0.0149823289999999|-47.598277|-61.25585229|0.151081489|101.4221952|-0.034840345|-41.1215369|0.0|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|-1286.372898|0.179891855|8.067590558|0.804154433|6301.067405|28.51891948|0.012362508|-429.782246|1568.540572|8.299049218|1.0|1.0|0.0|0.21|17.0|-7.38|4.87|3.23|81.65|2.0|0.0|0.0|1.0|5.0|31.0|-5.64|426.54|0.0|0.0|0.0|9.14e-07|0.0|1.76e-05|-0.05065|5.1973|4.45|3.4718|-1654.41361|1227.82|0.2173|238.56|585.59|-1654.125015|4.7043|0.0311422|7.6576
12p_a36|0|0|3.392386149|0.0|7.412764017000001|2|1.297044387|0.0|-0.084341564|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|10.96052769|1|1|0.2461794139999999|-0.101303149|-0.440709431|1|0.724208473|-0.035871448|-0.074349074|0.8839272779999999|-0.082569108|0.315548061|0.020202133|-51.98017377|-68.22905781|0.251561167|158.3666517|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|-32.72335782|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|7.546742977|0.906594718|5922.775161|32.35623052|0.019344052|-326.2581567|1617.811526|12.17776516|1.0|0.0|0.0|0.14|17.0|-6.86|3.13|2.44|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.76|399.42|0.0|1.0|0.0|0.000129|0.0|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|1113.05|0.3015|232.12|506.89|-1331.947748|4.8805|0.03396697|8.0458
16f_a32|1|1|3.354832924|0.0|7.765993078999999|0|0.609420741|0.0|-0.054907428|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|10.31100265|3|3|0.0151704889999999|-0.120440534|-0.697693907|0|0.801401734|0.085125293|-0.000510986|0.899839182|-0.08168632|0.522247991|0.024434011|-56.53102601|-76.92280867|0.192724521|133.3750236|-0.035568666|-53.23443736|47.24868477|0.69473708|-1.778433296|-39.12230215|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|0.30526292|8.79158776|0.625108901|6235.040893|35.43109972|0.022983292|-269.5356315|1771.554986|15.90558963|1.0|1.0|1.0|0.3|19.0|-7.77|6.42|4.99|149.27|3.0|0.0|1.0|1.0|9.0|29.0|-5.99|427.54|1.0|0.0|1.0|1.12e-07|0.0|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.307736|1191.55|0.2931|341.82|603.12|-1995.054457|3.6641|0.02889673|8041.0
13f_a6|0|0|3.440154557|0.0|6.842683282|0|1.429020649|0.0|-0.008507023|0.04505613|1.651047524|-0.381170169|-0.003356527|-0.071478789|10.95053349|1|1|0.079490516|-0.126749697|-0.466314952|2|0.841211811|-0.028317736|-0.088948538|0.834167942|-0.073352505|0.176745407|0.018554018|-49.2635105|-62.41821579999999|0.136777507|91.85971442|-0.032802223|-41.92004677|0.0|0.720711855|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|0.401838426|2869.925064|579.7398537|-1123.527884|0.279288145|9.050440345|0.6717890999999999|6128.208571|30.56694343|0.0196449239999999|-296.4599736|1558.914115|13.19352214|1.0|1.0|1.0|0.08|27.0|-10.18|5.01|4.53|103.17|1.0|0.0|0.0|0.0|5.0|32.0|-6.52|417.47|0.0|0.0|1.0|7.74e-06|0.0|2.75e-08|-0.07786|4.8413|3.36|3139.0|-1347.301285|1202.78|901.0|256.1|568.41|-1347.018087|10.8469|0.03437105|7.3768
4f_a49|0|0|0.0|0.0|7.535296702|1|1.343848013|2.066693174|-0.087045007|-0.087861524|1.5830545580000002|-0.418450768|0.001532832|-0.064058097|10.92775957|1|1|-0.14414265|-0.015845165|-0.46436755|2|0.69044503|-0.00953448|0.114367229|0.8557769120000001|-0.102926696|0.480786546|0.016591015|-55.88123394|-48.83888562|0.262938196|142.7551002|-0.033471819|-26.51573683|59.72286429999999|0.718306291|-1.439288231|-30.33918719|60.18871783|-18.1726086|64.88887164|0.437355335|2458.261097|400.1675422|-781.4221699|0.2816937089999999|6.302023735|0.7773206840000001|5422.650822|25.29924744|0.020905063|-237.0468572|1087.86764|11.34983222|0.0|1.0|0.0|0.14|21.0|-6.54|3.42|3.8|80.9|1.0|0.0|0.0|1.0|3.0|27.0|-6.6|356.38|0.0|0.0|1.0|0.000102|0.0|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|982.46|0.2368|268.08|411.94|-1179.029099|1.7833|0.03476467|7.3979
6b_a31|0|0|3.404988662|0.0|7.773594467000001|1|0.610136262|0.0|-0.178758575|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|2|2|0.1978523089999999|-0.002840672|-0.57983695|0|0.838789705|-0.068433069|-0.084489161|0.841537966|-0.12081047|0.146652651|0.032992761|-73.70779766|-78.37648097|0.372146926|227.0509355|-0.045675611|-47.81835367|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|0.4807018779999999|2776.92804|383.0600707|-1254.023695|0.254079586|7.513612533|0.925676135|6099.567787|37.35947255|0.024142162|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|0.1|22.0|-7.33|5.19|4.0|131.36|1.0|0.0|0.0|1.0|4.0|29.0|-6.5|404.44|0.0|0.0|1.0|2.34e-06|0.0|1.89e-05|-0.05835|3.2949|4.61|3.2949|-1652.671944|1077.19|0.4967|376.29|492.36|-1652.44739|5.9085|0.03623358|7.2676
A7701_a51|0|0|2.9690728930000003|0.0|6.605297921|0|1.390164251|0.0|-0.0162614089999999|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|10.93031118|1|1|0.119725261|0.036217274|-0.22798944|2|0.7078647990000001|0.00552665|-0.0533751959999999|0.8092075540000001|-0.071384149|0.514530959|0.007404204|-32.97926236|-36.09660744|0.134885227|62.31656919|-0.030384547|-16.67652408|0.0|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|0.200953608|5.137516673|0.7251817340000001|4153.310077|17.56790307|0.012504214|-276.3170672|632.4445105000001|5.776909381|1.0|0.0|1.0|0.06|21.0|-7.58|4.46|4.0|54.46|0.0|0.0|0.0|1.0|2.0|22.0|-5.82|286.33|0.0|1.0|1.0|0.000111|0.0|7.5e-06|||||||||||||7.6021
11_a47|0|0|0.0|0.0|0.0|0|1.381898438|0.0|-0.156077888|-0.0586047379999999|1.311097861|-0.427212659|-0.007419345|0.081235787|10.93671007|0|0|-0.120383371|-0.038723054|-0.451384505|3|0.702719047|-0.058523885|0.07716247|0.770028429|-0.08164597|0.572646116|0.008462682|-50.01659041|-59.10798423|0.203136607|124.4421556|-0.035945973|-36.20974614|1.882633323|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|0.4686568239999999|2842.168734|488.1611434|-1123.0517|0.183391205|5.966142027|0.8820228529999999|6736.717611|26.96593732|0.0128657439999999|-387.9111844|1375.2628029999998|7.881596968999999|1.0|0.0|1.0|0.04|28.0|-10.55|5.58|6.68|70.93|2.0|0.0|0.0|0.0|4.0|32.0|-5.28|422.45|1.0|0.0|1.0|5.110000000000001e-07|0.0|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|1146.42|0.2321|332.82|549.52|-1395.922861|2.9142|0.03959805|7.4
6_a47|0|0|0.0|0.0|0.0|0|1.304328257|0.0|-0.1738997619999999|-0.14404966|1.291219116|-0.392537045|-0.010708889|0.051455447|10.93671042|0|0|-0.302730533|-0.020576777|-0.459934519|2|0.701994505|-0.149904224|0.062425042|0.84654143|-0.080118846|0.446564415|0.009820713|-43.43026699|-52.41283988|0.158081588|85.6917678|-0.036834143|-28.411587800000003|0.0|0.7943908059999999|-1.547034008|-23.54237714|60.76103606|-19.96679614|48.75381069|0.4059072379999999|2431.668154|456.3812788|-838.6054381|0.205609194|6.480620646|0.6832388209999999|5766.962611999999|25.13472712|0.0154005|-319.1626428|1055.658539|8.348196185|1.0|0.0|1.0|0.05|22.0|-9.06|5.24|6.27|58.04|2.0|0.0|0.0|1.0|3.0|27.0|-5.02|379.81|1.0|0.0|1.0|9.53e-07|0.0|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|-1608.684886|990.85|0.2536|224.66|422.9|-1608.50108|3.2606|0.03288085|7.9
5_a15|0|0|0.0|0.0|0.0|0|1.419941043|0.0|-0.044921287|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0|0|0.1093187759999999|-0.187421793|-0.340979744|2|0.8384601770000001|0.092692253|0.020920163|0.74438723|-0.06128567|0.743577162|0.032616864|-45.57134103|-73.61131563|0.125945852|93.65193084|-0.0273088679999999|-54.73655332|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|-1177.78105|0.491010028|7.795174584|0.946094849|6656.720346|39.89581513|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|0.15|24.0|-9.65|4.92|6.01|74.73|3.0|0.0|0.0|1.0|8.0|33.0|-5.55|443.49|1.0|0.0|1.0|6.86e-07|0.0|9.970000000000001e-08|-0.03714|4.3299|4.36|3.6257|-1470.816175|1272.84|291.0|286.35|629.67|-1470.487858|4.3576|0.03640044|7.8861
13a_a5|0|0|2.931642415|0.0|6.605297921|0|1.393002748|0.0|-0.033436214|-0.007871499|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|1|1|-0.012798693|-0.035005746|-0.367284642|2|0.746303189|-0.048584084|-0.048575318|0.857293078|-0.08903048|0.470564031|0.016739606|-57.31787843|-54.03141848|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|0.401208461|8.571729592999999|0.854865353|5628.9694|30.07803494|0.02811638|-127.2041084|1533.979782|18.10134317|1.0|1.0|1.0|0.13|23.0|-8.9|4.39|3.58|92.79|2.0|0.0|0.0|1.0|8.0|30.0|-7.18|399.45|0.0|0.0|1.0|0.000169|0.0|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.167422|1160.81|0.5953|267.87|567.51|-1312.907813|3.3414|0.04138695|7041.0
12be_a36|0|0|3.466734143|0.0|7.412764017000001|2|1.297042758|0.0|-0.0419484829999999|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|1|1|0.19405344|-0.176729938|-0.3825349939999999|1|0.884226781|0.132962547|0.00734728|0.858971809|-0.0780531429999999|0.330453338|0.033763464|-54.15309606|-75.59805505|0.201984123|140.1361326|-0.031937334|-52.44976141|0.0|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|0.433925602|8.773114043|0.839796323|6592.168374|39.14335412|0.034632557|-91.68453892|2270.314539|24.02799032|1.0|0.0|1.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|0.0|0.0|7.75e-05|1.0|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|-1462.0007349999998|1256.67|0.7034|237.59|594.44|-1461.68274|7.7861|0.03245204|7.3565
5_a4|0|0|0.0|0.0|7.535296702|1|1.343864516|2.166832955|0.02257929|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|10.92992834|1|1|0.0202481919999999|-0.0471580309999999|-0.164263889|2|0.655087104|-0.165454845|-0.229773463|0.820886786|-0.050732198|0.431132276|0.008047242|-27.26045038|-36.64215945|0.056851498|30.54859623|-0.025201292|-19.68930579|46.53110402|0.807351587|-1.159259431|-14.64813624|41.76764149|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|0.192648413|5.758733969|0.7058248159999999|5059.243919|16.77294978|0.009538616|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|1.0|0.23|21.0|-7.96|4.89|4.67|43.6|1.0|0.0|0.0|1.0|3.0|26.0|-5.57|340.42|0.0|1.0|1.0|2.72e-05|0.0|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|1013.0|0.1106|255.2|421.24|-1069.051141|2.7859|0.02251645|7.1487
17b_a25|0|0|0.0|0.0|6.842683282|0|1.3732004619999998|1.785120622|-0.002108117|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|1|1|-0.044260194|-0.044156525|-0.366585181|2|0.653180996|0.068812225|0.029728702|0.838260077|-0.068207754|0.410780725|0.015879547|-51.71860811|-60.19950116|0.1178296009999999|89.34443096|-0.029249891|-45.64634114|87.61586206|0.724866184|-1.6672437880000002|-39.21569422|73.52844745|-22.17876359|63.75929319|0.476276266|3100.8813760000003|668.9067217|-1264.189524|0.275133816|9.700133933|0.909403632|6674.061446|30.59704545|0.0175785369999999|-341.0100868|1744.031591|13.32894629|1.0|1.0|1.0|0.11|27.0|-10.04|4.88|5.18|96.49|2.0|0.0|0.0|0.0|7.0|35.0|-6.53|458.51|0.0|0.0|1.0|4.75e-06|0.0|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.873254|1329.35|0.4635|228.6|654.18|-1483.563965|3.5074|0.04272963|6.9957
17_a20|0|0|3.445659565|0.0|6.842683282|0|1.4012598180000002|0.0|0.00038506|0.065447136|1.652760156|-0.28924577|-0.000495713|0.038629586|10.94884838|1|1|0.1134578219999999|-0.116922879|-0.456415963|3|0.760575852|-0.131511077|-0.127696675|0.812578598|-0.063665681|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|0.0879464559999999|57.67438055|-0.0315649079999999|-35.00871763|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|2761.976599|598.1153253|-1014.297158|0.24569612|8.198616089|0.83582343|6012.640572|27.44244402|0.016793117|-333.5397332|1344.679757|11.012753300000002|0.0|1.0|1.0|0.08|27.0|-10.14|5.8|4.85|91.14|2.0|0.0|0.0|0.0|4.0|31.0|-6.09|402.45|0.0|0.0|1.0|4.4e-06|0.0|2.9e-08|-0.0706799999999999|3.3926|4.11|3.3926|-1291.949041|1157.26|0.2977|365.45|543.09|-1291.692325|3.9703|0.03030655|5.6478
3c_a12|0|0|0.0|0.0|6.555356892000001|1|0.610140703|0.0|-0.058516436|-0.14679559|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|1|1|-0.267255164|-0.116098308|-0.545592465|1|0.923855679|-0.0461654159999999|-0.10295082|0.888353608|-0.071719601|0.242114395|0.013219706|-36.28720467|-50.25579322|0.156144506|79.00277721|-0.033980537|-25.42738988|0.0|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|426.9566009|-653.3253118|0.2944757839999999|6.231995392999999|0.746291708|4629.005722|24.36878988|0.02155815|-207.9738085|926.0140155|10.90754815|1.0|1.0|1.0|0.12|17.0|-6.78|4.01|2.25|78.41|0.0|0.0|0.0|1.0|3.0|23.0|-6.18|319.38|0.0|0.0|1.0|6.06e-05|0.0|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|-1327.498519|894.36|0.4687|311.14|399.38|-1327.351991|1.6035|0.02665687|7699.0
7_a27|0|0|0.0|0.0|6.842683282|0|1.40247849|3.330197625|-0.050197188|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|1|1|-0.220626658|-0.19575909|-0.500327496|2|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|-0.060745542|0.358145768|0.015099075|-34.09779211|-47.44936449|0.14888586|83.57286704|-0.0300556429999999|-26.6343589|60.73467304|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|2334.058688|477.7488532|-759.1898319000001|0.236435287|6.446345598|0.875167537|5082.120742|22.09489892|0.014441323|-295.8891961|994.2704516|8.106228264|1.0|1.0|1.0|0.2|21.0|-6.61|3.32|3.05|65.6|0.0|0.0|0.0|1.0|3.0|26.0|-6.26|345.4|0.0|1.0|1.0|8.66e-05|0.0|8.4e-05|-0.04887|4.1205|5.37|4.1205|-1122.455548|1016.96|0.4179|300.9|505.5|-1122.249324|4.2487|0.02179141|9.0
3f_a32|1|1|3.553167045|0.0|7.773594467000001|0|0.6094207770000001|0.0|-0.0434359079999999|-0.062954205|2.227330929|-0.275173181|0.001276735|-0.113189563|10.31100273|3|3|-0.112493266|-0.074808287|-0.5487283829999999|0|0.833981748|-0.110248899|-0.1743238839999999|0.871865543|-0.073433055|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|0.125973316|71.02334697|-0.030139709|-30.95210106|0.0|0.78919828|-1.265867765|-23.34192893|61.47296003|-16.99267001|48.1093075|0.435176082|2273.466801|492.7734095|-713.6921402|0.21080172|6.153728636|0.770463268|4993.667711|21.53155987|0.011659458|-326.0981041|904.3255145|6.573564628|1.0|1.0|1.0|0.28|19.0|-7.31|7.18|5.63|110.94|2.0|0.0|0.0|1.0|4.0|24.0|-5.03|354.49|0.0|0.0|1.0|1.28e-07|0.0|1.73e-05|-0.05315|3.5569|3.92|3.5569|-1712.0610190000002|1006.92|293.0|348.58|488.74|-1711.863611|3.4678|0.02606687|8.0458
15d_a10|0|0|0.0|0.0|7.535296702|2|1.343850133|2.147544195|0.0370874879999999|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|1|-0.092884337|-0.1786649189999999|-0.1945202089999999|2|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|0.12390229|83.49776405|-0.018829931|-32.06793721|141.0919598|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|0.5280998339999999|8.429169102000001|0.900629528|6511.656447|26.89020509|0.028735133|37.87296065|1613.412305|19.36460841|0.0|1.0|1.0|0.35|21.0|-7.82|4.14|3.44|65.3|1.0|0.0|0.0|1.0|6.0|33.0|-7.04|441.52|0.0|1.0|0.0|0.000167|0.0|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1430.8144619999998|1266.87|312.0|221.39|565.91|-1430.733658|3.3831|-0.23696253|7.1612
47p_a18|0|0|0.0|0.0|7.03438793|1|1.25117677|0.0|-0.04760181|0.025217016|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|0|0.037961877|-0.1736074389999999|-0.441700685|0|0.72025564|0.030970815|-0.082977829|0.7611910209999999|-0.06909945|0.278332428|0.007989903|-51.14496913|-61.12351185|0.1670454519999999|123.6411353|-0.030813794|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|2933.069245|616.5234972999999|-1528.087796|0.181540558|9.923659881|0.956223901|6726.61969|27.86610962|0.01090303|-471.4248324|1867.029344|8.070036862|1.0|0.0|1.0|0.28|18.0|-9.03|3.65|3.34|76.5|3.0|1.0|0.0|1.0|9.0|35.0|-6.07|468.59|0.0|1.0|0.0|2.13e-06|0.0|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.759811|1391.71|595.0|387.01|732.84|-1493.338659|3.6452|0.02843634|7.1938
12c_a36|0|0|3.447900368|0.0|7.412764017000001|2|1.29696741|0.0|-0.04162109|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|1|1|0.146546059|-0.103922055|-0.4423430339999999|1|0.8941919290000001|-0.033217921|-0.097861598|0.8741648479999999|-0.073370864|0.462597812|0.019582215|-47.12722334|-67.84435546|0.159266488|102.2992907|-0.038024893|-43.57746274|6.546878962999999|0.75500974|-1.901244658|-30.27053327|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-1221.198398|0.24499026|6.772454418|0.899732176|6256.172329|32.34920911|0.019278991|-327.5932797|1617.460455|12.38318928|1.0|0.0|0.0|0.14|17.0|-7.18|3.35|2.54|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.49|415.88|0.0|1.0|1.0|3.64e-05|0.0|2.77e-05|-0.04992|3.8436|3.79|3.8436|-1692.540795|1137.55|0.3927|322.58|509.61|-1692.312906|4.9812|0.02977602|8.0458
12i _a30|0|0|0.0|0.0|7.412764017000001|2|0.604984133|0.0|-0.030422458|-0.0982344169999999|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|1|1|-0.172434349|-0.051371057|-0.469854551|1|0.8264832879999999|-0.029080032|-0.1240820219999999|0.888213143|-0.076575246|0.356921662|0.015808432|-50.00086637|-63.00408424|0.156570866|102.235113|-0.037414255|-41.13938837|0.0|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|0.479900127|2860.704198|550.7287204|-1197.077601|0.193700903|8.097008872|0.92270764|6362.153853|30.29912252|0.014680721|-400.0044646|1484.657003|9.585980094|1.0|1.0|0.0|0.14|17.0|-7.22|4.47|3.27|81.65|2.0|0.0|0.0|1.0|5.0|30.0|-5.75|432.93|0.0|0.0|1.0|1.19e-06|0.0|2.61e-05|-0.05465|5.0358|4.45|3.5242|-2035.373964|1167.27|0.2384|246.2|542.74|-2035.141693|2.5397|0.03436093|7.8013
14b_a25|0|0|0.0|0.0|6.842683282|0|1.420015222|1.616664856|-0.0166120069999999|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|1|1|0.0028569959999999|-0.043923908|-0.3691494039999999|2|0.6524261960000001|-0.085205646|0.001715854|0.8333962429999999|-0.076156512|0.329662946|0.016003559|-52.75064158|-58.29440389|0.140371985|97.23019209|-0.032728922|-40.37825712|57.85340824|0.772789587|-1.767361771|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|-1224.182482|0.227210413|8.690235527|0.963240883|6760.594953|29.33534086|0.015746299|-377.9013888|1584.108407|10.90684621|1.0|1.0|1.0|0.07|27.0|-9.65|4.48|4.79|96.49|2.0|0.0|0.0|1.0|6.0|34.0|-6.26|444.49|0.0|0.0|1.0|2.49e-06|0.0|9.93e-08|-0.0584|5.4239|5.61|4069.0|-1444.544749|1257.11|0.3614|228.59|603.27|-1444.266358|2.7037|0.03876374|7.6576
18_a31|0|0|3.281949877|0.0|7.401841579|0|0.610137226|0.0|-0.138136629|-0.051184519|0.0|-0.640807491|-0.009923585|-0.001973566|10.31169929|2|2|-0.084218532|-0.065041042|-0.604728055|0|0.868704545|0.022160691|-0.1647054359999999|0.904870098|-0.11789212|0.258135789|0.014467496|-69.19879619|-75.99442464|0.27411287|160.8952371|-0.040279446|-44.60622732|0.0|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|2241.561812|426.0718665|-1063.9219449999998|0.222523168|7.076684189|0.8155571290000001|4856.251645|30.40953623|0.01673486|-325.73954460000004|1368.42913|9.822812434|1.0|1.0|1.0|0.28|16.0|-6.54|4.9|3.48|119.14|1.0|0.0|0.0|1.0|7.0|25.0|-6.72|356.44|0.0|0.0|1.0|2.42e-05|0.0|0.000104|-0.03702|5.0092|4.81|3.9105|-1465.528656|1041.21|444.0|247.51|541.33|-1465.300904|3.0607|0.04825999|6.8861
1_a6 (SB-431542)|0|0|3.3674017380000003|0.0|7.423568444|1|1.430935835|0.0|-0.175408303|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|1|0.164429684|-0.020716495|-0.567791164|1|0.838928085|-0.08530265|-0.083341531|0.805877431|-0.126408788|0.210050443|0.033020439|-74.98172333|-72.69619778|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|0.2468003389999999|7.523839331|0.895537592|5748.417262|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|0.05|23.0|-7.69|4.04|3.63|103.12|1.0|0.0|0.0|1.0|4.0|29.0|-6.73|384.39|0.0|0.0|1.0|3.03e-05|0.0|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588032|1049.69|0.5765|324.5|464.07|-1292.358966|6.0113|0.03494577|5.8119
