molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50
18c_a30|0|0|0.0|0.0|7.412764017000001|2|0.604986846|0.0|-0.118776867|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|1|1|0.0211588229999999|0.003429114|-0.562807327|1|0.841060094|0.034468997|-0.058608635|0.885516463|-0.105618255|0.42531141|0.019360263|-71.31647561|-75.33411705|0.282947974|191.0545887|-0.042101245|-50.86775696|103.215593|0.7859920029999999|-2.2313660090000003|-48.15493021|87.76550537|-28.4279687|84.38908035|0.448899917|3002.59061|484.1740985|-1506.682341|0.214007997|7.646050338999999|0.81455244|6685.737642|36.16826708|0.018410634|-386.2200097|1916.918155|12.43138832|1.0|0.0|0.0|0.13|17.0|-6.19|3.04|1.72|124.74|1.0|0.0|0.0|1.0|6.0|32.0|-7.05|441.51|0.0|0.0|0.0|9.68e-06|0.0|0.000288|-0.05575|3.4848|4.54|3.4848|-1744.500825|1209.11|0.3879|355.78|543.46|-1744.2261030000002|6.6462|0.04503016|7.9208
7d_a10|0|0|0.0|0.0|7.535296702|1|1.34384996|2.087763133|-0.017919404|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|1|1|-0.09209689|-0.041520889|-0.2018053139999999|2|0.531023495|0.0658971929999999|-0.051603612|0.869684772|-0.059327943|0.421731106|0.010495008|-31.47566249|-37.61597161|0.158947933|84.32774259|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|0.270414577|6.100927672|0.938419104|5174.981962|17.98535187|0.014078094|-243.607074|773.3701306|7.468948447000001|1.0|1.0|1.0|0.19|21.0|-7.83|4.92|4.97|43.6|1.0|0.0|0.0|1.0|2.0|26.0|-5.83|344.38|0.0|1.0|1.0|5.98e-05|0.0|5.04e-06|-0.05634|5.8433|3.49|3.8856|-1129.198363|970.29|0.2593|212.18|417.68|-1129.003694|3.0178|0.02250617|6.0325
12v_a30|0|0|0.0|0.0|7.412764017000001|2|0.604983445|0.0|-0.029548782|-0.099831334|0.0|-0.369659818|0.002431329|0.020607357|10.31162873|1|1|-0.173424818|-0.0493878409999999|-0.471153275|1|0.8149999040000001|-0.029852321|-0.080971844|0.889479916|-0.077138874|0.404950755|0.015823709|-52.18846092|-65.72041011|0.1498787969999999|101.4008026|-0.037666615|-44.46327619|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|0.193930933|8.114588039|0.917675298|6952.110426|31.6144427|0.014801518|-414.1432908000001|1549.107692|10.01399667|1.0|1.0|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|2.0|0.0|0.0|1.0|5.0|31.0|-5.52|467.37|0.0|0.0|1.0|2.64e-07|0.0|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|1209.1|0.1601|349.18|573.82|-2494.739831|2.9171|0.03495552|7.6596
15c_a10|0|0|0.0|0.0|7.535296702|2|1.343850105|2.154210861|0.040869377|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|1|1|-0.101214571|-0.226679901|-0.1742732839999999|2|0.7655272009999999|-0.03167553|0.022187689|0.772328328|-0.046967376|0.418835517|0.014703076|-32.5870313|-50.32840842|0.095541483|66.28884934|-0.019267867|-34.91899195|136.2098503|0.528228415|-1.233143495|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|0.471771585|8.639636218|0.8158976029999999|6673.826433|25.30814911|0.023432886|-39.17102961|1619.721543|16.25826809|0.0|1.0|1.0|0.37|21.0|-7.79|3.77|2.97|59.31|1.0|0.0|0.0|1.0|6.0|34.0|-6.99|454.57|0.0|1.0|0.0|0.0001419999999999|0.0|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|1318.35|0.3939999999999999|221.75|595.63|-1450.139335|2.4256|-0.25919486|7.0
13a_a30|0|0|0.0|0.0|7.412764017000001|2|0.604984129|0.0|-0.118776867|-0.036541822|0.0|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|1|1|-0.065043716|0.003429114|-0.5640209589999999|1|0.841060094|0.019603815|-0.058608635|0.885516463|-0.109682335|0.478381813|0.01856512|-74.02777574|-76.60916637|0.303605444|204.9120824|-0.042832838|-51.70573895|102.6479456|0.799862466|-2.27014041|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|3002.811441|470.0167988|-1532.183327|0.2001375339999999|8.066980235|0.873126469|6675.344631|36.14261279|0.017212819|-404.771677|1915.558478|11.6174288|1.0|0.0|0.0|0.13|17.0|-6.19|3.04|1.72|124.74|1.0|0.0|0.0|1.0|6.0|32.0|-7.05|441.51|0.0|0.0|0.0|9.68e-06|0.0|0.000288|-0.0555|5.0535|4.54|3.5288|-1744.491614|1211.54|0.1788|245.34|541.59|-1744.217986|0.7158|0.04590378|7.8665
13d_a5 (GW788388)|0|0|2.945204608|0.0|6.605297921|1|1.236844097|0.0|-0.009710199|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|10.94530363|1|1|-0.14893897|-0.010147323|-0.3706975529999999|2|0.7333482170000001|0.024905619|0.047169811|0.834800344|-0.086824482|0.54169129|0.014571846|-57.42492153|-55.87383979|0.2258962769999999|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|0.330817879|8.077599766|0.954644629|6122.792779|28.84397435|0.022041749|-223.7910275|1586.418589|14.57821204|0.0|1.0|1.0|0.2|23.0|-8.84|4.56|4.11|92.79|1.0|0.0|0.0|1.0|6.0|32.0|-6.94|425.48|0.0|0.0|1.0|4.429999999999999e-05|0.0|6.16e-07|-0.05542|4.6091|3.81|4.1706|-1390.589662|1206.73|0.5251|269.0|532.01|-1390.294368|2.4867|0.04130059|7.7447
8b_a12|0|0|0.0|0.0|0.0|1|1.283836078|0.0|-0.1676879319999999|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0|0.047425677|0.003898807|-0.659952678|1|0.89481633|-0.010950243|-0.183648492|0.792160599|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|0.259073691|149.9096134|-0.045608374|-39.02494133|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-1213.971783|0.111063646|6.373278096|0.926552694|5217.318476|29.68794201|0.009361504|-450.1059006|1365.645333|5.416912474|0.0|1.0|1.0|0.1|18.0|-7.45|3.11|1.9|80.37|1.0|0.0|0.0|1.0|4.0|27.0|-6.51|355.39|0.0|0.0|0.0|7.890000000000001e-05|0.0|1.26e-05|-0.0589|4.2263|5.11|3.7446|-1159.405202|1020.47|0.3179|293.37|460.08|-1159.188228|4.2554|0.03936706|6.58
22_a10|0|0|0.0|0.0|7.535296702|1|1.343837143|2.113627059|-0.017163935|-0.026750502|1.880539113|-0.332316729|0.008350227|0.01204992|10.92966136|1|1|-0.042831367|-0.129989728|-0.356699217|2|0.670763832|-0.02603707|-0.033474297|0.79665945|-0.053881447|0.775071808|0.016720696|-41.96631248|-50.61577509|0.130170086|101.3847763|-0.022372463|-39.42279832|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|3241.833491|677.4790907|-1062.931277|0.435676666|8.84228648|0.730649641|7414.102179|30.87787063|0.026340252|-100.1982412|1883.550109|20.51547079|1.0|1.0|1.0|0.17|27.0|-9.37|4.64|5.6|73.14|2.0|0.0|0.0|1.0|6.0|36.0|-6.29|475.54|0.0|0.0|0.0|4.55e-06|0.0|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|1339.48|0.2624|256.95|602.93|-1543.893507|4.8409|0.03366599|5.9586
8a_a8|0|0|3.150966553|0.0|7.535296702|1|1.400027874|1.4114120369999998|-0.1950388569999999|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|1|1|0.044579097|0.055198015|-0.5028388229999999|1|0.76592324|0.089031731|-0.048064085|0.8220300859999999|-0.131795179|0.22299265|0.034374791|-78.93428863|-71.12928513|0.449170525|269.0155755|-0.049054408|-42.60049244|84.91322996|0.76420633|-2.256502762|-47.27503672|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-1351.456417|0.23579367|7.533378788999999|0.927876056|6193.891189|38.44444383|0.025786572|-316.4749864|1768.444416|15.44399996|0.0|1.0|0.0|0.05|23.0|-6.76|3.13|2.72|112.23|1.0|0.0|0.0|1.0|4.0|30.0|-7.04|400.39|0.0|0.0|0.0|3.99e-05|0.0|6.96e-05|-0.06922|4.6017|6.1|3.1039|-1367.776863|1061.5|0.2035|269.43|476.69|-1367.539526|5.4201|0.03213899|4.9454
16a_a32|1|1|3.357452523|0.0|7.765993078999999|0|0.6094207620000001|0.0|-0.0848387459999999|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|3|-0.0999399409999999|-0.107321286|-0.707456102|0|0.859696525|0.039965071|-0.098258706|0.909908319|-0.090389538|0.283324612|0.020664867|-56.2527503|-74.35152328|0.2434571689999999|151.5123947|-0.037168908|-46.27170107|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|69.11326055|0.450892763|2615.514164|470.82456669999993|-1040.921326|0.303179963|7.183246604|0.8211379000000001|5746.082161|33.19592405|0.023475264|-244.9767673|1493.816582|14.6095244|1.0|1.0|1.0|0.22|19.0|-7.3|5.32|3.79|152.07|1.0|0.0|1.0|1.0|7.0|27.0|-6.85|398.51|1.0|0.0|1.0|3.2e-06|0.0|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|1096.48|0.2859|341.42|535.63|-1896.589348|1.3736|0.04088655|7.9586
19g_a38|0|0|3.229090845|0.0|7.412764017000001|2|1.297044182|0.0|-0.117921811|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|1|1|-0.096139701|-0.098027247|-0.438254637|1|0.653741315|-0.063110203|-0.076414544|0.892249657|-0.086314802|0.5322242429999999|0.022953686|-54.62049927|-72.29378538|0.279993731|177.181631|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|455.6240763999999|-1228.994351|0.280058007|6.327835378|0.836356715|6631.17356|34.14148263|0.0228937029999999|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|0.14|17.0|-7.12|3.55|3.11|81.23|1.0|0.0|0.0|1.0|5.0|31.0|-6.81|419.43|0.0|0.0|1.0|5.68e-05|0.0|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|1104.29|0.2285|234.97|475.84|-1431.186566|5.0677|0.03244515|7.3778
12w_a36|0|0|3.3131307480000003|-4.750262163|7.412764017000001|2|1.24014105|0.0|-0.297354748|0.041058884|0.0|-0.917874106|-0.011700732|-0.041402825|10.96020797|1|1|0.115646674|-0.1187503719999999|-0.604676196|1|0.647732719|-0.098657593|-0.016393443|0.8792981679999999|-0.086826396|0.532980165|0.021104445|-62.34080876|-79.88912835|0.171636756|123.23411609999998|-0.041210062|-57.35989379|0.780959767|0.70536279|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|0.29463721|8.365472166|0.8769828040000001|7418.252264|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|19.62970663|1.0|1.0|0.0|0.17|17.0|-7.14|3.31|4.04|78.43|2.0|0.0|0.0|1.0|7.0|34.0|-6.4|465.43|0.0|0.0|0.0|6.26e-06|0.0|3.37e-05|-0.05326|3.8881|4.86|3.8881|-1645.202839|1198.72|0.4508|318.88|552.55|-1644.953222|5043.0|0.0328886|7.6383
19_a31|0|0|3.2411335510000003|0.0|7.401841579|0|0.61013725|0.0|-0.086654127|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|2|2|-0.095997335|-0.081398052|-0.615878515|0|0.656654981|0.019858798|-0.138769819|0.902130276|-0.0909201569999999|0.279690511|0.014675044|-53.25742146|-66.3863707|0.268735206|157.414423|-0.036060715|-38.88650245|67.42915967|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|0.223788196|7.0760696020000005|0.805382437|4917.329034|27.21285095|0.0152483439999999|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|0.28|16.0|-7.39|5.8|4.33|98.91|1.0|0.0|0.0|1.0|7.0|25.0|-6.41|358.43|0.0|0.0|1.0|2.14e-05|0.0|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.532192|1028.58|0.3205|246.28|537.66|-1489.323855|1.7076|0.03702801|5.7447
3a_a32|1|1|3.226454082|0.0|7.678326357|0|0.6094208210000001|0.0|-0.045659995|-0.014365682|2.211368234|-0.250406908|-0.002794182|0.102212031|10.31100283|3|3|-0.028290955|-0.079652285|-0.491457345|0|0.84134255|-0.045516432|0.215012723|0.921812162|-0.080607266|0.30031978|0.0224684379999999|-37.30101542|-44.92473442|0.182929032|84.65041685|-0.032360692|-20.78892268|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|-14.97491147|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|0.327690097|5.755284924|0.855441483|4249.04624|22.27382254|0.0236593529999999|-159.4728294|668.2146761|10.9483666|0.0|1.0|1.0|0.07|19.0|-6.12|5.77|4.12|110.94|0.0|0.0|0.0|1.0|2.0|20.0|-5.77|298.39|0.0|0.0|1.0|4.83e-06|0.0|0.0002279999999999|-0.0558|3.6308|2.17|3.6308|-1554.796165|801.12|0.2719|341.48|355.48|-1554.7020630000002|3.6178|0.02744024|8.5686
9g_a24|0|0|2.931798469|0.0|7.273092596000001|0|1.427608366|1.7647373919999998|0.001126633|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|-0.292600863|-0.0273623029999999|-0.079421802|2|0.683676657|0.13372961|-0.045107345|0.859302479|-0.064835725|0.383340003|0.01876163|-32.080056199999994|-32.49188065|0.132863247|65.73938109|-0.021297745|-16.07665151|0.0|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|429.0504306|-389.9025677|0.518073552|6.124370267000001|0.746821416|4355.725609|21.8662148|0.033884884|17.88521849|809.0499476|16.76589519|0.0|0.0|1.0|0.06|22.0|-6.43|2.91|2.93|72.28|0.0|0.0|0.0|1.0|3.0|23.0|-7.17|302.33|0.0|1.0|0.0|0.00323|0.0|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|879.99|0.2444|236.07|400.47|-984.447764|2.9691|0.032630457|7.1675
4_a47|0|0|0.0|0.0|0.0|0|1.304464196|0.0|-0.121159855|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0|0|-0.247195952|-0.017555555|-0.462831711|2|0.893350891|-0.095209424|0.019305509|0.84420422|-0.07804769|0.444849947|0.007772995|-42.46254967|-50.35610033|0.1257991219999999|68.44214684|-0.03525955|-27.39669054|0.0|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|0.193395607|6.468023748999999|0.67265584|5254.939281|23.78275706|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|0.0|1.0|0.05|22.0|-8.79|4.83|5.71|58.04|2.0|0.0|0.0|1.0|3.0|26.0|-4.99|361.82|0.0|0.0|1.0|1.21e-06|0.0|5.81e-07|-0.05606|5.7708|4.44|3.73|-1509.453558|988.42|0.2304|214.85|432.89|-1509.262887|4.2607|0.03342033|7.5
4a_a46|0|0|0.0|0.210988875|7.825245291|1|1.13463711|2.180332577|-0.008364558|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|10.96352058|1|1|-0.216904465|-0.082000707|-0.143806973|2|0.679741138|-0.215877982|-0.06611606|0.8075680409999999|-0.05488948|0.264863483|0.00935578|-28.50561609|-35.24319509|0.076041983|39.49069232|-0.022129285|-18.30276019|55.05332552|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|0.2573736219999999|5.613813876|0.751302315|4481.754309|15.47527339|0.011380391|-252.0050978|711.8625758999999|5.910149982|1.0|0.0|1.0|0.35|17.0|-6.82|4.18|4.46|43.6|0.0|0.0|0.0|1.0|2.0|24.0|-5.87|318.42|0.0|1.0|1.0|0.000117|0.0|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.237445|967.0|0.1694|272.77|467.4|-994.028172|3.1825|0.022810825|6.7423
13a_a6|0|0|3.417162147|0.0|7.412764017000001|1|1.430639975|0.0|-0.0265090529999999|0.031837397|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|1|0.05269025|-0.10896749|-0.488098052|1|0.850080948|0.090839165|-0.091892803|0.8299950709999999|-0.094081761|0.22670695|0.031866842|-61.52313164|-74.18628740000001|0.22549456|147.4582473|-0.040840697|-48.51283287|554.4922449|0.759912392|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|506.474367|-1335.353173|0.240087608|8.038453162|0.8764206290000001|6019.922535|35.14492428|0.02016134|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|0.12|23.0|-9.01|4.98|4.32|95.85|2.0|0.0|0.0|1.0|5.0|31.0|-6.1|409.44|0.0|0.0|1.0|3.11e-06|0.0|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.085889|1166.79|0.5352|206.87|571.9|-1349.834826|7.7145|0.02818646|7.3372
4e_a46|0|0|0.0|0.092094405|7.825245291|1|0.300205548|2.12386814|-0.370202917|-0.08224348|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|1|1|-0.135489528|-0.030065705|-0.514537262|2|0.738134189|0.075271624|-0.076733489|0.8146060740000001|-0.0835371459999999|0.68427144|0.010671173|-63.39469142|-64.33855433|0.246284959|186.9007941|-0.030951758|-48.825259|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|0.204892146|7.906917146|0.905854609|7615.063066|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|9.533193534|1.0|0.0|1.0|0.27|23.0|-8.81|3.05|5.93|124.17|2.0|0.0|0.0|1.0|5.0|35.0|-6.6|488.6|1.0|0.0|0.0|8.29e-07|0.0|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|1343.97|0.4814|292.1|655.69|-1884.255802|1.9941|0.04805633|6.8125
28_a47|1|1|0.0|0.0|6.842683282|0|1.4201653580000002|1.408016295|-0.23494583|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|1|1|0.06536499|-0.046265509|-0.435485503|2|0.635684951|-0.175007067|0.074217097|0.896193695|-0.1132830309999999|0.310094808|0.026080156|-67.33744077|-63.47150284|0.394650655|234.5873429|-0.038135461|-37.72858603|83.61576722|0.65225927|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|0.34774073|7.864990866|0.8964208090000001|5633.990508|34.75365534|0.031626405|-181.0112167|1459.653524|18.79929562|0.0|1.0|1.0|0.05|21.0|-6.92|2.49|3.84|98.72|1.0|0.0|0.0|1.0|5.0|28.0|-7.22|380.35|0.0|0.0|1.0|0.000214|0.0|4.59e-05|-0.05471|3675.0|3.51|3675.0|-1335.759232|995.5|0.2996|337.37|461.73|-1335.571655|6.0847|0.03698465|7.6
47k_a18|0|0|0.0|0.0|7.03438793|1|1.25117623|0.0|-0.0605329409999999|-0.017736343|0.0|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|0|0|-0.026672956|-0.279965025|-0.451417954|0|0.762665453|0.022512501|-0.014398731|0.753132457|-0.065324278|0.3533268229999999|0.015080484|-51.59195677|-69.77479556|0.169064596|133.5242222|-0.030255779|-55.10689702|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|0.467246896|3245.964586|656.2580564|-1744.369889|0.284695579|9.777177947|0.877042091|7575.637462000001|33.40602576|0.018313855|-340.0872332|2438.639881|14.46395816|1.0|1.0|1.0|0.3|18.0|-8.44|2.39|3.17|88.97|3.0|2.0|1.0|1.0|11.0|38.0|-6.41|513.63|0.0|0.0|0.0|1.44e-06|1.0|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|1492.36|0.5920000000000001|400.63|793.48|-1664.2657390000002|4.1818|0.02802749|7.5376
1d_a5|0|0|2.79978458|-4.455320158|6.605297921|0|1.217311475|0.0|-0.308010841|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|1|1|-0.389011185|0.001493879|-0.38633065|2|0.525406088|-0.058872605|-0.015804188|0.821309592|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|2481.822293|484.3911442|-791.897671|0.229495885|6.116537519|0.89062437|5717.438103|25.69414151|0.018980039|-292.3128788|1027.76566|10.25512997|1.0|0.0|1.0|0.05|23.0|-8.88|5.48|6.37|54.46|2.0|0.0|0.0|1.0|4.0|27.0|-5.73|366.34|1.0|0.0|1.0|1.6100000000000002e-05|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.340378|951.63|0.2805|254.46|414.59|-1288.201219|3.7798|0.03392008|5.03
19h_a38|0|0|3.2723542610000003|0.0|7.412764017000001|2|1.297044177|0.0|-0.082283951|0.14165187|0.0|-0.420209249|-0.002526241|-0.043452674|10.96083376|1|1|0.303981987|-0.101303149|-0.420225236|1|0.724208473|-0.054149342|-0.121374121|0.8741648479999999|-0.082211319|0.3263113569999999|0.021234963|-48.43313101|-64.79649453|0.225371198|132.7728693|-0.03959525|-38.17354026|0.0|0.75379331|-1.979762478|-28.533396600000003|76.70128100000001|-23.32673803|60.94327866|0.47459722|2774.611523|456.3568442|-1166.336902|0.24620669|6.820483788|0.903301693|6253.901215|30.94580137|0.020207411|-299.0343596|1547.290068|11.90478646|1.0|1.0|1.0|0.14|17.0|-6.86|3.13|2.55|81.23|1.0|0.0|0.0|1.0|5.0|30.0|-6.77|401.44|0.0|0.0|1.0|7.209999999999999e-05|0.0|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|-1332.187847|1092.17|0.2355|331.65|452.01|-1331.941646|6.9749|0.03396934|8.0348
15_a10|0|0|0.0|0.0|7.535296702|1|1.277647202|2.124460476|0.035396617|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|10.92966702|1|1|-0.1157120169999999|-0.085979341|-0.208590561|2|0.682616223|-0.079744227|-0.105662909|0.863438637|-0.059234364|0.710970489|0.018614889|-35.30133759|-44.18725043|0.084473199|50.34268476|-0.025240716|-26.33385303|108.7226878|0.646412648|-1.186313662|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|0.353587352|6.35937164|0.767351752|5769.347123|23.27068984|0.020932674|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|0.23|21.0|-8.3|4.91|4.72|52.83|2.0|1.0|0.0|1.0|5.0|28.0|-6.07|390.87|0.0|1.0|1.0|3.32e-05|0.0|1.96e-06|-0.05243|5.7922|3.12|3.7997|-1604.08794|1086.19|0.4553|214.05|484.05|-1603.851644|4.5192|0.03039798|7.4815
12b_a36 (EW-7197)|0|0|3.3685352889999995|0.0|7.412764017000001|2|1.2970445309999998|0.0|-0.082283951|0.027495626|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|1|1|0.059005046|-0.101303149|-0.442656599|1|0.724208473|-0.001567914|-0.097861598|0.8741648479999999|-0.081357853|0.458627252|0.021439664|-50.90136206|-67.98756422|0.236481628|147.9542111|-0.039120289|-42.53627024|5.958751634|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|2772.832013|477.6935927|-1223.776156|0.253252648|6.764872303|0.851455231|6096.459089|32.77617664|0.020730147|-308.7538779|1638.808832|12.96977113||||||||||||||||||||||||-0.04975|3.8475|3.41|3.7725|-1332.180029|1104.61|0.4491|322.25|486.64|-1331.9479310000002|5432.0|0.03202977|8.1549
4k_a46|0|0|0.0|0.173180233|7.825245291|1|1.134637098|2.145043462|-0.088084767|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|-0.003017362|-0.141706595|0.787615341|-0.091943864|0.260665072|0.007038271|-49.65634024|-46.76051618|0.121088629|65.39662252|-0.0306644389999999|-25.25406274|0.0|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|2104.876032|474.67574630000007|-794.928775|0.126761926|5.726809252000001|0.7163519709999999|4685.0322320000005|18.96506421|0.006892404|-403.1511415|910.3230822|3.722397006000001|1.0|0.0|1.0|0.33|17.0|-6.61|4.26|4.77|50.94|1.0|0.0|0.0|1.0|2.0|25.0|-5.46|333.43|0.0|1.0|1.0|1.5e-05|0.0|8.28e-05|-0.01712|5.4228|4.52|4.4485|-1053.433249|1001.96|0.2259|228.63|500.36|-1053.196897|4.0015|0.03653474|7.0969
