molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
11_a1|1|0|1|1.430935838|0.0|5.351858133|0.035620155|0.08043435|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.009578125|0.126722854|-0.117419838|1|0.747358374|-0.075188762|0.8086124090000001|0|0.5955245029999999|-0.131972845|0.2027328789999999|0.034974992|-77.81495049|20.62225192|274.39137789999995|0.404475497|-0.048723884|-43.84323456|12.15946748|84.40380304|-2.143850877|89.80732824|-28.7289904|0.248121855|0.912918113|5798.645137|38.20963621|0.02620284|1681.223993|495.0560271000001|15.44994131|1.0|1.0|2.0|3.25|2.31|0.05|23.0|-7.47|4.23|1.95|0.0|105.71|4.0|-5.07|29.0|-6.27|0.0|0.0|1.0|-4.66|8.48e-06|0.00327|0.00838|0.0|3.35e-08|1.29e-05|-0.06546|3.7383|5.26|3.1924|-1312.462371|-1312.4282380000002|614.86|388.38|0.69914|0.3201|5.0526|-0.19462|6.7696|6.7696
12ar_a36|1|0|2|1.297042582|0.0|5.351858133|0.040839506|0.083451772|0.000939229|-0.1073795209999999|10.95407427|-0.036002609|1|0.002112069|0.145909555|-0.169341326|1|0.8371588959999999|-0.064014394|0.89459881|0|0.8365428659999999|-0.080760277|0.317338373|0.022389124|-54.80317647|15.19305207|86.85924228|0.163457134|-0.0347392029999999|-45.46486105|10.30986449|0.0|-1.875916952|82.17472548|-23.57370143|0.294408813|0.902250063|6155.432771|33.4098581|0.0223636779999999|1804.132337|708.5476357999999|15.17578458|1.0|0.0|2.0|4.86|0.0|0.17|17.0|-7.05|1.95|1.59|0.0|133.27|6.0|-3.92|32.0|-7.21|0.0|0.0|0.0|-3.91|0.0001199999999999|0.0503|0.0515|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|322.13|0.67174|0.2372|6.4688|-0.21291|7.6021|7.6021
12r_a30|0|0|2|0.604984545|0.0|5.351858133|0.043383838|-0.093079817|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|-0.001131023|-0.247439715|-0.145315868|1|0.83236194|-0.105767484|0.889479916|0|0.72072745|-0.090229387|0.451652492|0.019137908|-58.32042638|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|7.995393191000001|0.0|-1.979828309|82.06195604|-26.11584816|0.209934663|0.867350555|6735.090739|33.05530181|0.016970201|1619.709789|616.2856203|10.96881384|1.0|0.0|1.0|4.66|0.0|0.14|17.0|-7.16|3.74|3.58|0.0|127.19|5.0|-5.49|31.0|-6.06|0.0|0.0|0.0|-5.17|3.24e-06|0.00141|0.00291|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|353.12|0.68476|0.1522|5.2021|-0.20138|7.5317|7.5317
14a_a25|0|0|0|1.420015394|1.667057351|4.727387819|0.038167849|0.051906412|0.006085806|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.077269115|2|0.7385460309999999|-0.035531959|0.792935475|1|0.850426305|-0.069657015|0.326595394|0.012870836|-45.72658614|8.449104086|107.22698590000002|0.149573695|-0.033365179|-36.28756839|5.546443318|58.18995584|-1.76835447|63.96772039|-21.90268583|0.193247006|0.969421506|6315.975408|27.14918443|0.01323706|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|3.43|3.06|0.08|27.0|-9.59|4.92|2.47|0.0|126.26|6.0|-5.39|32.0|-5.91|0.0|0.0|1.0|-5.29|4.03e-06|0.0016899999999999|0.00215|0.0|2.58e-10|1.08e-07|-0.05083|5.3631|5.79|3.9479|-1352.298438|-1352.265931|689.55|314.05|0.6714|0.1756|3.0824|-0.2143|6684.0|6684.0
21_a12|0|0|1|0.609915045|0.0|4.59511985|0.037992832|-0.213225401|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.211367878|2|0.835359152|-0.099516604|0.89838263|0|0.84827776|-0.068775342|0.192026642|0.012230115|-34.60932333|6.154473157000001|75.46830038|0.15172224|-0.036878492|-25.34833425|3.097071518|0.0|-1.401382713|59.10840872|-18.55810005|0.229181643|0.8993077970000001|4652.242111|24.07584081|0.017360942|914.8819508|380.2468615|8.736422872|0.0|1.0|1.0|4.05|2.81|0.12|17.0|-6.78|2.25|1.82|0.0|98.16|3.0|-3.82|23.0|-6.45|0.0|0.0|1.0|-3.76|0.00015|48.0|0.0551|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|-1327.479547|-1327.451966|539.67|310.18|0.57644|0.1668|2327.0|-0.22253|7.6576|7.6576
5_a18 (BIBF0775)|0|0|2|1.251175715|0.0|4.844187086|0.035478927|-0.0366107389999999|0.002526619|0.0002403959999999|10.94702058|-0.022817602|0|0.0036739159999999|-0.054916741|-0.216531385|0|0.7395978390000001|-0.040022105|0.774859029|0|0.8432358679999999|-0.068989967|0.420002762|0.008501088|-52.09190866|6.418873637000001|10.36586529|0.156764132|-0.029755876|-44.61038661|4.846666751|50.25564119|-2.112667176|67.25977848|-22.46761997|0.184058942|0.937842434|7221.114573000001|27.535837|0.010831199|1955.044427|1140.896548|8.178259299999999|1.0|1.0|2.0|4.42|0.0|0.32|18.0|-9.21|3.69|3.52|1.0|155.95|8.0|-6.07|37.0|-5.96|0.0|1.0|0.0|-5.72|8.590000000000001e-07|0.000425|0.000946|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|3.2027|-1572.313227|-1572.290174|817.02|378.13|0.69298|0.4825|2.3389|-0.18092|7.4685|7.4685
16_a15|0|0|0|0.300207157|0.0|0.0|0.035555556|-0.003882928|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.006331105|-0.0764246109999999|2|0.729432583|-0.018331526|0.77948108|0|0.723597405|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|4.848103252|53.93878231|0.276402595|-0.039472502|-47.4317527|3.31414791|17.68542055|-2.131515106|76.07332645|-26.98327637|0.131539493|0.7238723509999999|6931.531554000001|31.07023998|0.009783192|1677.792959|728.353441|6.687758643|0.0|1.0|2.0|3.59|2.93|0.08|24.0|-9.21|6.02|1.72|0.0|124.45|6.0|-6.0|32.0|-6.27|1.0|0.0|1.0|-5.21|9.89e-07|0.000442|0.00274|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|-1770.448668|716.79|300.24|0.66615|0.1409|8.0361|-0.20953|7.6778|7.6778
7_a47|0|0|0|1.304326965|0.0|0.0|0.04030303|-0.128433676|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.04311702|2|0.817389583|-0.124285418|0.8755534909999999|1|0.8473227320000001|-0.081264417|0.427432212|0.008915606|-45.82735481|5.027768049|103.5602725|0.152677268|-0.036250645|-30.51603217|2.8353037860000003|0.0|-1.631279045|61.47335819|-20.44278719|0.1830206469999999|0.681423344|5958.904826|25.02240371|0.0130514639999999|1126.008167|526.6144628999999|7.36009799|1.0|1.0|2.0|2.96|3.14|0.09|22.0|-9.45|6.52|3.69|0.0|111.28|4.0|-6.47|28.0|-4.8|1.0|0.0|1.0|-6.06|3.41e-07|0.000134|0.000345|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|-1647.996662|-1647.963177|604.84|333.26|0.69314|0.2144|3406.0|-0.2073699999999999|7.6|7.6
47p_a18|0|0|1|1.25117677|0.0|4.844187086|0.037575758|0.025217016|0.00235332|-0.015960677|10.94701988|-0.049428094|0|0.003537135|0.037961877|-0.261349889|0|0.726294118|-0.082977829|0.7611910209999999|0|0.832954548|-0.06909945|0.278332428|0.007989903|-51.14496913|5.913843751|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|4.377217987|48.48855261|-2.0645242|69.19354871|-22.80728054|0.181540558|0.956223901|6726.61969|27.86610962|0.01090303|1867.029344|1011.163774|8.070036862|1.0|1.0|2.0|4.29|0.0|0.28|18.0|-9.03|3.34|3.13|1.0|144.53|9.0|-5.67|35.0|-6.07|0.0|1.0|0.0|-5.27|2.13e-06|0.000998|0.0025|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.759811|-1493.731375|795.43|387.01|0.6937800000000001|595.0|3.6452|-0.18746|7.1938|7.1938
12av_a36|1|0|2|1.297042752|0.0|5.351858133|0.04250591|0.06882889|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|-0.000472698|0.1168328169999999|-0.213993335|1|0.8076780109999999|-0.067408377|0.8571025990000001|0|0.752447733|-0.082283524|0.277834652|0.021666882|-57.31621925|15.09249582|99.2415672|0.247552267|-0.035197712|-51.2347934|10.51297704|124.9387725|-2.006269572|91.5101903|-24.51766365|0.328083083|0.965363947|6460.1184140000005|36.48912989|0.025779468|2079.880404|757.7532208|17.95719936|1.0|0.0|3.0|4.96|0.0|0.17|17.0|-6.93|1.65|1.49|0.0|138.06|7.0|-3.54|33.0|-7.66|0.0|0.0|0.0|-3.64|0.000292|128.0|0.0997|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.988179|-1440.945099|733.21|360.39|0.70455|0.0027|4.7666|-0.19429|7.4089|7.4089
11_a15|0|0|1|1.435688956|0.0|0.0|0.02962963|-0.036023137|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.056500144|-0.272482143|2|0.718800243|0.0432314409999999|0.76664841|0|0.8945381259999999|-0.064429158|0.632319408|0.018519054|-44.15161868|12.69062406|143.8088883|0.105461874|-0.033606127|-45.76619542|8.696553172|0.0|-1.949155337|79.1792768|-23.02940065|0.260684316|0.8869452090000001|7002.915718000001|31.14961732|0.018086221|1806.677804|830.7967967000001|12.39401492|0.0|0.0|1.0|4.1|4.25|0.07|24.0|-8.9|6.69|2.52|0.0|138.24|6.0|-6.32|34.0|-5.26|1.0|0.0|0.0|-6.1|4.77e-07|0.000214|0.000357|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|2.9595|-1450.740771|-1450.705737|739.57|418.94|0.70577|0.0011|812.0|-0.16011|6.1314|6.1314
18b_a25|0|0|0|1.194228955|1.824998189|4.727387819|0.038137255|-0.018632104|0.006181503|0.014055398|10.31286058|0.0009956189999999|1|0.00598031|-0.032776381|-0.061048368|2|0.7723870909999999|0.001715854|0.8333962429999999|1|0.936253893|-0.063132226|0.348987182|0.01278627|-44.30110081|8.972372556|80.36582704|0.063746107|-0.0305838929999999|-38.7252349|6.296086869|0.0|-1.6515302369999998|64.81723515|-21.46130777|0.215220531|0.974811521|6973.180791|27.34692815|0.013724883|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|3.58|3.56|0.07|27.0|-9.84|5.59|2.2|1.0|138.56|6.0|-6.54|34.0|-5.93|0.0|0.0|1.0|-5.71|2.87e-07|0.000132|0.000899|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|336.67|0.54166|0.0468|2.8141|-0.22145|7.2924|7.2924
14f_a23|0|1|0|1.197963246|3.366063739|5.351858133|0.04255787|0.056215377|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|0.010508236|0.101910723|-0.199540201|2|0.796412133|-0.06885759|0.854683662|1|0.894162392|-0.059927056|0.2096108239999999|0.027134452|-40.51498423|18.34483401|96.47955427|0.105837608|-0.031450478|-38.58595734|12.40242234|96.60179161|-1.603974359|74.08536976|-21.26277654|0.334221706|0.918402793|6768.918745|31.93672236|0.025162423|1628.77284|683.7405759|17.01160115|1.0|1.0|1.0|3.57|3.61|0.09|26.0|-7.51|4.03|2.72|1.0|126.78|6.0|-5.63|32.0|-6.47|0.0|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|346.78|0.6733399999999999|0.1699|6.3534|-0.21743|8.6459|8.6459
9c_a31|1|0|1|0.610135804|0.0|5.733341277|0.03482906|-0.0384827639999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.000813398|-0.062065125|-0.223856622|0|0.842823186|-0.108617754|0.8856644770000001|0|0.6746901059999999|-0.103325018|0.287455956|0.030296721|-65.84728287|19.30758668|153.5739377|0.325309894|-0.035867334|-52.02424796|12.30439782|552.8237349999999|-1.7933667130000002|97.22026028|-22.85764436|0.329283294|0.837843885|5658.985169|34.07943198|0.024456662|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|2.0|3.66|3.09|0.35|16.0|-7.24|3.7|1.08|0.0|108.16|8.0|-5.23|28.0|-6.53|0.0|0.0|1.0|-4.16|5.85e-06|0.00233|0.0277|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.157698|-1618.115927|691.3|322.12|0.7007399999999999|0.2554|1.3617|-0.19224|6.3768|6.3768
10_a15|0|0|0|1.4356889780000002|0.0|0.0|0.037209302|-0.0869138469999999|0.001740635|-0.077096984|10.95972828|0.010152859|0|0.0034254209999999|-0.132759909|-0.184255041|2|0.713794823|0.018211609|0.7585998270000001|0|0.933136945|-0.052826735|0.640780603|0.010485777|-30.73805622|6.101312009|6.497096666|0.066863055|-0.036384844|-34.36276159|3.550143186|0.0|-1.928396745|65.80736417|-21.17108692|0.169827351|0.815948972|6204.37804|25.50202895|0.0116026369999999|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|3.58|3.64|0.12|24.0|-9.82|6.3|2.87|0.0|119.95|6.0|-6.22|30.0|-4.97|1.0|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|0.000584|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|3.6448|-1281.088565|-1281.061184|631.2|340.17|0.70313|0.0042|1.6654|-0.18958|8.1549|8.1549
8b_a31|1|0|1|0.610137861|0.0|5.733341277|0.041161616|-0.130371116|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|-0.006785954|-0.222667869|-0.092604362|0|0.843119174|-0.1155280009999999|0.8956498159999999|0|0.6076192260000001|-0.120703408|0.281200674|0.03234629|-63.04219151|16.89414614|129.8921115|0.392380774|-0.040792077|-36.1645207|8.823644775|472.8995873|-1.590890986|82.21438954|-21.30529654|0.296530645|0.920410507|4696.728592|30.28603362|0.02483711|1181.155311|372.3224834|12.97217579|1.0|1.0|2.0|3.4|2.71|0.25|16.0|-5.73|2.74|0.61|0.0|88.64|4.0|-4.05|23.0|-6.87|0.0|0.0|1.0|-3.4|8.97e-05|0.0294|131.0|0.0|1.86e-06|0.00061|-0.0325|3.8582|1.77|3.8582|-1386.852117|-1386.815519|566.18|321.36|0.70036|0.2643|3.6945|-0.19265|5.6576|5.6576
12u_a30|0|0|2|0.604983445|0.0|5.351858133|0.043383838|-0.091507428|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0857954809999999|1|0.83236194|-0.105767484|0.889479916|0|0.84944095|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|10.42404292|78.15130994|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|-1.859475018|75.26051582|-25.41792137|0.189537132|0.7958728709999999|7133.515802|31.36222814|0.014495402|1536.749179|685.6665849999999|9.709034401|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.8|3.92|3.79|0.0|137.3|5.0|-6.58|31.0|-5.52|0.0|0.0|1.0|-6.04|2.64e-07|0.000123|0.0004269999999999|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|3.5003|-2494.962309|-2494.927579|705.15|354.21|0.6847|0.1502|5.3020000000000005|-0.20146|7.4647|7.4647
3a_a49|0|0|1|1.343850114|2.09865947|5.4161004020000005|0.0355787039999999|-0.044367345|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.000521532|-0.074886415|0.003978478|2|0.8145214209999999|0.008391259|0.8704151529999999|1|0.72890527|-0.094437035|0.526915193|0.016205613|-55.30832478|9.491036042|107.4001347|0.27109473|-0.030698626|-30.35026007|5.558553447|59.40691577|-1.504232653|64.2037853|-17.97906469|0.310225187|0.903506738|5792.106924000001|26.06512204|0.021141449|1277.19098|578.2841135|12.38177532|1.0|1.0|2.0|3.25|2.11|0.18|21.0|-7.19|2.81|1.04|0.0|112.14|5.0|-3.06|29.0|-7.67|0.0|0.0|1.0|-3.3|0.000878|0.3379999999999999|193.0|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1254.012043|-1253.973708|635.89|320.04|0.66614|0.0793|3801.0|-0.2171|7.1938|7.1938
14v_a23|0|1|0|1.1979575059999998|3.004639728|5.351858133|0.047323232|0.055572317|-0.002390707|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.2952674819999999|2|0.787538583|-0.022236834|0.845160857|1|0.916605275|-0.067342061|0.31419322|0.019811827|-44.4776373|13.08518422|78.86310829|0.083394725|-0.042752869|-41.35406587|8.64241561|0.912757854|-2.180396311|76.42257099|-28.23713101|0.211671341|0.84234449|8458.789829000001|35.81898321|0.020908947|1826.768144|676.4530574|13.80980223|0.0|1.0|1.0|3.62|3.46|0.09|26.0|-7.95|6.18|3.04|1.0|126.97|7.0|-6.89|35.0|-5.94|1.0|0.0|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|0.0|1.12e-08|5.57e-06|-0.07843|3694.0|5.17|3694.0|-2042.182282|-2042.161744|679.5|335.64|0.6017100000000001|348.0|4.5506|-0.2308599999999999|8.4001|8.4001
13n_a6|1|0|0|1.4290206230000002|0.0|4.727387819|0.04393617|0.058267173|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|-0.00687003|0.100294804|-0.118693789|2|0.7767360059999999|-0.056293641|0.832753533|1|0.70890216|-0.100363599|0.307384948|0.017758385|-68.88015714|12.18768927|90.97854097|0.29109784|-0.038490115|-51.52585133|8.36448634|103.012404|-2.078466222|88.73738138|-26.41600355|0.251032943|0.889160748|6386.381394|35.2699138|0.019904118|1904.575345|724.3873672999999|13.66031867|1.0|1.0|3.0|3.55|1.9|0.08|27.0|-9.67|3.76|0.81|0.0|127.2|6.0|-4.64|33.0|-7.23|0.0|0.0|1.0|-4.28|2.27e-05|0.00987|0.0228|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|-1423.765005|-1423.714738|727.69|369.99|0.64027|0.1945|7.1946|-0.20994|7.1249|7.1249
4f_a49|0|0|1|1.343848013|2.066693174|5.4161004020000005|0.038839506|-0.087861524|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|0.001714014|-0.14414265|-0.025995042|2|0.7927086309999999|0.114367229|0.8557769120000001|1|0.7370618040000001|-0.102926696|0.480786546|0.016591015|-55.88123394|9.007637695|193.615884|0.262938196|-0.033471819|-26.51573683|4.89045046|59.72286429999999|-1.439288231|60.18871783|-18.1726086|0.2816937089999999|0.7773206840000001|5422.650822|25.29924744|0.020905063|1087.86764|467.1194103|11.34983222|1.0|0.0|1.0|3.07|2.35|0.14|21.0|-6.54|3.8|2.03|0.0|102.08|3.0|-3.99|27.0|-6.6|0.0|0.0|1.0|-4.09|0.000102|0.0365|0.0289|0.0|2.92e-07|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|334.21|0.68474|0.0579999999999999|1.7833|-0.22471|7.3979|7.3979
14a_a23|0|1|0|1.197964042|3.39397765|5.351858133|0.042992424|0.0446402609999999|0.012219066|-0.0518554529999999|10.31321831|-0.071842463|2|0.011363191|0.083206288|-0.137733142|2|0.7556436440000001|-0.123790952|0.816237166|1|0.918677038|-0.055677662|0.225448915|0.019504497|-35.20994211|12.33442989|38.57988954|0.081322962|-0.0341809229999999|-32.12331106|7.800158102999999|80.54176247|-1.606503401|61.36268093|-21.61564087|0.219241211|0.8602383659999999|6269.28943|27.68542751|0.016707951|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|3.41|2.86|0.05|26.0|-7.41|4.02|3.03|1.0|120.28|5.0|-5.47|30.0|-6.27|0.0|0.0|0.0|-4.96|3.38e-06|0.00139|0.0045299999999999|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.47|3.7119|-1629.928331|-1629.90669|665.5|334.02|0.6289100000000001|0.3764|5.8775|-0.2238099999999999|8.5498|8.5498
8a_a12|0|0|1|1.283813597|0.0|0.0|0.0420317459999999|-0.205012437|-0.001510006|-0.050603335|10.95472846|-0.084035283|0|0.000249868|-0.3422915179999999|-0.226106307|2|0.763500863|-0.146966854|0.8157289759999999|0|0.892656426|-0.05926895|0.221703535|0.010336879|-30.69873711|5.354053791|46.32568673|0.107343574|-0.033836466|-24.96342938|2.773166902|0.0|-1.4888045019999998|55.45388635|-17.52581709|0.208569274|0.878904705|4806.044707999999|22.14447395|0.014012546|974.3568539|464.1781753|7.257889351|0.0|1.0|1.0|4.06|3.06|0.15|18.0|-7.89|2.5|2.89|0.0|105.24|3.0|-3.9|25.0|-6.04|0.0|1.0|1.0|-4.21|0.000125|0.0408|0.0203|0.0|1.28e-08|4.2e-06|-0.06246|3.9091|3.41|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|317.17|0.6309100000000001|0.2486|3.6588|-0.2194199999999999|6.7011|6.7011
4_a18 (SD-208)|0|0|2|1.304335262|0.0|0.0|0.040864198|-0.020226647|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|-0.3630339729999999|1|0.83508768|-0.098971722|0.904723479|0|0.77909674|-0.077885485|0.115284206|0.0211761979999999|-40.10670787|10.90456851|103.6318511|0.22090326|-0.034985357|-26.40375252|5.615248385|0.0|-1.2944582059999998|69.63488061|-18.01551972|0.397970979|0.831728055|5348.394288|29.9246699|0.035654206|1107.212786|363.2306414|18.35993987|1.0|1.0|1.0|2.77|2.54|0.0|22.0|-8.15|4.44|2.02|0.0|92.87|3.0|-4.29|25.0|-6.31|0.0|0.0|1.0|-4.38|5.12e-05|18.0|0.0146|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|537.47|378.26|0.69028|0.2316|3.4629|-0.2358|7.0969|7.0969
34_a47|0|1|0|1.40499556|1.883479676|4.727387819|0.03522792|-0.094313757|0.003530307|-0.043634386|10.98214103|0.078153957|1|0.0047106|-0.208989427|-0.317014709|3|0.833786184|0.128336294|0.89234354|1|0.8260556609999999|-0.061957581|0.437215023|0.019723558|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|6.048527453999999|0.0|-1.261976347|62.66739933|-16.25230464|0.346006784|0.834499257|5105.274301|24.85087647|0.023023142|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.19|3.0|0.16|21.0|-7.47|4.52|1.75|0.0|99.09|4.0|-3.57|26.0|-6.66|0.0|1.0|1.0|-3.9|0.000267|0.0929|0.0436|0.0|3.36e-08|1.17e-05|-0.0545|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|318.79|0.69314|0.1718|4.4605|-0.21536|8.7|8.7
3b_a49|0|0|1|1.343850026|2.104186262|5.4161004020000005|0.034155556|-0.090939066|0.000607064|-0.010613212|10.92976559|0.00361222|1|0.001356445|-0.151131362|0.000850823|2|0.794997634|0.006213385|0.845992028|1|0.749104358|-0.0883601469999999|0.482434361|0.013576151|-54.04959517|8.304484449|325.6896751|0.250895642|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|-1.439043207|64.91785551|-16.92803342|0.3431340539999999|0.914182753|5934.158315|25.77091035|0.021477952|1340.087338|641.1445234|13.13798859|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|3.2|1.25|0.0|116.94|6.0|-3.53|30.0|-7.42|0.0|0.0|1.0|-3.59|0.000293|0.1169999999999999|102.0|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|322.72|0.6632|0.0759|3.0055|-0.21985|7.6021|7.6021
19_a4|0|0|1|0.29641517|1.943606348|5.4161004020000005|0.040511696|-0.052325802|0.006243904|-0.211341677|10.30966825|-0.136621315|1|0.009687676|-0.086166959|-0.042058265|1|0.774746438|-0.190513834|0.834377354|0|0.820765063|-0.070677568|0.285282038|0.013022539|-38.9063534|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|3.946149569|13.25878373|-1.215721775|49.73882261|-15.93396412|0.235119747|0.85352261|5232.561157|20.83197214|0.0143733|874.9428297000001|450.6848883|7.912166787999999|0.0|1.0|0.0|3.46|2.52|0.16|17.0|-6.09|4.32|2.16|0.0|98.19|3.0|-3.81|25.0|-6.58|0.0|1.0|1.0|-3.97|0.000156|0.0547|0.0373|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|6.67|4.1858|-1446.939719|-1446.909868|583.39|296.2|0.67535|0.3806|5.8295|-0.22298|4.71|4.71
4r_a46|0|0|1|1.13129629|2.051582577|5.587248657999999|0.044728682|-0.15196733|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|0.0061041|-0.237647432|-0.086905208|2|0.810646641|-0.070397185|0.8549242340000001|0|0.8478197820000001|-0.079297367|0.261414008|0.011446215|-42.06465252|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.0|-1.220098292|51.22472631|-13.77068362|0.285368722|0.839885604|4775.760774|19.26963463|0.015225417|905.6728276|496.0386301|8.076584289|1.0|1.0|1.0|3.82|2.89|0.35|17.0|-6.25|3.43|1.52|0.0|97.9|3.0|-3.09|25.0|-6.83|0.0|1.0|0.0|-3.55|0.00081|271.0|0.0933|0.0|5.64e-07|0.000188|-0.03073|4.5209|2.3|4.5209|-1069.447946|-1069.419677|571.75|274.25|0.69085|0.1404|2.6630000000000003|-0.2207199999999999|5.8499|5.8499
